
[00:00:00.000 --> 00:00:03.400]  好 今日我們繼續去到關於提多書
[00:00:03.400 --> 00:00:06.700]  這個書卷的Sermon Preaching的部份
[00:00:06.700 --> 00:00:09.700]  我相信之前對我們很多人來說
[00:00:09.700 --> 00:00:14.200]  都可能聽很多道德的吩咐或者教導
[00:00:14.200 --> 00:00:17.400]  上次帕西加芬在上星期跟我們說過
[00:00:17.400 --> 00:00:20.400]  耶穌基督的救恩是怎樣
[00:00:20.400 --> 00:00:23.000]  嘩 係喇
[00:00:23.000 --> 00:00:24.300]  嘩 係喇
[00:00:24.300 --> 00:00:27.600]  今日我們所講的內容
[00:00:27.600 --> 00:00:30.300]  就是講到底我們的信仰怎樣活出
[00:00:30.300 --> 00:00:33.400]  在我們的生活裏面
[00:00:33.400 --> 00:00:36.800]  當年除了叫你守規矩之外
[00:00:36.800 --> 00:00:38.000]  當然不止這樣
[00:00:38.000 --> 00:00:39.600]  當年守規矩是很重要的
[00:00:39.600 --> 00:00:41.700]  我想我前面這班中一的同學
[00:00:41.700 --> 00:00:43.400]  去年跟了我成年榮
[00:00:43.400 --> 00:00:45.500]  知道我想要甚麼
[00:00:45.500 --> 00:00:48.000]  所以保羅在講這本書的時候
[00:00:48.000 --> 00:00:51.700]  其實他對教會都有他的吩咐
[00:00:51.700 --> 00:00:55.000]  在今日我們會討論到第三章一至十一節
[00:00:55.000 --> 00:00:59.300]  亦都是保羅在這本書裏面最後一個教導的部份
[00:00:59.300 --> 00:01:01.100]  如果按著次序
[00:01:01.100 --> 00:01:03.100]  嚴格來說第一至二節
[00:01:03.100 --> 00:01:06.000]  是討論教會對外的見證
[00:01:06.000 --> 00:01:07.400]  即是稍後會講到
[00:01:07.400 --> 00:01:10.000]  是對所有人的見證
[00:01:10.000 --> 00:01:12.100]  而三至七節就是
[00:01:12.100 --> 00:01:15.700]  保羅又再一次用回耶穌基督的救恩
[00:01:15.700 --> 00:01:18.900]  怎樣轉化我們作為一個支持
[00:01:18.900 --> 00:01:20.800]  或者是一個reminder
[00:01:20.800 --> 00:01:22.900]  而最後三章八至十一節
[00:01:22.900 --> 00:01:26.700]  就是討論如果在教會裏面
[00:01:26.700 --> 00:01:29.100]  有人去到引起紛爭
[00:01:29.100 --> 00:01:30.900]  甚至用回經文的用字
[00:01:30.900 --> 00:01:33.400]  他說分門結黨的時候
[00:01:33.400 --> 00:01:35.200]  那要怎樣做
[00:01:35.200 --> 00:01:38.900]  其實這樣聽好像這三章是個別的重點
[00:01:38.900 --> 00:01:40.900]  但如果連在一起看的時候
[00:01:40.900 --> 00:01:42.200]  我們就知道
[00:01:42.200 --> 00:01:45.500]  其實保羅想講耶穌的救恩
[00:01:45.500 --> 00:01:47.900]  是應該轉化我們的時候
[00:01:47.900 --> 00:01:51.200]  是讓我們最後整個群體
[00:01:51.200 --> 00:01:53.700]  我們整個教會作為一個見證
[00:01:53.700 --> 00:01:55.100]  要怎樣去做
[00:01:55.100 --> 00:01:57.600]  這也是呼應帕薩加芬上星期提到
[00:01:57.600 --> 00:01:59.700]  耶穌基督的福音
[00:01:59.700 --> 00:02:02.700]  怎樣去轉變我們的地方
[00:02:02.700 --> 00:02:04.100]  所以按一個次序
[00:02:04.100 --> 00:02:06.700]  今天會有少少的倒轉
[00:02:06.700 --> 00:02:09.000]  我們先討論保羅所講
[00:02:09.000 --> 00:02:10.600]  耶穌救恩的基礎
[00:02:10.600 --> 00:02:13.800]  即是三章三至七節的內容
[00:02:13.800 --> 00:02:17.300]  先再講到底耶穌怎樣令我們的群體得著
[00:02:17.300 --> 00:02:21.000]  這個改變或者一個指引
[00:02:21.000 --> 00:02:23.700]  所以第一點其實今天去討論就是
[00:02:23.700 --> 00:02:26.000]  耶穌的救恩
[00:02:26.000 --> 00:02:29.300]  本身應該是在我們的生命裏面發揮作用
[00:02:29.300 --> 00:02:33.500]  是應該讓我們能夠突破我們的盲點
[00:02:33.500 --> 00:02:37.900]  突破到我們生命裏面有限制的地方
[00:02:37.900 --> 00:02:41.400]  多謝後面P.A.很快地去回應
[00:02:41.400 --> 00:02:45.300]  看到三章三至七節的內容他這樣說
[00:02:45.300 --> 00:02:47.300]  保羅去形容我們
[00:02:47.300 --> 00:02:48.700]  我們即是我們在座每個
[00:02:48.700 --> 00:02:53.000]  當然都包括當時提多書裏面所讀的教會
[00:02:53.000 --> 00:02:53.800]  他這樣說
[00:02:53.800 --> 00:02:58.100]  我們從前都是無知 撥逸 受迷惑
[00:02:58.100 --> 00:03:00.400]  服侍各樣私慾和意惡
[00:03:00.400 --> 00:03:02.700]  常存惡毒 窒盜的心
[00:03:02.700 --> 00:03:06.800]  是可恨的 又是彼此傷痕
[00:03:06.800 --> 00:03:08.800]  我想我們都很清楚
[00:03:08.800 --> 00:03:10.700]  你不用全中每個Tag
[00:03:10.700 --> 00:03:13.200]  你才叫做不行的
[00:03:13.200 --> 00:03:15.400]  即是保羅這裏當年亦都沒有講到
[00:03:15.400 --> 00:03:16.500]  其實我們都知道
[00:03:16.500 --> 00:03:17.800]  自己有很多的限制
[00:03:17.800 --> 00:03:20.700]  有很多甚至是在上帝的眼中
[00:03:20.700 --> 00:03:23.500]  是有罪的地方
[00:03:23.500 --> 00:03:26.200]  但是保羅的重點不是庭禮有多差
[00:03:26.200 --> 00:03:29.400]  即是這個我想我們大家坐在這裏都很清楚
[00:03:29.400 --> 00:03:31.500]  即是無論你年紀多大多小
[00:03:31.500 --> 00:03:32.800]  你在教會聽了這麼久
[00:03:32.800 --> 00:03:33.900]  我們講人有罪
[00:03:33.900 --> 00:03:37.300]  這個是一個我們經常會講的重點
[00:03:37.300 --> 00:03:40.700]  但是保羅的重點是第四節那個「但」
[00:03:40.700 --> 00:03:44.200]  但道左神我們救主的恩賜
[00:03:44.200 --> 00:03:49.300]  以及祂向人所施詞外顯現的時候
[00:03:49.300 --> 00:03:51.200]  沒錯從前是我們很不行的
[00:03:51.200 --> 00:03:53.200]  即是以前我們是不行的
[00:03:53.200 --> 00:03:56.200]  但是之後 即是現在
[00:03:56.200 --> 00:04:01.300]  現在神就去到扭轉了我們這個的過去
[00:04:01.300 --> 00:04:02.900]  那這裏講的顯現
[00:04:02.900 --> 00:04:05.600]  如果用回保羅自己的理解
[00:04:05.600 --> 00:04:07.600]  其實都是講耶穌基督
[00:04:07.600 --> 00:04:09.900]  祂從天上來到人間
[00:04:09.900 --> 00:04:12.900]  或者我們用的這個字眼就是「道成肉身」
[00:04:12.900 --> 00:04:16.500]  成為人類和我們擁有一樣身體的時候
[00:04:16.500 --> 00:04:18.900]  祂就顯現了祂的榜樣
[00:04:18.900 --> 00:04:22.900]  我們知道原來人不只是這樣
[00:04:22.900 --> 00:04:26.000]  人可以有更加多的東西
[00:04:26.000 --> 00:04:29.300]  第三節指出我們的罪有多麼真實
[00:04:29.300 --> 00:04:31.300]  第四節就立即去指出
[00:04:31.300 --> 00:04:33.300]  神對我們的拯救
[00:04:33.300 --> 00:04:36.700]  神去改變我們同樣是很真實
[00:04:36.700 --> 00:04:38.400]  但是我們就可能會想
[00:04:38.400 --> 00:04:43.000]  是不是我要做到那個水平才叫做得救呢
[00:04:43.000 --> 00:04:47.100]  所以保羅在提多書第三章五至七節就這樣講
[00:04:47.100 --> 00:04:49.700]  他就強調神去救我們
[00:04:49.700 --> 00:04:53.300]  並不是因為我們自己所行的義
[00:04:53.300 --> 00:04:55.000]  乃是照祂的憐憫
[00:04:55.000 --> 00:04:59.200]  藉著重生的洗和聖靈的根生
[00:04:59.200 --> 00:05:02.800]  而聖靈就是神去到擺在我們的身上
[00:05:02.800 --> 00:05:06.500]  以致我們能夠因著祂的救恩得清為義
[00:05:06.500 --> 00:05:10.000]  可以憑著永生的盼望成為後至
[00:05:10.000 --> 00:05:13.700]  者話是可信的
[00:05:13.700 --> 00:05:17.000]  第五節就去到解釋神拯救我們的方法
[00:05:17.000 --> 00:05:18.600]  就是重生的洗
[00:05:18.600 --> 00:05:21.600]  聖靈的根生是一個方法
[00:05:21.600 --> 00:05:23.000]  即是這個是那個on going
[00:05:23.000 --> 00:05:24.200]  一個是持續的
[00:05:24.200 --> 00:05:27.600]  因為聖靈的根生不是一下就完
[00:05:27.600 --> 00:05:29.200]  即是不是你信耶穌那一下
[00:05:29.200 --> 00:05:32.200]  或者你在報道會舉手決志那一下就完了
[00:05:32.200 --> 00:05:35.700]  而是continually go on的一件事情
[00:05:35.700 --> 00:05:37.400]  這一點我相信上星期
[00:05:37.400 --> 00:05:39.700]  法師嘉汾提到關於耶穌的拯救
[00:05:39.700 --> 00:05:42.000]  已經有講過一部份
[00:05:42.000 --> 00:05:44.700]  今天我們嘗試只看一個重點
[00:05:44.700 --> 00:05:46.000]  即是在這段經文
[00:05:46.000 --> 00:05:47.200]  第一段經文裏面
[00:05:47.200 --> 00:05:49.500]  他提到重生的洗
[00:05:49.500 --> 00:05:52.800]  和聖靈的根生
[00:05:52.800 --> 00:05:53.900]  我們很容易想
[00:05:53.900 --> 00:05:56.900]  信了耶穌之後是否完美了
[00:05:56.900 --> 00:05:59.500]  或者是去到完美了
[00:05:59.500 --> 00:06:01.500]  我相信坐在這裏
[00:06:01.500 --> 00:06:02.700]  大家都總有一些經驗
[00:06:02.700 --> 00:06:04.100]  你信了耶穌之後
