
[00:00:00.000 --> 00:00:04.000]  「我們的上帝要施行拯救」
[00:00:04.000 --> 00:00:06.700]  今日的教會是基督君王日
[00:00:06.700 --> 00:00:11.700]  這位君王要在我們當中施行拯救
[00:00:11.700 --> 00:00:13.400]  在今天經課當中
[00:00:13.400 --> 00:00:15.700]  由舊約耶利米書開始
[00:00:15.700 --> 00:00:18.500]  耶利米書二十三章第五節這樣說
[00:00:18.500 --> 00:00:20.200]  「耶和華日子將到
[00:00:20.200 --> 00:00:23.700]  我要給大衛興一個公義的苗裔
[00:00:23.700 --> 00:00:26.400]  他必掌王權行事有智慧
[00:00:26.400 --> 00:00:29.000]  在地上施行公平和公義
[00:00:29.000 --> 00:00:31.300]  在他的日子猶大必得救
[00:00:31.300 --> 00:00:33.400]  以色列必安然居住
[00:00:33.400 --> 00:00:38.100]  他的名必稱為耶和華我們的兒」
[00:00:38.100 --> 00:00:41.300]  耶利米書這裡提到拯救
[00:00:41.300 --> 00:00:43.800]  他要掌王權
[00:00:43.800 --> 00:00:45.400]  我們的主要掌王權
[00:00:45.400 --> 00:00:48.100]  他要興起公義的苗裔
[00:00:48.100 --> 00:00:50.100]  是行事有智慧的
[00:00:50.100 --> 00:00:57.700]  這個拯救是讓人得到公平公義的拯救
[00:00:57.700 --> 00:01:00.200]  六九福音一章七十一到七十七節
[00:01:00.200 --> 00:01:02.900]  剛才當我們去和應的時候
[00:01:02.900 --> 00:01:07.700]  裡面提到有不同的內容都跟拯救有關
[00:01:07.700 --> 00:01:09.400]  「拯救我們脫離受敵
[00:01:09.400 --> 00:01:12.700]  和一切恨我們之人的手」
[00:01:12.700 --> 00:01:17.300]  叫我們從受敵手中被救出來
[00:01:17.300 --> 00:01:18.900]  就可以終身在他面前
[00:01:18.900 --> 00:01:23.700]  坦然無懼地用聖潔公義侍奉他
[00:01:23.700 --> 00:01:29.900]  因他的百姓因罪得赦就知道救恩
[00:01:29.900 --> 00:01:34.200]  這裡提到拯救是要脫離受敵的手
[00:01:34.200 --> 00:01:36.500]  在我們生命裡有時都面對不同的狀況
[00:01:36.500 --> 00:01:38.900]  甚至有受敵在我們當中
[00:01:38.900 --> 00:01:43.900]  拯救是這種在受敵手當中救出來
[00:01:43.900 --> 00:01:46.100]  以致能夠坦然無懼
[00:01:46.100 --> 00:01:51.600]  這種坦然無懼是能夠用聖潔公義侍奉主的
[00:01:51.600 --> 00:01:53.800]  很多時候在我們生命裡面對很多事情
[00:01:53.800 --> 00:01:55.100]  我們都會藏起來
[00:01:55.100 --> 00:01:58.800]  很難坦然無懼地面對
[00:01:58.800 --> 00:02:00.300]  因為聖經裡面提醒我們
[00:02:00.300 --> 00:02:03.900]  這個拯救是能夠讓罪得赦
[00:02:03.900 --> 00:02:07.800]  這個拯救的特質是能夠讓罪得赦
[00:02:07.800 --> 00:02:10.000]  這個拯救不只是我們在想
[00:02:10.000 --> 00:02:12.900]  有些事發生,人改變
[00:02:12.900 --> 00:02:15.500]  而是更重要的是心底裡面能夠
[00:02:15.500 --> 00:02:17.700]  罪得赦以致坦然無懼
[00:02:17.700 --> 00:02:21.500]  更能夠聖潔地去到主的面前
[00:02:21.500 --> 00:02:24.700]  哥羅西書同樣提到拯救
[00:02:24.700 --> 00:02:26.400]  一章十一到二十節裡面
[00:02:26.400 --> 00:02:28.300]  在十三、十四、二十節說到
[00:02:28.300 --> 00:02:31.400]  「他救了我們脫離黑暗的權勢
[00:02:31.400 --> 00:02:34.500]  把我們遷到他愛子的國裡
[00:02:34.500 --> 00:02:37.800]  我們在愛子裡得蒙救贖
[00:02:37.800 --> 00:02:40.500]  罪過得以赦免」
[00:02:40.500 --> 00:02:42.800]  「既然藉著他在十字架上所得的血
[00:02:42.800 --> 00:02:44.500]  成就了和平
[00:02:44.500 --> 00:02:46.700]  就藉著他叫萬有
[00:02:46.700 --> 00:02:48.800]  無論是地上的、天上的
[00:02:48.800 --> 00:02:51.400]  都與自己和好」
[00:02:51.400 --> 00:02:54.000]  這裡說到上帝的國
[00:02:54.000 --> 00:02:55.700]  這個王有他的國
[00:02:55.700 --> 00:02:58.000]  我們要遷到他的國裡面
[00:02:58.000 --> 00:03:01.700]  因為我們能夠脫離黑暗的權勢
[00:03:01.700 --> 00:03:04.500]  這裡說到拯救不只是脫離仇敵的手
[00:03:04.500 --> 00:03:06.500]  更是脫離黑暗的權勢
[00:03:06.500 --> 00:03:08.600]  進入光明
[00:03:08.600 --> 00:03:11.000]  裡面提到一個很重要的訊息
[00:03:11.000 --> 00:03:13.000]  藉著基督的十字架
[00:03:13.000 --> 00:03:14.700]  我們能夠怎樣呢?
[00:03:14.700 --> 00:03:18.500]  能夠跟自己和好
[00:03:18.500 --> 00:03:21.500]  原來最大的拯救不只是在生命當中
[00:03:21.500 --> 00:03:22.800]  在困苦裡面的拯救
[00:03:22.800 --> 00:03:24.400]  當然人在困苦裡面聽到
[00:03:24.400 --> 00:03:26.400]  在非洲很多朋友很多需要
[00:03:26.400 --> 00:03:28.300]  我們希望我們能夠幫忙
[00:03:28.300 --> 00:03:30.400]  我們在禱告、在新手裡面紀念
[00:03:30.400 --> 00:03:32.100]  但更重要的是在我們生命當中
[00:03:32.100 --> 00:03:32.900]  很多時候
[00:03:32.900 --> 00:03:36.400]  我們更需要在我們自己當中去拯救出來
[00:03:36.400 --> 00:03:38.100]  要跟自己和好
[00:03:38.100 --> 00:03:40.700]  很多時候我們人生裡面最難
[00:03:40.700 --> 00:03:44.700]  最難去擺脫的是自己對自己的期盼
[00:03:44.700 --> 00:03:45.800]  想法
[00:03:45.800 --> 00:03:47.700]  一些的壓力
[00:03:47.700 --> 00:03:51.100]  甚至自己覺得自己跟自己很不妥
[00:03:51.100 --> 00:03:53.700]  你最不妥的人可能是你自己
[00:03:53.700 --> 00:03:55.100]  但聖經裡面說到
[00:03:55.100 --> 00:03:57.700]  基督的十字架是能夠讓我們
[00:03:57.700 --> 00:03:59.800]  跟自己和好
[00:03:59.800 --> 00:04:01.200]  大家節目有沒有想過
[00:04:01.200 --> 00:04:03.400]  原來基督的王權
[00:04:03.400 --> 00:04:05.900]  我們進入光明當中脫離黑暗
[00:04:05.900 --> 00:04:06.900]  其中一個要點
[00:04:06.900 --> 00:04:10.700]  是我們能夠跟自己和好
[00:04:10.700 --> 00:04:12.600]  今段福音書經課
[00:04:12.600 --> 00:04:15.900]  講述耶穌釘十字架的時候一個狀況
[00:04:15.900 --> 00:04:17.900]  《路加福音》第十三章裡面說到
[00:04:17.900 --> 00:04:19.100]  當時去了一個地方
[00:04:19.100 --> 00:04:21.200]  一個叫竹樓地、骷髏頭的地方
[00:04:21.200 --> 00:04:25.100]  耶穌釘在十字架左右有兩個犯人
[00:04:25.100 --> 00:04:27.100]  當時耶穌就說
[00:04:27.100 --> 00:04:28.100]  父啊赦免他們
[00:04:28.100 --> 00:04:30.300]  因為他們所做的他們不曉得
[00:04:30.300 --> 00:04:33.300]  丁丁就尖勾分了耶穌的衣服
[00:04:33.300 --> 00:04:35.700]  百姓看著那些官府的人
[00:04:35.700 --> 00:04:37.400]  都在癡笑耶穌說
[00:04:37.400 --> 00:04:38.400]  祂救了人家
[00:04:38.400 --> 00:04:39.400]  祂約了基督
[00:04:39.400 --> 00:04:42.500]  上帝所選擇的就是祂救自己
[00:04:42.500 --> 00:04:43.900]  丁丁氣濃祂
[00:04:43.900 --> 00:04:45.900]  上傳比噪地說
[00:04:45.900 --> 00:04:47.100]  你是猶太人的王嘛
[00:04:47.100 --> 00:04:48.700]  救自己吧
[00:04:48.700 --> 00:04:49.700]  不知那些官府
[00:04:49.700 --> 00:04:52.600]  不知那些丁丁冷眼旁觀
[00:04:52.600 --> 00:04:54.800]  這樣去看耶穌
[00:04:54.800 --> 00:04:56.000]  釘在十字架裡面
[00:04:56.000 --> 00:04:57.800]  左右兩個強盜
[00:04:57.800 --> 00:04:59.700]  有一個竟然同樣地
[00:04:59.700 --> 00:05:01.100]  也是這樣譏笑耶穌說
[00:05:01.100 --> 00:05:02.800]  你不是基督嗎?
[00:05:02.800 --> 00:05:03.800]  可以救自己
[00:05:03.800 --> 00:05:05.400]  也救我們吧
[00:05:05.400 --> 00:05:08.800]  這個邀請這個呼求也很有趣
[00:05:08.800 --> 00:05:09.900]  其實他也在釘十字架
[00:05:09.900 --> 00:05:10.900]  他也苦
[00:05:10.900 --> 00:05:12.500]  他也因為他的罪釘十字架
[00:05:12.500 --> 00:05:13.800]  他要受死刑
[00:05:13.800 --> 00:05:15.600]  他也想有人救他
[00:05:15.600 --> 00:05:16.500]  所以他後面一句也說
[00:05:16.500 --> 00:05:17.000]  你救我吧
[00:05:17.000 --> 00:05:17.600]  不過他說
[00:05:17.600 --> 00:05:18.200]  先說
[00:05:18.200 --> 00:05:20.000]  耶穌你是基督那麼厲害
[00:05:20.000 --> 00:05:20.600]  你救自己
[00:05:20.600 --> 00:05:23.000]  也救我吧
[00:05:23.000 --> 00:05:24.900]  這個這樣的譏笑
[00:05:24.900 --> 00:05:25.900]  耶穌未回應之前
[00:05:25.900 --> 00:05:28.100]  旁邊另一個強盜就責備他
[00:05:28.100 --> 00:05:29.800]  你也是這樣受罰的
[00:05:29.800 --> 00:05:31.700]  你還不怕上帝嗎?
[00:05:31.700 --> 00:05:32.600]  我們活該的
[00:05:32.600 --> 00:05:33.500]  我們應該的
[00:05:33.500 --> 00:05:34.900]  我們所做了什麼
[00:05:34.900 --> 00:05:35.600]  所以才受罰
[00:05:35.600 --> 00:05:36.800]  我們很清楚的
[00:05:36.800 --> 00:05:37.800]  但是這個人
[00:05:37.800 --> 00:05:42.600]  沒有做過一件不好的事情
[00:05:42.600 --> 00:05:44.200]  在這時候這兩個強盜
[00:05:44.200 --> 00:05:45.800]  這樣互相去表達
[00:05:45.800 --> 00:05:46.900]  耶穌當時未回應
[00:05:46.900 --> 00:05:47.800]  但是他們兩個已經
[00:05:47.800 --> 00:05:48.700]  一個譏笑
[00:05:48.700 --> 00:05:49.300]  一個回應
[00:05:49.300 --> 00:05:50.600]  斥責他
[00:05:50.600 --> 00:05:53.400]  接著這個斥責人
[00:05:53.400 --> 00:05:54.900]  接著他回頭向著耶穌
[00:05:54.900 --> 00:05:55.900]  就問耶穌
[00:05:55.900 --> 00:05:56.900]  他不像那個人那樣說
[00:05:56.900 --> 00:05:57.600]  你是耶穌
[00:05:57.600 --> 00:05:58.500]  你是基督那麼厲害
[00:05:58.500 --> 00:05:59.000]  你救自己
[00:05:59.000 --> 00:06:00.400]  也救我們吧
[00:06:00.400 --> 00:06:02.900]  這個可能也是很多人信仰裡面的想法
[00:06:02.900 --> 00:06:03.600]  耶穌那麼厲害
[00:06:03.600 --> 00:06:04.300]  基督教那麼好
[00:06:04.300 --> 00:06:05.500]  就救一下我們吧
[00:06:05.500 --> 00:06:07.800]  不過也不行的
[00:06:07.800 --> 00:06:09.300]  甚至覺得
[00:06:09.300 --> 00:06:11.600]  你也是在受苦當中
[00:06:11.600 --> 00:06:12.900]  但是這位
[00:06:12.900 --> 00:06:14.300]  他懼怕主的人
[00:06:14.300 --> 00:06:15.100]  他這麼說
[00:06:15.100 --> 00:06:15.800]  他說耶穌啊
[00:06:15.800 --> 00:06:17.300]  你德國降臨的時候
[00:06:17.300 --> 00:06:19.300]  求祢紀念我
[00:06:19.300 --> 00:06:21.200]  他謙卑的祈求
[00:06:21.200 --> 00:06:22.300]  他相信有一天
[00:06:22.300 --> 00:06:25.100]  耶穌的國會降臨的
[00:06:25.100 --> 00:06:26.200]  想想當時的狀況
[00:06:26.200 --> 00:06:28.000]  耶穌正在釘十字架
[00:06:28.000 --> 00:06:29.700]  正在流血
[00:06:29.700 --> 00:06:31.100]  快要死了
[00:06:31.100 --> 00:06:31.900]  在人看來
[00:06:31.900 --> 00:06:33.500]  這個極刑罪犯
[00:06:33.500 --> 00:06:34.800]  很多人感望
[00:06:34.800 --> 00:06:35.500]  甚至很多人覺得
[00:06:35.500 --> 00:06:36.100]  是啊
[00:06:36.100 --> 00:06:37.300]  他做那麼多事情
[00:06:37.300 --> 00:06:38.100]  最後被人抓了
[00:06:38.100 --> 00:06:40.200]  就釘十字架了
[00:06:40.200 --> 00:06:41.500]  但是這個強盜
[00:06:41.500 --> 00:06:42.500]  他信耶穌
[00:06:42.500 --> 00:06:45.500]  有一天他的國會降臨
[00:06:45.500 --> 00:06:47.500]  耶穌的回應是什麼呢?
[00:06:47.500 --> 00:06:48.700]  今天經過最後那一句
[00:06:48.700 --> 00:06:49.300]  耶穌的回應
[00:06:49.300 --> 00:06:50.400]  我實實在在
[00:06:50.400 --> 00:06:52.100]  我實在告訴你
[00:06:52.100 --> 00:06:53.000]  今天
[00:06:53.000 --> 00:06:55.400]  你和我在樂園裡面
[00:06:55.400 --> 00:06:58.000]  這個描述是一個很大的安慰
[00:06:58.000 --> 00:06:59.000]  耶穌說的樂園
[00:06:59.000 --> 00:07:00.000]  是一個很大的落差
[00:07:00.000 --> 00:07:02.100]  明明當時我們是在受苦的
[00:07:02.100 --> 00:07:03.100]  耶穌提的是樂園
[00:07:03.100 --> 00:07:04.200]  還是今天
[00:07:04.200 --> 00:07:05.300]  現在
[00:07:05.300 --> 00:07:08.000]  樂園就在這裡了
[00:07:08.000 --> 00:07:09.500]  今天是基督君王日
[00:07:09.500 --> 00:07:10.400]  我們想在君王
[00:07:10.400 --> 00:07:13.300]  當然是很偉大、很強勢、很厲害
[00:07:13.300 --> 00:07:14.200]  地上的王
[00:07:14.200 --> 00:07:16.400]  很有霸氣的
[00:07:16.400 --> 00:07:18.800]  但是我們今天基督君王日的經課
[00:07:18.800 --> 00:07:20.200]  竟然是告訴我們
[00:07:20.200 --> 00:07:22.600]  耶穌基督就是釘在十字架的王
[00:07:22.600 --> 00:07:24.800]  耶穌基督就是釘在十字架的那一位
[00:07:24.800 --> 00:07:25.700]  那些人譏笑他
[00:07:25.700 --> 00:07:27.400]  釘一個政治的名銜
[00:07:27.400 --> 00:07:28.900]  說他是猶太人的王
[00:07:28.900 --> 00:07:30.100]  是他的罪證
[00:07:30.100 --> 00:07:31.900]  那個牌子是耶穌的罪證
[00:07:31.900 --> 00:07:33.900]  因為他說他是猶太人的王
[00:07:33.900 --> 00:07:34.700]  他們這麼說
[00:07:34.700 --> 00:07:36.000]  當時猶太人的王
[00:07:36.000 --> 00:07:37.600]  是羅馬同胞統治的
[00:07:37.600 --> 00:07:38.900]  政治問題
[00:07:38.900 --> 00:07:40.000]  你說自己是皇帝
[00:07:40.000 --> 00:07:41.800]  所以釘你的十字架
[00:07:41.800 --> 00:07:44.900]  這是猶太人的王的描述
[00:07:44.900 --> 00:07:47.600]  呼應今天基督君王
[00:07:47.600 --> 00:07:49.700]  基督是一個怎樣的君王呢?
[00:07:49.700 --> 00:07:51.800]  基督不是一個居高臨下
[00:07:51.800 --> 00:07:53.700]  很有權勢出現的君王
[00:07:53.700 --> 00:07:57.800]  荒書所呈現的就是一位受苦的基督
[00:07:57.800 --> 00:07:59.200]  荒書呈現的就是那一位
[00:07:59.200 --> 00:08:00.300]  當他受苦
