
[00:00:00.000 --> 00:00:06.000]  這五個項目呢你看一下 哪一個項目你最容易做得到
[00:00:06.000 --> 00:00:08.000]  哪一個項目比較難
[00:00:08.000 --> 00:00:17.000]  好 哪一個比較容易做得到
[00:00:17.000 --> 00:00:21.000]  今天是母親節 剛才主席只是叫我們帶媽媽去吃個飯
[00:00:21.000 --> 00:00:26.000]  這五項你覺得哪一項比較容易
[00:00:26.000 --> 00:00:28.000]  先講容易的
[00:00:28.000 --> 00:00:30.000]  垂背
[00:00:30.000 --> 00:00:33.000]  等一下回家記得幫媽媽垂背
[00:00:33.000 --> 00:00:35.000]  如果媽媽還在身邊
[00:00:35.000 --> 00:00:37.000]  還有呢 還有哪一個容易
[00:00:37.000 --> 00:00:41.000]  洗碗 好 非常好
[00:00:41.000 --> 00:00:44.000]  那你覺得比較難的是哪一個
[00:00:44.000 --> 00:00:53.000]  我也覺得第四個比較難
[00:00:53.000 --> 00:00:55.000]  走進父母的心靈
[00:00:55.000 --> 00:00:58.000]  傾聽父母的心聲
[00:00:58.000 --> 00:01:02.000]  在做弟兄姊妹你覺得你很認識
[00:01:02.000 --> 00:01:05.000]  你自己的父母 你的母親的舉手
[00:01:05.000 --> 00:01:09.000]  哇 不少人耶 謝謝
[00:01:09.000 --> 00:01:12.000]  實在很好
[00:01:12.000 --> 00:01:16.000]  我在看這個的時候我覺得比較難的是這一個
[00:01:16.000 --> 00:01:18.000]  那可能我個人的經歷吧
[00:01:18.000 --> 00:01:20.000]  因為我很早就離開家
[00:01:20.000 --> 00:01:22.000]  我18歲就離開家
[00:01:22.000 --> 00:01:24.000]  然後在外面求學
[00:01:24.000 --> 00:01:27.000]  後來結婚了 後來又到國外宣教
[00:01:27.000 --> 00:01:31.000]  所以我了不起最多一年或兩年回國一次
[00:01:31.000 --> 00:01:36.000]  所以呢 可以跟母親相處的機會就沒有那麼多
[00:01:36.000 --> 00:01:38.000]  這是比較遺憾的
[00:01:38.000 --> 00:01:40.000]  但是呢 我的三姊呢
[00:01:40.000 --> 00:01:42.000]  因為她沒有結婚沒有出嫁
[00:01:42.000 --> 00:01:44.000]  所以一直到媽媽走之前
[00:01:44.000 --> 00:01:46.000]  她都是跟媽媽住在一起的
[00:01:46.000 --> 00:01:48.000]  那她就跟媽媽
[00:01:48.000 --> 00:01:50.000]  媽媽一個眼神一個動作什麼
[00:01:50.000 --> 00:01:52.000]  她都完全知道
[00:01:52.000 --> 00:01:54.000]  媽媽去哪裡聚會啊
[00:01:54.000 --> 00:01:55.000]  有什麼朋友啊
[00:01:55.000 --> 00:01:57.000]  我的三姊一清二楚
[00:01:57.000 --> 00:01:59.000]  那我就不知道
[00:01:59.000 --> 00:02:01.000]  就是說 所以這個
[00:02:01.000 --> 00:02:05.000]  我們這個兄弟姊妹的遭遇也不一樣
[00:02:05.000 --> 00:02:06.000]  際遇不一樣
[00:02:06.000 --> 00:02:08.000]  我就很羨慕我姊姊
[00:02:08.000 --> 00:02:11.000]  那可是我剛剛在唱詩歌的時候
[00:02:11.000 --> 00:02:12.000]  我就想到說
[00:02:12.000 --> 00:02:15.000]  有沒有什麼你的母親在你的生命中所做的
[00:02:15.000 --> 00:02:18.000]  留下很深刻的印記
[00:02:18.000 --> 00:02:22.000]  你現在想起來你都很感動的
[00:02:22.000 --> 00:02:24.000]  都很感謝母親的
[00:02:24.000 --> 00:02:27.000]  你想一下
[00:02:27.000 --> 00:02:29.000]  有沒有她做了哪一件事情
[00:02:29.000 --> 00:02:31.000]  說了哪一句話
[00:02:31.000 --> 00:02:40.000]  讓你到現在還是很感動的
[00:02:40.000 --> 00:02:43.000]  我記得每一次我們回去看我母親
[00:02:43.000 --> 00:02:44.000]  我母親現在已經不在了
[00:02:44.000 --> 00:02:46.000]  她回天家了
[00:02:46.000 --> 00:02:48.000]  那她到年老的時候
[00:02:48.000 --> 00:02:51.000]  每一次要送我們出去的時候
[00:02:51.000 --> 00:02:53.000]  因為他們住大樓嘛
[00:02:53.000 --> 00:02:54.000]  那大樓的電梯
[00:02:54.000 --> 00:02:56.000]  她年紀大了也不方便下去
[00:02:56.000 --> 00:02:58.000]  她每次都會在那個門口
[00:02:58.000 --> 00:03:01.000]  電梯門口送我們送我們
[00:03:01.000 --> 00:03:03.000]  然後直到我們進了電梯
[00:03:03.000 --> 00:03:04.000]  然後再揮手
[00:03:04.000 --> 00:03:05.000]  然後電梯門關了
[00:03:05.000 --> 00:03:07.000]  她都看不到我們了
[00:03:07.000 --> 00:03:10.000]  她才肯進去
[00:03:10.000 --> 00:03:12.000]  那我想到這個的時候
[00:03:12.000 --> 00:03:13.000]  我就很感動
[00:03:13.000 --> 00:03:14.000]  我就知道說
[00:03:14.000 --> 00:03:20.000]  雖然我跟母親相隔了十萬八千里
[00:03:20.000 --> 00:03:21.000]  但是呢
[00:03:21.000 --> 00:03:24.000]  母親的愛是就在身邊
[00:03:24.000 --> 00:03:28.000]  盡在咫尺的
[00:03:28.000 --> 00:03:30.000]  姐兄姐妹我今天在想
[00:03:30.000 --> 00:03:31.000]  在預備信息的時候
[00:03:31.000 --> 00:03:34.000]  我就發現我是沒有講到恩賜的
[00:03:34.000 --> 00:03:38.000]  因為我要花三天盡時禱告
[00:03:38.000 --> 00:03:41.000]  才想得出來要講什麼
[00:03:41.000 --> 00:03:45.000]  那我也覺得這些牧師們蠻可憐的
[00:03:45.000 --> 00:03:47.000]  每個禮拜都要講到
[00:03:47.000 --> 00:03:51.000]  那個真的是煎熬很辛苦
[00:03:51.000 --> 00:03:53.000]  那我就想說這十三年來
[00:03:53.000 --> 00:03:55.000]  母親節我講過幾次到父親節
[00:03:55.000 --> 00:03:57.000]  我講過幾次
[00:03:57.000 --> 00:03:58.000]  那我就去上網查
[00:03:58.000 --> 00:04:01.000]  把那些資料題目都拿出來
[00:04:01.000 --> 00:04:02.000]  所以弟兄姐妹
[00:04:02.000 --> 00:04:04.000]  我特別要告訴牧師們
[00:04:04.000 --> 00:04:06.000]  不要傷心不要難過
[00:04:06.000 --> 00:04:07.000]  如果你上個禮拜講到
[00:04:07.000 --> 00:04:08.000]  下個禮拜問人家
[00:04:08.000 --> 00:04:11.000]  人家不記得那是正常的
[00:04:11.000 --> 00:04:14.000]  會記得是不太正常的
[00:04:14.000 --> 00:04:17.000]  像我就完全不記得我講過什麼
[00:04:17.000 --> 00:04:19.000]  我大概記得一點點
[00:04:19.000 --> 00:04:21.000]  標題大概還記得一點
[00:04:21.000 --> 00:04:23.000]  所以弟兄姐妹這是很正常
[00:04:23.000 --> 00:04:25.000]  然後我就在思想一件事情
[00:04:25.000 --> 00:04:26.000]  弟兄姐妹你們用過
[00:04:26.000 --> 00:04:29.000]  chat gpt的人舉手
[00:04:29.000 --> 00:04:31.000]  chat gpt用過的請舉手
[00:04:31.000 --> 00:04:32.000]  好請放下
[00:04:32.000 --> 00:04:35.000]  用過deep sick的人舉手
[00:04:35.000 --> 00:04:36.000]  都有放下
[00:04:36.000 --> 00:04:39.000]  請問傳道人可不可以用chat gpt
[00:04:39.000 --> 00:04:40.000]  可以
[00:04:40.000 --> 00:04:43.000]  感謝主我深得安慰
[00:04:43.000 --> 00:04:46.000]  因為我們在我們華神校群裡
[00:04:46.000 --> 00:04:47.000]  就有兩派
[00:04:47.000 --> 00:04:48.000]  有的人說不行
[00:04:48.000 --> 00:04:51.000]  AI是魔鬼是什麼的
[00:04:51.000 --> 00:04:53.000]  但是我說這個時代的發展
[00:04:53.000 --> 00:04:57.000]  過去有的老人家不敢用電話
[00:04:57.000 --> 00:04:59.000]  因為那個有電
[00:04:59.000 --> 00:05:03.000]  後來也不敢用電爐
[00:05:03.000 --> 00:05:04.000]  因為那個有電
[00:05:04.000 --> 00:05:05.000]  也不敢用電燈
[00:05:05.000 --> 00:05:07.000]  因為那個有電
[00:05:07.000 --> 00:05:08.000]  時代改變了
[00:05:08.000 --> 00:05:11.000]  現在誰沒有手機的請舉手
[00:05:11.000 --> 00:05:13.000]  手機有沒有電
[00:05:13.000 --> 00:05:16.000]  不但有電還有輻射
[00:05:16.000 --> 00:05:18.000]  弟兄姐妹
[00:05:18.000 --> 00:05:21.000]  AI這個chat gpt
[00:05:21.000 --> 00:05:22.000]  一定會深入我們
[00:05:22.000 --> 00:05:24.000]  下一代的生活當中
[00:05:24.000 --> 00:05:28.000]  所以就像水可以載舟
[00:05:28.000 --> 00:05:31.000]  也可以這個覆舟
[00:05:31.000 --> 00:05:33.000]  我們知道怎麼樣用它
[00:05:33.000 --> 00:05:34.000]  不是被它瑕疵
[00:05:34.000 --> 00:05:37.000]  而知道怎麼用它
[00:05:37.000 --> 00:05:40.000]  那我這一次的信息
[00:05:40.000 --> 00:05:41.000]  在預備的時候
[00:05:41.000 --> 00:05:43.000]  中間其中有一段
[00:05:43.000 --> 00:05:45.000]  我們在進行門訊
[00:05:45.000 --> 00:05:46.000]  有一天有個姐妹
[00:05:46.000 --> 00:05:47.000]  發送功課來
[00:05:47.000 --> 00:05:48.000]  其中她有一個功課
[00:05:48.000 --> 00:05:50.000]  是chat gpt整理出來的
[00:05:50.000 --> 00:05:52.000]  我覺得眼睛一亮
[00:05:52.000 --> 00:05:53.000]  我覺得好棒
[00:05:53.000 --> 00:05:55.000]  我覺得這個工具用得真好
[00:05:55.000 --> 00:05:57.000]  可以把你的作業整合
[00:05:57.000 --> 00:05:59.000]  然後找出非常好
[00:05:59.000 --> 00:06:01.000]  讓你能夠一目了然的
[00:06:01.000 --> 00:06:02.000]  這個大綱
[00:06:02.000 --> 00:06:05.000]  很好chat gpt還可以幫你畫圖
[00:06:05.000 --> 00:06:07.000]  還可以幫你製作圖表
[00:06:07.000 --> 00:06:08.000]  其實是很好用
[00:06:08.000 --> 00:06:09.000]  如果你真的需要
[00:06:09.000 --> 00:06:12.000]  那我後來就有點 guilty
[00:06:12.000 --> 00:06:14.000]  因為我們華神群組有人反對
[00:06:14.000 --> 00:06:16.000]  傳道人用chat gpt用AI
[00:06:16.000 --> 00:06:18.000]  我就問我女兒
[00:06:18.000 --> 00:06:20.000]  我說你有沒有用chat gpt
[00:06:20.000 --> 00:06:23.000]  她說媽媽我每天都在用
[00:06:23.000 --> 00:06:26.000]  對他們年輕的一代來講
[00:06:26.000 --> 00:06:29.000]  這是他們很常用到的工具
[00:06:29.000 --> 00:06:32.000]  所以沒有什麼不對的
[00:06:32.000 --> 00:06:34.000]  那我就想
[00:06:34.000 --> 00:06:36.000]  這個chat gpt就這麼能幹
[00:06:36.000 --> 00:06:37.000]  這麼能耐
[00:06:37.000 --> 00:06:39.000]  也是我們助他一臂之力
[00:06:39.000 --> 00:06:42.000]  多少人把資訊大數據輸進去了
[00:06:42.000 --> 00:06:45.000]  他才能夠這麼快的整合出來
[00:06:45.000 --> 00:06:48.000]  那為什麼我不能整合出來呢
[00:06:48.000 --> 00:06:50.000]  我想想我也是chat gpt
[00:06:50.000 --> 00:06:52.000]  你也是chat gpt
[00:06:52.000 --> 00:06:54.000]  我們從小這裡面
[00:06:54.000 --> 00:06:56.000]  輸入了多少information
[00:06:56.000 --> 00:06:59.000]  我們裡面有很多大數據
[00:06:59.000 --> 00:07:02.000]  你知道我信主快六十年了
[00:07:02.000 --> 00:07:04.000]  我服事主也快五十年了
[00:07:04.000 --> 00:07:06.000]  我是很小就蒙恩了
[00:07:06.000 --> 00:07:08.000]  我們在座也很多人跟我一樣
[00:07:08.000 --> 00:07:10.000]  甚至有更多年的
[00:07:10.000 --> 00:07:11.000]  我先算算過
[00:07:11.000 --> 00:07:13.000]  我一天聽一篇道或者兩篇
[00:07:13.000 --> 00:07:17.000]  我五十年至少聽了一萬八千兩百五十篇
[00:07:17.000 --> 00:07:19.000]  這個數據夠不夠大
