
[00:00:00.000 --> 00:00:02.400]  大衛傳的第八講
[00:00:02.400 --> 00:00:04.840]  我們今天是要講
[00:00:04.840 --> 00:00:06.900]  撒母以上的二十七章
[00:00:06.900 --> 00:00:09.740]  二十九章和三十章
[00:00:09.740 --> 00:00:12.540]  那你說為什麼會跳了二十八章?
[00:00:12.540 --> 00:00:16.520]  其實撒母以上還有二十八章和三十章
[00:00:16.520 --> 00:00:17.640]  我是還沒講
[00:00:17.640 --> 00:00:19.500]  下一次就會講
[00:00:19.500 --> 00:00:22.880]  二十八章是有關掃羅交鬼
[00:00:22.880 --> 00:00:26.220]  三十章是說他戰死在沙場
[00:00:26.220 --> 00:00:28.020]  所以撒母以上
[00:00:28.020 --> 00:00:31.180]  關於大衛的故事就會完結
[00:00:31.180 --> 00:00:34.220]  然後再會在撒母以下開始
[00:00:34.220 --> 00:00:36.960]  我們也會休息一下
[00:00:36.960 --> 00:00:39.820]  就是講完下一次之後
[00:00:39.820 --> 00:00:42.140]  我們會回去看羅馬書
[00:00:42.140 --> 00:00:44.600]  第九章至第十一章
[00:00:44.600 --> 00:00:47.180]  聖經真的厲害
[00:00:47.180 --> 00:00:51.600]  我們看到舊約就是故事反映出神學
[00:00:51.600 --> 00:00:54.120]  但是回到羅馬書
[00:00:54.120 --> 00:00:56.120]  又是講神學
[00:00:56.120 --> 00:00:59.080]  所以聖經真的很精彩
[00:00:59.080 --> 00:01:01.840]  今天我要講的題目就是
[00:01:01.840 --> 00:01:05.540]  從失落到再蒙因的途徑
[00:01:05.540 --> 00:01:08.020]  我們做基督徒很多時候
[00:01:08.020 --> 00:01:11.360]  雖然我們做了基督徒都會失落
[00:01:11.360 --> 00:01:13.160]  失落了不要緊
[00:01:13.160 --> 00:01:18.200]  但最重要是如何再一次蒙神的恩典
[00:01:18.200 --> 00:01:20.200]  走上蒙因的途徑
[00:01:20.200 --> 00:01:23.600]  這就是我今天要講的訊息
[00:01:23.600 --> 00:01:26.360]  首先一些背景
[00:01:26.360 --> 00:01:30.040]  在撒母以上的二十四章和二十六章
[00:01:30.040 --> 00:01:33.460]  大衛兩次有機會殺死掃羅
[00:01:33.460 --> 00:01:35.460]  但是他都沒有這樣做
[00:01:35.460 --> 00:01:36.960]  他有試探
[00:01:36.960 --> 00:01:39.400]  但是他勝過這些試探
[00:01:39.400 --> 00:01:42.980]  應該很開心勝過試探
[00:01:42.980 --> 00:01:45.840]  但是又有新的試探在等他
[00:01:45.840 --> 00:01:48.540]  這次他信心不足
[00:01:48.540 --> 00:01:51.320]  又走了去斐理士人的地方
[00:01:51.320 --> 00:01:54.280]  記不記得這次已經不是第一次了
[00:01:54.280 --> 00:01:56.600]  上次走去斐理士人的地方
[00:01:56.600 --> 00:01:58.760]  他又是私行詭詐
[00:01:58.760 --> 00:02:00.760]  欺騙阿吉王
[00:02:00.760 --> 00:02:03.160]  這次又來了
[00:02:03.160 --> 00:02:06.080]  他居然叫阿吉做什麼
[00:02:06.080 --> 00:02:08.400]  我的主我的王
[00:02:08.400 --> 00:02:10.360]  你能不能夠想像
[00:02:10.360 --> 00:02:12.320]  以色列人的王
[00:02:12.320 --> 00:02:15.960]  就是叫斐理士人的王做我的主我的王
[00:02:15.960 --> 00:02:19.600]  他還跟阿吉說我是你的僕人
[00:02:19.600 --> 00:02:22.680]  他已經是低落到一個程度
[00:02:22.680 --> 00:02:26.880]  他是稱他的敵人成為他的主他的王
[00:02:26.880 --> 00:02:29.360]  我們都很相似
[00:02:29.360 --> 00:02:32.520]  很多時當我們失落的時候
[00:02:32.520 --> 00:02:35.120]  我們跟世俗的人有沒有分別
[00:02:35.120 --> 00:02:36.600]  沒有什麼分別
[00:02:36.600 --> 00:02:40.920]  甚至可以說有時比俗世的人更差
[00:02:40.920 --> 00:02:43.080]  這個我們要很小心
[00:02:43.080 --> 00:02:44.440]  但是不要緊
[00:02:44.440 --> 00:02:46.360]  聖經告訴我們什麼
[00:02:46.360 --> 00:02:49.080]  只要我們歸向神
[00:02:49.080 --> 00:02:53.120]  我們仍然能夠走回到蒙因的道路
[00:02:53.120 --> 00:02:57.560]  這就是我要跟大家分享的訊息
[00:02:57.560 --> 00:03:00.240]  大衛的問題在哪裡
[00:03:00.240 --> 00:03:02.920]  他有錯誤的觀點
[00:03:02.920 --> 00:03:06.400]  他在書寫詩篇的二十七篇的時候
[00:03:06.400 --> 00:03:08.560]  他很聰明的
[00:03:08.560 --> 00:03:09.760]  他說什麼
[00:03:09.760 --> 00:03:11.440]  二十七篇一節
[00:03:11.440 --> 00:03:14.240]  他說 耶和華是我的亮光
[00:03:14.240 --> 00:03:15.760]  是我的拯救
[00:03:15.760 --> 00:03:17.480]  我還怕誰呢
[00:03:17.480 --> 00:03:20.120]  耶和華是我性命的保障
[00:03:20.120 --> 00:03:22.960]  我還懼誰呢
[00:03:22.960 --> 00:03:25.040]  說得很好聽
[00:03:25.040 --> 00:03:27.280]  冠冕堂皇
[00:03:27.280 --> 00:03:30.080]  但是在撒姆以上的二十七篇一節
[00:03:30.080 --> 00:03:32.720]  今天的經文很有趣
[00:03:32.720 --> 00:03:35.640]  兩個都是二十七篇一節
[00:03:35.640 --> 00:03:36.960]  大衛說什麼
[00:03:36.960 --> 00:03:38.200]  他心裡說
[00:03:38.200 --> 00:03:41.520]  我必有一天死在掃羅的手裡
[00:03:41.520 --> 00:03:45.040]  不如逃奔菲利士地去
[00:03:45.040 --> 00:03:48.200]  掃羅見我不在以色列的境內
[00:03:48.200 --> 00:03:49.680]  就必絕望
[00:03:49.680 --> 00:03:51.440]  不再沉索我
[00:03:51.440 --> 00:03:55.200]  這樣我就可以脫離他的手
[00:03:55.200 --> 00:03:58.640]  他以為可以逃到菲利士人的地方
[00:03:58.640 --> 00:04:01.080]  就一了了之
[00:04:01.080 --> 00:04:02.240]  他失落
[00:04:02.240 --> 00:04:04.800]  他說他完全失去鬥志
[00:04:04.800 --> 00:04:09.680]  我相信他是非常憂鬱的
[00:04:09.680 --> 00:04:11.640]  我們上次都說過
[00:04:11.640 --> 00:04:15.520]  大衛是一個非常希望敬拜神的人
[00:04:15.520 --> 00:04:19.000]  在詩篇的六十三篇和一百四十五篇
[00:04:19.000 --> 00:04:20.200]  我們都看到
[00:04:20.200 --> 00:04:22.400]  他渴望敬拜神
[00:04:22.400 --> 00:04:25.880]  但是現在偏偏被掃羅逼著他
[00:04:25.880 --> 00:04:29.600]  他認為只可以離開自己的國家
[00:04:29.600 --> 00:04:31.080]  離開了自己的國家
[00:04:31.080 --> 00:04:34.880]  就不能夠去聖殿敬拜神了
[00:04:34.880 --> 00:04:36.480]  神曾經跟他說
[00:04:36.480 --> 00:04:38.720]  你不要離開猶大地
[00:04:38.720 --> 00:04:43.080]  但是現在他就決定離開猶大
[00:04:43.080 --> 00:04:45.720]  問題是為什麼他會失落
[00:04:45.720 --> 00:04:48.000]  為什麼他會這麼憂鬱
[00:04:48.000 --> 00:04:50.520]  有兩個主要的原因
[00:04:50.520 --> 00:04:51.320]  第一
[00:04:51.320 --> 00:04:54.720]  他認為他有不能勝過的敵人
[00:04:54.720 --> 00:04:56.360]  就是掃羅
[00:04:56.360 --> 00:04:59.520]  掃羅是神所高沒的
[00:04:59.520 --> 00:05:03.920]  他知道不能夠伸手害神的仇高者
[00:05:03.920 --> 00:05:06.720]  你不要殺死他
[00:05:06.720 --> 00:05:08.600]  傷害他都不可以
[00:05:08.600 --> 00:05:11.000]  不可以詛咒他
[00:05:11.000 --> 00:05:12.720]  他只有捱打的份
[00:05:12.720 --> 00:05:14.880]  他只有逃跑
[00:05:14.880 --> 00:05:17.200]  掃羅對他窮追不捨
[00:05:17.200 --> 00:05:19.640]  他完全沒有還擊的能力
[00:05:19.640 --> 00:05:23.160]  這就是他有不能勝過的敵人
[00:05:23.160 --> 00:05:25.600]  弟兄姊妹 你們的生命當中
[00:05:25.600 --> 00:05:28.720]  有沒有一些不可勝過的敵人
[00:05:28.720 --> 00:05:30.000]  你想想
[00:05:30.000 --> 00:05:32.360]  可能是你的丈夫
[00:05:32.360 --> 00:05:34.720]  可能是你的太太
[00:05:34.720 --> 00:05:37.000]  可能是你的子女
[00:05:37.000 --> 00:05:38.720]  可能是你的父母
[00:05:38.720 --> 00:05:41.160]  可能是你的上司
[00:05:41.160 --> 00:05:43.360]  你不能夠勝過他
[00:05:43.360 --> 00:05:46.640]  每天就是這樣來追趕你
[00:05:46.640 --> 00:05:47.920]  不能夠還手
[00:05:47.920 --> 00:05:49.280]  只能夠逃跑
[00:05:49.280 --> 00:05:51.520]  這就是大衛
[00:05:51.520 --> 00:05:55.680]  掃羅其實是撒旦的寫照
[00:05:55.680 --> 00:05:58.320]  在《彼得前書》的五章八節
[00:05:58.320 --> 00:06:00.440]  告訴我們什麼
[00:06:00.440 --> 00:06:03.200]  撒旦就好像咆哮的獅子
[00:06:03.200 --> 00:06:06.280]  不斷地攻擊神的子民
[00:06:06.280 --> 00:06:08.400]  攻擊神的兒女
[00:06:08.400 --> 00:06:10.600]  現在掃羅就是這樣
[00:06:10.600 --> 00:06:12.960]  每天都使大衛
[00:06:12.960 --> 00:06:15.640]  在邊緣上生活
[00:06:15.640 --> 00:06:18.160]  最後他說 我一定要離開
[00:06:18.160 --> 00:06:21.680]  我一定要走去菲律師人的地方
[00:06:21.680 --> 00:06:25.360]  除了他有不能勝過的敵人
[00:06:25.360 --> 00:06:26.960]  他還有什麼?
[00:06:26.960 --> 00:06:30.400]  不能夠滿足的需要
[00:06:30.400 --> 00:06:33.200]  以前他是一個人逃跑
[00:06:33.200 --> 00:06:35.800]  他喜歡躺在一旁就躺在一旁
[00:06:35.800 --> 00:06:38.560]  賺點東西吃都不太艱難
[00:06:38.560 --> 00:06:41.920]  現在有兩個老婆
[00:06:41.920 --> 00:06:45.000]  有六百個士兵跟著他
[00:06:45.000 --> 00:06:48.240]  你只是每天想著士兵吃什麼
[00:06:48.240 --> 00:06:51.960]  住在哪裡就已經夠你煩惱了
[00:06:51.960 --> 00:06:54.080]  不是只顧著自己
[00:06:54.080 --> 00:06:56.680]  你要顧著六百個人的食宿
[00:06:56.680 --> 00:07:00.480]  這一切都是值得他憂慮的
[00:07:00.480 --> 00:07:02.240]  可能他就在這個時候
[00:07:02.240 --> 00:07:04.320]  寫了《詩篇》的十三篇
[00:07:04.320 --> 00:07:06.760]  《詩篇》的十三篇說什麼?
[00:07:06.760 --> 00:07:09.120]  第一節到第二節
[00:07:09.120 --> 00:07:11.760]  經文說 耶和華
[00:07:11.760 --> 00:07:14.760]  你忘記我要到幾時呢?
[00:07:14.760 --> 00:07:16.640]  要到永遠嗎?
[00:07:16.640 --> 00:07:19.640]  你掩面不顧我要到幾時呢?
[00:07:19.640 --> 00:07:22.680]  我心裡愁算 終日仇苦
[00:07:22.680 --> 00:07:24.560]  要到幾時呢?
[00:07:24.560 --> 00:07:27.240]  我的仇敵升高壓制我
[00:07:27.240 --> 00:07:29.120]  要到幾時呢?
[00:07:29.120 --> 00:07:31.200]  大衛不斷地問
[00:07:31.200 --> 00:07:33.920]  你是不是忘記了我?
[00:07:33.920 --> 00:07:37.480]  所以他覺得他自己要做點事
[00:07:37.480 --> 00:07:40.480]  如果我走了去菲律師人的地方
[00:07:40.480 --> 00:07:44.280]  投靠菲律師人的皇上就會怎樣?
[00:07:44.280 --> 00:07:47.920]  他會幫我照顧我六百個士兵
[00:07:47.920 --> 00:07:50.640]  我還有衣食住行
[00:07:50.640 --> 00:07:53.480]  可以給我兩個太太多好
[00:07:53.480 --> 00:07:55.560]  所以他就是這樣想著
[00:07:55.560 --> 00:07:58.840]  他要走去菲律師人的地方
[00:07:58.840 --> 00:08:03.160]  弟兄姊妹你們有沒有很沉重的負擔?
[00:08:03.160 --> 00:08:06.760]  覺得有不能滿足的需要嗎?
[00:08:06.760 --> 00:08:09.400]  不單止有不能勝過的敵人
[00:08:09.400 --> 00:08:11.600]  很多時候我們都是一樣
[00:08:11.600 --> 00:08:14.000]  有很重很重的負擔
[00:08:14.000 --> 00:08:18.920]  真的好像無路可走一樣
[00:08:18.920 --> 00:08:22.040]  大衛其實他的憂慮
[00:08:22.040 --> 00:08:23.840]  他的失落
[00:08:23.840 --> 00:08:25.520]  很大問題
[00:08:25.520 --> 00:08:26.640]  為什麼?
[00:08:26.640 --> 00:08:30.400]  因為他是以色列的受高者
[00:08:30.400 --> 00:08:35.800]  神已經說了他將會成為以色列人的王
[00:08:35.800 --> 00:08:38.520]  他最好的朋友若拿丹
[00:08:38.520 --> 00:08:40.880]  掃羅的兒子怎麼跟他說?
