
[00:00:00.000 --> 00:00:01.760]  今天是復活節
[00:00:01.760 --> 00:00:03.860]  我想這是在我們整個信仰當中
[00:00:03.860 --> 00:00:06.640]  最應當歡喜快樂的一個日子
[00:00:06.640 --> 00:00:07.860]  Amen
[00:00:07.860 --> 00:00:10.440]  因為主的復活是我們信仰當中
[00:00:10.440 --> 00:00:13.400]  不可少的一個支柱
[00:00:13.400 --> 00:00:14.840]  主的復活證明了
[00:00:14.840 --> 00:00:18.500]  耶穌基督果然是神的兒子
[00:00:18.500 --> 00:00:20.600]  主的復活也證明了
[00:00:20.600 --> 00:00:25.900]  祂的確勝過了一切罪惡死亡的權勢
[00:00:25.900 --> 00:00:27.840]  主的復活也證明了
[00:00:27.840 --> 00:00:30.300]  耶穌基督的確為你我
[00:00:30.300 --> 00:00:33.400]  開了一條又新又活的道路
[00:00:33.400 --> 00:00:34.500]  Amen
[00:00:34.500 --> 00:00:36.940]  今天我們可以不必再活在
[00:00:36.940 --> 00:00:39.500]  恐懼跟羞恥當中
[00:00:39.500 --> 00:00:41.140]  而在耶穌基督裡面
[00:00:41.140 --> 00:00:44.640]  我們可以享受一個自由跟喜樂的生命
[00:00:44.640 --> 00:00:47.340]  你知道在初代的教會裡面
[00:00:47.340 --> 00:00:48.800]  他們彼此問安的時候
[00:00:48.800 --> 00:00:50.340]  不是說早
[00:00:50.340 --> 00:00:51.800]  他們彼此問安的時候
[00:00:51.800 --> 00:00:53.840]  就說主已經復活了
[00:00:53.840 --> 00:00:54.500]  Hallelujah
[00:00:54.500 --> 00:00:56.700]  這是何等美好的問安的話語
[00:00:56.700 --> 00:00:57.740]  主復活了
[00:00:57.740 --> 00:00:59.180]  一次次提醒
[00:00:59.180 --> 00:01:00.240]  彼此的提醒
[00:01:00.240 --> 00:01:01.100]  好不好跟你旁邊說
[00:01:01.100 --> 00:01:01.780]  主已經復活了
[00:01:01.780 --> 00:01:02.480]  跟他說
[00:01:02.480 --> 00:01:05.100]  主已經復活了
[00:01:05.100 --> 00:01:09.080]  因為的確主的復活是我們信仰的核心
[00:01:09.080 --> 00:01:13.440]  也是我們今天生活得勝的一個秘訣
[00:01:13.440 --> 00:01:14.540]  我看見很多的信徒
[00:01:14.540 --> 00:01:16.740]  今天生活在這個地上
[00:01:16.740 --> 00:01:19.280]  生活軟弱無力
[00:01:19.280 --> 00:01:20.340]  我甚至相信很多時候
[00:01:20.340 --> 00:01:22.340]  一個最重要的原因是我們
[00:01:22.340 --> 00:01:24.380]  不大明白主復活
[00:01:24.380 --> 00:01:27.100]  所帶給我們的恩典跟能力
[00:01:27.100 --> 00:01:29.480]  我們只把復活的道理說說聽聽
[00:01:29.480 --> 00:01:30.600]  或者我們慶祝復活節
[00:01:30.600 --> 00:01:32.880]  喔又來到復活節了
[00:01:32.880 --> 00:01:35.500]  我們就很少仔細思想
[00:01:35.500 --> 00:01:38.980]  這個復活節所帶給我們神的恩典
[00:01:38.980 --> 00:01:41.040]  神的能力跟權柄
[00:01:41.040 --> 00:01:43.540]  所以今天早上我們要從三方面來講
[00:01:43.540 --> 00:01:46.200]  主的復活與你我的關係
[00:01:46.200 --> 00:01:48.340]  主復活帶給我們的恩典
[00:01:48.340 --> 00:01:49.880]  帶給我們的能力
[00:01:49.880 --> 00:01:51.940]  跟帶給我們的使命
[00:01:51.940 --> 00:01:52.740]  第一個
[00:01:52.740 --> 00:01:53.600]  我們一同來思想
[00:01:53.600 --> 00:01:56.340]  主復活帶給我們的恩典
[00:01:56.340 --> 00:01:57.840]  是怎麼樣的恩典呢
[00:01:57.840 --> 00:02:01.580]  是一個赦罪以及醫治的恩典
[00:02:01.580 --> 00:02:02.840]  Amen
[00:02:02.840 --> 00:02:06.080]  如果我們要明白復活節的真義
[00:02:06.080 --> 00:02:07.580]  我們就必須明白
[00:02:07.580 --> 00:02:10.600]  耶穌基督是怎麼為我們死的
[00:02:10.600 --> 00:02:11.500]  在壽難節的時候
[00:02:11.500 --> 00:02:12.840]  我們喜歡讀一段經文
[00:02:12.840 --> 00:02:14.980]  在以色列書第53章
[00:02:14.980 --> 00:02:17.240]  我們看見第5節到第6節這裡說
[00:02:17.240 --> 00:02:19.580]  那知他為我們的過犯受害
[00:02:19.580 --> 00:02:21.380]  為我們的罪孽壓傷
[00:02:21.380 --> 00:02:23.880]  因他受的刑罰我們得平安
[00:02:23.880 --> 00:02:26.100]  因他受的鞭傷我們得醫治
[00:02:26.100 --> 00:02:27.840]  我們都如羊走麋
[00:02:27.840 --> 00:02:29.440]  各人偏行幾路
[00:02:29.440 --> 00:02:31.580]  耶和華使我們眾人的罪孽
[00:02:31.580 --> 00:02:34.100]  都歸在他的身上
[00:02:34.100 --> 00:02:35.700]  這些經文我們很熟悉
[00:02:35.700 --> 00:02:37.240]  也讀了很多遍
[00:02:37.240 --> 00:02:38.700]  但是我們再一次來思想
[00:02:38.700 --> 00:02:40.240]  這段經文其實兩方面
[00:02:40.240 --> 00:02:42.140]  很值得我們注意
[00:02:42.140 --> 00:02:43.140]  第一個
[00:02:43.140 --> 00:02:44.500]  在這兩節經文當中
[00:02:44.500 --> 00:02:46.640]  我們這兩個字
[00:02:46.640 --> 00:02:48.680]  出現好多次
[00:02:48.680 --> 00:02:50.640]  為我們的過犯
[00:02:50.640 --> 00:02:52.340]  我們的罪孽
[00:02:52.340 --> 00:02:53.880]  我們得平安
[00:02:53.880 --> 00:02:55.040]  我們得醫治
[00:02:55.040 --> 00:02:57.080]  我們如羊走麋
[00:02:57.080 --> 00:02:58.740]  我們看見這我們
[00:02:58.740 --> 00:03:00.780]  出現好多次
[00:03:00.780 --> 00:03:01.880]  換句話說
