
[00:00:00.000 --> 00:00:02.000]  我們先後祈禱
[00:00:02.000 --> 00:00:03.000]  願主耶穌幫助我們
[00:00:03.000 --> 00:00:04.000]  曉得如何去附和你的額
[00:00:04.000 --> 00:00:07.000]  以請我們學習你自己心裡柔和謙卑
[00:00:07.000 --> 00:00:09.000]  向你學習
[00:00:09.000 --> 00:00:10.000]  叫我們心靈不安息
[00:00:10.000 --> 00:00:12.000]  讓我們知道你的額是容易的
[00:00:12.000 --> 00:00:15.000]  讓我們知道你的擔子是輕散的
[00:00:15.000 --> 00:00:16.000]  願主恩代我們
[00:00:16.000 --> 00:00:17.000]  奉耶穌的聖名
[00:00:17.000 --> 00:00:18.000]  阿們
[00:00:18.000 --> 00:00:23.000]  剛才你去讀到耶穌基督的侍奉
[00:00:23.000 --> 00:00:25.000]  所遭遇的情況
[00:00:25.000 --> 00:00:26.000]  不知道大家怎樣去定義
[00:00:26.000 --> 00:00:29.000]  以今天我們了解一個人的成功還是失敗
[00:00:29.000 --> 00:00:37.000]  你認為耶穌的侍奉是成功還是失敗呢
[00:00:37.000 --> 00:00:40.000]  耶穌的侍奉是成功還是失敗呢
[00:00:40.000 --> 00:00:42.000]  那些人信不信耶穌
[00:00:42.000 --> 00:00:43.000]  信
[00:00:43.000 --> 00:00:44.000]  剛才聖經怎樣說
[00:00:44.000 --> 00:00:45.000]  那些人信不信耶穌
[00:00:45.000 --> 00:00:47.000]  那些人不信
[00:00:47.000 --> 00:00:50.000]  甚至連起初耶穌的擁躉
[00:00:50.000 --> 00:00:51.000]  耶穌都未出來傳道
[00:00:51.000 --> 00:00:52.000]  已經幫耶穌講說話的
[00:00:52.000 --> 00:00:54.000]  他的親戚施水汗
[00:00:54.000 --> 00:00:58.000]  都對耶穌產生懷疑
[00:00:58.000 --> 00:01:03.000]  我們看看今天耶穌怎樣去面對這些
[00:01:03.000 --> 00:01:05.000]  他花很多時間去做報道
[00:01:05.000 --> 00:01:06.000]  行神職
[00:01:06.000 --> 00:01:07.000]  歧視
[00:01:07.000 --> 00:01:09.000]  去傳道
[00:01:09.000 --> 00:01:11.000]  去講天國
[00:01:11.000 --> 00:01:14.000]  但是那些人的反應是非常冷淡
[00:01:14.000 --> 00:01:15.000]  甚至負面
[00:01:15.000 --> 00:01:16.000]  他怎樣回應呢
[00:01:16.000 --> 00:01:18.000]  首先我們看施水汗
[00:01:18.000 --> 00:01:20.000]  施水汗當時已經在坐牢
[00:01:20.000 --> 00:01:22.000]  他是耶穌基督
[00:01:22.000 --> 00:01:25.000]  或者被譽為基督的先鋒
[00:01:25.000 --> 00:01:28.000]  耶穌未出來傳道
[00:01:28.000 --> 00:01:29.000]  他已經在坐牢
[00:01:29.000 --> 00:01:30.000]  幫人施水汗
[00:01:30.000 --> 00:01:34.000]  去預備人的心去迎接基督的來到
[00:01:34.000 --> 00:01:36.000]  然後他向人傳天國
[00:01:36.000 --> 00:01:37.000]  天國近了
[00:01:37.000 --> 00:01:39.000]  你們要悔改
[00:01:39.000 --> 00:01:41.000]  然後就說利塞亞利都
[00:01:41.000 --> 00:01:44.000]  我連解他解都不配
[00:01:44.000 --> 00:01:49.000]  他來到要將禍場上的穀物去煉成
[00:01:49.000 --> 00:01:56.000]  用燒機去將一些不用的堪坯找出來
[00:01:56.000 --> 00:01:58.000]  然後燒掉
[00:01:58.000 --> 00:02:02.000]  然後要將那些不結果子的樹
[00:02:02.000 --> 00:02:05.000]  從根的樹砍下來
[00:02:05.000 --> 00:02:08.000]  講到這些利塞亞利都要進行的審判
[00:02:08.000 --> 00:02:11.000]  耶穌當然需要他來到傳道的時候
[00:02:11.000 --> 00:02:14.000]  他去到約翰接受施水汗的施洗
[00:02:14.000 --> 00:02:16.000]  約翰見到聖靈降臨在他身上
[00:02:16.000 --> 00:02:18.000]  他認定這個就是利塞亞了
[00:02:18.000 --> 00:02:20.000]  於是他開始和人說
[00:02:20.000 --> 00:02:22.000]  神的羔羊取世人罪孽
[00:02:22.000 --> 00:02:24.000]  祂叫門徒跟隨祂
[00:02:24.000 --> 00:02:27.000]  這個就是要來的那個
[00:02:27.000 --> 00:02:29.000]  事情一直發展
[00:02:29.000 --> 00:02:34.000]  直至希律王當時是一個在位的權貴
[00:02:34.000 --> 00:02:36.000]  他娶了自己兄弟的妻
[00:02:36.000 --> 00:02:39.000]  不單犯了姦淫也犯了亂倫
[00:02:39.000 --> 00:02:43.000]  約翰就秉持著律法的要求戒命
[00:02:43.000 --> 00:02:46.000]  去責備希律
[00:02:46.000 --> 00:02:48.000]  因為這樣你要坐牢
[00:02:48.000 --> 00:02:49.000]  甚至後來我們知道
[00:02:49.000 --> 00:02:53.000]  因為這樣他甚至被斬頭
[00:02:53.000 --> 00:02:57.000]  我想想約翰可能頭幾天坐牢都很開心
[00:02:57.000 --> 00:02:59.000]  他心情可能想著
[00:02:59.000 --> 00:03:02.000]  我為神受苦
[00:03:02.000 --> 00:03:05.000]  我為忠於神的教導去責備其他人
[00:03:05.000 --> 00:03:09.000]  以致今天我為主受苦
[00:03:09.000 --> 00:03:11.000]  這個耶穌利塞亞利都
[00:03:11.000 --> 00:03:13.000]  他要做審判的那一晚
[00:03:13.000 --> 00:03:17.000]  他一定會幫我
[00:03:17.000 --> 00:03:19.000]  但你坐牢一天兩天
[00:03:19.000 --> 00:03:20.000]  一個星期兩個星期
[00:03:20.000 --> 00:03:21.000]  一個月兩個月
[00:03:21.000 --> 00:03:25.000]  慢慢可能甚至半年一年
[00:03:25.000 --> 00:03:28.000]  耶穌都沒有來幫他
[00:03:28.000 --> 00:03:29.000]  約翰忍不住
[00:03:29.000 --> 00:03:30.000]  他差一批門徒去問
[00:03:30.000 --> 00:03:32.000]  他問耶穌什麼呢
[00:03:32.000 --> 00:03:34.000]  我今天手上的聖經是和本的修訂版
[00:03:34.000 --> 00:03:36.000]  所以和大家剛才讀的有少少出入
[00:03:36.000 --> 00:03:38.000]  可能大家見諒
[00:03:38.000 --> 00:03:40.000]  他問耶穌將要來的那一位
[00:03:40.000 --> 00:03:43.000]  就是我們要等候的那一位呢
[00:03:43.000 --> 00:03:45.000]  耶穌的回答很有趣
[00:03:45.000 --> 00:03:47.000]  又不是說是或非
[00:03:47.000 --> 00:03:50.000]  耶穌是這樣回答這些門徒
[00:03:50.000 --> 00:03:53.000]  他們去把所聽見所看見的告訴了約翰
[00:03:53.000 --> 00:03:54.000]  就是盲人看見
[00:03:54.000 --> 00:03:55.000]  瓊子行走
[00:03:55.000 --> 00:03:56.000]  麻風病人得結症
