
[00:00:00.000 --> 00:00:05.000]  今天我們和大家開始一個新的講道系列
[00:00:05.000 --> 00:00:09.000]  都是關於教會的生命的
[00:00:09.000 --> 00:00:13.000]  我們今天和大家研究《以忽所書》第二章
[00:00:13.000 --> 00:00:15.000]  十九到二十二節
[00:00:15.000 --> 00:00:20.000]  我給這個經文的題目是重建聖潔
[00:00:20.000 --> 00:00:24.000]  幾年前 大概我們離開COVID之後
[00:00:24.000 --> 00:00:25.000]  沒多久的時候
[00:00:25.000 --> 00:00:29.000]  我們就有一個關於離稀米記的講道系列
[00:00:29.000 --> 00:00:34.000]  我就就重建聖潔的主題講了幾篇道
[00:00:34.000 --> 00:00:35.000]  那時候你們可以看看
[00:00:35.000 --> 00:00:37.000]  還是戴著透明的口罩
[00:00:37.000 --> 00:00:41.000]  我當時和大家指出
[00:00:41.000 --> 00:00:47.000]  和一九九零年代很多基督教的暢銷書的看法不太一樣
[00:00:47.000 --> 00:00:51.000]  我認為離稀米記主要給我們的教導
[00:00:51.000 --> 00:00:55.000]  不是怎樣去做領袖 怎樣去組織
[00:00:55.000 --> 00:01:00.000]  以斯拉離稀米記在舊約 其實在希伯來聖經裡面
[00:01:00.000 --> 00:01:03.000]  是同一本書中心的主題
[00:01:03.000 --> 00:01:09.000]  我認為是神怎樣在被擄歸來的百姓當中
[00:01:09.000 --> 00:01:12.000]  要重建聖潔
[00:01:12.000 --> 00:01:17.000]  毫無疑問 基督徒是需要被裝備成為屬靈領袖的
[00:01:17.000 --> 00:01:19.000]  這個就是為什麼我們要發展
[00:01:19.000 --> 00:01:22.000]  好像教會領袖學院這些組織
[00:01:22.000 --> 00:01:27.000]  做了一個小廣告 下季的課程已經開始接受報名
[00:01:27.000 --> 00:01:29.000]  就是二十三號的星期開始的
[00:01:29.000 --> 00:01:32.000]  歡迎大家報名參加 如果有興趣的話
[00:01:32.000 --> 00:01:34.000]  但是今天不說這件事
[00:01:34.000 --> 00:01:39.000]  裝備領袖之前其實還有一些更加基本的事情
[00:01:39.000 --> 00:01:43.000]  因為除非神的子民有一個共同的意象
[00:01:43.000 --> 00:01:46.000]  去重建 那時候說重建聖殿
[00:01:46.000 --> 00:01:49.000]  其實廣義來說是重建聖潔
[00:01:49.000 --> 00:01:55.000]  他們其實不會有一個追求聖潔成聖的目的
[00:01:55.000 --> 00:01:58.000]  來做他們團結的一個焦點
[00:01:58.000 --> 00:02:01.000]  如果他們沒有一個同樣的意象
[00:02:01.000 --> 00:02:03.000]  同樣的目標的時候
[00:02:03.000 --> 00:02:06.000]  他們也不知道要培養什麼領袖出來
[00:02:06.000 --> 00:02:09.000]  不知道要聽哪一個領袖的話
[00:02:09.000 --> 00:02:13.000]  所以今天我想很清楚明白和大家說
[00:02:13.000 --> 00:02:16.000]  追求聖潔 是我相信
[00:02:16.000 --> 00:02:19.000]  今天這一段經文當中
[00:02:19.000 --> 00:02:22.000]  我自己在主領袖裡面最忠心的主題
[00:02:22.000 --> 00:02:25.000]  亦都是其實在大家認識了我幾年
[00:02:25.000 --> 00:02:28.000]  都是重複一直向大家說
[00:02:28.000 --> 00:02:33.000]  這個我覺得是教會很缺乏的一個訊息 一個主題
[00:02:33.000 --> 00:02:36.000]  我們做任何事情之前
[00:02:36.000 --> 00:02:38.000]  或者做任何事情之中
[00:02:38.000 --> 00:02:41.000]  其實基督徒的核心使命
[00:02:41.000 --> 00:02:44.000]  是在地上重建聖潔
[00:02:44.000 --> 00:02:47.000]  願人都尊你的名為聖
[00:02:47.000 --> 00:02:49.000]  在地上如同在天上
[00:02:49.000 --> 00:02:52.000]  是耶穌在主土文當中
[00:02:52.000 --> 00:02:54.000]  第一樣教導我們要祈求的東西
[00:02:54.000 --> 00:02:57.000]  追求聖潔這個目標
[00:02:57.000 --> 00:03:00.000]  首先要定出來
[00:03:00.000 --> 00:03:03.000]  然後我們才去說怎樣去追求聖潔
[00:03:03.000 --> 00:03:05.000]  這個就是遠離的國降臨
[00:03:05.000 --> 00:03:06.000]  遠離的子義成就
[00:03:06.000 --> 00:03:08.000]  所以那個是方法來的
[00:03:08.000 --> 00:03:09.000]  那個是途徑來的
[00:03:09.000 --> 00:03:12.000]  目標是在地上重建聖潔
[00:03:12.000 --> 00:03:15.000]  就像我們幾年前在COVID走出來的時候
[00:03:15.000 --> 00:03:18.000]  我們教會那時候處於一個很特別
[00:03:18.000 --> 00:03:20.000]  不只是我們教會 全世界的教會一樣
[00:03:20.000 --> 00:03:23.000]  是一個特殊的關鍵點
[00:03:23.000 --> 00:03:29.000]  今天我們其實都是來到一個很關鍵的時刻
[00:03:29.000 --> 00:03:30.000]  會點教會
[00:03:30.000 --> 00:03:34.000]  所以我仍然是想拿這個主題和大家分享
[00:03:34.000 --> 00:03:37.000]  重建聖潔是一個及時的提醒
[00:03:37.000 --> 00:03:40.000]  除非我們有一個這樣的共識
[00:03:40.000 --> 00:03:42.000]  我們有一個共同的目標
[00:03:42.000 --> 00:03:46.000]  去努力去成為一個聖潔的群體
[00:03:46.000 --> 00:03:48.000]  從世俗當中分別出來
[00:03:48.000 --> 00:03:52.000]  否則我們不會有任何最終的方法去凝聚大家
[00:03:52.000 --> 00:03:53.000]  去重建教會
[00:03:53.000 --> 00:03:58.000]  去說什麼發展教會的策略方法和計劃
[00:03:58.000 --> 00:04:02.000]  我覺得要拿這個重建聖潔的主題
[00:04:02.000 --> 00:04:05.000]  是擺在大家面前去申辯
[00:04:05.000 --> 00:04:07.000]  是因為我的確覺得
[00:04:07.000 --> 00:04:10.000]  有些就是孤掌難鳴
[00:04:10.000 --> 00:04:12.000]  我在這裡很大聲地疾呼
[00:04:12.000 --> 00:04:13.000]  未必一定有這麼多回應
[00:04:13.000 --> 00:04:16.000]  所以今天想拿出來和大家揚出來
[00:04:16.000 --> 00:04:19.000]  這個我真的覺得是我們需要去學會的一個
[00:04:19.000 --> 00:04:23.000]  希望大家真的可以看到這件事
[00:04:23.000 --> 00:04:26.000]  成為我們一個的共同目標
[00:04:26.000 --> 00:04:27.000]  為什麼呢
[00:04:27.000 --> 00:04:28.000]  在會點教會
[00:04:28.000 --> 00:04:32.000]  我們有一個很明確的創會的意象
[00:04:32.000 --> 00:04:33.000]  是什麼呢 大家都會說
[00:04:33.000 --> 00:04:37.000]  成為神和人之間的交會點
[00:04:37.000 --> 00:04:40.000]  我非常同意這個意象
[00:04:40.000 --> 00:04:43.000]  但是我相信這個意象
[00:04:43.000 --> 00:04:48.000]  只不過是我們基督徒地上使命的一個部分
[00:04:48.000 --> 00:04:52.000]  當我們太過強調一個使命裡的一個部分
[00:04:52.000 --> 00:04:55.000]  有可能就是過分強調一個部分
[00:04:55.000 --> 00:05:00.000]  而忽略了整體成聖的宗旨目的
[00:05:00.000 --> 00:05:03.000]  以及其他在基督徒應該在地上
[00:05:03.000 --> 00:05:06.000]  需要承擔的使命
[00:05:06.000 --> 00:05:09.000]  我認為我沒有辦法可以假設
[00:05:09.000 --> 00:05:15.000]  嘗試去扮演神和人之間這個中間人的角色
[00:05:15.000 --> 00:05:18.000]  就自動會使我們變成聖潔的
[00:05:18.000 --> 00:05:20.000]  或者更加聖潔的
[00:05:20.000 --> 00:05:23.000]  但是如果你從這個追求聖潔的目標
[00:05:23.000 --> 00:05:27.000]  去看我們創會的目標的時候
[00:05:27.000 --> 00:05:29.000]  我就會覺得會點教會的意象
[00:05:29.000 --> 00:05:31.000]  其實是一個實際的策略
[00:05:31.000 --> 00:05:34.000]  當我們站在神和人中間的時候
[00:05:34.000 --> 00:05:38.000]  就可以使外面那些不聖潔的人
[00:05:38.000 --> 00:05:42.000]  透過我們來接近到聖潔的神
[00:05:42.000 --> 00:05:47.000]  但是這個只是當我們自己變成聖潔的時候
[00:05:47.000 --> 00:05:51.000]  這條橋 這條建橋的策略才有意義的
[00:05:51.000 --> 00:05:54.000]  你聽過我講了很多次
[00:05:54.000 --> 00:05:59.000]  我完全相信我們可以好像搞一個chain store
[00:05:59.000 --> 00:06:02.000]  搞一個連鎖店那樣的方法來經營教會
[00:06:02.000 --> 00:06:05.000]  好像搞starbucks那樣搞教會
[00:06:05.000 --> 00:06:07.000]  而且可能搞得很成功
[00:06:07.000 --> 00:06:11.000]  問題是你可能拿到的不是教會 是starbucks
[00:06:11.000 --> 00:06:15.000]  不要誤會我不是建議我們不向外拓展
[00:06:15.000 --> 00:06:19.000]  但是我們重新出發向外拓展之前
[00:06:19.000 --> 00:06:21.000]  是不是應該首先停一停
[00:06:21.000 --> 00:06:23.000]  看看自己 向內望一望
[00:06:23.000 --> 00:06:26.000]  看看我們再去重蹈覆轍
[00:06:26.000 --> 00:06:28.000]  重複走同一條路之前
[00:06:28.000 --> 00:06:30.000]  幫自己搞多一個
[00:06:30.000 --> 00:06:33.000]  在MuPeters搞多一個heritage school after school
[00:06:33.000 --> 00:06:34.000]  搞多一個社區中心
[00:06:34.000 --> 00:06:36.000]  搞多一些社區服務
[00:06:36.000 --> 00:06:37.000]  好像second harvest
[00:06:37.000 --> 00:06:39.000]  搞多一些社團的活動之前
[00:06:39.000 --> 00:06:41.000]  首先做一點反省
[00:06:41.000 --> 00:06:43.000]  看看我們之前走過的路
[00:06:43.000 --> 00:06:47.000]  是不是有需要稍為修正的地方呢
[00:06:47.000 --> 00:06:50.000]  我想 我們必須要問
[00:06:50.000 --> 00:06:52.000]  如果我們想修正的時候
[00:06:52.000 --> 00:06:56.000]  我們其實要一起做些什麼
[00:06:56.000 --> 00:07:00.000]  希望大家有個同感
[00:07:00.000 --> 00:07:03.000]  首先一起讀這段經文
[00:07:03.000 --> 00:07:06.000]  《義弗所書》第二章十九到二十二節
[00:07:06.000 --> 00:07:08.000]  大家一起讀
[00:07:08.000 --> 00:07:11.000]  今天是用中文標準譯本
[00:07:11.000 --> 00:07:14.000]  希望大家特別注意「聖」這個字
[00:07:14.000 --> 00:07:15.000]  我們一起讀
[00:07:15.000 --> 00:07:17.000]  由此可見
[00:07:17.000 --> 00:07:20.000]  你們不再是外人或寄居的
[00:07:20.000 --> 00:07:23.000]  你們是聖徒同國之民
[00:07:23.000 --> 00:07:25.000]  自神家裡的人
[00:07:25.000 --> 00:07:29.000]  並且被建造在使徒和先知的根基上
[00:07:29.000 --> 00:07:33.000]  由基督耶穌自己為防角石
[00:07:33.000 --> 00:07:35.000]  在基督耶穌裡
[00:07:35.000 --> 00:07:37.000]  全部建築互相連接
[00:07:37.000 --> 00:07:40.000]  漸漸成為在主類的聖殿
[00:07:40.000 --> 00:07:42.000]  在它裡面
[00:07:42.000 --> 00:07:44.000]  你們也一同被建造
[00:07:44.000 --> 00:07:48.000]  藉著聖靈成為神居住的地方
[00:07:48.000 --> 00:07:50.000]  大家也聽到
[00:07:50.000 --> 00:07:53.000]  「聖」這個字
[00:07:53.000 --> 00:07:56.000]  在十九二十一和二十二節
[00:07:56.000 --> 00:07:58.000]  也出現了三次
[00:07:58.000 --> 00:08:00.000]  但事實上即使是第二十節
[00:08:00.000 --> 00:08:02.000]  這個「聖」的概念
[00:08:02.000 --> 00:08:05.000]  也在當中是透過聖經的
[00:08:05.000 --> 00:08:07.000]  讓我用四個標題來總結
[00:08:07.000 --> 00:08:09.000]  這四句經文
[00:08:09.000 --> 00:08:11.000]  建國的聖徒
[00:08:11.000 --> 00:08:13.000]  建基在聖經
[00:08:13.000 --> 00:08:16.000]  建築成聖殿
[00:08:16.000 --> 00:08:20.000]  建造聖靈
[00:08:20.000 --> 00:08:25.000]  這是保羅對以忽所人的夢想
[00:08:25.000 --> 00:08:28.000]  因為以忽所書裡面
[00:08:28.000 --> 00:08:32.000]  其實比較少具體
[00:08:32.000 --> 00:08:33.000]  如果大家看看
[00:08:33.000 --> 00:08:36.000]  內容是關於以忽所教會的狀況
[00:08:36.000 --> 00:08:39.000]  我們也有理由可以延伸看
[00:08:39.000 --> 00:08:45.000]  這是保羅廣義對每一個基督徒的夢想
[00:08:45.000 --> 00:08:48.000]  四個標題共同點
[00:08:48.000 --> 00:08:50.000]  用我的表達
[00:08:50.000 --> 00:08:51.000]  就是「建」這個字
[00:08:51.000 --> 00:08:53.000]  「建」這個動詞
[00:08:53.000 --> 00:08:55.000]  和「聖」這個形容詞
[00:08:55.000 --> 00:08:59.000]  這就是我今天想和大家說的話
[00:08:59.000 --> 00:09:02.000]  在這個不聖潔的世界當中
[00:09:02.000 --> 00:09:04.000]  重建聖潔
[00:09:04.000 --> 00:09:08.000]  是我們基督徒生命的使命
[00:09:08.000 --> 00:09:10.000]  我說重建
[00:09:10.000 --> 00:09:14.000]  因為這個現存的世界是不聖潔的
[00:09:14.000 --> 00:09:17.000]  如果這個世界一開始
[00:09:17.000 --> 00:09:19.000]  在我們來到的時候就非常聖潔
[00:09:19.000 --> 00:09:21.000]  那我們就不用重建了
[00:09:21.000 --> 00:09:23.000]  但是這個世界
[00:09:23.000 --> 00:09:24.000]  我們知道每一天
[00:09:24.000 --> 00:09:27.000]  每一天都是離開神的聖潔
[00:09:27.000 --> 00:09:30.000]  越來越遠走向毀滅
[00:09:30.000 --> 00:09:34.000]  這就是為何基督徒要在這個
[00:09:34.000 --> 00:09:37.000]  趨向滅亡的世界當中得救
[00:09:37.000 --> 00:09:40.000]  需要和世俗分別出來
[00:09:40.000 --> 00:09:42.000]  同樣重要的是
[00:09:42.000 --> 00:09:46.000]  我們應該知道基督徒並非在信主
[00:09:46.000 --> 00:09:51.000]  或者是接受救恩受浸那一天
[00:09:51.000 --> 00:09:54.000]  我們就完全變成成聖
[00:09:54.000 --> 00:09:56.000]  我們是因信耶穌基督
