
[00:00:00.000 --> 00:00:02.720]  還有不到九十個鐘頭
[00:00:02.720 --> 00:00:06.720]  大家就會和二零一四年劃清界線
[00:00:06.720 --> 00:00:12.680]  你會再想想怎樣來度過僅有的幾日呢
[00:00:12.680 --> 00:00:18.320]  以及預備好你的心去迎接二零一五年新的一年未呢
[00:00:18.320 --> 00:00:20.320]  我們同心低頭禱告
[00:00:20.320 --> 00:00:25.320]  聖潔尊貴榮耀的上帝
[00:00:25.320 --> 00:00:29.320]  求你打開我們眼睛
[00:00:29.320 --> 00:00:31.320]  好像二賽亞一樣
[00:00:31.320 --> 00:00:33.320]  見到你自己的榮美
[00:00:33.320 --> 00:00:35.320]  你的聖潔
[00:00:35.320 --> 00:00:37.320]  讓你去到
[00:00:37.320 --> 00:00:39.320]  打開我們的耳朵
[00:00:39.320 --> 00:00:42.320]  讓我們聽見主你自己的聲音
[00:00:42.320 --> 00:00:45.320]  更加願意你躺開我們的心門
[00:00:45.320 --> 00:00:47.320]  讓我們去到
[00:00:47.320 --> 00:00:49.320]  莊在主你自己的聖道
[00:00:49.320 --> 00:00:51.320]  你的恩賢
[00:00:51.320 --> 00:00:53.320]  讓我們能夠聽了明白
[00:00:53.320 --> 00:00:55.320]  進去進行
[00:00:55.320 --> 00:00:56.320]  做一個行道的人
[00:00:56.320 --> 00:00:58.320]  去討主於你的喜悅
[00:00:58.320 --> 00:01:00.320]  求你繼續與我們同在
[00:01:00.320 --> 00:01:03.320]  祈禱是奉救主耶穌基督
[00:01:03.320 --> 00:01:05.320]  聖命而求
[00:01:05.320 --> 00:01:09.320]  二零零三年四月二十六號
[00:01:09.320 --> 00:01:12.320]  這位人士艾倫羅斯頓
[00:01:12.320 --> 00:01:14.320]  他是一個爬山專家
[00:01:14.320 --> 00:01:18.320]  他遇上去到進行爬山活動
[00:01:18.320 --> 00:01:21.320]  在猶他州美國一個國家公園
[00:01:21.320 --> 00:01:25.320]  他爬的不是普通的郊外公園
[00:01:25.320 --> 00:01:28.320]  他是去到懸崖峭壁的地方去爬山
[00:01:28.320 --> 00:01:32.320]  他去到這個夾縫的時間
[00:01:32.320 --> 00:01:34.320]  突然間有一個八百磅的大石
[00:01:34.320 --> 00:01:36.320]  掉下來砸了他的右手
[00:01:36.320 --> 00:01:40.320]  接著他就在這個空間裏面
[00:01:40.320 --> 00:01:44.320]  不停的思索怎樣去到逃生
[00:01:44.320 --> 00:01:46.320]  他想過是不是應該要
[00:01:46.320 --> 00:01:48.320]  切了他的手的一部份
[00:01:48.320 --> 00:01:51.320]  或者怎樣去移開那個大石
[00:01:51.320 --> 00:01:56.320]  用他專業的知識去到逃走
[00:01:56.320 --> 00:01:58.320]  但是一直都不成功
[00:01:58.320 --> 00:02:00.320]  而他身上只有給我這瓶水
[00:02:00.320 --> 00:02:02.320]  多一點點的水
[00:02:02.320 --> 00:02:05.320]  和兩個墨西哥卷Burritos
[00:02:05.320 --> 00:02:08.320]  時間一分一秒的過去
[00:02:08.320 --> 00:02:10.320]  一天又一天
[00:02:10.320 --> 00:02:13.320]  去到有四天的時間
[00:02:13.320 --> 00:02:17.320]  他知道他的水都溶掉了
[00:02:17.320 --> 00:02:21.320]  甚至乎他要去喝自己的尿液
[00:02:21.320 --> 00:02:23.320]  去到維生
[00:02:23.320 --> 00:02:25.320]  沒東西吃了
[00:02:25.320 --> 00:02:26.320]  身體越來越虛弱
[00:02:26.320 --> 00:02:30.320]  一直的去到失去水分和血液
[00:02:30.320 --> 00:02:32.320]  他知道他日子不多
[00:02:32.320 --> 00:02:34.320]  所以他在石上刻上自己的名字
[00:02:34.320 --> 00:02:38.320]  他出生日期和他預計將要死亡的日期
[00:02:38.320 --> 00:02:41.320]  另外他隨身的手提攝錄機
[00:02:41.320 --> 00:02:43.320]  這個是真的畫面
[00:02:43.320 --> 00:02:48.320]  記錄了他自己的樣子和家人say goodbye
[00:02:48.320 --> 00:02:51.320]  5月1號的凌晨
[00:02:51.320 --> 00:02:53.320]  他在睡夢中驚醒
[00:02:53.320 --> 00:02:54.320]  他突然間靈機一觸
[00:02:54.320 --> 00:02:56.320]  是的這個時間
[00:02:56.320 --> 00:02:58.320]  可能是好時間我再一次的
[00:02:58.320 --> 00:03:02.320]  去到截肢壯士斷臂
[00:03:02.320 --> 00:03:04.320]  他拿起他僅有的工具
[00:03:04.320 --> 00:03:08.320]  打斷他前臂的兩隻骨
[00:03:08.320 --> 00:03:10.320]  拿起一把
[00:03:10.320 --> 00:03:12.320]  他都沒有形容到是什麼牌子
[00:03:12.320 --> 00:03:15.320]  是買電筒送的一把刀
[00:03:15.320 --> 00:03:19.320]  來開始進行截肢的手術
[00:03:19.320 --> 00:03:21.320]  是痛苦的
[00:03:21.320 --> 00:03:26.320]  他形容到特別當他切下去神經線的時間
[00:03:26.320 --> 00:03:28.320]  痛不欲生
[00:03:28.320 --> 00:03:30.320]  但是他成功了
[00:03:30.320 --> 00:03:32.320]  然後他憑著一隻手
[00:03:32.320 --> 00:03:35.320]  左手慢慢慢慢
[00:03:35.320 --> 00:03:36.320]  要在這個隔房裏面
[00:03:36.320 --> 00:03:39.320]  滑下去20米的地下
[00:03:39.320 --> 00:03:43.320]  然後要走去8英里以外
[00:03:43.320 --> 00:03:44.320]  他的車裏
[00:03:44.320 --> 00:03:46.320]  要預備去醫院
[00:03:46.320 --> 00:03:51.320]  幸好他遇到途人來幫助他
[00:03:51.320 --> 00:03:52.320]  他的故事
[00:03:52.320 --> 00:03:55.320]  他自己後來寫了這本書
[00:03:55.320 --> 00:03:57.320]  成為了長照書
[00:03:57.320 --> 00:03:59.320]  而在2010年
[00:03:59.320 --> 00:04:02.320]  有一套被提名六項奧斯卡金像獎的影片
[00:04:02.320 --> 00:04:04.320]  叫做127小時
[00:04:04.320 --> 00:04:08.320]  就是改編著他這個真人真事
[00:04:08.320 --> 00:04:12.320]  有人去訪問艾倫
[00:04:12.320 --> 00:04:14.320]  沒有一隻手是不是很可惜呢
[00:04:14.320 --> 00:04:16.320]  他不覺得可惜
[00:04:16.320 --> 00:04:20.320]  他很期待去截肢那一刻
[00:04:20.320 --> 00:04:23.320]  因為能夠去和死亡說再見
[00:04:23.320 --> 00:04:25.320]  劃清這個界線
[00:04:25.320 --> 00:04:26.320]  他能夠期待
[00:04:26.320 --> 00:04:28.320]  跟著帶來給他前面
[00:04:28.320 --> 00:04:29.320]  光明的前途
[00:04:29.320 --> 00:04:31.320]  新的生命
[00:04:31.320 --> 00:04:32.320]  頂姐妹
[00:04:32.320 --> 00:04:34.320]  今年我們2014年教會
[00:04:34.320 --> 00:04:36.320]  去到鼓勵大家
[00:04:36.320 --> 00:04:40.320]  去到凌風吹許聖潔復興
[00:04:40.320 --> 00:04:43.320]  今天來到最後一個主日
[00:04:43.320 --> 00:04:45.320]  比起年頭
[00:04:45.320 --> 00:04:47.320]  你自己的生命有沒有復興
[00:04:47.320 --> 00:04:49.320]  有沒有更新有沒有改變呢
[00:04:49.320 --> 00:04:57.320]  今天很願意藉著
[00:04:57.320 --> 00:04:59.320]  以斯拉記最後一章第十章
[00:04:59.320 --> 00:05:01.320]  和大家分享
[00:05:01.320 --> 00:05:03.320]  我們怎樣真的能夠過一個復興
[00:05:03.320 --> 00:05:05.320]  更新聖潔的一個生命
[00:05:05.320 --> 00:05:07.320]  有時候我們要和一些東西
[00:05:07.320 --> 00:05:09.320]  去到劃清界線
[00:05:09.320 --> 00:05:11.320]  就好像艾倫
[00:05:11.320 --> 00:05:13.320]  他要和一隻手
[00:05:13.320 --> 00:05:14.320]  劃清界線
[00:05:14.320 --> 00:05:15.320]  因為這隻手是阻礙他
[00:05:15.320 --> 00:05:17.320]  繼續前進
[00:05:17.320 --> 00:05:18.320]  這幅圖大家都熟悉的
[00:05:18.320 --> 00:05:19.320]  有時候我們去到全福音
[00:05:19.320 --> 00:05:21.320]  或者被人去到全福音的時間
[00:05:21.320 --> 00:05:23.320]  我們都說人和神中間
[00:05:23.320 --> 00:05:25.320]  有罪惡的深淵去阻隔
[00:05:25.320 --> 00:05:26.320]  但是感謝主
[00:05:26.320 --> 00:05:28.320]  我們降生
[00:05:28.320 --> 00:05:30.320]  道成肉身的主耶穌
[00:05:30.320 --> 00:05:31.320]  上十字架
[00:05:31.320 --> 00:05:33.320]  為我們犧牲
[00:05:33.320 --> 00:05:34.320]  成為了一個橋樑
[00:05:34.320 --> 00:05:36.320]  帶我們去到神那邊
[00:05:36.320 --> 00:05:38.320]  但你和我往往
[00:05:38.320 --> 00:05:40.320]  很願意
[00:05:40.320 --> 00:05:42.320]  跌進去罪惡的深淵
[00:05:42.320 --> 00:05:47.320]  我們不能夠一刀兩斷
[00:05:47.320 --> 00:05:49.320]  我們和罪惡
[00:05:49.320 --> 00:05:51.320]  會回到罪惡
[00:05:51.320 --> 00:05:53.320]  或者會藕斷絲連
[00:05:53.320 --> 00:05:55.320]  或者肉斷蠻斷
[00:05:55.320 --> 00:05:58.320]  弟兄姊妹
[00:05:58.320 --> 00:06:00.320]  求神幫助我們
[00:06:00.320 --> 00:06:02.320]  藉著以斯拉記這個復興之書
[00:06:02.320 --> 00:06:04.320]  我們一路來看
[00:06:04.320 --> 00:06:05.320]  到今天最後一章
[00:06:05.320 --> 00:06:07.320]  聖經這個高潮
[00:06:07.320 --> 00:06:09.320]  讓我們真的得著
[00:06:09.320 --> 00:06:11.320]  上帝給我們的心意
[00:06:11.320 --> 00:06:13.320]  以斯拉記說什麼呢
[00:06:13.320 --> 00:06:15.320]  一開始形容到公元前538年
[00:06:15.320 --> 00:06:17.320]  波斯王古列
[00:06:17.320 --> 00:06:20.320]  能夠批准被擄的以色列人
[00:06:20.320 --> 00:06:22.320]  猶太人歸回耶路撒冷
[00:06:22.320 --> 00:06:24.320]  那裡記載了一件很重要的事情
[00:06:24.320 --> 00:06:26.320]  就是起聖殿
[00:06:26.320 --> 00:06:28.320]  聖殿本來被拆毀
[00:06:28.320 --> 00:06:29.320]  以色列人被擄
[00:06:29.320 --> 00:06:31.320]  但是他們在神的恩典裡面
[00:06:31.320 --> 00:06:33.320]  能夠回去建立這個聖殿
[00:06:33.320 --> 00:06:35.320]  和神在一起親近
[00:06:35.320 --> 00:06:37.320]  去敬拜這位創天造地
[00:06:37.320 --> 00:06:39.320]  他們獨一的真神耶和華上帝
[00:06:39.320 --> 00:06:41.320]  當中很多的困難
[00:06:41.320 --> 00:06:42.320]  有人的阻隔
[00:06:42.320 --> 00:06:43.320]  有停工
[00:06:43.320 --> 00:06:44.320]  但是最終都能夠建成
[00:06:44.320 --> 00:06:47.320]  甚至這個殿獻上給上帝
[00:06:47.320 --> 00:06:50.320]  但是以斯拉不是停在這裡
[00:06:50.320 --> 00:06:52.320]  以斯拉接著記載什麼呢
[00:06:52.320 --> 00:06:56.320]  前段時間有以斯帖這個事件
[00:06:56.320 --> 00:06:57.320]  不過沒有記載在這裡
[00:06:57.320 --> 00:06:58.320]  在另一本書
