
[00:00:00.000 --> 00:00:03.880]  弟兄姊妹好 見到你們真好
[00:00:03.880 --> 00:00:06.760]  我在家裡面一直擔心
[00:00:06.760 --> 00:00:09.680]  主再來還沒見到你們
[00:00:09.680 --> 00:00:11.000]  這三年都是這樣
[00:00:11.000 --> 00:00:13.080]  所以一直有這個想法
[00:00:13.080 --> 00:00:15.760]  主隨時來 而是我們會被提
[00:00:15.760 --> 00:00:18.320]  那都還沒見到你們之前
[00:00:18.320 --> 00:00:20.280]  還是還不甘心
[00:00:20.280 --> 00:00:24.320]  所以感謝主還讓我們可以一起在這裡聚席
[00:00:24.320 --> 00:00:26.880]  今天我會講一個題目
[00:00:26.880 --> 00:00:28.720]  假如你一直有留意
[00:00:28.720 --> 00:00:30.160]  我最近所講的題目
[00:00:30.160 --> 00:00:33.280]  都跟幕後的事情是有關係的
[00:00:33.280 --> 00:00:35.640]  因為是我很清楚的領受
[00:00:35.640 --> 00:00:39.240]  主要來的時間真的不太遠
[00:00:39.240 --> 00:00:41.920]  給幕後教會的勸勉
[00:00:41.920 --> 00:00:44.720]  我特別選了帖沙羅里迦的教會
[00:00:44.720 --> 00:00:49.720]  因為這個教會在主再來的事情上
[00:00:49.720 --> 00:00:53.680]  跟幕後的事情上討論比較多書信
[00:00:53.680 --> 00:00:55.320]  所以我就選了他
[00:00:55.320 --> 00:00:57.040]  基本上我們了解到
[00:00:57.040 --> 00:01:01.840]  帖沙羅里迦也是一個在希臘北部的城市
[00:01:01.840 --> 00:01:04.480]  也是一個通往世界的大門
[00:01:04.480 --> 00:01:08.080]  他是在使徒刑專第十七章的時候
[00:01:08.080 --> 00:01:11.080]  保羅第二次宣教女廚的時候
[00:01:11.080 --> 00:01:12.920]  所建立的一個教會
[00:01:12.920 --> 00:01:15.040]  他連續三個安史日記
[00:01:15.040 --> 00:01:17.760]  就在那個會堂裡面去講到
[00:01:17.760 --> 00:01:19.920]  跟希臘在一起
[00:01:19.920 --> 00:01:22.560]  也是一個比較早期的一個書信
[00:01:22.560 --> 00:01:24.960]  但是因為信主先得早
[00:01:24.960 --> 00:01:28.400]  而且當時還沒有新月聖經
[00:01:28.400 --> 00:01:32.080]  而且外邦人主要不是猶太人
[00:01:32.080 --> 00:01:33.320]  都是外邦人的話
[00:01:33.320 --> 00:01:36.960]  他們對那個信仰的理解不是很多
[00:01:36.960 --> 00:01:39.760]  所以就發了很多不同的問題
[00:01:39.760 --> 00:01:42.960]  那保羅就會寫信
[00:01:42.960 --> 00:01:45.600]  去幫忙勸勉
[00:01:45.600 --> 00:01:47.400]  今天我主要是講幾個
[00:01:47.400 --> 00:01:50.040]  關於他們教會裡面內部的問題
[00:01:50.040 --> 00:01:55.560]  但是對我們也有很多的提醒
[00:01:55.560 --> 00:01:57.800]  帖沙羅里迦教會的情況
[00:01:57.800 --> 00:02:00.160]  我們要知道
[00:02:00.160 --> 00:02:02.840]  這個教會是不錯的教會
[00:02:02.840 --> 00:02:06.560]  在一章四到五節就說
[00:02:06.560 --> 00:02:09.720]  因你們所在愛心
[00:02:09.720 --> 00:02:11.920]  一切的患難逼迫中
[00:02:11.920 --> 00:02:16.400]  你還仍然堅守內心跟信心
[00:02:16.400 --> 00:02:18.200]  就為這個國來受苦
[00:02:18.200 --> 00:02:21.160]  這個是保羅對他們的評語
[00:02:21.160 --> 00:02:23.960]  但是也有兩種人
[00:02:23.960 --> 00:02:27.720]  一個就是假如猶太人信耶穌
[00:02:27.720 --> 00:02:28.480]  很麻煩
[00:02:28.480 --> 00:02:31.520]  因為他們會被趕出會堂的
[00:02:31.520 --> 00:02:36.600]  就好像現在回教徒要信耶穌也是挺困難
[00:02:36.600 --> 00:02:38.320]  家人會殺他們的
[00:02:38.320 --> 00:02:41.280]  所以有外在的逼迫
[00:02:41.280 --> 00:02:43.760]  但是他們也是一個在
[00:02:43.760 --> 00:02:46.800]  交通很發達商業一個城市
[00:02:46.800 --> 00:02:50.560]  也是希臘那個時候很多貿易的地方
[00:02:50.560 --> 00:02:54.360]  這種地方往往會產生很多
[00:02:54.360 --> 00:02:58.000]  關於性的交易
[00:02:58.000 --> 00:03:00.400]  因為隨手來往
[00:03:00.400 --> 00:03:01.840]  做生意的男人
[00:03:01.840 --> 00:03:05.080]  沒有女人做生意找來找去很少
[00:03:05.080 --> 00:03:06.560]  那他們離家很久
[00:03:06.560 --> 00:03:09.680]  又會找一些女人
[00:03:09.680 --> 00:03:13.320]  所以教會他們信徒以前進教會之前
[00:03:13.320 --> 00:03:15.400]  他們都會面對這些困難
[00:03:15.400 --> 00:03:17.960]  而且不信的時候
[00:03:17.960 --> 00:03:19.360]  這是不是困難
[00:03:19.360 --> 00:03:21.080]  也沒有問題
[00:03:21.080 --> 00:03:24.440]  我記得我在北京的時候也是這樣
[00:03:24.440 --> 00:03:26.440]  他們進大學的時候
[00:03:26.440 --> 00:03:28.560]  男女關係是很隨便的
[00:03:28.560 --> 00:03:31.760]  我還記得有一個同學跟我說
[00:03:31.760 --> 00:03:33.280]  他信主了以後
[00:03:33.280 --> 00:03:35.440]  他說他在房間裡面做功課
[00:03:35.440 --> 00:03:37.080]  因為有同學會帶
[00:03:37.080 --> 00:03:38.880]  就是他也是女生
[00:03:38.880 --> 00:03:40.560]  因為他一個男生在他後面
[00:03:40.560 --> 00:03:43.080]  那個床在後面就幹起來了
[00:03:43.080 --> 00:03:44.040]  亂七八糟
[00:03:44.040 --> 00:03:45.000]  因為沒信耶穌
[00:03:45.000 --> 00:03:48.400]  他們沒有覺得這個性的問題是有問題
[00:03:48.400 --> 00:03:51.680]  信了以後才覺得我要聖潔
[00:03:51.680 --> 00:03:53.480]  所以這個教會
[00:03:53.480 --> 00:03:58.240]  當時也面對這種放縱私慾的問題
[00:03:58.240 --> 00:04:00.840]  還有佔低松的便宜
[00:04:00.840 --> 00:04:03.080]  他們就說這是跟他
[00:04:03.080 --> 00:04:05.280]  從前男女交換夫妻
[00:04:05.280 --> 00:04:06.480]  我告訴你
[00:04:06.480 --> 00:04:08.840]  連美國現在都那樣
[00:04:08.840 --> 00:04:13.240]  也有朋友在加州跟我說
[00:04:13.240 --> 00:04:16.440]  兩對夫婦交會了
[00:04:16.440 --> 00:04:18.680]  一起出門去旅遊
[00:04:18.680 --> 00:04:22.880]  回來以後就交換了太太
[00:04:22.880 --> 00:04:24.840]  所以你想這種事情
[00:04:24.840 --> 00:04:28.400]  從第一世紀到現在其實沒停過
[00:04:28.400 --> 00:04:31.080]  很淫亂的問題
[00:04:31.080 --> 00:04:33.480]  還有第三種問題就是說
[00:04:33.480 --> 00:04:34.840]  他們很擔憂就是說
[00:04:34.840 --> 00:04:39.480]  因為他們很相信主耶穌很快就回來
[00:04:39.480 --> 00:04:42.560]  不要忘記約翰福音也曾經說
[00:04:42.560 --> 00:04:44.040]  彼得就問
[00:04:44.040 --> 00:04:47.480]  耶穌跟他說你愛我比這個更多
[00:04:47.480 --> 00:04:49.480]  他就問那這個人如何
[00:04:49.480 --> 00:04:53.040]  耶穌就說那我要他等我回來又怎麼樣
[00:04:53.040 --> 00:04:54.600]  所以有時候會流傳說
[00:04:54.600 --> 00:04:57.640]  耶穌升天去了
[00:04:57.640 --> 00:04:59.240]  我用廣東話叫
[00:04:59.240 --> 00:05:02.040]  立頭去果頭飯
[00:05:02.040 --> 00:05:05.040]  普通話就反正很快就回來了
[00:05:05.040 --> 00:05:08.120]  但是你旁邊的親友已經死了
[00:05:08.120 --> 00:05:11.240]  他們就很憂慮
[00:05:11.240 --> 00:05:13.560]  耶穌再來
[00:05:13.560 --> 00:05:15.600]  他們死了那怎麼辦呢
[00:05:15.600 --> 00:05:17.480]  所以也有這種問題
[00:05:17.480 --> 00:05:21.320]  因為他們對主再來的真理一點都不知道
[00:05:21.320 --> 00:05:22.920]  所以保羅就說
[00:05:22.920 --> 00:05:26.600]  你不用擔心死了人會先復活
[00:05:26.600 --> 00:05:31.000]  然後我們就提在空中與主相遇
[00:05:31.000 --> 00:05:33.920]  那個是提撒羅里加前述第四章
[00:05:33.920 --> 00:05:37.760]  所以主再來的事情不是他們所擔憂的
[00:05:37.760 --> 00:05:40.040]  太早死了以後
[00:05:40.040 --> 00:05:41.960]  我還沒見到主
[00:05:41.960 --> 00:05:45.280]  所以他們對復活的那個次序
[00:05:45.280 --> 00:05:47.080]  也是有點誤解
[00:05:47.080 --> 00:05:49.320]  是不是我們還沒死的人
