
[00:00:00.000 --> 00:00:02.500]  各位鼎姐妹,早晨!
[00:00:02.500 --> 00:00:06.500]  在剛剛這個過了的長假期裏面
[00:00:06.500 --> 00:00:09.500]  不知道大家有沒有機會可以休息一下
[00:00:09.500 --> 00:00:11.000]  去了哪裏玩呢?
[00:00:11.000 --> 00:00:13.500]  我就帶了一班青年人
[00:00:13.500 --> 00:00:18.000]  去到長洲一個叫做慈幼靜修院
[00:00:18.000 --> 00:00:21.000]  舉辦了一個門訓的營會
[00:00:21.000 --> 00:00:22.500]  在兩日一夜裏面
[00:00:22.500 --> 00:00:25.500]  我們學習安靜、獨處
[00:00:25.500 --> 00:00:27.500]  也真的能夠有一些時間
[00:00:27.500 --> 00:00:30.500]  我們能夠可以跟一班個別的
[00:00:30.500 --> 00:00:32.000]  來到一些面談
[00:00:32.000 --> 00:00:34.500]  為他們一起有祈禱
[00:00:34.500 --> 00:00:36.000]  當走的時候
[00:00:36.000 --> 00:00:41.000]  正值是遇見長洲一年一度的什麼節日呢?
[00:00:41.000 --> 00:00:42.500]  星期三的時候
[00:00:42.500 --> 00:00:45.000]  就是太平清治了
[00:00:45.000 --> 00:00:47.000]  所以我們離開營地
[00:00:47.000 --> 00:00:49.000]  步行到碼頭的時候
[00:00:49.000 --> 00:00:51.000]  一到大街
[00:00:51.000 --> 00:00:55.500]  我沒有想過我要經歷一個很沮喪的時刻
[00:00:55.500 --> 00:00:59.000]  我帶著一位身懷六甲的童工
[00:00:59.000 --> 00:01:01.000]  也有一班的年輕人
[00:01:01.000 --> 00:01:07.000]  我們嘗試從一些我們認識的途徑離開
[00:01:07.000 --> 00:01:12.000]  殊不知要在橫街、雜巷穿插
[00:01:12.000 --> 00:01:14.000]  以為有出路
[00:01:14.000 --> 00:01:16.000]  怎知原來封了路
[00:01:16.000 --> 00:01:19.000]  所以如是者就不斷繞一圈
[00:01:19.000 --> 00:01:22.000]  原本只需要半個小時的路程
[00:01:22.000 --> 00:01:26.000]  足足我們就繞了一個半小時
[00:01:26.000 --> 00:01:27.000]  在過程中
[00:01:27.000 --> 00:01:31.000]  我都想其實我們的人生都很類似
[00:01:31.000 --> 00:01:35.000]  不是說我們沒有做好我們人生的規劃
[00:01:35.000 --> 00:01:36.000]  而是很多事情
[00:01:36.000 --> 00:01:39.000]  似乎都未必在我們的掌握之中
[00:01:39.000 --> 00:01:41.000]  都不在我們預計之內
[00:01:41.000 --> 00:01:45.000]  路突然間走著走著會不通
[00:01:45.000 --> 00:01:46.000]  到門
[00:01:46.000 --> 00:01:47.000]  平時你都習慣這樣開
[00:01:47.000 --> 00:01:49.000]  突然間它會不開門
[00:01:49.000 --> 00:01:52.000]  好像我們都好像不斷地在打圈
[00:01:52.000 --> 00:01:54.000]  很用心去努力
[00:01:54.000 --> 00:01:56.000]  去克服種種的困難
[00:01:56.000 --> 00:01:59.000]  但卻好像走了很多冤枉的路
[00:01:59.000 --> 00:02:01.000]  有時可能不禁裡面
[00:02:01.000 --> 00:02:03.000]  我們都會問一個問題
[00:02:03.000 --> 00:02:08.000]  是不是我們都不蒙主的賜福呢?
[00:02:08.000 --> 00:02:09.000]  詩篇第一篇
[00:02:09.000 --> 00:02:12.000]  其實是一首智慧詩
[00:02:12.000 --> 00:02:15.000]  如果我們有機會看到原文聖經
[00:02:15.000 --> 00:02:17.000]  讀的第一篇
[00:02:17.000 --> 00:02:19.000]  它是用一個希伯來文
[00:02:19.000 --> 00:02:20.000]  Escher
[00:02:20.000 --> 00:02:23.000]  意思是中文的福字
[00:02:23.000 --> 00:02:26.000]  如果我們看到英文NIV譯本的話
[00:02:26.000 --> 00:02:29.000]  我們會看到第一句是
[00:02:29.000 --> 00:02:31.000]  Blessed is the one
[00:02:31.000 --> 00:02:33.000]  有福的人
[00:02:33.000 --> 00:02:35.000]  做開始
[00:02:35.000 --> 00:02:36.000]  換言之
[00:02:36.000 --> 00:02:38.000]  表明這篇詩篇的主旨
[00:02:38.000 --> 00:02:41.000]  是很希望我們每一個跟隨主的人
[00:02:41.000 --> 00:02:45.000]  能夠成為有福的人
[00:02:45.000 --> 00:02:46.000]  提醒我們
[00:02:46.000 --> 00:02:50.000]  我們要好好地去思想
[00:02:50.000 --> 00:02:54.000]  去選擇過我們人生的路
[00:02:54.000 --> 00:02:56.000]  福這個字的意思
[00:02:56.000 --> 00:02:59.000]  是有深度而有長久
[00:02:59.000 --> 00:03:05.000]  意思是最好的滿足和快樂
[00:03:05.000 --> 00:03:11.000]  源於我們遵從神的律法旨意所產生
[00:03:11.000 --> 00:03:13.000]  所以有福的人
[00:03:13.000 --> 00:03:19.000]  他會有智慧去做一個正確的決定
[00:03:19.000 --> 00:03:21.000]  以至他能夠從上帝而來
[00:03:21.000 --> 00:03:24.000]  得著這個福分
[00:03:24.000 --> 00:03:27.000]  不知道這一刻我們所經歷的人生
[00:03:27.000 --> 00:03:29.000]  是一個怎樣的人生呢?
[00:03:29.000 --> 00:03:31.000]  你會怎樣形容呢?
[00:03:31.000 --> 00:03:32.000]  你會形容你的人生
[00:03:32.000 --> 00:03:36.000]  是一個被神賜福的人生呢?
[00:03:36.000 --> 00:03:42.000]  抑或是我們在自求多福的人生呢?
[00:03:42.000 --> 00:03:46.000]  詩人就用了果樹和康丕
[00:03:46.000 --> 00:03:49.000]  作了一個很強烈的對比
[00:03:49.000 --> 00:03:53.000]  帶出兩種人生的選擇
[00:03:53.000 --> 00:03:58.000]  亦都決定了兩個截然不同的結局
[00:03:58.000 --> 00:04:00.000]  第一個結局
[00:04:00.000 --> 00:04:03.000]  我稱之為果樹的人生
[00:04:03.000 --> 00:04:05.000]  在第三節裏面這樣說
[00:04:05.000 --> 00:04:08.000]  他要像一棵樹栽在溪水旁
[00:04:08.000 --> 00:04:12.000]  按時候結果子葉子也不枯乾
[00:04:12.000 --> 00:04:15.000]  凡他所作的盡都順利
[00:04:15.000 --> 00:04:17.000]  詩人給我們看見
[00:04:17.000 --> 00:04:20.000]  二人的人生是蒙福的
[00:04:20.000 --> 00:04:22.000]  在第三節的上半節
[00:04:22.000 --> 00:04:25.000]  嘗試以一個比喻的形式
[00:04:25.000 --> 00:04:29.000]  來表達二人的生命
[00:04:29.000 --> 00:04:33.000]  二人的生命是蒙公認
[00:04:33.000 --> 00:04:39.000]  因為就好像一棵栽種在溪水旁的樹一樣
[00:04:39.000 --> 00:04:42.000]  因著有源源不絕的水
[00:04:42.000 --> 00:04:45.000]  供應樹成長的需要
[00:04:45.000 --> 00:04:48.000]  有充足的養分、滋潤
[00:04:48.000 --> 00:04:53.000]  使這棵樹能夠好好的健壯地成長
[00:04:53.000 --> 00:04:55.000]  同時間亦都帶給我們見到
[00:04:55.000 --> 00:04:59.000]  一個二人他是蒙神使用
[00:04:59.000 --> 00:05:01.000]  詩人說道葉子也不枯乾
[00:05:01.000 --> 00:05:04.000]  按時候結果子
[00:05:04.000 --> 00:05:07.000]  我們能夠看出這一棵的果樹
[00:05:07.000 --> 00:05:11.000]  是滿有生命力和生產力
[00:05:11.000 --> 00:05:13.000]  而且我們也可以估計得到
[00:05:13.000 --> 00:05:16.000]  它紮根應該是很深
[00:05:16.000 --> 00:05:18.000]  以至到它的根基很穩固
[00:05:18.000 --> 00:05:22.000]  樹幹亦都非常茁壯
[00:05:22.000 --> 00:05:24.000]  在不同的季節
[00:05:24.000 --> 00:05:26.000]  它都是滿有生命力
[00:05:26.000 --> 00:05:31.000]  即使環境多麼惡劣,仍然永不動搖
[00:05:31.000 --> 00:05:33.000]  這一棵樹的成長結果子
[00:05:33.000 --> 00:05:36.000]  亦都不是單單是為自己
[00:05:36.000 --> 00:05:38.000]  一棵樹成長之後
[00:05:38.000 --> 00:05:42.000]  它的果子是為身邊的人而生產
[00:05:42.000 --> 00:05:44.000]  它的樹蔭就好像
[00:05:44.000 --> 00:05:46.000]  來去到給每一個經過的人
[00:05:46.000 --> 00:05:48.000]  可以遮擋太陽
[00:05:48.000 --> 00:05:52.000]  給每一個人能夠可以潔色一樣
[00:05:52.000 --> 00:05:57.000]  所以義人是蒙神使用
[00:05:57.000 --> 00:06:00.000]  不單止神要祝福這個義人
[00:06:00.000 --> 00:06:02.000]  並且神要使用它
[00:06:02.000 --> 00:06:05.000]  去祝福其他的人
[00:06:05.000 --> 00:06:06.000]  最後一點讓我們看見
[00:06:06.000 --> 00:06:08.000]  義人是蒙保守
[00:06:08.000 --> 00:06:10.000]  在第三節的下半句
[00:06:10.000 --> 00:06:11.000]  讓我們看見
[00:06:11.000 --> 00:06:15.000]  凡他所作的盡都順利
[00:06:15.000 --> 00:06:16.000]  這裡所說的
[00:06:16.000 --> 00:06:19.000]  不是說人生一帆風順
[00:06:19.000 --> 00:06:22.000]  從此之後便不會再遇到困難
[00:06:22.000 --> 00:06:23.000]  所說的是
[00:06:23.000 --> 00:06:27.000]  義人的生命所結的果子
[00:06:27.000 --> 00:06:30.000]  是相當之發黃
[00:06:30.000 --> 00:06:32.000]  他的恩著
[00:06:32.000 --> 00:06:33.000]  他的生命
[00:06:33.000 --> 00:06:34.000]  源於主
[00:06:34.000 --> 00:06:36.000]  所以他的行為
[00:06:36.000 --> 00:06:38.000]  帶來不一樣的影響力
[00:06:38.000 --> 00:06:40.000]  一個蒙福的人
[00:06:40.000 --> 00:06:43.000]  無論他經歷生命的季節的更替
[00:06:43.000 --> 00:06:45.000]  他仍然確信
[00:06:45.000 --> 00:06:47.000]  知道神是和他們一起
[00:06:47.000 --> 00:06:51.000]  他能夠靠著神給他的智慧和恩典
[00:06:51.000 --> 00:06:55.000]  去跨越每一個的難關和考驗
[00:06:55.000 --> 00:06:56.000]  正所謂
[00:06:56.000 --> 00:06:59.000]  有主同在的人生
[00:06:59.000 --> 00:07:01.000]  關關難過
[00:07:01.000 --> 00:07:04.000]  關關過
[00:07:04.000 --> 00:07:06.000]  有主同在的人生
[00:07:06.000 --> 00:07:08.000]  關關難過
[00:07:08.000 --> 00:07:09.000]  關關過
[00:07:09.000 --> 00:07:11.000]  不知道你認不認同呢
[00:07:11.000 --> 00:07:13.000]  在你的成長當中
[00:07:13.000 --> 00:07:15.000]  當我們依靠主的時候
[00:07:15.000 --> 00:07:18.000]  縱使面對很多的難關也好
[00:07:18.000 --> 00:07:20.000]  往往就是我們經歷神
[00:07:20.000 --> 00:07:22.000]  最好的時候
[00:07:22.000 --> 00:07:24.000]  另一方面
[00:07:24.000 --> 00:07:26.000]  第六節裏給我們看見
[00:07:26.000 --> 00:07:30.000]  因為耶和華知道義人的道路
[00:07:30.000 --> 00:07:32.000]  知道的意思是
[00:07:32.000 --> 00:07:35.000]  保守和看顧
[00:07:35.000 --> 00:07:37.000]  每一個的義人
[00:07:37.000 --> 00:07:39.000]  他所行的每一步
[00:07:39.000 --> 00:07:40.000]  神都知道
[00:07:40.000 --> 00:07:42.000]  神都看顧
[00:07:42.000 --> 00:07:45.000]  神都保守
[00:07:45.000 --> 00:07:50.000]  一個有神同行的人生路
[00:07:50.000 --> 00:07:52.000]  而另一個結局
[00:07:52.000 --> 00:07:53.000]  我會形容為
[00:07:53.000 --> 00:07:56.000]  康丕的人生
[00:07:56.000 --> 00:08:00.000]  接著詩人嘗試以康丕和果樹
[00:08:00.000 --> 00:08:03.000]  給我們一個很強烈的對比
[00:08:03.000 --> 00:08:05.000]  惡人的結局
[00:08:05.000 --> 00:08:07.000]  就好像康丕一樣
[00:08:07.000 --> 00:08:09.000]  剛才四至六節
[00:08:09.000 --> 00:08:10.000]  大家都讀過
[00:08:10.000 --> 00:08:14.000]  指出惡人並不是像果樹一樣
[00:08:14.000 --> 00:08:17.000]  蒙供應蒙使用蒙保守
[00:08:17.000 --> 00:08:19.000]  而是像康丕一樣
[00:08:19.000 --> 00:08:21.000]  被風流吹散
[00:08:21.000 --> 00:08:23.000]  究竟什麼是康丕呢?
[00:08:23.000 --> 00:08:27.000]  康丕其實就是在農夫打菊的時候
[00:08:27.000 --> 00:08:30.000]  篩出來的菊皮
[00:08:30.000 --> 00:08:32.000]  象徵無根
[00:08:32.000 --> 00:08:33.000]  無價值
[00:08:33.000 --> 00:08:35.000]  無份量
[00:08:35.000 --> 00:08:38.000]  也不長久
[00:08:38.000 --> 00:08:39.000]  因為它很輕
[00:08:39.000 --> 00:08:41.000]  幾乎無重量可言
[00:08:41.000 --> 00:08:44.000]  風一吹就散了
[00:08:44.000 --> 00:08:46.000]  無論我們
[00:08:46.000 --> 00:08:48.000]  彷彿在人生裡
[00:08:48.000 --> 00:08:51.000]  以為自己在積很多菊
[00:08:51.000 --> 00:08:52.000]  原來
[00:08:52.000 --> 00:08:53.000]  被我們看見
[00:08:53.000 --> 00:08:54.000]  我們所積的
[00:08:54.000 --> 00:08:56.000]  只是一些菊皮
[00:08:56.000 --> 00:08:58.000]  無論積了多少也好
[00:08:58.000 --> 00:09:01.000]  它根本就是無價值
[00:09:01.000 --> 00:09:03.000]  最嚴重的
[00:09:03.000 --> 00:09:04.000]  這裡說到惡人
[00:09:04.000 --> 00:09:06.000]  最後都逃不過
[00:09:06.000 --> 00:09:08.000]  要面對上帝的審判
[00:09:08.000 --> 00:09:10.000]  神是公義的
[00:09:10.000 --> 00:09:13.000]  惡人要承受自己作惡的結局
[00:09:13.000 --> 00:09:15.000]  滅亡
[00:09:15.000 --> 00:09:19.000]  惡人即使有一剎那的光輝
[00:09:19.000 --> 00:09:22.000]  但也不能永恆
[00:09:22.000 --> 00:09:25.000]  最後也不能留下
[00:09:25.000 --> 00:09:28.000]  所以在這短短的幾節經文裡
[00:09:28.000 --> 00:09:29.000]  讓我們看見
[00:09:29.000 --> 00:09:31.000]  義人和惡人
[00:09:31.000 --> 00:09:35.000]  在一個很強烈的對比主題裡
[00:09:35.000 --> 00:09:37.000]  讓我們有以下的發現
[00:09:37.000 --> 00:09:39.000]  第一個對比
[00:09:39.000 --> 00:09:41.000]  就是開頭第一節有福
[00:09:41.000 --> 00:09:44.000]  和最後一節滅亡
[00:09:44.000 --> 00:09:46.000]  而第二個對比
[00:09:46.000 --> 00:09:49.000]  就是溪水旁的樹和康丕
[00:09:49.000 --> 00:09:54.000]  代表著有生命和沒有生命的比較
[00:09:54.000 --> 00:09:56.000]  而第三個對比
[00:09:56.000 --> 00:09:59.000]  就是義人的生命盡都順利
[00:09:59.000 --> 00:10:02.000]  惡人的生命被風吹散
[00:10:02.000 --> 00:10:04.000]  最後一個對比
[00:10:04.000 --> 00:10:10.000]  就是義人經歷神的看守
[00:10:10.000 --> 00:10:15.000]  而惡人不能經歷上帝的看顧
[00:10:15.000 --> 00:10:17.000]  這一個對比
[00:10:17.000 --> 00:10:19.000]  兩種的結局
[00:10:19.000 --> 00:10:21.000]  不知道這一刻
[00:10:21.000 --> 00:10:25.000]  我們又在追求怎樣的人生
[00:10:25.000 --> 00:10:27.000]  單單從這個比喻
[00:10:27.000 --> 00:10:29.000]  我相信你二話不說
[00:10:29.000 --> 00:10:32.000]  一定是果樹的人生
[00:10:32.000 --> 00:10:35.000]  因為夠實在
[00:10:35.000 --> 00:10:37.000]  從我們眼所見
[00:10:37.000 --> 00:10:39.000]  很實在就在我們面前
[00:10:39.000 --> 00:10:42.000]  我們可以擁抱著這棵樹
[00:10:42.000 --> 00:10:45.000]  在一個很好的環境裡成長
[00:10:45.000 --> 00:10:47.000]  而康丕的人生是怎樣呢
[00:10:47.000 --> 00:10:50.000]  是一個很虛浮的人生
[00:10:50.000 --> 00:10:53.000]  是我們捉不住的
[00:10:53.000 --> 00:10:56.000]  不過在現實的生活裡
[00:10:56.000 --> 00:10:59.000]  我們又是這樣選擇的嗎
[00:10:59.000 --> 00:11:02.000]  使人繼續帶領我們
[00:11:02.000 --> 00:11:05.000]  我們需要去有兩種的抉擇
[00:11:05.000 --> 00:11:07.000]  在第一節裡
[00:11:07.000 --> 00:11:09.000]  不從惡人的計謀
[00:11:09.000 --> 00:11:11.000]  不站罪人的道路
[00:11:11.000 --> 00:11:14.000]  不做洩漫人的作為
[00:11:14.000 --> 00:11:16.000]  當我們相信耶穌的時候
[00:11:16.000 --> 00:11:19.000]  其實我們仍然會面對很多挑戰
[00:11:19.000 --> 00:11:20.000]  其中一樣
[00:11:20.000 --> 00:11:24.000]  其實我們會遇到很多身邊的人
[00:11:24.000 --> 00:11:28.000]  會動搖我們信仰的信念
[00:11:28.000 --> 00:11:31.000]  私人從三個不同的角度
[00:11:31.000 --> 00:11:35.000]  去描繪人理氣上帝不同的情況
[00:11:35.000 --> 00:11:37.000]  首先我們在這節經文裡
[00:11:37.000 --> 00:11:40.000]  我們會看見三個動詞
[00:11:40.000 --> 00:11:43.000]  從、站、坐
[00:11:43.000 --> 00:11:47.000]  從這個動詞原文代表閒的意思
[00:11:47.000 --> 00:11:50.000]  表示跟從、接受
[00:11:50.000 --> 00:11:54.000]  是一種思想上被動的跟隨的意思
[00:11:54.000 --> 00:11:57.000]  而站即是站
[00:11:57.000 --> 00:12:01.000]  站的重點在於行為上的模仿和參與
[00:12:01.000 --> 00:12:04.000]  至於坐就是回應第一句的閒
[00:12:04.000 --> 00:12:06.000]  和第二句的站
[00:12:06.000 --> 00:12:08.000]  集合成
[00:12:08.000 --> 00:12:12.000]  而如果我們從這個形容詞裡
