
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹主內平安
[00:00:02.000 --> 00:00:06.000]  我手上有一個書籤
[00:00:06.000 --> 00:00:08.000]  這麼小你當然什麼都看不到
[00:00:08.000 --> 00:00:10.000]  所以我放大了它
[00:00:10.000 --> 00:00:12.000]  這書籤上面有一個這樣的人
[00:00:12.000 --> 00:00:14.000]  然後有一句這樣的說話
[00:00:14.000 --> 00:00:16.000]  那句說話他說
[00:00:16.000 --> 00:00:18.000]  越學得多
[00:00:18.000 --> 00:00:20.000]  越知得多
[00:00:20.000 --> 00:00:22.000]  越知得多
[00:00:22.000 --> 00:00:24.000]  越忘記得多
[00:00:24.000 --> 00:00:26.000]  越忘記得多
[00:00:26.000 --> 00:00:28.000]  便越知得少
[00:00:28.000 --> 00:00:30.000]  那為什麼要學習呢
[00:00:30.000 --> 00:00:34.000]  你當然想
[00:00:34.000 --> 00:00:36.000]  這書籤當然是在那些不喜歡學習的人那裡出
[00:00:36.000 --> 00:00:38.000]  我告訴你
[00:00:38.000 --> 00:00:40.000]  這書籤是在牛津大學出的
[00:00:40.000 --> 00:00:42.000]  一個諷刺
[00:00:42.000 --> 00:00:44.000]  就是越學得多的時候
[00:00:44.000 --> 00:00:46.000]  好像很掌握很多知識
[00:00:46.000 --> 00:00:48.000]  原來就是越
[00:00:48.000 --> 00:00:50.000]  識得少
[00:00:50.000 --> 00:00:52.000]  特別在一個資訊發達的年代
[00:00:52.000 --> 00:00:54.000]  我們所接觸到所收到的訊息
[00:00:54.000 --> 00:00:56.000]  是不斷的
[00:00:56.000 --> 00:00:58.000]  是即時的
[00:00:58.000 --> 00:01:00.000]  是快速的
[00:01:00.000 --> 00:01:02.000]  但是有沒有想過這麼多的資料
[00:01:02.000 --> 00:01:04.000]  不一定會令到我們智慧增加
[00:01:04.000 --> 00:01:06.000]  不一定會令到我們
[00:01:06.000 --> 00:01:08.000]  知道更多的東西
[00:01:08.000 --> 00:01:10.000]  有時甚至
[00:01:10.000 --> 00:01:12.000]  由於太多資訊
[00:01:12.000 --> 00:01:14.000]  我們會拒絕去接收資訊
[00:01:14.000 --> 00:01:16.000]  甚至沒有辦法聚焦
[00:01:16.000 --> 00:01:18.000]  去接收到一些資訊
[00:01:18.000 --> 00:01:22.000]  有學者認為傳道書第九章一節
[00:01:22.000 --> 00:01:24.000]  至到十一章第六節
[00:01:24.000 --> 00:01:26.000]  是傳道書
[00:01:26.000 --> 00:01:28.000]  下半卷書的下半部分
[00:01:28.000 --> 00:01:30.000]  整段經文的主題
[00:01:30.000 --> 00:01:32.000]  就是
[00:01:32.000 --> 00:01:34.000]  人是沒有辦法
[00:01:34.000 --> 00:01:36.000]  知道將來會發生一些什麼事情
[00:01:36.000 --> 00:01:38.000]  沒錯
[00:01:38.000 --> 00:01:40.000]  今天我們以為對世界
[00:01:40.000 --> 00:01:42.000]  對生活對事物
[00:01:42.000 --> 00:01:44.000]  有很多的資訊
[00:01:44.000 --> 00:01:46.000]  但其實原來可能
[00:01:46.000 --> 00:01:48.000]  我們對人生
[00:01:48.000 --> 00:01:50.000]  對世界是知道很少
[00:01:50.000 --> 00:01:52.000]  今天希望透過傳授書
[00:01:52.000 --> 00:01:54.000]  第九章和第十章
[00:01:54.000 --> 00:01:56.000]  我們一起來看看究竟傳道者
[00:01:56.000 --> 00:01:58.000]  帶給我們在生命上
[00:01:58.000 --> 00:02:00.000]  有什麼反省
[00:02:00.000 --> 00:02:02.000]  首先傳道者指出
[00:02:02.000 --> 00:02:06.000]  人生有三個的現實
[00:02:06.000 --> 00:02:08.000]  第一個的現實就是
[00:02:08.000 --> 00:02:10.000]  死亡的現實
[00:02:10.000 --> 00:02:12.000]  如果我問你
[00:02:12.000 --> 00:02:14.000]  每一個城市
[00:02:14.000 --> 00:02:16.000]  究竟有什麼的設施
[00:02:16.000 --> 00:02:18.000]  或者建築物
[00:02:18.000 --> 00:02:20.000]  是每一個城市都會有的呢
[00:02:20.000 --> 00:02:22.000]  不知道你會想到什麼呢
[00:02:22.000 --> 00:02:24.000]  我想到其中一樣
[00:02:24.000 --> 00:02:26.000]  就是墳場
[00:02:26.000 --> 00:02:28.000]  因為
[00:02:28.000 --> 00:02:30.000]  有人死了自然有需要有地方去安葬
[00:02:30.000 --> 00:02:32.000]  沒錯
[00:02:32.000 --> 00:02:34.000]  死亡
[00:02:34.000 --> 00:02:36.000]  就是每一個人
[00:02:36.000 --> 00:02:38.000]  我們每一個人
[00:02:38.000 --> 00:02:40.000]  都必經的歷程
[00:02:40.000 --> 00:02:42.000]  傳道書第九章一到第六節
[00:02:42.000 --> 00:02:44.000]  這段經文的中心訊息就是
[00:02:44.000 --> 00:02:46.000]  人是沒有辦法
[00:02:46.000 --> 00:02:48.000]  永遠存活的
[00:02:48.000 --> 00:02:50.000]  因為死亡是每一個人
[00:02:50.000 --> 00:02:52.000]  必須要經過的歷程
[00:02:52.000 --> 00:02:54.000]  死亡是全世界性的
[00:02:54.000 --> 00:02:56.000]  無論你是窮
[00:02:56.000 --> 00:02:58.000]  你是有錢
[00:02:58.000 --> 00:03:00.000]  你是有智慧
[00:03:00.000 --> 00:03:02.000]  沒有智慧
[00:03:02.000 --> 00:03:04.000]  你是惡人
[00:03:04.000 --> 00:03:06.000]  你是好人
[00:03:06.000 --> 00:03:08.000]  人人都一律平等
[00:03:08.000 --> 00:03:10.000]  人人都皆有一死
[00:03:10.000 --> 00:03:12.000]  或者我們一起打開聖經
[00:03:12.000 --> 00:03:14.000]  去看這段經文
[00:03:14.000 --> 00:03:16.000]  在傳道書第九章一到第六節
[00:03:16.000 --> 00:03:18.000]  在傳道書第九章一到第六節
[00:03:18.000 --> 00:03:20.000]  在教會的聖經第八百八十六頁
[00:03:20.000 --> 00:03:22.000]  在教會的聖經第八百八十六頁
[00:03:22.000 --> 00:03:24.000]  在教會的聖經第八百八十六頁
[00:03:24.000 --> 00:03:26.000]  找到的我們一起讀這段經文
[00:03:26.000 --> 00:03:28.000]  請
[00:03:28.000 --> 00:03:30.000]  我將這一切事放在心上
[00:03:30.000 --> 00:03:32.000]  詳細考究
[00:03:32.000 --> 00:03:34.000]  就知道主人和主位人
