
[00:00:00.000 --> 00:00:03.160]  透過《約書亞記》去宣講這個主題
[00:00:03.160 --> 00:00:04.340]  今天是最後一講
[00:00:04.340 --> 00:00:05.620]  從你旁邊的節目講一聲
[00:00:05.620 --> 00:00:07.620]  你要剛強壯膽
[00:00:07.620 --> 00:00:10.820]  當你打開24章的時候
[00:00:10.820 --> 00:00:14.800]  你會看到《約書亞記》是離開世界之前
[00:00:14.800 --> 00:00:16.560]  最後一次的記錄
[00:00:16.560 --> 00:00:22.320]  他如何跟當代的以色列民去宣講神的說話
[00:00:22.320 --> 00:00:26.180]  在工業革命的開始之後
[00:00:26.180 --> 00:00:29.920]  人類纔有"退休"這兩個字
[00:00:29.920 --> 00:00:32.240]  在農業社會里面
[00:00:32.240 --> 00:00:34.880]  是沒有"退休"這個觀念的
[00:00:34.880 --> 00:00:38.760]  所以《約書亞記》宣講出一個信息
[00:00:38.760 --> 00:00:41.760]  除了一個很重要的信息之外
[00:00:41.760 --> 00:00:43.760]  另一個是他的生命見證
[00:00:43.760 --> 00:00:46.160]  他的一生都是侍奉主的
[00:00:46.160 --> 00:00:47.920]  跟你旁邊的節目講一聲
[00:00:47.920 --> 00:00:49.920]  侍奉是沒有退休的
[00:00:49.920 --> 00:00:56.000]  在《約書亞記》裏面記載
[00:00:56.000 --> 00:01:00.080]  約書亞不僅帶領以色列民去征戰
[00:01:00.080 --> 00:01:02.400]  去奪取上帝應許之地
[00:01:02.400 --> 00:01:05.840]  更加肩負起了教導以色列民
[00:01:05.840 --> 00:01:08.320]  引導他們作出了選擇
[00:01:08.320 --> 00:01:09.520]  這個選擇是什麼呢?
[00:01:09.520 --> 00:01:14.080]  就是是否願意去侍奉獨一的真神
[00:01:14.080 --> 00:01:17.120]  這位耶和華與否
[00:01:17.120 --> 00:01:22.160]  這是一個很重要的教導和信息
[00:01:22.160 --> 00:01:28.480]  今天耶和華不是我們衆神當中的其中一個
[00:01:28.480 --> 00:01:37.360]  耶和華也不是我們可以選擇去敬拜的神的其中一個
[00:01:37.360 --> 00:01:41.120]  而是今天耶和華是揀選了我們
[00:01:41.120 --> 00:01:44.320]  而我們才能夠作出回應
[00:01:44.320 --> 00:01:47.200]  這是一個很重要的事情
[00:01:47.200 --> 00:01:50.080]  在約書亞不僅是去打仗
[00:01:50.080 --> 00:01:54.240]  更加肩負着教導的責任
[00:01:54.240 --> 00:01:56.480]  我的堂道除了會放上網
[00:01:56.480 --> 00:02:00.560]  也會在創世電視15臺播放
[00:02:00.560 --> 00:02:03.440]  我教導很想說
[00:02:03.440 --> 00:02:07.680]  今天教會有很多的觀念
[00:02:07.680 --> 00:02:12.080]  是受到世俗的影響很嚴重
[00:02:12.080 --> 00:02:15.680]  我們要指出的世俗影響的嚴重性
[00:02:15.680 --> 00:02:17.280]  我們應該指出的沒有指出
[00:02:17.280 --> 00:02:21.360]  不應該指出就應該指出,這是更加嚴重
[00:02:21.360 --> 00:02:23.280]  在二十四章第一節
[00:02:23.280 --> 00:02:27.200]  約書亞召集以色列的衆資派到事件
[00:02:27.200 --> 00:02:30.480]  他召了以色列的長老領袖審判官長來
[00:02:30.480 --> 00:02:34.480]  他們都站在
[00:02:34.480 --> 00:02:36.800]  看清楚
[00:02:36.800 --> 00:02:39.760]  上帝的面前
[00:02:39.760 --> 00:02:41.040]  是不是很奇怪,各位?
[00:02:41.040 --> 00:02:44.720]  二十四章是約書亞召集他們來
[00:02:44.720 --> 00:02:46.000]  聖經不是說
[00:02:46.000 --> 00:02:48.560]  他們站在約書亞的面前
[00:02:48.560 --> 00:02:51.120]  他們站在上帝的面前
[00:02:51.120 --> 00:02:53.040]  再看下去,二十四章
[00:02:53.040 --> 00:02:57.920]  不是約書亞引述上帝曾經做過什麼
[00:02:57.920 --> 00:03:01.200]  而是二十四章上帝用了第一身
[00:03:01.200 --> 00:03:04.080]  我做了什麼
[00:03:04.080 --> 00:03:09.680]  這整個鋪排給讀者一個很古怪的感覺
[00:03:09.680 --> 00:03:11.600]  也是很清晰的信息
[00:03:11.600 --> 00:03:13.360]  約書亞身爲一個領袖
[00:03:13.360 --> 00:03:15.360]  他學校屬靈的父親
[00:03:15.360 --> 00:03:18.960]  他屬靈的是道師摩西一樣
[00:03:18.960 --> 00:03:20.720]  摩西臨離開世界之前
[00:03:20.720 --> 00:03:23.040]  也是召集了民衆來跟他們說
[00:03:23.040 --> 00:03:25.680]  究竟你們選不選擇侍奉耶和華
[00:03:25.680 --> 00:03:28.240]  今天人是臨終之前
[00:03:28.240 --> 00:03:30.800]  約書亞不是叫這羣民衆來到他面前
[00:03:30.800 --> 00:03:33.120]  要歌功頌德他自己
[00:03:33.120 --> 00:03:36.720]  是要他們來到上帝的面前
[00:03:36.720 --> 00:03:41.200]  今天我們知道征戰和教導是同樣重要的
[00:03:41.200 --> 00:03:42.560]  很可惜今天華人教會
[00:03:42.560 --> 00:03:47.840]  由清朝的科舉制度這幾百年的歷史當中
[00:03:47.840 --> 00:03:51.920]  就算去過民國的歷史
[00:03:51.920 --> 00:03:58.960]  都不能夠磨滅中國人對教育的那種看法
[00:03:58.960 --> 00:04:00.960]  我們的教育是怎麼回事呢
[00:04:00.960 --> 00:04:02.800]  我們強調的是教導
[00:04:02.800 --> 00:04:04.640]  強調的是學位
[00:04:04.640 --> 00:04:07.120]  強調的是學歷
[00:04:07.120 --> 00:04:10.640]  而忽略了的是更重要的事情
[00:04:10.640 --> 00:04:15.520]  我們見到有人很努力的去征戰
[00:04:15.520 --> 00:04:17.440]  但是卻沒有教導
[00:04:17.440 --> 00:04:19.120]  有人很努力的去教導
[00:04:19.120 --> 00:04:21.040]  卻沒有去實戰
[00:04:21.040 --> 00:04:25.440]  這都是兩者不平衡的情況出現是很嚴重的
[00:04:25.440 --> 00:04:28.160]  其實教育學的理論都告訴我們
[00:04:28.160 --> 00:04:32.000]  新教比現教更加重要
[00:04:32.000 --> 00:04:35.680]  約書亞能夠教導因爲他有他的身份
[00:04:35.680 --> 00:04:37.920]  也有他的生命的見證
[00:04:37.920 --> 00:04:40.880]  所以他能夠在15節裏面宣告一句
[00:04:40.880 --> 00:04:43.440]  大部分基督徒都覺得很出名的說話
[00:04:43.440 --> 00:04:46.400]  甚至成爲一個金牌放在家門口
[00:04:46.400 --> 00:04:47.760]  或者放在家的客廳那裏
[00:04:47.760 --> 00:04:52.160]  他說"至於我,皇我家,我們必定侍奉耶和華"
[00:04:52.160 --> 00:04:53.200]  想清楚就看這節目
[00:04:53.200 --> 00:04:54.080]  如果今天我們講
[00:04:54.080 --> 00:04:58.320]  "至於我,我必定侍奉耶和華"是容易講的
[00:04:58.320 --> 00:04:59.760]  對不對
[00:04:59.760 --> 00:05:03.600]  "我"代表着"我"去講是很容易的
[00:05:03.600 --> 00:05:07.200]  但是"至於我,皇我家"就困難了
[00:05:07.200 --> 00:05:09.680]  "至於我,我必定侍奉耶和華"
[00:05:09.680 --> 00:05:12.960]  如果女性說"除了我老公和我子女之外"
[00:05:12.960 --> 00:05:14.160]  我不敢包他們
[00:05:14.160 --> 00:05:15.600]  不過我敢自己講
[00:05:15.600 --> 00:05:18.880]  "至於我,我必定侍奉耶和華"
[00:05:18.880 --> 00:05:20.000]  對不對
[00:05:20.000 --> 00:05:21.680]  但是約書亞說
[00:05:21.680 --> 00:05:24.480]  "至於我,我家"
[00:05:24.480 --> 00:05:26.000]  爲什麼他可以這麼說
[00:05:26.000 --> 00:05:27.680]  這是一個生命的宣言
[00:05:27.680 --> 00:05:29.280]  也是一個生命的見證
[00:05:29.280 --> 00:05:31.200]  約書亞的生命
[00:05:31.200 --> 00:05:32.960]  無論在戰場
[00:05:32.960 --> 00:05:34.880]  在會衆的前面
[00:05:34.880 --> 00:05:37.120]  在會衆的羣衆當中
[00:05:37.120 --> 00:05:38.720]  甚至回到家裏
[00:05:38.720 --> 00:05:42.480]  都是表裏一致的
[00:05:42.480 --> 00:05:44.480]  今天華人教會最大的問題是什麼
[00:05:44.480 --> 00:05:48.000]  因爲華人教會最大的家庭問題往往出現的
[00:05:48.000 --> 00:05:49.360]  是在牧師的家庭
[00:05:49.360 --> 00:05:50.640]  在執事的家庭
[00:05:50.640 --> 00:05:54.320]  熱心侍奉人員的家庭
[00:05:54.320 --> 00:05:56.000]  爲什麼會這樣
[00:05:56.000 --> 00:05:59.200]  因爲這一羣人
[00:05:59.200 --> 00:06:02.000]  他們是在教會一個樣子
[00:06:02.000 --> 00:06:04.800]  回到家裏是另一個樣子
[00:06:04.800 --> 00:06:07.680]  看得最真、看得最清楚的
[00:06:07.680 --> 00:06:09.280]  就是家裏人
[00:06:09.280 --> 00:06:12.240]  最看得清楚的就是他們的子女
[00:06:12.240 --> 00:06:13.600]  他們的子女就會說
[00:06:13.600 --> 00:06:16.960]  "爸爸媽媽是虛僞的"
[00:06:16.960 --> 00:06:18.720]  教會一個樣子
[00:06:18.720 --> 00:06:20.720]  回到家裏是另一個樣子
[00:06:20.720 --> 00:06:22.640]  教會那些人讚賞他
[00:06:22.640 --> 00:06:25.360]  家裏裏我們要推卸他
[00:06:25.360 --> 00:06:27.920]  你見到當我們這樣的時候
[00:06:27.920 --> 00:06:29.520]  我們就很難宣告
[00:06:29.520 --> 00:06:31.840]  "至於我,我家"
[00:06:31.840 --> 00:06:34.960]  都必定侍奉耶和華
[00:06:34.960 --> 00:06:36.400]  約瑟爾能夠這樣宣告
[00:06:36.400 --> 00:06:37.280]  就是告訴你
[00:06:37.280 --> 00:06:40.480]  他的生命是表裏一致的
[00:06:40.480 --> 00:06:43.600]  他對家人的影響是深遠的
[00:06:43.600 --> 00:06:46.000]  他的生命是見證一件事
[00:06:46.000 --> 00:06:50.560]  侍奉耶和華是何等尊貴榮耀的
[00:06:50.560 --> 00:06:52.800]  侍奉耶和華是何等的喜樂
[00:06:52.800 --> 00:06:56.640]  侍奉耶和華是何等的寶貴的一個即士
[00:06:56.640 --> 00:06:59.200]  侍奉耶和華是一個蒙福的即士
[00:06:59.200 --> 00:07:02.960]  侍奉耶和華不是一個受苦的即士
[00:07:02.960 --> 00:07:06.240]  弟子們,今天我們侍奉這位上帝的時候
[00:07:06.240 --> 00:07:07.920]  我們能不能夠宣告
[00:07:07.920 --> 00:07:08.960]  好像約瑟爾一樣
[00:07:08.960 --> 00:07:10.240]  "至於我,我家"
[00:07:10.240 --> 00:07:11.920]  必定侍奉耶和華
[00:07:11.920 --> 00:07:14.240]  這句話我們能夠代表我們的家人說
[00:07:14.240 --> 00:07:18.080]  是因爲我們的生命有所見證
[00:07:18.080 --> 00:07:20.160]  有很多一代的偉人
[00:07:20.160 --> 00:07:21.200]  你看看以後
[00:07:21.200 --> 00:07:23.920]  無論是以利、撒姆爾
[00:07:23.920 --> 00:07:25.680]  多麼成功都好
[00:07:25.680 --> 00:07:28.960]  他的子女是敗壞的
[00:07:28.960 --> 00:07:33.280]  你纔開始見到約瑟爾這句話一點都不簡單
[00:07:33.280 --> 00:07:35.040]  所以今天信徒掛在家裏
[00:07:35.040 --> 00:07:37.280]  成爲他的金牌的原因是什麼
[00:07:37.280 --> 00:07:41.200]  是我們的希望
[00:07:41.200 --> 00:07:43.600]  這句話是夢工場
[00:07:43.600 --> 00:07:45.280]  會不會發生我們不敢保證
[00:07:45.280 --> 00:07:47.520]  但約瑟爾是肯定這麼說
[00:07:47.520 --> 00:07:51.520]  證明他真的有信心去做到這件事情
[00:07:51.520 --> 00:07:52.480]  我們見到的
[00:07:52.480 --> 00:07:56.160]  教導的目的是要引導人和上帝親近
[00:07:56.160 --> 00:07:58.480]  眺望人侍奉神的心
[00:07:58.480 --> 00:08:01.360]  不是要教導人歌功頌德這個領袖
[00:08:01.360 --> 00:08:03.120]  不是教導人跟從這個領袖
[00:08:03.120 --> 00:08:04.080]  各位一個組長
[00:08:04.080 --> 00:08:05.120]  各位一個核心組員
[00:08:05.120 --> 00:08:06.560]  今天我們要我們的組員
[00:08:06.560 --> 00:08:08.000]  不是來到我的面前
[00:08:08.000 --> 00:08:09.120]  是要來到
[00:08:09.120 --> 00:08:10.320]  和你旁邊的人說一聲
[00:08:10.320 --> 00:08:13.680]  在神的面前
[00:08:13.680 --> 00:08:16.640]  我們要爲我們的組員能夠親近上帝而高興
[00:08:16.640 --> 00:08:18.000]  我們要爲我們的組員
[00:08:18.000 --> 00:08:20.800]  能夠和上帝建立一個個人的關係而高興
[00:08:20.800 --> 00:08:22.720]  我們要爲我們的組員遇到問題的時候
[00:08:22.720 --> 00:08:25.120]  要討告以靠上帝而高興
[00:08:25.120 --> 00:08:26.560]  Amen
[00:08:26.560 --> 00:08:29.360]  你的組員越不懂得找你
[00:08:29.360 --> 00:08:30.480]  越懂得討告
[00:08:30.480 --> 00:08:32.720]  你應該越感恩
[00:08:32.720 --> 00:08:34.000]  當他處理完之後
[00:08:34.000 --> 00:08:35.040]  以靠上帝處理完之後
[00:08:35.040 --> 00:08:36.160]  他打電話跟你說一聲
[00:08:36.160 --> 00:08:36.800]  感謝主
[00:08:36.800 --> 00:08:37.600]  講個見證給你聽
[00:08:37.600 --> 00:08:38.320]  組長
[00:08:38.320 --> 00:08:40.320]  你的組就很成功
[00:08:40.320 --> 00:08:42.000]  對不對
[00:08:42.000 --> 00:08:43.200]  我們見到的
[00:08:43.200 --> 00:08:44.320]  《哥羅西書》一章28節
[00:08:44.320 --> 00:08:46.560]  我們傳揚他使用諸般的智慧
[00:08:46.560 --> 00:08:47.200]  勸誡個人
[00:08:47.200 --> 00:08:48.080]  教導個人
