
[00:00:00.000 --> 00:00:06.200]  話說很久以前有個宣教士去到非洲宣教
[00:00:06.200 --> 00:00:08.200]  開始有人信主
[00:00:08.200 --> 00:00:11.440]  有個新的教會出現
[00:00:11.440 --> 00:00:14.840]  差不多去到這個時期
[00:00:14.840 --> 00:00:19.120]  他就開始教他們教會的年曆
[00:00:19.120 --> 00:00:23.400]  請問去到這個時期會教什麼呢?
[00:00:23.400 --> 00:00:25.160]  當然是聖誕節
[00:00:25.160 --> 00:00:27.920]  他就教他們聖誕節的慶祝
[00:00:27.920 --> 00:00:32.200]  他就跟他們說在我們家的教會
[00:00:32.200 --> 00:00:35.960]  我們聖誕是一個交換禮物的環節
[00:00:35.960 --> 00:00:36.640]  為什麼呢?
[00:00:36.640 --> 00:00:38.480]  因為我們怎樣做呢?
[00:00:38.480 --> 00:00:41.560]  我們就找一份覺得最好的禮物送給別人
[00:00:41.560 --> 00:00:43.240]  有另外的人
[00:00:43.240 --> 00:00:47.480]  每個人都想一份最好的禮物送給別人
[00:00:47.480 --> 00:00:51.440]  大家都收到一份最好的禮物
[00:00:51.440 --> 00:00:52.480]  為什麼我們這樣做?
[00:00:52.480 --> 00:00:53.880]  因為在聖誕節
[00:00:53.880 --> 00:00:58.200]  神就送一份最好的禮物給我們
[00:00:58.200 --> 00:01:03.000]  有個信徒就知道要送給宣教士
[00:01:03.000 --> 00:01:04.400]  他就想一想
[00:01:04.400 --> 00:01:05.880]  送什麼好呢?
[00:01:05.880 --> 00:01:07.200]  最好的禮物
[00:01:07.200 --> 00:01:09.880]  他就想送一塊石頭
[00:01:09.880 --> 00:01:12.160]  不過這塊石頭雖然很美麗很美
[00:01:12.160 --> 00:01:15.280]  但是要走幾天路去到某個湖
[00:01:15.280 --> 00:01:17.760]  才找到的
[00:01:17.760 --> 00:01:20.960]  他真的就走了幾天去到這個湖
[00:01:20.960 --> 00:01:22.200]  就找到這塊石頭
[00:01:22.200 --> 00:01:26.960]  然後再走幾天回來給宣教士
[00:01:26.960 --> 00:01:28.760]  到那天宣教士收到
[00:01:28.760 --> 00:01:30.560]  知道他走了整個禮拜
[00:01:30.560 --> 00:01:32.000]  就真的很開心
[00:01:32.000 --> 00:01:33.800]  很感恩
[00:01:33.800 --> 00:01:35.760]  多謝這個信徒
[00:01:35.760 --> 00:01:37.400]  然後信徒跟他說
[00:01:37.400 --> 00:01:38.760]  牧師呀
[00:01:38.760 --> 00:01:43.120]  長長的路程都是禮物的一部分
[00:01:43.120 --> 00:01:44.760]  我覺得很有意思
[00:01:44.760 --> 00:01:46.840]  不只是那塊石頭
[00:01:46.840 --> 00:01:50.200]  路程去拿這塊石頭
[00:01:50.200 --> 00:01:51.680]  要走了整個禮拜
[00:01:51.680 --> 00:01:54.840]  都是禮物的一部分
[00:01:54.840 --> 00:01:57.440]  我覺得非常有意思
[00:01:57.440 --> 00:02:01.560]  如果今天我們說神給我們最寶貴的禮物是什麼呢?
[00:02:01.560 --> 00:02:03.680]  可能我們都會說主耶穌
[00:02:03.680 --> 00:02:05.680]  或者我們說救恩
[00:02:05.680 --> 00:02:07.320]  這樣也是對的
[00:02:07.320 --> 00:02:08.760]  但是大家有沒有想過
[00:02:08.760 --> 00:02:10.720]  要給我們這份禮物
[00:02:10.720 --> 00:02:14.160]  神都走了長長的路程呢?
[00:02:14.160 --> 00:02:16.640]  如果我們說從阿伯拉罕開始
[00:02:16.640 --> 00:02:17.800]  一直去到耶穌
[00:02:17.800 --> 00:02:20.920]  那裡都差不多一千八百多年了
[00:02:20.920 --> 00:02:24.640]  最重要的就是神給我們這份禮物之後
[00:02:24.640 --> 00:02:26.440]  祂不是走完的
[00:02:26.440 --> 00:02:30.760]  祂繼續跟我們走這條長長的路程
[00:02:30.760 --> 00:02:33.560]  今天我們要說的是教會
[00:02:33.560 --> 00:02:38.200]  我們基督徒什麼時候參與這個路程呢?
[00:02:38.200 --> 00:02:40.400]  就是今天的經文
[00:02:40.400 --> 00:02:44.760]  今天的《士路行傳》第二章一到十二節
[00:02:44.760 --> 00:02:46.000]  如果大家有聖經
[00:02:46.000 --> 00:02:48.000]  你打開來看就可以了
[00:02:48.000 --> 00:02:51.800]  我一直說的道理我會說回這段經文
[00:02:51.800 --> 00:02:57.320]  如果我們要問
[00:02:57.320 --> 00:03:01.680]  《士路行傳》第二章實在是說聖靈的降臨
[00:03:01.680 --> 00:03:05.160]  如果我們要明白第二章的意義
[00:03:05.160 --> 00:03:07.160]  我們要先看看第一章
[00:03:07.160 --> 00:03:10.400]  第一章說主耶穌基督復活了
[00:03:10.400 --> 00:03:14.560]  跟著跟他們一起相處了四十天
[00:03:14.560 --> 00:03:16.440]  在這四十天的時候
[00:03:16.440 --> 00:03:19.800]  祂就教導他們關於很多東西
[00:03:19.800 --> 00:03:21.040]  其中一件事
[00:03:21.040 --> 00:03:23.760]  到了第一章第五節就跟他們說
[00:03:23.760 --> 00:03:25.760]  聖靈的降臨
[00:03:25.760 --> 00:03:27.520]  說到這件事的時候
[00:03:27.520 --> 00:03:30.440]  就激發了他們在第一章第六節
[00:03:30.440 --> 00:03:37.320]  就問究竟以色列復國是什麼時候
[00:03:37.320 --> 00:03:39.040]  大家要明白
[00:03:39.040 --> 00:03:41.360]  在當時在這個時候
[00:03:41.360 --> 00:03:44.440]  他們覺得以色列復國
[00:03:44.440 --> 00:03:47.800]  聖靈降臨在每個人的身上
[00:03:47.800 --> 00:03:50.160]  彌賽亞的日子
[00:03:50.160 --> 00:03:53.400]  世界末日是同一件事
[00:03:53.400 --> 00:03:55.600]  他們不要分開兩件事
[00:03:55.600 --> 00:03:57.880]  他們覺得是一件事
[00:03:57.880 --> 00:04:00.360]  基本上即使他們想知道
[00:04:00.360 --> 00:04:01.800]  世界什麼時候末日
[00:04:01.800 --> 00:04:04.920]  彌賽亞的日子就開始了
[00:04:04.920 --> 00:04:10.400]  耶穌在第一章的七節和八節就回答了他們
[00:04:10.400 --> 00:04:12.560]  在一章的七節就跟他們說
[00:04:12.560 --> 00:04:16.880]  不要猜測這個時期是什麼時候會發生
[00:04:16.880 --> 00:04:18.320]  如果這樣說
[00:04:18.320 --> 00:04:21.200]  就是把這兩件事分開了
[00:04:21.200 --> 00:04:23.760]  還有第一章第八節
[00:04:23.760 --> 00:04:25.600]  耶穌就跟他們說
[00:04:25.600 --> 00:04:27.160]  聖靈的降臨
[00:04:27.160 --> 00:04:29.760]  不僅不是彌賽亞的日子
[00:04:29.760 --> 00:04:31.200]  世界末日
[00:04:31.200 --> 00:04:36.280]  也不是關於以色列復國的
[00:04:36.280 --> 00:04:37.480]  而是什麼呢?
[00:04:37.480 --> 00:04:40.080]  而是當聖靈降臨的時候
[00:04:40.080 --> 00:04:43.160]  他們要去耶路撒冷
[00:04:43.160 --> 00:04:44.600]  猶大全地
[00:04:44.600 --> 00:04:45.680]  撒瑪尼亞
[00:04:45.680 --> 00:04:47.360]  直到地極
[00:04:47.360 --> 00:04:49.320]  作主的見證
[00:04:49.320 --> 00:04:51.120]  所以原來
[00:04:51.120 --> 00:04:52.680]  聖靈的降臨
[00:04:52.680 --> 00:04:55.560]  就是教會被猜出去
[00:04:55.560 --> 00:04:58.680]  傳福音的日子的開始
[00:04:58.680 --> 00:05:00.320]  所以我們看第二章
[00:05:00.320 --> 00:05:02.760]  當聖靈真的降臨了
[00:05:02.760 --> 00:05:06.720]  實際上就應驗了在第一章說的東西
[00:05:06.720 --> 00:05:10.360]  所以今天我的主題
[00:05:10.360 --> 00:05:13.240]  是叫做教會的猜顯例
[00:05:13.240 --> 00:05:14.840]  聖靈的降臨
[00:05:14.840 --> 00:05:16.800]  就是教會的開始
[00:05:16.800 --> 00:05:18.840]  而是被猜出去
[00:05:18.840 --> 00:05:20.480]  傳福音的
[00:05:20.480 --> 00:05:21.880]  我不知道大家有沒有去過
[00:05:21.880 --> 00:05:25.560]  這些宣教的猜顯例呢?
[00:05:25.560 --> 00:05:28.240]  很多時候有一個committee
