
[00:00:00.000 --> 00:00:05.000]  相信大家對若拿書不會太過陌生
[00:00:05.000 --> 00:00:12.000]  若拿書對大人對小朋友都是非常之吸引的一卷書
[00:00:12.000 --> 00:00:17.000]  因為書裏面有一個非常之令人驚奇的故事
[00:00:17.000 --> 00:00:22.000]  就是若拿先知被一條大魚吞了入肚
[00:00:22.000 --> 00:00:26.000]  在魚肚裏面三日三夜
[00:00:26.000 --> 00:00:32.000]  吐出來之後竟然不死
[00:00:32.000 --> 00:00:34.000]  當然這一段的記載
[00:00:34.000 --> 00:00:38.000]  亦都會引起最多和最大的爭論
[00:00:38.000 --> 00:00:44.000]  這個爭論就是有沒有可能有這樣的事發生
[00:00:44.000 --> 00:00:49.000]  若拿在魚腹裏面三日三夜仍然可以生存
[00:00:49.000 --> 00:00:53.000]  這個故事究竟是不是真的呢
[00:00:53.000 --> 00:00:55.000]  不知道大家信不信是真的
[00:00:55.000 --> 00:00:58.000]  我相信是真實的
[00:00:58.000 --> 00:01:02.000]  因為我相信神可以行神蹟
[00:01:02.000 --> 00:01:05.000]  我的信念很簡單
[00:01:05.000 --> 00:01:08.000]  我相信神有能力行神蹟
[00:01:08.000 --> 00:01:13.000]  我相信神是創造天地萬物和我們人類
[00:01:13.000 --> 00:01:18.000]  我相信神能夠封住獅子的口
[00:01:18.000 --> 00:01:25.000]  讓但爾裏在獅子坑裏面不用被獅子吞了
[00:01:25.000 --> 00:01:30.000]  我也相信神有能力令但爾裏的三個朋友
[00:01:30.000 --> 00:01:37.000]  在火窯裏面不會被燒死
[00:01:37.000 --> 00:01:41.000]  說到一些生物的特別狀況
[00:01:41.000 --> 00:01:46.000]  我相信巴蘭先知的驢會說話
[00:01:46.000 --> 00:01:52.000]  我相信羅亞方舟這麼大的神蹟
[00:01:52.000 --> 00:01:59.000]  我相信耶穌有能力令死了四日的拉撒祿復活
[00:01:59.000 --> 00:02:03.000]  我相信耶穌自己可以死後三日復活
[00:02:03.000 --> 00:02:08.000]  我也相信我們信徒將來會同住一起
[00:02:08.000 --> 00:02:10.000]  會復活同住一起
[00:02:10.000 --> 00:02:13.000]  有一個轉變成永恆的身體
[00:02:13.000 --> 00:02:16.000]  住在永恆的天堂
[00:02:16.000 --> 00:02:22.000]  這些所說的都是神蹟
[00:02:22.000 --> 00:02:28.000]  如果我將這些神蹟和約拿先知所遇到的神蹟比較
[00:02:28.000 --> 00:02:37.000]  我就不覺得約拿這個神蹟特別超然或者特別偉大
[00:02:37.000 --> 00:02:43.000]  我們看看馬太福音有一句
[00:02:43.000 --> 00:02:49.000]  耶穌也提過約拿的神蹟
[00:02:49.000 --> 00:02:51.000]  在馬太福音十二章四十節
[00:02:51.000 --> 00:03:01.000]  耶穌和一些沒有正確的心態去問祂的問題的人
[00:03:01.000 --> 00:03:04.000]  祂說祂們想看神蹟
[00:03:04.000 --> 00:03:10.000]  除了約拿三日三夜在魚肚裡的神蹟
[00:03:10.000 --> 00:03:17.000]  預告人子他自己將會死後三日復活的神蹟
[00:03:17.000 --> 00:03:21.000]  所以我覺得既然主耶穌特別提約拿的神蹟
[00:03:21.000 --> 00:03:23.000]  我相信這個神蹟一定是真的
[00:03:23.000 --> 00:03:25.000]  否則沒什麼意義
[00:03:25.000 --> 00:03:29.000]  說故事是沒什麼意義的
[00:03:29.000 --> 00:03:34.000]  當然那些不相信有神蹟的人
[00:03:34.000 --> 00:03:39.000]  當然不會相信約拿這個神蹟
[00:03:39.000 --> 00:03:42.000]  有一個故事是這樣的
[00:03:42.000 --> 00:03:44.000]  有一個小女孩
[00:03:44.000 --> 00:03:49.000]  她在學校被老師問一個很困難的問題
[00:03:49.000 --> 00:03:56.000]  這個老師很喜歡作弄基督徒
[00:03:56.000 --> 00:03:59.000]  老師問這個小女孩
[00:03:59.000 --> 00:04:10.000]  你真的相信約拿被大魚吞在肚子裡三日復活不死嗎?
[00:04:10.000 --> 00:04:12.000]  這個小女孩馬上說
[00:04:12.000 --> 00:04:14.000]  是的,我相信
[00:04:14.000 --> 00:04:16.000]  老師就繼續問
[00:04:16.000 --> 00:04:21.000]  你怎麼知道這個故事是真的呢?
[00:04:21.000 --> 00:04:24.000]  小女孩呆了一呆
[00:04:24.000 --> 00:04:26.000]  想了一想
[00:04:26.000 --> 00:04:27.000]  她說
[00:04:27.000 --> 00:04:29.000]  等我第二天去到天堂的時候
[00:04:29.000 --> 00:04:32.000]  我會問約拿
[00:04:32.000 --> 00:04:36.000]  老師笑著問
[00:04:36.000 --> 00:04:41.000]  如果約拿不在天堂呢?
[00:04:41.000 --> 00:04:43.000]  小女孩又呆了一呆
[00:04:43.000 --> 00:04:45.000]  想了一想
[00:04:45.000 --> 00:04:47.000]  很小聲的說
[00:04:47.000 --> 00:04:53.000]  那你第二天去問她吧
[00:04:53.000 --> 00:04:57.000]  不知道這個故事是真的還是假的
[00:04:57.000 --> 00:05:02.000]  這個小女孩真的非常有智慧
[00:05:02.000 --> 00:05:05.000]  我不知道這個故事是真的還是假的
[00:05:05.000 --> 00:05:09.000]  不過這個故事可以幫我整理一個信念
[00:05:09.000 --> 00:05:16.000]  就是天堂和地獄的取向是非常認真的事
[00:05:16.000 --> 00:05:18.000]  是嚴肅的問題
[00:05:18.000 --> 00:05:25.000]  不是由我們自己一個人去選擇
[00:05:25.000 --> 00:05:35.000]  關鍵在於那個人有沒有救恩
[00:05:35.000 --> 00:05:39.000]  神的心意在這方面
[00:05:39.000 --> 00:05:43.000]  在提摩泰前師語章提到
[00:05:43.000 --> 00:05:47.000]  神的心意是他願意萬人得救
[00:05:47.000 --> 00:05:51.000]  另外在彼得後書三章提過
[00:05:51.000 --> 00:05:55.000]  神不願有一人沉淪
[00:05:55.000 --> 00:05:59.000]  乃願人人都悔改
[00:05:59.000 --> 00:06:01.000]  這是神的心意
[00:06:01.000 --> 00:06:07.000]  神想我們每一個人都得救都悔改
[00:06:07.000 --> 00:06:21.000]  我先介紹若拿書或若拿仙姿的背景
[00:06:21.000 --> 00:06:36.000]  若拿是北角以色列耶羅邦安第二在位期間做仙姿
[00:06:36.000 --> 00:06:40.000]  大家最近經常聽到耶羅邦安第二
[00:06:40.000 --> 00:06:43.000]  你可能馬上想起
[00:06:43.000 --> 00:06:49.000]  同期間有荷西亞仙姿和阿摩斯仙姿
[00:06:49.000 --> 00:06:56.000]  大約在前782至753年
[00:06:56.000 --> 00:07:03.000]  若拿是以色列人是以色列的仙姿
[00:07:03.000 --> 00:07:13.000]  但神猜他去敵國亞述的首都尼尼眉城宣佈
[00:07:13.000 --> 00:07:17.000]  神的審判快到了
[00:07:17.000 --> 00:07:21.000]  這件事不容易做
[00:07:21.000 --> 00:07:25.000]  等於現在我們猜一個人去回教國家
[00:07:25.000 --> 00:07:27.000]  上帝來審判你們
[00:07:27.000 --> 00:07:39.000]  可能馬上被人捉住殺頭
[00:07:39.000 --> 00:07:50.000]  若拿不聽神的吩咐
[00:07:50.000 --> 00:07:54.000]  但我們要知道若拿書的主題
[00:07:54.000 --> 00:07:58.000]  不是傳福音或宣教
[00:07:58.000 --> 00:08:10.000]  若拿書的主題是神的公義和憐憫
[00:08:10.000 --> 00:08:13.000]  剛才我們讀到若拿在魚肚裏
[00:08:13.000 --> 00:08:19.000]  為何若拿會落在魚肚裏呢
[00:08:19.000 --> 00:08:24.000]  其實這段故事是在第一章裏說的
[00:08:24.000 --> 00:08:32.000]  我預備了一些圖片幫助大家容易理解
[00:08:32.000 --> 00:08:39.000]  這是以色列的地圖
[00:08:39.000 --> 00:08:44.000]  左邊是地中海
