
[00:00:00.000 --> 00:00:03.660]  聖經真是非常非常精彩
[00:00:03.660 --> 00:00:10.460]  上次跟大家講了比喻、隱喻、寓意和密碼的訊息
[00:00:10.460 --> 00:00:11.660]  充滿神學
[00:00:11.660 --> 00:00:15.300]  但是今天又變回港古佬
[00:00:15.300 --> 00:00:17.500]  又要講故事
[00:00:17.500 --> 00:00:21.100]  因為我們又回到舊約的薩姆二傳
[00:00:21.100 --> 00:00:27.060]  其實今天應該跟大家講的是薩姆二記的介紹
[00:00:27.060 --> 00:00:31.860]  我很喜歡叫這些介紹為「為何要讀薩姆二記」
[00:00:31.860 --> 00:00:34.240]  但是今天適逢母親節
[00:00:34.240 --> 00:00:37.600]  所以我打算不如就講薩姆二記的第一章
[00:00:37.600 --> 00:00:39.960]  就是講到哈拿的故事
[00:00:39.960 --> 00:00:45.300]  這就是一個非常典型的母親節的訊息
[00:00:45.300 --> 00:00:50.740]  我叫今天的訊息做「改變命運和國運的禱告」
[00:00:50.740 --> 00:00:54.240]  禱告真的非常非常重要
[00:00:54.240 --> 00:00:55.800]  一些背景
[00:00:55.800 --> 00:01:00.600]  我們見到薩姆二記其實是跟著《時事記》
[00:01:00.600 --> 00:01:05.700]  經過了三百至四百年《時事記》的時代
[00:01:05.700 --> 00:01:08.800]  薩姆二記的時代開始了
[00:01:08.800 --> 00:01:13.060]  溫王的時代即將就會開始
[00:01:13.060 --> 00:01:14.200]  在這個時候
[00:01:14.200 --> 00:01:18.300]  以色列人無論在道德、在樹屬靈的境況
[00:01:18.300 --> 00:01:21.200]  都是面臨危機
[00:01:21.200 --> 00:01:23.760]  在《時事記》的二十一章二十五節
[00:01:23.760 --> 00:01:27.900]  就總括了當時的情形是怎麼樣
[00:01:27.900 --> 00:01:33.100]  那時以色列宗末友王各人任意而行
[00:01:33.100 --> 00:01:36.400]  每一個人都好像現在的世界一樣
[00:01:36.400 --> 00:01:38.800]  喜歡做什麼就做什麼
[00:01:38.800 --> 00:01:41.900]  每個人做的都認為自己是對的事
[00:01:41.900 --> 00:01:45.260]  這正是現在社會的問題
[00:01:45.260 --> 00:01:47.700]  當時以色列宗末友王
[00:01:47.700 --> 00:01:53.760]  神是透過先知和祭司來帶領以色列人
[00:01:53.760 --> 00:01:55.200]  先知是什麼?
[00:01:55.200 --> 00:02:00.560]  先知就是在人的面前代表神說話
[00:02:00.560 --> 00:02:05.700]  祭司就是在神的面前代表人來獻祭給神
[00:02:05.700 --> 00:02:10.000]  兩個都是非常重要的領袖的角色
[00:02:10.000 --> 00:02:12.600]  當時在樹屬以色列
[00:02:12.600 --> 00:02:15.660]  領袖就是大祭司以利
[00:02:15.660 --> 00:02:18.160]  祂不單只是一個先知
[00:02:18.160 --> 00:02:21.900]  祂還是一個祭司、祂還是一個事施
[00:02:21.900 --> 00:02:25.100]  在樹撒姆以上的四章十八節
[00:02:25.100 --> 00:02:29.160]  說祂帶領以色列人有四十年那麼久
[00:02:29.160 --> 00:02:30.400]  但是很可惜
[00:02:30.400 --> 00:02:33.660]  以利絕對不是一個好的領袖
[00:02:33.660 --> 00:02:34.840]  在那個時候
[00:02:34.840 --> 00:02:38.400]  神給以色列人的話語是非常少
[00:02:38.400 --> 00:02:41.700]  在撒姆以上的三章一節給我們看到
[00:02:41.700 --> 00:02:46.440]  耶和華的言語稀少,不常有密事
[00:02:46.440 --> 00:02:50.340]  因為以色列人的屬靈警方是很差很差
[00:02:50.340 --> 00:02:55.140]  神是很少跟祂們有說話
[00:02:55.140 --> 00:02:58.200]  當時的祭司都是非常腐敗
[00:02:58.200 --> 00:03:01.640]  以利兩個兒子就是一個好的例子
[00:03:01.640 --> 00:03:03.940]  祂們認識耶和華
[00:03:03.940 --> 00:03:06.040]  祂們藐視祭物
[00:03:06.040 --> 00:03:11.060]  甚至祂們跟回莫門前侍後的婦人來糾合
[00:03:11.060 --> 00:03:13.200]  這些在撒姆二節的第二章
[00:03:13.200 --> 00:03:16.100]  我們遲些也會說
[00:03:16.100 --> 00:03:19.460]  如果當領袖其身不正的時候
[00:03:19.460 --> 00:03:21.260]  人民都是一樣
[00:03:21.260 --> 00:03:25.740]  當時的人是很喜歡拜偶像
[00:03:25.740 --> 00:03:28.340]  但是神就有祂的計劃
[00:03:28.340 --> 00:03:31.240]  神對祂的子民都是不離不棄
[00:03:31.240 --> 00:03:35.600]  永遠都是繼續這樣關心祂的子民
[00:03:35.600 --> 00:03:38.460]  所以很多時候我們都會認為
[00:03:38.460 --> 00:03:43.200]  現在的以色列為什麼這樣不相信神
[00:03:43.200 --> 00:03:46.800]  其實不是新的玩意
[00:03:46.800 --> 00:03:48.140]  在歷史當中
[00:03:48.140 --> 00:03:52.040]  以色列人什麼時候真真正正來服從神
[00:03:52.040 --> 00:03:53.700]  沒有的
[00:03:53.700 --> 00:03:56.040]  所以很多人說現在的以色列
[00:03:56.040 --> 00:03:58.160]  不是當年的以色列
[00:03:58.160 --> 00:03:59.500]  很對不起
[00:03:59.500 --> 00:04:03.500]  在《書聖經》裡面的以色列從來沒有服從過神
[00:04:03.500 --> 00:04:04.800]  所以我們要很小心
[00:04:04.800 --> 00:04:06.540]  當我們說現在的以色列
[00:04:06.540 --> 00:04:08.260]  不是當年的以色列
[00:04:08.260 --> 00:04:13.540]  有意無意可能會替以色列造成有災害
[00:04:13.540 --> 00:04:15.840]  造成以色列被攻擊
[00:04:15.840 --> 00:04:17.660]  我們無論個人
[00:04:17.660 --> 00:04:21.260]  無論是集體都要很小心
[00:04:21.260 --> 00:04:22.060]  要記得
[00:04:22.060 --> 00:04:24.860]  看著創世紀十二章神的應許
[00:04:24.860 --> 00:04:27.740]  祝福以色列的是秘神祝福
[00:04:27.740 --> 00:04:31.240]  如果是詛咒以色列的是秘神詛咒
[00:04:31.240 --> 00:04:32.860]  當我們有意無意
[00:04:32.860 --> 00:04:36.360]  令到以色列被詛咒的時候
[00:04:36.360 --> 00:04:39.240]  我們自己都可能會被神詛咒
[00:04:39.240 --> 00:04:41.500]  所以我們要很小心
[00:04:41.500 --> 00:04:42.840]  在歷史當中
[00:04:42.840 --> 00:04:44.000]  以色列人
[00:04:44.000 --> 00:04:45.640]  當他們有危難的時候
[00:04:45.640 --> 00:04:49.800]  很多時神就會差派一個嬰兒來打救他們
[00:04:49.800 --> 00:04:50.940]  很有趣
[00:04:50.940 --> 00:04:52.460]  在歷史當中
[00:04:52.460 --> 00:04:55.200]  有什麼嬰兒打救過以色列人
[00:04:55.200 --> 00:04:56.500]  摩西
[00:04:56.500 --> 00:04:57.960]  就是一個好的例子
[00:04:57.960 --> 00:04:59.160]  還有參宣
[00:04:59.160 --> 00:05:00.760]  這個士師
[00:05:00.760 --> 00:05:03.700]  還有今日經文的薩姆爾
[00:05:03.700 --> 00:05:07.700]  最重要的嬰兒來救贖世界的是誰
[00:05:07.700 --> 00:05:10.140]  是新約的耶穌基督
[00:05:10.140 --> 00:05:12.400]  救贖世人
[00:05:12.400 --> 00:05:15.040]  嬰兒就是代表新的生命
[00:05:15.040 --> 00:05:17.300]  是代表新的開始
[00:05:17.300 --> 00:05:19.960]  嬰兒的受孕和出生
[00:05:19.960 --> 00:05:22.040]  本身就是一個神蹟
[00:05:22.040 --> 00:05:23.740]  創世紀三十章
[00:05:23.740 --> 00:05:26.140]  一至二節
[00:05:26.140 --> 00:05:27.500]  而且很多時
[00:05:27.500 --> 00:05:30.260]  神是會彰顯祂的大能
[00:05:30.260 --> 00:05:32.640]  就是揀選那些不育的母親
[00:05:32.640 --> 00:05:35.560]  透過他們是給他們一個嬰兒
[00:05:35.560 --> 00:05:36.360]  例如
[00:05:36.360 --> 00:05:39.440]  神是將以薩賜給撒拉
[00:05:39.440 --> 00:05:41.700]  將雅各賜給利伯加
[00:05:41.700 --> 00:05:45.100]  將約瑟賜給拉結一樣
[00:05:45.100 --> 00:05:50.540]  同樣神是將薩姆爾賜給哈拿
[00:05:50.540 --> 00:05:51.560]  日後
[00:05:51.560 --> 00:05:54.160]  薩姆爾就會帶領以色列人
[00:05:54.160 --> 00:05:56.500]  和菲利士人來交戰
[00:05:56.500 --> 00:06:00.040]  要以色列人一心歸向耶穌說
[00:06:00.040 --> 00:06:03.200]  要他們排除他們生命中的偶像
[00:06:03.200 --> 00:06:07.160]  薩姆爾寄的七章三節
[00:06:07.160 --> 00:06:09.860]  當一個國家出現問題的時候
[00:06:09.860 --> 00:06:12.200]  很多時我們是需要看一下
[00:06:12.200 --> 00:06:16.500]  其實可能是由家庭的問題開始
[00:06:16.500 --> 00:06:17.500]  為什麼?
[00:06:17.500 --> 00:06:22.940]  因為國家的基本單位就是家庭
[00:06:22.940 --> 00:06:25.260]  所以很多時當家庭出現問題
[00:06:25.260 --> 00:06:27.360]  國家都會出現問題
[00:06:27.360 --> 00:06:30.540]  在聖經裡面時時是用夫妻的關係
[00:06:30.540 --> 00:06:34.440]  來代表人和神的關係
[00:06:34.440 --> 00:06:36.040]  當一個家庭
[00:06:36.040 --> 00:06:40.100]  做丈夫的不能夠對妻子專一的時候
[00:06:40.100 --> 00:06:44.360]  國家的領袖同樣不能夠向神專一
[00:06:44.360 --> 00:06:49.700]  這是在聖經裡面重複出現的例證
[00:06:49.700 --> 00:06:53.440]  今天故事的主角就是哈拿
[00:06:53.440 --> 00:06:55.800]  薩姆爾上的第一章
[00:06:55.800 --> 00:06:57.000]  今天很高興
[00:06:57.000 --> 00:07:01.800]  彭長老和伊麟的女兒哈拿在我們的託祝
[00:07:01.800 --> 00:07:04.200]  她就是哈拿
[00:07:04.200 --> 00:07:07.000]  看著經文裡面的哈拿
[00:07:07.000 --> 00:07:08.900]  她是滿有問題
[00:07:08.900 --> 00:07:10.700]  她有三個問題
[00:07:10.700 --> 00:07:11.340]  第一
[00:07:11.340 --> 00:07:13.060]  她的身體出現問題
[00:07:13.060 --> 00:07:15.140]  她不能夠生養
[00:07:15.140 --> 00:07:16.640]  遲些我們會看到
[00:07:16.640 --> 00:07:20.100]  是神令到她不能夠生養
[00:07:20.100 --> 00:07:22.060]  除了她身體出現問題
[00:07:22.060 --> 00:07:23.760]  還有第二個問題
[00:07:23.760 --> 00:07:25.940]  是她的婚姻出現問題
