
[00:00:00.000 --> 00:00:06.000]  因爲我們繼續講北島庸的第二港開發資源
[00:00:06.000 --> 00:00:11.000]  我們都是生活在大都市的人
[00:00:11.000 --> 00:00:14.000]  在都市生活有都市的好處
[00:00:14.000 --> 00:00:16.000]  不過也有不好處
[00:00:16.000 --> 00:00:19.000]  在大都市生活的人很多時候
[00:00:19.000 --> 00:00:24.000]  在不知不覺當中都會染上所謂的都市病
[00:00:24.000 --> 00:00:27.000]  大家有沒有聽過都市病
[00:00:27.000 --> 00:00:28.000]  我在香港已經聽過了
[00:00:28.000 --> 00:00:30.000]  聽到過來美國
[00:00:30.000 --> 00:00:31.000]  因爲凡是大都市都有的
[00:00:31.000 --> 00:00:32.000]  包括什麼呢
[00:00:32.000 --> 00:00:33.000]  神經衰弱
[00:00:33.000 --> 00:00:34.000]  有沒有啊大家
[00:00:34.000 --> 00:00:36.000]  抑鬱
[00:00:36.000 --> 00:00:38.000]  特別是美國很多人抑鬱
[00:00:38.000 --> 00:00:40.000]  很多時候叫burn out
[00:00:40.000 --> 00:00:42.000]  我們叫耗盡
[00:00:42.000 --> 00:00:43.000]  心力交瘁
[00:00:43.000 --> 00:00:45.000]  哎呀我不可以再survive了
[00:00:45.000 --> 00:00:48.000]  死了就好了
[00:00:48.000 --> 00:00:51.000]  這些都是我們時時會見到的
[00:00:51.000 --> 00:00:54.000]  一些都市病
[00:00:54.000 --> 00:00:56.000]  因爲事實上在大都市當中
[00:00:56.000 --> 00:01:01.000]  我們的生活和工作的節奏快
[00:01:01.000 --> 00:01:03.000]  快就令我們緊張
[00:01:03.000 --> 00:01:07.000]  除了節奏快令我們生活緊張之外
[00:01:07.000 --> 00:01:11.000]  事實上工作的壓力很大
[00:01:11.000 --> 00:01:14.000]  公司裏面大家都知道
[00:01:14.000 --> 00:01:19.000]  時常會有改組合併解僱員工
[00:01:19.000 --> 00:01:22.000]  這些似乎是在所難免的事情
[00:01:22.000 --> 00:01:24.000]  所以很多時候讓我們覺得
[00:01:24.000 --> 00:01:30.000]  身體和心靈很疲乏
[00:01:30.000 --> 00:01:32.000]  回到家裏就軟了
[00:01:32.000 --> 00:01:34.000]  什麼都做不到
[00:01:34.000 --> 00:01:36.000]  如果還要陪孩子玩和煮飯
[00:01:36.000 --> 00:01:40.000]  生活真的很辛苦
[00:01:40.000 --> 00:01:43.000]  如果再加上一些不如意的事情
[00:01:43.000 --> 00:01:46.000]  發生在我們身上的時候
[00:01:46.000 --> 00:01:51.000]  很多時候魔鬼就會利用這些機會
[00:01:51.000 --> 00:01:54.000]  去攻擊我們
[00:01:54.000 --> 00:01:55.000]  乘虛而入
[00:01:55.000 --> 00:01:59.000]  讓我們失去了對神的信心
[00:01:59.000 --> 00:02:03.000]  我們開始很容易會軟弱
[00:02:03.000 --> 00:02:04.000]  會跌倒
[00:02:04.000 --> 00:02:06.000]  甚至我見到有些人
[00:02:06.000 --> 00:02:10.000]  在這些情況下會離開神
[00:02:10.000 --> 00:02:13.000]  基督徒似乎我們都要面對這些事情
[00:02:13.000 --> 00:02:15.000]  我不知道大家有沒有試過
[00:02:15.000 --> 00:02:18.000]  落在類似這樣的光景當中
[00:02:18.000 --> 00:02:20.000]  如果有的話
[00:02:20.000 --> 00:02:23.000]  我們怎麼能夠東山再起呢
[00:02:23.000 --> 00:02:25.000]  東山再起
[00:02:25.000 --> 00:02:27.000]  我們怎麼可以捲土重來
[00:02:27.000 --> 00:02:34.000]  可以做一個在屬靈戰場上的不鬥勇呢
[00:02:34.000 --> 00:02:38.000]  我想起中國古代打仗
[00:02:38.000 --> 00:02:41.000]  因爲師妹最近經常看中國古代的連續劇
[00:02:41.000 --> 00:02:43.000]  很喜歡看歷史劇
[00:02:43.000 --> 00:02:47.000]  打仗 戰國 諸如此類
[00:02:47.000 --> 00:02:50.000]  中國人以前打仗的時間
[00:02:50.000 --> 00:02:57.000]  沒有現在那麼先進的偵察儀和運輸工具
[00:02:57.000 --> 00:02:59.000]  所以如果在古代打仗
[00:02:59.000 --> 00:03:05.000]  做主席的除了需要調兵遣將之外
[00:03:05.000 --> 00:03:10.000]  他必須具備兩個得勝的條件
[00:03:10.000 --> 00:03:12.000]  大家知道是什麼嗎
[00:03:12.000 --> 00:03:14.000]  這是我想的
[00:03:14.000 --> 00:03:18.000]  第一 物資
[00:03:18.000 --> 00:03:22.000]  讓軍隊有軍備和糧食
[00:03:22.000 --> 00:03:24.000]  可以繼續打仗
[00:03:24.000 --> 00:03:28.000]  戰車戰馬可以隨時出動
[00:03:28.000 --> 00:03:31.000]  所以打仗的人說
[00:03:31.000 --> 00:03:33.000]  三軍未動
[00:03:33.000 --> 00:03:35.000]  下一句是什麼
[00:03:35.000 --> 00:03:36.000]  糧草要先行
[00:03:36.000 --> 00:03:38.000]  沒有糧草打什麼仗
[00:03:38.000 --> 00:03:41.000]  根本沒得打了
[00:03:41.000 --> 00:03:43.000]  這是第一個得勝的條件
[00:03:43.000 --> 00:03:46.000]  有資源 有糧食 有糧草
[00:03:46.000 --> 00:03:47.000]  有物資
[00:03:47.000 --> 00:03:50.000]  第二個條件是什麼呢
[00:03:50.000 --> 00:03:52.000]  剛纔給大家提示
[00:03:52.000 --> 00:03:54.000]  情報
[00:03:54.000 --> 00:03:57.000]  舊時的時間夠探子
[00:03:57.000 --> 00:04:00.000]  沒有現在的偵察機和雷達
[00:04:00.000 --> 00:04:02.000]  什麼都沒有 靠探子
[00:04:02.000 --> 00:04:04.000]  情報很重要
[00:04:04.000 --> 00:04:06.000]  孫子兵法有說
[00:04:06.000 --> 00:04:08.000]  知己知彼
[00:04:08.000 --> 00:04:11.000]  才能百戰百勝
[00:04:11.000 --> 00:04:13.000]  所以如果我們想
[00:04:13.000 --> 00:04:15.000]  我們的屬靈生命
[00:04:15.000 --> 00:04:17.000]  在一個所謂的spiritual warfare
[00:04:17.000 --> 00:04:19.000]  一個屬靈的征戰當中
[00:04:19.000 --> 00:04:21.000]  我們怎麼能夠讓我們的屬靈生命
[00:04:21.000 --> 00:04:25.000]  不會一跌倒就起不來
[00:04:25.000 --> 00:04:27.000]  我們能夠做到一個
[00:04:27.000 --> 00:04:29.000]  屬靈的不鬥翁
[00:04:29.000 --> 00:04:31.000]  我們就必須要
[00:04:31.000 --> 00:04:34.000]  有一個源源不絕
[00:04:34.000 --> 00:04:37.000]  可以讓我們繼續打仗的資源
[00:04:37.000 --> 00:04:41.000]  而且我們也要知道敵人的虛實
[00:04:41.000 --> 00:04:43.000]  和他們的戰略
[00:04:43.000 --> 00:04:48.000]  然後我們打仗纔會有得勝的把握
[00:04:48.000 --> 00:04:51.000]  所以今天和大家要分享的就是
[00:04:51.000 --> 00:04:55.000]  怎麼能夠得到這些資源
[00:04:55.000 --> 00:04:56.000]  你要得到資源
[00:04:56.000 --> 00:05:00.000]  首先你要懂得怎麼去接上這些資源
[00:05:00.000 --> 00:05:03.000]  接上這些源源不絕的資源
[00:05:03.000 --> 00:05:05.000]  我們繼續看哥羅西書
[00:05:05.000 --> 00:05:07.000]  他將第九第十節說到
[00:05:07.000 --> 00:05:12.000]  因爲上帝完整的神聖具體地在基督裏
[00:05:12.000 --> 00:05:15.000]  而你們跟基督連結
[00:05:15.000 --> 00:05:18.000]  也得到豐盛的生命
[00:05:18.000 --> 00:05:19.000]  他是元首
[00:05:19.000 --> 00:05:25.000]  超越一切靈界的執政者和掌權者
[00:05:25.000 --> 00:05:27.000]  如果你看的是和合本聖經的話
[00:05:27.000 --> 00:05:31.000]  他說因爲神本性一切的豐盛
[00:05:31.000 --> 00:05:35.000]  有形有體的居住在基督耶穌裏
[00:05:35.000 --> 00:05:39.000]  你們在祂裏也得到豐盛
[00:05:39.000 --> 00:05:45.000]  所以我們在哪裏可以得到那些源源不絕豐盛的資源呢
[00:05:45.000 --> 00:05:47.000]  聖經說得很清楚
[00:05:47.000 --> 00:05:49.000]  無論是和合本也好
[00:05:49.000 --> 00:05:52.000]  現代中文版也好
[00:05:52.000 --> 00:05:55.000]  怎樣在哪裏得到呢
[00:05:55.000 --> 00:05:57.000]  是在耶穌基督裏
[00:05:57.000 --> 00:05:59.000]  是在基督裏
[00:05:59.000 --> 00:06:05.000]  聖經說我們在基督裏可以得到神本性一切的豐盛
[00:06:05.000 --> 00:06:07.000]  在基督裏
[00:06:07.000 --> 00:06:08.000]  當我說在基督裏
[00:06:08.000 --> 00:06:10.000]  在耶穌基督裏面
[00:06:10.000 --> 00:06:13.000]  這裏說到一種關係
[00:06:13.000 --> 00:06:17.000]  是從我們相信和接受耶穌基督的時候開始
[00:06:17.000 --> 00:06:20.000]  然後我們邀請耶穌進入我們的生命當中
[00:06:20.000 --> 00:06:25.000]  讓耶穌的靈就是聖靈活在我們的裏面
[00:06:25.000 --> 00:06:30.000]  開始掌管和引導我們每日的生活
[00:06:30.000 --> 00:06:32.000]  當聖靈在我們裏面的時候
[00:06:32.000 --> 00:06:34.000]  聖靈的工作是什麼呢
[00:06:34.000 --> 00:06:35.000]  祂會提點我們
[00:06:35.000 --> 00:06:36.000]  祂會責備我們
[00:06:36.000 --> 00:06:38.000]  祂會安慰我們
[00:06:38.000 --> 00:06:39.000]  祂會教導我們
[00:06:39.000 --> 00:06:42.000]  祂也會指示我們當行的路
[00:06:42.000 --> 00:06:44.000]  讓我們能夠認識真理
[00:06:44.000 --> 00:06:46.000]  讓我們能夠防備試探
[00:06:46.000 --> 00:06:48.000]  讓我們抵擋引誘
[00:06:48.000 --> 00:06:51.000]  也可以讓我們重新得力
[00:06:51.000 --> 00:06:53.000]  所以在基督裏面來說
[00:06:53.000 --> 00:06:58.000]  首先我們和耶穌基督要建立一個美好的關係
[00:06:58.000 --> 00:07:01.000]  然後這些所謂有形有體的神豐盛的本性
[00:07:01.000 --> 00:07:03.000]  就會在我們的生命當中
[00:07:03.000 --> 00:07:05.000]  因爲聖經剛纔說得很清楚
[00:07:05.000 --> 00:07:09.000]  這些神豐盛的本性是住在耶穌基督裏面
[00:07:09.000 --> 00:07:11.000]  而因爲我們都在耶穌裏面的時候
[00:07:11.000 --> 00:07:15.000]  都可以分享到這些豐富
[00:07:15.000 --> 00:07:20.000]  所以這是一個很大的保障
[00:07:20.000 --> 00:07:22.000]  但是如果再看聖經的時候
[00:07:22.000 --> 00:07:23.000]  不僅如此
[00:07:23.000 --> 00:07:24.000]  聖經告訴我們
[00:07:24.000 --> 00:07:29.000]  耶穌是各樣執政掌權者的元首
[00:07:29.000 --> 00:07:30.000]  換句話說
[00:07:30.000 --> 00:07:32.000]  耶穌是天上地下
[00:07:32.000 --> 00:07:35.000]  無論是屬靈的屬物質的
[00:07:35.000 --> 00:07:40.000]  所有執政者和掌權者的首領
[00:07:40.000 --> 00:07:41.000]  那祂就有無上的權威
[00:07:41.000 --> 00:07:42.000]  祂是阿頭
[00:07:42.000 --> 00:07:43.000]  有無上的權威
[00:07:43.000 --> 00:07:44.000]  有無上的能力
[00:07:44.000 --> 00:07:47.000]  祂可以支配萬有
[00:07:47.000 --> 00:07:49.000]  事實上聖經告訴我們
[00:07:49.000 --> 00:07:51.000]  宇宙萬物都是因爲耶穌基督
[00:07:51.000 --> 00:07:54.000]  被創造出來的
[00:07:54.000 --> 00:07:57.000]  希伯來書第一章第二節
[00:07:57.000 --> 00:07:59.000]  這裏說到這一節
[00:07:59.000 --> 00:08:00.000]  就是說到耶穌基督
[00:08:00.000 --> 00:08:03.000]  上帝曾經藉助祂創造宇宙
[00:08:03.000 --> 00:08:08.000]  而且是揀選祂來承受萬有
[00:08:08.000 --> 00:08:10.000]  既然是這樣的時候
[00:08:10.000 --> 00:08:14.000]  雖然我們仍然會爲家人
[00:08:14.000 --> 00:08:16.000]  或者我們的朋友去生病
[00:08:16.000 --> 00:08:17.000]  好像我們剛纔
[00:08:17.000 --> 00:08:20.000]  爲教會和弟兄姊妹的需要來祈禱
[00:08:20.000 --> 00:08:21.000]  會不會擔心呢
[00:08:21.000 --> 00:08:22.000]  會擔心的
[00:08:22.000 --> 00:08:24.000]  但是在耶穌基督裏面
[00:08:24.000 --> 00:08:25.000]  我們可以得到力量
[00:08:25.000 --> 00:08:27.000]  我們可以得到信心
[00:08:27.000 --> 00:08:31.000]  讓我們瞭解如何去安慰他們
[00:08:31.000 --> 00:08:32.000]  和照顧他們
[00:08:32.000 --> 00:08:35.000]  雖然我們會感到疲倦
[00:08:35.000 --> 00:08:38.000]  甚至有時候會覺得力不從心
[00:08:38.000 --> 00:08:40.000]  但是在耶穌基督裏面
[00:08:40.000 --> 00:08:44.000]  我們可以將自己完全的
[00:08:44.000 --> 00:08:45.000]  將自己的生命
[00:08:45.000 --> 00:08:48.000]  傾倒在耶穌基督的身上
[00:08:48.000 --> 00:08:50.000]  讓耶穌基督攙扶着我們走
[00:08:50.000 --> 00:08:55.000]  甚至揹着我們繼續向前走
[00:08:55.000 --> 00:08:59.000]  雖然有時候我們仍然會覺得迷茫
[00:08:59.000 --> 00:09:02.000]  看不清楚前面的路應該怎麼走
[00:09:02.000 --> 00:09:04.000]  但是因爲在耶穌基督裏面
[00:09:04.000 --> 00:09:06.000]  耶穌有在我們裏面的緣故
