
[00:00:00.000 --> 00:00:02.440]  好,請姐妹平安
[00:00:02.440 --> 00:00:06.080]  我們再一次低頭禱告
[00:00:06.080 --> 00:00:08.880]  天父,我們求祢自己向我們說話
[00:00:08.880 --> 00:00:11.560]  當我們來到祢面前聚集的時候
[00:00:11.560 --> 00:00:15.760]  我們知道祢的心意並不是隱藏的
[00:00:15.760 --> 00:00:18.560]  祢的話語卻不是封閉的
[00:00:18.560 --> 00:00:20.520]  願意我們都有聆聽的耳朵
[00:00:20.520 --> 00:00:21.840]  願意祢自己的說話
[00:00:21.840 --> 00:00:23.040]  甦醒我們的心靈
[00:00:23.040 --> 00:00:26.000]  願意祢讓我們看到祢的心意的時候
[00:00:26.000 --> 00:00:28.000]  有一個積極回應的心
[00:00:28.000 --> 00:00:30.360]  我們這樣禱告,奉耶穌基督的名祈求
[00:00:30.360 --> 00:00:31.080]  阿們
[00:00:58.000 --> 00:01:00.920]  祂住了接近七十年
[00:01:00.920 --> 00:01:02.840]  而神的應許就是說
[00:01:02.840 --> 00:01:05.040]  七十年之後祂們可以回歸
[00:01:05.040 --> 00:01:07.680]  而正如神的應許一樣
[00:01:07.680 --> 00:01:11.200]  當七十年的時間過了之後
[00:01:11.200 --> 00:01:13.200]  祂們就有一批的人
[00:01:13.200 --> 00:01:15.600]  就藉著所羅巴伯的帶領
[00:01:15.600 --> 00:01:18.960]  來回歸耶路撒冷那裡
[00:01:18.960 --> 00:01:21.240]  祂們希望去重建祂們的家園
[00:01:21.240 --> 00:01:23.400]  當然回到耶路撒冷的時候
[00:01:23.400 --> 00:01:25.480]  除了重建家園
[00:01:25.480 --> 00:01:28.120]  當然重要的是祂們想重建
[00:01:28.120 --> 00:01:30.480]  他們敬拜的中心就是聖殿
[00:01:30.480 --> 00:01:32.680]  《哈該書》就說到
[00:01:32.680 --> 00:01:34.640]  在那一段的時期
[00:01:34.640 --> 00:01:35.880]  祂們雖然回歸了
[00:01:35.880 --> 00:01:37.400]  但是過了十八年
[00:01:37.400 --> 00:01:40.200]  還是起不來
[00:01:40.200 --> 00:01:43.320]  《喻當中》上一次說《哈該書》的時候
[00:01:43.320 --> 00:01:45.080]  都說到祂們所遇到的問題
[00:01:45.080 --> 00:01:48.440]  無論是仇敵的攻擊
[00:01:48.440 --> 00:01:50.240]  或者資源的缺乏
[00:01:50.240 --> 00:01:53.360]  或者生活上的需要
[00:01:53.360 --> 00:01:57.240]  以致到祂們每個人都只顧著自己的事
[00:01:57.240 --> 00:01:59.400]  而沒有去聖殿已經停止了
[00:01:59.400 --> 00:02:04.200]  但是經過《哈該》先知的呼喚和提醒
[00:02:04.200 --> 00:02:06.680]  經過了十八年之後
[00:02:06.680 --> 00:02:11.480]  祂們再一次重新繼續
[00:02:11.480 --> 00:02:13.800]  十八年前未完成的工作
[00:02:13.800 --> 00:02:16.040]  於是祂們就重建聖殿了
[00:02:16.040 --> 00:02:18.960]  在《聖經》的記載
[00:02:18.960 --> 00:02:22.280]  在《以斯拉尼希米基》這兩卷的書
[00:02:22.280 --> 00:02:26.320]  就講到在那一段時間所發生的事情
[00:02:26.320 --> 00:02:27.320]  基本上
[00:02:27.320 --> 00:02:33.280]  祂們在聖殿的過程中
[00:02:33.280 --> 00:02:38.680]  當神藉著《哈該》先知來提醒我們的時候
[00:02:38.680 --> 00:02:43.960]  祂們已經經過了差不多三、四年的時間
[00:02:43.960 --> 00:02:45.960]  其實就已經建好了
[00:02:45.960 --> 00:02:47.120]  聖殿就建好了
[00:02:47.120 --> 00:02:51.440]  雖然當然聖殿就不是所羅門那麼榮華
[00:02:51.440 --> 00:02:55.720]  那麼漂亮的一個聖殿
[00:02:55.720 --> 00:02:58.520]  但是基本上都是建好了一個聖殿
[00:02:58.520 --> 00:03:02.440]  接下來在《尼希米基》這一段時間
[00:03:02.440 --> 00:03:07.160]  就講到祂們建好了聖殿之後所發生的事情
[00:03:07.160 --> 00:03:12.560]  接著會和大家一起來思想的
[00:03:12.560 --> 00:03:15.600]  希望就是我們接下來有一些時間
[00:03:15.600 --> 00:03:18.280]  就會思想《尼希米基》
[00:03:18.280 --> 00:03:21.400]  因為其中《尼希米基》給我一個很深刻的印象
[00:03:21.400 --> 00:03:24.880]  就是當中《尼希米基》不是一個局外人
[00:03:24.880 --> 00:03:26.520]  來去看這些事情
[00:03:26.520 --> 00:03:29.960]  好像一個歷史家記載這些歷史一樣發生
[00:03:29.960 --> 00:03:31.960]  他是一個局內人
[00:03:31.960 --> 00:03:35.840]  而《尼希米基》所記載的事情
[00:03:35.840 --> 00:03:41.560]  基本上就是在他親身的經歷
[00:03:41.560 --> 00:03:43.760]  差不多《尼希米基》的寫作形式
[00:03:43.760 --> 00:03:46.960]  就是像一個日記
[00:03:46.960 --> 00:03:50.480]  個人的日記這樣來去發生
[00:03:50.480 --> 00:03:53.760]  而在《尼希米基》這樣的日記的時候
[00:03:53.760 --> 00:03:56.600]  他們就發生了什麼事呢
[00:03:56.600 --> 00:04:01.000]  《尼希米基》是以第一身的方式來去講的
[00:04:01.000 --> 00:04:04.840]  我們都希望在當中來去反省一下
[00:04:04.840 --> 00:04:10.560]  你想像一下好像帶大家重回在那一段的歷史當中
[00:04:10.560 --> 00:04:13.600]  想像一下你回到以前的歷史的時候
[00:04:13.600 --> 00:04:17.800]  我們會不會在《尼希米基》身上有什麼學習呢
[00:04:17.800 --> 00:04:22.320]  或者在《尼希米基》身上的經歷給我們有什麼啟示呢
[00:04:22.320 --> 00:04:26.520]  一開始的時候其實《尼希米基》
[00:04:26.520 --> 00:04:28.600]  他去打聽到一個消息
[00:04:28.600 --> 00:04:32.040]  他就講到神的子民經歷了大患難
[00:04:32.040 --> 00:04:32.800]  他說
[00:04:32.800 --> 00:04:36.600]  「哈加利亞的兒子尼希米的言語如下」
[00:04:36.600 --> 00:04:39.560]  基本上這個是好像日記那樣寫的
[00:04:39.560 --> 00:04:45.840]  「阿達薩西皇帝二十年基斯留月」
[00:04:45.840 --> 00:04:47.800]  「我在舒山城的公眾」
[00:04:47.800 --> 00:04:51.000]  當時他所侍奉的皇帝
[00:04:51.000 --> 00:04:54.800]  阿達薩西皇帝基本上已經進入了波斯的年代
[00:04:54.800 --> 00:04:59.720]  他們的首都也是在舒山城
[00:04:59.720 --> 00:05:03.360]  如果你記得以斯帖都是類似那個時期
[00:05:03.360 --> 00:05:06.280]  以斯帖所發生的事情
[00:05:06.280 --> 00:05:07.680]  就是在舒山城
[00:05:07.680 --> 00:05:11.680]  就是當時他們的一個首都
[00:05:11.680 --> 00:05:17.760]  「那時有我的一個弟兄哈拿尼」
[00:05:17.760 --> 00:05:20.120]  「同著幾個人從猶太來」
[00:05:20.120 --> 00:05:26.360]  「我問他們這些成租秘魯歸回盛夏」
[00:05:26.360 --> 00:05:31.480]  「逃脫的猶太人他們所有撒冷的干境」
[00:05:31.480 --> 00:05:33.000]  他問到那個干境的時候
[00:05:33.000 --> 00:05:36.520]  「他們說那些秘魯歸回盛夏的人」
[00:05:36.520 --> 00:05:40.000]  「在猶太省遭大難受凌辱」
[00:05:40.000 --> 00:05:44.120]  「並且耶路撒冷的城牆被毀」
[00:05:44.120 --> 00:05:47.480]  「城門被大火焚燒」
[00:05:47.480 --> 00:05:52.480]  是一個非常慘淡的消息他收到
[00:05:52.480 --> 00:05:58.080]  當時他自己就住在舒山城
[00:05:58.080 --> 00:05:59.800]  後面你就知道
[00:05:59.800 --> 00:06:02.920]  尼熹米基本上是一個高官
[00:06:02.920 --> 00:06:04.400]  他的職位是酒政
[00:06:04.400 --> 00:06:09.000]  酒政是一個非常高的官位
[00:06:09.000 --> 00:06:11.400]  在當時的歷史上記載
[00:06:11.400 --> 00:06:14.920]  其實如果你不是皇親貴就
[00:06:14.920 --> 00:06:16.760]  是沒有機會做這些職位
[00:06:16.760 --> 00:06:22.480]  因為這個職位是經常可以見到皇帝的
[00:06:22.480 --> 00:06:24.800]  你看以斯帖記的時候你就知道
[00:06:24.800 --> 00:06:27.400]  當時的人除了大官
[00:06:27.400 --> 00:06:29.640]  或者很高職位的人才可以見到皇帝
[00:06:29.640 --> 00:06:32.280]  以斯帖皇后想見皇帝
[00:06:32.280 --> 00:06:35.320]  都是困難重重的
[00:06:35.320 --> 00:06:37.680]  她會面對殺頭的危險
[00:06:37.680 --> 00:06:39.160]  如果她貿貿然去見皇帝
[00:06:39.160 --> 00:06:42.800]  而尼熹米的職位做酒政
[00:06:42.800 --> 00:06:45.080]  就是每天都見到皇帝
[00:06:45.080 --> 00:06:47.880]  是一個非常難得的高官位置
[00:06:47.880 --> 00:06:52.000]  所以他沒有回到耶路撒冷
[00:06:52.000 --> 00:06:55.040]  他就很正常地關心
[00:06:55.040 --> 00:06:57.520]  問一下打聽一下現在耶路撒冷的消息
[00:06:57.520 --> 00:07:00.320]  那些人帶來的消息他就說
[00:07:00.320 --> 00:07:02.960]  「遭大難受凌辱」
[00:07:02.960 --> 00:07:07.640]  「並且城牆拆毀城門被火焚燒」
[00:07:07.640 --> 00:07:13.880]  基本上就好像一個被人洗劫一空的狀況
[00:07:13.880 --> 00:07:17.240]  尼熹米他們所面對的是一個
[00:07:17.240 --> 00:07:20.240]  或者以色列人、猶太人他們回歸了的那些人
[00:07:20.240 --> 00:07:24.520]  所面對的就是一個好像被人洗劫一空
[00:07:24.520 --> 00:07:26.640]  頹垣敗瓦的狀況
[00:07:26.640 --> 00:07:27.960]  那你就問一個問題
[00:07:27.960 --> 00:07:31.760]  因為他們已經有些人回到去重建了
[00:07:31.760 --> 00:07:33.960]  聖殿也都被建好了
[00:07:33.960 --> 00:07:35.560]  現在還遭遇這些事
[00:07:35.560 --> 00:07:40.400]  所以尼熹米聽到就非常之難過
[00:07:40.400 --> 00:07:42.880]  在還沒有繼續講下去之前
[00:07:42.880 --> 00:07:49.600]  就想跟大家認識一下那段時間有幾個關鍵的日子
[00:07:49.600 --> 00:07:52.240]  你才大概有個印象知道
[00:07:52.240 --> 00:07:54.080]  那段時間發生了什麼事
[00:07:54.080 --> 00:07:58.520]  第一就是在主前586年
[00:07:58.520 --> 00:08:01.840]  耶路撒冷的聖殿就被毀了
[00:08:01.840 --> 00:08:04.440]  最後一批人也都被擄走了
[00:08:04.440 --> 00:08:07.160]  耶利米亞在這個時代被擄的
[00:08:07.160 --> 00:08:10.840]  接著在538年
[00:08:10.840 --> 00:08:14.000]  古列王就下令猶太人可以回歸了
[00:08:14.000 --> 00:08:15.560]  所羅巴伯他們回歸了
[00:08:15.560 --> 00:08:19.560]  其實在聖殿被毀和他們回歸當中
[00:08:19.560 --> 00:08:23.200]  其實大概50年左右的時間
[00:08:23.200 --> 00:08:26.480]  但是其實他們因為第一批人被擄
[00:08:26.480 --> 00:08:29.080]  他們計算70年之後回歸
[00:08:29.080 --> 00:08:32.880]  第一批人被擄就不是由聖殿被毀那個時間開始
[00:08:32.880 --> 00:08:38.400]  而是由但以利被俘虜的第一次被擄的時間開始計算70年
[00:08:38.400 --> 00:08:41.200]  因為他們是有三次被擄的
[00:08:41.200 --> 00:08:44.080]  但聖經當中有三個大的先知
[00:08:44.080 --> 00:08:46.640]  都是在代表著這三個時期被擄
[00:08:46.640 --> 00:08:48.840]  第一個先知就是但以利
[00:08:48.840 --> 00:08:50.080]  就是第一批被擄的
[00:08:50.080 --> 00:08:53.600]  那些是一些皇親國戚被人擄的
[00:08:53.600 --> 00:08:56.760]  第二次就是以斯傑先知
[00:08:56.760 --> 00:08:57.840]  就是第二次被擄
[00:08:57.840 --> 00:09:01.360]  第三次最後就是毀滅耶路撒冷城
[00:09:01.360 --> 00:09:03.200]  聖殿也被拆毀了
[00:09:03.200 --> 00:09:05.800]  就是耶利米先知被擄
[00:09:05.800 --> 00:09:09.920]  所以5038年數前70年
