
[00:00:00.000 --> 00:00:04.000]  神要讓我們興起德盛 要得地業
[00:00:04.000 --> 00:00:07.000]  現在果然要成就了 不是嗎
[00:00:07.000 --> 00:00:10.000]  最近我們在辦貸款
[00:00:10.000 --> 00:00:15.000]  那麼貸款下不下來都沒有關係
[00:00:15.000 --> 00:00:17.000]  只要神與我們同在
[00:00:17.000 --> 00:00:19.000]  我們都沒有問題
[00:00:19.000 --> 00:00:23.000]  甚至有一個弟兄跟我說
[00:00:23.000 --> 00:00:27.000]  他說牧師啊 如果錢貸不到
[00:00:27.000 --> 00:00:29.000]  我借給教會十萬塊
[00:00:29.000 --> 00:00:31.000]  我利息我都不要
[00:00:31.000 --> 00:00:33.000]  感謝神讚美神
[00:00:33.000 --> 00:00:35.000]  我看到我們的
[00:00:35.000 --> 00:00:40.000]  真的是這個事情隨時都要成就了
[00:00:40.000 --> 00:00:42.000]  這個Four Square說
[00:00:42.000 --> 00:00:44.000]  你去外面借 借不到的話
[00:00:44.000 --> 00:00:45.000]  我們借給你
[00:00:45.000 --> 00:00:46.000]  Hallelujah 讚美神
[00:00:46.000 --> 00:00:49.000]  但是Four Square要拿5%的利息
[00:00:49.000 --> 00:00:52.000]  我不想要 我要0%的利息
[00:00:52.000 --> 00:00:54.000]  感謝神讚美神
[00:00:54.000 --> 00:00:58.000]  昨天我們跟這個Healing Room Ministry
[00:00:58.000 --> 00:01:00.000]  就是美國人在我們這邊
[00:01:00.000 --> 00:01:02.000]  禮拜四晚上跟禮拜六早上
[00:01:02.000 --> 00:01:04.000]  在這邊為人一致禱告
[00:01:04.000 --> 00:01:07.000]  我們一起在做的
[00:01:07.000 --> 00:01:10.000]  特別我們準備了好多這個
[00:01:10.000 --> 00:01:14.000]  這個寫了經文的裝
[00:01:14.000 --> 00:01:16.000]  就是我們要禱告
[00:01:16.000 --> 00:01:18.000]  然後我們要憑著信心
[00:01:18.000 --> 00:01:22.000]  然後我們在這個地的視角
[00:01:22.000 --> 00:01:24.000]  盯一下這個經文
[00:01:24.000 --> 00:01:27.000]  就求神來為我們持守這地
[00:01:27.000 --> 00:01:30.000]  求神來為我們增強我們的信心
[00:01:30.000 --> 00:01:32.000]  求神讓這個地業
[00:01:32.000 --> 00:01:35.000]  完全在神的保守之中
[00:01:35.000 --> 00:01:37.000]  那麼這個經文
[00:01:37.000 --> 00:01:40.000]  每一個那個stick上面
[00:01:40.000 --> 00:01:42.000]  那個磚子上面
[00:01:42.000 --> 00:01:43.000]  都有幾個經文
[00:01:43.000 --> 00:01:48.000]  其中就有一節是生命記憶第11章
[00:01:48.000 --> 00:01:50.000]  說是我是耶和華
[00:01:50.000 --> 00:01:52.000]  你神所眷顧的
[00:01:52.000 --> 00:01:54.000]  從歲首到年終
[00:01:54.000 --> 00:01:58.000]  耶和華你神力眼目時常看顧那地
[00:01:58.000 --> 00:02:00.000]  跟著他又說
[00:02:00.000 --> 00:02:02.000]  那是我應許你的地
[00:02:02.000 --> 00:02:04.000]  是加美之處
[00:02:04.000 --> 00:02:08.000]  有高山 有河流 有水
[00:02:08.000 --> 00:02:11.000]  是雨水充沛之地
[00:02:11.000 --> 00:02:12.000]  我不是常常說嗎
[00:02:12.000 --> 00:02:13.000]  我們在外面下雨
[00:02:13.000 --> 00:02:15.000]  我們裡面也可以下雨
[00:02:15.000 --> 00:02:17.000]  這是雨水充沛
[00:02:17.000 --> 00:02:19.000]  感謝神 讚美神
[00:02:19.000 --> 00:02:22.000]  我們心祈要得這地
[00:02:22.000 --> 00:02:25.000]  如果在第二次我再說
[00:02:25.000 --> 00:02:27.000]  是在啟示錄
[00:02:27.000 --> 00:02:29.000]  我講到以福所的教會
[00:02:29.000 --> 00:02:32.000]  神說你們離棄了起初的愛心
[00:02:32.000 --> 00:02:34.000]  你們在哪裡跌倒
[00:02:34.000 --> 00:02:36.000]  就在哪裡站起來
[00:02:36.000 --> 00:02:38.000]  那麼我就要賜給你們
[00:02:38.000 --> 00:02:40.000]  生命樹的果子
[00:02:40.000 --> 00:02:41.000]  太棒了
[00:02:41.000 --> 00:02:43.000]  因為我們的老祖宗
[00:02:43.000 --> 00:02:46.000]  吃了分別三二樹的果子
[00:02:46.000 --> 00:02:49.000]  我們通通被趕出了伊甸園
[00:02:49.000 --> 00:02:51.000]  與神隔離了
[00:02:51.000 --> 00:02:53.000]  但是我們憑著信心
[00:02:53.000 --> 00:02:55.000]  我們奉主耶穌基督的名
[00:02:55.000 --> 00:02:59.000]  我們要再一次進入他的國度
[00:02:59.000 --> 00:03:01.000]  是的 感謝神
[00:03:01.000 --> 00:03:03.000]  就國度而言
[00:03:03.000 --> 00:03:06.000]  我們是上帝的子民
[00:03:06.000 --> 00:03:08.000]  所以我們要順服
[00:03:08.000 --> 00:03:10.000]  就家庭而言
[00:03:10.000 --> 00:03:12.000]  我們是神的兒女
[00:03:12.000 --> 00:03:14.000]  所以我們要歸心
[00:03:14.000 --> 00:03:16.000]  就生命而言
[00:03:16.000 --> 00:03:19.000]  我們是子女
[00:03:19.000 --> 00:03:22.000]  所以我們要熱愛我們的生命
[00:03:22.000 --> 00:03:24.000]  就工作而言
[00:03:24.000 --> 00:03:25.000]  我們是僕人
[00:03:25.000 --> 00:03:27.000]  所以我們要忠心
[00:03:27.000 --> 00:03:29.000]  感謝神 讚美神
[00:03:29.000 --> 00:03:31.000]  神說你在哪裡跌倒
[00:03:31.000 --> 00:03:33.000]  你在哪裡站起來
[00:03:33.000 --> 00:03:37.000]  然後我要把生命樹的果子給你吃
[00:03:37.000 --> 00:03:38.000]  太棒了
[00:03:38.000 --> 00:03:40.000]  感謝讚美神
[00:03:40.000 --> 00:03:42.000]  我們現在天天在吃
[00:03:42.000 --> 00:03:44.000]  生命樹的果子嗎
[00:03:44.000 --> 00:03:47.000]  然後第三次我講到的是
[00:03:47.000 --> 00:03:50.000]  四美拿的教會他們得勝了
[00:03:50.000 --> 00:03:52.000]  神說你們勿要自私忠心
[00:03:52.000 --> 00:03:55.000]  我就賜給你們那生命的冠冕
[00:03:55.000 --> 00:03:57.000]  聖靈向眾教會所說的
[00:03:57.000 --> 00:03:59.000]  有耳的當聽
[00:03:59.000 --> 00:04:00.000]  有嘴的當說
[00:04:00.000 --> 00:04:02.000]  有心有眼的要看
[00:04:02.000 --> 00:04:04.000]  得勝的
[00:04:04.000 --> 00:04:08.000]  因而得以不受第二次死的害
[00:04:08.000 --> 00:04:10.000]  感謝神 讚美神
[00:04:10.000 --> 00:04:11.000]  我都常常講說
[00:04:11.000 --> 00:04:13.000]  我們的自然生命
[00:04:13.000 --> 00:04:15.000]  有一生有一死
[00:04:15.000 --> 00:04:17.000]  這是我們的肉身
[00:04:17.000 --> 00:04:19.000]  但是當我們信了主的時候
[00:04:19.000 --> 00:04:21.000]  我們就重生了
[00:04:21.000 --> 00:04:23.000]  我們就又生了一次
[00:04:23.000 --> 00:04:26.000]  而我們就永遠不再死了
[00:04:26.000 --> 00:04:28.000]  感謝神 讚美神
[00:04:28.000 --> 00:04:31.000]  所以四美拿教會他們得勝了
[00:04:31.000 --> 00:04:34.000]  神要賜給他們生命的冠冕
[00:04:34.000 --> 00:04:36.000]  我們也是一樣
[00:04:36.000 --> 00:04:38.000]  聖經上面有許多的冠冕
[00:04:38.000 --> 00:04:39.000]  年歲的冠冕
[00:04:39.000 --> 00:04:40.000]  公益的冠冕
[00:04:40.000 --> 00:04:41.000]  仁愛的冠冕
[00:04:41.000 --> 00:04:43.000]  喜樂的冠冕
[00:04:43.000 --> 00:04:45.000]  還有各式各樣的冠冕
[00:04:45.000 --> 00:04:47.000]  這裡是生命的冠冕
[00:04:47.000 --> 00:04:52.000]  跟著我又講了一個認罪悔改
[00:04:52.000 --> 00:04:55.000]  悔改得勝的別加摩的教會
[00:04:55.000 --> 00:04:57.000]  他說你悔改
[00:04:57.000 --> 00:05:02.000]  我就不把那個
[00:05:02.000 --> 00:05:05.000]  加在你身上的罪加給你
[00:05:05.000 --> 00:05:09.000]  乃是說我要將那隱藏的瑪拿賜給你
[00:05:09.000 --> 00:05:12.000]  並賜給你一塊白石
[00:05:12.000 --> 00:05:15.000]  史上寫的新的名字
[00:05:15.000 --> 00:05:16.000]  除了那領受的人
[00:05:16.000 --> 00:05:18.000]  沒有能夠認識的
[00:05:18.000 --> 00:05:21.000]  所以我就特別講到
[00:05:21.000 --> 00:05:23.000]  我們在舊約的時候
[00:05:23.000 --> 00:05:27.000]  神賜給以色列百姓什麼東西
[00:05:27.000 --> 00:05:30.000]  四十年吃瑪拿
[00:05:30.000 --> 00:05:32.000]  這是從天上來的糧
[00:05:32.000 --> 00:05:33.000]  不是嗎
[00:05:33.000 --> 00:05:36.000]  人吃了就能夠有生命
[00:05:36.000 --> 00:05:38.000]  就能夠存活
[00:05:38.000 --> 00:05:40.000]  但是這裡在說
[00:05:40.000 --> 00:05:44.000]  他說我賜給你一個隱藏的瑪拿
[00:05:44.000 --> 00:05:46.000]  並賜給你一塊白石
[00:05:46.000 --> 00:05:47.000]  換句話說
[00:05:47.000 --> 00:05:49.000]  在新耶的時代
[00:05:49.000 --> 00:05:52.000]  神賜給我們的是隱藏的瑪拿
[00:05:52.000 --> 00:05:53.000]  是什麼
[00:05:53.000 --> 00:05:56.000]  就是主耶穌基督他自己
[00:05:56.000 --> 00:05:59.000]  神把他兒子自己賜給我們了
[00:05:59.000 --> 00:06:01.000]  所以我們每個月我們來領兵
[00:06:01.000 --> 00:06:02.000]  領受餅杯的時候
[00:06:02.000 --> 00:06:04.000]  我們都會說
[00:06:04.000 --> 00:06:06.000]  我們要吃他的肉
[00:06:06.000 --> 00:06:07.000]  喝他的血
[00:06:07.000 --> 00:06:09.000]  我們要與他的舊恩有份
[00:06:09.000 --> 00:06:12.000]  我們要有許許多多
[00:06:12.000 --> 00:06:15.000]  神要在我們中間來做工
[00:06:15.000 --> 00:06:18.000]  所以主耶穌基督賜給人了
[00:06:18.000 --> 00:06:21.000]  所以我們就能夠得聖
[00:06:21.000 --> 00:06:23.000]  我們就能夠有永生
[00:06:23.000 --> 00:06:24.000]  我們就可以坦然無懼
[00:06:24.000 --> 00:06:26.000]  來到神的面前
[00:06:26.000 --> 00:06:28.000]  感謝神讚美神
[00:06:28.000 --> 00:06:29.000]  好的
[00:06:29.000 --> 00:06:30.000]  我上次講到那個
[00:06:30.000 --> 00:06:33.000]  推壓推拉的教會
[00:06:33.000 --> 00:06:37.000]  他們是遵守主的命令到此
[00:06:37.000 --> 00:06:39.000]  這個教會是有信有望
[00:06:39.000 --> 00:06:41.000]  有愛的教會
[00:06:41.000 --> 00:06:43.000]  就好像我們的教會一樣
[00:06:43.000 --> 00:06:44.000]  但是有些人服從了
[00:06:44.000 --> 00:06:46.000]  也許別的教訓
[00:06:46.000 --> 00:06:48.000]  但是神說
[00:06:48.000 --> 00:06:49.000]  你堅持到底的
[00:06:49.000 --> 00:06:51.000]  我要給你獎賞
[00:06:51.000 --> 00:06:53.000]  感謝神讚美神
[00:06:53.000 --> 00:06:56.000]  今天我要跟各位來分享是
[00:06:56.000 --> 00:06:59.000]  因信得聖
[00:06:59.000 --> 00:07:02.000]  或者是說因信成聖
[00:07:02.000 --> 00:07:03.000]  讓我們低頭禱告
[00:07:03.000 --> 00:07:04.000]  阿爸父母我們感謝你
[00:07:04.000 --> 00:07:06.000]  我們讚美你
[00:07:06.000 --> 00:07:08.000]  你是那又正又活的神
[00:07:08.000 --> 00:07:09.000]  我們憑著信心
[00:07:09.000 --> 00:07:10.000]  奉主耶穌基督的名
[00:07:10.000 --> 00:07:12.000]  我們來宣告
[00:07:12.000 --> 00:07:13.000]  我們在這生命中
[00:07:13.000 --> 00:07:14.000]  我們走起來有
[00:07:14.000 --> 00:07:16.000]  坑坑疤疤 顛顛簸簸的
[00:07:16.000 --> 00:07:19.000]  但是神你仍然與我們同在
[00:07:19.000 --> 00:07:21.000]  你保守我們 帶領我們
[00:07:21.000 --> 00:07:23.000]  你再一次賜福於我們
[00:07:23.000 --> 00:07:24.000]  你使用我們
[00:07:24.000 --> 00:07:25.000]  一切榮耀歸給你
[00:07:25.000 --> 00:07:28.000]  禱告奉主耶穌基督的名
[00:07:28.000 --> 00:07:29.000]  阿們
[00:07:29.000 --> 00:07:30.000]  好的
[00:07:30.000 --> 00:07:32.000]  我都是常常喜歡講說
[00:07:32.000 --> 00:07:33.000]  我們基督徒的生命
[00:07:33.000 --> 00:07:35.000]  有三個步驟
[00:07:35.000 --> 00:07:37.000]  有三個時期
[00:07:37.000 --> 00:07:38.000]  第一個時期
[00:07:38.000 --> 00:07:39.000]  第一個時期
[00:07:39.000 --> 00:07:40.000]  我們是怎麼開始
[00:07:40.000 --> 00:07:42.000]  我們的生命呢
[00:07:42.000 --> 00:07:46.000]  誰可以跟我講
[00:07:46.000 --> 00:07:47.000]  重生得救
[00:07:47.000 --> 00:07:49.000]  這就是我們一個
[00:07:49.000 --> 00:07:52.000]  屬靈的生命的一個開始
[00:07:52.000 --> 00:07:54.000]  然後我們有一生之久
