
[00:00:00.000 --> 00:00:02.000]  今天講甚麼呢?
[00:00:02.000 --> 00:00:04.000]  (記者:《人到底是誰》)
[00:00:04.000 --> 00:00:06.000]  厲害,我還未講也記得
[00:00:06.000 --> 00:00:08.000]  《人到底是誰》
[00:00:08.000 --> 00:00:10.000]  What is man?
[00:00:10.000 --> 00:00:13.000]  其實《人到底是誰》的問題是很深的問題
[00:00:13.000 --> 00:00:16.000]  每個人對《人到底是誰》
[00:00:16.000 --> 00:00:19.000]  都有很多不同的看法
[00:00:19.000 --> 00:00:21.000]  有很多人覺得人是甚麼呢?
[00:00:21.000 --> 00:00:24.000]  人就是猴子進化而來的
[00:00:24.000 --> 00:00:27.000]  這個圖畫你經常上網去哪裡都找到的
[00:00:27.000 --> 00:00:30.000]  不過我又找到另一張圖畫
[00:00:30.000 --> 00:00:32.000]  這張圖畫很有趣的
[00:00:32.000 --> 00:00:34.000]  究竟人是進化還是退化呢?
[00:00:34.000 --> 00:00:38.000]  由猴子變成人,現在變成猴子一樣
[00:00:38.000 --> 00:00:42.000]  所以Evolution or is it?
[00:00:42.000 --> 00:00:46.000]  有些人覺得人是由猿猴演變而生
[00:00:46.000 --> 00:00:48.000]  但到底要變成怎樣呢?
[00:00:48.000 --> 00:00:50.000]  至終是怎樣的呢?
[00:00:50.000 --> 00:00:52.000]  另外一些,他們怎樣看人呢?
[00:00:52.000 --> 00:00:54.000]  人是甚麼呢?
[00:00:54.000 --> 00:00:57.000]  他是Colon the Barbarian
[00:00:57.000 --> 00:01:00.000]  又是Terminator,又是加州州長
[00:01:00.000 --> 00:01:02.000]  無論怎樣都好
[00:01:02.000 --> 00:01:04.000]  有很多人覺得
[00:01:04.000 --> 00:01:06.000]  人在這個世界上最重要的是甚麼呢?
[00:01:06.000 --> 00:01:08.000]  衣食住行無憂
[00:01:08.000 --> 00:01:12.000]  為了我們在這裡能夠得到生活的成功、名利
[00:01:12.000 --> 00:01:14.000]  作出努力,這個就是人
[00:01:14.000 --> 00:01:16.000]  人只有今生
[00:01:16.000 --> 00:01:19.000]  所以利用他的肌肉
[00:01:19.000 --> 00:01:21.000]  現在竟然可以成為州長
[00:01:21.000 --> 00:01:23.000]  退休做甚麼就不知道了
[00:01:23.000 --> 00:01:25.000]  下一張
[00:01:25.000 --> 00:01:28.000]  這個是Iron Man
[00:01:28.000 --> 00:01:31.000]  有些人認為人是甚麼呢?
[00:01:31.000 --> 00:01:33.000]  人是機器
[00:01:33.000 --> 00:01:35.000]  我們的肉身不耐煩
[00:01:35.000 --> 00:01:37.000]  機器也耐煩一點
[00:01:37.000 --> 00:01:39.000]  但機器用來做甚麼呢?
[00:01:39.000 --> 00:01:41.000]  機器一定要講它的生產力
[00:01:41.000 --> 00:01:43.000]  有多powerful
[00:01:43.000 --> 00:01:45.000]  你沒有了生產力
[00:01:45.000 --> 00:01:47.000]  沒有了power的時候
[00:01:47.000 --> 00:01:49.000]  就沒用了,廢電
[00:01:49.000 --> 00:01:51.000]  變成廢電
[00:01:51.000 --> 00:01:53.000]  另外有些人
[00:01:53.000 --> 00:01:57.000]  有些人說
[00:01:57.000 --> 00:01:59.000]  牧師,你說的太膚淺了
[00:01:59.000 --> 00:02:01.000]  只有身體嗎?
[00:02:01.000 --> 00:02:03.000]  其實人最重要的是心
[00:02:03.000 --> 00:02:05.000]  人的心靈、人的靈魂
[00:02:05.000 --> 00:02:07.000]  是最重要的
[00:02:07.000 --> 00:02:09.000]  行屍走肉哪是人呢?
[00:02:09.000 --> 00:02:11.000]  所以我們應該強調
[00:02:11.000 --> 00:02:13.000]  人的靈魂
[00:02:13.000 --> 00:02:15.000]  才是人真我的所在
[00:02:15.000 --> 00:02:17.000]  有些人就是
[00:02:17.000 --> 00:02:19.000]  這樣去解讀
[00:02:19.000 --> 00:02:21.000]  人到底是甚麼
[00:02:21.000 --> 00:02:23.000]  我想問問大家
[00:02:23.000 --> 00:02:25.000]  那你自己呢?
[00:02:25.000 --> 00:02:27.000]  你認為人到底是甚麼呢?
[00:02:27.000 --> 00:02:29.000]  人到底是誰呢?
[00:02:29.000 --> 00:02:31.000]  或者
[00:02:31.000 --> 00:02:33.000]  before今天這一堂的敬拜
[00:02:33.000 --> 00:02:35.000]  你很少會想這個問題
[00:02:35.000 --> 00:02:37.000]  或者你根本不在乎
[00:02:37.000 --> 00:02:39.000]  又或者你覺得
[00:02:39.000 --> 00:02:41.000]  這個問題太深了
[00:02:41.000 --> 00:02:43.000]  我沒時間沒興趣去探討這個問題
[00:02:43.000 --> 00:02:45.000]  但我想告訴你
[00:02:45.000 --> 00:02:47.000]  事實是甚麼呢?
[00:02:47.000 --> 00:02:49.000]  無論你有沒有想過
[00:02:49.000 --> 00:02:51.000]  想不想談也好
[00:02:51.000 --> 00:02:53.000]  你對人生
[00:02:53.000 --> 00:02:55.000]  和對生活的態度
[00:02:55.000 --> 00:02:57.000]  實際上已經反映出
[00:02:57.000 --> 00:02:59.000]  你到底
[00:02:59.000 --> 00:03:01.000]  你的信念是甚麼
[00:03:01.000 --> 00:03:03.000]  你怎樣去看人
[00:03:03.000 --> 00:03:05.000]  如果你認為這個世界
[00:03:05.000 --> 00:03:07.000]  是沒有聚力標準的
[00:03:07.000 --> 00:03:09.000]  很多人是這樣相信的
[00:03:09.000 --> 00:03:11.000]  世界沒有聚力標準的
[00:03:11.000 --> 00:03:13.000]  好與壞、對與錯
[00:03:13.000 --> 00:03:15.000]  是跟隨人類歷史的發展
[00:03:15.000 --> 00:03:17.000]  數量去改變的
[00:03:17.000 --> 00:03:19.000]  每個時代標準都不同
[00:03:19.000 --> 00:03:21.000]  所以沒有真理
[00:03:21.000 --> 00:03:23.000]  那你可能是一個進化論者
[00:03:23.000 --> 00:03:25.000]  你可能相信進化論
[00:03:25.000 --> 00:03:27.000]  人就是看演變成怎樣
[00:03:27.000 --> 00:03:29.000]  如果你覺得
[00:03:29.000 --> 00:03:31.000]  政府浪費太多納稅人的錢
[00:03:31.000 --> 00:03:33.000]  去照顧那些孤寡老弱
[00:03:33.000 --> 00:03:35.000]  公司裏面的老餅
[00:03:35.000 --> 00:03:37.000]  應該早點下來
[00:03:37.000 --> 00:03:39.000]  讓那些年輕的
[00:03:39.000 --> 00:03:41.000]  生產力強的
[00:03:41.000 --> 00:03:43.000]  可以有機會上位
[00:03:43.000 --> 00:03:45.000]  那可能你是傾向看人
[00:03:45.000 --> 00:03:47.000]  就好像一台
[00:03:47.000 --> 00:03:49.000]  生產的機器
[00:03:49.000 --> 00:03:51.000]  你如果認為
[00:03:51.000 --> 00:03:53.000]  人和很多動物
[00:03:53.000 --> 00:03:55.000]  沒有太大的分別
[00:03:55.000 --> 00:03:57.000]  最要緊,好像我剛才所說
[00:03:57.000 --> 00:03:59.000]  衣食住行,樣樣充足
[00:03:59.000 --> 00:04:01.000]  可以享盡
[00:04:01.000 --> 00:04:03.000]  現在的生命
[00:04:03.000 --> 00:04:05.000]  那可能你不相信
[00:04:05.000 --> 00:04:07.000]  人有靈魂
[00:04:07.000 --> 00:04:09.000]  人死後還有將來
[00:04:11.000 --> 00:04:13.000]  另外有些人可能認為
[00:04:13.000 --> 00:04:15.000]  人生如幻影
[00:04:15.000 --> 00:04:17.000]  人生如幻影
[00:04:17.000 --> 00:04:19.000]  人生所擁有的一切
[00:04:19.000 --> 00:04:21.000]  生命所有的一切
[00:04:21.000 --> 00:04:23.000]  都只不過是過眼雲煙
[00:04:23.000 --> 00:04:25.000]  所以
[00:04:25.000 --> 00:04:27.000]  人的心靈和意念
[00:04:27.000 --> 00:04:29.000]  才能夠代表
[00:04:29.000 --> 00:04:31.000]  我們裏面的真我
[00:04:31.000 --> 00:04:33.000]  那你就可能會相信
[00:04:33.000 --> 00:04:35.000]  人不單有今生
[00:04:35.000 --> 00:04:37.000]  還有過去,還有將來
[00:04:37.000 --> 00:04:39.000]  所以
[00:04:39.000 --> 00:04:41.000]  我不知道你怎樣看
[00:04:41.000 --> 00:04:43.000]  我剛才所說那麼多種
[00:04:43.000 --> 00:04:45.000]  會不會有一種是你相信
[00:04:45.000 --> 00:04:47.000]  你接受
[00:04:47.000 --> 00:04:49.000]  不知不覺地
[00:04:49.000 --> 00:04:51.000]  你是擁有的呢?
[00:04:51.000 --> 00:04:53.000]  有沒有?
[00:04:53.000 --> 00:04:55.000]  今天在這個時間
[00:04:55.000 --> 00:04:57.000]  我就希望幫助你
[00:04:57.000 --> 00:04:59.000]  從聖經裏面去看
[00:04:59.000 --> 00:05:01.000]  那麼多不同的信念
[00:05:01.000 --> 00:05:03.000]  但是聖經怎樣去看人呢?
[00:05:03.000 --> 00:05:05.000]  在聖經裏面
[00:05:05.000 --> 00:05:07.000]  告訴我們人到底是什麼
[00:05:07.000 --> 00:05:09.000]  人到底是誰呢?
[00:05:09.000 --> 00:05:11.000]  第一件事
[00:05:11.000 --> 00:05:13.000]  我今天要跟你說的就是
[00:05:13.000 --> 00:05:15.000]  原來人是天父
[00:05:15.000 --> 00:05:17.000]  上帝是神
[00:05:17.000 --> 00:05:19.000]  一個精心的創造
[00:05:19.000 --> 00:05:21.000]  創世紀第一章27節
[00:05:21.000 --> 00:05:23.000]  很多人都很熟悉了
[00:05:23.000 --> 00:05:25.000]  如果你信耶穌的話
[00:05:25.000 --> 00:05:27.000]  於是上帝就照著自己的形象
[00:05:27.000 --> 00:05:29.000]  創造了人
[00:05:29.000 --> 00:05:31.000]  做了他們有男有女
[00:05:31.000 --> 00:05:33.000]  然後第二章第七節
[00:05:33.000 --> 00:05:35.000]  主上帝就用地上的塵土
[00:05:35.000 --> 00:05:37.000]  做人
[00:05:37.000 --> 00:05:39.000]  把生命的氣息吹進他的鼻孔
[00:05:39.000 --> 00:05:41.000]  他就成為了有生命的人
[00:05:41.000 --> 00:05:47.000]  如果大家熟悉聖經
[00:05:47.000 --> 00:05:49.000]  記得創世紀的故事的時候
[00:05:49.000 --> 00:05:51.000]  上帝在創造地上
[00:05:51.000 --> 00:05:53.000]  其他生物的時候
[00:05:53.000 --> 00:05:55.000]  其實很簡單
[00:05:55.000 --> 00:05:57.000]  只是給一個命令
[00:05:57.000 --> 00:05:59.000]  天上要有飛鳥
[00:05:59.000 --> 00:06:01.000]  海中要有各種魚類
[00:06:01.000 --> 00:06:03.000]  地上要有各種爬行的生物動物
[00:06:03.000 --> 00:06:05.000]  使就者養成了
[00:06:05.000 --> 00:06:07.000]  一句話而已
[00:06:07.000 --> 00:06:09.000]  給一個命令
[00:06:09.000 --> 00:06:11.000]  神創造世界就這麼簡單
[00:06:11.000 --> 00:06:13.000]  包括月亮星宿
[00:06:13.000 --> 00:06:15.000]  都是這樣
[00:06:15.000 --> 00:06:17.000]  但是唯有
[00:06:17.000 --> 00:06:19.000]  聖經記載了
[00:06:19.000 --> 00:06:21.000]  當神創造人的時候
[00:06:21.000 --> 00:06:23.000]  那個情況就不是這樣
[00:06:23.000 --> 00:06:25.000]  神在創造人的時候
