
[00:00:00.000 --> 00:00:06.000]  今日又有機會在大家當中傳講神的訊息
[00:00:06.000 --> 00:00:14.000]  這段聖經我想和剛才敬拜小祖帶領我們唱詩的主題都是一樣的
[00:00:14.000 --> 00:00:20.000]  所以我想大家都猜得到我們如何去侍奉神
[00:00:20.000 --> 00:00:27.000]  首先我想比較快速的來溫習一下
[00:00:27.000 --> 00:00:32.000]  耶穌時代耶路撒冷的聖殿是怎樣的
[00:00:32.000 --> 00:00:37.000]  猶太人全國只有一個聖殿
[00:00:37.000 --> 00:00:41.000]  所以提到聖殿都是耶路撒冷的聖殿
[00:00:41.000 --> 00:00:46.000]  在歷史當中這是第二個聖殿
[00:00:46.000 --> 00:00:53.000]  第一個聖殿是所羅門王在公元前十世紀所建造的
[00:00:53.000 --> 00:00:56.000]  即是大約一千年前
[00:00:56.000 --> 00:01:01.000]  在主前第六個世紀巴比倫打敗了猶太國
[00:01:01.000 --> 00:01:06.000]  將這個聖殿基本上毀壞了
[00:01:06.000 --> 00:01:12.000]  以色列的百姓被流放到今天伊拉克的地方
[00:01:12.000 --> 00:01:16.000]  經過了七十年波斯帝國興起
[00:01:16.000 --> 00:01:18.000]  打敗了巴比倫
[00:01:18.000 --> 00:01:23.000]  他們容許猶太人回到自己的地方重建聖殿
[00:01:23.000 --> 00:01:27.000]  所以開始重建這個聖殿
[00:01:27.000 --> 00:01:30.000]  就是第二個聖殿
[00:01:30.000 --> 00:01:33.000]  過了幾百年又到了耶穌時代
[00:01:33.000 --> 00:01:38.000]  這個基本上就是第二個聖殿的完工
[00:01:38.000 --> 00:01:42.000]  當然現在看到圖上是一個模型
[00:01:42.000 --> 00:01:48.000]  因為第二聖殿在主後第七十年被羅馬帝國毀壞
[00:01:48.000 --> 00:01:52.000]  所以基本上現在沒有了這個聖殿
[00:01:52.000 --> 00:01:55.000]  如果今天去耶路撒冷參觀
[00:01:55.000 --> 00:01:59.000]  就會看到同一個地方有金色頂
[00:01:59.000 --> 00:02:04.000]  那個就是伊斯蘭教的清真寺
[00:02:04.000 --> 00:02:06.000]  第二個聖殿就沒有了
[00:02:06.000 --> 00:02:09.000]  第二個聖殿就是模型
[00:02:09.000 --> 00:02:13.000]  後來人們考古或者考究之後
[00:02:13.000 --> 00:02:15.000]  就重建模型出來
[00:02:15.000 --> 00:02:17.000]  這個地方很大
[00:02:17.000 --> 00:02:20.000]  整個聖殿山的範圍
[00:02:20.000 --> 00:02:26.000]  大概相等二十七個足球場
[00:02:26.000 --> 00:02:28.000]  二十七個
[00:02:28.000 --> 00:02:31.000]  今天有些弟兄喜歡看足球
[00:02:31.000 --> 00:02:34.000]  下午去看球就知道了
[00:02:34.000 --> 00:02:36.000]  這個很大的範圍
[00:02:36.000 --> 00:02:42.000]  在這邊有一排跟我們看聖經有關係
[00:02:42.000 --> 00:02:47.000]  那裡就是人們帶牛羊來換錢
[00:02:47.000 --> 00:02:50.000]  當天耶穌潔淨聖殿的時候
[00:02:50.000 --> 00:02:52.000]  雖然是用聖殿這個字
[00:02:52.000 --> 00:02:55.000]  其實就是將這個地方的牛羊和錢
[00:02:55.000 --> 00:02:58.000]  全部趕走人們
[00:02:58.000 --> 00:03:03.000]  因為耶穌說整個範圍其實都是屬於神聖的地方
[00:03:03.000 --> 00:03:04.000]  雖然有這麼大的地方
[00:03:04.000 --> 00:03:06.000]  你可以在旁邊做買賣
[00:03:06.000 --> 00:03:07.000]  但是不應該
[00:03:07.000 --> 00:03:09.000]  所以就趕了他們出來
[00:03:09.000 --> 00:03:15.000]  真正屬於聖殿的就是這個範圍
[00:03:15.000 --> 00:03:19.000]  我們看一張平面圖
[00:03:19.000 --> 00:03:22.000]  這個就是一個平面圖
[00:03:22.000 --> 00:03:26.000]  我們知道以前都提過
[00:03:26.000 --> 00:03:33.000]  外邊的牆大概四五尺高
[00:03:33.000 --> 00:03:35.000]  不是很高
[00:03:35.000 --> 00:03:39.000]  但是如果你不是猶太人
[00:03:39.000 --> 00:03:44.000]  跨過那牆是被人打死的
[00:03:44.000 --> 00:03:46.000]  有清楚告示的
[00:03:46.000 --> 00:03:48.000]  如果你不是猶太人
[00:03:48.000 --> 00:03:49.000]  過了這牆的時候
[00:03:49.000 --> 00:03:51.000]  生死就由你自己負責
[00:03:51.000 --> 00:03:53.000]  幾種文字很清楚的說
[00:03:53.000 --> 00:03:58.000]  這個牆的欄杆雖然可以看到裡面
[00:03:58.000 --> 00:04:00.000]  但是如果不是猶太人就不能進去
[00:04:00.000 --> 00:04:03.000]  如果是猶太人就可以進去裡面
[00:04:03.000 --> 00:04:06.000]  再進一個範圍
[00:04:06.000 --> 00:04:08.000]  這裡叫婦女院
[00:04:08.000 --> 00:04:11.000]  婦女只能夠來到這裡
[00:04:11.000 --> 00:04:16.000]  如果是男的猶太人就可以再進一步
[00:04:16.000 --> 00:04:18.000]  所以這裡再進一步
[00:04:18.000 --> 00:04:20.000]  進一步之後再進一步的時候
[00:04:20.000 --> 00:04:24.000]  只有猶太人的利未人才能進去
[00:04:24.000 --> 00:04:26.000]  又再進一步
[00:04:26.000 --> 00:04:33.000]  只有猶太人的利未人的祭司才能進去
[00:04:33.000 --> 00:04:36.000]  我們今天經文提到那個致聖所
[00:04:36.000 --> 00:04:39.000]  聖所和致聖所這個地方
[00:04:39.000 --> 00:04:43.000]  致聖所這個地方只有大祭司一個人
[00:04:43.000 --> 00:04:46.000]  一年一次在贖罪日那天
[00:04:46.000 --> 00:04:49.000]  就是Yom Kippur贖罪日
[00:04:49.000 --> 00:04:53.000]  今天以色列國家都是最重要的一個日子
[00:04:53.000 --> 00:04:57.000]  那天才可以進去致聖所裡面
[00:04:57.000 --> 00:04:59.000]  代表所有的以色列人
[00:04:59.000 --> 00:05:03.000]  來與神相遇敬拜
[00:05:06.000 --> 00:05:10.000]  我們今天可以來到神的面前
[00:05:10.000 --> 00:05:12.000]  敬拜的時候可以唱詩
[00:05:12.000 --> 00:05:14.000]  祈禱你隨時可以祈禱
[00:05:14.000 --> 00:05:16.000]  來到神的面前
[00:05:16.000 --> 00:05:20.000]  你又隨時可以跟祂講心裡的話
[00:05:20.000 --> 00:05:24.000]  所以希伯來書第十章這一段就是解釋
[00:05:24.000 --> 00:05:29.000]  既然耶穌基督已經好像祭物一樣
[00:05:29.000 --> 00:05:32.000]  在十字架上被釘死流血
[00:05:32.000 --> 00:05:34.000]  因為祂是神的兒子
[00:05:34.000 --> 00:05:37.000]  所以祂可以代替所有人的死亡
[00:05:37.000 --> 00:05:42.000]  耶穌也很象徵當日聖所和致聖所的漲幅
[00:05:42.000 --> 00:05:44.000]  祂的身體裂開
[00:05:44.000 --> 00:05:49.000]  我們就可以進入致聖所與神直接見面
[00:05:49.000 --> 00:05:52.000]  這是多大的榮耀
[00:05:52.000 --> 00:05:54.000]  當日的人一步一步
[00:05:54.000 --> 00:05:56.000]  如果你生下來不是男人
[00:05:56.000 --> 00:05:58.000]  你都不用想
[00:05:58.000 --> 00:06:00.000]  去到聖所那裡
[00:06:00.000 --> 00:06:02.000]  如果你生下來不是利微之輩
[00:06:02.000 --> 00:06:04.000]  你都不用想去做祭司
[00:06:04.000 --> 00:06:05.000]  不可能
[00:06:05.000 --> 00:06:07.000]  根據血統已經定了
[00:06:07.000 --> 00:06:10.000]  今天我們什麼人都可以來到神的面前
[00:06:10.000 --> 00:06:13.000]  都可以進入當年大祭司一年一次
[00:06:13.000 --> 00:06:16.000]  才去到致聖所裡面與神相遇
[00:06:16.000 --> 00:06:18.000]  多麼大的榮耀
[00:06:18.000 --> 00:06:20.000]  一個權柄
[00:06:20.000 --> 00:06:23.000]  所以希伯來書第十章說
