
[00:00:00.000 --> 00:00:03.000]  「愛多一點」
[00:00:03.000 --> 00:00:07.000]  很開心能夠跟大家一起聖拜主
[00:00:07.000 --> 00:00:10.000]  過去在屋福堂這個大家庭裏面
[00:00:10.000 --> 00:00:14.000]  我蒙受很多的福氣
[00:00:14.000 --> 00:00:19.000]  心願屋福堂成為很多人蒙福的地方
[00:00:19.000 --> 00:00:26.000]  成為很多人繼續過來榮耀上帝的地方
[00:00:26.000 --> 00:00:29.000]  蒙福的教會有個特徵
[00:00:29.000 --> 00:00:37.000]  特徵就是那些聲音、氣氛
[00:00:37.000 --> 00:00:39.000]  什麼聲音呢?
[00:00:39.000 --> 00:00:48.000]  就是「哈哈笑」、「開心」的聲音
[00:00:48.000 --> 00:00:50.000]  可能有少少嘈吵
[00:00:50.000 --> 00:00:52.000]  不過如果你留心的話
[00:00:52.000 --> 00:00:58.000]  你去到每一個開心的群體都會有笑聲的
[00:00:58.000 --> 00:01:02.000]  見到對對方就開心
[00:01:02.000 --> 00:01:08.000]  這是健康群體一個很必然有的現象
[00:01:08.000 --> 00:01:13.000]  過去的日子都有不少的笑聲
[00:01:13.000 --> 00:01:15.000]  可能是疫情的關係
[00:01:15.000 --> 00:01:17.000]  大家口罩都笑不了
[00:01:17.000 --> 00:01:22.000]  某些領袖認為我們需要嚴肅
[00:01:22.000 --> 00:01:25.000]  所以就不要出聲、不要笑
[00:01:25.000 --> 00:01:34.000]  我很希望大家在這裏真的愈來愈開心
[00:01:34.000 --> 00:01:42.000]  愈來愈認為見到對方就是你的快樂
[00:01:42.000 --> 00:01:44.000]  我祝福大家
[00:01:44.000 --> 00:01:49.000]  你們的愛愈來愈多
[00:01:49.000 --> 00:01:54.000]  正如保羅祝福貼索羅尼加教會
[00:01:54.000 --> 00:02:02.000]  剛才讀的三字聖經是保羅的祝福、祈禱
[00:02:02.000 --> 00:02:10.000]  祝福、祈禱開始的時候是一個心願
[00:02:10.000 --> 00:02:15.000]  他求扶上帝親自的
[00:02:15.000 --> 00:02:21.000]  和主耶穌親自的為他們開路
[00:02:21.000 --> 00:02:24.000]  這麽多段的聖經裏面
[00:02:24.000 --> 00:02:31.000]  我印象裏面是沒有任何一段的聖經是講到扶上帝親自
[00:02:31.000 --> 00:02:35.000]  不要以為這裏是有什麽錯誤的
[00:02:35.000 --> 00:02:38.000]  原來是真的有這個字的
[00:02:38.000 --> 00:02:40.000]  真的有這個字的
[00:02:40.000 --> 00:02:43.000]  有很多人對於三一神很有懷疑
[00:02:43.000 --> 00:02:45.000]  其實在這裏
[00:02:45.000 --> 00:02:52.000]  扶上帝這個衛格和他的兒子耶穌這個衛格是很突出地表明出來
[00:02:52.000 --> 00:02:54.000]  為什麽他這樣講呢?
[00:02:54.000 --> 00:02:58.000]  有一個背景大家沒有留意就是
[00:02:58.000 --> 00:03:03.000]  貼索羅尼加前書講到保羅很想去探
[00:03:03.000 --> 00:03:06.000]  不過撒旦爛了
[00:03:06.000 --> 00:03:08.000]  究竟是什麽事呢?
[00:03:08.000 --> 00:03:10.000]  這裏沒有講
[00:03:10.000 --> 00:03:20.000]  一個很大的勢力不讓保羅和他的隊公去探貼索羅尼加這個衛教會
[00:03:20.000 --> 00:03:23.000]  導致保羅在這裏
[00:03:23.000 --> 00:03:27.000]  說扶上帝親自的和主耶穌來為他們開路
[00:03:27.000 --> 00:03:29.000]  嘩!
[00:03:29.000 --> 00:03:33.000]  厲害!
[00:03:33.000 --> 00:03:36.000]  開路做什麽呢?
[00:03:36.000 --> 00:03:43.000]  讓保羅和他的隊公能夠去到貼索羅尼加
[00:03:43.000 --> 00:03:46.000]  親自地見到他們
[00:03:46.000 --> 00:03:51.000]  親自地將屬靈的福氣和他們分享
[00:03:51.000 --> 00:03:53.000]  叫他們的信心
[00:03:53.000 --> 00:03:56.000]  第二,見過
[00:03:56.000 --> 00:03:59.000]  保羅很愛這個教會
[00:03:59.000 --> 00:04:04.000]  其實貼索羅尼加前書是新約聖經裏面最早的一封信
[00:04:04.000 --> 00:04:08.000]  這是教育歷史的講法
[00:04:08.000 --> 00:04:10.000]  我們可以在這封信裏面
[00:04:10.000 --> 00:04:18.000]  讓我們看到當時的教會
[00:04:18.000 --> 00:04:22.000]  就是這樣彼此相愛
[00:04:22.000 --> 00:04:29.000]  就是這樣不計較
[00:04:29.000 --> 00:04:32.000]  不計較地位、不計較財富、不計較種族
[00:04:32.000 --> 00:04:40.000]  就是這樣為耶穌做堅誠
[00:04:40.000 --> 00:04:43.000]  當社會改變
[00:04:43.000 --> 00:04:48.000]  當經濟進入下滑
[00:04:48.000 --> 00:04:51.000]  當處處都好像不安全的時候
[00:04:51.000 --> 00:04:57.000]  人與人之間的疏離就免不了
[00:04:57.000 --> 00:05:00.000]  社會上的疏離是沒有辦法避免
[00:05:00.000 --> 00:05:04.000]  不過我不希望教會是這樣
[00:05:04.000 --> 00:05:07.000]  因為教會不應該是這樣
[00:05:07.000 --> 00:05:11.000]  因為上帝不是這樣
[00:05:11.000 --> 00:05:16.000]  今天的題目叫做愛多一點
[00:05:16.000 --> 00:05:21.000]  當我為今天跟大家分享訊息的時候
[00:05:21.000 --> 00:05:23.000]  我禱告主
[00:05:23.000 --> 00:05:27.000]  主啊,我用回以前的那些講章
[00:05:27.000 --> 00:05:34.000]  還是過去某個星期我在某處講到的講章好呢
[00:05:34.000 --> 00:05:36.000]  這首歌就出現了
[00:05:36.000 --> 00:05:38.000]  張學友那個
[00:05:38.000 --> 00:05:42.000]  「每天愛你多一些」
[00:05:42.000 --> 00:05:44.000]  你不是我的年代
[00:05:44.000 --> 00:05:48.000]  所以你對這首歌不熟悉也不奇怪
[00:05:48.000 --> 00:05:50.000]  「每天愛你多一些」
[00:05:50.000 --> 00:05:57.000]  「每天愛你多一些」「自滿社」
[00:05:57.000 --> 00:06:00.000]  我唱不出來
[00:06:00.000 --> 00:06:02.000]  不過,我在想
[00:06:02.000 --> 00:06:06.000]  這個世界
[00:06:06.000 --> 00:06:10.000]  除了上帝愛我們
[00:06:10.000 --> 00:06:13.000]  還有什麼人是這樣愛
[00:06:13.000 --> 00:06:16.000]  是不斷的愛
[00:06:16.000 --> 00:06:18.000]  其實上帝的愛
[00:06:18.000 --> 00:06:20.000]  不是多一些,而是一直都那麼多
[00:06:20.000 --> 00:06:24.000]  只不過是我不察覺而已
[00:06:24.000 --> 00:06:28.000]  而上帝在這一段聖經裡面提醒我
[00:06:28.000 --> 00:06:32.000]  原來我們跟隨耶穌的人
[00:06:32.000 --> 00:06:35.000]  是要學習祂的愛
[00:06:35.000 --> 00:06:37.000]  反映祂的愛
[00:06:37.000 --> 00:06:39.000]  見證祂的愛
[00:06:39.000 --> 00:06:41.000]  而我們的愛開始的時候很少
[00:06:41.000 --> 00:06:44.000]  我們就不能夠一步登天
[00:06:44.000 --> 00:06:49.000]  所以我們就是一點一點地加進去
[00:06:49.000 --> 00:06:51.000]  這一句的祈禱
[00:06:51.000 --> 00:06:53.000]  新譯本是這樣說的
[00:06:53.000 --> 00:06:56.000]  「猶原主叫你們彼此相愛的心」
[00:06:56.000 --> 00:06:58.000]  「和愛眾人的心」
[00:06:58.000 --> 00:07:00.000]  彼此相愛即是教會大兄姐妹
[00:07:00.000 --> 00:07:03.000]  愛眾人就是不認識耶穌的人
[00:07:03.000 --> 00:07:07.000]  「都重重逐逐多而又多」
[00:07:07.000 --> 00:07:15.000]  這裏用的譯本就像是前前增長一樣
[00:07:15.000 --> 00:07:19.000]  其實意思是一樣的
[00:07:19.000 --> 00:07:21.000]  「重重逐逐多而又多」
[00:07:21.000 --> 00:07:27.000]  「好象我們愛你們一樣」
[00:07:27.000 --> 00:07:34.000]  這也是我為大家的禱告
[00:07:34.000 --> 00:07:37.000]  如果我們沒有愛
[00:07:37.000 --> 00:07:41.000]  那我們就沒有了生命
[00:07:41.000 --> 00:07:44.000]  保羅在哥倫多前書裏面說
[00:07:44.000 --> 00:07:45.000]  如果沒有了愛
[00:07:45.000 --> 00:07:47.000]  就好像一個喇叭
[00:07:47.000 --> 00:07:48.000]  好像一個M
[00:07:48.000 --> 00:07:51.000]  好像一個吵吵的機器
[00:07:51.000 --> 00:07:52.000]  如果沒有愛
[00:07:52.000 --> 00:07:53.000]  我們做所有的事情
[00:07:53.000 --> 00:07:57.000]  其實都是垃圾
[00:07:57.000 --> 00:07:59.000]  留不住
[00:07:59.000 --> 00:08:04.000]  沒有內容 沒有意義
[00:08:04.000 --> 00:08:08.000]  各位
[00:08:08.000 --> 00:08:11.000]  跟隨耶穌不是宗教
[00:08:11.000 --> 00:08:15.000]  而是愛
[00:08:15.000 --> 00:08:16.000]  即是說如果
[00:08:16.000 --> 00:08:19.000]  到了我們信了耶穌一段日子
[00:08:19.000 --> 00:08:21.000]  我們都不懂得
[00:08:21.000 --> 00:08:24.000]  用我們的心來對待
[00:08:24.000 --> 00:08:28.000]  上帝和上帝愛的眾人
[00:08:28.000 --> 00:08:31.000]  那我們就白白跟隨
[00:08:31.000 --> 00:08:35.000]  其實我們都不是跟隨
[00:08:35.000 --> 00:08:37.000]  我發覺原來有很多人
[00:08:37.000 --> 00:08:38.000]  信了耶穌之後
[00:08:38.000 --> 00:08:40.000]  他覺得他成功了
[00:08:40.000 --> 00:08:42.000]  他就不會再去問
[00:08:42.000 --> 00:08:49.000]  我有沒有多一點的愛呢
[00:08:49.000 --> 00:08:52.000]  每一個人對於多一點的錢
[00:08:52.000 --> 00:08:55.000]  是很歡迎的
[00:08:55.000 --> 00:08:58.000]  啊 十月了
[00:08:58.000 --> 00:09:00.000]  又有這個什麼券
[00:09:00.000 --> 00:09:02.000]  消費券
[00:09:02.000 --> 00:09:08.000]  哇 我立刻就要去掃一掃
[00:09:08.000 --> 00:09:10.000]  這個是政府的優待政策
[00:09:10.000 --> 00:09:12.000]  為了振興經濟
[00:09:12.000 --> 00:09:15.000]  所以都是要配合政府
[00:09:15.000 --> 00:09:16.000]  我都要掃一掃
[00:09:16.000 --> 00:09:18.000]  那幾千元
[00:09:18.000 --> 00:09:19.000]  多的又不多
[00:09:19.000 --> 00:09:20.000]  少的又不少
[00:09:20.000 --> 00:09:21.000]  不過多好過少
[00:09:21.000 --> 00:09:23.000]  不過似乎
[00:09:23.000 --> 00:09:25.000]  我們對於我們的心靈
[00:09:25.000 --> 00:09:26.000]  多一點的愛
[00:09:26.000 --> 00:09:28.000]  能夠給多一點的愛
[00:09:28.000 --> 00:09:31.000]  我們毫不理會
[00:09:31.000 --> 00:09:33.000]  我們對於我們的血壓
[00:09:33.000 --> 00:09:35.000]  多一點
[00:09:35.000 --> 00:09:37.000]  我們的血糖高一點
[00:09:37.000 --> 00:09:38.000]  我們很著緊
[00:09:38.000 --> 00:09:39.000]  但是我們對於
[00:09:39.000 --> 00:09:40.000]  我們的生命裡面
[00:09:40.000 --> 00:09:41.000]  是能夠體會到
[00:09:41.000 --> 00:09:43.000]  上帝的愛多一點
[00:09:43.000 --> 00:09:44.000]  是對人多一點的愛
[00:09:44.000 --> 00:09:47.000]  我們毫不理會
[00:09:47.000 --> 00:09:51.000]  這個情況不尋常
[00:09:51.000 --> 00:09:53.000]  這個情況很怪異
[00:09:53.000 --> 00:09:57.000]  並且很可悲
[00:09:57.000 --> 00:10:01.000]  各位人
[00:10:01.000 --> 00:10:07.000]  愛多一點 好嗎
[00:10:07.000 --> 00:10:09.000]  我想提的第一點就是
[00:10:09.000 --> 00:10:11.000]  很多時候我們對於
[00:10:11.000 --> 00:10:15.000]  我們愛心的增長
[00:10:15.000 --> 00:10:17.000]  的重要性和好處
[00:10:17.000 --> 00:10:20.000]  我們有一個大的問號
[00:10:20.000 --> 00:10:22.000]  有什麼好呢
[00:10:22.000 --> 00:10:23.000]  錢多一點
[00:10:23.000 --> 00:10:24.000]  我知道有個好處
[00:10:24.000 --> 00:10:26.000]  我去日本旅行
[00:10:26.000 --> 00:10:27.000]  我可以爽手很多
[00:10:27.000 --> 00:10:31.000]  報團多了五倍
[00:10:31.000 --> 00:10:32.000]  很可能大家都在想
[00:10:32.000 --> 00:10:34.000]  Yan已經去到五倍了
[00:10:34.000 --> 00:10:38.000]  現在去日本是好的時候
[00:10:38.000 --> 00:10:41.000]  但是你們不會想
[00:10:41.000 --> 00:10:43.000]  我能夠生命裡面
[00:10:43.000 --> 00:10:45.000]  能夠給多一點的愛
[00:10:45.000 --> 00:10:46.000]  我的空間寬一點
[00:10:46.000 --> 00:10:49.000]  對我有什麼好
[00:10:49.000 --> 00:10:52.000]  在這裡我跟大家分享
[00:10:52.000 --> 00:10:55.000]  至少有三點的好處
[00:10:55.000 --> 00:10:57.000]  保羅在這裡說
[00:10:57.000 --> 00:10:59.000]  為我們去見耶穌的時候
[00:10:59.000 --> 00:11:02.000]  我們有充分的準備
[00:11:02.000 --> 00:11:04.000]  原來我們的愛心
[00:11:04.000 --> 00:11:05.000]  能夠增長
[00:11:05.000 --> 00:11:07.000]  增長到越來越多
[00:11:07.000 --> 00:11:09.000]  是對我們有一天
[00:11:09.000 --> 00:11:10.000]  要去見耶穌
[00:11:10.000 --> 00:11:15.000]  這個預備是絕對重要
