
[00:00:00.000 --> 00:00:02.000]  今日和大家看課題
[00:00:02.000 --> 00:00:04.000]  今年我們要講的是
[00:00:04.000 --> 00:00:08.000]  祈禱與聖名
[00:00:08.000 --> 00:00:11.000]  剛才我已經讀了九節聖經
[00:00:11.000 --> 00:00:14.000]  詩篇第八章一到九節
[00:00:14.000 --> 00:00:15.000]  第一節
[00:00:15.000 --> 00:00:19.000]  「耶和華,我們主下你的名在全地,何其美?」
[00:00:19.000 --> 00:00:21.000]  「你將你的榮耀彰顯於天」
[00:00:21.000 --> 00:00:23.000]  第九節
[00:00:23.000 --> 00:00:25.000]  跳到第九節
[00:00:25.000 --> 00:00:26.000]  第九節也是這樣說
[00:00:26.000 --> 00:00:29.000]  「耶和華,我們主下你的名在全地」
[00:00:29.000 --> 00:00:31.000]  「何其美?」
[00:00:31.000 --> 00:00:34.000]  這個美字不是指美的意思
[00:00:34.000 --> 00:00:37.000]  這個美字是指完美
[00:00:37.000 --> 00:00:39.000]  這個美是指很偉大
[00:00:39.000 --> 00:00:41.000]  很聖潔
[00:00:41.000 --> 00:00:43.000]  無瑕可擊
[00:00:43.000 --> 00:00:46.000]  一提到這個名字的時候
[00:00:46.000 --> 00:00:48.000]  哇,肅然起見
[00:00:48.000 --> 00:00:49.000]  沒有一些瑕疵
[00:00:49.000 --> 00:00:51.000]  沒有一些漏洞
[00:00:51.000 --> 00:00:54.000]  沒有一些可以找到的把柄
[00:00:54.000 --> 00:00:55.000]  試問請問
[00:00:55.000 --> 00:00:56.000]  在你的宇宙
[00:00:56.000 --> 00:00:57.000]  在你的天下
[00:00:57.000 --> 00:00:59.000]  古今往來到今日
[00:00:59.000 --> 00:01:02.000]  有哪個名字提起的時候
[00:01:02.000 --> 00:01:05.000]  是無瑕可擊的?
[00:01:05.000 --> 00:01:08.000]  一條頭髮的問題都找不到
[00:01:08.000 --> 00:01:10.000]  有哪個名字?
[00:01:10.000 --> 00:01:13.000]  每個國家有國父
[00:01:13.000 --> 00:01:15.000]  那些國父是他的國父
[00:01:15.000 --> 00:01:18.000]  一去到第二個國家就不是國父了
[00:01:18.000 --> 00:01:21.000]  每個國家有偉人
[00:01:21.000 --> 00:01:24.000]  但是有沒有無瑕可擊?
[00:01:24.000 --> 00:01:27.000]  但是只有一個名字是無瑕可擊
[00:01:27.000 --> 00:01:30.000]  你心知這個名字是什麼名字
[00:01:30.000 --> 00:01:35.000]  不過今天要和大家透過這個名字思考一下
[00:01:35.000 --> 00:01:39.000]  當提到「我主你的名婆其美」的時候
[00:01:39.000 --> 00:01:42.000]  第一件事弟兄姊妹會想到的就是我們的祈禱
[00:01:42.000 --> 00:01:46.000]  我們祈禱的時候會提到主的名字
[00:01:46.000 --> 00:01:48.000]  我們祈禱的時候
[00:01:48.000 --> 00:01:50.000]  到底是什麼事情呢?
[00:01:50.000 --> 00:01:54.000]  祈禱不是單單說話
[00:01:54.000 --> 00:01:57.000]  我記得去年年底有做見證的弟兄姊妹
[00:01:57.000 --> 00:01:58.000]  送了一本書給他
[00:01:58.000 --> 00:02:00.000]  叫做「祈禱不僅是說話」
[00:02:00.000 --> 00:02:02.000]  祈禱不單單不是說話
[00:02:02.000 --> 00:02:03.000]  如果不是的話
[00:02:03.000 --> 00:02:05.000]  祈禱會變成自言自語
[00:02:05.000 --> 00:02:06.000]  什麼叫自言自語?
[00:02:06.000 --> 00:02:08.000]  你說話有沒有人聽?
[00:02:08.000 --> 00:02:10.000]  今時今日你在街上
[00:02:10.000 --> 00:02:11.000]  走在車上
[00:02:11.000 --> 00:02:13.000]  你見到有人說話
[00:02:13.000 --> 00:02:15.000]  都不知道跟誰說話
[00:02:15.000 --> 00:02:17.000]  其實他是在說那些東西
[00:02:17.000 --> 00:02:20.000]  但如果十年二十年前
[00:02:20.000 --> 00:02:21.000]  有人在馬路上走
[00:02:21.000 --> 00:02:23.000]  又沒有拿著東西在說話
[00:02:23.000 --> 00:02:25.000]  你覺得你一定避開一點
[00:02:25.000 --> 00:02:27.000]  你自言自語的人
[00:02:27.000 --> 00:02:29.000]  今天你祈禱是不是自言自語呢?
[00:02:29.000 --> 00:02:30.000]  不是
[00:02:30.000 --> 00:02:31.000]  我向誰?
[00:02:31.000 --> 00:02:33.000]  向神去說
[00:02:33.000 --> 00:02:35.000]  既然你向神說的時候
[00:02:35.000 --> 00:02:37.000]  你向神說什麼呢?
[00:02:37.000 --> 00:02:39.000]  你是陳述你的意見
[00:02:39.000 --> 00:02:41.000]  我看到這個不滿那個不滿
[00:02:41.000 --> 00:02:42.000]  告訴你
[00:02:42.000 --> 00:02:44.000]  表明你的心意
[00:02:44.000 --> 00:02:46.000]  主呀我這樣這樣
[00:02:46.000 --> 00:02:49.000]  還是你在那裡感恩讚美呢?
[00:02:49.000 --> 00:02:53.000]  甚至包括了認罪和代求呢?
[00:02:53.000 --> 00:02:55.000]  這個在我們上半年講道裡面
[00:02:55.000 --> 00:02:58.000]  差不多提到很多次了
[00:02:58.000 --> 00:03:00.000]  我們有感恩
[00:03:00.000 --> 00:03:01.000]  我們有讚美
[00:03:01.000 --> 00:03:02.000]  我們有認罪
[00:03:02.000 --> 00:03:03.000]  有代求
[00:03:03.000 --> 00:03:06.000]  但是當我們向這個神
[00:03:06.000 --> 00:03:09.000]  去表明我們的心意的時候
[00:03:09.000 --> 00:03:10.000]  請問
[00:03:10.000 --> 00:03:13.000]  這個神是個什麼神?
[00:03:13.000 --> 00:03:16.000]  我們今天統稱祂叫做神
[00:03:16.000 --> 00:03:20.000]  你知不知道這個神的名字?
[00:03:20.000 --> 00:03:22.000]  保羅在雅典
[00:03:22.000 --> 00:03:26.000]  踏足這個當時文明大都市的時候
[00:03:26.000 --> 00:03:27.000]  在那個城市裡面
[00:03:27.000 --> 00:03:30.000]  有很多神明的名字
[00:03:30.000 --> 00:03:32.000]  他說我遊行的時候
[00:03:32.000 --> 00:03:34.000]  看到你們所敬拜
[00:03:34.000 --> 00:03:36.000]  遇到一座壇
[00:03:36.000 --> 00:03:39.000]  上面寫著叫做未識之神
[00:03:39.000 --> 00:03:40.000]  什麼叫未識之神?
[00:03:40.000 --> 00:03:42.000]  就是我不認識你的
[00:03:42.000 --> 00:03:43.000]  No
[00:03:43.000 --> 00:03:44.000]  God
[00:03:44.000 --> 00:03:45.000]  我不認識的
[00:03:45.000 --> 00:03:46.000]  於是保羅就說
[00:03:46.000 --> 00:03:47.000]  喂
[00:03:47.000 --> 00:03:49.000]  你們這群人都挺厲害的
[00:03:49.000 --> 00:03:51.000]  就是怕拜漏了
[00:03:51.000 --> 00:03:52.000]  那不認識也拜了
[00:03:52.000 --> 00:03:54.000]  那就是拜完了
[00:03:54.000 --> 00:03:56.000]  那就包沒有撞板了
[00:03:56.000 --> 00:03:59.000]  所以祂叫你們所不認識而敬拜的
[00:03:59.000 --> 00:04:00.000]  我告訴你
[00:04:00.000 --> 00:04:03.000]  你只是拜一個而已
[00:04:03.000 --> 00:04:06.000]  於是如果你回去看《司徒雲之十七章》
[00:04:06.000 --> 00:04:08.000]  就講到創造天地
[00:04:08.000 --> 00:04:09.000]  賜生命給人
[00:04:09.000 --> 00:04:11.000]  從一半造出萬有
[00:04:11.000 --> 00:04:12.000]  這個神
[00:04:12.000 --> 00:04:13.000]  到底這個神是什麼神?
[00:04:13.000 --> 00:04:15.000]  這個神叫什麼名字?
[00:04:15.000 --> 00:04:17.000]  這個神在《創世紀》第一章的時候
[00:04:17.000 --> 00:04:18.000]  沒有名字的
[00:04:18.000 --> 00:04:20.000]  沒有名字的
[00:04:20.000 --> 00:04:22.000]  原來後來在
[00:04:22.000 --> 00:04:25.000]  《馬太福音》第一章裡面說的時候
[00:04:25.000 --> 00:04:26.000]  他說這個神是叫做
[00:04:26.000 --> 00:04:28.000]  阿不拉開的神
[00:04:28.000 --> 00:04:29.000]  以撒的神
[00:04:29.000 --> 00:04:30.000]  瓦國的神
[00:04:30.000 --> 00:04:32.000]  這個是抄以前出來的
[00:04:32.000 --> 00:04:34.000]  一講到阿不拉開的神
[00:04:34.000 --> 00:04:35.000]  以撒的神
[00:04:35.000 --> 00:04:36.000]  瓦國的神的時候
[00:04:36.000 --> 00:04:39.000]  那你要想想這個神是哪個神呢?
