
[00:00:00.000 --> 00:00:04.000]  願至聖聖三一保佑我們每一個人
[00:00:30.000 --> 00:00:34.000]  今天的主題是「皇的再來」
[00:00:34.000 --> 00:00:40.000]  就是主耶穌再回來的一個很重要的基督教教義
[00:00:40.000 --> 00:00:45.000]  很多人都對世界末日很有興趣
[00:00:45.000 --> 00:00:48.000]  我記得在2011年的時候
[00:00:48.000 --> 00:00:52.000]  美國有一部科幻電影叫做《2012》
[00:00:52.000 --> 00:00:55.000]  講到世界末日在2012年發生
[00:00:55.000 --> 00:00:59.000]  那一年我去找一位中醫做針灸的時候
[00:00:59.000 --> 00:01:01.000]  那個中醫都問我
[00:01:01.000 --> 00:01:06.000]  喂,你認為2012會不會是世界末日呢?
[00:01:06.000 --> 00:01:08.000]  我就告訴他,你可以放心
[00:01:08.000 --> 00:01:12.000]  2012年不會是世界的末日
[00:01:12.000 --> 00:01:16.000]  很多牧師在不同的時候都會預言
[00:01:16.000 --> 00:01:21.000]  現在就是末世,主耶穌很快就會再回來了
[00:01:21.000 --> 00:01:24.000]  我記得在上個世紀70年代的時候
[00:01:24.000 --> 00:01:26.000]  我剛剛信主沒多久
[00:01:26.000 --> 00:01:29.000]  1973年發生石油危機
[00:01:29.000 --> 00:01:32.000]  引起全世界的經濟恐慌
[00:01:32.000 --> 00:01:35.000]  同一年10月又發生中東戰爭
[00:01:35.000 --> 00:01:40.000]  那個年代就有很多有關世界末日的預言出現
[00:01:40.000 --> 00:01:43.000]  還有一些被譯成中文
[00:01:43.000 --> 00:01:49.000]  我記得當年看過一本書的書名叫做《哈米吉多頓大戰》
[00:01:49.000 --> 00:01:54.000]  繪聲繪影,講到世界末日隨時會到
[00:01:54.000 --> 00:01:57.000]  作者就引用了很多數據
[00:01:57.000 --> 00:02:00.000]  包括一些地理的資料
[00:02:00.000 --> 00:02:04.000]  包括全球地震的次數越來越頻繁
[00:02:04.000 --> 00:02:07.000]  當時我都信以為真
[00:02:07.000 --> 00:02:13.000]  直到他講到前蘇聯有很多馬
[00:02:13.000 --> 00:02:16.000]  比他們的人口還多很多倍
[00:02:16.000 --> 00:02:21.000]  就可以用在哈米吉多頓的戰場上面
[00:02:21.000 --> 00:02:25.000]  才引起我一些懷疑
[00:02:25.000 --> 00:02:28.000]  我不是有很多軍事知識
[00:02:28.000 --> 00:02:31.000]  但是都知道在第二次世界大戰的時候
[00:02:31.000 --> 00:02:35.000]  人類打仗已經是用飛機大炮
[00:02:35.000 --> 00:02:38.000]  最後還用上了原子彈
[00:02:38.000 --> 00:02:41.000]  為什麼在末日戰爭的時候會復古
[00:02:41.000 --> 00:02:44.000]  要騎馬去打仗呢?
[00:02:44.000 --> 00:02:53.000]  在歐洲本來只有六個國家組織了歐盟的前身
[00:02:53.000 --> 00:02:56.000]  在1973年四號危機的時候
[00:02:56.000 --> 00:02:59.000]  就多了幾個國家加入了歐盟
[00:02:59.000 --> 00:03:03.000]  那些國家都是在今天的地中海附近
[00:03:03.000 --> 00:03:05.000]  又有些牧師預言
[00:03:05.000 --> 00:03:11.000]  當歐盟國家成員國變成十個的時候
[00:03:11.000 --> 00:03:13.000]  主耶穌很快就會再回來
[00:03:13.000 --> 00:03:15.000]  因為在《啟示錄》說到
[00:03:15.000 --> 00:03:18.000]  七頭十國的龍
[00:03:18.000 --> 00:03:20.000]  就是指羅馬帝國
[00:03:20.000 --> 00:03:23.000]  羅馬帝國早已經灰飛煙滅
[00:03:23.000 --> 00:03:24.000]  所以他們想想
[00:03:24.000 --> 00:03:29.000]  很可能歐盟成員國增加到十個的時候
[00:03:29.000 --> 00:03:32.000]  就代表羅馬帝國復活
[00:03:32.000 --> 00:03:37.000]  但是現在參加了歐盟的國家已經有28個
[00:03:37.000 --> 00:03:39.000]  主耶穌還沒有再回來
[00:03:39.000 --> 00:03:43.000]  所以我們今天要看這一段經文
