
[00:00:00.000 --> 00:00:01.760]  我們成立了一臺戲
[00:00:01.760 --> 00:00:05.640]  我不知道是誰會看我們這臺戲
[00:00:05.640 --> 00:00:09.640]  當我們在演戲的時候
[00:00:09.640 --> 00:00:12.780]  又或者在舞臺上
[00:00:12.780 --> 00:00:15.100]  做好我們的角色的時候
[00:00:15.100 --> 00:00:18.440]  不知道是誰會看我們這臺戲
[00:00:18.440 --> 00:00:20.700]  這臺戲很特別
[00:00:20.700 --> 00:00:24.160]  剛纔在聽斯班唱詩的時候
[00:00:24.160 --> 00:00:25.660]  那個感覺很特別
[00:00:25.660 --> 00:00:30.380]  調劑是《蘇州河邊》作詞的
[00:00:30.380 --> 00:00:31.660]  有許生粉
[00:00:31.660 --> 00:00:33.800]  我都覺得很特別
[00:00:33.800 --> 00:00:35.680]  蘇州河畔
[00:00:35.680 --> 00:00:37.920]  秦淮河畔舞者歌臺
[00:00:37.920 --> 00:00:38.840]  是不是這樣呢?
[00:00:38.840 --> 00:00:41.760]  但是直接那首曲調讓我們看到
[00:00:41.760 --> 00:00:44.020]  神在我們的生命裏面
[00:00:44.020 --> 00:00:45.620]  在不同的歷史舞臺上
[00:00:45.620 --> 00:00:46.760]  祂掌管了
[00:00:46.760 --> 00:00:50.680]  七月開始
[00:00:50.680 --> 00:00:54.520]  我們知道香港慶祝迴歸
[00:00:54.520 --> 00:00:55.260]  對不對?
[00:00:56.020 --> 00:00:57.720]  7月1日就慶祝迴歸了
[00:00:57.720 --> 00:01:01.000]  所以這個星期還是迴歸的一週
[00:01:01.000 --> 00:01:02.960]  上個星期
[00:01:02.960 --> 00:01:07.300]  7月1日有人去遊行
[00:01:07.300 --> 00:01:08.660]  很大的風雨
[00:01:08.660 --> 00:01:11.800]  今年六四又有很大的風雨
[00:01:11.800 --> 00:01:14.160]  聽說今天好像又有人遊行
[00:01:14.160 --> 00:01:15.960]  巴士又要改路
[00:01:15.960 --> 00:01:19.160]  香港就是這樣
[00:01:19.160 --> 00:01:23.400]  國內報紙說我們是炸雞
[00:01:24.060 --> 00:01:26.960]  弟兄姊妹當我們走出去的時候
[00:01:26.960 --> 00:01:28.060]  我們是不是炸雞呢?
[00:01:28.060 --> 00:01:30.600]  但是保羅在這裏
[00:01:30.600 --> 00:01:31.560]  他是不是炸雞呢?
[00:01:31.560 --> 00:01:35.260]  似乎保羅他看一段經文的時間
[00:01:35.260 --> 00:01:39.060]  他說其實是哥倫多教會里面的處境
[00:01:39.060 --> 00:01:42.760]  他知道在他的生命裏面
[00:01:42.760 --> 00:01:44.160]  信徒
[00:01:44.160 --> 00:01:46.360]  我們弟兄姊妹都是和神一起去做事
[00:01:46.360 --> 00:01:50.160]  但是哥倫多教會里面的弟兄姊妹分黨分派
[00:01:50.160 --> 00:01:51.360]  我是屬於阿波羅的
[00:01:51.360 --> 00:01:52.360]  我是屬於保羅的
[00:01:52.360 --> 00:01:53.460]  分黨分派
[00:01:55.060 --> 00:01:57.560]  哥倫多教會的弟兄姊妹很有才幹
[00:01:57.560 --> 00:01:58.560]  很有錢
[00:01:58.560 --> 00:02:00.560]  在一個海港裏面
[00:02:00.560 --> 00:02:03.560]  文化交匯
[00:02:03.560 --> 00:02:06.560]  希臘羅馬的哲學
[00:02:06.560 --> 00:02:09.360]  對教會的人都有影響
[00:02:09.360 --> 00:02:11.960]  特別是斯多亞派的影響
[00:02:11.960 --> 00:02:14.560]  保羅就在這裏回應
[00:02:14.560 --> 00:02:16.260]  因爲斯多亞派的哲學
[00:02:16.260 --> 00:02:18.260]  就很強調自主自由
[00:02:20.960 --> 00:02:25.360]  弟兄姊妹當保羅講完第三章
[00:02:25.360 --> 00:02:27.360]  然後講第四章
[00:02:27.360 --> 00:02:29.360]  他自己的身份角色
[00:02:29.360 --> 00:02:32.860]  然後在第五章要處理教義的問題
[00:02:32.860 --> 00:02:33.860]  淫亂
[00:02:33.860 --> 00:02:35.860]  然後第六章講到
[00:02:35.860 --> 00:02:37.860]  弟兄與弟兄之間要訴訟
[00:02:37.860 --> 00:02:39.860]  將一些教義裏面的事情
[00:02:39.860 --> 00:02:42.860]  要拿出去被人判別
[00:02:42.860 --> 00:02:47.860]  哥倫多教會是一間有知識的教會
[00:02:47.860 --> 00:02:49.860]  有才幹的教會
[00:02:49.860 --> 00:02:51.860]  但是因着他們認爲
[00:02:51.860 --> 00:02:54.860]  那種自由很傲慢很自大
[00:02:54.860 --> 00:02:56.860]  保羅作爲仕途
[00:02:56.860 --> 00:02:59.860]  他就在這裏和教會的弟兄姊妹表白
[00:02:59.860 --> 00:03:04.860]  保羅在教導上
[00:03:04.860 --> 00:03:07.860]  我們知道他很有學識
[00:03:07.860 --> 00:03:09.860]  他是猶太人
[00:03:09.860 --> 00:03:11.860]  他很述律法
[00:03:11.860 --> 00:03:13.860]  但是他又很謙卑
[00:03:13.860 --> 00:03:14.860]  在這裏承認
[00:03:14.860 --> 00:03:16.860]  我是基督的執事
[00:03:16.860 --> 00:03:18.860]  神奧祕士的管家
[00:03:18.860 --> 00:03:21.860]  其實主耶穌基督的受死
[00:03:21.860 --> 00:03:22.860]  被釘
[00:03:22.860 --> 00:03:23.860]  復活
[00:03:23.860 --> 00:03:25.860]  對很多人來說是一個奧祕
[00:03:25.860 --> 00:03:28.860]  對初期教會的一些人
[00:03:28.860 --> 00:03:29.860]  認識耶穌的人
[00:03:29.860 --> 00:03:30.860]  他很奧祕
[00:03:30.860 --> 00:03:31.860]  怎麼可以呢
[00:03:31.860 --> 00:03:33.860]  這樣的緣故
[00:03:33.860 --> 00:03:35.860]  走上十字架
[00:03:35.860 --> 00:03:37.860]  爲別人的罪
[00:03:37.860 --> 00:03:38.860]  被釘
[00:03:38.860 --> 00:03:39.860]  流血
[00:03:39.860 --> 00:03:40.860]  死去第三天
[00:03:40.860 --> 00:03:41.860]  然後復活
[00:03:41.860 --> 00:03:42.860]  很奧祕
[00:03:42.860 --> 00:03:45.860]  保羅當他認識主耶穌的時候
[00:03:45.860 --> 00:03:48.860]  就差派他去做福音的使者
[00:03:48.860 --> 00:03:50.860]  就將這個大好的信息
[00:03:50.860 --> 00:03:52.860]  這個奧祕的事交託給他
[00:03:52.860 --> 00:03:55.860]  他要向宗教會去傳
[00:03:55.860 --> 00:03:57.860]  衆地的人去傳
[00:03:57.860 --> 00:04:00.860]  他得着這個身份
