
[00:00:00.000 --> 00:00:05.160]  丁姊妹,各位朋友,大家好!
[00:00:05.160 --> 00:00:11.720]  摩西求神,顯出祂的榮耀,給祂看。
[00:00:11.720 --> 00:00:18.080]  我們如果細心地思想,摩西這個祈求,
[00:00:18.080 --> 00:00:24.240]  我們就會發現,這個禱告的重要性,
[00:00:24.240 --> 00:00:31.640]  和這個禱告背後的智慧。
[00:00:31.640 --> 00:00:40.880]  人生在世,有思想的,都會問到一個問題。
[00:00:40.880 --> 00:00:47.880]  就是說,人活着,到底有什麼意思呢?
[00:00:47.880 --> 00:00:53.080]  這個世界,有沒有神呢?
[00:00:53.080 --> 00:00:59.240]  如果有的話,祂是一位怎樣的神呢?
[00:00:59.240 --> 00:01:03.200]  我們都會問這些問題。
[00:01:03.200 --> 00:01:11.840]  摩西的禱告,不但答覆了,有沒有神的問題。
[00:01:11.840 --> 00:01:15.840]  摩西是很清楚地知道有神。
[00:01:15.840 --> 00:01:20.000]  因爲祂和這位神有溝通。
[00:01:20.000 --> 00:01:25.320]  所以,祂不單止相信有神,
[00:01:25.320 --> 00:01:31.040]  而且,摩西就要進一步去明白,
[00:01:31.040 --> 00:01:38.720]  如果有這位神,這位神是怎樣的一位神呢?
[00:01:38.720 --> 00:01:45.000]  這位神,如果是存在的,
[00:01:45.000 --> 00:01:48.960]  祂和我們是有什麼關係呢?
[00:01:48.960 --> 00:01:54.880]  這些都是很重要的問題。
[00:01:54.880 --> 00:01:59.720]  耶和華怎樣回答摩西呢?
[00:01:59.720 --> 00:02:01.320]  耶和華就說:
[00:02:01.320 --> 00:02:06.800]  「我要顯出我一切的恩慈在禰面前經過。」
[00:02:06.800 --> 00:02:10.720]  而跟着,何合本叔譯的呢?
[00:02:10.720 --> 00:02:14.280]  跟着那句就說:「宣告我的名。」
[00:02:14.280 --> 00:02:19.080]  耶和華神要宣告祂的名。
[00:02:19.080 --> 00:02:25.080]  但是呢,英文的NIV的翻譯,
[00:02:25.080 --> 00:02:26.960]  這句話就是這樣的,
[00:02:26.960 --> 00:02:27.840]  就是說:
[00:02:27.840 --> 00:02:35.960]  「And I will proclaim my name, the Lord, in your presence。」
[00:02:35.960 --> 00:02:39.320]  我們看到NIV翻譯是長一點的,
[00:02:39.320 --> 00:02:42.240]  其實原文應該是這樣的。
[00:02:42.240 --> 00:02:45.400]  如果用中文翻譯呢,就是說:
[00:02:45.400 --> 00:02:47.240]  耶和華神要怎樣呢?
[00:02:47.240 --> 00:02:50.800]  要宣告祂的名,耶和華。
[00:02:50.800 --> 00:02:53.440]  耶和華就是神的名。
[00:02:53.440 --> 00:03:00.920]  「宣告我的名,耶和華,在禰面前。」
[00:03:00.920 --> 00:03:06.160]  耶和華是神的名。
[00:03:06.160 --> 00:03:09.240]  如果問:神有沒有名呢?
[00:03:09.240 --> 00:03:12.720]  耶和華就是祂的名。
[00:03:12.720 --> 00:03:17.560]  這個名是有意義的。
[00:03:17.560 --> 00:03:20.240]  希伯來人,即是說猶太人,
[00:03:20.240 --> 00:03:24.600]  他們對祂的名是有意義的。
[00:03:24.600 --> 00:03:29.240]  這個是基於他們認識神。
[00:03:29.240 --> 00:03:32.440]  神的名是有意思的。
[00:03:32.440 --> 00:03:35.440]  那有什麼意思呢?
[00:03:35.440 --> 00:03:38.840]  神的名是怎樣呢?
[00:03:38.840 --> 00:03:43.480]  是一位有恩慈的神。
[00:03:43.480 --> 00:03:45.880]  有恩慈的神。
[00:03:45.880 --> 00:03:49.920]  那耶和華這個名呢,
[00:03:49.920 --> 00:03:54.720]  剛纔我們看《出埃及己》那裏,
[00:03:54.720 --> 00:03:58.320]  我們剛纔已經看了,就是說,
[00:03:58.320 --> 00:04:00.120]  耶和華神說:
[00:04:00.120 --> 00:04:04.320]  「我要將我的恩慈在禰面前經過。」
[00:04:04.320 --> 00:04:11.400]  「恩慈」呢,其實原文呢,是「goodness」那個字。
[00:04:11.400 --> 00:04:13.960]  神啓示祂自己的名,
[00:04:13.960 --> 00:04:17.240]  祂是一位好的神。
[00:04:17.240 --> 00:04:19.880]  一位好的神。
[00:04:19.880 --> 00:04:23.680]  那祂怎樣好呢?
[00:04:23.680 --> 00:04:30.440]  那剛纔讀的《出埃及己》三十四章五至七節那裏,
[00:04:30.440 --> 00:04:38.800]  耶和華神就啓示祂的「好」給摩西知道。
[00:04:38.800 --> 00:04:40.880]  耶和華神在這裏呢,
[00:04:40.880 --> 00:04:46.000]  奴列祂的「好」出來給我們知道。
[00:04:46.000 --> 00:04:48.280]  那耶和華是怎樣的呢?
[00:04:48.280 --> 00:04:53.800]  耶和華是有憐憫,有恩典的神。
[00:04:53.800 --> 00:04:55.960]  「不輕易發怒」。
[00:04:55.960 --> 00:04:58.400]  「不輕易發怒」這句話呢,
[00:04:58.400 --> 00:05:03.400]  意思就是說,祂是充滿忍耐的。
[00:05:03.400 --> 00:05:07.120]  祂是一位很有忍耐的神,不輕易發怒。
[00:05:07.120 --> 00:05:13.440]  而祂並且有豐盛的慈愛和誠實。
[00:05:13.440 --> 00:05:18.960]  赦免罪孽過犯和罪惡。
[00:05:18.960 --> 00:05:22.880]  萬不以有罪的爲無罪。
[00:05:22.880 --> 00:05:24.920]  那這句話的意思是什麼呢?
[00:05:24.920 --> 00:05:29.760]  意思就是說,祂是一位公義的神。
[00:05:29.760 --> 00:05:32.160]  祂是一位公義的神。
[00:05:32.160 --> 00:05:34.840]  那這位神就是這樣的。
[00:05:34.840 --> 00:05:39.520]  就是因爲耶和華神是這樣的一位「好的神」,
[00:05:39.520 --> 00:05:46.200]  祂就帶給我們人,能夠有希望。
[00:05:46.200 --> 00:05:48.640]  那接着我們看到,
[00:05:48.640 --> 00:05:53.920]  以色列人,他們因爲認識這位神,
[00:05:53.920 --> 00:05:56.360]  他們就有依靠了。
[00:05:56.360 --> 00:06:01.360]  認識這位「好的神」,他們又有依靠。
[00:06:01.360 --> 00:06:05.080]  在以色列的歷史裏面,
[00:06:05.080 --> 00:06:09.480]  他們的依靠就是神的名字。
[00:06:09.480 --> 00:06:12.080]  詩篇五十二篇,
[00:06:12.080 --> 00:06:14.480]  給我們看得到,
[00:06:14.480 --> 00:06:25.160]  私人面對世界的人的邪惡、詭詐、說謊和不公義。
[00:06:25.160 --> 00:06:28.320]  那私人有什麼依靠呢?
[00:06:28.320 --> 00:06:31.560]  他就是依靠耶和華神的名字。
[00:06:31.560 --> 00:06:34.280]  因爲他神的名字是什麼呢?
[00:06:34.280 --> 00:06:35.520]  是「慈愛」的。
[00:06:35.520 --> 00:06:38.320]  這位神是「慈愛」的。
[00:06:38.320 --> 00:06:44.080]  那他不單止來「依靠耶和華神的慈愛」,
[00:06:44.080 --> 00:06:46.400]  而他所仰望的呢,
[00:06:46.400 --> 00:06:50.400]  就是這位神的美好的名字。
[00:06:50.400 --> 00:06:55.840]  這是詩篇十二篇第八、第九節給我們看得到的。
[00:06:55.840 --> 00:06:57.360]  不單止這樣,
[00:06:57.360 --> 00:07:02.120]  以色列人在詩篇一百篇給我們看得到,
[00:07:02.120 --> 00:07:05.680]  他進一步認識到耶和華神的美好,
[00:07:05.680 --> 00:07:08.480]  不單止是他的慈愛,
[00:07:08.480 --> 00:07:11.520]  也包括了他的信實。
[00:07:11.520 --> 00:07:14.520]  這位神是一位很有信實的神。
[00:07:14.520 --> 00:07:17.080]  私人就欽衆耶和華。
[00:07:17.080 --> 00:07:18.960]  欽衆神是怎樣呢?
[00:07:18.960 --> 00:07:21.800]  耶和華本爲善,
[00:07:21.800 --> 00:07:23.720]  他是好的。
[00:07:23.720 --> 00:07:26.640]  他的慈愛傳到永遠,
[00:07:26.640 --> 00:07:30.040]  他的信實直到萬代。
[00:07:30.040 --> 00:07:31.560]  詩篇一百篇,
[00:07:31.560 --> 00:07:35.760]  第四、第五節。
[00:07:35.760 --> 00:07:37.880]  神的「好」呢,
[00:07:37.880 --> 00:07:40.760]  在上文裏面指出,
[00:07:40.760 --> 00:07:46.280]  不單止包括慈愛和信實。
[00:07:46.280 --> 00:07:47.880]  耶和華神呢,
[00:07:47.880 --> 00:07:50.360]  我們上文剛剛說過了,
[00:07:50.360 --> 00:07:53.000]  也包括了他的公義。
[00:07:53.000 --> 00:07:58.200]  公義也是神的榮耀。
[00:07:58.200 --> 00:08:01.240]  在以色列的歷史中,
[00:08:01.240 --> 00:08:02.760]  很可惜,
[00:08:02.760 --> 00:08:06.040]  好像剛纔私人那樣,
[00:08:06.040 --> 00:08:08.240]  依靠神的人,
[00:08:08.240 --> 00:08:10.520]  是少的。
[00:08:10.520 --> 00:08:14.760]  而拜偶像、行惡的人呢,
[00:08:14.760 --> 00:08:16.920]  是很多。
[00:08:16.920 --> 00:08:18.920]  以色列國,
[00:08:18.920 --> 00:08:23.680]  從羅波安開始,
[00:08:23.680 --> 00:08:28.000]  就分裂成爲兩個國家。
[00:08:28.000 --> 00:08:31.920]  就是南國與北國。
[00:08:31.920 --> 00:08:34.120]  北國的以色列呢,
[00:08:34.120 --> 00:08:36.280]  從第一個王,
[00:08:36.280 --> 00:08:39.400]  耶羅波安開始,
[00:08:39.400 --> 00:08:44.280]  就拜金牛獨。
[00:08:44.280 --> 00:08:46.720]  以後的王呢,
[00:08:46.720 --> 00:08:49.760]  不但沒有一個是好的,
[00:08:49.760 --> 00:08:52.480]  而且呢,
[00:08:52.480 --> 00:08:55.400]  是接着來的王呢,
[00:08:55.400 --> 00:08:59.080]  都是更加敗壞,
[00:08:59.080 --> 00:09:02.560]  更加來犯罪。
[00:09:02.560 --> 00:09:07.200]  耶利神的列祿。
[00:09:07.200 --> 00:09:09.080]  所以結果呢,
[00:09:09.080 --> 00:09:13.840]  北國的這個以色列呢,
[00:09:13.840 --> 00:09:17.640]  在主旋七百二十一年呢,
[00:09:17.640 --> 00:09:22.760]  就被阿述國所毀滅了。
[00:09:22.760 --> 00:09:24.960]  那南國又怎樣呢?
[00:09:24.960 --> 00:09:27.880]  南國猶大呢,
[00:09:27.880 --> 00:09:31.680]  就有好幾位的王呢,
[00:09:31.680 --> 00:09:36.240]  是敬畏神的。
[00:09:36.240 --> 00:09:39.880]  好似阿薩,
[00:09:39.880 --> 00:09:42.040]  約沙法,
[00:09:42.040 --> 00:09:44.000]  希西加。
[00:09:44.000 --> 00:09:46.080]  那這些王是好的,
[00:09:46.080 --> 00:09:48.320]  敬畏神的。
[00:09:48.320 --> 00:09:50.640]  但是其餘那些,
[00:09:50.640 --> 00:09:52.520]  就沒有了。
[00:09:52.520 --> 00:09:54.000]  特別是什麼呢?
[00:09:54.000 --> 00:09:57.320]  特別是那個馬拿西。
[00:09:57.320 --> 00:09:58.920]  所以結果呢,
[00:09:58.920 --> 00:10:00.520]  南國呢,
[00:10:00.520 --> 00:10:04.720]  去到之前五百八十七年呢,
[00:10:04.720 --> 00:10:10.720]  都被這個巴比倫所毀滅。
[00:10:10.720 --> 00:10:15.960]  那耶利米埃哥這本書呢,
[00:10:15.960 --> 00:10:19.000]  就是講到猶太人呢,
[00:10:19.000 --> 00:10:26.160]  他們爲了這個耶路撒冷城的毀滅,
[00:10:26.160 --> 00:10:32.560]  而所寫的所有的悲嘆,
[00:10:32.560 --> 00:10:37.480]  而寫出的這本的埃哥。
[00:10:37.480 --> 00:10:40.240]  耶利米埃哥。
[00:10:40.240 --> 00:10:41.720]  這篇埃哥呢,
[00:10:41.720 --> 00:10:44.280]  在這篇埃哥里面呢,
[00:10:44.280 --> 00:10:47.240]  作者就承認,
[00:10:47.240 --> 00:10:50.200]  他所遭遇的苦難,
[00:10:50.200 --> 00:10:54.680]  是因爲猶大人呢,
[00:10:54.680 --> 00:10:58.520]  他們違背神的命令,
[00:10:58.520 --> 00:11:00.440]  離棄神,
[00:11:00.440 --> 00:11:04.600]  不守與神所立的約,
[00:11:04.600 --> 00:11:05.760]  因而呢,
[00:11:05.760 --> 00:11:10.800]  就受到耶和華公義的審判。
[00:11:10.800 --> 00:11:14.720]  那作者在埃哥一章十八節那裏,
[00:11:14.720 --> 00:11:16.920]  他就承認他說什麼呢?
[00:11:16.920 --> 00:11:20.680]  他說耶和華是公義的,
[00:11:20.680 --> 00:11:23.280]  他這樣待我呢,
[00:11:23.280 --> 00:11:27.640]  是因爲我違背了他的命令。
[00:11:27.640 --> 00:11:30.320]  而在埃哥四章六節那裏,
[00:11:30.320 --> 00:11:33.920]  作者接着說道,
[00:11:33.920 --> 00:11:35.760]  指出來,
[00:11:35.760 --> 00:11:39.640]  猶大衆民的罪孽,
[00:11:39.640 --> 00:11:45.960]  比所多馬的罪還大。
[00:11:45.960 --> 00:11:47.800]  所以,
[00:11:47.800 --> 00:11:50.560]  耶利米埃哥的作者,
[00:11:50.560 --> 00:11:52.040]  承認,
[00:11:52.040 --> 00:11:56.880]  這是他們因爲犯罪所帶來的結果,
[00:11:56.880 --> 00:12:03.520]  是神對他們的公義的審判。
[00:12:03.520 --> 00:12:05.240]  那,
[00:12:05.240 --> 00:12:08.360]  他們有沒有盼望呢?
[00:12:08.360 --> 00:12:10.360]  在埃哥里面,
[00:12:10.360 --> 00:12:12.840]  我們繼續看下去的時候,
[00:12:12.840 --> 00:12:14.720]  埃哥的作者,
[00:12:14.720 --> 00:12:17.640]  因爲神的審判,
[00:12:17.640 --> 00:12:20.600]  而陷在困苦,
[00:12:20.600 --> 00:12:22.160]  幽悶,
[00:12:22.160 --> 00:12:26.600]  甚至絕望當中。
[00:12:26.600 --> 00:12:29.560]  但是在這樣的情況下,
[00:12:29.560 --> 00:12:32.280]  他忽然間想起,
[00:12:32.280 --> 00:12:34.800]  忽然間想到什麼呢?
[00:12:34.800 --> 00:12:40.800]  就說,雖然他們落在這麼大的苦難當中,
[00:12:40.800 --> 00:12:42.320]  但是,
[00:12:42.320 --> 00:12:45.920]  他們仍舊是存活,
[00:12:45.920 --> 00:12:51.080]  而沒有被消滅。
[00:12:51.080 --> 00:12:52.800]  他明白到,
[00:12:52.800 --> 00:12:58.080]  這是出於耶和華諸般的慈愛,
[00:12:58.080 --> 00:13:00.400]  是因爲祂的憐憫,
[00:13:00.400 --> 00:13:03.440]  不致斷絕。
[00:13:03.440 --> 00:13:04.880]  每早晨,
[00:13:04.880 --> 00:13:07.480]  這些都是新的。
[00:13:07.480 --> 00:13:11.040]  耶和華神的誠實,
[00:13:11.040 --> 00:13:13.760]  極其廣大。
[00:13:13.760 --> 00:13:15.440]  這是埃哥的三章,
[00:13:15.440 --> 00:13:18.200]  二十二、二十三節。
[00:13:18.200 --> 00:13:19.360]  注意,
[00:13:19.360 --> 00:13:22.000]  作者在這裏所說的,
[00:13:22.000 --> 00:13:27.800]  神的慈愛、憐憫和誠實,
[00:13:27.800 --> 00:13:32.440]  都是出於剛纔所說的《出一及記》,
[00:13:32.440 --> 00:13:37.480]  神向摩西有關祂的名的啓示,
[00:13:37.480 --> 00:13:39.840]  所說到的。
[00:13:39.840 --> 00:13:42.760]  這位好的神,
[00:13:42.760 --> 00:13:45.520]  必定會施以救恩,
[00:13:45.520 --> 00:13:50.320]  給凡等候尋求祂的人。
[00:13:50.320 --> 00:13:54.720]  埃哥三章,二十四至二十五節。
[00:13:54.720 --> 00:13:57.880]  爲什麼有這樣的緣故?
[00:13:57.880 --> 00:14:01.560]  寫埃哥的人,
[00:14:01.560 --> 00:14:05.280]  有一個盼望。
[00:14:05.280 --> 00:14:06.720]  那麼,
[00:14:06.720 --> 00:14:09.760]  我們接着說到的是,
[00:14:09.760 --> 00:14:13.680]  神榮耀的彰顯。
[00:14:13.680 --> 00:14:15.920]  在埃哥的第二章,
[00:14:15.920 --> 00:14:18.800]  十五節那裏,
[00:14:18.800 --> 00:14:20.840]  作者就說到,
[00:14:20.840 --> 00:14:24.480]  在主前五百八十七年,
[00:14:24.480 --> 00:14:30.080]  耶路撒冷城被攻陷和拆毀的時候,
[00:14:30.080 --> 00:14:35.760]  外邦人所發出的飢諷。
[00:14:35.760 --> 00:14:39.680]  在這次聖經裏面,
[00:14:39.680 --> 00:14:41.720]  那些外邦人怎麼樣呢?
[00:14:41.720 --> 00:14:45.960]  他們就搖頭來飢諷他們,
[00:14:45.960 --> 00:14:48.600]  飢諷那些猶太人。
[00:14:48.600 --> 00:14:49.880]  他們就說,
[00:14:49.880 --> 00:14:53.880]  難道人所稱爲全美的,
[00:14:53.880 --> 00:14:57.280]  稱爲全地所喜悅的,
[00:14:57.280 --> 00:15:00.960]  就是這個城嗎?
[00:15:00.960 --> 00:15:02.280]  當時,
[00:15:02.280 --> 00:15:07.200]  當猶太人被毀滅的時候,
[00:15:07.200 --> 00:15:10.080]  耶路撒冷城都被拆毀了。
[00:15:10.080 --> 00:15:17.000]  外邦人就是這樣來祭朝。
[00:15:17.000 --> 00:15:18.880]  一位學者,
[00:15:18.880 --> 00:15:20.720]  聖經學者,
[00:15:20.720 --> 00:15:21.600]  他的名字叫做
[00:15:21.600 --> 00:15:25.040]  Kenneth Bailey,
[00:15:25.040 --> 00:15:28.680]  他就研究《馬可福音》。
[00:15:28.680 --> 00:15:30.600]  他就發現,
[00:15:30.600 --> 00:15:33.440]  《馬可福音》十五章二十九,
[00:15:33.440 --> 00:15:36.080]  三十節這兩節,
[00:15:36.080 --> 00:15:41.160]  原來和埃哥二章十五節這一節,
[00:15:41.160 --> 00:15:43.720]  原來是有關係的。
[00:15:43.720 --> 00:15:46.000]  這兩段經文,
[00:15:46.000 --> 00:15:51.880]  是彼此有一種共同的地方。
[00:15:51.880 --> 00:15:53.240]  所以,
[00:15:53.240 --> 00:15:56.880]  《馬可福音》十五章那一節經文,
[00:15:56.880 --> 00:16:04.680]  是暗指埃哥的二章十五節。
[00:16:04.680 --> 00:16:08.000]  這個埃哥和《馬可福音》
[00:16:08.000 --> 00:16:11.520]  這兩段經文的內容,
[00:16:11.520 --> 00:16:14.280]  如果留心看的時候,
[00:16:14.280 --> 00:16:20.080]  原來這兩段經文是有一種對比的。
[00:16:20.080 --> 00:16:23.360]  我們看埃哥二章十五節,
[00:16:23.360 --> 00:16:25.080]  剛纔已經講了,
[00:16:25.080 --> 00:16:27.400]  那些人講到,
[00:16:27.400 --> 00:16:30.320]  他們指出,
[00:16:30.320 --> 00:16:33.480]  人所稱爲全美的,
[00:16:33.480 --> 00:16:36.560]  稱爲全地所喜悅的,
[00:16:36.560 --> 00:16:38.360]  就是這個成魔。
[00:16:38.360 --> 00:16:41.480]  這個是埃哥二章十五節。
[00:16:41.480 --> 00:16:45.640]  而《馬可福音》五章二十九三十節,
[00:16:45.640 --> 00:16:48.000]  是講什麼呢?
[00:16:48.000 --> 00:16:52.760]  在二十九三十節裏,
[00:16:52.760 --> 00:16:58.200]  就是講到,
[00:16:58.200 --> 00:17:01.600]  主後七十年,
[00:17:01.600 --> 00:17:06.720]  耶路撒冷被攻陷,
[00:17:06.720 --> 00:17:08.280]  被拆毀,
