
[00:00:00.000 --> 00:00:02.000]  好,讓我們一起有個祈禱的開始
[00:00:30.000 --> 00:00:35.000]  讓我們一生都能榮耀祢自己的名字
[00:00:35.000 --> 00:00:37.000]  多謝祢聽我們的禱告
[00:00:37.000 --> 00:00:40.000]  奉耶穌基督得勝的名字祈求
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:45.000]  大家有沒有試過去買東西?
[00:00:45.000 --> 00:00:47.000]  我相信都試過了
[00:00:47.000 --> 00:00:52.000]  無論你去買一些藥用品
[00:00:52.000 --> 00:00:55.000]  或者買一些家庭電器用品
[00:00:55.000 --> 00:00:58.000]  不知道你選擇有沒有標準
[00:00:58.000 --> 00:01:01.000]  我自己買一些家庭電器用品
[00:01:01.000 --> 00:01:02.000]  我都有一個標準
[00:01:02.000 --> 00:01:05.000]  因為我們是上一世紀的產物
[00:01:05.000 --> 00:01:07.000]  所以我們買的家庭電器用品
[00:01:07.000 --> 00:01:09.000]  都希望耐用一點
[00:01:09.000 --> 00:01:13.000]  不要買回來不夠三、四個月就壞了
[00:01:13.000 --> 00:01:16.000]  當然我們會買一些牌子比較出名的
[00:01:16.000 --> 00:01:18.000]  出名的意思不一定貴
[00:01:18.000 --> 00:01:21.000]  覺得這個牌子耐用
[00:01:21.000 --> 00:01:23.000]  我們就買
[00:01:23.000 --> 00:01:25.000]  當然家庭電器用品
[00:01:25.000 --> 00:01:28.000]  有些可以即場試試
[00:01:28.000 --> 00:01:29.000]  買不買
[00:01:29.000 --> 00:01:31.000]  用不用一個
[00:01:31.000 --> 00:01:33.000]  有些大的電器
[00:01:33.000 --> 00:01:34.000]  你又不能試
[00:01:34.000 --> 00:01:37.000]  因為你都希望買了回家之後
[00:01:37.000 --> 00:01:39.000]  都有個保養期
[00:01:39.000 --> 00:01:41.000]  放心去買
[00:01:41.000 --> 00:01:43.000]  很多時候我們買的時候
[00:01:43.000 --> 00:01:46.000]  都會被名牌騙了
[00:01:46.000 --> 00:01:48.000]  所以我們有時候買
[00:01:48.000 --> 00:01:51.000]  都有些步驟、標準在我們心裡
[00:01:51.000 --> 00:01:56.000]  第一就是家庭電器的品質合不合格
[00:01:56.000 --> 00:01:58.000]  其實有沒有做QC
[00:01:58.000 --> 00:02:01.000]  在工廠裏面生產的過程裏面
[00:02:01.000 --> 00:02:03.000]  有沒有檢驗一下測試一下
[00:02:03.000 --> 00:02:06.000]  它用不用得
[00:02:06.000 --> 00:02:07.000]  第二
[00:02:07.000 --> 00:02:09.000]  既然用得的時候
[00:02:09.000 --> 00:02:10.000]  我買了
[00:02:10.000 --> 00:02:12.000]  其實有沒有保養期
[00:02:12.000 --> 00:02:14.000]  保養期有多久
[00:02:14.000 --> 00:02:17.000]  保養期中間買了的時候
[00:02:17.000 --> 00:02:19.000]  還要不要給錢
[00:02:19.000 --> 00:02:20.000]  諸如此類
[00:02:20.000 --> 00:02:25.000]  所以我們都有個標準在我們心裏
[00:02:25.000 --> 00:02:28.000]  其實我們在商品上面
[00:02:28.000 --> 00:02:31.000]  我們心目中都給一個商品有個標準
[00:02:31.000 --> 00:02:35.000]  其實世界對人都有不同的標準
[00:02:35.000 --> 00:02:37.000]  譬如我舉個例
[00:02:37.000 --> 00:02:39.000]  學生讀書的時候
[00:02:39.000 --> 00:02:41.000]  其實都有個標準
[00:02:41.000 --> 00:02:44.000]  他就會透過考試、測驗等等
[00:02:44.000 --> 00:02:46.000]  給老師打個分數
[00:02:46.000 --> 00:02:48.000]  合格就好了
[00:02:48.000 --> 00:02:50.000]  萬一不合格
[00:02:50.000 --> 00:02:52.000]  就可能畢不了業
[00:02:52.000 --> 00:02:55.000]  又或者我們做工的時候
[00:02:55.000 --> 00:02:58.000]  你的上司每年的年尾都差不多到了
[00:02:58.000 --> 00:03:01.000]  會和你做一個評估
[00:03:01.000 --> 00:03:03.000]  看你過去一年究竟
[00:03:03.000 --> 00:03:04.000]  你勤不勤力
[00:03:04.000 --> 00:03:06.000]  你搭不搭標
[00:03:06.000 --> 00:03:07.000]  如果你不搭標
[00:03:07.000 --> 00:03:10.000]  可能就多給你一次機會
[00:03:10.000 --> 00:03:14.000]  又或者請你領謀高就
[00:03:14.000 --> 00:03:16.000]  所以我們在人生裏面
[00:03:16.000 --> 00:03:18.000]  我們有不同的角色扮演的時候
[00:03:18.000 --> 00:03:21.000]  我們都有不同的合格標準
[00:03:21.000 --> 00:03:24.000]  今日我都會問一個問題
[00:03:24.000 --> 00:03:26.000]  我們做基督徒的時候
[00:03:26.000 --> 00:03:30.000]  我們有沒有一個合格的標準呢
[00:03:30.000 --> 00:03:32.000]  問一下大家
[00:03:32.000 --> 00:03:34.000]  你做基督徒的時候
[00:03:34.000 --> 00:03:36.000]  你合不合格呢
[00:03:36.000 --> 00:03:38.000]  你就會問我一個問題
[00:03:38.000 --> 00:03:39.000]  莫先生
[00:03:39.000 --> 00:03:43.000]  誰去判斷我們究竟合不合格呢
[00:03:43.000 --> 00:03:46.000]  有四種人士
[00:03:46.000 --> 00:03:50.000]  時時都判斷我們做基督徒是否合格
[00:03:50.000 --> 00:03:54.000]  第一種人士就是我們自己
[00:03:54.000 --> 00:03:59.000]  我們很多時候都要求自己不一樣
[00:03:59.000 --> 00:04:03.000]  有些人要求自己要很小心
[00:04:03.000 --> 00:04:05.000]  不要犯錯
[00:04:05.000 --> 00:04:08.000]  然後才符合自己的心意
[00:04:08.000 --> 00:04:10.000]  有些人就會覺得
[00:04:10.000 --> 00:04:13.000]  我們做基督徒少少錯是沒有所謂的
[00:04:13.000 --> 00:04:14.000]  有什麼問題呢
[00:04:14.000 --> 00:04:16.000]  沒有問題的
[00:04:16.000 --> 00:04:18.000]  所以第一種人士去判斷自己
[00:04:18.000 --> 00:04:20.000]  是否一個合格的基督徒
[00:04:20.000 --> 00:04:22.000]  很可能是自己
[00:04:22.000 --> 00:04:24.000]  第二種人士去判斷你
[00:04:24.000 --> 00:04:26.000]  是否一個合格的基督徒
[00:04:26.000 --> 00:04:29.000]  就是在我們這個群體裏面
[00:04:29.000 --> 00:04:33.000]  我們特別在選舉的即時的時候
[00:04:33.000 --> 00:04:35.000]  我們就說
[00:04:35.000 --> 00:04:38.000]  這個弟兄姊妹都可以做的嗎
[00:04:38.000 --> 00:04:40.000]  你看她有沒有崇拜
[00:04:40.000 --> 00:04:42.000]  有沒有主日學
[00:04:42.000 --> 00:04:45.000]  有沒有團契
[00:04:45.000 --> 00:04:47.000]  有沒有三樣
[00:04:47.000 --> 00:04:49.000]  她都可以做這個即時
[00:04:49.000 --> 00:04:51.000]  有沒有搞錯
[00:04:51.000 --> 00:04:52.000]  所以很多時候
[00:04:52.000 --> 00:04:54.000]  在教會裏面我們肢體之間
[00:04:54.000 --> 00:04:57.000]  都會成為別人的標準
[00:04:57.000 --> 00:04:58.000]  甚至說
[00:04:58.000 --> 00:05:00.000]  你看我奉獻表
[00:05:00.000 --> 00:05:01.000]  她都沒有奉獻的
[00:05:01.000 --> 00:05:04.000]  她怎麼可以做這個即時
[00:05:04.000 --> 00:05:07.000]  所以在教會裏面肢體的判斷的時候
[00:05:07.000 --> 00:05:09.000]  我們用一個比較的方式
[00:05:09.000 --> 00:05:10.000]  去釐定
[00:05:10.000 --> 00:05:14.000]  究竟你是否一個合格的基督徒
[00:05:14.000 --> 00:05:16.000]  因為我們的額上沒有寫著
[00:05:16.000 --> 00:05:19.000]  我是基督徒
[00:05:19.000 --> 00:05:20.000]  第三個
[00:05:20.000 --> 00:05:22.000]  你含若格就不是自己
[00:05:22.000 --> 00:05:25.000]  也不是教會的肢體
[00:05:25.000 --> 00:05:29.000]  是外面那些沒有認識神的人
[00:05:29.000 --> 00:05:31.000]  他們怎麼給分數我們呢
[00:05:31.000 --> 00:05:33.000]  他就會發覺
[00:05:33.000 --> 00:05:37.000]  咸學生你星期天都去BBQ
[00:05:37.000 --> 00:05:38.000]  搞錯你是基督徒
[00:05:38.000 --> 00:05:40.000]  你不用回教會嗎
[00:05:40.000 --> 00:05:43.000]  於是他就覺得你不是一個不合格的基督徒
[00:05:43.000 --> 00:05:45.000]  又或者星期天看到你在茶樓
[00:05:45.000 --> 00:05:47.000]  還在那裏大飲大食的時候
[00:05:47.000 --> 00:05:49.000]  咸學生你又說你是基督徒
[00:05:49.000 --> 00:05:50.000]  你看你
[00:05:50.000 --> 00:05:51.000]  在那裏喝茶
[00:05:51.000 --> 00:05:53.000]  沒有崇拜
[00:05:53.000 --> 00:05:56.000]  所以一些不是基督徒的人
[00:05:56.000 --> 00:05:57.000]  他怎麼看我們呢
[00:05:57.000 --> 00:06:00.000]  就是以他的印象去判斷我們
[00:06:00.000 --> 00:06:03.000]  究竟我們是否合格的基督徒
[00:06:03.000 --> 00:06:04.000]  所以很多時候
[00:06:04.000 --> 00:06:09.000]  人就憑他的印象去判斷我們
[00:06:09.000 --> 00:06:11.000]  第四種去判斷我們
[00:06:11.000 --> 00:06:14.000]  是否一個合格的基督徒
[00:06:14.000 --> 00:06:17.000]  就是我們所信的三位一體的真神
[00:06:17.000 --> 00:06:18.000]  在今天
[00:06:18.000 --> 00:06:19.000]  保羅在第五節說
[00:06:19.000 --> 00:06:24.000]  他怎麼去跟貼撒羅尼加的信徒說呢
[00:06:24.000 --> 00:06:28.000]  他說這正是神公義判斷的明證
[00:06:28.000 --> 00:06:31.000]  叫你們可算配得神的國
[00:06:31.000 --> 00:06:34.000]  你們就是為這國受苦
[00:06:34.000 --> 00:06:38.000]  所以在四種判斷我們是否基督徒
[00:06:38.000 --> 00:06:42.000]  我會覺得神的判斷是最公正的
[00:06:42.000 --> 00:06:44.000]  其他三種判斷
[00:06:44.000 --> 00:06:47.000]  他都不是按照神所定下的判斷
[00:06:47.000 --> 00:06:51.000]  他說究竟我們合格還是不合格
[00:06:51.000 --> 00:06:53.000]  因為我們自己對自己的判斷
[00:06:53.000 --> 00:06:55.000]  有時候可能太嚴
[00:06:55.000 --> 00:06:57.000]  有時候可能太鬆
[00:06:57.000 --> 00:07:00.000]  教會的肢體對我們的判斷
[00:07:00.000 --> 00:07:03.000]  都是用他自己的方式去表達
[00:07:03.000 --> 00:07:06.000]  或者用一個比較的方式
[00:07:06.000 --> 00:07:08.000]  外邊的人去判斷我們
[00:07:08.000 --> 00:07:11.000]  只是憑一個印象
[00:07:11.000 --> 00:07:12.000]  唯有保羅說
[00:07:12.000 --> 00:07:16.000]  神是用他的公義來判斷我們
[00:07:16.000 --> 00:07:19.000]  只有這位三位一體的真神去判斷我們
[00:07:19.000 --> 00:07:24.000]  是不是他所喜愛的孩子
[00:07:24.000 --> 00:07:27.000]  保羅寫信給這間教會的時候
[00:07:27.000 --> 00:07:30.000]  是很少稱讚其他教會
[00:07:30.000 --> 00:07:32.000]  他唯一去稱讚的就是
[00:07:32.000 --> 00:07:34.000]  貼薩羅尼加這間教會
[00:07:34.000 --> 00:07:36.000]  他特別在後書的時候
[00:07:36.000 --> 00:07:42.000]  他一直誇讚貼薩羅尼加教會的信徒
[00:07:42.000 --> 00:07:44.000]  在保羅的心目中
[00:07:44.000 --> 00:07:47.000]  這間教會的信徒他們合格
[00:07:47.000 --> 00:07:49.000]  雖然這間教會的信徒
[00:07:49.000 --> 00:07:52.000]  信主的年日不是很長
[00:07:52.000 --> 00:07:55.000]  他們受的栽培也不是很多
[00:07:55.000 --> 00:07:58.000]  他們聽的道也不是很多
[00:07:58.000 --> 00:08:02.000]  不過這些都不是一個合格的標準的判斷
[00:08:02.000 --> 00:08:04.000]  這樣我們就會問
[00:08:04.000 --> 00:08:07.000]  究竟合格的基督徒
[00:08:07.000 --> 00:08:10.000]  是有什麼特質呢?
[00:08:10.000 --> 00:08:12.000]  如果我將這個問題
[00:08:12.000 --> 00:08:16.000]  稍微去轉一下廣東話
[00:08:16.000 --> 00:08:19.000]  我都會問你
[00:08:19.000 --> 00:08:23.000]  你怎樣活出在基督的樣式呢?
[00:08:23.000 --> 00:08:26.000]  你怎樣在你的生命裡面
[00:08:26.000 --> 00:08:28.000]  一些不認識你的人
[00:08:28.000 --> 00:08:29.000]  一眼看到你
[00:08:29.000 --> 00:08:31.000]  你就是那位信徒
[00:08:31.000 --> 00:08:35.000]  就是那位跟從主的一位教徒呢?
[00:08:35.000 --> 00:08:37.000]  如果我再將這個問題
[00:08:37.000 --> 00:08:39.000]  再簡化一點
[00:08:39.000 --> 00:08:40.000]  我問你今天
[00:08:40.000 --> 00:08:44.000]  你和三位一體的真神的關係是怎樣呢?
[00:08:44.000 --> 00:08:47.000]  你每一天有沒有和祂同行呢?
[00:08:47.000 --> 00:08:51.000]  你每一天是不是只是去守一堆的律法規條
[00:08:51.000 --> 00:08:54.000]  就說自己是一個標準的基督徒呢?
[00:08:54.000 --> 00:08:57.000]  在八十年代有很多的學者
[00:08:57.000 --> 00:09:00.000]  去寫羅馬書的《釋經》的時候
[00:09:00.000 --> 00:09:02.000]  他都問一個問題
[00:09:02.000 --> 00:09:06.000]  就是羅馬書究竟是不是一堆的律法的書
[00:09:06.000 --> 00:09:10.000]  以致我們成為一個合格的基督徒呢?
[00:09:10.000 --> 00:09:13.000]  今天我們最重要問一個問題
[00:09:13.000 --> 00:09:14.000]  就是除了我們信仰
[00:09:14.000 --> 00:09:18.000]  我們認識我們的主是一位三位一體的真神
[00:09:18.000 --> 00:09:21.000]  我們的主是一位道成肉身的主
[00:09:21.000 --> 00:09:23.000]  我們的主為了我們罪的緣故
[00:09:23.000 --> 00:09:26.000]  在十字架上所留的補血
[00:09:26.000 --> 00:09:27.000]  去救贖我們
[00:09:27.000 --> 00:09:28.000]  去三日死而復活
[00:09:28.000 --> 00:09:30.000]  這些的信仰之外
[00:09:30.000 --> 00:09:32.000]  我都同樣問大家一個問題
[00:09:32.000 --> 00:09:36.000]  當我去一個不認識人的群體裡面
[00:09:36.000 --> 00:09:39.000]  這一班的人有沒有一眼看出
[00:09:39.000 --> 00:09:41.000]  我就是一位基督徒呢?
[00:09:41.000 --> 00:09:45.000]  就是說我能不能夠在任何的時刻
[00:09:45.000 --> 00:09:48.000]  去活出耶穌基督的樣式呢?
[00:09:48.000 --> 00:09:52.000]  如果我們要成為
[00:09:52.000 --> 00:09:55.000]  耶穌基督活出一個樣式的時候
[00:09:55.000 --> 00:09:57.000]  我從這個經文裡面
[00:09:57.000 --> 00:10:01.000]  神比保羅給我們兩個重要的啟迪
[00:10:01.000 --> 00:10:02.000]  第一
[00:10:02.000 --> 00:10:04.000]  就是我們的生活
[00:10:04.000 --> 00:10:07.000]  經不經得起考驗呢?
[00:10:07.000 --> 00:10:08.000]  換句話說
[00:10:08.000 --> 00:10:10.000]  我在我們的行為裡面
[00:10:10.000 --> 00:10:12.000]  我們的生活裡面
[00:10:12.000 --> 00:10:14.000]  我們究竟對神有沒有信心呢?
[00:10:14.000 --> 00:10:16.000]  保羅說
[00:10:16.000 --> 00:10:20.000]  弟兄們我們該為你們常常感謝神
[00:10:20.000 --> 00:10:22.000]  這本是合宜的
[00:10:22.000 --> 00:10:26.000]  因為你們的信心是格外的增長
[00:10:26.000 --> 00:10:30.000]  並且你們眾人彼此相愛亦都充足
[00:10:30.000 --> 00:10:35.000]  甚至我們在神的各教會裡為你們跨候
[00:10:35.000 --> 00:10:38.000]  都因你們所受一切逼迫患難中
[00:10:38.000 --> 00:10:41.000]  仍然有忍耐和信心
[00:10:41.000 --> 00:10:45.000]  保羅在貼撒羅尼加信徒感恩的是有三樣東西
[00:10:45.000 --> 00:10:46.000]  第一
[00:10:46.000 --> 00:10:48.000]  信心、愛心、盼望
[00:10:48.000 --> 00:10:50.000]  我也希望我們的教會
[00:10:50.000 --> 00:10:52.000]  我們每一位弟兄姊妹
[00:10:52.000 --> 00:10:55.000]  都能夠活出保羅在貼撒羅尼加
[00:10:55.000 --> 00:10:57.000]  去稱讚他們的教會
[00:10:57.000 --> 00:10:59.000]  我們是有信心
[00:10:59.000 --> 00:11:01.000]  我們是有愛心
[00:11:01.000 --> 00:11:03.000]  我們是有盼望
