
[00:00:00.000 --> 00:00:03.500]  很多人常常問我,牧師每一次,這麼多次
[00:00:03.500 --> 00:00:07.400]  神帶領教會,一次次要進入新的方向的時候
[00:00:07.400 --> 00:00:10.800]  教會怎麼樣能夠保持那個動力
[00:00:10.800 --> 00:00:13.100]  來這樣跟隨神?
[00:00:13.100 --> 00:00:17.700]  所以今天早上我跟他分享教會前進的動力
[00:00:17.700 --> 00:00:19.600]  三方面的動力
[00:00:19.600 --> 00:00:24.600]  從過去到現在,我越來越看這三方面都是非常重要
[00:00:24.600 --> 00:00:27.600]  第一方面的動力,就是意象的動力
[00:00:27.600 --> 00:00:30.900]  跟你朋友說意象的動力
[00:00:30.900 --> 00:00:33.200]  第二點,意象太重要
[00:00:33.200 --> 00:00:36.500]  真言二十九章十八節
[00:00:36.500 --> 00:00:41.000]  講到沒有意象,民就什麼?放肆
[00:00:41.000 --> 00:00:45.200]  再有一些翻譯,翻譯這個放肆叫滅亡
[00:00:45.200 --> 00:00:48.700]  沒有意象,民就滅亡
[00:00:48.700 --> 00:00:50.600]  意象太重要了
[00:00:50.600 --> 00:00:53.900]  意象才能帶給我們方向
[00:00:53.900 --> 00:00:57.000]  方向才能帶給我們動力
[00:00:57.000 --> 00:01:02.100]  今天如果我看見一個教會是停滯不前的話
[00:01:02.100 --> 00:01:08.500]  我就知道一定是因為這個教會失去了起初的意象
[00:01:08.500 --> 00:01:10.500]  就像一艘船一樣
[00:01:10.500 --> 00:01:13.900]  在船裡面可以彼此相親相愛
[00:01:13.900 --> 00:01:18.200]  但如果失去了方向,就不知道何去何從了
[00:01:18.200 --> 00:01:20.900]  那個船只能在原地打轉
[00:01:20.900 --> 00:01:24.800]  今天我看見很多的教會就在原地打轉
[00:01:24.800 --> 00:01:27.900]  為什麼?因為看不見方向
[00:01:27.900 --> 00:01:30.300]  失去了起初的意象
[00:01:30.300 --> 00:01:34.400]  第二點,唯有意象能夠帶給我們清楚的方向
[00:01:34.400 --> 00:01:38.800]  也能夠讓我們在狂風暴雨當中繼續向前
[00:01:38.800 --> 00:01:43.000]  你們在新約時代我們看見保羅的侍奉
[00:01:43.000 --> 00:01:46.000]  你看見保羅面對多少的難處
[00:01:46.000 --> 00:01:47.900]  經過多少的危險
[00:01:47.900 --> 00:01:50.000]  經過多少的苦難
[00:01:50.000 --> 00:01:52.000]  甚至被抓到監獄裡面
[00:01:52.000 --> 00:01:55.500]  甚至要在官府面前為自己申訴
[00:01:55.500 --> 00:01:59.400]  我常想他服侍的動力從哪裡來呢?
[00:01:59.400 --> 00:02:02.400]  十六章二十六章第十九節
[00:02:02.400 --> 00:02:05.000]  我們看見保羅在那一句話
[00:02:05.000 --> 00:02:09.300]  就說明了他一切在背後服侍的動力
[00:02:09.300 --> 00:02:12.400]  他在雅其帕旺面前要申訴的時候
[00:02:12.400 --> 00:02:14.400]  他很清楚地對雅其帕旺說
[00:02:14.400 --> 00:02:22.100]  雅其帕旺,我固此沒有違背那從天上來的意象
[00:02:22.100 --> 00:02:26.000]  保羅一生是為意象而活
[00:02:26.000 --> 00:02:30.600]  他一生是為著意象擺上他自己
[00:02:30.600 --> 00:02:32.900]  同樣今天教會
[00:02:32.900 --> 00:02:37.100]  若是要繼續不斷地在神國度向前進的話
[00:02:37.100 --> 00:02:40.000]  教會一定要清楚的意象
[00:02:40.000 --> 00:02:46.600]  而且弟兄姊妹要同心合意走在這個意象上面
[00:02:46.600 --> 00:02:48.000]  感謝神我們看見這些年
[00:02:48.000 --> 00:02:51.800]  神給我們教會有非常清楚的意象
[00:02:51.800 --> 00:02:57.000]  這個意象就是建造神榮耀的教會
[00:02:57.000 --> 00:03:00.500]  弟兄姊為什麼我們在這裡敬拜神?
[00:03:00.500 --> 00:03:02.200]  我們在這裡敬拜神
[00:03:02.200 --> 00:03:04.500]  我告訴你一點不是為我們的滿足
[00:03:04.500 --> 00:03:07.000]  心靈的滿足而已
[00:03:07.000 --> 00:03:08.800]  我們在這裡敬拜讚美
[00:03:08.800 --> 00:03:12.200]  乃是要為建造神榮耀的教會
[00:03:12.200 --> 00:03:13.700]  為什麼我們在這裡
[00:03:13.700 --> 00:03:18.200]  能夠建立小組彼此扶持互相幫助
[00:03:18.200 --> 00:03:19.500]  我告訴你一點不是因為
[00:03:19.500 --> 00:03:24.500]  只是讓我們享受一些屬靈家庭的溫暖而已
[00:03:24.500 --> 00:03:28.500]  我們做這一切是為了建造神榮耀的教會
[00:03:28.500 --> 00:03:31.400]  為什麼要花時間花金錢花精力
[00:03:31.400 --> 00:03:34.600]  要做福音宣教進入社區
[00:03:34.600 --> 00:03:37.800]  一點不是為了擴張我們自己的境界
[00:03:37.800 --> 00:03:41.800]  我們乃是要在這裡建造神榮耀的教會
[00:03:41.800 --> 00:03:44.000]  為什麼要建造榮耀的教會?
[00:03:44.000 --> 00:03:47.800]  因為我們有位榮耀的神
[00:03:47.800 --> 00:03:51.100]  跟你們說我們有位榮耀的神
[00:03:51.100 --> 00:03:54.800]  而這位榮耀的神沒有選擇地上任何機構
[00:03:54.800 --> 00:03:57.000]  來彰顯祂的榮耀
[00:03:57.000 --> 00:03:58.600]  沒有
[00:03:58.600 --> 00:04:01.400]  神單單揀選教會
[00:04:01.400 --> 00:04:04.200]  就是你我在這個地上
[00:04:04.200 --> 00:04:06.300]  能夠成就祂的心意
[00:04:06.300 --> 00:04:08.800]  神不但給我們清楚的意象
[00:04:08.800 --> 00:04:13.000]  感謝主神也給這個教會清楚的策略
[00:04:13.000 --> 00:04:16.300]  看看兩邊牆就是我們四個很重要的策略
[00:04:16.300 --> 00:04:20.800]  敬拜讚美聖靈更新小主教會全力轉化
[00:04:20.800 --> 00:04:24.100]  來建造神榮耀的教會
[00:04:24.100 --> 00:04:26.200]  回顧這十七年來
[00:04:26.200 --> 00:04:29.200]  神的確就用這四方面
[00:04:29.200 --> 00:04:31.500]  帶領這個教會不斷地向前
[00:04:31.500 --> 00:04:35.100]  也讓我們不斷經歷神的突破
[00:04:35.100 --> 00:04:38.200]  特別在全地轉化的事情上
[00:04:38.200 --> 00:04:40.400]  自從公元2007年
[00:04:40.400 --> 00:04:42.400]  我們把第四個策略
[00:04:42.400 --> 00:04:46.700]  從福音宣教改變成全地轉化之後
[00:04:46.700 --> 00:04:51.500]  我們看見整個教會在方向上有很大的突破跟轉變
[00:04:51.500 --> 00:04:53.400]  我們開始進入社區
[00:04:53.400 --> 00:04:55.900]  服務我們生活周圍的人群
[00:04:55.900 --> 00:04:57.900]  Cindy Jacob來到我們中間
[00:04:57.900 --> 00:05:00.300]  傳講影響力的信息之後
[00:05:00.300 --> 00:05:04.500]  忽然間我們把所有的東西都連結在一起了
[00:05:04.500 --> 00:05:07.100]  原來神的心意不是只讓這個教會
[00:05:07.100 --> 00:05:10.800]  成為一個榮耀神、見證神的教會而已
[00:05:10.800 --> 00:05:12.800]  神的心意要這個教會
[00:05:12.800 --> 00:05:15.700]  成為一個轉化世代的教會
[00:05:15.700 --> 00:05:19.200]  影響世代的教會
[00:05:19.200 --> 00:05:21.200]  這為什麼去年
[00:05:21.200 --> 00:05:24.600]  當我們第十五屆靈良特會結束之後
[00:05:24.600 --> 00:05:26.600]  我就宣布了
[00:05:26.600 --> 00:05:32.700]  我們要結束這個成果豐富的靈良特會
[00:05:32.700 --> 00:05:36.200]  很多兄弟姐妹聽了都依依不捨
[00:05:36.200 --> 00:05:37.400]  十五年
[00:05:37.400 --> 00:05:39.500]  靈良特會好棒啊
[00:05:39.500 --> 00:05:40.300]  就為什麼呢
[00:05:40.300 --> 00:05:43.400]  為什麼要結束呢
[00:05:43.400 --> 00:05:46.000]  在我心裡面很深深的明白一件事情
[00:05:46.000 --> 00:05:49.000]  我靈裡面很清楚的感受
[00:05:49.000 --> 00:05:54.100]  就是神要帶領這個教會進入一個新的季節了
[00:05:54.100 --> 00:05:55.400]  過去十五年來
[00:05:55.400 --> 00:06:00.500]  靈良特會幫助了這個教會在全世界各地的成長
[00:06:00.500 --> 00:06:03.300]  來見證神、來榮耀神
[00:06:03.300 --> 00:06:09.000]  可如今神要帶領這個教會進入一個新的階段、新的領域
[00:06:09.000 --> 00:06:10.000]  所以從今年開始
[00:06:10.000 --> 00:06:11.800]  我們已經決定
[00:06:11.800 --> 00:06:18.400]  把我們的特會稱為生命和權力轉化特會
