
[00:00:00.000 --> 00:00:03.540]  各位親愛的兄弟姊妹,我很深感受一句話
[00:00:03.540 --> 00:00:05.420]  就是天涯若比論
[00:00:05.420 --> 00:00:08.060]  雖然我們不是在同一個地方
[00:00:08.060 --> 00:00:10.060]  但是透過科技
[00:00:10.060 --> 00:00:12.060]  我們是很深的可以體會到
[00:00:12.060 --> 00:00:13.500]  原來我們都可以溝通的
[00:00:13.500 --> 00:00:15.500]  我多謝你們給我有機會
[00:00:15.500 --> 00:00:17.500]  透過這樣的方法
[00:00:17.500 --> 00:00:19.500]  跟大家一起分享神的說話
[00:00:19.500 --> 00:00:21.500]  雖然我們異地相隔
[00:00:21.500 --> 00:00:23.500]  但是請你記住我們的神
[00:00:23.500 --> 00:00:25.500]  他是無所不在
[00:00:25.500 --> 00:00:27.000]  是跟我們在一起的
[00:00:27.000 --> 00:00:30.000]  不知道有時候我們有沒有一個感受
[00:00:30.000 --> 00:00:33.000]  就是我們遇到一些困難
[00:00:33.000 --> 00:00:35.000]  遇到一些挫敗
[00:00:35.000 --> 00:00:37.000]  甚至被人欺凌的時候
[00:00:37.000 --> 00:00:40.000]  我們向神呼求
[00:00:40.000 --> 00:00:43.000]  但是神好像沒有答應我們
[00:00:43.000 --> 00:00:46.000]  神好像不聞不問
[00:00:46.000 --> 00:00:49.000]  究竟神是不是隱藏了呢
[00:00:49.000 --> 00:00:54.000]  我們的祈禱好像沒有任何回應
[00:00:54.000 --> 00:00:57.000]  同樣不只是我們遇到一些困難
[00:00:57.000 --> 00:00:59.000]  可能我們沒有遇到困難
[00:00:59.000 --> 00:01:01.000]  因為我們有公義感
[00:01:01.000 --> 00:01:03.000]  但當我們看到在社會上
[00:01:03.000 --> 00:01:05.000]  有很多不公平的事
[00:01:05.000 --> 00:01:07.000]  可能會發生
[00:01:07.000 --> 00:01:10.000]  一些國家可能會欺凌另外一些國家
[00:01:10.000 --> 00:01:15.000]  好像烏克蘭被俄羅斯入侵的時候
[00:01:15.000 --> 00:01:18.000]  他們面對很多的苦楚
[00:01:18.000 --> 00:01:20.000]  我們很多人都會覺得
[00:01:20.000 --> 00:01:22.000]  這個很不對啊
[00:01:22.000 --> 00:01:24.000]  就好像這件事
[00:01:24.000 --> 00:01:25.000]  已經兩年了
[00:01:25.000 --> 00:01:26.000]  但是繼續的
[00:01:26.000 --> 00:01:28.000]  但是去戰爭
[00:01:28.000 --> 00:01:30.000]  所以會不會這件事
[00:01:30.000 --> 00:01:32.000]  在衝擊我們的信心呢
[00:01:32.000 --> 00:01:35.000]  這時候我們要怎麼去面對呢
[00:01:35.000 --> 00:01:37.000]  其實不是現在的你
[00:01:37.000 --> 00:01:39.000]  和我會遇到的問題
[00:01:39.000 --> 00:01:40.000]  在聖經裡面
[00:01:40.000 --> 00:01:42.000]  過去很多的異人
[00:01:42.000 --> 00:01:44.000]  包括私人大衛
[00:01:44.000 --> 00:01:47.000]  他都會經歷到這些情況
[00:01:47.000 --> 00:01:49.000]  所以今天會和大家
[00:01:49.000 --> 00:01:50.000]  透過一篇詩篇
[00:01:50.000 --> 00:01:52.000]  就是詩篇第十篇
[00:01:52.000 --> 00:01:55.000]  給我們來帶去反省確疾
[00:01:55.000 --> 00:02:00.000]  在一個動盪不公不義的社會裡面
[00:02:00.000 --> 00:02:03.000]  我們怎麼來帶去自處
[00:02:03.000 --> 00:02:05.000]  和怎麼面對我們的神呢
[00:02:05.000 --> 00:02:07.000]  一開始的時候
[00:02:07.000 --> 00:02:08.000]  我就會問神啊
[00:02:08.000 --> 00:02:11.000]  究竟你在哪裡呢
[00:02:11.000 --> 00:02:14.000]  我先看詩篇第十篇
[00:02:14.000 --> 00:02:16.000]  第一到第二節
[00:02:16.000 --> 00:02:17.000]  耶和華
[00:02:17.000 --> 00:02:19.000]  你為什麼站在遠處
[00:02:19.000 --> 00:02:21.000]  在患難的時候
[00:02:21.000 --> 00:02:23.000]  為什麼隱藏
[00:02:23.000 --> 00:02:25.000]  惡人在驕狂中
[00:02:25.000 --> 00:02:28.000]  把困苦人追得火急
[00:02:28.000 --> 00:02:32.000]  願他們陷在自己所設的計謀裡
[00:02:32.000 --> 00:02:35.000]  你看到私人看到那些惡人
[00:02:35.000 --> 00:02:38.000]  又驕傲又強硬
[00:02:38.000 --> 00:02:40.000]  來迫害人的時候
[00:02:40.000 --> 00:02:42.000]  在私人的信念裡面
[00:02:42.000 --> 00:02:44.000]  這些不公平的事
[00:02:44.000 --> 00:02:46.000]  神是公義的嘛
[00:02:46.000 --> 00:02:47.000]  神是聖潔的嘛
[00:02:47.000 --> 00:02:49.000]  神一定會出手去阻止
[00:02:49.000 --> 00:02:51.000]  不容讓這些事發生的嘛
[00:02:51.000 --> 00:02:53.000]  是不是
[00:02:53.000 --> 00:02:56.000]  但是現實不是這樣
[00:02:56.000 --> 00:02:58.000]  這些壞人呢
[00:02:58.000 --> 00:03:01.000]  反而一路的步步高升
[00:03:01.000 --> 00:03:04.000]  權力越來越大
[00:03:04.000 --> 00:03:07.000]  所以私人用疑人的語氣
[00:03:07.000 --> 00:03:09.000]  來跟神說
[00:03:09.000 --> 00:03:10.000]  神啊
[00:03:10.000 --> 00:03:13.000]  究竟你躲在哪裡呢
[00:03:13.000 --> 00:03:15.000]  為什麼我在危難的時候
[00:03:15.000 --> 00:03:17.000]  你不施予援手呢
[00:03:17.000 --> 00:03:19.000]  就好像隱藏起來
[00:03:19.000 --> 00:03:21.000]  去控訴神
[00:03:21.000 --> 00:03:24.000]  為什麼當我在水深火熱之中的時候
[00:03:24.000 --> 00:03:26.000]  神好像不聞不問
[00:03:26.000 --> 00:03:29.000]  其實類似的控訴
[00:03:29.000 --> 00:03:30.000]  絕對不只是在
[00:03:30.000 --> 00:03:32.000]  詩篇第十篇裡面出現
[00:03:32.000 --> 00:03:34.000]  其他的聖經裡面都出現過的
[00:03:34.000 --> 00:03:37.000]  譬如詩篇第十三篇的第一節
[00:03:37.000 --> 00:03:39.000]  耶和華你忘記我們要到什麼時候
[00:03:39.000 --> 00:03:42.000]  你是不是離我們很遠很遠
[00:03:42.000 --> 00:03:45.000]  你以免不理我們要到什麼時候
[00:03:45.000 --> 00:03:47.000]  然後三十五篇的第二十二節
[00:03:47.000 --> 00:03:49.000]  耶和華你已經看見了
[00:03:49.000 --> 00:03:51.000]  求你不要對口主啊
[00:03:51.000 --> 00:03:53.000]  求你不要遠離我
[00:03:53.000 --> 00:03:54.000]  看到嗎
[00:03:54.000 --> 00:03:57.000]  私人就有很多的呼求
[00:03:57.000 --> 00:04:00.000]  因為覺得神好像不理會他們
[00:04:00.000 --> 00:04:03.000]  其實我想不少弟兄姊妹
[00:04:03.000 --> 00:04:06.000]  甚至我自己都曾經有這樣的經歷
[00:04:06.000 --> 00:04:08.000]  就是好像
[00:04:08.000 --> 00:04:11.000]  神好像不理會我們
[00:04:11.000 --> 00:04:14.000]  面對社會上更多不公平的事
[00:04:14.000 --> 00:04:16.000]  出現的時候
[00:04:16.000 --> 00:04:18.000]  我們會陷在一個混亂的裡面
[00:04:18.000 --> 00:04:20.000]  一些有權力的人
[00:04:20.000 --> 00:04:23.000]  用權力制定一些法例
[00:04:23.000 --> 00:04:25.000]  來剝削其他人
[00:04:25.000 --> 00:04:27.000]  甚至逼害一些人
[00:04:27.000 --> 00:04:29.000]  可能有些人未被審判
[00:04:29.000 --> 00:04:31.000]  已經要坐幾年的牢被扣留
[00:04:31.000 --> 00:04:34.000]  他們的父母可能雙雙離開世界
[00:04:34.000 --> 00:04:36.000]  或者他們的孩子出世
[00:04:36.000 --> 00:04:38.000]  他們沒有機會去擁抱他們
[00:04:38.000 --> 00:04:40.000]  但他們不是打家劫舍
[00:04:40.000 --> 00:04:43.000]  不是去奸淫擄掠
[00:04:43.000 --> 00:04:45.000]  為什麼會這樣呢
[00:04:45.000 --> 00:04:48.000]  神好像你是不是袖手旁觀呢
[00:04:48.000 --> 00:04:50.000]  好像不聞不問
[00:04:50.000 --> 00:04:52.000]  而令到我們失望呢
[00:04:52.000 --> 00:04:53.000]  好了
[00:04:53.000 --> 00:04:55.000]  我們來看看這些
[00:04:55.000 --> 00:04:57.000]  恃西華群的人
[00:04:57.000 --> 00:04:59.000]  為什麼他們會有這個心態
[00:04:59.000 --> 00:05:02.000]  原來他們是目中無實
[00:05:02.000 --> 00:05:04.000]  有位神
[00:05:04.000 --> 00:05:07.000]  他暫時隱藏了
[00:05:07.000 --> 00:05:09.000]  那時候那些惡人
[00:05:09.000 --> 00:05:11.000]  就更加的驕橫
[00:05:11.000 --> 00:05:12.000]  自誇
[00:05:12.000 --> 00:05:14.000]  他對神的態度是怎樣
[00:05:14.000 --> 00:05:17.000]  我們來看第十篇的第三
[00:05:17.000 --> 00:05:18.000]  第四兩節
[00:05:18.000 --> 00:05:21.000]  因為惡人以心怨自誇
