
[00:00:00.000 --> 00:00:02.000]  李兄弟妹平安
[00:00:02.000 --> 00:00:05.440]  今天我繼續會講我兩個禮拜之前
[00:00:05.440 --> 00:00:09.740]  在各位一起來看一個亞比士的禱告
[00:00:09.740 --> 00:00:12.440]  我不知道你還有沒有印象
[00:00:12.440 --> 00:00:13.740]  兩個禮拜之前
[00:00:13.740 --> 00:00:17.940]  我是講後福與共的禱告的第一章
[00:00:17.940 --> 00:00:20.900]  那次第一章有在的請舉手
[00:00:20.900 --> 00:00:21.940]  讓我們都知道
[00:00:21.940 --> 00:00:27.000]  如果你沒聽的第一章大概還是可以聽
[00:00:27.000 --> 00:00:28.140]  但如果你需要的
[00:00:28.140 --> 00:00:29.740]  你可以上到教會的網頁
[00:00:29.740 --> 00:00:32.800]  可以幫助你可以重溫
[00:00:32.800 --> 00:00:34.400]  今天是第二章
[00:00:34.400 --> 00:00:38.140]  我很快的大概給各位看一下
[00:00:38.140 --> 00:00:40.040]  我們接個經文
[00:00:40.040 --> 00:00:44.640]  在歷代之上的第四章兩節的經文
[00:00:44.640 --> 00:00:47.400]  我還是要邀請各位我們一起來讀一遍
[00:00:47.400 --> 00:00:49.800]  讓我們有點印象
[00:00:49.800 --> 00:00:52.040]  那我們再繼續講下去
[00:00:52.040 --> 00:00:54.000]  看到的我們一起來讀一段經文
[00:00:54.000 --> 00:00:55.600]  預備來
[00:00:55.600 --> 00:00:59.400]  亞比斯比他衆弟兄更專貴
[00:00:59.400 --> 00:01:02.900]  他母親給他起名叫亞比斯
[00:01:02.900 --> 00:01:06.600]  意思說我生他甚是痛苦
[00:01:06.600 --> 00:01:10.100]  亞比斯囚告以色列的神說
[00:01:10.100 --> 00:01:12.500]  聖願禰賜福於我
[00:01:12.500 --> 00:01:14.500]  廣張我的境界
[00:01:14.500 --> 00:01:16.300]  常與我同在
[00:01:16.300 --> 00:01:18.700]  保佑我不遭患難
[00:01:18.700 --> 00:01:20.200]  不受艱苦
[00:01:20.200 --> 00:01:23.400]  神就應允他所求的
[00:01:23.400 --> 00:01:25.760]  希望你都看到
[00:01:25.760 --> 00:01:30.200]  這個是我上次講到有三個重點
[00:01:30.200 --> 00:01:31.600]  這個是一個前言
[00:01:31.600 --> 00:01:34.540]  就是說這不是一個吹極必勝的祈禱
[00:01:34.540 --> 00:01:37.600]  也不是一個屬靈方程式的祈禱
[00:01:37.600 --> 00:01:39.960]  就是說我們不斷重複這個禱告
[00:01:39.960 --> 00:01:42.000]  我就可以像亞比斯一樣
[00:01:42.000 --> 00:01:42.900]  沒有艱苦
[00:01:42.900 --> 00:01:45.600]  我就萬事亨通
[00:01:45.600 --> 00:01:46.700]  一帆風順
[00:01:46.700 --> 00:01:48.360]  這個也不是一種所叫
[00:01:48.360 --> 00:01:51.700]  我們是叫做成功的神學
[00:01:51.700 --> 00:01:54.440]  這個其實是我過去一段時間
[00:01:54.440 --> 00:01:57.440]  跟各位講那個傳道書的時候
[00:01:57.440 --> 00:01:59.640]  我從傳道書來跟各位講
[00:01:59.640 --> 00:02:02.740]  也是從一個創造的角度來看
[00:02:02.740 --> 00:02:05.540]  這個是種意就是要敬畏神
[00:02:05.540 --> 00:02:07.600]  然後是當中有兩個信息很重要
[00:02:07.600 --> 00:02:09.040]  是神掌管
[00:02:09.040 --> 00:02:11.100]  我們要相信神的預備
[00:02:11.100 --> 00:02:12.840]  然後從傳道書也告訴我們說
[00:02:12.840 --> 00:02:14.300]  是神的賜予
[00:02:14.300 --> 00:02:16.940]  我們有福也有禍
[00:02:16.940 --> 00:02:18.660]  在我們的人生當中
[00:02:18.660 --> 00:02:20.340]  不要以爲你成爲基督徒以後
[00:02:20.340 --> 00:02:24.500]  有什麼苦什麼禍患你都沒有
[00:02:24.500 --> 00:02:26.300]  這不是我們的信仰
[00:02:26.300 --> 00:02:27.800]  所以在傳道書裏面
[00:02:27.800 --> 00:02:31.600]  我們都有講這個情話
[00:02:31.600 --> 00:02:34.460]  然後我會跟各位來把那個
[00:02:34.460 --> 00:02:36.040]  亞比斯的禱告
[00:02:36.040 --> 00:02:38.100]  其實他最主要的禱告內容
[00:02:38.100 --> 00:02:41.260]  這是第四章的第十節
[00:02:41.260 --> 00:02:43.740]  我把它做一個綜合的翻譯
[00:02:43.740 --> 00:02:47.640]  這是參考不同的一些聖經的學者
[00:02:47.640 --> 00:02:49.340]  參考那些聖經的原文
[00:02:49.340 --> 00:02:52.100]  我們來做一個另外一個翻譯
[00:02:52.100 --> 00:02:54.340]  讓各位來更明白
[00:02:54.340 --> 00:02:57.200]  這個禱告的內容是什麼意思
[00:02:57.200 --> 00:03:00.400]  所以請各位來讀這個白聖的那個字
[00:03:00.400 --> 00:03:02.140]  下面黃聖我們剛纔有讀過
[00:03:02.140 --> 00:03:03.140]  是荷爾本的
[00:03:03.140 --> 00:03:05.760]  上面那個是我們一個綜合翻譯
[00:03:05.760 --> 00:03:07.860]  我想邀請各位我們一起來讀一次
[00:03:07.860 --> 00:03:09.100]  預備來
[00:03:09.100 --> 00:03:11.560]  聖願你賜福於我
[00:03:11.560 --> 00:03:14.100]  助我超越限制
[00:03:14.100 --> 00:03:16.340]  求你發動你的手
[00:03:16.340 --> 00:03:18.840]  你的手與我同在
[00:03:18.840 --> 00:03:21.600]  你的手要有所行動
[00:03:21.600 --> 00:03:25.340]  這行動的結果是禍患疼痛
[00:03:25.340 --> 00:03:29.800]  不會使我被苦痛包圍困住
[00:03:29.800 --> 00:03:32.800]  那這個求你發動你的手
[00:03:32.800 --> 00:03:35.340]  求你那個你跟你的手
[00:03:35.340 --> 00:03:36.600]  那個你就是神
[00:03:36.600 --> 00:03:38.500]  求神發動神的手
[00:03:38.500 --> 00:03:39.940]  神的手與我同在
[00:03:39.940 --> 00:03:44.200]  神的手要有所行動
[00:03:44.200 --> 00:03:45.600]  所以這個禱告裏面
[00:03:45.600 --> 00:03:46.800]  我想跟各位來講
[00:03:46.800 --> 00:03:48.360]  上次有講到第一點
[00:03:48.360 --> 00:03:50.960]  超越限制的祈求
[00:03:50.960 --> 00:03:52.300]  裏面就是說
[00:03:52.300 --> 00:03:54.540]  我們不是靠我們自己的能力
[00:03:54.540 --> 00:03:57.340]  來去超越這個限制
[00:03:57.340 --> 00:04:00.460]  然後這是一個與苦共權的祈求
[00:04:00.460 --> 00:04:05.260]  這是這個雅比斯禱告的三個重點
[00:04:05.260 --> 00:04:07.700]  上次講到這個超越限制的祈求
[00:04:07.700 --> 00:04:08.500]  就是說
[00:04:08.500 --> 00:04:10.940]  講到慌張我的境界
[00:04:10.940 --> 00:04:16.300]  不是說他要去拿人家的地方
[00:04:16.300 --> 00:04:19.340]  去用增加自己的財富
[00:04:19.340 --> 00:04:21.240]  增加我自己的權利
[00:04:21.240 --> 00:04:24.240]  我去霸佔很多的地方
[00:04:24.240 --> 00:04:28.900]  我就可以勝過我那個痛苦
[00:04:28.900 --> 00:04:30.500]  這個痛苦就是說
[00:04:30.500 --> 00:04:32.940]  因爲他母親生他的時候覺得很痛苦
[00:04:32.940 --> 00:04:33.900]  所以把他的名字
