
[00:00:00.000 --> 00:00:04.000]  今天我們繼續思想哥倫多前書
[00:00:04.000 --> 00:00:06.000]  今天我們要思想這段經文
[00:00:06.000 --> 00:00:08.000]  就是哥倫多前書第十二章
[00:00:08.000 --> 00:00:11.800]  基本上哥倫多前書第十二章至十四章
[00:00:11.800 --> 00:00:15.200]  保羅用了三章聖經來解釋
[00:00:15.200 --> 00:00:18.000]  或者去討論關於屬靈恩賜
[00:00:18.000 --> 00:00:21.800]  哥倫多人對於屬靈恩賜的一些沉迷和誤解
[00:00:21.800 --> 00:00:24.600]  我們今天一起來思想第一部份
[00:00:24.600 --> 00:00:26.600]  我們一起來低頭禱告
[00:00:28.000 --> 00:00:30.000]  天父啊我們求祢帶領我們
[00:00:30.000 --> 00:00:31.400]  當思想到哥倫多人
[00:00:31.400 --> 00:00:35.600]  他們昔日對於屬靈恩賜的那種沉迷和誤解的時候
[00:00:35.600 --> 00:00:39.200]  今天我們實在都是需要有同樣的學習
[00:00:39.200 --> 00:00:42.800]  明白到你在身體在教會當中
[00:00:42.800 --> 00:00:46.000]  那種多元化的作為
[00:00:46.000 --> 00:00:48.000]  也都是在教會當中
[00:00:48.000 --> 00:00:51.000]  要基督徒顯明那種合一
[00:00:51.000 --> 00:00:54.600]  互相幫助互補不足
[00:00:54.600 --> 00:00:58.800]  那種在愛裏面的生活
[00:00:58.800 --> 00:01:00.600]  願祢幫助我們明白
[00:01:00.600 --> 00:01:02.200]  祢要教導我們
[00:01:02.200 --> 00:01:03.200]  向我們講說話
[00:01:03.200 --> 00:01:04.600]  奉耶穌基督救命祈求
[00:01:04.600 --> 00:01:05.200]  阿們
[00:01:05.200 --> 00:01:08.200]  各位聽眾姐妹
[00:01:08.200 --> 00:01:13.600]  今天我們繼續思想哥倫多前書第十二章的時候
[00:01:13.600 --> 00:01:15.200]  由這一段開始
[00:01:15.200 --> 00:01:21.400]  保羅說到哥倫多人對於屬靈的誤解
[00:01:21.400 --> 00:01:22.800]  屬靈恩賜的誤解
[00:01:22.800 --> 00:01:27.800]  他說弟兄們論到屬靈的恩賜
[00:01:27.800 --> 00:01:30.200]  我不願意你們不明白
[00:01:30.200 --> 00:01:33.400]  基本上這裏就回歸保羅
[00:01:33.400 --> 00:01:36.800]  是要回應哥倫多人有一些問題
[00:01:36.800 --> 00:01:37.800]  之前也說過
[00:01:37.800 --> 00:01:40.000]  哥倫多前書的書信
[00:01:40.000 --> 00:01:42.600]  其實有好幾方面
[00:01:42.600 --> 00:01:46.000]  保羅是收到哥倫多人一些問題
[00:01:46.000 --> 00:01:48.000]  接著他收集了之後
[00:01:48.000 --> 00:01:50.600]  他就去寫信來回答
[00:01:50.600 --> 00:01:51.600]  去回應
[00:01:51.600 --> 00:01:53.200]  譬如之前他說
[00:01:53.200 --> 00:01:55.000]  論到吃祭偶像之物
[00:01:55.000 --> 00:01:55.800]  意思就是說
[00:01:55.800 --> 00:01:58.200]  保羅是收到一封信
[00:01:58.200 --> 00:01:59.400]  或者收到一些消息
[00:01:59.400 --> 00:02:02.000]  他們問他關於祭偶像的物
[00:02:02.000 --> 00:02:04.000]  那些肉可不可以吃
[00:02:04.000 --> 00:02:08.400]  譬如論到那些有婚約的人
[00:02:08.400 --> 00:02:11.600]  是不是要解除婚約
[00:02:11.600 --> 00:02:15.000]  這些他都是用這樣的開頭
[00:02:15.000 --> 00:02:16.000]  論到什麼什麼
[00:02:16.000 --> 00:02:18.800]  今天這裏就論到屬靈的恩賜
[00:02:18.800 --> 00:02:22.000]  有可能保羅也是回應哥倫多人
[00:02:22.000 --> 00:02:23.200]  其實他們寫了一些信
[00:02:23.200 --> 00:02:25.400]  或者傳了一些消息給保羅
[00:02:25.400 --> 00:02:30.800]  去問保羅關於屬靈恩賜的一些問題
[00:02:30.800 --> 00:02:32.400]  這個問題本身
[00:02:32.400 --> 00:02:34.400]  事實上對於哥倫多人
[00:02:34.400 --> 00:02:37.800]  是引來非常大的混亂
[00:02:37.800 --> 00:02:41.800]  而保羅用了三章的聖經來解釋
[00:02:41.800 --> 00:02:43.000]  而當中背後的原則
[00:02:43.000 --> 00:02:45.000]  我相信對於今天的教會
[00:02:45.000 --> 00:02:47.800]  都是很有需要學習的
[00:02:49.200 --> 00:02:52.000]  首先第一點就是
[00:02:52.000 --> 00:02:55.400]  究竟哥倫多人他們關於屬靈的恩賜
[00:02:55.400 --> 00:02:58.000]  究竟又有什麼問題呢
[00:02:58.000 --> 00:03:01.400]  在這裏我就提出一個背景
[00:03:01.400 --> 00:03:03.400]  給大家來明白一點
[00:03:03.400 --> 00:03:05.800]  就是哥倫多人實在對於屬靈的恩賜
[00:03:05.800 --> 00:03:07.600]  是非常著迷的
[00:03:07.600 --> 00:03:12.800]  他們是對於一些屬靈
[00:03:12.800 --> 00:03:18.200]  特別是有超自然表現出來的恩賜
[00:03:18.200 --> 00:03:20.600]  是非常著意的
[00:03:20.600 --> 00:03:22.600]  而且他們覺得這些是非常重要的
[00:03:22.600 --> 00:03:26.600]  是基督徒生活或者教會生活當中的主導
[00:03:26.600 --> 00:03:28.800]  而這種想法
[00:03:28.800 --> 00:03:32.000]  是保羅在後面逐一點來解釋
[00:03:32.000 --> 00:03:34.600]  特別是在這樣的背景下
[00:03:34.600 --> 00:03:39.400]  所以他們看說方言這個恩賜是特別重要
[00:03:39.400 --> 00:03:41.800]  因為這是表現了一種超自然
[00:03:41.800 --> 00:03:45.800]  或者是一個超乎尋常的表現
[00:03:45.800 --> 00:03:49.400]  這種對於屬靈恩賜的著迷
[00:03:49.400 --> 00:03:50.600]  我相信也是反映出
[00:03:50.600 --> 00:03:54.600]  其實哥倫多教會那種
[00:03:54.600 --> 00:03:58.400]  在大都會城市的多元性
[00:03:58.400 --> 00:04:00.200]  什麼意思呢
[00:04:00.200 --> 00:04:01.400]  其實你們看
[00:04:01.400 --> 00:04:05.400]  在哥倫多前書所牽涉到不同種類各方面的問題
[00:04:05.400 --> 00:04:10.000]  其實都是包括了有不同的對象
[00:04:10.000 --> 00:04:15.600]  或者不同的人他們所有的傾向和偏好
[00:04:15.600 --> 00:04:18.200]  譬如舉例來說
[00:04:18.200 --> 00:04:23.600]  一開始的時候去討論到那些領袖
[00:04:23.600 --> 00:04:24.800]  擁護不同的領袖
[00:04:24.800 --> 00:04:25.800]  我是屬保羅的
[00:04:25.800 --> 00:04:26.800]  我是屬基法的
[00:04:26.800 --> 00:04:28.000]  我是屬阿波羅的
[00:04:28.000 --> 00:04:30.000]  這種擁護領袖
[00:04:30.000 --> 00:04:32.000]  講到其中有一些群眾
[00:04:32.000 --> 00:04:35.400]  他們有一種擁護領袖
[00:04:35.400 --> 00:04:38.600]  或者好像跟隨領袖的那種心態
[00:04:38.600 --> 00:04:40.600]  接著又有一些哥倫多人
[00:04:40.600 --> 00:04:48.400]  對於這個世界的潮流文化的思想
[00:04:48.400 --> 00:04:50.200]  有一種很大的抗拒
[00:04:50.200 --> 00:04:51.800]  所以就表現出
[00:04:51.800 --> 00:04:57.800]  譬如上一次講到那個不肯蒙頭的問題
[00:04:57.800 --> 00:05:02.600]  但是今天所針對這個屬靈恩賜的討論
[00:05:02.600 --> 00:05:05.400]  相信背後也有另外一種的人
[00:05:05.400 --> 00:05:09.600]  就是他們對於一些屬靈的事物
[00:05:09.600 --> 00:05:11.800]  是非常著迷的
[00:05:11.800 --> 00:05:15.000]  人總是有不同的
[00:05:15.000 --> 00:05:17.200]  有些人可能對於一些屬靈的
[00:05:17.200 --> 00:05:19.000]  或者超自然的事物
[00:05:19.000 --> 00:05:20.600]  其實他就沒那麼有興趣
[00:05:20.600 --> 00:05:22.400]  他覺得要理性討論
[00:05:22.400 --> 00:05:27.800]  要用邏輯理性去看事物
[00:05:27.800 --> 00:05:33.000]  解答事物才是合乎他的思考模式的
[00:05:33.000 --> 00:05:35.600]  所以是有一些這樣的人
[00:05:35.600 --> 00:05:39.600]  特別是在一些受過教育的知識份子當中會有
[00:05:39.600 --> 00:05:41.800]  但是也有另外一類的人
[00:05:41.800 --> 00:05:47.200]  就是他覺得這個世界除了可見的物質世界之外
[00:05:47.200 --> 00:05:51.200]  有一個非常豐富的屬靈世界
[00:05:51.200 --> 00:05:53.600]  而這個非常豐富的屬靈世界
[00:05:53.600 --> 00:05:59.000]  是不斷影響著現今我們生活的世界
[00:05:59.000 --> 00:06:01.600]  而這種的人其實今天也有
[00:06:01.600 --> 00:06:04.600]  所以他們很著迷一些屬靈的超自然的事情
[00:06:04.600 --> 00:06:09.600]  說有什麼靈異事件
[00:06:09.600 --> 00:06:12.600]  可能聽三機的節目
[00:06:12.600 --> 00:06:14.800]  很喜歡聽那些人打電話上去
[00:06:14.800 --> 00:06:16.800]  有什麼靈異經驗
[00:06:16.800 --> 00:06:24.800]  或者有一些屬於超自然的現象
[00:06:24.800 --> 00:06:26.400]  就很有興趣的
[00:06:26.400 --> 00:06:27.800]  是有一些這樣的人
[00:06:27.800 --> 00:06:31.600]  有部分的人其實就是這一種
[00:06:31.600 --> 00:06:35.000]  所以他們很著迷於屬靈的恩賜
[00:06:35.000 --> 00:06:37.600]  而這種屬靈的恩賜不是說普通的屬靈的恩賜
[00:06:37.600 --> 00:06:38.600]  他們很著重
[00:06:38.600 --> 00:06:41.000]  特別有一些是表現出來
[00:06:41.000 --> 00:06:47.800]  是和一個靈界事物是非常密切關注的
[00:06:47.800 --> 00:06:51.600]  那種的沉迷和著迷
[00:06:51.600 --> 00:06:54.400]  事實上在基督教的圈子當中
[00:06:54.400 --> 00:06:56.600]  其中靈因派的弟兄姊妹
[00:06:56.600 --> 00:06:58.200]  其實都是偏向於這一種
[00:06:58.200 --> 00:07:02.600]  他們將很多世界發生的事情
[00:07:02.600 --> 00:07:06.600]  都解釋為有屬靈背後的力量的爭鬥
[00:07:06.600 --> 00:07:09.600]  而很著重的就是屬靈的經驗
[00:07:09.600 --> 00:07:12.600]  就是這一部分的弟兄姊妹
[00:07:12.600 --> 00:07:16.600]  他們就很著迷於那種屬靈的恩賜
[00:07:16.600 --> 00:07:20.600]  而保羅就在其中去解釋
[00:07:20.600 --> 00:07:22.600]  究竟怎樣看屬靈的恩賜
[00:07:22.600 --> 00:07:28.600]  而背後的屬靈恩賜的目的又是如何的呢?
[00:07:28.600 --> 00:07:32.600]  正如剛才說的背景之下
[00:07:32.600 --> 00:07:34.600]  保羅一開始就說
[00:07:34.600 --> 00:07:38.600]  其實屬靈的恩賜是有它的靈感和我們需要分辨的
