
[00:00:00.000 --> 00:00:04.800]  我們一起祈禱 求主帶領我們思想祂的說話
[00:00:04.800 --> 00:00:07.780]  天父 求祢安靜我們的心
[00:00:07.780 --> 00:00:13.120]  有什麼難阻我們聆聽到祢的聲音
[00:00:13.120 --> 00:00:15.580]  求主祢都去挪開
[00:00:15.580 --> 00:00:17.480]  求主幫助我們
[00:00:17.480 --> 00:00:21.800]  在我們的心靈裏容得下祢的說話
[00:00:21.800 --> 00:00:23.800]  因為祢的話是生命
[00:00:23.800 --> 00:00:27.200]  求主祢幫助我們去明白這段經文
[00:00:27.200 --> 00:00:31.600]  也真的能夠在生活裏應用
[00:00:31.600 --> 00:00:33.980]  主啊 求祢讓我們思想在裏面
[00:00:33.980 --> 00:00:36.260]  我們看到自己的光景
[00:00:36.260 --> 00:00:38.260]  也讓我們懂得去回應
[00:00:38.260 --> 00:00:42.260]  祈禱 奉耶穌的名 阿們
[00:00:42.260 --> 00:00:45.460]  有一個這樣的故事
[00:00:45.460 --> 00:00:48.260]  我想問現場的麥克風都聽到
[00:00:48.260 --> 00:00:49.680]  很清楚
[00:00:49.680 --> 00:00:51.680]  有一個這樣的故事
[00:00:51.680 --> 00:00:53.680]  就說從前有一群人
[00:00:53.680 --> 00:00:58.240]  就針對全球的資源做了一個調查
[00:00:58.240 --> 00:01:00.840]  於是他們就說
[00:01:00.840 --> 00:01:04.680]  如果將來有一個很艱困的時刻
[00:01:04.680 --> 00:01:09.280]  我們怎樣確信我們有足夠的資源去生活呢
[00:01:09.280 --> 00:01:11.680]  不如這樣 無論發生什麼事
[00:01:11.680 --> 00:01:15.380]  我們都要竭力去生存下去
[00:01:15.380 --> 00:01:19.020]  我們現在開始搜集全球的物資
[00:01:19.020 --> 00:01:21.280]  食物和知識
[00:01:21.280 --> 00:01:24.580]  好讓我們一旦發生什麼危機的時候
[00:01:24.580 --> 00:01:26.580]  我們都要安然度過
[00:01:26.580 --> 00:01:31.680]  於是他們就開始很積極地去囤積大量的物資
[00:01:31.680 --> 00:01:33.280]  去到一個地步
[00:01:33.280 --> 00:01:35.780]  周圍的人就引起抗議
[00:01:35.780 --> 00:01:39.780]  他們說 你們其實現在擁有的東西
[00:01:39.780 --> 00:01:42.780]  已經超過你所需要的了
[00:01:42.780 --> 00:01:44.780]  我們又不夠
[00:01:44.780 --> 00:01:47.280]  我們快沒得生活了
[00:01:47.280 --> 00:01:51.780]  不如你將你部分的財富分一些給我們吧
[00:01:51.780 --> 00:01:55.280]  但是這群人很擔心
[00:01:55.280 --> 00:01:57.280]  就說 不行 不行
[00:01:57.280 --> 00:01:59.780]  我們要有足夠的東西
[00:01:59.780 --> 00:02:01.780]  在我們的生活當中
[00:02:01.780 --> 00:02:04.280]  萬一遇到什麼意外的時候
[00:02:04.280 --> 00:02:06.780]  我們遇到一些生活威脅的時候
[00:02:06.780 --> 00:02:09.280]  我們都要足夠應勇
[00:02:09.280 --> 00:02:11.780]  但是這群人就跟他說
[00:02:11.780 --> 00:02:13.280]  我們快死了
[00:02:13.280 --> 00:02:16.780]  你這麼多都用不完
[00:02:16.780 --> 00:02:19.280]  不如你現在分一些給我們吧
[00:02:19.280 --> 00:02:22.780]  於是這群囤積者就更加恐懼了
[00:02:22.780 --> 00:02:23.780]  他們就想
[00:02:23.780 --> 00:02:26.280]  這群又窮又飢餓的人
[00:02:26.280 --> 00:02:29.280]  會不會有一天來攻擊我們
[00:02:29.280 --> 00:02:31.280]  於是他們就決定
[00:02:31.280 --> 00:02:36.780]  要在他們的家中建一些很厚很高的圍牆
[00:02:36.780 --> 00:02:38.780]  免得這群陌生人
[00:02:38.780 --> 00:02:43.280]  來攻擊他們 偷走他們的財物
[00:02:43.280 --> 00:02:47.280]  於是他們就建一些很高很厚的牆
[00:02:47.280 --> 00:02:49.280]  在他們的家中
[00:02:49.280 --> 00:02:51.280]  厚度和高度
[00:02:51.280 --> 00:02:53.280]  他們都看不到外面有沒有人
[00:02:53.280 --> 00:02:57.280]  接著他們又再想
[00:02:57.280 --> 00:03:00.280]  咦 這些這麼厚這麼高的牆
[00:03:00.280 --> 00:03:02.280]  都不夠
[00:03:02.280 --> 00:03:07.780]  我們可能隨時他們都會再走進來攻擊我們
[00:03:07.780 --> 00:03:11.780]  不行 我們要在這些牆上建一些炸彈
[00:03:11.780 --> 00:03:14.780]  讓那些人不會站近我們
[00:03:14.780 --> 00:03:19.780]  於是他們就在那些牆上再建一些炸彈
[00:03:19.780 --> 00:03:23.780]  但是他們沒有因為裝置了這些炸彈
[00:03:23.780 --> 00:03:25.780]  令到他們更加安心
[00:03:25.780 --> 00:03:30.780]  反而他們將自己困在一個恐懼的監牢裡
[00:03:30.780 --> 00:03:32.780]  他們怕什麼呢
[00:03:32.780 --> 00:03:33.780]  他們說 糟了
[00:03:33.780 --> 00:03:36.780]  我們裝了炸彈在那些牆上
[00:03:36.780 --> 00:03:38.780]  會不會有一天這些炸彈爆炸
[00:03:38.780 --> 00:03:42.780]  炸死我們自己的人還多過外面的人
[00:03:42.780 --> 00:03:45.780]  結果他們終於明白到
[00:03:45.780 --> 00:03:47.780]  對於死亡的恐懼
[00:03:47.780 --> 00:03:50.780]  反而令到他們更加接近死亡
[00:03:50.780 --> 00:03:55.780]  我不知道大家一路聽這個故事的時候
[00:03:55.780 --> 00:03:57.780]  會不會覺得
[00:03:57.780 --> 00:04:02.780]  某程度上反映現在我們所身處的世界
[00:04:02.780 --> 00:04:07.780]  今天我們活在一個被恐懼支配的世界裡
[00:04:08.780 --> 00:04:12.780]  有人說恐懼是一切爭戰的根源
[00:04:12.780 --> 00:04:18.780]  今天世界上各國高度重視國家安全
[00:04:18.780 --> 00:04:19.780]  網絡安全
[00:04:19.780 --> 00:04:22.780]  各地的軍備競賽
[00:04:22.780 --> 00:04:26.780]  最近全球的疫苗分配不平均
[00:04:26.780 --> 00:04:27.780]  引來的爭論
[00:04:27.780 --> 00:04:32.780]  會不會都是人被恐懼支配而作出的回應呢
[00:04:34.780 --> 00:04:39.780]  其實恐懼不僅影響了世界的秩序
[00:04:39.780 --> 00:04:45.780]  恐懼更加深入地影響了人與人之間的關係
[00:04:45.780 --> 00:04:49.780]  因為我們很害怕受傷害
[00:04:49.780 --> 00:04:50.780]  於是
[00:04:50.780 --> 00:04:54.780]  一、我們與人保持一個適當的距離
[00:04:54.780 --> 00:04:56.780]  所謂的安全距離
[00:04:56.780 --> 00:04:58.780]  我們與人之間的交往
[00:04:58.780 --> 00:05:00.780]  就是留於表面
[00:05:00.780 --> 00:05:03.780]  說一些無傷大雅、不靠近的說話
[00:05:03.780 --> 00:05:05.780]  甚或我們經常說
[00:05:05.780 --> 00:05:07.780]  你不要侵犯我的私隱
[00:05:07.780 --> 00:05:11.780]  二、我們就是極端
[00:05:11.780 --> 00:05:12.780]  另一個極端
[00:05:12.780 --> 00:05:16.780]  就是我們要求與人的極之親密的關係
[00:05:16.780 --> 00:05:17.780]  親密到一個地步
[00:05:17.780 --> 00:05:19.780]  是令人窒息
[00:05:19.780 --> 00:05:21.780]  覺得被操控
[00:05:21.780 --> 00:05:24.780]  其實這樣我們都不想與人
[00:05:24.780 --> 00:05:27.780]  很自由地去分享我們的受傷
[00:05:27.780 --> 00:05:29.780]  我們的軟弱
[00:05:29.780 --> 00:05:31.780]  這兩種的極端
[00:05:31.780 --> 00:05:34.780]  都不是真正的親密關係
[00:05:34.780 --> 00:05:38.780]  恐懼不能為真正的親密關係
[00:05:38.780 --> 00:05:40.780]  製造任何的空間
[00:05:40.780 --> 00:05:42.780]  但是問題就是
[00:05:42.780 --> 00:05:44.780]  一天我們在地上生活
[00:05:44.780 --> 00:05:47.780]  這些恐懼只會有增無減
[00:05:47.780 --> 00:05:49.780]  各國的領袖
[00:05:49.780 --> 00:05:51.780]  也會很懂得利用恐懼
[00:05:51.780 --> 00:05:54.780]  成為一個工具來操控人
[00:05:54.780 --> 00:05:56.780]  感謝神
[00:05:56.780 --> 00:06:00.780]  唯有福音才是恐懼世界唯一的出路
[00:06:00.780 --> 00:06:04.780]  福音能夠幫助我們從恐懼中釋放出來
[00:06:04.780 --> 00:06:08.780]  今天約翰一書一章一至四節
[00:06:08.780 --> 00:06:10.780]  正正就是提醒我們
[00:06:10.780 --> 00:06:12.780]  讓我們再一次去思想
[00:06:12.780 --> 00:06:18.780]  福音如何幫助我們應對被恐懼籠罩的世界
[00:06:18.780 --> 00:06:23.780]  約翰一書二書和三書
[00:06:23.780 --> 00:06:27.780]  我們相信傳統告訴我們是使徒約翰所寫
[00:06:27.780 --> 00:06:31.780]  我們也相信是他寫了約翰福音之後的作品
[00:06:31.780 --> 00:06:33.780]  他寫約翰一書的目的
[00:06:33.780 --> 00:06:37.780]  就是回應當時從教會裏出現的疑端
[00:06:37.780 --> 00:06:41.780]  很多解經家相信這些疑端
[00:06:41.780 --> 00:06:46.780]  是他們在第一世紀末的時候出現的
[00:06:46.780 --> 00:06:48.780]  叫做幻影說
[00:06:48.780 --> 00:06:51.780]  這些幻影說
[00:06:51.780 --> 00:06:54.780]  是令到當時在教會裏的弟兄姊妹
[00:06:54.780 --> 00:06:58.780]  開始懷疑自己是否有永生的確據
[00:06:58.780 --> 00:07:03.780]  這個PowerPoint裏面展示了這個幻影說
[00:07:03.780 --> 00:07:05.780]  簡單來說有三點
[00:07:05.780 --> 00:07:09.780]  第一他們認為耶穌是完全的神
[00:07:09.780 --> 00:07:13.780]  但是他不可能道成肉身
[00:07:13.780 --> 00:07:17.780]  耶穌在人間裏面的一切活動
[00:07:17.780 --> 00:07:20.780]  包括祂的受洗、祂的生活
[00:07:20.780 --> 00:07:23.780]  和祂釘死在十字架上
[00:07:23.780 --> 00:07:25.780]  這些都只是一個幻影
[00:07:25.780 --> 00:07:27.780]  並不是真的
[00:07:27.780 --> 00:07:33.780]  第三他們裏面有一個很強的價值觀
[00:07:33.780 --> 00:07:37.780]  就是相信物質的世界是邪惡的
[00:07:37.780 --> 00:07:41.780]  而靈界的東西才是良善和聖潔的
[00:07:41.780 --> 00:07:46.780]  所以約翰為了回應這些疑端
