
[00:00:00.000 --> 00:00:03.040]  各位靈福堂弟兄姊妹 早晨 大家好
[00:00:03.040 --> 00:00:06.400]  很高興大家又可以一起在網上崇拜
[00:00:06.400 --> 00:00:08.560]  雖然我們仍然都是封鎖
[00:00:08.560 --> 00:00:11.340]  但是我深信主是保守我們
[00:00:11.340 --> 00:00:13.280]  在這裡向大家問安
[00:00:13.280 --> 00:00:15.760]  也求主保守我們
[00:00:15.760 --> 00:00:17.000]  我們的家人
[00:00:17.000 --> 00:00:19.080]  以及我們無論是工作
[00:00:19.080 --> 00:00:21.480]  或者是做一些不同的事
[00:00:21.480 --> 00:00:24.340]  都能夠體會到主在我們當中
[00:00:24.340 --> 00:00:28.600]  我們在主裡面實在的都是一家人
[00:00:28.600 --> 00:00:30.440]  求主也幫助我們
[00:00:30.440 --> 00:00:32.740]  可以在今天的講道裡面
[00:00:32.740 --> 00:00:34.540]  我們講的和聽的
[00:00:34.540 --> 00:00:37.580]  一起去領受主的華語 好不好?
[00:00:37.580 --> 00:00:39.880]  我們一起先禱告
[00:00:39.880 --> 00:00:42.600]  天父多謝祢讓我們一起的
[00:00:42.600 --> 00:00:46.040]  來到去有崇拜的時間
[00:00:46.040 --> 00:00:49.140]  我們雖然在那個限聚令裡面
[00:00:49.140 --> 00:00:51.120]  我們有很多的限制
[00:00:51.120 --> 00:00:53.800]  但是我們的心是不受限制的
[00:00:53.800 --> 00:00:57.160]  我們可以用心靈來聆聽祢
[00:00:57.160 --> 00:00:58.640]  去倚靠祢
[00:00:58.640 --> 00:01:01.420]  求祢讓我們雖然在家中崇拜
[00:01:01.420 --> 00:01:04.280]  仍然有敬虔的心去敬拜祢
[00:01:04.280 --> 00:01:05.880]  多謝主聽我們禱告
[00:01:05.880 --> 00:01:07.280]  奉耶穌基督名志
[00:01:07.280 --> 00:01:08.240]  阿門
[00:01:08.240 --> 00:01:11.840]  我有一個朋友
[00:01:11.840 --> 00:01:15.560]  他每一天都在Facebook寫靈修日記
[00:01:15.560 --> 00:01:17.360]  最近他分享了一件事
[00:01:17.360 --> 00:01:19.560]  他說有一個六十多歲的朋友
[00:01:19.560 --> 00:01:21.000]  跟他分享
[00:01:21.000 --> 00:01:23.160]  他說他真的很害怕
[00:01:23.160 --> 00:01:25.440]  因為那個病毒
[00:01:25.440 --> 00:01:28.340]  因為有很多的限制
[00:01:28.340 --> 00:01:30.700]  他真的不敢出街
[00:01:30.700 --> 00:01:33.180]  也不敢回聚會
[00:01:33.180 --> 00:01:36.720]  那個傳道的朋友就跟他說
[00:01:36.720 --> 00:01:38.760]  他說我也很害怕
[00:01:38.760 --> 00:01:42.080]  我也很害怕我突然間會死了
[00:01:42.080 --> 00:01:44.680]  但是我就是害怕死了之後
[00:01:44.680 --> 00:01:46.520]  不知道怎麼去見耶穌
[00:01:46.520 --> 00:01:48.320]  因為如果耶穌問起
[00:01:48.320 --> 00:01:49.760]  究竟我這一生
[00:01:49.760 --> 00:01:51.760]  究竟怎麼去生活
[00:01:51.760 --> 00:01:52.960]  我是否怎麼樣
[00:01:52.960 --> 00:01:55.280]  我也害怕
[00:01:55.280 --> 00:01:57.020]  各位靈異姐妹
[00:01:57.020 --> 00:01:59.280]  剛才那兩種的害怕
[00:01:59.280 --> 00:02:01.280]  不知道你是害怕哪一種呢?
[00:02:01.280 --> 00:02:03.280]  或者你有第三種害怕呢?
[00:02:03.280 --> 00:02:05.040]  今天讀的經文
[00:02:05.040 --> 00:02:08.440]  給他們一群人都很害怕
[00:02:08.440 --> 00:02:10.720]  所以耶穌說不要怕
[00:02:10.720 --> 00:02:15.040]  所以我們就從這個角度來看一看
[00:02:15.040 --> 00:02:17.640]  究竟給他們害怕什麼
[00:02:17.640 --> 00:02:20.960]  而耶穌又為什麼叫我們不要害怕?
[00:02:20.960 --> 00:02:22.680]  這段經文是很出名的
[00:02:22.680 --> 00:02:28.560]  是耶穌其中的一段呼召門徒的經文
[00:02:28.560 --> 00:02:31.640]  我們就先讀一讀
[00:02:31.640 --> 00:02:34.960]  在《路加福音》第五章第一章第十一節
[00:02:34.960 --> 00:02:36.480]  我都提醒大家
[00:02:36.480 --> 00:02:39.080]  因為大家多數都是安在家中
[00:02:39.080 --> 00:02:43.920]  大家就可以拿一本你常用的聖經
[00:02:43.920 --> 00:02:45.920]  一邊打開一邊聽
[00:02:45.920 --> 00:02:47.920]  那就會吸收得更加好
[00:02:47.920 --> 00:02:51.920]  不只是看著螢光幕
[00:02:51.920 --> 00:02:53.520]  聖經是這麼說的
[00:02:53.520 --> 00:02:55.520]  《路加福音》第五章第一節
[00:02:55.520 --> 00:02:57.800]  耶穌站在格尼撒勒湖邊
[00:02:57.800 --> 00:02:59.240]  眾人擁擠他
[00:02:59.240 --> 00:03:01.240]  要聽神的道
[00:03:01.240 --> 00:03:03.640]  他見有兩隻船彎在湖邊
[00:03:03.640 --> 00:03:05.640]  打魚的人卻離開船
[00:03:05.640 --> 00:03:07.120]  駛往去了
[00:03:07.120 --> 00:03:09.120]  有一隻船是西門的
[00:03:09.120 --> 00:03:11.920]  耶穌就上去請他把船撐開
[00:03:11.920 --> 00:03:13.720]  稍微離岸就坐下
[00:03:13.720 --> 00:03:15.720]  從船上教訓眾人
[00:03:15.720 --> 00:03:17.120]  說完了
[00:03:17.120 --> 00:03:18.520]  對西門說
[00:03:18.520 --> 00:03:22.120]  把船開到水深之處下網打魚
[00:03:22.120 --> 00:03:24.120]  西門說
[00:03:24.120 --> 00:03:26.120]  夫子,我們整夜勞力
[00:03:26.120 --> 00:03:28.120]  並沒有打著什麼
[00:03:28.120 --> 00:03:31.120]  但依從你的話,我就下網
[00:03:31.120 --> 00:03:34.120]  他們下了網,就圈著許多魚
[00:03:34.120 --> 00:03:36.120]  網險些裂開
[00:03:36.120 --> 00:03:40.120]  便招呼那隻船上的同伴來幫助
[00:03:40.120 --> 00:03:42.120]  他們就來把魚
[00:03:42.120 --> 00:03:44.120]  裝滿了兩隻船
[00:03:44.120 --> 00:03:46.120]  甚至船要沉下去
[00:03:46.120 --> 00:03:49.120]  西門彼得看見,就俯伏在耶穌膝前
[00:03:49.120 --> 00:03:50.120]  說
[00:03:50.120 --> 00:03:53.120]  主啊,離開我,我是個罪人
[00:03:53.120 --> 00:03:55.120]  他和一切同在的人
[00:03:55.120 --> 00:03:58.120]  都驚訝這一網所打的魚
[00:03:58.120 --> 00:04:00.120]  他的夥伴西比太兒子
[00:04:00.120 --> 00:04:03.120]  雅各約翰也是這樣
[00:04:03.120 --> 00:04:04.120]  耶穌對西門說
[00:04:04.120 --> 00:04:05.120]  不要怕
[00:04:05.120 --> 00:04:08.120]  從今以後,你要得人了
[00:04:08.120 --> 00:04:11.120]  他們把兩隻船攏了岸
[00:04:11.120 --> 00:04:14.120]  就撇下所有的,跟從了耶穌
[00:04:14.120 --> 00:04:16.120]  整段經文
[00:04:16.120 --> 00:04:18.120]  如果說那個結構
[00:04:18.120 --> 00:04:20.120]  也是一個普通故事的結構
[00:04:20.120 --> 00:04:22.120]  不是很複雜的
[00:04:22.120 --> 00:04:24.120]  大概可以分為四部分
[00:04:24.120 --> 00:04:25.120]  第一部分
[00:04:25.120 --> 00:04:27.120]  就是第一至第三節
[00:04:27.120 --> 00:04:28.120]  那個背景
[00:04:28.120 --> 00:04:32.120]  耶穌為什麼會在這個地方出現
[00:04:32.120 --> 00:04:34.120]  是因為那些人擁擠他
[00:04:34.120 --> 00:04:38.120]  然後耶穌就靠著彼得那隻船
[00:04:38.120 --> 00:04:41.120]  就去離岸一點
[00:04:41.120 --> 00:04:44.120]  其實當時那個地方就好像一個天然的
[00:04:44.120 --> 00:04:47.120]  一個劇院
[00:04:47.120 --> 00:04:50.120]  耶穌在那個船上這樣去說
[00:04:50.120 --> 00:04:52.120]  他那裡有個小小的鑊營
[00:04:52.120 --> 00:04:55.120]  是一個很好的教導的地方
[00:04:55.120 --> 00:04:57.120]  可能耶穌不是第一次去那裡
[00:04:57.120 --> 00:04:59.120]  彼得借出他的船
[00:04:59.120 --> 00:05:01.120]  讓耶穌去教導
[00:05:01.120 --> 00:05:03.120]  這個就是那個背景
[00:05:03.120 --> 00:05:05.120]  但是,究竟耶穌教了些什麼呢?
[00:05:05.120 --> 00:05:07.120]  就不是這一段的重點
[00:05:07.120 --> 00:05:08.120]  所以第二段
[00:05:08.120 --> 00:05:10.120]  他說第四節說完了
[00:05:10.120 --> 00:05:12.120]  他沒有記述耶穌說了什麼
[00:05:12.120 --> 00:05:14.120]  但是重點就是
[00:05:14.120 --> 00:05:16.120]  之後發生的事情
[00:05:16.120 --> 00:05:17.120]  之後發生了什麼呢?
[00:05:17.120 --> 00:05:19.120]  第四、第七節
[00:05:19.120 --> 00:05:21.120]  就是一段很出名的經文
[00:05:21.120 --> 00:05:23.120]  耶穌對西門說
[00:05:23.120 --> 00:05:25.120]  「把船開到水深之處,下網打魚」
[00:05:25.120 --> 00:05:27.120]  這裡很簡單的一個補充
[00:05:27.120 --> 00:05:29.120]  這段經文很出名
[00:05:29.120 --> 00:05:31.120]  「開到水深之處,有歌仔唱」
[00:05:31.120 --> 00:05:33.120]  就是說我們要「靈靈盡心」
[00:05:33.120 --> 00:05:35.120]  但是其實你看前文後理
[00:05:35.120 --> 00:05:37.120]  意思就不是這裡
[00:05:37.120 --> 00:05:39.120]  不是說「靈靈盡心,開到水深之處」
[00:05:39.120 --> 00:05:41.120]  開到水深之處
[00:05:41.120 --> 00:05:43.120]  就是因為他之前那一晚
[00:05:43.120 --> 00:05:45.120]  打魚就是在那些水深之處
[00:05:45.120 --> 00:05:48.120]  因為晚上打魚就不會在淺水區
[00:05:48.120 --> 00:05:50.120]  他們當時有不同的網
[00:05:50.120 --> 00:05:52.120]  來去打不同的魚
[00:05:52.120 --> 00:05:54.120]  去深水區
[00:05:54.120 --> 00:05:56.120]  因為如果白天
[00:05:56.120 --> 00:05:58.120]  那些魚就會曬
[00:05:58.120 --> 00:06:00.120]  躲起來曬
[00:06:00.120 --> 00:06:02.120]  晚上就會走出來
[00:06:02.120 --> 00:06:04.120]  那些魚也不是很清楚
[00:06:04.120 --> 00:06:07.120]  這個最適合時間去打魚
[00:06:07.120 --> 00:06:09.120]  所以他們之前那一晚
[00:06:09.120 --> 00:06:11.120]  其實就在水深的地方
[00:06:11.120 --> 00:06:13.120]  就已經在打魚了
[00:06:13.120 --> 00:06:15.120]  所以你說「開到水深之處,靈靈盡心」
[00:06:15.120 --> 00:06:18.120]  其實他們之前那一晚都已經水深了
[00:06:18.120 --> 00:06:20.120]  是在說打魚
[00:06:20.120 --> 00:06:22.120]  他去哪裡打魚
[00:06:22.120 --> 00:06:25.120]  現在耶穌在白天的時間
[00:06:25.120 --> 00:06:27.120]  叫彼得他們
[00:06:27.120 --> 00:06:30.120]  再去水深之處來打魚
[00:06:30.120 --> 00:06:31.120]  下網
[00:06:31.120 --> 00:06:35.120]  其實這個是一個很無理的要求
[00:06:35.120 --> 00:06:37.120]  不合理的
[00:06:37.120 --> 00:06:39.120]  一個漁夫會發覺
[00:06:39.120 --> 00:06:41.120]  為什麼要這樣說
[00:06:41.120 --> 00:06:44.120]  所以在這個第二段
[00:06:44.120 --> 00:06:47.120]  就是當彼得他願意
[00:06:47.120 --> 00:06:49.120]  來這樣做的時候
[00:06:49.120 --> 00:06:50.120]  下網打魚
[00:06:50.120 --> 00:06:52.120]  那個漁獲就很厲害
[00:06:52.120 --> 00:06:54.120]  滿了兩條船
[00:06:54.120 --> 00:06:56.120]  甚至那些網就快裂開了
[00:06:56.120 --> 00:06:57.120]  但是又不裂開
[00:06:57.120 --> 00:06:59.120]  又不沉
[00:06:59.120 --> 00:07:01.120]  就是完全是極端的
[00:07:01.120 --> 00:07:03.120]  多魚多到不得了
[00:07:03.120 --> 00:07:07.120]  所以使得彼得去到第三個階段
[00:07:07.120 --> 00:07:09.120]  就是說這段經文的第三個部分
[00:07:09.120 --> 00:07:11.120]  就是第八節開始
[00:07:11.120 --> 00:07:13.120]  可以去到第十節的中間
[00:07:13.120 --> 00:07:16.120]  就是彼得經歷了這個神蹟之後
[00:07:16.120 --> 00:07:18.120]  立刻來到苦福
[00:07:18.120 --> 00:07:20.120]  跪在耶穌的面前
[00:07:20.120 --> 00:07:23.120]  就說「主啊,離開我,我是個罪人」
[00:07:23.120 --> 00:07:26.120]  其他那些人都很驚訝
[00:07:26.120 --> 00:07:28.120]  那個驚訝這個字
[00:07:28.120 --> 00:07:31.120]  就是一種對神明的敬畏這個字
[00:07:31.120 --> 00:07:33.120]  就是大家都看到
[00:07:33.120 --> 00:07:36.120]  這麼多魚都會嚇一嚇
[00:07:36.120 --> 00:07:38.120]  他怕就是怕這個
[00:07:38.120 --> 00:07:39.120]  他們怕什麼
[00:07:39.120 --> 00:07:44.120]  他看到這個人完全都是一個神蹟
[00:07:44.120 --> 00:07:47.120]  尤其是這班是一個專業的漁夫
[00:07:47.120 --> 00:07:50.120]  更加知道發生什麼事
[00:07:50.120 --> 00:07:53.120]  所以第三個階段
[00:07:53.120 --> 00:07:56.120]  這段經文就交代他們的反應
[00:07:56.120 --> 00:07:58.120]  對於這個神蹟
[00:07:58.120 --> 00:08:00.120]  第四個階段就是第十節中間
[00:08:00.120 --> 00:08:02.120]  耶穌對西門說不要怕
[00:08:02.120 --> 00:08:05.120]  你以後就要得人了
[00:08:05.120 --> 00:08:07.120]  從今以後就要得人了
[00:08:07.120 --> 00:08:10.120]  接著其他那些人
[00:08:10.120 --> 00:08:13.120]  他們就將兩隻船靠岸
[00:08:13.120 --> 00:08:15.120]  撇下所有跟隨耶穌
[00:08:15.120 --> 00:08:17.120]  主角是彼得
[00:08:17.120 --> 00:08:20.120]  但是其他的配角都一起跟從耶穌
[00:08:20.120 --> 00:08:21.120]  撇下所有
[00:08:21.120 --> 00:08:25.120]  所以這個經文其實就是這麼簡單
[00:08:25.120 --> 00:08:27.120]  但是它不簡單的地方
[00:08:27.120 --> 00:08:30.120]  有些人去解釋這段經文
[00:08:30.120 --> 00:08:32.120]  就說這個好像一個轉接
[00:08:32.120 --> 00:08:34.120]  在上文下理的一個轉接
[00:08:34.120 --> 00:08:37.120]  耶穌醫治人
[00:08:37.120 --> 00:08:40.120]  耶穌出來傳道的情況
[00:08:40.120 --> 00:08:42.120]  大家記得了
[00:08:42.120 --> 00:08:44.120]  耶穌又趕鬼醫病
[00:08:44.120 --> 00:08:46.120]  這段經文之後
[00:08:46.120 --> 00:08:48.120]  又繼續趕鬼醫病
[00:08:48.120 --> 00:08:51.120]  但是其實重要的
[00:08:51.120 --> 00:08:54.120]  就是一班的門徒
[00:08:54.120 --> 00:08:57.120]  怎樣開始跟隨耶穌
[00:08:57.120 --> 00:09:00.120]  如果相比其他
[00:09:00.120 --> 00:09:03.120]  馬太、馬可和約翰
[00:09:03.120 --> 00:09:06.120]  這段經文的確是有不同的地方
[00:09:06.120 --> 00:09:08.120]  有些人也去探討
[00:09:08.120 --> 00:09:09.120]  究竟這段經文
[00:09:09.120 --> 00:09:12.120]  是不是和那幾段經文是一樣的時間呢?
[00:09:12.120 --> 00:09:14.120]  我的看法
[00:09:14.120 --> 00:09:16.120]  也是一些識經的人的看法
[00:09:16.120 --> 00:09:18.120]  就是不同的時間
[00:09:18.120 --> 00:09:19.120]  為什麼呢?
[00:09:19.120 --> 00:09:23.120]  其實因為彼得已經認識了耶穌
[00:09:23.120 --> 00:09:26.120]  如果我們去看
[00:09:26.120 --> 00:09:30.120]  路加是按一個次序
[00:09:30.120 --> 00:09:31.120]  當然有時候時間次序
[00:09:31.120 --> 00:09:33.120]  他未必跟得足
[00:09:33.120 --> 00:09:35.120]  但是你看看之前的經文
[00:09:35.120 --> 00:09:38.120]  其實耶穌是醫了誰呢?
[00:09:38.120 --> 00:09:40.120]  就是西門的惡母
[00:09:40.120 --> 00:09:41.120]  所以彼得
[00:09:41.120 --> 00:09:44.120]  西門是猶太的名字
[00:09:44.120 --> 00:09:47.120]  他已經經歷過耶穌
[00:09:47.120 --> 00:09:49.120]  他也聽過耶穌的道
[00:09:49.120 --> 00:09:54.120]  如果你看馬太、馬可的經文
