
[00:00:00.000 --> 00:00:02.000]  好了,今天我們開始第二堂
[00:00:02.000 --> 00:00:07.060]  第二堂就是講到以色列書裡面一些象徵性的行動
[00:00:07.060 --> 00:00:09.060]  宣佈
[00:00:09.060 --> 00:00:11.060]  我不知道對你是不是一個好消息
[00:00:11.060 --> 00:00:14.100]  今天的內容可能會短一些
[00:00:14.100 --> 00:00:18.900]  我不可以因為要拖長拖久幾個小時
[00:00:18.900 --> 00:00:19.900]  沒有意思
[00:00:19.900 --> 00:00:24.320]  因為今天我們會集中在以色列書裡面象徵性的行動
[00:00:24.320 --> 00:00:26.820]  但是第三堂
[00:00:26.820 --> 00:00:28.820]  我們就會長一點
[00:00:28.820 --> 00:00:32.560]  因為第三堂我們會講以色列書裡面的比喻
[00:00:32.560 --> 00:00:34.560]  以色列書裡面的比喻
[00:00:34.560 --> 00:00:38.560]  比象徵性的行動多一倍以上
[00:00:38.560 --> 00:00:41.060]  我不知道你的感受是怎樣
[00:00:41.060 --> 00:00:43.060]  我記得我小學的時候
[00:00:43.060 --> 00:00:45.060]  中學也好,我讀書的時候
[00:00:45.060 --> 00:00:47.060]  如果老師病了回不來
[00:00:47.060 --> 00:00:48.060]  我們很開心的
[00:00:48.060 --> 00:00:50.560]  如果老師突然間格格考書不舒服
[00:00:50.560 --> 00:00:51.560]  早十分鐘落堂
[00:00:51.560 --> 00:00:53.560]  我們又很開心的
[00:00:53.560 --> 00:00:55.560]  如果老師講書講長了
[00:00:55.560 --> 00:00:56.560]  我們的心就病
[00:00:56.560 --> 00:00:59.560]  特別是如果要小息,你不要阻礙我休息
[00:00:59.560 --> 00:01:00.560]  又或者我要放學
[00:01:00.560 --> 00:01:02.560]  他們拖長拖久我放學
[00:01:02.560 --> 00:01:03.560]  我就很煩躁的
[00:01:03.560 --> 00:01:05.560]  我不知道我們有沒有這種心態
[00:01:05.560 --> 00:01:06.560]  無論如何
[00:01:06.560 --> 00:01:09.560]  總之我就會按照我自己預備好的
[00:01:09.560 --> 00:01:11.560]  跟大家離大遠去分享
[00:01:11.560 --> 00:01:13.560]  好,在我們開始的時候
[00:01:13.560 --> 00:01:15.560]  我們離大遠先低頭我們禱告
[00:01:15.560 --> 00:01:18.560]  天尊求你自己親自的離大遠去潔淨孩子
[00:01:18.560 --> 00:01:20.560]  叫我能夠靠著主你
[00:01:20.560 --> 00:01:22.560]  能夠有這份從你而來的力量
[00:01:22.560 --> 00:01:24.560]  勝令你自己親自的工作
[00:01:24.560 --> 00:01:26.560]  叫我能夠宣講神理的話語
[00:01:26.560 --> 00:01:28.560]  按著正義分解真理的道
[00:01:28.560 --> 00:01:31.560]  也讓我們有更多的反省和學習
[00:01:31.560 --> 00:01:34.560]  祝福在鏡頭前面的聆聽的
[00:01:34.560 --> 00:01:36.560]  在看的弟兄姊妹
[00:01:36.560 --> 00:01:38.560]  神讓他們能夠集中精神
[00:01:38.560 --> 00:01:40.560]  也讓他們不單單有領受
[00:01:40.560 --> 00:01:42.560]  更加的離大遠去有得著
[00:01:42.560 --> 00:01:44.560]  求神你眷顧大年日的時間
[00:01:44.560 --> 00:01:46.560]  祈禱拉奉主德性的名
[00:01:46.560 --> 00:01:47.560]  阿們
[00:01:47.560 --> 00:01:51.560]  我們很希望大家可以在同一個時間裡面
[00:01:51.560 --> 00:01:52.560]  來學習
[00:01:52.560 --> 00:01:53.560]  但是不得不承認
[00:01:53.560 --> 00:01:55.560]  我們在不同的地域裡面
[00:01:55.560 --> 00:01:56.560]  特別是在外地
[00:01:56.560 --> 00:01:58.560]  或者我們大家有不同的時間來工作
[00:01:58.560 --> 00:02:01.560]  所以未必能夠可以同一時間
[00:02:01.560 --> 00:02:03.560]  但是我們會將這些片段
[00:02:03.560 --> 00:02:05.560]  擺在教會的網頁
[00:02:05.560 --> 00:02:06.560]  或者YouTube裡面的
[00:02:06.560 --> 00:02:09.560]  你可以隨時的離大遠去收看
[00:02:09.560 --> 00:02:11.560]  但是很希望你收看了之後
[00:02:11.560 --> 00:02:13.560]  你也給我一個回應
[00:02:13.560 --> 00:02:14.560]  WhatsApp給我
[00:02:14.560 --> 00:02:15.560]  如果有什麼問題
[00:02:15.560 --> 00:02:17.560]  你可以離大遠去
[00:02:17.560 --> 00:02:19.560]  向我離大遠去發問
[00:02:19.560 --> 00:02:22.560]  我盡量在課程裡面
[00:02:22.560 --> 00:02:24.560]  和大家作出回應
[00:02:24.560 --> 00:02:27.560]  很簡單和大家回溫
[00:02:27.560 --> 00:02:28.560]  《以西傑書》第一章
[00:02:28.560 --> 00:02:29.560]  說過什麼
[00:02:29.560 --> 00:02:30.560]  很短的
[00:02:30.560 --> 00:02:33.560]  我們知道原來以西傑先知
[00:02:33.560 --> 00:02:35.560]  他原本是一個祭司
[00:02:35.560 --> 00:02:38.560]  但是在耶路撒冷被攻陷
[00:02:38.560 --> 00:02:41.560]  巴比倫王大兵來剿滅他們的時候
[00:02:41.560 --> 00:02:43.560]  他們第一次淪陷
[00:02:43.560 --> 00:02:45.560]  於是他們就被擄了
[00:02:45.560 --> 00:02:49.560]  皇帝貴族專業人士被擄走
[00:02:49.560 --> 00:02:50.560]  帶到巴比倫
[00:02:50.560 --> 00:02:54.560]  以西傑就是在當中的一份子
[00:02:54.560 --> 00:02:59.560]  他是很無奈地被迫離開了自己
[00:02:59.560 --> 00:03:02.560]  雖然已經活得很辛苦的故鄉
[00:03:02.560 --> 00:03:05.560]  但始終是自己成長的地方
[00:03:05.560 --> 00:03:07.560]  特別作為一個祭司
[00:03:07.560 --> 00:03:08.560]  他很清楚的
[00:03:08.560 --> 00:03:12.560]  在外邦之地是被視為不潔的地方
[00:03:12.560 --> 00:03:13.560]  在巴比倫
[00:03:13.560 --> 00:03:16.560]  很多的子民、同胞
[00:03:16.560 --> 00:03:21.560]  是活在悲慘、難受的環境裡面
[00:03:21.560 --> 00:03:22.560]  但是沒有想到
[00:03:22.560 --> 00:03:25.560]  以西傑竟然在異邦之地
[00:03:25.560 --> 00:03:28.560]  同樣的繼續可以服侍神
[00:03:28.560 --> 00:03:32.560]  神向以西傑祭司發出這個呼召
[00:03:32.560 --> 00:03:37.560]  要他來帶去成為先知神的代言人
[00:03:37.560 --> 00:03:40.560]  來帶去安慰、勉勵、提醒
[00:03:40.560 --> 00:03:43.560]  在被擄的子民裡面
[00:03:43.560 --> 00:03:46.560]  但不單單向著被擄的同胞
[00:03:46.560 --> 00:03:49.560]  我說是難民營裡面的傳道人
[00:03:49.560 --> 00:03:53.560]  更加被神的靈帶到耶路撒冷
[00:03:53.560 --> 00:03:56.560]  不單單看到耶路撒冷裡面的問題在哪裡
[00:03:56.560 --> 00:03:59.560]  這是第四章裡面我們會看的
[00:03:59.560 --> 00:04:02.560]  但更加會怎樣呢?
[00:04:02.560 --> 00:04:07.560]  是要向耶路撒冷留下的漁民來帶去提醒
[00:04:07.560 --> 00:04:10.560]  更加發出審判的訊息
[00:04:10.560 --> 00:04:13.560]  我們看到以西傑先知
[00:04:13.560 --> 00:04:15.560]  神跟他說你去吧
[00:04:15.560 --> 00:04:18.560]  但這羣人是不會聽你的
[00:04:18.560 --> 00:04:21.560]  他們是額肩心硬的
[00:04:21.560 --> 00:04:22.560]  但無論如何
[00:04:22.560 --> 00:04:26.560]  你仍然要宣講我的訊息
[00:04:26.560 --> 00:04:28.560]  在第三章裡面說
[00:04:28.560 --> 00:04:30.560]  你有一個身份
[00:04:30.560 --> 00:04:32.560]  不單單是先知的身份
[00:04:32.560 --> 00:04:36.560]  你更加是一個守望者的身份
[00:04:36.560 --> 00:04:38.560]  守望者的身份是什麼呢?
[00:04:38.560 --> 00:04:40.560]  就是你見到有危機的時候
[00:04:40.560 --> 00:04:43.560]  你要發出警告
[00:04:43.560 --> 00:04:45.560]  那些人聽不聽呢?
[00:04:45.560 --> 00:04:47.560]  如果他聽你的警告
[00:04:47.560 --> 00:04:50.560]  但是他警戒自己
[00:04:50.560 --> 00:04:52.560]  特別離惡行善
[00:04:52.560 --> 00:04:54.560]  他能夠得救
[00:04:54.560 --> 00:04:57.560]  但如果有些人是心硬
[00:04:57.560 --> 00:04:59.560]  是不肯聽的時候
[00:04:59.560 --> 00:05:01.560]  是在他們死罪罪孽之中
[00:05:01.560 --> 00:05:02.560]  但不關你的事
[00:05:02.560 --> 00:05:05.560]  因為你已經說了
[00:05:05.560 --> 00:05:10.560]  這個呼召在以西傑書第三十三章裡面
[00:05:10.560 --> 00:05:12.560]  再重複出現
[00:05:12.560 --> 00:05:14.560]  同樣我們會在第四章裡面的時候
[00:05:14.560 --> 00:05:17.560]  我們會來帶你去研讀
[00:05:17.560 --> 00:05:20.560]  先知就要做守望者
[00:05:20.560 --> 00:05:25.560]  然後有兩個象徵性的行動
[00:05:25.560 --> 00:05:26.560]  上次我們已經說了
[00:05:26.560 --> 00:05:28.560]  但今天我們主力就是說
[00:05:28.560 --> 00:05:31.560]  以西傑書裡面的象徵性的行動
[00:05:31.560 --> 00:05:34.560]  什麼叫象徵性的行動呢?
[00:05:34.560 --> 00:05:36.560]  很簡單舉個例子
[00:05:36.560 --> 00:05:40.560]  我昨天負責了一個安息禮
[00:05:40.560 --> 00:05:42.560]  很特別這個安息禮
[00:05:42.560 --> 00:05:44.560]  不是我們教會的
[00:05:44.560 --> 00:05:47.560]  是一個基督徒
[00:05:47.560 --> 00:05:48.560]  九十三歲的婆婆
[00:05:48.560 --> 00:05:50.560]  但原來她做了三十年的教師
[00:05:50.560 --> 00:05:51.560]  她離開了世界
[00:05:51.560 --> 00:05:54.560]  她在一個大宗派的教會裡面受洗了
[00:05:54.560 --> 00:05:56.560]  但這間教會就說到
[00:05:56.560 --> 00:06:00.560]  疫情和牧師就說自己年紀大
[00:06:00.560 --> 00:06:01.560]  所以不肯跟她來
[00:06:01.560 --> 00:06:02.560]  但是她負責安息禮
[00:06:02.560 --> 00:06:05.560]  於是我就被人來邀請
[00:06:05.560 --> 00:06:06.560]  你知道我無所謂
[00:06:06.560 --> 00:06:08.560]  可以來祝福人當然好
[00:06:08.560 --> 00:06:10.560]  於是我就負責這個安息禮
[00:06:10.560 --> 00:06:12.560]  有沒有留意到
[00:06:12.560 --> 00:06:17.560]  往往我們出席安息禮的時候
[00:06:17.560 --> 00:06:20.560]  我們都會穿素服
[00:06:20.560 --> 00:06:22.560]  一是純白一是純黑
[00:06:22.560 --> 00:06:25.560]  特別離世者的家人
[00:06:25.560 --> 00:06:27.560]  全部是穿黑色衣服
[00:06:27.560 --> 00:06:31.560]  這個黑色衣服代表了他的悲哀
[00:06:31.560 --> 00:06:33.560]  他的難受
[00:06:33.560 --> 00:06:35.560]  如果你記得的時候
[00:06:35.560 --> 00:06:37.560]  上個星期
[00:06:37.560 --> 00:06:41.560]  721事件竟然被扭轉了過來
[00:06:41.560 --> 00:06:43.560]  警方就說到
[00:06:43.560 --> 00:06:47.560]  這個不是無差別的對待
[00:06:47.560 --> 00:06:50.560]  他們是旗鼓相當的
[00:06:50.560 --> 00:06:52.560]  他們的上司曾經說
[00:06:52.560 --> 00:06:54.560]  三十九分鐘纔到
[00:06:54.560 --> 00:06:55.560]  但是現在又說到
[00:06:55.560 --> 00:06:57.560]  不是我們十八分鐘就到了
[00:06:57.560 --> 00:06:58.560]  因為他會將
[00:06:58.560 --> 00:07:01.560]  由出門口那裡離帶去說起
[00:07:01.560 --> 00:07:02.560]  但是你不要忘記
[00:07:02.560 --> 00:07:04.560]  人家是打電話報警的
[00:07:04.560 --> 00:07:06.560]  應該由那段時間來報到
[00:07:06.560 --> 00:07:07.560]  來計數的
[00:07:07.560 --> 00:07:08.560]  很簡單
[00:07:08.560 --> 00:07:09.560]  如果我打999
[00:07:09.560 --> 00:07:11.560]  有人接了我的電話
[00:07:11.560 --> 00:07:13.560]  但是對方兩個小時
[00:07:13.560 --> 00:07:15.560]  才從警署出來的時候
[00:07:15.560 --> 00:07:17.560]  可能他十分鐘就到我家
[00:07:17.560 --> 00:07:18.560]  我後來就說
[00:07:18.560 --> 00:07:21.560]  我們其實十分鐘就已經到了
[00:07:21.560 --> 00:07:26.560]  這個就是在離帶去掩蓋自己的錯
[00:07:26.560 --> 00:07:29.560]  很多人就覺得很氣憤
[00:07:29.560 --> 00:07:32.560]  於是就發起一個行動
[00:07:32.560 --> 00:07:33.560]  就是第二天
[00:07:33.560 --> 00:07:38.560]  要穿黑衣服離帶去表達那種不滿
[00:07:38.560 --> 00:07:40.560]  這是一個很和平的態度
[00:07:40.560 --> 00:07:41.560]  我承認
[00:07:41.560 --> 00:07:42.560]  我也有穿黑衣服
[00:07:42.560 --> 00:07:44.560]  我今天也是穿黑衣服
[00:07:44.560 --> 00:07:45.560]  為什麼呢?
[00:07:45.560 --> 00:07:46.560]  有原因的
[00:07:46.560 --> 00:07:47.560]  你有沒有留意到
[00:07:47.560 --> 00:07:50.560]  我上次是穿什麼衣服?
[00:07:50.560 --> 00:07:51.560]  其實我穿什麼衣服
[00:07:51.560 --> 00:07:54.560]  都是有那個計算在當中
[00:07:54.560 --> 00:07:59.560]  上次我是穿一件紅白間條的襯衫
[00:07:59.560 --> 00:08:01.560]  因為我會說到
[00:08:01.560 --> 00:08:03.560]  那個的大綱和背景
[00:08:03.560 --> 00:08:06.560]  他們是活在痛苦的當中
[00:08:06.560 --> 00:08:10.560]  但是最後其實有三分一的篇幅
[00:08:10.560 --> 00:08:11.560]  是在說
[00:08:11.560 --> 00:08:13.560]  神是會叫他們
[00:08:13.560 --> 00:08:14.560]  來從枯骨
[00:08:14.560 --> 00:08:16.560]  枯乾了的骨
[00:08:16.560 --> 00:08:18.560]  而變成為一個活人
[00:08:18.560 --> 00:08:21.560]  他們雖然是被攻陷
[00:08:21.560 --> 00:08:23.560]  但是他們會復興
[00:08:23.560 --> 00:08:24.560]  最重要的是
[00:08:24.560 --> 00:08:27.560]  三十四章神親自做他們的牧者
