
[00:00:00.000 --> 00:00:02.060]  Angie 妹早晨
[00:00:02.060 --> 00:00:10.200]  我們這個講道已經來到第五個主題了
[00:00:10.200 --> 00:00:16.880]  意思是說來到第二個主題
[00:00:16.880 --> 00:00:22.080]  每一個部分我們都有三個講道
[00:00:22.080 --> 00:00:25.080]  今天應該是第五個講道了
[00:00:25.080 --> 00:00:27.080]  來到第二部分
[00:00:27.080 --> 00:00:29.480]  關於尊重這方面的東西
[00:00:29.480 --> 00:00:31.480]  特別這樣強調的時候
[00:00:31.480 --> 00:00:33.480]  恐怕有些弟兄姊妹
[00:00:33.480 --> 00:00:38.040]  可能都還沒從謙卑走出來
[00:00:38.040 --> 00:00:40.840]  仍然在謙卑謙卑
[00:00:40.840 --> 00:00:43.520]  都還沒學會去學習尊重
[00:00:43.520 --> 00:00:46.280]  我這麼說不是沒有根據的
[00:00:46.280 --> 00:00:51.520]  因爲我之前參加北唐的一個小組
[00:00:51.520 --> 00:00:55.280]  就發現那個大組的那個
[00:00:55.280 --> 00:00:56.880]  都還沒走出謙卑
[00:00:56.880 --> 00:00:58.720]  都還在講謙卑
[00:00:58.720 --> 00:01:01.400]  我心想咦 我們已經在講尊重了
[00:01:01.400 --> 00:01:04.120]  他在討論我這篇東西
[00:01:04.120 --> 00:01:06.120]  不是在講謙卑嗎
[00:01:06.120 --> 00:01:08.840]  不是在講尊重嗎
[00:01:08.840 --> 00:01:11.680]  爲什麼還停留在謙卑
[00:01:11.680 --> 00:01:16.280]  我們今天尊重就來到第二個講道
[00:01:16.280 --> 00:01:18.280]  第一個就是歐陽師母
[00:01:18.280 --> 00:01:22.280]  上次在月初的時候已經講過了
[00:01:22.280 --> 00:01:27.800]  每一個講道都有它的一些重點
[00:01:27.800 --> 00:01:32.320]  我們很盼望今天可以在主耶穌的教導上
[00:01:32.320 --> 00:01:35.160]  去看尊重這件事
[00:01:35.160 --> 00:01:39.000]  在《馬太福音》由第五章開始
[00:01:39.000 --> 00:01:40.680]  一直到第七章的時候
[00:01:40.680 --> 00:01:45.960]  我們見到被稱爲主耶穌的登身部分
[00:01:45.960 --> 00:01:50.240]  登身部分不是主耶穌一次過
[00:01:50.240 --> 00:01:52.840]  講了這麼多東西的
[00:01:52.840 --> 00:01:57.240]  應該就是在主耶穌很多的教導當中
[00:01:57.240 --> 00:02:01.360]  是否也在山上這個靈界呢
[00:02:01.360 --> 00:02:06.640]  但最少在祂開頭登上山上的時候
[00:02:06.640 --> 00:02:09.600]  就開始教導人了
[00:02:09.600 --> 00:02:14.720]  以至後來很多的教訓全部都集在一起
[00:02:14.720 --> 00:02:19.600]  我們就叫做主耶穌的訓誡集
[00:02:19.600 --> 00:02:25.880]  所以你見到每一篇的教訓
[00:02:25.880 --> 00:02:30.200]  都可以見到有些重點在當中
[00:02:30.200 --> 00:02:33.880]  可能是講到基督徒的品格方面
[00:02:33.880 --> 00:02:37.640]  基督徒的義務應該做些什麼
[00:02:37.640 --> 00:02:38.920]  基督徒的觀點
[00:02:38.920 --> 00:02:41.480]  甚至講到基督徒受逼迫的時候
[00:02:41.480 --> 00:02:43.200]  應該怎樣去面對
[00:02:43.200 --> 00:02:45.360]  面臨一些危險困難的時候
[00:02:45.360 --> 00:02:48.960]  又怎樣去看事情呢
[00:02:48.960 --> 00:02:52.720]  所以我們可以看到由第五章到第七章
[00:02:52.720 --> 00:02:58.960]  這個登身部分我們可以稱爲天國子民的生活手冊
[00:02:58.960 --> 00:03:01.560]  如果你說作爲天國子民
[00:03:01.560 --> 00:03:03.720]  我要怎樣過生活呢
[00:03:03.720 --> 00:03:09.360]  就去看看《馬太福音》第五章到第七章
[00:03:09.360 --> 00:03:11.920]  正如我剛剛所講的
[00:03:11.920 --> 00:03:15.040]  這些部分就是主耶穌的教訓集
[00:03:15.040 --> 00:03:17.680]  祂所有的教訓集在一起
[00:03:17.680 --> 00:03:20.400]  所以不是獨立一篇的講道
[00:03:20.400 --> 00:03:23.760]  由第五章講到第七章
[00:03:23.760 --> 00:03:26.120]  而且部分呢
[00:03:26.120 --> 00:03:31.720]  部分不是給全世界的人的
[00:03:31.720 --> 00:03:34.400]  部分是給基督徒的
[00:03:34.400 --> 00:03:37.240]  就是給門徒的
[00:03:37.240 --> 00:03:39.560]  就是給主耶穌的門徒的
[00:03:39.560 --> 00:03:41.720]  讓我們作爲天國的子民
[00:03:41.720 --> 00:03:49.000]  我們知道怎樣去過一個合乎天國子民的模式
[00:03:49.000 --> 00:03:51.200]  或者一些的生活
[00:03:51.200 --> 00:03:55.560]  或者我們應該傳怎樣的觀點
[00:03:55.560 --> 00:03:59.800]  你見在主耶穌的生平當中
[00:03:59.800 --> 00:04:00.680]  我們看到
[00:04:00.680 --> 00:04:02.400]  如果你看福音書的時候
[00:04:02.400 --> 00:04:05.040]  你會看到好像一次又一次
[00:04:05.040 --> 00:04:09.800]  祂在破壞猶太人的一些規矩
[00:04:09.800 --> 00:04:12.120]  或者一些的律法
[00:04:12.120 --> 00:04:17.000]  因此我們就認爲主耶穌是不是不遵守
[00:04:17.000 --> 00:04:24.680]  這些律法不遵守教育的一些教導呢
[00:04:24.680 --> 00:04:29.680]  祂好像在不遵守洗手的一些規矩
[00:04:29.680 --> 00:04:32.600]  祂好像不遵守安息日
[00:04:32.600 --> 00:04:38.000]  不可以做些什麼事情的規定
[00:04:38.000 --> 00:04:40.800]  而且祂好像做了很多事情
[00:04:40.800 --> 00:04:46.200]  都好像被這些文士或者法利塞人覺得反感的
[00:04:46.200 --> 00:04:49.960]  認爲祂在破壞、不遵守
[00:04:49.960 --> 00:04:53.600]  甚至到最後祂被釘十字架的時候
[00:04:53.600 --> 00:04:55.160]  那個罪名是什麼呢
[00:04:55.160 --> 00:04:57.320]  就是破壞律法
[00:04:57.320 --> 00:05:00.360]  祂是破壞律法而受死的
[00:05:00.360 --> 00:05:03.320]  到底主耶穌是不是一個反律法
[00:05:03.320 --> 00:05:06.040]  或者是破壞律法的人呢
[00:05:06.040 --> 00:05:09.400]  我們可以由《馬太福音》第五章
[00:05:09.400 --> 00:05:12.720]  我們就單單看17節到20節的時候
[00:05:12.720 --> 00:05:19.600]  就看看祂對律法或者整個《舊約聖經》的態度
