
[00:00:00.000 --> 00:00:02.000]  好,我們開始今天的「講道之詩」
[00:00:02.000 --> 00:00:04.000]  我們再一次留低頭,我們祈禱吧
[00:00:04.000 --> 00:00:06.000]  天皇恩救你自己
[00:00:06.000 --> 00:00:08.000]  用你的五靈來帶開高門孩子
[00:00:08.000 --> 00:00:10.000]  也都用基督你的補血
[00:00:10.000 --> 00:00:12.000]  塗滿孩子一切的過犯
[00:00:12.000 --> 00:00:14.000]  叫我能夠成為一個流通的管子
[00:00:14.000 --> 00:00:16.000]  叫我所講的信息,成為眾弟兄姊妹的幫助
[00:00:16.000 --> 00:00:18.000]  也都讓我們能夠有機會
[00:00:18.000 --> 00:00:20.000]  去反思,今天我們在你面前的
[00:00:20.000 --> 00:00:22.000]  禱告,究竟是怎樣能夠
[00:00:22.000 --> 00:00:24.000]  討到神你自己的心意
[00:00:24.000 --> 00:00:26.000]  申求你自己的恩待,帶領日的時間
[00:00:26.000 --> 00:00:28.000]  祈禱賴同主,得聖的名
[00:00:28.000 --> 00:00:30.000]  阿們
[00:00:30.000 --> 00:00:32.000]  啊,佔東好像告了一段落
[00:00:32.000 --> 00:00:34.000]  但是政府就說
[00:00:34.000 --> 00:00:36.000]  好啦,我們會特別的
[00:00:36.000 --> 00:00:38.000]  來重視一些年青人
[00:00:38.000 --> 00:00:40.000]  特別是看看他們怎樣向上流
[00:00:40.000 --> 00:00:42.000]  可以買到房子
[00:00:42.000 --> 00:00:44.000]  那這個呢,只是對了一部份
[00:00:44.000 --> 00:00:46.000]  我相信年青人不只是為了
[00:00:46.000 --> 00:00:48.000]  錢或者物業
[00:00:48.000 --> 00:00:50.000]  但事實上現在香港
[00:00:50.000 --> 00:00:52.000]  你要擁有一個物業
[00:00:52.000 --> 00:00:54.000]  的時候是很難,特別你沒有的話
[00:00:54.000 --> 00:00:56.000]  這幾年如果你要想買房子
[00:00:56.000 --> 00:00:58.000]  其實是很辛苦
[00:00:58.000 --> 00:01:00.000]  就是因為那個樓價
[00:01:00.000 --> 00:01:02.000]  不斷的來來去去飆升
[00:01:02.000 --> 00:01:04.000]  就是一個的
[00:01:04.000 --> 00:01:06.000]  年青夫婦真的
[00:01:06.000 --> 00:01:08.000]  不容易可以置業的
[00:01:08.000 --> 00:01:10.000]  那我們如果相信
[00:01:10.000 --> 00:01:12.000]  弟兄姊妹都曾經買過一些物業
[00:01:12.000 --> 00:01:14.000]  你買物業的時候一定是之前會好一點
[00:01:14.000 --> 00:01:16.000]  祈禱啊,神求你引導啊
[00:01:16.000 --> 00:01:18.000]  這個是不是你自己的心意啊
[00:01:18.000 --> 00:01:20.000]  那買完之後
[00:01:20.000 --> 00:01:22.000]  你就不會再怎樣去禱告了
[00:01:22.000 --> 00:01:24.000]  但是今天我們會看一個人很特別
[00:01:24.000 --> 00:01:26.000]  耶利米
[00:01:26.000 --> 00:01:28.000]  他買完田地之後
[00:01:28.000 --> 00:01:30.000]  才去祈禱啊
[00:01:30.000 --> 00:01:32.000]  他之前沒有的啊
[00:01:32.000 --> 00:01:34.000]  我們來看看耶利米書的第32章
[00:01:34.000 --> 00:01:36.000]  第16節
[00:01:36.000 --> 00:01:38.000]  我們一起來讀出
[00:01:38.000 --> 00:01:40.000]  我將買契
[00:01:40.000 --> 00:01:42.000]  交給尼尼亞的兒子巴魯爾後
[00:01:42.000 --> 00:01:44.000]  便禱告耶和華說
[00:01:44.000 --> 00:01:46.000]  看不看得到
[00:01:46.000 --> 00:01:48.000]  他是買完這個土地
[00:01:48.000 --> 00:01:50.000]  做完契之後
[00:01:50.000 --> 00:01:52.000]  他才去祈禱的
[00:01:52.000 --> 00:01:54.000]  為什麼會這麼特別呢
[00:01:54.000 --> 00:01:56.000]  我們會了解
[00:01:56.000 --> 00:01:58.000]  當中的背景
[00:01:58.000 --> 00:02:00.000]  和我們會看看耶利米的
[00:02:00.000 --> 00:02:02.000]  祈禱怎樣值得我們
[00:02:02.000 --> 00:02:04.000]  去反思
[00:02:04.000 --> 00:02:06.000]  首先我們要看看
[00:02:06.000 --> 00:02:08.000]  原來耶利米是被神命令
[00:02:08.000 --> 00:02:10.000]  去置買田地
[00:02:10.000 --> 00:02:12.000]  我們了解
[00:02:12.000 --> 00:02:14.000]  當時的背景是什麼呢
[00:02:14.000 --> 00:02:16.000]  猶太國
[00:02:16.000 --> 00:02:18.000]  一直領受著神的恩典
[00:02:18.000 --> 00:02:20.000]  但是沒有好的珍惜
[00:02:20.000 --> 00:02:22.000]  神就要讓他們亡國
[00:02:22.000 --> 00:02:24.000]  當面對
[00:02:24.000 --> 00:02:26.000]  耶路撒冷
[00:02:26.000 --> 00:02:28.000]  已經兵臨城下
[00:02:28.000 --> 00:02:30.000]  已經圍困著耶路撒冷
[00:02:30.000 --> 00:02:32.000]  但是耶利米
[00:02:32.000 --> 00:02:34.000]  傳了一個訊息
[00:02:34.000 --> 00:02:36.000]  是所有人都不喜歡聽的
[00:02:36.000 --> 00:02:38.000]  上至君王中至一些的
[00:02:38.000 --> 00:02:40.000]  神子下至平民
[00:02:40.000 --> 00:02:42.000]  都很憎恨耶利米
[00:02:42.000 --> 00:02:44.000]  因為耶利米說今天我們罪有應得
[00:02:44.000 --> 00:02:46.000]  因為我們沒有好的
[00:02:46.000 --> 00:02:48.000]  來遵從神的吩咐
[00:02:48.000 --> 00:02:50.000]  很多機會我們都沒有這樣做的時候
[00:02:50.000 --> 00:02:52.000]  我們就要面對
[00:02:52.000 --> 00:02:54.000]  這個審判
[00:02:54.000 --> 00:02:56.000]  我們國家會被滅亡
[00:02:56.000 --> 00:02:58.000]  而我們的君王將會老到
[00:02:58.000 --> 00:03:00.000]  去外邦之地
[00:03:00.000 --> 00:03:02.000]  在巴比倫裡面成為一個俘虜
[00:03:02.000 --> 00:03:04.000]  我們一起來看看耶利米書
[00:03:04.000 --> 00:03:06.000]  第32章第二到第四節
[00:03:06.000 --> 00:03:08.000]  我們一起來讀出
[00:03:18.000 --> 00:03:20.000]  因為猶大王西底加
[00:03:20.000 --> 00:03:22.000]  已將他囚禁
[00:03:22.000 --> 00:03:24.000]  說:你為什麼如言說
[00:03:24.000 --> 00:03:26.000]  耶和華如處說
[00:03:26.000 --> 00:03:30.000]  我必將這城交在巴比倫王的手中
[00:03:30.000 --> 00:03:32.000]  他必攻取這城
[00:03:32.000 --> 00:03:34.000]  猶大王西底加
[00:03:34.000 --> 00:03:36.000]  必不能逃脫迦勒底人的手
[00:03:36.000 --> 00:03:40.000]  定要交在巴比倫王的手中
[00:03:40.000 --> 00:03:42.000]  要口對口彼此說話
[00:03:42.000 --> 00:03:46.000]  眼對眼彼此相看
[00:03:46.000 --> 00:03:48.000]  這些說話如果今天在中國裡面
[00:03:48.000 --> 00:03:50.000]  來講的時候一定是坐牢
[00:03:50.000 --> 00:03:52.000]  昔日都是這樣
[00:03:52.000 --> 00:03:54.000]  你現在來帶去
[00:03:54.000 --> 00:03:56.000]  講國家會敗亡
[00:03:56.000 --> 00:03:58.000]  要來帶去好好的歸順於巴比倫
[00:03:58.000 --> 00:04:02.000]  所以猶大王將他來帶去囚禁
[00:04:02.000 --> 00:04:04.000]  我們很深的感受
[00:04:04.000 --> 00:04:06.000]  就是作為一個神的僕人
[00:04:06.000 --> 00:04:08.000]  他在神裡面有這個領袖
[00:04:08.000 --> 00:04:10.000]  這個信息可能
[00:04:10.000 --> 00:04:12.000]  講出來的時候
[00:04:12.000 --> 00:04:14.000]  未必會受著群眾那種的歡迎
[00:04:14.000 --> 00:04:18.000]  但是他仍然忠於神的使命
[00:04:18.000 --> 00:04:20.000]  他不理自己自身的安危
[00:04:20.000 --> 00:04:22.000]  他不會去想
[00:04:22.000 --> 00:04:24.000]  究竟那些人聽了之後
[00:04:24.000 --> 00:04:26.000]  有什麼的反感
[00:04:26.000 --> 00:04:28.000]  他仍然忠心的
[00:04:28.000 --> 00:04:30.000]  來傳遞這個信息
[00:04:30.000 --> 00:04:32.000]  這個很值得我們每一個弟兄姊妹
[00:04:32.000 --> 00:04:34.000]  特別是神的僕人
[00:04:34.000 --> 00:04:36.000]  要去學習
[00:04:36.000 --> 00:04:38.000]  我們所傳的信息
[00:04:38.000 --> 00:04:40.000]  不是要單單討人的喜歡
[00:04:40.000 --> 00:04:42.000]  但是要忠於神的使命
[00:04:42.000 --> 00:04:44.000]  雖然他被囚禁
[00:04:44.000 --> 00:04:46.000]  但是神的啟迪
[00:04:46.000 --> 00:04:48.000]  不會因為那個地方
[00:04:48.000 --> 00:04:50.000]  受限制而停止
[00:04:50.000 --> 00:04:52.000]  雖然他在坐牢
[00:04:52.000 --> 00:04:54.000]  但是神就照樣
[00:04:54.000 --> 00:04:56.000]  來告訴耶利米
[00:04:56.000 --> 00:04:58.000]  第三十二章第六到第七節的時候
[00:04:58.000 --> 00:05:00.000]  我們不讀了,裡面有講到
[00:05:00.000 --> 00:05:02.000]  他說你的堂兄弟
[00:05:02.000 --> 00:05:04.000]  你叔叔的兒子
[00:05:04.000 --> 00:05:06.000]  哈拿滅會來找你
[00:05:06.000 --> 00:05:08.000]  他會來
[00:05:08.000 --> 00:05:10.000]  要求你買他的田地
[00:05:10.000 --> 00:05:12.000]  你就要去買
[00:05:12.000 --> 00:05:14.000]  這一幅的田地
[00:05:14.000 --> 00:05:16.000]  因為這個是
[00:05:16.000 --> 00:05:18.000]  贖回之禮
[00:05:18.000 --> 00:05:20.000]  是對的
[00:05:20.000 --> 00:05:22.000]  其實我們大家都會想
[00:05:22.000 --> 00:05:24.000]  為什麼會這樣呢
[00:05:24.000 --> 00:05:26.000]  在過去的歷史裡面
[00:05:26.000 --> 00:05:28.000]  其實每個國家都是這樣
[00:05:28.000 --> 00:05:30.000]  如果國家有問題的時候
[00:05:30.000 --> 00:05:32.000]  有錢人一定會先走
[00:05:32.000 --> 00:05:34.000]  有現金有金銀珠寶
[00:05:34.000 --> 00:05:36.000]  當然拿走
[00:05:36.000 --> 00:05:38.000]  但是物業怎麼辦呢
[00:05:38.000 --> 00:05:40.000]  就快點變賣
[00:05:40.000 --> 00:05:42.000]  縱使那個價錢可能不是很理想
[00:05:42.000 --> 00:05:44.000]  是賤價
[00:05:44.000 --> 00:05:46.000]  都能拿多少就多少
[00:05:46.000 --> 00:05:48.000]  遠一點的
[00:05:48.000 --> 00:05:50.000]  就是你要看當日本打中國的時候
[00:05:50.000 --> 00:05:52.000]  特別在上海很多有錢人
[00:05:52.000 --> 00:05:54.000]  逃難下來香港
[00:05:54.000 --> 00:05:56.000]  就賣物業
[00:05:56.000 --> 00:05:58.000]  你再想一想
[00:05:58.000 --> 00:06:00.000]  香港要回歸的時候
[00:06:00.000 --> 00:06:02.000]  曾經出過一些移民潮
