
[00:00:00.000 --> 00:00:02.000]  有人問一個小朋友
[00:00:02.000 --> 00:00:04.000]  「什麼是好朋友?」
[00:00:04.000 --> 00:00:06.620]  這個小朋友的回答是很有趣的
[00:00:06.620 --> 00:00:07.940]  他說「好朋友?」
[00:00:07.940 --> 00:00:11.220]  「好朋友就是那些知道你有多頑皮」
[00:00:11.220 --> 00:00:13.740]  「但他仍然那麼疼愛你」
[00:00:13.740 --> 00:00:17.240]  「仍然那麼喜歡你,就是你的好朋友」
[00:00:17.240 --> 00:00:21.980]  相信這個小朋友想的就是他的爸爸和媽媽
[00:00:21.980 --> 00:00:25.340]  C.S. Lewis 也說過
[00:00:25.340 --> 00:00:28.540]  他說「好朋友是怎樣產生的呢?」
[00:00:28.540 --> 00:00:32.400]  「好朋友就是當一個人和另一個人說」
[00:00:32.400 --> 00:00:34.760]  「原來你也是這樣的?」
[00:00:34.760 --> 00:00:38.780]  「我還以為世界上只有我是這樣的」
[00:00:38.780 --> 00:00:40.780]  「原來你也是這樣的」
[00:00:40.780 --> 00:00:44.540]  於是兩個好朋友就產生了
[00:00:44.540 --> 00:00:48.860]  今天要跟大家講的是《針研》的系列第十講
[00:00:48.860 --> 00:00:51.400]  是交友的智慧
[00:00:51.400 --> 00:00:55.200]  看看聖經立場是什麼叫做好朋友
[00:00:55.200 --> 00:00:59.040]  你也可以透過今天的分享
[00:00:59.040 --> 00:01:03.460]  來看看你自己身邊的朋友是不是真正的好朋友
[00:01:03.460 --> 00:01:05.460]  如果你是沒有好朋友的話
[00:01:05.460 --> 00:01:08.940]  今天的分享也會告訴你
[00:01:08.940 --> 00:01:12.300]  你怎樣能夠找到好的朋友
[00:01:12.300 --> 00:01:17.100]  以及怎樣學習自己也成為別人的好朋友
[00:01:17.100 --> 00:01:22.960]  我們首先看看朋友的重要性
[00:01:22.960 --> 00:01:27.220]  在這裡今天的經文是《針研》的十七章第十七節
[00:01:27.220 --> 00:01:32.940]  「朋友乃時常親愛,弟兄為患難而生」
[00:01:32.940 --> 00:01:36.940]  這一節的經文有兩個通常的解法
[00:01:36.940 --> 00:01:40.260]  都是解經家有不同的看法
[00:01:40.260 --> 00:01:43.340]  這一部分的解經家他們會說
[00:01:43.340 --> 00:01:45.700]  就是弟兄比較重要
[00:01:45.700 --> 00:01:46.740]  因為你看看
[00:01:46.740 --> 00:01:51.560]  是弟兄在你患難的時候才見真情
[00:01:51.560 --> 00:01:55.600]  但是朋友你時時都是有的了這些朋友
[00:01:55.600 --> 00:01:59.100]  但是另外又有一些解經家的看法不同
[00:01:59.100 --> 00:02:00.900]  他們說你看看朋友
[00:02:00.900 --> 00:02:03.780]  你時常都會和你親愛的
[00:02:03.780 --> 00:02:06.460]  但是你的弟兄只不過是去到
[00:02:06.460 --> 00:02:09.440]  生死關頭危難的時候
[00:02:09.440 --> 00:02:13.320]  才會看得到他的真情
[00:02:13.320 --> 00:02:17.120]  所以朋友是比兄弟更加重要
[00:02:17.120 --> 00:02:20.040]  我的看法就是後面那個
[00:02:20.040 --> 00:02:23.240]  就是朋友是比兄弟更加重要
[00:02:23.240 --> 00:02:24.200]  為什麼呢?
[00:02:24.200 --> 00:02:25.720]  原因很簡單
[00:02:25.720 --> 00:02:29.380]  因為如果你看看其他《針研》的教導
[00:02:29.380 --> 00:02:33.080]  這個是比較合適的一個解釋
[00:02:33.080 --> 00:02:36.360]  有很多人說我不需要好朋友
[00:02:36.360 --> 00:02:38.720]  尤其是有很多的基督徒都會說
[00:02:38.720 --> 00:02:40.320]  我有耶穌基督就可以了
[00:02:40.320 --> 00:02:42.160]  我不需要好朋友
[00:02:42.160 --> 00:02:46.520]  但是我們每一個人在世上都需要好朋友
[00:02:46.520 --> 00:02:52.840]  就好像今天的經文所說能夠時常與我們親愛
[00:02:52.840 --> 00:02:55.000]  每個人的內心深處
[00:02:55.000 --> 00:02:58.700]  都其實很渴望有一些好的朋友
[00:02:58.700 --> 00:03:02.000]  一些好的朋友來認識我們
[00:03:02.000 --> 00:03:05.360]  好的朋友來愛我們來接受我們
[00:03:05.360 --> 00:03:07.640]  當我們有開心的事情
[00:03:07.640 --> 00:03:10.760]  我們希望有朋友和我們分享
[00:03:10.760 --> 00:03:13.820]  我們的成功我們的快樂的地方
[00:03:13.820 --> 00:03:16.240]  有時候你會不會發覺
[00:03:16.240 --> 00:03:18.640]  當你有些事情是很開心的時候
[00:03:18.640 --> 00:03:20.480]  你很想去和別人分享
[00:03:20.480 --> 00:03:23.120]  你自己開心開心極是有限
[00:03:23.120 --> 00:03:26.840]  但是你很想去將你的成功將你的快樂
[00:03:26.840 --> 00:03:29.680]  來和你身邊的人分享
[00:03:29.680 --> 00:03:33.520]  一個好的朋友也是會分擔你的憂慮
[00:03:33.520 --> 00:03:35.720]  分擔你的恐懼
[00:03:35.720 --> 00:03:39.520]  尤其是當你的生活出現了問題的時候
[00:03:39.520 --> 00:03:42.920]  一個好的朋友就會和你一起去經歷
[00:03:42.920 --> 00:03:45.040]  一起去渡過這個困難
[00:03:45.040 --> 00:03:48.720]  而不是靠你自己一個人去經歷
[00:03:48.720 --> 00:03:51.200]  如果你是基督徒的話
[00:03:51.200 --> 00:03:53.800]  我是非常非常之的相信
[00:03:53.800 --> 00:03:56.480]  神是透過你身邊的朋友
[00:03:56.480 --> 00:03:59.240]  透過你和朋友的關係
[00:03:59.240 --> 00:04:02.920]  來完成祂在你身上的旨意
[00:04:02.920 --> 00:04:06.440]  或者祂在你身上的工作
[00:04:06.440 --> 00:04:08.360]  我們一起來看看
[00:04:08.360 --> 00:04:10.440]  什麼是好朋友
[00:04:10.440 --> 00:04:14.640]  我們首先從一個俗世的觀點來看這些
[00:04:14.640 --> 00:04:16.280]  什麼是好朋友
[00:04:16.280 --> 00:04:17.360]  有人說
[00:04:17.360 --> 00:04:21.320]  你的好朋友就是當你節食減肥的時候
[00:04:21.320 --> 00:04:24.200]  祂不會在你面前大飲大食
[00:04:24.200 --> 00:04:26.680]  這個說法很有趣
[00:04:26.680 --> 00:04:28.400]  另外又有人說
[00:04:28.400 --> 00:04:32.160]  好朋友就是會用祂的禱告來支持你
[00:04:32.160 --> 00:04:34.240]  用祂的愛來祝福你
[00:04:34.240 --> 00:04:38.240]  用祂對你的期待來鼓勵你
[00:04:38.240 --> 00:04:39.600]  也有人說
[00:04:39.600 --> 00:04:40.920]  一個好朋友
[00:04:40.920 --> 00:04:46.600]  祂對你的關懷照顧不會因為路途遙遠而改變
[00:04:46.600 --> 00:04:47.120]  有人說
[00:04:47.120 --> 00:04:48.800]  哎呀 我真的很關心你
[00:04:48.800 --> 00:04:51.000]  但是可惜這條路太遠
[00:04:51.000 --> 00:04:51.800]  我不能來
[00:04:51.800 --> 00:04:53.760]  我不可以來到你的身邊
[00:04:53.760 --> 00:04:56.760]  這些都不是真正的好朋友
[00:04:56.760 --> 00:04:57.560]  一個好朋友
[00:04:57.560 --> 00:04:59.400]  當你需要祂的時候
[00:04:59.400 --> 00:05:02.120]  祂就會出現在你的面前
[00:05:02.120 --> 00:05:04.880]  但是當你需要有個人空間的時候
[00:05:04.880 --> 00:05:07.960]  祂又會自動地消失
[00:05:07.960 --> 00:05:09.480]  也有人說
[00:05:09.480 --> 00:05:11.760]  你叫你的朋友來見你的時候
[00:05:11.760 --> 00:05:13.520]  祂就會立刻出現
[00:05:13.520 --> 00:05:15.240]  有時當你未叫祂
[00:05:15.240 --> 00:05:18.520]  祂已經出現在你的面前
[00:05:18.520 --> 00:05:21.560]  這些都是很好的定義
[00:05:21.560 --> 00:05:23.320]  有時真是太好
[00:05:23.320 --> 00:05:26.720]  令我們懷疑一個真正的好朋友
[00:05:26.720 --> 00:05:29.200]  是不是真的這麼好呢?
[00:05:29.200 --> 00:05:31.360]  我們不妨看看
[00:05:31.360 --> 00:05:33.480]  聖經是怎樣告訴我們
[00:05:33.480 --> 00:05:35.040]  聖經告訴我們
[00:05:35.040 --> 00:05:37.160]  究竟朋友的價值
[00:05:37.160 --> 00:05:41.760]  朋友的質素是怎樣?
[00:05:41.760 --> 00:05:44.360]  我們先看看朋友的價值
[00:05:44.360 --> 00:05:45.240]  今天的經文
[00:05:45.240 --> 00:05:48.240]  剛才說是《針研十七章》十七節
[00:05:48.240 --> 00:05:50.720]  「朋友乃時常親愛」
[00:05:50.720 --> 00:05:53.840]  朋友是時常跟你親愛、親近
[00:05:53.840 --> 00:05:56.000]  非常之有價值
[00:05:56.000 --> 00:05:57.600]  能夠得到一個好的朋友
[00:05:57.600 --> 00:06:00.400]  其實真是不容易
[00:06:00.400 --> 00:06:03.200]  有一個很成功的企業家
[00:06:03.200 --> 00:06:04.960]  他曾經說過
[00:06:04.960 --> 00:06:08.000]  他說我沒有時間去交朋友
[00:06:08.000 --> 00:06:09.880]  他說我也不需要有朋友
[00:06:09.880 --> 00:06:11.800]  如果我需要朋友的話
[00:06:11.800 --> 00:06:13.680]  我可以有很多錢
[00:06:13.680 --> 00:06:17.080]  我可以用金錢來買朋友
[00:06:17.080 --> 00:06:19.360]  相信這個企業家
[00:06:19.360 --> 00:06:22.800]  前半段說的是我們很多人的心聲
[00:06:22.800 --> 00:06:24.080]  我們都是很忙
[00:06:24.080 --> 00:06:27.440]  我們都是沒有時間交很多朋友
[00:06:27.440 --> 00:06:32.200]  但是我相信我們都不會像這個大企業家這麼有錢
[00:06:32.200 --> 00:06:35.960]  能夠喜歡朋友就是買朋友回來
[00:06:35.960 --> 00:06:39.880]  其實我們身邊有很多不同的朋友
[00:06:39.880 --> 00:06:42.880]  中國人說話真是一針見血
[00:06:42.880 --> 00:06:45.480]  中國人說有很多種不同的朋友
[00:06:45.480 --> 00:06:48.640]  有點頭朋友、有走肉朋友
[00:06:48.640 --> 00:06:50.560]  點頭朋友是什麼?
[00:06:50.560 --> 00:06:53.840]  點頭朋友就是你經常見到的
[00:06:53.840 --> 00:06:57.880]  可能是你的鄰居、可能是你的同事
[00:06:57.880 --> 00:07:00.480]  大家見到面就點頭
[00:07:00.480 --> 00:07:02.880]  又可能是你經常去的地方
[00:07:02.880 --> 00:07:04.600]  時時都見到這班人
[00:07:04.600 --> 00:07:06.000]  在電梯裡面
[00:07:06.000 --> 00:07:07.280]  你見到的人
[00:07:07.280 --> 00:07:09.680]  早上就和他點頭
[00:07:09.680 --> 00:07:11.320]  說早晨
[00:07:11.320 --> 00:07:12.320]  下午又怎樣?
[00:07:12.320 --> 00:07:14.800]  大家點頭說再見
[00:07:14.800 --> 00:07:18.080]  這些和你的交情都不是很深
[00:07:18.080 --> 00:07:21.040]  另外又有一些是走肉朋友
[00:07:21.040 --> 00:07:25.440]  可能大家是一起去打球、釣魚、打牌
[00:07:25.440 --> 00:07:29.480]  甚至是開開心心、大飲大食在一起
[00:07:29.480 --> 00:07:31.960]  但也不是資深的朋友
