
[00:00:00.000 --> 00:00:07.000]  我們先一起來禱告
[00:00:07.000 --> 00:00:08.800]  主我們再次來回應祢
[00:00:08.800 --> 00:00:12.000]  主剛我們深深被祢吸引
[00:00:12.000 --> 00:00:14.900]  主我們就可以來跟隨祢
[00:00:14.900 --> 00:00:17.700]  而且快快的來跟隨祢
[00:00:17.700 --> 00:00:20.800]  親愛的主我求祢繼續在今天早晨
[00:00:20.800 --> 00:00:24.300]  讓我們的心跟與祢的心相連結
[00:00:24.300 --> 00:00:28.400]  以致我們對準主祢所要為我們回應的事
[00:00:28.400 --> 00:00:30.300]  也幫助我們來思考
[00:00:30.300 --> 00:00:33.900]  主在我們生命當中可以經歷怎麼樣的改變
[00:00:33.900 --> 00:00:36.100]  親愛的主我們謝謝祢
[00:00:36.100 --> 00:00:38.600]  求祢繼續與我們同在同行
[00:00:38.600 --> 00:00:41.000]  幫助我們在許多事情當中
[00:00:41.000 --> 00:00:43.400]  我們知道祢的作為跟心意
[00:00:43.400 --> 00:00:44.200]  謝謝主
[00:00:44.200 --> 00:00:46.800]  求祢的聖靈在我們當中運行
[00:00:46.800 --> 00:00:50.000]  帶我們進入真理的智慧跟啟示的當中
[00:00:50.000 --> 00:00:50.800]  讚美主
[00:00:50.800 --> 00:00:53.000]  奉耶穌基督的名禱告
[00:00:53.000 --> 00:00:58.300]  阿們
[00:00:58.300 --> 00:01:03.200]  最近發覺教會在進入一個很特別的時期
[00:01:03.200 --> 00:01:07.900]  就是有一個自由的恩典進到教會裡面
[00:01:07.900 --> 00:01:12.300]  所以開始許多的弟兄妹開始做一些更新跟改變
[00:01:12.300 --> 00:01:14.200]  我不知道你有沒有察覺
[00:01:14.200 --> 00:01:16.100]  但是它是真實的
[00:01:16.100 --> 00:01:18.900]  可以讓我們在不管在詩歌裡面
[00:01:18.900 --> 00:01:22.400]  我們透過各樣方式來敬拜它
[00:01:22.400 --> 00:01:25.200]  有人在身體上在舞蹈上
[00:01:25.200 --> 00:01:29.000]  開始讓他走個這麼樣的志氣來敬拜上帝
[00:01:29.000 --> 00:01:32.600]  那也看見在生活當中有許多的改變
[00:01:32.600 --> 00:01:36.500]  有人發現需要開始做生活的突破
[00:01:36.500 --> 00:01:37.900]  有一些調整
[00:01:37.900 --> 00:01:39.200]  在金錢的運用
[00:01:39.200 --> 00:01:40.900]  在時間的管理
[00:01:40.900 --> 00:01:44.900]  有一些弟兄妹都開始面對這個很重要的事情
[00:01:44.900 --> 00:01:48.500]  就是我們可以進入一個真正的自由裡面
[00:01:48.500 --> 00:01:50.400]  所以今天要來做一點分享
[00:01:50.400 --> 00:02:01.500]  就是我們來看看怎麼樣過一個真自由的人生
[00:02:01.500 --> 00:02:04.700]  所以我想我們先一起來讀幾段經文
[00:02:04.700 --> 00:02:31.100]  幾段經文在禹安福音第八章三十二節
[00:02:31.100 --> 00:02:34.300]  好 禹安福音第八章三十二節
[00:02:34.300 --> 00:02:36.700]  在新約一百三十九頁
[00:02:36.700 --> 00:02:38.200]  我們一起來讀
[00:02:38.200 --> 00:02:40.400]  你們必曉得真理
[00:02:40.400 --> 00:02:43.600]  真理必教你們得以自由
[00:02:43.600 --> 00:02:47.200]  我們再讀第八章三十六節
[00:02:47.200 --> 00:02:50.800]  所以天父的兒子若教你們自由
[00:02:50.800 --> 00:02:52.900]  你們就真自由了
[00:02:52.900 --> 00:03:21.800]  我們再讀格林伯後書三章十七節
[00:03:21.800 --> 00:03:26.700]  在新約兩百五十頁
[00:03:26.700 --> 00:03:28.200]  我們一起來讀
[00:03:28.200 --> 00:03:30.100]  主就是那靈
[00:03:30.100 --> 00:03:31.800]  主的靈在哪裡
[00:03:31.800 --> 00:03:34.200]  哪裡就得以自由
[00:03:34.200 --> 00:03:40.100]  這段經文分別從三個方面我們來分享
[00:03:40.100 --> 00:03:42.800]  我們怎樣進入一個真自由裡面
[00:03:42.800 --> 00:03:48.400]  過去這個禮拜是教會舉辦全能挑戰王
[00:03:48.400 --> 00:03:52.500]  這一次有很多很特別的事情
[00:03:52.500 --> 00:03:56.200]  當我們在為這個聚會來尋求的時候
[00:03:56.200 --> 00:04:00.000]  神就給我們一個主軸
[00:04:00.000 --> 00:04:03.000]  就是自由
[00:04:03.000 --> 00:04:06.700]  所以他們這四個有一個師哥就是自由
[00:04:06.700 --> 00:04:09.500]  他叫什麼名字
[00:04:09.500 --> 00:04:10.300]  我自由
[00:04:10.300 --> 00:04:12.200]  我一直搞不清楚他怎麼唱
[00:04:12.200 --> 00:04:13.000]  不是怎麼唱
[00:04:13.000 --> 00:04:14.100]  就是搞不清楚主義是什麼
[00:04:14.100 --> 00:04:16.700]  但是那個師哥就是我自由
