
[00:00:00.000 --> 00:00:04.000]  今天要跟各位分享的是
[00:00:04.000 --> 00:00:08.000]  耶穌是生命的主
[00:00:08.000 --> 00:00:11.000]  我們在這裡在座各位
[00:00:11.000 --> 00:00:14.000]  都是耶穌是你生命的主嗎
[00:00:14.000 --> 00:00:16.000]  都是吧
[00:00:16.000 --> 00:00:18.000]  感謝主
[00:00:18.000 --> 00:00:21.000]  因為
[00:00:21.000 --> 00:00:23.000]  你信不信祂
[00:00:23.000 --> 00:00:25.000]  你相不相信
[00:00:25.000 --> 00:00:27.000]  祂都是主
[00:00:27.000 --> 00:00:29.000]  祂都是
[00:00:29.000 --> 00:00:32.000]  所有的生命的主
[00:00:32.000 --> 00:00:36.000]  所以跟各位來分享這個信息
[00:00:36.000 --> 00:00:38.000]  我們要
[00:00:38.000 --> 00:00:40.000]  等一下就要來說
[00:00:40.000 --> 00:00:42.000]  我們怎麼看待
[00:00:42.000 --> 00:00:45.000]  怎麼正視我們的生命
[00:00:45.000 --> 00:00:47.000]  還有呢
[00:00:47.000 --> 00:00:49.000]  我們要從馬可福音第五章
[00:00:49.000 --> 00:00:52.000]  我們剛才練的這邊
[00:00:52.000 --> 00:00:56.000]  來看到生命的現實
[00:00:56.000 --> 00:01:00.000]  還有主耶穌在裡面扮演的角色
[00:01:00.000 --> 00:01:02.000]  以及
[00:01:02.000 --> 00:01:05.000]  祂給我們的啟示
[00:01:05.000 --> 00:01:08.000]  生命不只是活著
[00:01:08.000 --> 00:01:10.000]  我們可以看到
[00:01:10.000 --> 00:01:12.000]  在馬可福音第五章
[00:01:12.000 --> 00:01:15.000]  它講到三種生命
[00:01:15.000 --> 00:01:18.000]  第一種是生不如死的
[00:01:18.000 --> 00:01:21.000]  第二種是苟延殘喘的
[00:01:21.000 --> 00:01:25.000]  第三種是死而復活的
[00:01:25.000 --> 00:01:28.000]  約翰福音十章它講到
[00:01:28.000 --> 00:01:32.000]  耶穌說我來是要教揚得生命
[00:01:32.000 --> 00:01:35.000]  並且得得更豐盛
[00:01:35.000 --> 00:01:37.000]  你有生命嗎
[00:01:37.000 --> 00:01:38.000]  有嗎
[00:01:38.000 --> 00:01:40.000]  但是你的生命是
[00:01:40.000 --> 00:01:43.000]  生不如死的生命呢
[00:01:43.000 --> 00:01:45.000]  還是苟延殘喘的生命呢
[00:01:45.000 --> 00:01:47.000]  過一天算一天呢
[00:01:47.000 --> 00:01:50.000]  還是死而復活的生命呢
[00:01:50.000 --> 00:01:55.000]  還是你有得著豐盛的生命
[00:01:55.000 --> 00:02:01.000]  這幾個事情都啟示我們
[00:02:01.000 --> 00:02:05.000]  都指出神祂的任務
[00:02:05.000 --> 00:02:06.000]  祂的使命
[00:02:06.000 --> 00:02:07.000]  祂愛我們
[00:02:07.000 --> 00:02:11.000]  甚至於為祂的生命
[00:02:11.000 --> 00:02:14.000]  讓我們能夠活出來
[00:02:14.000 --> 00:02:17.000]  所以有一個共同的主題
[00:02:17.000 --> 00:02:20.000]  就是耶穌是生命的主
[00:02:20.000 --> 00:02:22.000]  哈雷路亞
[00:02:22.000 --> 00:02:24.000]  我們來看
[00:02:24.000 --> 00:02:26.000]  到底是什麼生命
[00:02:26.000 --> 00:02:29.000]  我們如何看待正是祂呢
[00:02:29.000 --> 00:02:31.000]  匈牙利革命詩人
[00:02:31.000 --> 00:02:34.000]  菲多菲她說了
[00:02:34.000 --> 00:02:35.000]  一起來唸
[00:02:35.000 --> 00:02:37.000]  生命誠可貴
[00:02:37.000 --> 00:02:39.000]  愛情價更高
[00:02:39.000 --> 00:02:42.000]  若為自由故
[00:02:42.000 --> 00:02:44.000]  兩者皆可拋
[00:02:44.000 --> 00:02:45.000]  後來這句話
[00:02:45.000 --> 00:02:47.000]  用在法國革命
[00:02:47.000 --> 00:02:48.000]  她講說
[00:02:48.000 --> 00:02:51.000]  無自由莫領死
[00:02:51.000 --> 00:02:53.000]  那麼當然啦
[00:02:53.000 --> 00:02:56.000]  這句話有很多不同的重組
[00:02:56.000 --> 00:02:57.000]  有人打趣說
[00:02:57.000 --> 00:02:59.000]  生命誠可貴
[00:02:59.000 --> 00:03:00.000]  愛情價更高
[00:03:00.000 --> 00:03:02.000]  若為金錢故
[00:03:02.000 --> 00:03:04.000]  兩者皆可拋
[00:03:04.000 --> 00:03:07.000]  但是那只是笑話
[00:03:07.000 --> 00:03:09.000]  一個人的生命
[00:03:09.000 --> 00:03:12.000]  就是他活出來的生命
[00:03:12.000 --> 00:03:15.000]  就是他的品格
[00:03:15.000 --> 00:03:16.000]  你知道嗎
[00:03:16.000 --> 00:03:18.000]  如果你說一個人
[00:03:18.000 --> 00:03:21.000]  他的品行品格很好
[00:03:21.000 --> 00:03:23.000]  那麼他就是活出這種生命
[00:03:23.000 --> 00:03:25.000]  有的時候
[00:03:25.000 --> 00:03:28.000]  他的品格是這個樣子
[00:03:28.000 --> 00:03:31.000]  他的行為也將如此
[00:03:31.000 --> 00:03:33.000]  而他的行為
[00:03:33.000 --> 00:03:37.000]  久之就成為他的習慣
[00:03:37.000 --> 00:03:39.000]  你知道
[00:03:39.000 --> 00:03:42.000]  有人喜歡開口就是
[00:03:42.000 --> 00:03:44.000]  說負面的話
[00:03:44.000 --> 00:03:47.000]  或者是開口就是黃腔
[00:03:47.000 --> 00:03:50.000]  或者是開口就是錢錢錢
[00:03:50.000 --> 00:03:52.000]  他的習慣
[00:03:52.000 --> 00:03:54.000]  所以你有的時候
[00:03:54.000 --> 00:03:56.000]  不要說
[00:03:56.000 --> 00:03:57.000]  哎呀你都誤會我
[00:03:57.000 --> 00:03:58.000]  你都誤會我
[00:03:58.000 --> 00:04:00.000]  其實你給人家的感覺
[00:04:00.000 --> 00:04:02.000]  讓人家看了你的生命
[00:04:02.000 --> 00:04:05.000]  因為你活出來就是這個樣子
[00:04:05.000 --> 00:04:08.000]  別人看你行為的習慣
[00:04:08.000 --> 00:04:11.000]  就知道你有何種生命
[00:04:11.000 --> 00:04:13.000]  是不是
[00:04:13.000 --> 00:04:16.000]  有一個牧師他就是講說
[00:04:16.000 --> 00:04:20.000]  他說你要相信神會救你
[00:04:20.000 --> 00:04:23.000]  你要相信神會帶你
[00:04:23.000 --> 00:04:25.000]  就算你不信
[00:04:25.000 --> 00:04:28.000]  裝也裝得像是信
[00:04:28.000 --> 00:04:30.000]  因為這是我們還沒有
[00:04:30.000 --> 00:04:32.000]  進到那個地步
[00:04:32.000 --> 00:04:35.000]  你還沒有碰到一些事情
[00:04:35.000 --> 00:04:39.000]  讓你不得不緊緊抓住神
[00:04:39.000 --> 00:04:42.000]  當你那一天碰到的時候
[00:04:42.000 --> 00:04:44.000]  不嫌晚嗎
[00:04:44.000 --> 00:04:46.000]  現在有這個機會的時候
[00:04:46.000 --> 00:04:48.000]  我們就再一次來
[00:04:48.000 --> 00:04:51.000]  憑著信心奉主耶穌基督
[00:04:51.000 --> 00:04:53.000]  我們就說神啊
[00:04:53.000 --> 00:04:56.000]  你就是生命的主
[00:04:56.000 --> 00:04:59.000]  我的生命在你手上
[00:04:59.000 --> 00:05:01.000]  我們的生命
[00:05:01.000 --> 00:05:03.000]  我常常喜歡講
[00:05:03.000 --> 00:05:06.000]  也拿來做打油詩一樣
[00:05:06.000 --> 00:05:08.000]  零歲粉末登場
[00:05:08.000 --> 00:05:11.000]  十歲快樂成長
[00:05:11.000 --> 00:05:13.000]  二十歲為情所困
[00:05:13.000 --> 00:05:16.000]  三十歲努力打拼
[00:05:16.000 --> 00:05:18.000]  四十歲回頭望望
[00:05:18.000 --> 00:05:24.000]  五十歲回頭望望
[00:05:24.000 --> 00:05:27.000]  六十歲告老還鄉
[00:05:27.000 --> 00:05:28.000]  七十歲打打麻將
[00:05:28.000 --> 00:05:30.000]  八十歲曬曬太陽
[00:05:30.000 --> 00:05:32.000]  九十歲掛在牆上
[00:05:32.000 --> 00:05:34.000]  哈哈
[00:05:34.000 --> 00:05:36.000]  這是我們的生命
[00:05:36.000 --> 00:05:40.000]  但是這是很平常的一種生命
[00:05:40.000 --> 00:05:42.000]  但是我們的生命
[00:05:42.000 --> 00:05:44.000]  因為有耶穌在我們裡面
[00:05:44.000 --> 00:05:46.000]  我們活出來就不一樣
[00:05:46.000 --> 00:05:48.000]  好的
[00:05:48.000 --> 00:05:50.000]  馬格芬第五章
[00:05:50.000 --> 00:05:51.000]  他講的第一個例子
[00:05:51.000 --> 00:05:54.000]  是一種生不如死的生命
[00:05:54.000 --> 00:05:57.000]  這故事是這個樣子的
[00:05:57.000 --> 00:05:59.000]  在格拉森這個地方
[00:05:59.000 --> 00:06:00.000]  有一個人
[00:06:00.000 --> 00:06:04.000]  他為外邦人看豬養豬
[00:06:04.000 --> 00:06:07.000]  那麼他自己被鬼附了
[00:06:07.000 --> 00:06:09.000]  為什麼會被鬼附呢
[00:06:09.000 --> 00:06:11.000]  他一定是有了破口
[00:06:11.000 --> 00:06:12.000]  是不是
[00:06:12.000 --> 00:06:16.000]  甚至於他住在坟營處
[00:06:16.000 --> 00:06:18.000]  人家用鐵鏈把他拴起來
[00:06:18.000 --> 00:06:19.000]  用鉤子把他鉤住
[00:06:19.000 --> 00:06:22.000]  都沒有辦法控制他
[00:06:22.000 --> 00:06:23.000]  有一天
[00:06:23.000 --> 00:06:26.000]  耶穌來到格拉森這個地方
[00:06:26.000 --> 00:06:27.000]  哇
[00:06:27.000 --> 00:06:30.000]  他也希望他好起來 不是嗎
[00:06:30.000 --> 00:06:32.000]  他就來找耶穌
[00:06:32.000 --> 00:06:34.000]  那耶穌就問他說
[00:06:34.000 --> 00:06:36.000]  裡面的是誰
[00:06:36.000 --> 00:06:39.000]  他說我是群
[00:06:39.000 --> 00:06:41.000]  這個原文是Legion
[00:06:41.000 --> 00:06:44.000]  就是羅馬軍團
[00:06:44.000 --> 00:06:46.000]  大概八千到一萬個人
[00:06:46.000 --> 00:06:48.000]  這麼多一個軍團
[00:06:48.000 --> 00:06:50.000]  所以他裡面的鬼有這麼多
[00:06:50.000 --> 00:06:52.000]  結果耶穌就要趕這個鬼
[00:06:52.000 --> 00:06:55.000]  這個鬼就也怕耶穌就告饒
[00:06:55.000 --> 00:06:58.000]  說就讓我到豬的身上去
[00:06:58.000 --> 00:07:01.000]  所以鬼通通跑出來到豬身上去
[00:07:01.000 --> 00:07:05.000]  豬就一路狂奔衝到懸崖下
[00:07:05.000 --> 00:07:07.000]  通通死掉去了
[00:07:07.000 --> 00:07:09.000]  這個人就好起來了
[00:07:09.000 --> 00:07:12.000]  是不是
[00:07:12.000 --> 00:07:14.000]  中間就有故事
[00:07:14.000 --> 00:07:16.000]  中間又有學習
[00:07:16.000 --> 00:07:19.000]  中間就有啟示讓我們知道
[00:07:19.000 --> 00:07:21.000]  鬼群附身
[00:07:21.000 --> 00:07:25.000]  這個格拉森人他養豬
[00:07:25.000 --> 00:07:28.000]  不知道這個猶太人不吃豬的
[00:07:28.000 --> 00:07:29.000]  不吃豬肉的
[00:07:29.000 --> 00:07:32.000]  連回教徒也不吃豬肉的
[00:07:32.000 --> 00:07:36.000]  但是他現在是在裡面養豬
[00:07:36.000 --> 00:07:40.000]  所以表示說他已經是離開神的人了
[00:07:40.000 --> 00:07:41.000]  是不是
[00:07:41.000 --> 00:07:44.000]  他處在焚營處焚場地
[00:07:44.000 --> 00:07:48.000]  就是死亡患難困苦黑暗深處
[00:07:48.000 --> 00:07:51.000]  這是不被紀念的地方
[00:07:51.000 --> 00:07:55.000]  是與神與人隔離的地方
[00:07:55.000 --> 00:07:59.000]  我們還沒有落魄到這個地步吧
[00:07:59.000 --> 00:08:03.000]  我們生命裡面還是有神在掌管我們
[00:08:03.000 --> 00:08:05.000]  不是嗎
[00:08:05.000 --> 00:08:07.000]  馬可夫一五章三節他說
[00:08:07.000 --> 00:08:10.000]  請沒有人能捆住他
[00:08:10.000 --> 00:08:13.000]  就是用體練不能
[00:08:13.000 --> 00:08:15.000]  換句話說
[00:08:15.000 --> 00:08:18.000]  他自己控制不了他
[00:08:18.000 --> 00:08:20.000]  別人也控制不了他
[00:08:20.000 --> 00:08:21.000]  是不是
[00:08:21.000 --> 00:08:26.000]  完全是撒旦魔鬼仇敵惡者在控制他
[00:08:26.000 --> 00:08:29.000]  這就好像我們講的
[00:08:29.000 --> 00:08:35.000]  煙鬼 酒鬼 毒鬼 色鬼 小氣鬼
[00:08:35.000 --> 00:08:38.000]  好多各種不同的鬼一樣
[00:08:38.000 --> 00:08:43.000]  都是撒旦魔鬼仇敵惡者在掌控我們
[00:08:43.000 --> 00:08:44.000]  你知道嗎
[00:08:44.000 --> 00:08:47.000]  我們欲罷不能
[00:08:47.000 --> 00:08:50.000]  我記得我以前
[00:08:50.000 --> 00:08:54.000]  讀書的時候也喜歡打麻將
[00:08:54.000 --> 00:08:56.000]  也喜歡抽煙
[00:08:56.000 --> 00:08:58.000]  也喜歡喝酒
[00:08:58.000 --> 00:09:01.000]  但是我也很不喜歡啊
[00:09:01.000 --> 00:09:04.000]  我一直想要戒掉
[00:09:04.000 --> 00:09:07.000]  戒到最後煙戒不掉
[00:09:07.000 --> 00:09:12.000]  真的是好像住在焚營地
[00:09:12.000 --> 00:09:16.000]  被捆住掙脫不了一樣
[00:09:16.000 --> 00:09:18.000]  我以前剛來美國的時候
[00:09:18.000 --> 00:09:20.000]  前十年
[00:09:20.000 --> 00:09:23.000]  在辦公室都可以吸煙的
[00:09:23.000 --> 00:09:25.000]  後來不知道從何起開始
[00:09:25.000 --> 00:09:26.000]  辦公室不能吸煙
[00:09:26.000 --> 00:09:29.000]  後來外面什麼
[00:09:29.000 --> 00:09:32.000]  二十五公尺陰池之內不可以吸煙等等
[00:09:32.000 --> 00:09:34.000]  總之呢
[00:09:34.000 --> 00:09:36.000]  有一天
[00:09:36.000 --> 00:09:38.000]  我在家裡面
[00:09:38.000 --> 00:09:40.000]  跑到後院去抽煙
[00:09:40.000 --> 00:09:42.000]  躲在屋簷下
[00:09:42.000 --> 00:09:44.000]  因為下著毛毛小雨
[00:09:44.000 --> 00:09:46.000]  我在那邊抽煙
[00:09:46.000 --> 00:09:48.000]  那煙就有點濕掉了
[00:09:48.000 --> 00:09:50.000]  好難抽
[00:09:50.000 --> 00:09:52.000]  但是就有這個影
[00:09:52.000 --> 00:09:54.000]  我就向神說
[00:09:54.000 --> 00:09:56.000]  我說神啊
[00:09:56.000 --> 00:09:58.000]  你就讓我戒掉它吧
[00:09:58.000 --> 00:10:00.000]  你知道嗎
[00:10:00.000 --> 00:10:02.000]  第二天開始我就不抽
[00:10:02.000 --> 00:10:03.000]  忽然間
[00:10:03.000 --> 00:10:05.000]  神掌管
[00:10:05.000 --> 00:10:07.000]  就是
[00:10:07.000 --> 00:10:08.000]  歷代之下說的
[00:10:08.000 --> 00:10:10.000]  這稱為我名下的子民
[00:10:10.000 --> 00:10:13.000]  若是自卑禱告尋求我的命
[00:10:13.000 --> 00:10:15.000]  轉移他們的惡行
[00:10:15.000 --> 00:10:18.000]  我就赦免他們的罪
[00:10:18.000 --> 00:10:19.000]  依置這地
[00:10:19.000 --> 00:10:21.000]  我就睜眼看著這兒聽
[00:10:21.000 --> 00:10:23.000]  他們在此處所獻的禱告
[00:10:23.000 --> 00:10:25.000]  神聽到了
[00:10:25.000 --> 00:10:27.000]  哈利拉贊美神
[00:10:27.000 --> 00:10:28.000]  真的
[00:10:28.000 --> 00:10:29.000]  想想看
[00:10:29.000 --> 00:10:31.000]  我還留了一些
[00:10:31.000 --> 00:10:33.000]  那個煙斗的
[00:10:33.000 --> 00:10:35.000]  collection
[00:10:35.000 --> 00:10:37.000]  一二十支煙斗
[00:10:37.000 --> 00:10:39.000]  有這個
[00:10:39.000 --> 00:10:42.000]  托爾奇泡棉的煙斗
[00:10:42.000 --> 00:10:43.000]  有這個
[00:10:43.000 --> 00:10:45.000]  南方的
[00:10:45.000 --> 00:10:47.000]  玉蜀鼠羹的煙斗
[00:10:47.000 --> 00:10:48.000]  還有這個
[00:10:48.000 --> 00:10:50.000]  布萊爾的煙斗
[00:10:50.000 --> 00:10:52.000]  還有各式各樣
[00:10:52.000 --> 00:10:53.000]  那時候買的時候
[00:10:53.000 --> 00:10:55.000]  都是幾百幾百的買的
[00:10:55.000 --> 00:10:57.000]  但是
[00:10:57.000 --> 00:10:59.000]  當我們願意把我們自己
[00:10:59.000 --> 00:11:02.000]  交到神的手上的時候
[00:11:02.000 --> 00:11:05.000]  你生不如死的生命
[00:11:05.000 --> 00:11:07.000]  可以轉變過來
[00:11:07.000 --> 00:11:09.000]  所以這個人
[00:11:09.000 --> 00:11:12.000]  格拉森這個人
[00:11:12.000 --> 00:11:14.000]  鬼離開他了
[00:11:14.000 --> 00:11:17.000]  他就要跟耶穌去
[00:11:17.000 --> 00:11:20.000]  他完全的幸福了
[00:11:20.000 --> 00:11:22.000]  但是
[00:11:22.000 --> 00:11:23.000]  十九到二十九
[00:11:23.000 --> 00:11:24.000]  我們一起來念
[00:11:24.000 --> 00:11:26.000]  耶穌勸對他說
[00:11:26.000 --> 00:11:28.000]  你回家去
[00:11:28.000 --> 00:11:30.000]  到你的親屬那裡
[00:11:30.000 --> 00:11:32.000]  將主為你所做的
[00:11:32.000 --> 00:11:34.000]  是何等大的事
[00:11:34.000 --> 00:11:36.000]  是怎樣連秘密
[00:11:36.000 --> 00:11:38.000]  都告訴他們
[00:11:38.000 --> 00:11:40.000]  那人就走了
[00:11:40.000 --> 00:11:42.000]  在比加玻利傳揚耶穌
[00:11:42.000 --> 00:11:45.000]  為他做了何等大的事
[00:11:45.000 --> 00:11:47.000]  眾人就稀奇
[00:11:47.000 --> 00:11:48.000]  他在那裡
[00:11:48.000 --> 00:11:49.000]  感謝神
[00:11:49.000 --> 00:11:51.000]  所以當我們的生命
[00:11:51.000 --> 00:11:52.000]  一轉變的時候
[00:11:52.000 --> 00:11:55.000]  我們遇到了生命主
[00:11:55.000 --> 00:11:57.000]  我們生不如死的生命
[00:11:57.000 --> 00:11:58.000]  就再一次
[00:11:58.000 --> 00:12:00.000]  就活過來了
[00:12:00.000 --> 00:12:02.000]  不是嗎
[00:12:02.000 --> 00:12:05.000]  他這裡耶穌跟他說
[00:12:05.000 --> 00:12:08.000]  你去告訴人家主
[00:12:08.000 --> 00:12:10.000]  為你做什麼
[00:12:10.000 --> 00:12:12.000]  是怎麼樣蒙連秘
[00:12:12.000 --> 00:12:14.000]  這就在彼得
[00:12:14.000 --> 00:12:15.000]  在彼得前書
[00:12:15.000 --> 00:12:17.000]  他說了
[00:12:17.000 --> 00:12:18.000]  他說 唯有你們是
[00:12:18.000 --> 00:12:19.000]  被檢選的族人
[00:12:19.000 --> 00:12:21.000]  是有君尊的居士
[00:12:21.000 --> 00:12:22.000]  是聖潔的國度
[00:12:22.000 --> 00:12:24.000]  是屬神的子民
[00:12:24.000 --> 00:12:25.000]  我也要宣揚那
[00:12:25.000 --> 00:12:27.000]  召你們出黑暗的
[00:12:27.000 --> 00:12:30.000]  奇妙光明者的美德
[00:12:30.000 --> 00:12:32.000]  然後下面這一句話
[00:12:32.000 --> 00:12:34.000]  就跟這個很像
[00:12:34.000 --> 00:12:36.000]  從前你們不是兒女
[00:12:36.000 --> 00:12:37.000]  如今是兒女
[00:12:37.000 --> 00:12:39.000]  從前你們不蒙連秘
[00:12:39.000 --> 00:12:41.000]  如今蒙了連秘
[00:12:41.000 --> 00:12:43.000]  你成為神的兒女
[00:12:43.000 --> 00:12:44.000]  你要怎麼樣
[00:12:44.000 --> 00:12:47.000]  傳揚神的大呢
[00:12:47.000 --> 00:12:49.000]  何等大的事
[00:12:49.000 --> 00:12:50.000]  就是你把你從前
[00:12:50.000 --> 00:12:52.000]  不蒙連秘
[00:12:52.000 --> 00:12:54.000]  今天你蒙了連秘
[00:12:54.000 --> 00:12:55.000]  跟人家講
[00:12:55.000 --> 00:12:57.000]  從前你不是兒女
[00:12:57.000 --> 00:13:00.000]  今天你成為神的兒女
[00:13:00.000 --> 00:13:02.000]  跟人家講
[00:13:02.000 --> 00:13:06.000]  眾人都稀奇啊
[00:13:06.000 --> 00:13:08.000]  人家看你
[00:13:08.000 --> 00:13:12.000]  哎 這個不是養豬那個群嗎
