
[00:00:00.000 --> 00:00:03.520]  感謝天父給我們今天早上一同的聚集
[00:00:03.520 --> 00:00:09.980]  我相信每一年到這個時刻
[00:00:09.980 --> 00:00:13.380]  因為香港社會都是很自由
[00:00:13.380 --> 00:00:18.940]  很多的裝飾、擺設
[00:00:18.940 --> 00:00:22.540]  一些店鋪、商場、音樂
[00:00:22.540 --> 00:00:23.840]  都提醒我們
[00:00:23.840 --> 00:00:26.980]  這個聖誕節就快臨到了
[00:00:26.980 --> 00:00:29.580]  剛才讀經的時候
[00:00:29.580 --> 00:00:33.460]  沒錯 已經在耶穌基督降生之前預言
[00:00:33.460 --> 00:00:35.660]  耶穌基督會降生
[00:00:35.660 --> 00:00:39.380]  到耶穌降生的時候
[00:00:39.380 --> 00:00:43.220]  那些智慧人從東方去到耶路撒冷
[00:00:43.220 --> 00:00:44.900]  要找這位君王的時候
[00:00:44.900 --> 00:00:51.100]  當時的那些文士、祭司、法利賽人、宗教人士
[00:00:51.100 --> 00:00:54.060]  都知道耶穌降生在哪裡
[00:00:54.060 --> 00:00:56.140]  不過關鍵就是
[00:00:56.140 --> 00:00:59.460]  他們知道 不過他們不肯相信、不肯接受
[00:00:59.460 --> 00:01:02.780]  所以他們仍然在救恩援愛
[00:01:02.780 --> 00:01:06.500]  今天我們在這個時代面對將來
[00:01:06.500 --> 00:01:09.100]  我不知道大家會怎麼看
[00:01:09.100 --> 00:01:11.460]  很多人覺得今天生活不錯
[00:01:11.460 --> 00:01:13.980]  都算是安定
[00:01:13.980 --> 00:01:15.180]  雖然有些隱憂
[00:01:15.180 --> 00:01:19.340]  但是不止前途走不下去
[00:01:19.340 --> 00:01:24.100]  但是如果看新聞都有人覺得
[00:01:24.100 --> 00:01:25.420]  前路走不下去
[00:01:25.420 --> 00:01:28.100]  於是就結束生命
[00:01:28.100 --> 00:01:29.740]  很多人覺得他很傻
[00:01:29.740 --> 00:01:32.780]  其實每個人都是前路走不下去
[00:01:32.780 --> 00:01:34.420]  不是在於今生
[00:01:34.420 --> 00:01:36.780]  是在於我們有永恆的盼望
[00:01:36.780 --> 00:01:39.740]  耶穌基督降生是一件神蹟
[00:01:39.740 --> 00:01:44.500]  不是一個人類科研的突破
[00:01:44.500 --> 00:01:48.540]  這個神蹟告訴我們神再次創造人
[00:01:48.540 --> 00:01:49.860]  不過做人是做什麼呢?
[00:01:49.860 --> 00:01:51.100]  是做一個新造的人
[00:01:51.100 --> 00:01:53.700]  他就是一個例子
[00:01:53.700 --> 00:01:56.380]  在創世紀 神用塵土造人
[00:01:56.380 --> 00:01:58.380]  將他的靈放在人的裏面
[00:01:58.380 --> 00:02:01.380]  人就成為一個可以永活的人
[00:02:01.380 --> 00:02:02.700]  但是當人犯罪之後
[00:02:02.700 --> 00:02:04.180]  這個靈離開了之後
[00:02:04.180 --> 00:02:05.740]  人就不能永遠活著
[00:02:05.740 --> 00:02:07.820]  就沒有了永生
[00:02:07.820 --> 00:02:09.460]  到耶穌降生的時候
[00:02:09.460 --> 00:02:11.420]  就穿著童女瑪利亞
[00:02:11.420 --> 00:02:14.100]  在他腹中孕育出一個人
[00:02:14.100 --> 00:02:17.020]  這個人是聖靈感動下面的
[00:02:17.020 --> 00:02:18.860]  有神的靈在那裏
[00:02:18.860 --> 00:02:20.060]  當他出生之後
[00:02:20.060 --> 00:02:22.860]  長大成人好像現今的人一樣
[00:02:22.860 --> 00:02:26.580]  嬰兒一直長大到今天
[00:02:26.580 --> 00:02:30.300]  但是這位人子耶穌基督
[00:02:30.300 --> 00:02:34.260]  在地上的時候經歷試探誘惑
[00:02:34.260 --> 00:02:36.100]  有他自由的選擇
[00:02:36.100 --> 00:02:37.420]  但是聖經說他順服
[00:02:37.420 --> 00:02:40.780]  以至於死在十字架上面
[00:02:40.780 --> 00:02:44.940]  然後成就了上帝一個奇妙的作為
[00:02:44.940 --> 00:02:48.420]  這個作為就是公義的彰顯
[00:02:48.420 --> 00:02:50.380]  罪的功架要死
[00:02:50.380 --> 00:02:51.740]  所以神的兒子耶穌基督
[00:02:51.740 --> 00:02:53.740]  為世人贖罪
[00:02:53.740 --> 00:02:56.220]  待罪死了
[00:02:56.220 --> 00:02:58.180]  死了是一個結束
[00:02:58.180 --> 00:03:00.620]  但是神用大能叫他從死裡復活
[00:03:00.620 --> 00:03:02.500]  這是我們的信仰
[00:03:02.500 --> 00:03:03.740]  這個復活告訴我們
[00:03:03.740 --> 00:03:05.580]  人有永生
[00:03:05.580 --> 00:03:06.700]  所以我們要問
[00:03:06.700 --> 00:03:08.020]  永生是怎樣的?
[00:03:08.020 --> 00:03:09.900]  永生就是耶穌復活之後
[00:03:09.900 --> 00:03:11.540]  那個叫永生
[00:03:11.540 --> 00:03:13.820]  我們將來要好像耶穌一樣
[00:03:13.820 --> 00:03:15.500]  既然如此
[00:03:15.500 --> 00:03:20.580]  今天我和大家想透過使命與禁戒
[00:03:20.580 --> 00:03:23.100]  去回顧一個事實的問題
[00:03:23.100 --> 00:03:25.900]  我們每一個人都是蒙恩
[00:03:25.900 --> 00:03:27.900]  蒙上帝恩典
[00:03:27.900 --> 00:03:30.100]  上帝呼喚尋找
[00:03:30.100 --> 00:03:31.460]  我們回應
[00:03:31.460 --> 00:03:34.540]  我們蒙召成為神的兒女
[00:03:34.540 --> 00:03:36.340]  成為神的兒女之後
[00:03:36.340 --> 00:03:38.660]  我們很容易直接跨過去
[00:03:38.660 --> 00:03:40.620]  那我要做甚麼?
[00:03:40.620 --> 00:03:44.660]  其實蒙上帝呼召的人想做事
[00:03:44.660 --> 00:03:46.500]  你的動機是好的
[00:03:46.500 --> 00:03:48.100]  用心是好的
[00:03:48.100 --> 00:03:49.820]  不過你有沒有能力做到呢?
[00:03:49.820 --> 00:03:51.140]  這是一個問題
[00:03:51.140 --> 00:03:54.300]  所以要先看這個人是怎樣的人
[00:03:54.300 --> 00:03:57.700]  所以二弗所書第四章裡面說到更新
[00:03:57.700 --> 00:04:00.300]  救我變成新的我
[00:04:00.300 --> 00:04:01.820]  在這個過程中間
[00:04:01.820 --> 00:04:03.620]  有些東西要丟下
[00:04:03.620 --> 00:04:05.820]  有些東西要放上去
[00:04:05.820 --> 00:04:06.940]  神的靈進來了
[00:04:06.940 --> 00:04:08.460]  我們成為新造的人
[00:04:08.460 --> 00:04:10.460]  但有些東西要放下
[00:04:10.460 --> 00:04:11.820]  你不放下舊東西
[00:04:11.820 --> 00:04:15.980]  你沒辦法接到新東西
[00:04:15.980 --> 00:04:18.340]  今天做神的兒女
[00:04:18.340 --> 00:04:21.060]  很多時候我們忽略了這件事情
[00:04:21.060 --> 00:04:23.660]  以為神不斷給我一個新生命之後
[00:04:23.660 --> 00:04:25.660]  我已經更新了
[00:04:25.660 --> 00:04:26.820]  是的
[00:04:26.820 --> 00:04:29.660]  但你只要有自由的意志去選擇
[00:04:29.660 --> 00:04:33.860]  可以維持舊有的我的生活
[00:04:33.860 --> 00:04:37.660]  新走不能夠放在舊皮袋裡面
[00:04:37.660 --> 00:04:40.540]  所以我們活出新的樣式
[00:04:40.540 --> 00:04:43.100]  使這個新的生命流露出來
[00:04:43.100 --> 00:04:45.620]  這樣我們才能夠完成使命
[00:04:45.620 --> 00:04:47.020]  成為一個蒙福的人
[00:04:47.020 --> 00:04:48.940]  我們再次低頭禱告
[00:04:48.940 --> 00:04:50.500]  天父我們感謝祢
[00:04:50.500 --> 00:04:53.260]  藉著祢自己的說話的光
[00:04:53.260 --> 00:04:54.660]  的光照
[00:04:54.660 --> 00:04:55.780]  照明
[00:04:55.780 --> 00:04:58.220]  藉著聖靈在我們裡面的感動
[00:04:58.220 --> 00:05:01.620]  讓我們再次能夠回應祢的說話
[00:05:01.620 --> 00:05:04.700]  幫助我們去行的去行
[00:05:04.700 --> 00:05:06.300]  幫助我們應該禁戒的
[00:05:06.300 --> 00:05:09.100]  幫助我們去捨棄
[00:05:09.100 --> 00:05:12.300]  以致我們能夠完成祢託付給我們的使命
[00:05:12.300 --> 00:05:13.740]  多謝祢聽我們的禱告
[00:05:13.740 --> 00:05:17.460]  賜福給今天主上每一個到祢面前來尋求祢的人
[00:05:17.460 --> 00:05:19.260]  都能夠尋見
[00:05:19.260 --> 00:05:21.580]  等候祢的人都可以重新得力
[00:05:21.580 --> 00:05:23.660]  我們這樣禱告求主垂聽
[00:05:23.660 --> 00:05:25.420]  奉耶穌的名字祈求
[00:05:25.420 --> 00:05:27.140]  對
[00:05:27.140 --> 00:05:29.420]  在《易不可思議》四章這一段聖經裡面
[00:05:29.420 --> 00:05:32.540]  上次也有講過一段聖經從17節開始
[00:05:32.540 --> 00:05:34.180]  也有一個模式的
[00:05:34.180 --> 00:05:35.540]  你們不要這樣
[00:05:35.540 --> 00:05:36.380]  要這樣
[00:05:36.380 --> 00:05:37.620]  因為這樣
[00:05:37.620 --> 00:05:38.820]  所以這裡也是這樣說
[00:05:38.820 --> 00:05:40.900]  所以你們要棄絕謊言
[00:05:40.900 --> 00:05:42.820]  要與淪陷說實話
[00:05:42.820 --> 00:05:44.380]  因為我們互相為肢體
[00:05:44.380 --> 00:05:46.700]  即是每一段我們這樣說
[00:05:46.700 --> 00:05:47.660]  你們不要這樣
[00:05:47.660 --> 00:05:48.460]  要這樣
[00:05:48.460 --> 00:05:50.340]  接著說為什麼要這樣
[00:05:50.340 --> 00:05:53.820]  今天我們會集中思想看第25節
[00:05:53.820 --> 00:05:58.260]  要棄絕謊言與淪陷說誠實話
[00:05:58.260 --> 00:06:01.020]  因為我們互相為肢體
[00:06:01.020 --> 00:06:04.580]  我們先看看《易不可思議》第4章20節怎麼說呢?
[00:06:04.580 --> 00:06:08.340]  「但你們從基督學的不是這樣
[00:06:08.340 --> 00:06:10.300]  如果你們聽過祂的道
[00:06:10.300 --> 00:06:11.740]  領了祂的教
[00:06:11.740 --> 00:06:14.020]  因為真理就在耶穌裡面」
[00:06:14.020 --> 00:06:16.660]  即是換句話說我們接觸到真理
[00:06:16.660 --> 00:06:19.780]  我們聽到道了
[00:06:19.780 --> 00:06:22.020]  有沒有領教呢?
[00:06:22.020 --> 00:06:23.100]  這個不是客氣
[00:06:23.100 --> 00:06:24.100]  我是領教
[00:06:24.100 --> 00:06:24.980]  這個打功夫
[00:06:24.980 --> 00:06:26.100]  領教是不是?
[00:06:26.100 --> 00:06:26.940]  領教就是說
[00:06:26.940 --> 00:06:30.500]  你有沒有接受祂的教導
[00:06:30.500 --> 00:06:33.340]  接受教導和沒有接受教導
[00:06:33.340 --> 00:06:34.980]  怎麼知道?
[00:06:34.980 --> 00:06:35.900]  簡單就是
[00:06:35.900 --> 00:06:37.420]  當你要實踐的時候
[00:06:37.420 --> 00:06:39.020]  就知道了
[00:06:39.020 --> 00:06:40.780]  一個學生在課堂裡面
[00:06:40.780 --> 00:06:43.980]  有沒有領受教導呢?
[00:06:43.980 --> 00:06:45.460]  在什麼時候出現呢?
[00:06:45.460 --> 00:06:48.020]  當他要做功課的時候
[00:06:48.020 --> 00:06:50.260]  當他要面對考試的時候
[00:06:50.260 --> 00:06:53.260]  當他在生活中間要運用那種知識技能的時候
[00:06:53.260 --> 00:06:54.540]  就反映出來了
[00:06:54.540 --> 00:06:56.460]  有就有,沒有就沒有了
[00:06:56.460 --> 00:06:58.660]  如果問你什麼叫冷縮熱脹
[00:06:58.660 --> 00:07:01.260]  不是將波等的圈那裡實驗
[00:07:01.260 --> 00:07:03.660]  是你生活中間要實踐出來的
[00:07:03.660 --> 00:07:05.460]  發覺瓶蓋開不了
[00:07:05.460 --> 00:07:07.980]  找些滾水爐泡一泡
[00:07:07.980 --> 00:07:10.980]  瓶蓋就開了,這樣就實踐了
[00:07:10.980 --> 00:07:12.980]  今天我們有沒有領教
[00:07:12.980 --> 00:07:14.580]  有沒有接受真理
[00:07:14.580 --> 00:07:16.580]  有沒有被真理的光光照耀
[00:07:16.580 --> 00:07:19.980]  然後反射光出去呢?
[00:07:19.980 --> 00:07:22.180]  第二十二節聖經這樣說的
[00:07:22.180 --> 00:07:25.780]  你們要脫去從前的行為
[00:07:25.780 --> 00:07:27.180]  脫去舊我
[00:07:27.180 --> 00:07:29.380]  這個舊我是因為私欲的迷惑
[00:07:29.380 --> 00:07:30.780]  漸漸變壞的
[00:07:30.780 --> 00:07:32.380]  原來有新我有舊我
[00:07:32.380 --> 00:07:36.180]  這個我本來是爸爸媽媽給我生命
[00:07:36.180 --> 00:07:37.980]  叫我來到這個世界
[00:07:37.980 --> 00:07:41.580]  但這個舊我因為是和亞當遺傳下來的話
[00:07:41.580 --> 00:07:45.580]  裡面已經有一個必死的生命在裡面
[00:07:45.580 --> 00:07:46.780]  我用必死的生命就是說
[00:07:46.780 --> 00:07:50.580]  是不能夠去到永生的滅亡之路的命
[00:07:50.580 --> 00:07:52.580]  這個舊我裡面有個私欲
[00:07:52.580 --> 00:07:54.180]  這個私欲就是我自己的意欲
[00:07:54.180 --> 00:07:56.380]  我的想法,我的想法
[00:07:56.380 --> 00:07:59.180]  我們會錯用了這種的
[00:07:59.180 --> 00:08:01.180]  給我們這種的能量
[00:08:01.180 --> 00:08:03.980]  以致我們選擇的時候是選擇錯誤
[00:08:03.980 --> 00:08:05.980]  迷惑的意思不是說
[00:08:05.980 --> 00:08:08.980]  你故意去做
[00:08:08.980 --> 00:08:12.380]  很多時候這個世界上生活是慢慢被浸浸下
[00:08:12.380 --> 00:08:14.580]  不知道錯的就是
[00:08:14.580 --> 00:08:16.180]  對的就是錯
[00:08:16.180 --> 00:08:18.180]  錯的是對的
[00:08:18.180 --> 00:08:19.780]  你說這個社會是不是
[00:08:19.780 --> 00:08:21.380]  已經混淆到一個地步就是
[00:08:21.380 --> 00:08:22.780]  是非不分
[00:08:22.780 --> 00:08:24.380]  黑白不明
[00:08:24.380 --> 00:08:26.980]  你要怎麼看就是怎麼看
[00:08:26.980 --> 00:08:29.380]  這些迷惑之後的行為
[00:08:29.380 --> 00:08:31.180]  是令到我們漸漸敗壞
[00:08:31.180 --> 00:08:33.380]  不是單單生活上腐化
[00:08:33.380 --> 00:08:36.380]  而是生命裡面是殘缺不全
[00:08:36.380 --> 00:08:38.380]  不能夠承受永生
[00:08:38.380 --> 00:08:40.980]  這樣子聖經第二十三節教導我們說
[00:08:40.980 --> 00:08:45.380]  你們要將自己的心智更新
[00:08:45.380 --> 00:08:48.780]  這個更新是一個完全改變的
[00:08:48.780 --> 00:08:50.380]  我不知道大家有沒有
[00:08:50.380 --> 00:08:52.380]  試過在家裡有一些機器
[00:08:52.380 --> 00:08:56.380]  或者一些家裡的設施要更換
[00:08:56.380 --> 00:08:58.380]  如果你有一個零件要更新
[00:08:58.380 --> 00:09:00.380]  那就要更新
[00:09:00.380 --> 00:09:04.380]  更新之後你不要用舊的東西
[00:09:04.380 --> 00:09:06.380]  如果突然間你要開車
[00:09:06.380 --> 00:09:08.380]  知道有時候要更換零件就要更換新零件
[00:09:08.380 --> 00:09:10.380]  你不要再換舊的零件上去
[00:09:10.380 --> 00:09:12.380]  如果你的車很震動
[00:09:12.380 --> 00:09:13.380]  然後避震出了問題
[00:09:13.380 --> 00:09:14.380]  你要整個更換
[00:09:14.380 --> 00:09:17.380]  更換之後車子會寂靜很多
[00:09:17.380 --> 00:09:19.380]  問題就是今天我們要
