
[00:00:00.000 --> 00:00:02.200]  我們一起再次同心祈禱
[00:00:02.200 --> 00:00:03.860]  多謝我們全能的天父
[00:00:03.860 --> 00:00:05.120]  愛我們的天父
[00:00:05.120 --> 00:00:07.600]  為我們預備厚恩
[00:00:07.600 --> 00:00:10.200]  為我們預備救恩的主耶穌
[00:00:10.200 --> 00:00:11.660]  我們敬拜你
[00:00:11.660 --> 00:00:17.060]  我們要從你給我們的聖經的說話裡面領受
[00:00:17.060 --> 00:00:18.260]  你給我們
[00:00:18.260 --> 00:00:19.300]  對於天國
[00:00:19.300 --> 00:00:20.400]  對於教會
[00:00:20.400 --> 00:00:21.720]  對於你的子民
[00:00:21.720 --> 00:00:23.520]  對於我們這裡
[00:00:23.520 --> 00:00:26.760]  在靈福堂每一位的弟兄姊妹
[00:00:26.760 --> 00:00:28.760]  你今天給我們的信息
[00:00:28.760 --> 00:00:31.000]  願聖靈帶領教導
[00:00:31.000 --> 00:00:32.920]  祈禱奉耶穌的名
[00:00:32.920 --> 00:00:34.320]  阿們
[00:00:34.320 --> 00:00:38.160]  今天因為我們都有很多的項目
[00:00:38.160 --> 00:00:41.160]  在這個崇拜的裡面
[00:00:41.160 --> 00:00:43.260]  所以今天我的講道
[00:00:43.260 --> 00:00:47.120]  可能是大約15至20分鐘
[00:00:47.120 --> 00:00:48.860]  我會看著鐘的
[00:00:48.860 --> 00:00:51.360]  如果不是很容易就會過時
[00:00:51.360 --> 00:00:54.000]  因為這段經文其實很多東西
[00:00:54.000 --> 00:00:55.400]  是很想跟大家分享
[00:00:55.400 --> 00:00:58.160]  由這段經文而帶出來
[00:00:58.160 --> 00:01:00.600]  今天對於我們在澳洲
[00:01:00.600 --> 00:01:01.320]  在雪梨
[00:01:01.320 --> 00:01:03.020]  在靈福堂
[00:01:03.020 --> 00:01:05.760]  我們時時讀聖經說要應用
[00:01:05.760 --> 00:01:08.900]  今天那個應用是一個很特別的應用
[00:01:08.900 --> 00:01:11.700]  大家可能都很熟悉這段經文的
[00:01:11.700 --> 00:01:17.160]  其中某一些的幾節的
[00:01:17.160 --> 00:01:22.500]  譬如第二節說到要擴張你的帳幕之地
[00:01:22.500 --> 00:01:27.400]  張大你居所的萬子不要限子
[00:01:27.400 --> 00:01:28.620]  這個有很多時候
[00:01:28.620 --> 00:01:33.200]  我們在宣召經文開始崇拜的時候
[00:01:33.200 --> 00:01:38.200]  就看到神給他的子民的命令
[00:01:38.200 --> 00:01:42.060]  就是要擴張你的帳幕之地
[00:01:42.060 --> 00:01:43.660]  不要限制
[00:01:43.660 --> 00:01:47.960]  要不斷的去擴展神的國
[00:01:47.960 --> 00:01:50.260]  然後第十節大家
[00:01:50.260 --> 00:01:53.660]  如果是在香港已經有參加教會
[00:01:53.660 --> 00:01:55.900]  和團契的話
[00:01:55.900 --> 00:01:58.100]  應該都會是很熟悉的
[00:01:58.100 --> 00:02:00.200]  我昨晚在想
[00:02:00.200 --> 00:02:02.020]  可能叫我們的主席
[00:02:02.020 --> 00:02:04.060]  這一節不要讀出來
[00:02:04.060 --> 00:02:06.020]  要唱出來
[00:02:06.020 --> 00:02:07.620]  有誰會唱這首歌
[00:02:07.620 --> 00:02:10.500]  第十節這首歌
[00:02:10.500 --> 00:02:12.120]  應該
[00:02:12.120 --> 00:02:13.720]  大家可能都已經不記得了
[00:02:13.720 --> 00:02:15.460]  你來了這裡太久了
[00:02:15.460 --> 00:02:17.700]  你又不敢舉手
[00:02:17.700 --> 00:02:23.500]  你怕我叫你走出來唱
[00:02:23.500 --> 00:02:25.960]  在去年十一月的時候
[00:02:25.960 --> 00:02:28.820]  我一家人都回過香港
[00:02:28.820 --> 00:02:30.620]  在香港的期間
[00:02:30.620 --> 00:02:34.420]  其中有一晚是星期三晚
[00:02:34.420 --> 00:02:36.860]  這個星期三晚就像我們靈福堂
[00:02:36.860 --> 00:02:40.120]  都是星期三晚有教會的祈禱會
[00:02:40.120 --> 00:02:45.460]  那一晚我就回去我們香港的舞堂
[00:02:45.460 --> 00:02:49.300]  去參加他們的祈禱會
[00:02:49.300 --> 00:02:51.400]  那裡祈禱會發生什麼事呢
[00:02:51.400 --> 00:02:54.020]  一會兒再講多一點
[00:02:54.020 --> 00:02:55.820]  但是在這段經文裡面
[00:02:55.820 --> 00:02:58.460]  給我們看見
[00:02:58.460 --> 00:03:01.600]  以塞亞書的五十四章
[00:03:01.600 --> 00:03:05.160]  五十四章的第一節到十七節
[00:03:05.160 --> 00:03:10.560]  其實就是一個大段的內容
[00:03:10.560 --> 00:03:13.660]  就是講到上帝的僕人
[00:03:13.660 --> 00:03:16.360]  就是尼塞亞 我們的耶穌
[00:03:16.360 --> 00:03:20.920]  祂帶來神的子民和神的國度
[00:03:20.920 --> 00:03:24.160]  那個更生 很奇妙的更生
[00:03:24.160 --> 00:03:25.060]  大家如果記得
[00:03:25.060 --> 00:03:28.460]  五十三節是講到尼塞亞
[00:03:28.460 --> 00:03:31.660]  但是尼塞亞又是受苦的僕人
[00:03:31.660 --> 00:03:33.100]  而且不只是受苦
[00:03:33.100 --> 00:03:36.560]  是受死的救主
[00:03:36.560 --> 00:03:39.460]  所以尼塞亞帶來的更生
[00:03:39.460 --> 00:03:41.400]  是透過了他的受苦
[00:03:41.400 --> 00:03:44.460]  和受死之後所帶來
[00:03:44.460 --> 00:03:48.600]  給我們心裡面有一種很感動
[00:03:48.600 --> 00:03:51.200]  而要跟從這位尼塞亞
[00:03:51.200 --> 00:03:53.060]  這位主耶穌
[00:03:53.060 --> 00:03:55.060]  但是第一節到第三節
[00:03:55.060 --> 00:03:57.000]  就很奇怪地講到
[00:03:57.000 --> 00:03:59.800]  那個不生產的石鞍
[00:03:59.800 --> 00:04:01.860]  將會有很多的兒女
[00:04:01.860 --> 00:04:04.260]  擁有很多的地業
[00:04:04.260 --> 00:04:07.720]  大家都知道石鞍就是耶路撒冷
[00:04:07.720 --> 00:04:10.620]  而不生產的耶路撒冷
[00:04:10.620 --> 00:04:17.860]  就是神比喻祂就是那個丈夫
[00:04:17.860 --> 00:04:20.960]  耶路撒冷 石鞍 以色列文
[00:04:20.960 --> 00:04:26.720]  祂的子民就比喻是祂的妻子
[00:04:26.720 --> 00:04:31.520]  但是這個妻子沒有生產 沒有兒女
[00:04:31.520 --> 00:04:34.020]  但是又有很多兒女
[00:04:34.020 --> 00:04:36.860]  而且擁有很多的地業
[00:04:36.860 --> 00:04:41.320]  在這裡甚至講到不生產的婦人
[00:04:41.320 --> 00:04:43.800]  還不只是會有很多兒女
[00:04:43.800 --> 00:04:44.660]  很多的地業
[00:04:44.660 --> 00:04:48.400]  而且是會揚聲去歌唱
[00:04:48.400 --> 00:04:51.160]  揚聲去頌揚
[00:04:51.160 --> 00:04:54.200]  第三節講到祂還會以多國為業
[00:04:54.200 --> 00:04:55.660]  雖然祂沒有生產
[00:04:55.660 --> 00:04:58.620]  但是祂會以多國為業
[00:04:58.620 --> 00:05:02.060]  那個多國為業的譯出來
[00:05:02.060 --> 00:05:04.460]  簡單一點的幾個字就是
[00:05:04.460 --> 00:05:06.560]  祂會繼承很多的國
[00:05:06.560 --> 00:05:09.360]  繼承萬國
[00:05:09.360 --> 00:05:11.160]  然後那個像棚
[00:05:11.160 --> 00:05:14.900]  那個像棚要擴張
[00:05:14.900 --> 00:05:19.460]  就是講到主耶穌要令到以色列文
[00:05:19.460 --> 00:05:21.360]  祂的居民增加
[00:05:21.360 --> 00:05:24.460]  祂的領土也增加
[00:05:24.460 --> 00:05:26.660]  當然之前我們也講過
[00:05:26.660 --> 00:05:28.360]  在舊約講這個以色列文
[00:05:28.360 --> 00:05:32.660]  和現在的以色列國是有些分別的
[00:05:32.660 --> 00:05:34.260]  所以這裡以色列國
[00:05:34.260 --> 00:05:37.260]  祂的居民 祂的領土會增加
[00:05:37.260 --> 00:05:41.060]  是不是就是說現在在2024年
[00:05:41.060 --> 00:05:45.860]  這個以色列國的領土要增加呢
[00:05:45.860 --> 00:05:49.560]  大家要讀新約才知道
[00:05:49.560 --> 00:05:54.060]  真正聖經給我們的信息是什麼
[00:05:54.060 --> 00:05:55.260]  今天不是講這個
[00:05:55.260 --> 00:05:57.260]  所以跳過了它
[00:05:57.260 --> 00:05:58.460]  跳過了它之後
[00:05:58.460 --> 00:06:00.760]  去到第四節 第八節
[00:06:00.760 --> 00:06:02.160]  上帝就剛才我說的
[00:06:02.160 --> 00:06:04.160]  好像丈夫一樣
[00:06:04.160 --> 00:06:06.560]  雖然妻子離棄
[00:06:06.560 --> 00:06:09.260]  妻子在舊約聖經
[00:06:09.260 --> 00:06:12.860]  形容好像是一個奸淫的婦女
[00:06:12.860 --> 00:06:19.160]  因為她放棄了自己本來的真正的丈夫
[00:06:19.160 --> 00:06:22.360]  當以色列人去拜其他偶像的時候
[00:06:22.360 --> 00:06:25.360]  在舊約裡面形容是犯奸淫
[00:06:25.360 --> 00:06:28.260]  因為她離棄了自己的丈夫
[00:06:28.260 --> 00:06:31.860]  所以就好像《荷西亞書》這樣講
[00:06:31.860 --> 00:06:35.460]  這個丈夫都要休了這個妻子
[00:06:35.460 --> 00:06:37.660]  但是休了這個妻子
[00:06:37.660 --> 00:06:40.060]  又娶回這個妻子
[00:06:40.060 --> 00:06:42.660]  又跟這個妻子一起
[00:06:42.660 --> 00:06:45.760]  所以在第四節到第八節講到
[00:06:45.760 --> 00:06:49.260]  神又要再召回石安
[00:06:49.260 --> 00:06:52.360]  又再將石安 將耶路撒冷
[00:06:52.360 --> 00:06:54.460]  將以色列文召回
[00:06:54.460 --> 00:06:58.860]  再次的成為他自己的家人
[00:06:58.860 --> 00:07:01.260]  他的妻子
[00:07:01.260 --> 00:07:02.260]  所以這裡講到
[00:07:02.260 --> 00:07:07.660]  雖然耶和華會因為這樣而發怒
[00:07:07.660 --> 00:07:11.360]  但是他的怒氣很快就過去
[00:07:11.360 --> 00:07:17.660]  反而他對這個妻子的愛是永永遠遠
[00:07:17.660 --> 00:07:20.560]  所以聖經常常重申重申這樣講
[00:07:20.560 --> 00:07:24.660]  耶和華的慈愛永遠長存
[00:07:24.660 --> 00:07:29.460]  因為他就算對這個妻子有發怒
[00:07:29.460 --> 00:07:35.360]  會離棄她 會憂她 但是很短暫的時間
[00:07:35.360 --> 00:07:37.160]  這個就給我們看見
[00:07:37.160 --> 00:07:39.860]  無論舊約的時候 新約的時候
[00:07:39.860 --> 00:07:42.660]  舊約對以色列文
[00:07:42.660 --> 00:07:45.960]  新約對我們這些跟從耶穌
[00:07:45.960 --> 00:07:48.960]  相信耶穌 在耶穌裡面的
[00:07:48.960 --> 00:07:53.760]  耶穌基督的門徒
