
[00:00:00.000 --> 00:00:03.560]  當我收到今天講道邀請的時候
[00:00:03.560 --> 00:00:09.640]  我很快就看看今天的經文是什麼經文
[00:00:09.640 --> 00:00:13.240]  第一段就是《少林短典》第十七章
[00:00:13.240 --> 00:00:16.400]  保羅在雅典那段講道
[00:00:16.400 --> 00:00:17.960]  我就很快選擇這段經文
[00:00:17.960 --> 00:00:20.600]  因為這段經文是很特別的
[00:00:20.600 --> 00:00:22.680]  因為深入其他的經卷
[00:00:22.680 --> 00:00:26.080]  甚至包括保羅自己的書信
[00:00:26.080 --> 00:00:31.360]  對象多數都是教會裏面的人
[00:00:31.360 --> 00:00:36.280]  很多的勉勵、督責、勸勉
[00:00:36.280 --> 00:00:39.480]  都是教會裏面的自己人
[00:00:39.480 --> 00:00:44.280]  但今天經文裏面我們罕有地見到
[00:00:44.280 --> 00:00:48.280]  保羅是從宗教角度和多元文化世界
[00:00:48.280 --> 00:00:52.360]  做一個正面的交鋒
[00:00:52.360 --> 00:00:57.080]  試圖保羅嘗試跨越本身的宗教文化
[00:00:57.080 --> 00:01:01.880]  用當時西方世界或者是最先進的
[00:01:01.880 --> 00:01:07.920]  一個最進步的城邦來解釋自己的信仰
[00:01:07.920 --> 00:01:08.720]  對我來講
[00:01:08.720 --> 00:01:12.520]  保羅這篇講道亦都示範了
[00:01:12.520 --> 00:01:18.560]  跨文化信仰對話的可能性
[00:01:18.560 --> 00:01:24.080]  當時希臘大概已經過了它最光輝的日子
[00:01:24.080 --> 00:01:28.320]  真正的哲學大師都已經成為歷史
[00:01:28.320 --> 00:01:32.560]  留下來的根據《哲學傳》早一點的記載
[00:01:32.560 --> 00:01:35.000]  就是說只有那些十人牙慧
[00:01:35.000 --> 00:01:37.960]  只將新聞說說聽聽的
[00:01:37.960 --> 00:01:41.320]  我們今天說的吹水友
[00:01:41.320 --> 00:01:46.960]  事實上如果我們從《哲學傳》第十七章開始看的時候
[00:01:46.960 --> 00:01:48.520]  我們就知道
[00:01:48.520 --> 00:01:57.400]  雅典其實並不是包括在保羅宣教計劃的行程之內
[00:01:57.400 --> 00:02:00.680]  保羅和他的拍檔西拉和提摩泰
[00:02:00.680 --> 00:02:05.160]  當時在馬其頓的首都「貼薩羅尼加」
[00:02:05.160 --> 00:02:08.680]  他們逗留了一段不短的時間
[00:02:08.680 --> 00:02:15.080]  起碼是足夠他們在當地建立了一個教會
[00:02:15.080 --> 00:02:17.240]  但是保羅有關耶穌的講論
[00:02:17.240 --> 00:02:25.160]  很快也挑起了一些誓死捍衛一神信仰的猶太教徒的不滿
[00:02:25.160 --> 00:02:26.960]  因為對於猶太教徒來說
[00:02:26.960 --> 00:02:31.000]  全講耶穌就是否定一神信仰
[00:02:31.000 --> 00:02:33.240]  而上帝的遺旨
[00:02:33.240 --> 00:02:37.760]  對他們來說是不可思議的
[00:02:37.760 --> 00:02:41.400]  所以聖經記載那些猶太人
[00:02:41.400 --> 00:02:48.080]  是招贅使者匪類、聳動群眾來反對他們
[00:02:48.080 --> 00:02:52.880]  將收留他們的家庭拉到官府來告他們
[00:02:52.880 --> 00:02:56.400]  告他們違背命令是凱撒之外
[00:02:56.400 --> 00:02:59.320]  來去另立一個新的王
[00:02:59.320 --> 00:03:02.280]  因為基督徒稱耶穌為主
[00:03:02.280 --> 00:03:03.760]  Helman Kyrios
[00:03:03.760 --> 00:03:09.040]  就是當時羅馬首都公民對於凱撒的稱呼
[00:03:09.040 --> 00:03:12.320]  所以保羅和他的拍檔
[00:03:12.320 --> 00:03:15.240]  唯有連夜離開帖什萊尼加
[00:03:15.240 --> 00:03:20.360]  去到另一個城市叫做Berea
[00:03:20.360 --> 00:03:21.800]  但是到了Berea之後
[00:03:21.800 --> 00:03:26.560]  他們又慣常地去到當地的猶太會堂
[00:03:26.560 --> 00:03:28.640]  透過查考聖經
[00:03:28.640 --> 00:03:31.080]  來證明耶穌是基督
[00:03:31.080 --> 00:03:37.240]  就是那位聖經應許將要來臨的尼佐亞
[00:03:37.240 --> 00:03:40.520]  《詩書行傳》記載他們當中多有相信的
[00:03:40.520 --> 00:03:44.400]  又有希臘尊貴或思想開明的婦女
[00:03:44.400 --> 00:03:47.840]  男人也不少
[00:03:47.840 --> 00:03:50.800]  但是帖什萊尼加的猶太人
[00:03:50.800 --> 00:03:54.080]  他們知道保羅是Berea的傳道
[00:03:54.080 --> 00:03:55.480]  就跟著去
[00:03:55.480 --> 00:04:00.440]  並且聳動當地的人和他們作對
[00:04:00.440 --> 00:04:05.680]  當地的信徒唯有再一次將保羅送走
[00:04:05.680 --> 00:04:09.240]  留下他們兩個拍檔西拉和提摩泰
[00:04:09.240 --> 00:04:14.600]  送走保羅的人輾轉地將他帶到雅典
[00:04:14.600 --> 00:04:22.000]  保羅就請他們回去將西拉和提摩泰都帶來
[00:04:22.000 --> 00:04:23.520]  當他們去到雅典的時候
[00:04:23.520 --> 00:04:27.000]  或者當我們看雅典的城市的時候
[00:04:27.000 --> 00:04:28.520]  出乎意料之外
[00:04:28.520 --> 00:04:32.080]  希臘的首都雅典並不是一般人以為
[00:04:32.080 --> 00:04:38.960]  是談笑有紅如往來無白丁的一個文化之都
[00:04:38.960 --> 00:04:41.760]  當然那裡聖經記載仍然有
[00:04:41.760 --> 00:04:48.680]  Hippocrates和Stoic兩派哲學的人在
[00:04:48.680 --> 00:04:52.120]  但是保羅是雅典市面所看見的
[00:04:52.120 --> 00:04:54.240]  並不是滿街都是咖啡廳
[00:04:54.240 --> 00:04:56.320]  或者文化沙龍
[00:04:56.320 --> 00:05:00.680]  而是滿城都是偶像
[00:05:00.680 --> 00:05:03.640]  遠遠看來雅典作為一個哲學之都
[00:05:03.640 --> 00:05:09.560]  和它滿城都是偶像似乎是有些格格不入
[00:05:09.560 --> 00:05:13.840]  不過一個城市其實都不是那麼純粹
[00:05:13.840 --> 00:05:17.600]  譬如我們說香港人怎樣香港人怎樣
[00:05:17.600 --> 00:05:19.520]  香港人deserve什麼
[00:05:19.520 --> 00:05:22.800]  香港人不deserve什麼
[00:05:22.800 --> 00:05:25.520]  但事實上香港是很多人的
[00:05:25.520 --> 00:05:29.160]  並且這些人是差距很遠的
[00:05:29.160 --> 00:05:31.160]  他們可能是文化精英
[00:05:31.160 --> 00:05:33.440]  亦都可能是維園阿伯
[00:05:33.440 --> 00:05:35.440]  他們可以是吳靄儀
[00:05:35.440 --> 00:05:37.640]  亦都可以是周浩鼎
[00:05:37.640 --> 00:05:39.920]  是很diverse的
[00:05:39.920 --> 00:05:42.920]  因為城市不是那麼純粹的
[00:05:42.920 --> 00:05:44.840]  我們可以說香港是一個相當現代化
[00:05:44.840 --> 00:05:46.680]  甚至是知識型的都市
[00:05:46.680 --> 00:05:48.000]  在這個大園之地
[00:05:48.000 --> 00:05:50.960]  就有20間可以頒授學位的高等院校
[00:05:50.960 --> 00:05:55.040]  包括8間是由UGC大學教育資助委員會
[00:05:55.040 --> 00:05:59.160]  所用公帑來資助的院校
[00:05:59.160 --> 00:06:01.360]  包括中大
[00:06:01.360 --> 00:06:05.840]  我們每年會以展覽中心舉辦最大型的書展
[00:06:05.840 --> 00:06:09.320]  並且每次都並非門坎羅雀
[00:06:09.320 --> 00:06:11.400]  或者是門庭冷落
[00:06:11.400 --> 00:06:12.720]  而是大打蛇餅
[00:06:12.720 --> 00:06:14.600]  水池不通
[00:06:14.600 --> 00:06:19.480]  我們說這個足以證明香港並不是一個文化沙漠
[00:06:19.480 --> 00:06:25.240]  但有趣的是主辦書展的機構
[00:06:25.240 --> 00:06:27.080]  是貿易發展局
[00:06:27.080 --> 00:06:29.800]  而不是文化局或教育局
[00:06:29.800 --> 00:06:35.880]  我們在民間裏最暢銷的作者
[00:06:35.880 --> 00:06:38.200]  其實是哪些人呢
[00:06:38.200 --> 00:06:39.840]  是蔡百麗
[00:06:39.840 --> 00:06:41.560]  是蘇文鋒
[00:06:41.560 --> 00:06:44.040]  是李居明
[00:06:44.040 --> 00:06:45.880]  尤其是在新春前後
[00:06:45.880 --> 00:06:47.880]  我們去到香港大小書店
[00:06:47.880 --> 00:06:50.120]  一進入門口那一堆
[00:06:50.120 --> 00:06:56.360]  就是這班作者對流連運程的預測
[00:06:56.360 --> 00:07:02.040]  我並不是看不起堪如述數的東西
[00:07:02.040 --> 00:07:03.840]  我而是想指出
[00:07:03.840 --> 00:07:05.000]  科學技術
[00:07:05.000 --> 00:07:06.280]  理性文明
[00:07:06.280 --> 00:07:09.360]  絕對可以與占卜算命
[00:07:09.360 --> 00:07:12.600]  民間宗教並存
[00:07:14.600 --> 00:07:18.680]  今日講題是「當耶路撒冷遇上雅典」
[00:07:18.680 --> 00:07:22.520]  或者最令大家聯想到的
[00:07:22.520 --> 00:07:24.680]  「北京遇上西雅圖」
[00:07:24.680 --> 00:07:27.640]  前一陣子他們有第二集
[00:07:27.640 --> 00:07:29.800]  「北京遇上西雅圖」
[00:07:29.800 --> 00:07:30.400]  無論如何
[00:07:30.400 --> 00:07:32.760]  那是代表了兩種文化的相遇和交鋒
[00:07:32.760 --> 00:07:35.920]  不過今日講題的靈感
[00:07:35.920 --> 00:07:39.000]  並不是來自「北京遇上西雅圖」
[00:07:39.000 --> 00:07:45.720]  而是來自威斯敏斯特神學研究院
[00:07:45.720 --> 00:07:50.280]  一位已故的荷蘭裔教授
[00:07:50.280 --> 00:07:57.160]  他是Vincent Van Gogh的同鄉
[00:07:57.160 --> 00:08:00.880]  他叫Cornelius Van Til
[00:08:00.880 --> 00:08:02.880]  這位Dr. Van Til
[00:08:02.880 --> 00:08:04.400]  他七十五歲的時候
[00:08:04.400 --> 00:08:08.840]  學術界朋友為他編寫了一本紀念文集
[00:08:08.840 --> 00:08:11.080]  所謂的Festive
[00:08:11.080 --> 00:08:16.480]  書名是Jerusalem and Athens
[00:08:16.480 --> 00:08:19.040]  Van Til對基督教神學最大的貢獻
[00:08:19.040 --> 00:08:20.640]  是他提出了
[00:08:20.640 --> 00:08:24.920]  在哲學或神學上所謂的先設論
[00:08:24.920 --> 00:08:27.880]  就是Presuppositionalism
[00:08:27.880 --> 00:08:31.240]  他指出任何觀點和論據的背後
[00:08:31.240 --> 00:08:33.040]  自覺或不自覺地
[00:08:33.040 --> 00:08:36.000]  其實都是有一套想當然的
[00:08:36.000 --> 00:08:39.800]  Taken for granted的一套前設
[00:08:39.800 --> 00:08:43.600]  而在那些被認為不正自明
[00:08:43.600 --> 00:08:46.880]  無需討論的前設框架下
[00:08:46.880 --> 00:08:51.360]  其實任何陳述都可以找到它合法的理據
[00:08:51.360 --> 00:08:54.040]  前設有的,結論不可能沒有
[00:08:54.040 --> 00:08:57.000]  前設沒有的,結論不可能有
[00:08:57.000 --> 00:08:58.840]  譬如
[00:08:58.840 --> 00:09:00.480]  倘若在你的理論框架裡
[00:09:00.480 --> 00:09:03.200]  已經是假設沒有上帝的話
[00:09:03.200 --> 00:09:04.920]  無論你怎樣推論
[00:09:04.920 --> 00:09:10.760]  都不可能出現一個涉及上帝的結論
[00:09:10.760 --> 00:09:15.840]  因為你已經先設地否定了這個可能性
[00:09:15.840 --> 00:09:18.440]  當然如果你相信上帝的話
[00:09:18.440 --> 00:09:20.240]  自從做天地以來
[00:09:20.240 --> 00:09:23.720]  上帝的永恆和神聖是明明可知的
[00:09:23.720 --> 00:09:24.840]  雖然眼不能見
[00:09:24.840 --> 00:09:26.080]  但食絕所做之物
[00:09:26.080 --> 00:09:27.400]  就可以曉得見仁無好
[00:09:27.400 --> 00:09:30.320]  推諉我們都很熟悉的
[00:09:30.320 --> 00:09:32.240]  因此一切的討論或辯論
[00:09:32.240 --> 00:09:37.200]  若非觸及最根本、最基層的假設
[00:09:37.200 --> 00:09:40.400]  就只不過是隔開素養
[00:09:40.400 --> 00:09:42.040]  beat around the bush
[00:09:42.040 --> 00:09:44.200]  你有你說,我有我說
[00:09:44.200 --> 00:09:47.760]  雞同鴨講
[00:09:47.760 --> 00:09:49.200]  根據《哲學人傳》記載
[00:09:49.200 --> 00:09:52.640]  雅典當時仍然流行兩個哲學派別
[00:09:52.640 --> 00:09:57.800]  是Epicureanism和Stoicism
[00:09:57.800 --> 00:10:02.960]  即是Epicureanism和Stoicism
[00:10:02.960 --> 00:10:05.280]  Epicureanism
[00:10:05.280 --> 00:10:09.880]  其實有很多人稱它為享樂主義
[00:10:09.880 --> 00:10:10.720]  但這種享樂主義
[00:10:10.720 --> 00:10:13.320]  與我們所謂「今朝有酒今朝醉」
[00:10:13.320 --> 00:10:14.720]  那種及時行樂
[00:10:14.720 --> 00:10:16.320]  其實是很不同的
[00:10:16.320 --> 00:10:20.840]  它當然是推諉追求肉體的快樂
[00:10:20.840 --> 00:10:23.120]  但它更加強調精神的快樂
