
[00:00:00.000 --> 00:00:02.500]  今日講到的經文
[00:00:02.500 --> 00:00:07.040]  是《約翰福音》九章一至四十一節
[00:00:07.040 --> 00:00:08.580]  由於
[00:00:08.580 --> 00:00:11.380]  這個節數太長了
[00:00:11.380 --> 00:00:15.820]  所以就截錄了前後兩部份在這裡讀
[00:00:15.820 --> 00:00:16.820]  不要緊
[00:00:16.820 --> 00:00:21.020]  在這裡大家可以一起去
[00:00:21.020 --> 00:00:23.720]  看看這件事件是怎樣的
[00:00:23.720 --> 00:00:26.200]  這個是講到耶穌
[00:00:26.200 --> 00:00:29.080]  遇見一個天生失明的人
[00:00:29.080 --> 00:00:30.700]  醫治了他
[00:00:30.700 --> 00:00:32.880]  讓他能夠看見
[00:00:32.880 --> 00:00:35.240]  這個醫治的事件
[00:00:35.240 --> 00:00:38.100]  觸及人類一個極大的困惑
[00:00:38.100 --> 00:00:40.640]  就是有苦難的問題
[00:00:40.640 --> 00:00:42.580]  又是有因果的問題
[00:00:42.580 --> 00:00:44.180]  不單止這樣
[00:00:44.180 --> 00:00:45.940]  這件事件
[00:00:45.940 --> 00:00:50.420]  更讓我們去發掘到更深層的問題
[00:00:50.420 --> 00:00:52.800]  就是神顯了神跡
[00:00:52.800 --> 00:00:54.800]  引導了人
[00:00:54.800 --> 00:00:58.220]  連失明的都能夠看見
[00:00:58.640 --> 00:01:00.900]  但是為什麼有些人
[00:01:00.900 --> 00:01:03.100]  卻是仍然看不見呢?
[00:01:03.100 --> 00:01:09.040]  情況是不是就好像有一位葡萄牙作家
[00:01:09.040 --> 00:01:13.720]  一個1998年諾貝爾文學獎的得主
[00:01:13.720 --> 00:01:19.060]  薩拉馬科曾經這樣說過
[00:01:19.060 --> 00:01:22.360]  他說原來我們大部份人
[00:01:22.360 --> 00:01:24.820]  都是看得見的盲人
[00:01:25.080 --> 00:01:30.100]  能夠看見,但是不去看的盲人
[00:01:30.100 --> 00:01:37.860]  現在在我們再去看整件事件的全貌之前
[00:01:37.860 --> 00:01:40.260]  我們一起有一個禱告
[00:01:40.260 --> 00:01:43.640]  我們主,我們神,我們感恩
[00:01:43.640 --> 00:01:46.100]  祢昔日
[00:01:46.100 --> 00:01:53.160]  怎樣做在一個天生失明人身上的一個事蹟
[00:01:53.360 --> 00:01:57.700]  讓我們重新去領受祢給我們的教導
[00:01:57.700 --> 00:02:01.260]  求主祢的聖靈在我們當中幫助我們
[00:02:01.260 --> 00:02:02.940]  開我們的眼睛
[00:02:02.940 --> 00:02:04.940]  以致我們能夠看見
[00:02:04.940 --> 00:02:07.240]  感謝主,聽我們的禱告
[00:02:07.240 --> 00:02:10.000]  奉耶穌基督名求,阿門
[00:02:10.000 --> 00:02:16.860]  耶穌和門徒在路上看到一個生來失明的人
[00:02:16.860 --> 00:02:20.200]  於是門徒就追問耶穌
[00:02:20.840 --> 00:02:23.420]  為何這個人生來失明呢?
[00:02:23.420 --> 00:02:26.000]  是因為這個人有罪呢?
[00:02:26.000 --> 00:02:28.000]  還是他的父母有罪呢?
[00:02:28.000 --> 00:02:30.260]  耶穌的回答是
[00:02:30.260 --> 00:02:31.960]  不是這個人有犯罪
[00:02:31.960 --> 00:02:33.480]  也不是他的父母
[00:02:33.480 --> 00:02:37.120]  而是要在他身上顯出神的作為
[00:02:37.120 --> 00:02:42.880]  耶穌的回答正好解答了
[00:02:42.880 --> 00:02:46.600]  苦難不一定是罪惡的結果
[00:02:46.600 --> 00:02:50.480]  同時耶穌也引導門徒
[00:02:50.720 --> 00:02:55.280]  在苦難裏怎樣看神的工作
[00:02:55.280 --> 00:02:58.680]  也就是說我們要學會
[00:02:58.680 --> 00:03:03.320]  從這些苦難裏觀看神的引導
[00:03:03.320 --> 00:03:07.040]  耶穌回答了門徒
[00:03:07.040 --> 00:03:12.000]  引導他們從苦難中看神的作為之後
[00:03:12.000 --> 00:03:15.400]  他就轉身來醫治那個失明的人
[00:03:16.080 --> 00:03:23.000]  不過他並沒有一次過醫治這個失明的人
[00:03:23.000 --> 00:03:24.360]  讓他能夠看見
[00:03:24.360 --> 00:03:27.920]  而是使用了一些很特別的方法去醫治
[00:03:27.920 --> 00:03:29.640]  就是
[00:03:29.640 --> 00:03:34.720]  今天我們覺得好像很不衛生
[00:03:34.720 --> 00:03:36.800]  他就是用口水
[00:03:36.800 --> 00:03:38.560]  混合泥土
[00:03:38.560 --> 00:03:41.960]  然後抹在失明者的眼睛上
[00:03:41.960 --> 00:03:44.160]  然後吩咐他去洗
[00:03:44.160 --> 00:03:48.880]  還特別吩咐他去西羅亞池洗
[00:03:48.880 --> 00:03:52.600]  所以這件醫治的事件
[00:03:52.600 --> 00:03:54.760]  是很特別
[00:03:54.760 --> 00:03:59.160]  不過特別之處不是他用什麼方法形式
[00:03:59.160 --> 00:04:00.360]  而是最特別的是
[00:04:00.360 --> 00:04:03.680]  他吩咐這個人去哪裏洗
[00:04:03.680 --> 00:04:09.400]  這個地方的水不是有什麼特別醫治的能力
[00:04:09.760 --> 00:04:14.440]  而是在經文裏特別的說明才是特別的
[00:04:14.440 --> 00:04:17.360]  他說明了西羅亞這個意思
[00:04:17.360 --> 00:04:18.920]  就是奉差遣
[00:04:18.920 --> 00:04:22.360]  這個名字
[00:04:22.360 --> 00:04:24.160]  這個解釋
[00:04:24.160 --> 00:04:27.360]  可能就是作者要暗示
[00:04:27.360 --> 00:04:30.560]  要去到這個地方
[00:04:30.560 --> 00:04:34.760]  就要挑戰這個失明者的信心和信服的心
[00:04:34.760 --> 00:04:37.080]  當他願意相信
[00:04:37.080 --> 00:04:38.480]  願意信服
[00:04:38.680 --> 00:04:42.320]  他按吩咐去到池子去洗的時候
[00:04:42.320 --> 00:04:44.720]  奇妙的事就發生
[00:04:44.720 --> 00:04:47.880]  他眼睛就看見了
[00:04:47.880 --> 00:04:52.680]  不過事件不是就這樣結束
[00:04:52.680 --> 00:04:56.160]  這個事件對當時的猶太人
[00:04:56.160 --> 00:05:01.800]  尤其是猶太的這班宗教人士
[00:05:01.800 --> 00:05:02.920]  法利賽人
[00:05:02.920 --> 00:05:05.120]  帶來了很大的衝擊
[00:05:07.160 --> 00:05:09.520]  實在這個醫治事件
[00:05:09.520 --> 00:05:14.080]  實在是當時的人都不是很明白發生什麼事
[00:05:14.080 --> 00:05:17.240]  連這個失明者這個自己
[00:05:17.240 --> 00:05:21.040]  都不是很知道他自己是怎麼醫好的
[00:05:21.040 --> 00:05:23.440]  如果不是神
[00:05:23.440 --> 00:05:26.960]  這件事根本不可能發生
[00:05:26.960 --> 00:05:31.280]  而這班法利賽人
[00:05:31.280 --> 00:05:34.160]  他根本就不能夠接受
[00:05:34.160 --> 00:05:36.760]  耶穌是從神而來的
[00:05:37.160 --> 00:05:38.040]  故此
[00:05:38.040 --> 00:05:40.080]  他們很疑惑
[00:05:40.080 --> 00:05:43.320]  三次都去質詢
[00:05:43.320 --> 00:05:45.560]  先是質詢這個當事人
[00:05:45.560 --> 00:05:48.240]  這個本來失明者得醫治這個人
[00:05:48.240 --> 00:05:49.840]  之後呢
[00:05:49.840 --> 00:05:53.280]  都不相信他是生來失明
[00:05:53.280 --> 00:05:54.880]  還去詢問他的父母
[00:05:54.880 --> 00:05:58.240]  父母說了也好
[00:05:58.240 --> 00:06:01.920]  他還是要再一次去質詢
[00:06:01.920 --> 00:06:05.720]  再去詢問這個得醫治的人
[00:06:06.560 --> 00:06:08.480]  經過這三輪質詢之後
[00:06:08.480 --> 00:06:12.760]  最後他們都是不能夠接受
[00:06:12.760 --> 00:06:14.600]  這個醫治是神蹟
[00:06:14.600 --> 00:06:17.480]  這班宗教人士
[00:06:17.480 --> 00:06:21.520]  最後都把這個失明者趕出去了
[00:06:21.520 --> 00:06:24.600]  故事的發展就是
[00:06:24.600 --> 00:06:29.480]  耶穌聽到這個人被法利賽人趕出來
[00:06:29.480 --> 00:06:32.760]  他就主動地去找他
[00:06:33.720 --> 00:06:36.680]  並且展開了對話
[00:06:36.680 --> 00:06:40.160]  但耶穌沒有提到事理的問題
[00:06:40.160 --> 00:06:43.120]  而是直接地問他一個信仰的問題
[00:06:43.120 --> 00:06:44.680]  他說
[00:06:44.680 --> 00:06:46.880]  「你信人子嗎?」
[00:06:46.880 --> 00:06:48.720]  某程度上有些譯本就說
[00:06:48.720 --> 00:06:50.240]  「你信神的兒子嗎?」
[00:06:50.240 --> 00:06:53.760]  這是頗奇怪的問題
[00:06:53.760 --> 00:06:57.760]  為什麼耶穌會問這樣的問題呢?
[00:06:57.760 --> 00:07:01.600]  可能原因就是
[00:07:02.360 --> 00:07:05.560]  耶穌一定知道
[00:07:05.560 --> 00:07:07.440]  祂的視力不是問題
[00:07:07.440 --> 00:07:10.040]  祂也知道猶太人
[00:07:10.040 --> 00:07:12.240]  尤其是那些宗教人士
[00:07:12.240 --> 00:07:16.120]  雖然看見這個神蹟醫治
[00:07:16.120 --> 00:07:21.120]  但是這班人對祂的身份和權能
[00:07:21.120 --> 00:07:22.840]  仍然很困惑
[00:07:22.840 --> 00:07:27.200]  而對於那個天生失明的人來說
[00:07:27.200 --> 00:07:28.800]  能夠得醫治
[00:07:28.800 --> 00:07:32.960]  終於能夠看見這個經驗是非常非常的特殊
[00:07:32.960 --> 00:07:37.440]  不過更特別的還在後頭
[00:07:37.440 --> 00:07:42.720]  就是竟然沒有人為他的德漢見而歡喜
[00:07:42.720 --> 00:07:45.440]  反而是諸多疑惑
[00:07:45.440 --> 00:07:47.240]  諸多不順
[00:07:47.240 --> 00:07:51.240]  似乎真的沒有人替他歡喜
[00:07:51.240 --> 00:07:53.720]  沒有人理會他的感受
[00:07:53.720 --> 00:07:57.520]  耶穌就在這個關鍵的時刻出現
[00:07:58.200 --> 00:08:03.040]  用一個問題來關心和引導祂說出來
[00:08:03.040 --> 00:08:04.360]  說出祂的感受
[00:08:04.360 --> 00:08:05.560]  說出祂的想法
[00:08:05.560 --> 00:08:10.160]  祂內心是怎樣去看這次的醫治
[00:08:10.160 --> 00:08:13.000]  和施行醫治的人呢?
[00:08:13.000 --> 00:08:16.040]  我們都知道
[00:08:16.040 --> 00:08:20.480]  祂本來就是生來都在黑暗裏面
[00:08:20.480 --> 00:08:23.000]  一路的成長生活
[00:08:23.000 --> 00:08:25.480]  當祂得到醫治
[00:08:25.480 --> 00:08:29.480]  可以看見能夠經驗光明的那個時刻
[00:08:29.480 --> 00:08:32.600]  本來應該很歡喜的
[00:08:32.600 --> 00:08:35.160]  不過卻是被人質疑
[00:08:35.160 --> 00:08:41.080]  祂的感受會不會就好像情願在黑暗裏面
