
[00:00:00.000 --> 00:00:04.400]  各位電影姊妹,我很感謝神讓我再有機會跟大家分享
[00:00:04.400 --> 00:00:08.400]  講解肥勒比書的信息
[00:00:08.400 --> 00:00:13.560]  尤其是當我們在香港遇到困難的警方的時候
[00:00:13.560 --> 00:00:15.480]  我們或許都會為自己
[00:00:15.480 --> 00:00:18.480]  為我們所認識的人去擔憂
[00:00:18.480 --> 00:00:23.520]  而今天我希望從肥勒比書一章十二到十四節的英文當中
[00:00:23.520 --> 00:00:26.000]  一起看看保羅他當時
[00:00:26.000 --> 00:00:28.280]  他遭遇到什麼情況
[00:00:28.280 --> 00:00:31.640]  而保羅他自己是怎樣去面對的呢?
[00:00:31.640 --> 00:00:33.800]  希望能夠為今天的我們
[00:00:33.800 --> 00:00:35.280]  以及我們的教會
[00:00:35.280 --> 00:00:40.120]  怎樣實踐福音使命來開一條出路
[00:00:40.120 --> 00:00:42.360]  我們一起來讀這段經文
[00:00:42.360 --> 00:00:46.440]  肥勒比書一章十二到十四節
[00:00:46.440 --> 00:00:47.880]  預備起
[00:00:47.880 --> 00:00:50.960]  弟兄們,我願意你們知道
[00:00:50.960 --> 00:00:55.200]  我所遭遇的事,更是叫福音興旺
[00:00:55.200 --> 00:01:01.160]  以致我受的困所,在御刑全軍和其餘的人中
[00:01:01.160 --> 00:01:05.960]  已經顯明是為基督的緣故
[00:01:05.960 --> 00:01:08.960]  並且那在主裡的弟兄
[00:01:08.960 --> 00:01:13.960]  多半因我受的困所,就篤信不疑
[00:01:13.960 --> 00:01:20.920]  越發放膽傳神的道,無所懼怕
[00:01:20.920 --> 00:01:22.440]  在這段經文裡面
[00:01:22.440 --> 00:01:27.240]  我們看到保羅他講到他所遭遇的事
[00:01:27.240 --> 00:01:29.040]  經文說道:弟兄們,我願意你們知道
[00:01:29.040 --> 00:01:33.200]  我所遭遇的事,更是叫福音興旺
[00:01:33.200 --> 00:01:37.320]  究竟保羅遭遇到什麼事,叫福音興旺呢?
[00:01:37.320 --> 00:01:39.520]  我相信大家或許都有印象
[00:01:39.520 --> 00:01:43.360]  肥勒比書是一封我們稱為監獄的書信
[00:01:43.360 --> 00:01:45.080]  是保羅為福音的緣故
[00:01:45.080 --> 00:01:49.320]  在羅馬城受困所當中所寫的書信
[00:01:49.320 --> 00:01:53.480]  當然嚴格來說,保羅當時並不是坐監
[00:01:53.480 --> 00:01:56.360]  用內地的概念,就是監視居主
[00:01:56.360 --> 00:01:58.040]  他自己是不可以出入的
[00:01:58.040 --> 00:02:00.360]  但人就可以探望他
[00:02:00.360 --> 00:02:03.960]  保羅就在這個情況之下寫肥勒比書
[00:02:03.960 --> 00:02:06.760]  但保羅所提到他所遭遇的事
[00:02:06.760 --> 00:02:10.840]  並不單單是指他當時所受的困所
[00:02:10.840 --> 00:02:12.840]  那種現況的事實
[00:02:12.840 --> 00:02:15.360]  而是指他在這段時間裡面
[00:02:15.360 --> 00:02:19.960]  他所受的困所,整個過程和經歷
[00:02:19.960 --> 00:02:22.920]  我們要明白這個經歷才能夠凸顯出
[00:02:22.920 --> 00:02:24.200]  為什麼在十二到十四節
[00:02:24.200 --> 00:02:26.160]  我們剛才所讀的經文裡面
[00:02:26.160 --> 00:02:30.600]  有這麼大的震撼,以及福音的果效
[00:02:30.600 --> 00:02:33.920]  在保羅寫這封書信的幾年前
[00:02:33.920 --> 00:02:39.200]  他已經很想去羅馬傳福音去報道
[00:02:39.200 --> 00:02:41.120]  例如我們在羅馬書裡面可以看到
[00:02:41.120 --> 00:02:43.000]  第一章十節裡面
[00:02:43.000 --> 00:02:47.400]  他說自己在禱告之間嘗試懇求
[00:02:47.400 --> 00:02:48.960]  或者照神的旨意
[00:02:48.960 --> 00:02:52.480]  終能得到平坦的道路去你們那裡
[00:02:52.480 --> 00:02:54.440]  意思是保羅寫羅馬書的時候
[00:02:54.440 --> 00:02:57.920]  他是未曾在羅馬那裡傳福音的
[00:02:57.920 --> 00:02:59.400]  羅馬書一章十五節裡面
[00:02:59.400 --> 00:03:00.840]  「所以情願盡我的力量
[00:03:00.840 --> 00:03:04.000]  將福音也傳給你們在羅馬的人」
[00:03:04.000 --> 00:03:06.880]  所以看到他寫羅馬書的時候
[00:03:06.880 --> 00:03:12.080]  是先跟那些已經去羅馬居住的信徒打個招呼
[00:03:12.080 --> 00:03:15.720]  講解自己在福音信仰方面的教導
[00:03:15.720 --> 00:03:18.920]  好讓羅馬的信徒以及在羅馬的教會
[00:03:18.920 --> 00:03:20.440]  可以籌劃一下
[00:03:20.440 --> 00:03:23.640]  接待保羅和他的宣教團隊
[00:03:23.640 --> 00:03:26.280]  去到為主大大的修葛
[00:03:26.280 --> 00:03:29.920]  或者好像《少林傳》初期教會記載
[00:03:29.920 --> 00:03:31.920]  三千人、五千人信主
[00:03:31.920 --> 00:03:34.320]  或者保羅的心也不單止在羅馬
[00:03:34.320 --> 00:03:35.800]  一個帝國的首都
[00:03:35.800 --> 00:03:39.120]  也希望將這個福音帶到西班牙
[00:03:39.120 --> 00:03:41.640]  對於當時來說是地極的地方
[00:03:41.640 --> 00:03:42.960]  去到不同的大城市
[00:03:42.960 --> 00:03:44.520]  令多人歸主
[00:03:44.520 --> 00:03:48.360]  好像羅馬書最後第十五章的段落
[00:03:48.360 --> 00:03:51.960]  我設想望去西班牙時候
[00:03:51.960 --> 00:03:52.880]  可以到你們那裡
[00:03:52.880 --> 00:03:54.120]  即是羅馬教會
[00:03:54.120 --> 00:03:55.960]  盼望從你們那裡經過
[00:03:55.960 --> 00:03:57.000]  見到你們
[00:03:57.000 --> 00:03:58.520]  先與你們彼此交往
[00:03:58.520 --> 00:03:59.760]  心裡稍微滿足
[00:03:59.760 --> 00:04:01.720]  然後蒙你們頌恆
[00:04:01.720 --> 00:04:02.920]  所以在羅馬書那裡
[00:04:02.920 --> 00:04:04.840]  我們看到保羅的願景
[00:04:04.840 --> 00:04:06.120]  他的計劃
[00:04:06.120 --> 00:04:07.400]  就是跟他的宣教團隊
[00:04:07.400 --> 00:04:09.320]  報道團隊在羅馬那裡
[00:04:09.320 --> 00:04:11.280]  大大地為主作供
[00:04:11.280 --> 00:04:14.160]  就好像之前那三次的宣教旅程一樣
[00:04:14.160 --> 00:04:15.520]  去到廣傳福音
[00:04:15.520 --> 00:04:16.640]  造就信徒
[00:04:16.640 --> 00:04:18.600]  建立教會
[00:04:18.600 --> 00:04:21.400]  他有一個為主作大供的宏願
[00:04:21.400 --> 00:04:24.840]  為主多得人的雄圖偉略
[00:04:24.840 --> 00:04:27.120]  但是事情的發展是不是這樣呢?
[00:04:27.120 --> 00:04:27.960]  的確
[00:04:27.960 --> 00:04:29.920]  保羅真的去了羅馬
[00:04:29.920 --> 00:04:32.960]  神應允了保羅這方面的祈禱
[00:04:32.960 --> 00:04:38.040]  但是完全不是照保羅他心想的方式
[00:04:38.040 --> 00:04:41.760]  我們在《舍堂傳》第21章到28章裡面
[00:04:41.760 --> 00:04:43.960]  看到保羅他經歷了兩年
[00:04:43.960 --> 00:04:46.840]  非常困難和危險的境況
[00:04:46.840 --> 00:04:48.320]  在《舍堂傳》第21章那裡
[00:04:48.320 --> 00:04:52.240]  保羅被外省回到耶路撒冷的猶太人控訴
[00:04:52.240 --> 00:04:53.680]  指控他
[00:04:53.680 --> 00:04:56.000]  在各處教訓眾人
[00:04:56.000 --> 00:04:57.480]  糟践律法
[00:04:57.480 --> 00:04:59.200]  又帶外邦人進聖殿
[00:04:59.200 --> 00:05:00.760]  污穢聖地
[00:05:00.760 --> 00:05:02.720]  當然事實並不是這樣的
[00:05:02.720 --> 00:05:05.560]  但是已經足夠引起耶路撒冷的騷動
[00:05:05.560 --> 00:05:07.600]  他們甚至想要殺保羅
[00:05:07.600 --> 00:05:11.360]  甚至有人報告給千夫長說
[00:05:11.360 --> 00:05:14.080]  耶路撒冷已經整個城都亂了
[00:05:14.080 --> 00:05:15.640]  軍隊介入
[00:05:15.640 --> 00:05:18.880]  以致保羅有機會在公會面前受審
[00:05:18.880 --> 00:05:20.800]  見證基督的福音
[00:05:20.800 --> 00:05:21.640]  之後
[00:05:21.640 --> 00:05:24.040]  他也被送到凱撒利亞
[00:05:24.040 --> 00:05:26.160]  也向羅馬的巡撫
[00:05:26.160 --> 00:05:28.720]  昏封王面前陳述福音
[00:05:28.720 --> 00:05:30.400]  甚至說到阿基伯王
[00:05:30.400 --> 00:05:32.560]  差一點就信耶穌了
[00:05:32.560 --> 00:05:35.480]  當時他們也認定保羅是無罪的
[00:05:35.480 --> 00:05:38.760]  但是因為他要上訴到皇帝該撒那裡
[00:05:38.760 --> 00:05:40.960]  而新任的巡撫為了討好猶太人
[00:05:40.960 --> 00:05:44.360]  於是就將保羅囚禁差不多兩年的時間
[00:05:44.360 --> 00:05:45.120]  之後
[00:05:45.120 --> 00:05:47.320]  就將保羅和其他囚犯一起
[00:05:47.320 --> 00:05:49.320]  送船上羅馬
[00:05:49.320 --> 00:05:51.200]  在《船郎傳》第27、28章那裡
[00:05:51.200 --> 00:05:53.280]  經歷過沉船的事件
[00:05:53.280 --> 00:05:54.320]  船沉的事件
[00:05:54.320 --> 00:05:55.600]  土人的事件
[00:05:55.600 --> 00:05:57.800]  到28章終於到達羅馬了
[00:05:57.800 --> 00:05:59.720]  記載他進了羅馬城
[00:05:59.720 --> 00:06:01.560]  保羅就蒙准他
[00:06:01.560 --> 00:06:03.040]  和一個看守他的兵
[00:06:03.040 --> 00:06:04.520]  另住在一處
[00:06:04.520 --> 00:06:08.160]  並且在自己租住的房子足足兩年
[00:06:08.160 --> 00:06:11.680]  這兩年監視居住是他自己付錢的
[00:06:11.680 --> 00:06:12.960]  這個就是保羅
[00:06:12.960 --> 00:06:15.920]  他來到羅馬的過程和方式了
[00:06:15.920 --> 00:06:18.960]  並不是像過往那樣宣教團隊那樣去
[00:06:18.960 --> 00:06:21.080]  而是變成一個
[00:06:21.080 --> 00:06:22.520]  好像囚犯那樣
[00:06:22.520 --> 00:06:24.000]  要被人看守的
[00:06:24.000 --> 00:06:26.520]  當中經歷過各樣的審判
[00:06:26.520 --> 00:06:28.760]  各樣的生命危險
[00:06:28.760 --> 00:06:30.680]  才去到羅馬那裡
[00:06:30.680 --> 00:06:32.080]  這個就是保羅
[00:06:32.080 --> 00:06:33.760]  在第十二節那裡說到
[00:06:33.760 --> 00:06:36.360]  他所遭遇的事
[00:06:36.360 --> 00:06:37.960]  形勢改變了
[00:06:37.960 --> 00:06:39.400]  情況改變了
[00:06:39.400 --> 00:06:40.800]  不是按照他的計劃
[00:06:40.800 --> 00:06:42.640]  不是按照他的鴻圖大志
[00:06:42.640 --> 00:06:44.040]  他現在不再自由了
[00:06:44.040 --> 00:06:46.560]  也不知道前路如何
[00:06:46.560 --> 00:06:49.200]  但究竟保羅他有沒有停止傳福音呢?
[00:06:49.200 --> 00:06:50.680]  他有沒有灰心喪志呢?
[00:06:50.680 --> 00:06:51.640]  是沒有的
[00:06:51.640 --> 00:06:53.320]  在第十二節那裡繼續
[00:06:53.320 --> 00:06:53.960]  保羅所說
[00:06:53.960 --> 00:06:57.880]  「我所遭遇的事更是叫福音興旺」
[00:06:57.880 --> 00:06:59.960]  怎樣更加興旺呢?
[00:06:59.960 --> 00:07:01.680]  首先「興旺」這個詞
[00:07:01.680 --> 00:07:06.960]  是指前進、進展、發展、進步的意思
[00:07:06.960 --> 00:07:08.960]  在古希臘的時期
[00:07:08.960 --> 00:07:10.240]  聖經之外的文獻
[00:07:10.240 --> 00:07:11.840]  例如古希臘的名章
[00:07:11.840 --> 00:07:12.640]  文豪
[00:07:12.640 --> 00:07:14.320]  史諾芬
[00:07:14.320 --> 00:07:15.840]  用這個詞就在軍事上
[00:07:15.840 --> 00:07:18.120]  軍隊有沒有向前推進
[00:07:18.120 --> 00:07:19.680]  領土有沒有擴展
[00:07:19.680 --> 00:07:22.040]  海軍是不是在擴張之類的
[00:07:22.040 --> 00:07:24.880]  另一個圖畫就好像原本的山是沒有路的
[00:07:24.880 --> 00:07:27.240]  但軍人他披荊斬棘
[00:07:27.240 --> 00:07:28.160]  開一條路出來
[00:07:28.160 --> 00:07:30.880]  要去到目的地一樣
[00:07:30.880 --> 00:07:33.360]  那保羅怎樣用這些遭遇
[00:07:33.360 --> 00:07:37.200]  透過這些經歷來繼續推進福音呢?
[00:07:37.200 --> 00:07:38.360]  之前
[00:07:38.360 --> 00:07:40.160]  在他到羅馬城之前兩年
[00:07:40.160 --> 00:07:41.520]  他怎樣在耶路撒冷公會
[00:07:41.520 --> 00:07:44.800]  凱撒利亞巡撫和君王面前
[00:07:44.800 --> 00:07:46.080]  講解信仰
[00:07:46.080 --> 00:07:48.080]  剛才已經講過了
[00:07:48.080 --> 00:07:50.720]  多多在《使徒傳第28章》
[00:07:50.720 --> 00:07:52.240]  十七節開始那裡
[00:07:52.240 --> 00:07:54.560]  看到保羅他到了羅馬之後
[00:07:54.560 --> 00:07:55.480]  他做什麼呢?
[00:07:55.480 --> 00:07:58.200]  他就請了猶太人的首領來
[00:07:58.200 --> 00:08:00.000]  他來到就跟我們說
[00:08:00.000 --> 00:08:02.120]  弟兄們我其實沒有做過什麼
[00:08:02.120 --> 00:08:04.800]  干犯本國百姓和我們祖宗的規條的
[00:08:04.800 --> 00:08:06.640]  卻現在就被鎖綁了
