
[00:00:00.000 --> 00:00:04.380]  教會今年就是講「同心敬拜,榮神益人」
[00:00:04.380 --> 00:00:07.340]  希望我們真的在聚會中間的時候
[00:00:07.340 --> 00:00:09.340]  是有一個這樣的體驗
[00:00:09.340 --> 00:00:12.540]  這個「同心敬拜」在第一次
[00:00:12.540 --> 00:00:14.540]  我今年1月1日講的時候
[00:00:14.540 --> 00:00:16.540]  已經跟大家講過
[00:00:16.540 --> 00:00:18.540]  這個不是單單禮拜日
[00:00:18.540 --> 00:00:21.340]  一個集體的宗教行為
[00:00:21.340 --> 00:00:23.340]  這個敬拜是我們
[00:00:23.340 --> 00:00:25.340]  一生人蒙主
[00:00:26.340 --> 00:00:30.140]  因召之後我們的侍奉
[00:00:30.140 --> 00:00:32.140]  亦是我們的生活
[00:00:32.140 --> 00:00:34.140]  我們一同低頭禱告
[00:00:34.140 --> 00:00:36.140]  求祢使我們眾人在這個時刻
[00:00:36.140 --> 00:00:38.140]  口裡的言語
[00:00:38.140 --> 00:00:40.140]  心裡的意念
[00:00:40.140 --> 00:00:42.140]  都能夠蒙祢月能
[00:00:42.140 --> 00:00:44.140]  誰聽我們的禱告
[00:00:44.140 --> 00:00:46.140]  奉耶穌明智祈求
[00:00:46.140 --> 00:00:48.140]  在今天講道之先
[00:00:48.140 --> 00:00:50.140]  會跟大家看一篇詩篇
[00:00:50.140 --> 00:00:52.140]  主要大家回來
[00:00:52.140 --> 00:00:54.140]  交通是很不方便的
[00:00:54.140 --> 00:00:56.140]  尼敦道改道
[00:00:56.140 --> 00:00:58.140]  很多人說搭地鐵
[00:00:58.140 --> 00:01:00.140]  安不安全
[00:01:00.140 --> 00:01:06.140]  我不是嚇你們
[00:01:06.140 --> 00:01:08.140]  我昨天早上搭火車的時候
[00:01:08.140 --> 00:01:10.140]  進到火車卡裡面
[00:01:10.140 --> 00:01:12.140]  看看滅火筒在哪裡
[00:01:12.140 --> 00:01:16.140]  不過原來滅火筒未必有用
[00:01:16.140 --> 00:01:18.140]  因為滅火器如果是粉劑
[00:01:18.140 --> 00:01:20.140]  液劑那些
[00:01:20.140 --> 00:01:22.140]  噴人還會害到他
[00:01:22.140 --> 00:01:24.140]  唯一就是用東西蓋住他
[00:01:24.140 --> 00:01:26.140]  我看一篇詩篇
[00:01:26.140 --> 00:01:28.140]  不講其他
[00:01:28.140 --> 00:01:30.140]  一起讀
[00:01:54.140 --> 00:01:56.140]  大陽變得雙眉
[00:01:56.140 --> 00:01:58.140]  幾盞月亮變得開明
[00:01:58.140 --> 00:02:00.140]  耶和華要保護你
[00:02:00.140 --> 00:02:02.140]  面首的就是你的災難
[00:02:02.140 --> 00:02:04.140]  但要保護你的生命
[00:02:04.140 --> 00:02:06.140]  你出你入
[00:02:06.140 --> 00:02:08.140]  耶和華要保護你
[00:02:08.140 --> 00:02:10.140]  從今時到永遠
[00:02:10.140 --> 00:02:12.140]  好不好
[00:02:12.140 --> 00:02:14.140]  我真的聽你們讀得很醒神
[00:02:14.140 --> 00:02:16.140]  讀到後面那句
[00:02:16.140 --> 00:02:18.140]  你出你入
[00:02:18.140 --> 00:02:20.140]  耶和華要保護你
[00:02:20.140 --> 00:02:22.140]  從今時到永遠
[00:02:22.140 --> 00:02:24.140]  如果你每天出門之前
[00:02:24.140 --> 00:02:26.140]  將你字改成我字
[00:02:26.140 --> 00:02:28.140]  我出我入
[00:02:28.140 --> 00:02:30.140]  耶和華要保護我
[00:02:30.140 --> 00:02:32.140]  從今時到永遠
[00:02:32.140 --> 00:02:34.140]  老人家走路都是這樣
[00:02:34.140 --> 00:02:36.140]  如果用這句聖經
[00:02:36.140 --> 00:02:38.140]  跟其他
[00:02:38.140 --> 00:02:40.140]  宗教人士
[00:02:40.140 --> 00:02:42.140]  南什麼
[00:02:42.140 --> 00:02:44.140]  柯什麼
[00:02:44.140 --> 00:02:46.140]  保佑
[00:02:46.140 --> 00:02:48.140]  你一路走路
[00:02:48.140 --> 00:02:50.140]  還有
[00:02:50.140 --> 00:02:52.140]  八節改了它
[00:02:52.140 --> 00:02:54.140]  記不了那麼多
[00:02:54.140 --> 00:02:56.140]  你出你入
[00:02:56.140 --> 00:02:58.140]  耶和華要保護你
[00:02:58.140 --> 00:03:00.140]  從今時到永遠
[00:03:00.140 --> 00:03:02.140]  將它濃縮
[00:03:02.140 --> 00:03:04.140]  以萬愛你
[00:03:04.140 --> 00:03:06.140]  好不好
[00:03:06.140 --> 00:03:08.140]  所有人都說
[00:03:08.140 --> 00:03:10.140]  以萬愛你
[00:03:10.140 --> 00:03:12.140]  以萬愛你
[00:03:12.140 --> 00:03:14.140]  出飛的時候
[00:03:14.140 --> 00:03:16.140]  以萬愛你
[00:03:16.140 --> 00:03:18.140]  好不好
[00:03:18.140 --> 00:03:20.140]  大佬
[00:03:20.140 --> 00:03:22.140]  牧師教了你一招
[00:03:22.140 --> 00:03:24.140]  行了
[00:03:24.140 --> 00:03:30.140]  不過你有沒有留意一件事
[00:03:30.140 --> 00:03:32.140]  你要他保護你
[00:03:32.140 --> 00:03:34.140]  香港有些
[00:03:34.140 --> 00:03:36.140]  有錢人
[00:03:36.140 --> 00:03:38.140]  他不但
[00:03:38.140 --> 00:03:40.140]  自己出入要保鏢
[00:03:40.140 --> 00:03:42.140]  那些孫子上學都要保鏢
[00:03:42.140 --> 00:03:44.140]  是不是
[00:03:44.140 --> 00:03:46.140]  政界人物都是這樣
[00:03:46.140 --> 00:03:48.140]  請問那些人有沒有自由
[00:03:48.140 --> 00:03:50.140]  你想不想
[00:03:50.140 --> 00:03:54.140]  保護你你沒有自由你想不想
[00:03:54.140 --> 00:03:58.140]  我講這句說話
[00:03:58.140 --> 00:04:00.140]  是有意思的
[00:04:00.140 --> 00:04:02.140]  你要求他保護你
[00:04:02.140 --> 00:04:06.140]  其實講得
[00:04:06.140 --> 00:04:08.140]  白一點
[00:04:08.140 --> 00:04:10.140]  要他看著你
[00:04:10.140 --> 00:04:12.140]  講得白話一點
[00:04:12.140 --> 00:04:14.140]  他盯著你
[00:04:14.140 --> 00:04:16.140]  好聽一點他監視著你
[00:04:16.140 --> 00:04:18.140]  是不是
[00:04:18.140 --> 00:04:20.140]  是不是監視著
[00:04:20.140 --> 00:04:22.140]  夜話沒理由說
[00:04:22.140 --> 00:04:24.140]  我保護你一隻眼開一隻眼閉
[00:04:24.140 --> 00:04:26.140]  行不行
[00:04:26.140 --> 00:04:28.140]  所以你要夜話保護你
[00:04:28.140 --> 00:04:32.140]  是不是要他盯著你
[00:04:32.140 --> 00:04:34.140]  你好先叫請保護
[00:04:34.140 --> 00:04:36.140]  不然這個保鏢
[00:04:36.140 --> 00:04:38.140]  就是失效的保鏢
[00:04:38.140 --> 00:04:42.140]  不予見試探救我脫離凶惡
[00:04:42.140 --> 00:04:44.140]  其實
[00:04:44.140 --> 00:04:46.140]  他沒有叫我們試探
[00:04:46.140 --> 00:04:48.140]  是魔鬼誘惑
[00:04:48.140 --> 00:04:50.140]  我們遇到試探
[00:04:50.140 --> 00:04:52.140]  救我們脫離凶惡
[00:04:52.140 --> 00:04:54.140]  我沒有辦法可以抗拒
[00:04:54.140 --> 00:04:56.140]  那個人一定怕無神
[00:04:56.140 --> 00:04:58.140]  在那裏淋雨
[00:04:58.140 --> 00:05:00.140]  是不是
[00:05:00.140 --> 00:05:02.140]  你走走不甩的
[00:05:02.140 --> 00:05:04.140]  地鐵那麽多人那怎麽辦
[00:05:04.140 --> 00:05:06.140]  你是不是要他保護
[00:05:06.140 --> 00:05:08.140]  既然要他保護的話
[00:05:08.140 --> 00:05:10.140]  你有沒有留意到
[00:05:10.140 --> 00:05:12.140]  你是需要被他監視著
[00:05:12.140 --> 00:05:14.140]  我講得特別像操作一樣
[00:05:14.140 --> 00:05:18.140]  你真的在只有
[00:05:18.140 --> 00:05:20.140]  基督裏面的自由
[00:05:20.140 --> 00:05:22.140]  你不可以自把自為
[00:05:22.140 --> 00:05:24.140]  來到教會聚會的時候
[00:05:24.140 --> 00:05:26.140]  聽到就聽到
[00:05:26.140 --> 00:05:28.140]  已經告訴你
[00:05:28.140 --> 00:05:30.140]  手機關了要關掉
[00:05:30.140 --> 00:05:32.140]  但有人可以在那裏
[00:05:32.140 --> 00:05:34.140]  看手機
[00:05:34.140 --> 00:05:36.140]  你猜誰看到你
[00:05:36.140 --> 00:05:38.140]  莫斯嘉讓你看到
[00:05:38.140 --> 00:05:40.140]  我怎麽看得到你
[00:05:40.140 --> 00:05:42.140]  原來我們上面
[00:05:42.140 --> 00:05:44.140]  有個控制室
[00:05:44.140 --> 00:05:46.140]  坐在上面
[00:05:46.140 --> 00:05:48.140]  那些人以為沒人看到他
[00:05:48.140 --> 00:05:50.140]  那麽高
[00:05:50.140 --> 00:05:52.140]  怎麽後面看到你就看手機
[00:05:52.140 --> 00:05:54.140]  人都看到你了
[00:05:54.140 --> 00:05:56.140]  你當上帝罵嗎
[00:05:56.140 --> 00:06:00.140]  你知不知道我在講什麽
[00:06:00.140 --> 00:06:04.140]  同心敬拜
[00:06:04.140 --> 00:06:06.140]  是一同的敬拜
[00:06:06.140 --> 00:06:08.140]  頂梓梅
[00:06:08.140 --> 00:06:10.140]  所以我那天
[00:06:10.140 --> 00:06:12.140]  隨即打電話給
[00:06:12.140 --> 00:06:14.140]  我認識的人
[00:06:14.140 --> 00:06:16.140]  我剛剛離開地鐵站
