
[00:00:00.000 --> 00:00:03.520]  「天父從天上開聲說話」
[00:00:03.520 --> 00:00:07.320]  在聖經的福音書裡有三個場景
[00:00:07.320 --> 00:00:08.520]  第一個你很熟悉的
[00:00:08.520 --> 00:00:10.180]  是耶穌的洗禮
[00:00:10.180 --> 00:00:11.940]  聖靈降臨在祂身上
[00:00:11.940 --> 00:00:15.280]  和今天其中一句很相同、很類似
[00:00:15.280 --> 00:00:19.200]  兩幕的場景都是記載在三卷的福音書
[00:00:19.200 --> 00:00:20.340]  《婦女福音》裡
[00:00:20.340 --> 00:00:23.240]  《馬太》、《馬可》、《路加》
[00:00:23.240 --> 00:00:25.000]  而另外一個場景
[00:00:25.000 --> 00:00:28.400]  只記載在《約翰福音》第十二章
[00:00:28.400 --> 00:00:31.560]  講到耶穌騎驢進城
[00:00:31.560 --> 00:00:34.960]  進入耶路撒冷之後發生的
[00:00:34.960 --> 00:00:38.740]  三句的說話都是從天而來的聲音
[00:00:38.740 --> 00:00:42.760]  不過只有今天我們所看的《路加福音》這裡
[00:00:42.760 --> 00:00:48.600]  是天父對門徒直接的話
[00:00:48.600 --> 00:00:49.600]  如果是這樣
[00:00:49.600 --> 00:00:54.600]  亦包括直接對我們今天在讀福音書的人
[00:00:54.600 --> 00:00:57.880]  每一個人直接的命令
[00:00:57.880 --> 00:00:59.440]  天父的說話是
[00:00:59.440 --> 00:01:01.440]  「這是我的兒子
[00:01:01.440 --> 00:01:03.340]  我所揀選的
[00:01:03.340 --> 00:01:06.160]  你們要聽從他」
[00:01:06.160 --> 00:01:09.560]  今天我們會透過這一節的經文
[00:01:09.560 --> 00:01:12.980]  來看登山變象這個記載
[00:01:12.980 --> 00:01:17.760]  和你和我在今天的生活當中有什麼意義
[00:01:17.760 --> 00:01:19.920]  我們先一起禱告
[00:01:19.920 --> 00:01:21.760]  天父上帝
[00:01:21.760 --> 00:01:23.560]  當我們要去聽
[00:01:23.560 --> 00:01:26.680]  求祢開我們心裡的耳朵
[00:01:26.680 --> 00:01:27.960]  聽得見
[00:01:27.960 --> 00:01:29.520]  願意遵行
[00:01:29.520 --> 00:01:31.280]  亦都能夠明白
[00:01:31.280 --> 00:01:32.280]  多謝祢
[00:01:32.280 --> 00:01:33.680]  祈禱奉主耶穌基督
[00:01:33.680 --> 00:01:35.160]  得聖明子祈求
[00:01:35.160 --> 00:01:36.160]  阿門
[00:01:36.160 --> 00:01:39.480]  剛才說過
[00:01:39.480 --> 00:01:42.000]  三卷的《婦女福音》都有報導
[00:01:42.000 --> 00:01:45.000]  今天的這一件登山變象的事情
[00:01:45.000 --> 00:01:46.520]  不過在今天的經文當中
[00:01:46.520 --> 00:01:47.960]  《路加》的記載
[00:01:47.960 --> 00:01:52.040]  亦有很多是獨家的記載
[00:01:52.040 --> 00:01:53.920]  在二十八節的一開頭
[00:01:53.920 --> 00:01:55.880]  說了這些話以後
[00:01:55.880 --> 00:01:57.360]  哪些話呢?
[00:01:57.360 --> 00:01:58.600]  看看前面
[00:01:58.600 --> 00:02:00.720]  十八到二十七節
[00:02:00.720 --> 00:02:02.960]  就是耶穌問門徒
[00:02:02.960 --> 00:02:04.760]  「你們說我是誰?」
[00:02:04.760 --> 00:02:07.080]  上星期的講道經文
[00:02:07.080 --> 00:02:09.480]  彼得就認耶穌為基督
[00:02:09.480 --> 00:02:13.240]  然後耶穌立刻就把注意力轉向
[00:02:13.240 --> 00:02:16.240]  他即將要面對的苦難
[00:02:16.240 --> 00:02:18.320]  受苦、受氣絕
[00:02:18.320 --> 00:02:19.920]  被釘在十字架
[00:02:19.920 --> 00:02:21.400]  第三天復活
[00:02:21.400 --> 00:02:23.520]  進而說到每一個跟隨他的門徒
[00:02:23.520 --> 00:02:26.000]  都要揹十字架來跟隨
[00:02:26.000 --> 00:02:27.400]  即是說這個主題
[00:02:27.400 --> 00:02:33.600]  是一路帶著來到一個多星期後的這一幕
[00:02:33.600 --> 00:02:35.520]  《路加》說若有八天
[00:02:35.520 --> 00:02:37.000]  亦是特別的
[00:02:37.000 --> 00:02:40.760]  如果你翻查過馬太、馬可同一段的記載
[00:02:40.760 --> 00:02:42.480]  你會發現另外兩卷的《婦音書》
[00:02:42.480 --> 00:02:45.280]  是寫著過了六天
[00:02:45.280 --> 00:02:48.240]  這裡寫八天
[00:02:48.240 --> 00:02:50.440]  其中當中有一個字是重要的
[00:02:50.440 --> 00:02:52.560]  「若」
[00:02:52.560 --> 00:02:55.680]  《路加》就是將原本過了六天的實際日數
[00:02:55.680 --> 00:02:58.400]  擴展到八這個數字
[00:02:58.400 --> 00:03:03.560]  加上後來彼得的說話裡說的三個帳篷
[00:03:03.560 --> 00:03:06.080]  就讓當時的人理解到
[00:03:06.080 --> 00:03:10.720]  這裡是暗示著為期八天的「住鵬節」
[00:03:10.720 --> 00:03:12.160]  以色列人慶祝
[00:03:12.160 --> 00:03:16.960]  紀念上帝介入拯救他們的大日子
[00:03:16.960 --> 00:03:18.600]  在當時的時代的人
[00:03:18.600 --> 00:03:20.640]  亦更加藉著這個「住鵬節」
[00:03:20.640 --> 00:03:24.120]  去盼望微塞亞的快點來臨
[00:03:24.120 --> 00:03:24.880]  看到嗎?
[00:03:24.880 --> 00:03:29.840]  又是勾著在耶穌基督的主題上
[00:03:29.840 --> 00:03:31.600]  耶穌戴著三目瞞徒上山
[00:03:31.600 --> 00:03:35.240]  發生的事大概你也很有印象
[00:03:35.240 --> 00:03:37.080]  說祂發光
[00:03:37.080 --> 00:03:38.840]  祂的臉改變了
[00:03:38.840 --> 00:03:41.200]  衣服也變得很光
[00:03:41.200 --> 00:03:43.720]  原本的文字可以這樣翻譯
[00:03:43.720 --> 00:03:46.200]  祂的容貌變化了
[00:03:46.200 --> 00:03:52.280]  並祂的衣服潔白、光亮如閃電
[00:03:52.280 --> 00:03:54.560]  你試過有時候拍照
[00:03:54.560 --> 00:03:56.280]  有個人拿著一部很大的相機
[00:03:56.280 --> 00:03:58.400]  上面有一個很大的閃光燈
[00:03:58.400 --> 00:04:01.600]  放到你頭上前面一拍
[00:04:01.600 --> 00:04:03.760]  你突然覺得眼前一白
[00:04:03.760 --> 00:04:06.360]  閉上眼那些光還在眼底
[00:04:06.360 --> 00:04:07.840]  大概就是這樣
[00:04:07.840 --> 00:04:12.440]  那種閃亮、那種刺眼、那種光芒
[00:04:12.440 --> 00:04:15.800]  登山變象的圖畫實在很奇特
[00:04:15.800 --> 00:04:17.880]  是不是耶穌看到門徒
[00:04:17.880 --> 00:04:20.920]  聽見祂說人子要受苦受死
[00:04:20.920 --> 00:04:24.480]  人人都要揹著十字架來跟從祂
[00:04:24.480 --> 00:04:26.160]  那些門徒是不是很動搖呢?
[00:04:26.160 --> 00:04:27.400]  又不是很明白
[00:04:27.400 --> 00:04:29.960]  那就快點戴三個入室弟子
[00:04:29.960 --> 00:04:31.520]  辯一辯給你看
[00:04:31.520 --> 00:04:33.960]  加強大家的信心
[00:04:33.960 --> 00:04:36.320]  是不是這樣呢?
[00:04:36.320 --> 00:04:38.440]  小時候聽道
[00:04:38.440 --> 00:04:40.880]  聽過一個傳道人這樣說
[00:04:40.880 --> 00:04:43.080]  有一個人他信了主之後
[00:04:43.080 --> 00:04:47.400]  很想親眼見到主的同在
[00:04:47.400 --> 00:04:48.360]  他不斷去祈禱
[00:04:48.360 --> 00:04:49.200]  不斷去等待
[00:04:49.200 --> 00:04:51.320]  終於有一晚他半夜醒來
[00:04:51.320 --> 00:04:55.520]  在黑夜之中望出他屋外的一幅牆
[00:04:55.520 --> 00:04:59.040]  牆上投射了一個很光的十字架形象
[00:04:59.040 --> 00:05:01.200]  他「哈利路亞」讚美主
[00:05:01.200 --> 00:05:02.880]  年紀小小的我
[00:05:02.880 --> 00:05:05.280]  都很羨慕這個特別的經歷
[00:05:05.280 --> 00:05:06.920]  於是一連幾晚睡到半夜
[00:05:06.920 --> 00:05:08.200]  我都要睜大眼睛起來
[00:05:08.200 --> 00:05:09.680]  望一望自己外面的窗戶
[00:05:09.680 --> 00:05:11.960]  外面有沒有一個十字架的光影
[00:05:11.960 --> 00:05:15.320]  嘩!是沒有的
[00:05:15.320 --> 00:05:18.480]  這些可能都是我們有過的心態
[00:05:18.480 --> 00:05:19.880]  你或者會羨慕一些人的
[00:05:19.880 --> 00:05:21.720]  屬靈的高峰的經歷
[00:05:21.720 --> 00:05:24.720]  好奇異的遭遇
[00:05:24.720 --> 00:05:26.160]  這一道登山變象
[00:05:26.160 --> 00:05:28.840]  似乎是這一種的經歷
[00:05:28.840 --> 00:05:31.360]  不過路加在他的記載裡面
[00:05:31.360 --> 00:05:34.520]  卻不是說耶穌怎樣去展現他的神力
[00:05:34.520 --> 00:05:37.000]  展現他那種神聖
[00:05:37.000 --> 00:05:39.800]  以至加強門徒的信心
[00:05:39.800 --> 00:05:42.560]  耶穌不是用來這樣做的
[00:05:42.560 --> 00:05:43.600]  你留意看清楚
[00:05:43.600 --> 00:05:46.320]  經文二十八和二十九節
[00:05:46.320 --> 00:05:51.760]  同樣重覆了「禱告」這個字
[00:05:51.760 --> 00:05:52.720]  當提到變象
[00:05:52.720 --> 00:05:56.040]  耶穌發光連衣服都變得閃電潔白
[00:05:56.040 --> 00:06:00.760]  卻強調是在祂禱告的時候
[00:06:00.760 --> 00:06:09.000]  所以我們不要錯過了這個重點
[00:06:09.000 --> 00:06:10.000]  後來天父說
[00:06:10.000 --> 00:06:12.160]  「這是我的兒子」
[00:06:12.160 --> 00:06:12.640]  是的
[00:06:12.640 --> 00:06:16.200]  神的兒子耶穌基督都上上禱告
[00:06:16.200 --> 00:06:17.560]  你呢?
[00:06:17.560 --> 00:06:18.840]  為什麼要祈禱?
[00:06:18.840 --> 00:06:21.200]  我們有困難會祈禱的
[00:06:21.200 --> 00:06:23.000]  作為神的兒子
[00:06:23.000 --> 00:06:25.720]  會怎樣祈禱呢?
[00:06:25.720 --> 00:06:27.640]  我自己孩子小的時候
[00:06:27.640 --> 00:06:31.000]  臨睡總是有很多要求的
[00:06:31.000 --> 00:06:32.760]  「爸爸,很冷啊」
[00:06:32.760 --> 00:06:34.560]  那就蓋上被子吧
[00:06:34.560 --> 00:06:35.880]  「爸爸,很熱啊」
[00:06:35.880 --> 00:06:38.160]  那你脫下衣服吧
[00:06:38.160 --> 00:06:39.400]  「爸爸,很癢啊」
[00:06:39.400 --> 00:06:41.600]  那就塗點潤膚膏吧
[00:06:41.600 --> 00:06:42.640]  「爸爸,很害怕啊」
[00:06:42.640 --> 00:06:43.760]  怕黑啊
[00:06:43.760 --> 00:06:46.120]  那我們陪你一會吧
[00:06:46.120 --> 00:06:47.080]  孩子有困難
[00:06:47.080 --> 00:06:49.120]  很自然就呼求求救
[00:06:49.120 --> 00:06:52.120]  希望爸爸幫他解決
[00:06:52.120 --> 00:06:53.200]  最近有一次
[00:06:53.200 --> 00:06:55.400]  也是孩子差不多睡覺的時間
[00:06:55.400 --> 00:06:56.840]  剛剛我回到家裡
[00:06:56.840 --> 00:06:58.000]  洗好澡了
[00:06:58.000 --> 00:06:59.480]  師母就跟我說
[00:06:59.480 --> 00:07:01.240]  「兒子叫你啊」
[00:07:01.240 --> 00:07:03.680]  我就走到她的床邊
[00:07:03.680 --> 00:07:05.600]  一路走的時候我就猜
[00:07:05.600 --> 00:07:07.240]  這次是熱啊
[00:07:07.240 --> 00:07:08.000]  冷啊
[00:07:08.000 --> 00:07:08.640]  癢啊
[00:07:08.640 --> 00:07:10.560]  還是黑呢?
[00:07:10.560 --> 00:07:12.360]  進去見到她
[00:07:12.360 --> 00:07:14.360]  她就說「來吧」
[00:07:14.360 --> 00:07:16.640]  好,我就坐在她的床邊
[00:07:16.640 --> 00:07:18.320]  然後她跟我說
[00:07:18.320 --> 00:07:21.960]  「爸爸,你今天怎麼樣?」
[00:07:21.960 --> 00:07:25.200]  她不是向我要求求助
[00:07:25.200 --> 00:07:27.240]  或者問我要什麼
[00:07:27.240 --> 00:07:30.040]  她是很希望跟我聊聊天
[00:07:30.040 --> 00:07:32.040]  跟我一起
[00:07:32.040 --> 00:07:32.880]  天父說
[00:07:32.880 --> 00:07:35.560]  「這是我的兒子」
[00:07:35.560 --> 00:07:38.680]  作為神的兒子耶穌會祈禱的
[00:07:38.680 --> 00:07:39.600]  祂要祈禱的
[00:07:39.600 --> 00:07:41.080]  祂上上祈禱的
[00:07:41.080 --> 00:07:45.720]  那麼我們作為天父的兒女
[00:07:45.720 --> 00:07:48.080]  我們的祈禱生活怎麼樣?
[00:07:48.080 --> 00:07:51.120]  我們會不會漸漸忘記了天父本身?
[00:07:51.120 --> 00:07:52.360]  我們在祈禱裡
[00:07:52.360 --> 00:07:56.120]  只是希望從天父身上得到一個答案
[00:07:56.120 --> 00:07:58.120]  找到一條出路
[00:07:58.120 --> 00:08:00.120]  幫我決定一件事
[00:08:00.120 --> 00:08:01.800]  幫我解決一個困難
[00:08:01.800 --> 00:08:02.960]  得到解救
[00:08:02.960 --> 00:08:05.640]  甚至有些祈願呢?
[00:08:05.640 --> 00:08:09.760]  抑或我們是以天父為慈愛的父親
[00:08:09.760 --> 00:08:12.400]  享受跟祂一起的時間
[00:08:12.400 --> 00:08:14.800]  想天父所想的
[00:08:14.800 --> 00:08:17.600]  能夠享受祂的同在呢?
[00:08:17.600 --> 00:08:18.240]  所以弟兄姊妹
[00:08:18.240 --> 00:08:21.600]  讓我們不求屬靈的祈禱
[00:08:21.600 --> 00:08:26.400]  而是尋求天父的同在
[00:08:26.400 --> 00:08:29.560]  登山變相的第二件奇特的事情
[00:08:29.560 --> 00:08:32.440]  就是有兩個舊約的偉人
[00:08:32.440 --> 00:08:34.840]  突然出現
[00:08:34.840 --> 00:08:37.920]  三十節提到摩西和以利亞出現了
[00:08:37.920 --> 00:08:39.520]  跟耶穌聊天
[00:08:39.520 --> 00:08:41.800]  為什麼他們兩個呢?
[00:08:41.800 --> 00:08:43.800]  摩西我們就明白了
[00:08:43.800 --> 00:08:47.160]  他曾經在聖乃山上得到上帝的啟示
[00:08:47.160 --> 00:08:49.000]  上帝單獨跟他見面
[00:08:49.000 --> 00:08:50.720]  他見完上帝之後
[00:08:50.720 --> 00:08:51.920]  面容又發光
[00:08:51.920 --> 00:08:53.600]  就好像今天一樣
[00:08:53.600 --> 00:08:56.240]  耶穌的情況
[00:08:56.240 --> 00:09:00.600]  但是更重要的細節是在第三十一節
[00:09:00.600 --> 00:09:02.640]  我請你幫我讀第三十一節
[00:09:02.640 --> 00:09:03.920]  預備起
[00:09:03.920 --> 00:09:07.200]  「他們在榮光裡見面
[00:09:07.200 --> 00:09:09.880]  談論他去世的事
[00:09:09.880 --> 00:09:14.520]  就似他在耶路撒冷相遇的奇蹟」
[00:09:14.520 --> 00:09:18.080]  這裡再一次是路加的獨家報導
[00:09:18.080 --> 00:09:21.280]  「談論他去世的事」
[00:09:21.280 --> 00:09:24.320]  「去世的事」原本的文字是Exodus
[00:09:24.320 --> 00:09:25.560]  這個字你也知道
[00:09:25.560 --> 00:09:28.200]  是出埃及的專有名詞
[00:09:28.200 --> 00:09:29.560]  路加形容
[00:09:29.560 --> 00:09:32.680]  他們兩個是來跟耶穌談論
[00:09:32.680 --> 00:09:36.600]  他出埃及的大計劃
[00:09:36.600 --> 00:09:40.520]  就是他在耶路撒冷將要完成的
[00:09:40.520 --> 00:09:42.280]  他的受難、受死、復活
[00:09:42.280 --> 00:09:44.400]  就是上帝要介入這個末世
[00:09:44.400 --> 00:09:46.840]  拯救百姓的大計劃
[00:09:46.840 --> 00:09:50.640]  就好像古時的出埃及一樣
[00:09:50.640 --> 00:09:52.040]  摩西出現就可以了
[00:09:52.040 --> 00:09:56.080]  那為什麼要以利亞呢?
[00:09:56.080 --> 00:09:57.840]  大概就是路加本來在上文
[00:09:57.840 --> 00:09:59.360]  已經不斷提到以利亞
[00:09:59.360 --> 00:10:01.800]  上一段已經有兩次出現
[00:10:01.800 --> 00:10:04.200]  這裡將摩西和以利亞並列
[00:10:04.200 --> 00:10:06.240]  更加說明他們在舊約裡面
[00:10:06.240 --> 00:10:07.960]  都有很同等的份量
[00:10:07.960 --> 00:10:10.600]  他們同樣在跟上帝有相遇的經歷
[00:10:10.600 --> 00:10:13.160]  親眼見證過上帝的榮耀
[00:10:13.160 --> 00:10:14.600]  也在低沉的時候
[00:10:14.600 --> 00:10:17.280]  得到上帝跟他們直接的對話
[00:10:17.280 --> 00:10:19.360]  上帝也以非比尋常的方式
[00:10:19.360 --> 00:10:21.520]  帶他們離開人世
[00:10:21.520 --> 00:10:22.600]  更重要的是
[00:10:22.600 --> 00:10:23.520]  耶穌在這一刻
[00:10:23.520 --> 00:10:26.920]  他即將要承傳整本的舊約裡面
[00:10:26.920 --> 00:10:29.240]  摩西所代表的律法
[00:10:29.240 --> 00:10:32.960]  和以利亞所代表的先知裡面的應許
[00:10:32.960 --> 00:10:34.320]  耶穌就是要實現這個
[00:10:34.320 --> 00:10:37.040]  摩西拯救的大計
[00:10:37.040 --> 00:10:38.560]  當天父說
[00:10:38.560 --> 00:10:41.880]  「這是我所揀選的」
[00:10:41.880 --> 00:10:43.960]  耶穌就在這個關鍵時刻
[00:10:43.960 --> 00:10:45.440]  祂被揀選的時候
[00:10:45.440 --> 00:10:48.960]  祂要去履行上帝給祂的使命
[00:10:48.960 --> 00:10:50.040]  祂怎樣呢?
[00:10:50.040 --> 00:10:51.880]  祂是祈禱
[00:10:51.880 --> 00:10:53.080]  我們從類似的場景
[00:10:53.080 --> 00:10:54.600]  赫西瑪利云的禱告
[00:10:54.600 --> 00:10:56.800]  我們大約聽得到
[00:10:56.800 --> 00:10:59.960]  耶穌在禱告裡面可能的內容
[00:10:59.960 --> 00:11:01.600]  你記得在赫西瑪利云那一次
[00:11:01.600 --> 00:11:04.400]  也是帶著這三個門徒上山的
[00:11:04.400 --> 00:11:05.440]  所以你可以推論到
[00:11:05.440 --> 00:11:07.960]  耶穌為什麼要上山祈禱
[00:11:07.960 --> 00:11:10.800]  耶穌面前的這個出埃及的路線
[00:11:10.800 --> 00:11:13.240]  是很崎嶇、很艱難
[00:11:13.240 --> 00:11:15.400]  祂要上耶路撒冷去受苦
[00:11:15.400 --> 00:11:17.000]  避氣絕壽死
[00:11:17.000 --> 00:11:18.480]  這些挑戰和苦難
[00:11:18.480 --> 00:11:21.880]  不是人容易承受的
[00:11:21.880 --> 00:11:23.400]  而我所揀選的
[00:11:23.400 --> 00:11:25.280]  在這裡我也打了出來
[00:11:25.280 --> 00:11:26.400]  上帝的說話
[00:11:26.400 --> 00:11:27.920]  其實是引述了
[00:11:27.920 --> 00:11:30.240]  以塞瓦書四十二章一節
[00:11:30.240 --> 00:11:31.480]  「看那我的僕人」
[00:11:31.480 --> 00:11:32.480]  什麼僕人呢?
[00:11:32.480 --> 00:11:34.280]  受苦的僕人
[00:11:34.280 --> 00:11:36.880]  是我扶持所揀選的
[00:11:36.880 --> 00:11:40.360]  心裡所喜悅的
[00:11:40.360 --> 00:11:44.000]  耶穌祂要即將經歷的苦難
[00:11:44.000 --> 00:11:46.400]  在天賦雲彩裡面的聲音
[00:11:46.400 --> 00:11:47.960]  再一次去肯定
[00:11:47.960 --> 00:11:52.640]  祂就是要踏上這個被揀選的十家路
[00:11:52.640 --> 00:11:54.520]  所以耶穌會祈禱的
[00:11:54.520 --> 00:11:55.760]  祂需要祈禱的
[00:11:55.760 --> 00:11:57.760]  祂常常祈禱
[00:11:57.760 --> 00:12:00.560]  祂希望不跟祂的意思
[00:12:00.560 --> 00:12:03.280]  而是跟天賦的意思
[00:12:03.280 --> 00:12:05.160]  那為什麼有兩個人要出現
[00:12:05.160 --> 00:12:07.480]  和祂談出埃及的事呢?
[00:12:07.480 --> 00:12:09.120]  剛才再提
[00:12:09.120 --> 00:12:10.760]  就是說當耶穌祈禱的時候
[00:12:10.760 --> 00:12:11.880]  祂就要畏著面前
[00:12:11.880 --> 00:12:14.440]  上耶路撒冷的這件事
[00:12:14.440 --> 00:12:16.440]  天賦藉著摩西和以利亞
[00:12:16.440 --> 00:12:17.880]  在榮光裡面的顯現
[00:12:17.880 --> 00:12:19.720]  和耶穌去討論
[00:12:19.720 --> 00:12:22.040]  去討論整個舊約
[00:12:22.040 --> 00:12:24.320]  指向耶穌的是什麼
[00:12:24.320 --> 00:12:31.400]  應該怎樣去完成這條被揀選的十家路
[00:12:31.400 --> 00:12:35.200]  蒙揀選這條路是不容易走的
