
[00:00:00.000 --> 00:00:05.580]  我張爺說:常常擺在我面前,因他葬在右邊,我便不知搖動。
[00:00:05.580 --> 00:00:07.580]  今日是一個主題
[00:00:07.580 --> 00:00:09.920]  新一年裏面我們有新的故事
[00:00:09.920 --> 00:00:13.300]  人生裏面有時有些變局是自己想變
[00:00:13.300 --> 00:00:16.200]  有些變動是外在環境變了
[00:00:16.200 --> 00:00:18.560]  有些是突然的事情來到
[00:00:18.560 --> 00:00:21.640]  人生裏面有很多未知數是預不到
[00:00:21.640 --> 00:00:23.840]  有些未知數都是感恩的
[00:00:23.840 --> 00:00:25.840]  或者是新的環境
[00:00:25.840 --> 00:00:30.160]  記得剛到數碼會遇到一對姐妹,那時為了證婚
[00:00:30.160 --> 00:00:35.240]  太太懷了很大的胎兒到數碼會拍照
[00:00:35.240 --> 00:00:39.840]  過了數碼會沒多久就WhatsApp了我生了
[00:00:39.840 --> 00:00:41.840]  有新的故事
[00:00:41.840 --> 00:00:46.000]  有BB的家庭和沒有BB的家庭是很不同的家庭
[00:00:46.000 --> 00:00:49.280]  是一個新的故事,新年裏面新一頁
[00:00:49.280 --> 00:00:55.040]  但有時新一年裏面可能有新的故事,新的挑戰
[00:00:55.040 --> 00:00:57.040]  傳到出一段說話
[00:00:57.040 --> 00:01:00.720]  各樣事務成就都有時候和定理
[00:01:00.720 --> 00:01:04.000]  因為人的苦難重壓在他身上
[00:01:04.000 --> 00:01:06.240]  他不知道將來的事
[00:01:06.240 --> 00:01:09.760]  因為將來如何誰能告訴他呢?
[00:01:09.760 --> 00:01:12.160]  前面的事我們真的不知道
[00:01:12.160 --> 00:01:16.520]  剛剛星期五晚去我一個同工
[00:01:16.520 --> 00:01:19.200]  有一個舊同學的媽媽的安息禮拜
[00:01:19.200 --> 00:01:24.040]  她媽媽在家裏很勤力的侍奉工作
[00:01:24.040 --> 00:01:27.080]  去廚房煮東西,煮著煮著就暈倒在廚房
[00:01:27.080 --> 00:01:29.680]  家裏是不知道的,因為在外面
[00:01:29.680 --> 00:01:34.000]  回到家裏媽媽暈倒已經去世了,叫救護車
[00:01:34.000 --> 00:01:37.080]  雖然是突然,但也有平安
[00:01:37.080 --> 00:01:42.040]  但有時生命裏面有些突然的事是我們想不到就發生
[00:01:42.040 --> 00:01:46.120]  剛剛在Facebook看了一個舊學生
[00:01:46.120 --> 00:01:48.120]  是另一個教會的傳導人
[00:01:48.120 --> 00:01:52.200]  他隔壁的中學有幾個教育學校中二有人跳樓
[00:01:52.200 --> 00:01:55.160]  跳樓之後有很多的跟進
[00:01:55.160 --> 00:01:57.360]  他們作為傳導人都是很多的服侍
[00:01:57.360 --> 00:02:02.040]  突然間新年裏面有新的挑戰,新的工作
[00:02:02.040 --> 00:02:04.320]  我不知道新的一年裏面大家會是怎樣
[00:02:04.320 --> 00:02:08.440]  在教會裏面有些人可能是轉了班
[00:02:08.440 --> 00:02:11.560]  有些人轉了組,有些人有新的崗位
[00:02:11.560 --> 00:02:15.400]  剛剛選了一些新的部員或者新的職員等等的情況
[00:02:15.400 --> 00:02:19.120]  我們都有很多不同的工作在侍奉裏面的變化
[00:02:19.120 --> 00:02:23.480]  人生裏面,在變化裏面你是採取甚麼的生命態度呢?
[00:02:23.480 --> 00:02:27.840]  死刑裏面我濃縮講了三個不同的態度
[00:02:27.840 --> 00:02:31.640]  其中第一個態度就是一個我稱為「一腳踏兩船」
[00:02:31.640 --> 00:02:36.240]  是靠多變的環境那種的態度
[00:02:36.240 --> 00:02:39.720]  其中在詩篇第30篇第5到第7節
[00:02:39.720 --> 00:02:41.920]  大家一起讀吧,1,2,3
[00:02:41.920 --> 00:02:45.560]  因為他的怒氣不過是轉眼之間
[00:02:45.560 --> 00:02:48.320]  他的恩典乃是一生之久
[00:02:48.320 --> 00:02:52.520]  一叔雖然有哭泣,早晨便必歡呼
[00:02:52.520 --> 00:02:57.600]  至於我,我凡事平說,我永不動搖
[00:02:57.600 --> 00:03:00.400]  特別是一句話,我凡事平順的時候
[00:03:00.400 --> 00:03:02.920]  我就說我永不動搖
[00:03:02.920 --> 00:03:05.680]  原來表達在我亨通的時候
[00:03:05.680 --> 00:03:08.480]  我覺得我很棒,我就不害怕
[00:03:08.480 --> 00:03:11.040]  我不會被動搖
[00:03:11.040 --> 00:03:15.920]  但死刑接著就說,你掩了面我就驚慌
[00:03:15.920 --> 00:03:19.920]  我在大衛生平當他最平順的時候
[00:03:19.920 --> 00:03:22.640]  其中一幕就是太陽平西的時候
[00:03:22.640 --> 00:03:25.320]  他懶懶行行的時候,見到一個女士
[00:03:25.320 --> 00:03:28.840]  後來犯了錯,後來就有很多的動搖
[00:03:28.840 --> 00:03:31.720]  人生裏面甚麼叫做一個平穩
[00:03:31.720 --> 00:03:33.640]  而一個神喜悅的生命
[00:03:33.640 --> 00:03:37.080]  有些人以為就是靠我今天學了多少
[00:03:37.080 --> 00:03:41.440]  我的環境多順利,我升了職,我的金錢
[00:03:41.440 --> 00:03:44.640]  但可能一下子這些都可能沒有了
[00:03:44.640 --> 00:03:47.960]  人生的變化不是我們控制的
[00:03:47.960 --> 00:03:49.840]  前一陣子看過一個新聞
[00:03:49.840 --> 00:03:53.440]  說到NBA的球星Gobey Byron
[00:03:53.440 --> 00:03:57.120]  他受了傷,用了半年裏面不斷操練
[00:03:57.120 --> 00:03:59.600]  看到他很努力地操練,出場
[00:03:59.600 --> 00:04:03.880]  想著簽約兩年可以再打,希望拿冠軍等等
[00:04:03.880 --> 00:04:07.360]  打了幾場,又跌倒,又摔傷
[00:04:07.360 --> 00:04:08.920]  或者這個摔傷有些人懷疑
[00:04:08.920 --> 00:04:13.960]  他整個人生籃球的生命會不會停止
[00:04:13.960 --> 00:04:17.720]  當時有一個很出名的籃球明星
[00:04:17.720 --> 00:04:23.720]  LeBron James,一個熱火隊的明星說
[00:04:23.720 --> 00:04:26.360]  其實我也不知道將來打到多久
[00:04:26.360 --> 00:04:29.920]  上面要停,可能沒得打了
[00:04:29.920 --> 00:04:32.560]  人生無論有多厲害
[00:04:32.560 --> 00:04:34.160]  前面的路是怎樣
[00:04:34.160 --> 00:04:37.400]  其實真的不是真正控制我們手中
[00:04:37.400 --> 00:04:41.560]  所以詩篇有句說話很有意思
[00:04:41.560 --> 00:04:44.240]  「我的時間在你手中」
[00:04:44.240 --> 00:04:48.080]  英文說My times are in your hands
[00:04:48.080 --> 00:04:49.840]  我們應該怎樣去做
[00:04:49.840 --> 00:04:51.800]  應該怎樣遭遇甚麼事情
[00:04:51.800 --> 00:04:54.360]  我們都有我們的盡力,我們的計劃
[00:04:54.360 --> 00:04:55.960]  但如果你以為你的計劃
[00:04:55.960 --> 00:04:59.880]  你的財資、你的金錢是能夠保守你的話
[00:04:59.880 --> 00:05:02.080]  可能你很快就會落空
[00:05:02.080 --> 00:05:06.080]  今次聖誕我相對沒有忙
[00:05:06.080 --> 00:05:08.680]  明天就去北京
[00:05:08.680 --> 00:05:12.720]  避免開始忙碌一段時間,有很多出出
[00:05:12.720 --> 00:05:14.600]  自己都有面對前面的路
[00:05:14.600 --> 00:05:16.160]  不知道你又會怎樣
[00:05:16.160 --> 00:05:18.280]  人生裏面提醒就是
[00:05:18.280 --> 00:05:20.240]  有些人永不動搖
[00:05:20.240 --> 00:05:23.600]  他的把握是按照他的環境
[00:05:23.600 --> 00:05:25.880]  但另一批人就更恐怖
[00:05:25.880 --> 00:05:29.520]  另一批人我形容是那些目中無神
[00:05:29.520 --> 00:05:31.440]  目中無人的人
[00:05:31.440 --> 00:05:33.360]  他是不擇手段的人
[00:05:33.360 --> 00:05:36.000]  在這個過年的時間
[00:05:36.000 --> 00:05:39.080]  尤其是將來我們很快經過舊曆年的時間
[00:05:39.080 --> 00:05:42.600]  很多這些風水、命理、迷信的學說
[00:05:42.600 --> 00:05:50.200]  就會充斥這些報章、雜誌、電視機等等的情況
[00:05:50.200 --> 00:05:52.840]  聖經裏面提醒有些人他覺得自己不動搖
[00:05:52.840 --> 00:05:57.160]  因為覺得他有很多手段、很多的權勢
[00:05:57.160 --> 00:05:59.440]  詩篇第十篇第四到第六節
[00:05:59.440 --> 00:06:01.560]  我們一起讀,一二三
[00:06:01.560 --> 00:06:06.040]  「惡人面帶驕傲說也說必不追究
[00:06:06.040 --> 00:06:09.480]  他一切所想的都以為沒有神
[00:06:09.480 --> 00:06:12.520]  凡他所做的事常穩固
[00:06:12.520 --> 00:06:15.840]  你的審判超過他的界限界
[00:06:15.840 --> 00:06:18.160]  至於他一切的敵人
[00:06:18.160 --> 00:06:20.320]  他都向他們噴氣
[00:06:20.320 --> 00:06:23.280]  他心裏說我必不動搖
[00:06:23.280 --> 00:06:26.040]  世世代代不遭災難」
[00:06:26.040 --> 00:06:28.320]  他說我一定不動搖
[00:06:28.320 --> 00:06:30.440]  這個「我不動搖」的字眼
[00:06:30.440 --> 00:06:33.960]  英文翻譯叫做「I shall not be moved」
[00:06:33.960 --> 00:06:36.240]  這個表達是有三次
[00:06:36.240 --> 00:06:40.040]  「not」、「不會」和「動搖」這個表達
[00:06:40.040 --> 00:06:42.400]  在聖經裏面出現了三次
[00:06:42.400 --> 00:06:46.080]  其中一次就是今天的經文在詩篇十六篇
[00:06:46.080 --> 00:06:50.480]  另外兩次就讀了詩篇第十篇和詩篇三十篇
[00:06:50.480 --> 00:06:53.560]  有些一腳踏兩船的基督徒
[00:06:53.560 --> 00:06:55.760]  他又要環境
[00:06:55.760 --> 00:07:00.440]  有時對神的跟從是三心兩意
[00:07:00.440 --> 00:07:02.600]  惹惡人的環境
[00:07:02.600 --> 00:07:04.560]  大家不知道有看昨天的新聞
[00:07:04.560 --> 00:07:06.200]  一個比較留意的新聞
[00:07:06.200 --> 00:07:09.240]  就是講到大陸一個綠蜂的地方
[00:07:09.240 --> 00:07:10.600]  有看新聞就知道
[00:07:10.600 --> 00:07:13.040]  這個綠蜂是一個製冰毒的地方
[00:07:13.040 --> 00:07:17.160]  是佔中國冰毒的出口三分之一
[00:07:17.160 --> 00:07:18.400]  最深刻就是說
[00:07:18.400 --> 00:07:20.680]  原來這個綠蜂的地方
[00:07:20.680 --> 00:07:23.080]  製冰毒的毒品的時候
[00:07:23.080 --> 00:07:28.280]  是男人、女人、小孩、年輕人都一起做
[00:07:28.280 --> 00:07:29.680]  全村都做
[00:07:29.680 --> 00:07:31.440]  村的書記
[00:07:31.440 --> 00:07:33.200]  即是以前的村長又做
[00:07:33.200 --> 00:07:34.520]  村的警察又做
[00:07:34.520 --> 00:07:36.080]  全村一起做
[00:07:36.080 --> 00:07:41.560]  甚至有些說這個村以前是從拐帶人起家的
[00:07:41.560 --> 00:07:43.040]  即是拐帶小孩起家
[00:07:43.040 --> 00:07:44.600]  現在就做冰毒
[00:07:44.600 --> 00:07:45.600]  全村都做
[00:07:45.600 --> 00:07:47.600]  做了很多年等情況
[00:07:47.600 --> 00:07:50.440]  上一季整班人查耶利米蘇
[00:07:50.440 --> 00:07:52.320]  耶利米蘇一句話就說
[00:07:52.320 --> 00:07:55.920]  小孩就撿柴
[00:07:55.920 --> 00:07:58.360]  父親就燒火
[00:07:58.360 --> 00:08:00.440]  婦女就做餅
[00:08:00.440 --> 00:08:03.440]  然後獻給一個迷信的天后
[00:08:03.440 --> 00:08:06.280]  然後惹老神的怒氣
[00:08:06.280 --> 00:08:09.040]  有些地區有時候當惡臨到的時候
[00:08:09.040 --> 00:08:10.680]  它以為繼續作惡
[00:08:10.680 --> 00:08:12.240]  傷害別人的生命
[00:08:12.240 --> 00:08:15.320]  有錢賺就沒有問題
[00:08:15.320 --> 00:08:17.680]  小時候有些很難的惡人
[00:08:17.680 --> 00:08:20.600]  不知道你今年裡面會不會遇到這些惡人
[00:08:20.600 --> 00:08:23.480]  第一次見到就是剛剛調了一個上司上來
[00:08:23.480 --> 00:08:25.480]  一個不教的同事
[00:08:25.480 --> 00:08:27.600]  可能煩了他一年兩年也不奇怪
[00:08:27.600 --> 00:08:29.160]  求神希望你沒有
[00:08:29.160 --> 00:08:32.560]  有的話求神給你力量去面對
[00:08:32.560 --> 00:08:34.800]  世界大事裡面都是有很多動盪
[00:08:34.800 --> 00:08:37.400]  即是中日裡面有很多戰爭的風聲
[00:08:37.400 --> 00:08:39.520]  我們希望不要打成仗
[00:08:39.520 --> 00:08:46.160]  大陸的新聞裡面又說到一個人物叫周永康
[00:08:46.160 --> 00:08:47.720]  下一張不夠
[00:08:47.720 --> 00:08:50.280]  說到周永康有些風暴
[00:08:50.280 --> 00:08:52.880]  是大陸最內鬱裡面的風暴
[00:08:52.880 --> 00:08:55.160]  據一些傳聞就說
[00:08:55.160 --> 00:08:57.040]  習近平上台的時候
[00:08:57.040 --> 00:09:01.920]  周永康就密謀反叛
[00:09:01.920 --> 00:09:04.280]  想弄死他等等的故事
[00:09:04.280 --> 00:09:08.520]  韓國有、北韓有、朝鮮有這樣的故事
[00:09:08.520 --> 00:09:11.040]  聖經裡面有提醒就是我們會遇到一些人
[00:09:11.040 --> 00:09:15.280]  他覺得用手段、用權勢、用邪惡
[00:09:15.280 --> 00:09:18.680]  去得著他的生命的平安和豐富
[00:09:18.680 --> 00:09:20.400]  企圖不應該這樣做
[00:09:20.400 --> 00:09:22.960]  但更重要就是不要羨慕他們
[00:09:22.960 --> 00:09:25.000]  所以聖經裡面有一個很重要的觀念
