
[00:00:00.000 --> 00:00:01.400]  各位電影節目大家好
[00:00:01.400 --> 00:00:02.800]  很快又一天了
[00:00:02.800 --> 00:00:04.600]  又是讀聖經的時候
[00:00:04.600 --> 00:00:06.300]  生命樹宣教網絡
[00:00:06.300 --> 00:00:09.800]  為大家預備了《聖經人》和《聖經事》
[00:00:09.800 --> 00:00:13.100]  希望我們在《聖經》的人物和故事後面
[00:00:13.100 --> 00:00:16.000]  不單止認識這個人和事情
[00:00:16.000 --> 00:00:17.800]  而是認識到在背後
[00:00:17.800 --> 00:00:20.300]  是一隻手在工作的上帝
[00:00:20.300 --> 00:00:21.500]  他是怎樣的
[00:00:21.500 --> 00:00:23.000]  認識他更加多一點
[00:00:23.000 --> 00:00:25.400]  今次這個題目是特別貼切的
[00:00:25.400 --> 00:00:27.500]  仍然是摩西的故事
[00:00:27.500 --> 00:00:29.000]  不過是特別貼切的
[00:00:29.000 --> 00:00:30.500]  就是我們的主
[00:00:30.500 --> 00:00:31.500]  我們的上帝是說
[00:00:31.500 --> 00:00:35.300]  「我原知道他們的痛苦」
[00:00:35.300 --> 00:00:37.500]  「我原知道他們的痛苦」
[00:00:37.500 --> 00:00:39.400]  這個「我原知道」
[00:00:39.400 --> 00:00:41.200]  有一點就這樣看中文
[00:00:41.200 --> 00:00:43.400]  就是我一早就知道了
[00:00:43.400 --> 00:00:45.100]  我根本就知道了
[00:00:45.100 --> 00:00:47.500]  其實是不是這個意思呢?
[00:00:47.500 --> 00:00:49.200]  又有一點不是
[00:00:49.200 --> 00:00:50.600]  又好像是
[00:00:50.600 --> 00:00:52.200]  好,先看看《聖經》
[00:00:52.200 --> 00:00:54.600]  出一集的第三章第七節
[00:00:54.600 --> 00:00:56.000]  由於我有些解釋
[00:00:56.000 --> 00:00:57.400]  瓦開了一些位置
[00:00:57.400 --> 00:00:59.500]  今次又加大了一些字
[00:00:59.500 --> 00:01:01.700]  讓大家容易清楚一點看
[00:01:01.700 --> 00:01:04.900]  所以這個7A是表示上半節
[00:01:04.900 --> 00:01:10.600]  「耶和話說:我的百姓在埃及所受的困苦
[00:01:10.600 --> 00:01:13.800]  我實在看見了
[00:01:13.800 --> 00:01:18.600]  他們因受督公的合制所發的哀聲
[00:01:18.600 --> 00:01:20.800]  我也聽見了」
[00:01:20.800 --> 00:01:22.300]  先解釋一下
[00:01:22.300 --> 00:01:25.600]  由於是以前約瑟
[00:01:25.600 --> 00:01:27.600]  就是雅各的兒子約瑟
[00:01:27.600 --> 00:01:29.500]  在埃及的時候很厲害
[00:01:29.500 --> 00:01:33.400]  那個法老是把全個國家都交給他了
[00:01:33.400 --> 00:01:36.500]  但是其實過了一段時間之後
[00:01:36.500 --> 00:01:40.600]  就有新的不認識約瑟的皇上
[00:01:40.600 --> 00:01:42.800]  來做了埃及的法老
[00:01:42.800 --> 00:01:46.000]  其實是利落河很長的
[00:01:46.000 --> 00:01:48.800]  利落河有上下兩半的
[00:01:48.800 --> 00:01:50.800]  兩半是有不同的埃及人
[00:01:50.800 --> 00:01:53.600]  他們之間時時都爭的
[00:01:53.600 --> 00:01:57.000]  如果是北埃及
[00:01:57.000 --> 00:01:58.200]  北埃及即是說
[00:01:58.200 --> 00:01:59.800]  如果你看地圖
[00:01:59.800 --> 00:02:01.800]  它是比較出海
[00:02:01.800 --> 00:02:05.200]  就是地中海那邊是北一點
[00:02:05.200 --> 00:02:08.000]  如果上埃及反而是南面的
[00:02:08.000 --> 00:02:11.600]  但上游就沒有出海口
[00:02:11.600 --> 00:02:15.200]  利落河三角洲那些那麼富裕
[00:02:15.200 --> 00:02:18.200]  所以北邊那些人就是
[00:02:18.200 --> 00:02:21.000]  辛苦一點、硬一點、窮一點
[00:02:21.000 --> 00:02:25.200]  有機會就搶了下面的皇位來做
