
[00:00:00.000 --> 00:00:04.400]  今天我選擇了一個經卷
[00:00:04.400 --> 00:00:06.000]  選擇了一個題目
[00:00:06.000 --> 00:00:08.160]  我要先解釋一下
[00:00:08.160 --> 00:00:10.800]  因為我選擇了《若白記》
[00:00:10.800 --> 00:00:12.400]  今天跟大家分享
[00:00:12.400 --> 00:00:19.640]  這本書可以說是一本不容易說的
[00:00:19.640 --> 00:00:22.880]  頗深的一本書
[00:00:22.880 --> 00:00:25.640]  為什麼要選擇這段經文
[00:00:25.640 --> 00:00:27.360]  或者這本書呢
[00:00:27.360 --> 00:00:28.760]  是有一個原因的
[00:00:28.760 --> 00:00:31.520]  這一季我們比較少說
[00:00:31.520 --> 00:00:34.120]  這一季我們有一個主題
[00:00:34.120 --> 00:00:42.960]  就是「降伏興起降伏又可以興起人修割」
[00:00:42.960 --> 00:00:44.440]  「降伏修割興起人」
[00:00:44.440 --> 00:00:45.600]  我幾乎自己忘記了
[00:00:45.600 --> 00:00:47.720]  自己作棋也忘記了
[00:00:47.720 --> 00:00:50.320]  太久了
[00:00:50.320 --> 00:00:52.360]  如果大家有印象
[00:00:52.360 --> 00:00:53.920]  我們前幾個星期
[00:00:53.920 --> 00:00:56.840]  其實都在說一個相同的主題
[00:00:56.840 --> 00:00:59.280]  就是關於降伏的問題
[00:00:59.280 --> 00:01:01.680]  有一次
[00:01:01.680 --> 00:01:03.120]  在說《若書雅記》
[00:01:03.120 --> 00:01:04.320]  大家有沒有印象
[00:01:04.320 --> 00:01:05.960]  在說若書雅帶著領袖
[00:01:05.960 --> 00:01:08.040]  帶著群體
[00:01:08.040 --> 00:01:10.640]  百姓打算過了大河之後去打仗
[00:01:10.640 --> 00:01:13.840]  在他們打仗開始作戰之前
[00:01:13.840 --> 00:01:17.640]  在耶利哥之前的地方
[00:01:17.640 --> 00:01:19.880]  若書雅見到誰?
[00:01:19.880 --> 00:01:22.120]  由華軍隊的元帥
[00:01:22.120 --> 00:01:24.440]  聖經就形容他在那裡脫鞋
[00:01:24.440 --> 00:01:25.920]  那個是聖傑
[00:01:25.920 --> 00:01:28.880]  然後伏伏在這位元帥面前
[00:01:28.880 --> 00:01:29.480]  降伏
[00:01:29.480 --> 00:01:31.480]  這個就是降伏的其中一種表現
[00:01:31.480 --> 00:01:32.480]  你打仗
[00:01:32.480 --> 00:01:34.200]  你要作戰的時候
[00:01:34.200 --> 00:01:35.400]  你要有一個元帥
[00:01:35.400 --> 00:01:36.240]  你願意降伏他
[00:01:36.240 --> 00:01:39.040]  這是其中一個內容
[00:01:39.040 --> 00:01:41.720]  有一次若拿書
[00:01:41.720 --> 00:01:43.080]  在另一個角度說
[00:01:43.080 --> 00:01:44.240]  這個先知若拿
[00:01:44.240 --> 00:01:45.240]  不是很聽神話
[00:01:45.240 --> 00:01:46.040]  雖然他是先知
[00:01:46.040 --> 00:01:52.000]  但是他心裡不想傳一個悔改的訊息
[00:01:52.000 --> 00:01:53.840]  給你尼微城的人
[00:01:53.840 --> 00:01:55.480]  他是走佬
[00:01:55.480 --> 00:01:56.800]  整篇書到最後
[00:01:56.800 --> 00:01:59.480]  就是神不但要他回頭
[00:01:59.480 --> 00:02:00.680]  要他做
[00:02:00.680 --> 00:02:02.560]  想降伏他的心
[00:02:02.560 --> 00:02:04.040]  就是用神的憐憫
[00:02:04.040 --> 00:02:05.240]  神的愛告訴他
[00:02:05.240 --> 00:02:06.120]  其實這群人
[00:02:06.120 --> 00:02:08.120]  雖然你不想他們被蒙拯救
[00:02:08.120 --> 00:02:10.240]  但是其實我想的
[00:02:10.240 --> 00:02:11.000]  就是勸服他
[00:02:11.000 --> 00:02:11.640]  降伏他
[00:02:11.640 --> 00:02:13.880]  這是第二個表達
[00:02:13.880 --> 00:02:14.760]  上一節的氛圍
[00:02:14.760 --> 00:02:16.000]  跟大家說什麼?
[00:02:16.000 --> 00:02:17.520]  就是耶穌
[00:02:17.520 --> 00:02:19.640]  耶穌在十字架上
[00:02:19.640 --> 00:02:20.640]  他是怎樣呢?
[00:02:20.640 --> 00:02:24.200]  他是不拿著自己是神的本質
[00:02:24.200 --> 00:02:25.280]  虛己
[00:02:25.280 --> 00:02:26.280]  倒空自己
[00:02:26.280 --> 00:02:28.640]  然後變成為人的樣式
[00:02:28.640 --> 00:02:29.640]  去到最卑微
[00:02:29.640 --> 00:02:30.600]  去到十字架上面
[00:02:30.600 --> 00:02:31.440]  這個也是
[00:02:31.440 --> 00:02:33.280]  耶穌都是一種降伏的表現
[00:02:33.280 --> 00:02:35.200]  我想串連一下大家
[00:02:35.200 --> 00:02:37.080]  今天我們選了若白
[00:02:37.080 --> 00:02:38.080]  為什麼選這個呢?
[00:02:38.080 --> 00:02:40.280]  因為我們一方面少說
[00:02:40.280 --> 00:02:41.320]  第二方面
[00:02:41.320 --> 00:02:43.160]  若白其實去到最後
[00:02:43.160 --> 00:02:45.280]  都是說降伏的問題
[00:02:45.280 --> 00:02:47.000]  若白的故事是說什麼呢?
[00:02:47.000 --> 00:02:49.080]  就是有一個異人
[00:02:49.080 --> 00:02:51.080]  一個沒有錯的人
[00:02:51.080 --> 00:02:51.880]  在神心目中
[00:02:51.880 --> 00:02:53.000]  甚至是一個完美的人
[00:02:53.000 --> 00:02:54.160]  完全的人
[00:02:54.160 --> 00:02:56.160]  他居然受到一些災難
[00:02:56.160 --> 00:02:58.640]  照理說不關他的事
[00:02:58.640 --> 00:03:01.960]  他在裡面很不明白
[00:03:01.960 --> 00:03:03.440]  很不理解
[00:03:03.440 --> 00:03:05.720]  所以若白其實是說這個故事
[00:03:05.720 --> 00:03:07.240]  去到最後他就說
[00:03:07.240 --> 00:03:09.320]  若白降伏了
[00:03:09.320 --> 00:03:11.600]  跟神相遇之後
[00:03:11.600 --> 00:03:13.320]  我們今天嘗試從這個
[00:03:13.320 --> 00:03:14.880]  所謂智慧文學的角度
[00:03:14.880 --> 00:03:17.600]  去看看降伏是一回什麼事情
[00:03:17.600 --> 00:03:24.520]  OK 我想對很多人來說
[00:03:24.520 --> 00:03:29.960]  智慧文學不是我們常常會想或是說的
[00:03:29.960 --> 00:03:33.160]  因為在聖經整個落錄卷裡面
[00:03:33.160 --> 00:03:35.000]  主要的其中
[00:03:35.000 --> 00:03:39.480]  智慧文學不是屬於主流的
[00:03:39.480 --> 00:03:40.760]  因為整個主流
[00:03:40.760 --> 00:03:42.680]  有一個主軸是說救贖的
[00:03:42.680 --> 00:03:44.200]  整本聖經由創世紀開始
[00:03:44.200 --> 00:03:45.560]  一直說到啟示錄回來
[00:03:45.560 --> 00:03:47.680]  耶穌回來是說救贖的主題
[00:03:47.680 --> 00:03:48.960]  人在罪惡裡面
[00:03:48.960 --> 00:03:50.640]  神如何透過以色列人
[00:03:50.640 --> 00:03:51.680]  透過他的百姓
[00:03:51.680 --> 00:03:52.320]  他的先知
[00:03:52.320 --> 00:03:53.200]  去到耶穌
[00:03:53.200 --> 00:03:54.800]  去到教會去救贖人
[00:03:54.800 --> 00:03:58.280]  整個是主線
[00:03:58.280 --> 00:04:01.840]  這個主線裡面強調神是愛的
[00:04:01.840 --> 00:04:03.680]  神的憐憫 神的愛
[00:04:03.680 --> 00:04:04.560]  祂的犧牲
[00:04:04.560 --> 00:04:05.960]  說這些東西
[00:04:05.960 --> 00:04:10.240]  但是若白記是屬於智慧文學
[00:04:10.240 --> 00:04:12.320]  這個不是那條線
[00:04:12.320 --> 00:04:14.480]  他強調的是神的創造
[00:04:14.480 --> 00:04:16.560]  他說神不單是救贖主
[00:04:16.560 --> 00:04:17.760]  他說神是創造主
[00:04:17.760 --> 00:04:18.960]  神是創造的主人
[00:04:18.960 --> 00:04:20.200]  主宰
[00:04:20.200 --> 00:04:22.200]  你會發覺整本若白記
[00:04:22.200 --> 00:04:24.000]  包括了《針研》
[00:04:24.000 --> 00:04:25.680]  《傳道書》這一類
[00:04:25.680 --> 00:04:27.640]  他很少說神是愛的
[00:04:27.640 --> 00:04:29.160]  甚至完全不提
[00:04:29.160 --> 00:04:31.160]  他不是說神沒有愛
[00:04:31.160 --> 00:04:33.000]  他想說的另一些東西
[00:04:33.000 --> 00:04:34.400]  是我們比較少說的
[00:04:34.400 --> 00:04:36.000]  就是神是創造的主人
[00:04:36.000 --> 00:04:36.880]  祂創造我們
[00:04:36.880 --> 00:04:38.080]  祂有主權
[00:04:38.080 --> 00:04:40.800]  所以他強調的地方不是神的愛
[00:04:40.800 --> 00:04:42.840]  你會發覺整本若白記42章裡面
[00:04:42.840 --> 00:04:44.400]  沒有提過神的愛
[00:04:44.400 --> 00:04:47.040]  但是他強調神是創造的主人
[00:04:47.040 --> 00:04:50.360]  所以我們要學習敬畏祂
[00:04:50.360 --> 00:04:53.720]  《救贖神學》裡面強調我們要愛神回應祂
[00:04:53.720 --> 00:04:54.680]  但是創造的神
[00:04:54.680 --> 00:04:57.120]  說的是我們要敬畏這位創造的主
[00:04:57.120 --> 00:04:58.960]  我覺得這個更難
[00:04:58.960 --> 00:05:03.440]  所以今天請大家分享一下這個主題
[00:05:03.440 --> 00:05:06.920]  其實兩個是同一個神
[00:05:06.920 --> 00:05:07.960]  創造主和救贖主
[00:05:07.960 --> 00:05:11.080]  不過今天主要是說這一面
[00:05:11.080 --> 00:05:15.840]  若白記其實是說什麼呢?
[00:05:15.840 --> 00:05:18.360]  我想大家有個印象
[00:05:18.360 --> 00:05:21.440]  可能知道是說一個二人受苦
[00:05:21.440 --> 00:05:23.280]  無端端的受苦
[00:05:23.280 --> 00:05:24.600]  但是因為它很長
[00:05:24.600 --> 00:05:25.600]  42章
[00:05:25.600 --> 00:05:27.200]  有時候你看了最初那兩章
[00:05:27.200 --> 00:05:29.320]  覺得挺好看的故事
[00:05:29.320 --> 00:05:31.640]  看下去會覺得很亂
[00:05:31.640 --> 00:05:32.600]  不是很想看下去
[00:05:32.600 --> 00:05:35.240]  因為很多東西很重複很沉醉
[00:05:35.240 --> 00:05:36.080]  它是寫詩歌的
[00:05:36.080 --> 00:05:37.920]  我想再說一件事
[00:05:37.920 --> 00:05:39.840]  若白記難的地方在哪裡呢?
[00:05:39.840 --> 00:05:44.120]  因為它的詩歌很多
[00:05:44.120 --> 00:05:48.520]  大家知不知道詩歌是其中一個最難解的經文
[00:05:48.520 --> 00:05:50.360]  因為詩歌不說也很明白
[00:05:50.360 --> 00:05:51.840]  它是讓你想讓你猜
[00:05:51.840 --> 00:05:52.920]  其實第一樣
[00:05:52.920 --> 00:05:56.520]  第二樣它這個詩歌本身是有一種謎語的味道
[00:05:56.520 --> 00:05:57.600]  謎語
[00:05:57.600 --> 00:05:59.000]  什麼意思呢?
[00:05:59.000 --> 00:06:00.280]  譬如大家猜燈謎
[00:06:00.280 --> 00:06:01.120]  不知道大家有沒有試過
[00:06:01.120 --> 00:06:02.160]  你玩燈謎
[00:06:02.160 --> 00:06:04.040]  譬如謎面有四句詩
[00:06:04.040 --> 00:06:05.840]  猜猜這是什麼
[00:06:05.840 --> 00:06:10.480]  要麼是人物 要麼是地方名 或者是成語
[00:06:10.480 --> 00:06:12.200]  我們玩過這些遊戲
[00:06:12.200 --> 00:06:14.680]  其實若白記很多地方都是這樣的
[00:06:14.680 --> 00:06:15.760]  它寫一首詩給你
[00:06:15.760 --> 00:06:16.960]  很長的
[00:06:16.960 --> 00:06:19.560]  但是它不告訴你謎面是什麼
[00:06:19.560 --> 00:06:21.040]  你猜什麼都不知道
[00:06:21.040 --> 00:06:22.040]  你要自己猜測
[00:06:22.040 --> 00:06:23.640]  你自己看得很仔細
[00:06:23.640 --> 00:06:25.680]  然後才想到答案是什麼
[00:06:25.680 --> 00:06:28.720]  所以歷來其實很多不同研究若白記的人
[00:06:28.720 --> 00:06:30.880]  都得出了很多不同的答案
[00:06:30.880 --> 00:06:31.840]  我們嘗試一下
[00:06:31.840 --> 00:06:32.920]  將我聽到的
[00:06:32.920 --> 00:06:33.560]  我明白的
[00:06:33.560 --> 00:06:34.520]  跟大家分享一下
[00:06:34.520 --> 00:06:35.720]  其實它想說什麼呢?
[00:06:35.720 --> 00:06:38.440]  一整本書想說什麼呢?
[00:06:38.440 --> 00:06:40.680]  好 帶著這些概念開始
[00:06:40.680 --> 00:06:41.840]  我們看看這本書
[00:06:41.840 --> 00:06:44.000]  我給它名字叫《不明中的降伏》
[00:06:44.000 --> 00:06:45.280]  我們不明白的
[00:06:45.280 --> 00:06:46.120]  所以如果你聽完之後
[00:06:46.120 --> 00:06:47.160]  你不是很明白
[00:06:47.160 --> 00:06:49.240]  不奇怪的
[00:06:49.240 --> 00:06:51.320]  是很正常的
[00:06:51.320 --> 00:06:54.480]  先給自己戴上頭盔
[00:06:54.480 --> 00:06:56.040]  但我們要降伏
[00:06:56.040 --> 00:06:58.120]  這些回事是怎麼發生的呢?
[00:06:58.120 --> 00:06:59.160]  我們看看若白記
[00:06:59.160 --> 00:07:00.720]  第一樣要看的就是結構
[00:07:00.720 --> 00:07:02.080]  因為太長了
[00:07:02.080 --> 00:07:03.280]  如果你不明白結構
[00:07:03.280 --> 00:07:04.520]  有時候會迷路的
[00:07:04.520 --> 00:07:06.040]  這個
[00:07:06.040 --> 00:07:07.800]  若白記有42章
[00:07:07.800 --> 00:07:11.520]  其實我希望你回家再看的時候
[00:07:11.520 --> 00:07:13.080]  你要把握這種結構
[00:07:13.080 --> 00:07:14.960]  其實它是很漂亮的
[00:07:14.960 --> 00:07:17.640]  很少經卷有這麼漂亮的結構
[00:07:17.640 --> 00:07:19.200]  這麼整齊的
[00:07:19.200 --> 00:07:20.320]  它第一樣就是
[00:07:20.320 --> 00:07:21.240]  最初說的隱疑
[00:07:21.240 --> 00:07:21.960]  是我們很熟悉的
[00:07:21.960 --> 00:07:23.360]  若白怎麼開始這個故事
[00:07:23.360 --> 00:07:25.160]  這個人物怎麼好
[00:07:25.160 --> 00:07:26.000]  怎麼幸福
[00:07:26.000 --> 00:07:27.360]  怎麼蒙福
[00:07:27.360 --> 00:07:28.040]  第一個
