
[00:00:00.000 --> 00:00:02.000]  各位親愛的姐妹 早安
[00:00:02.000 --> 00:00:07.000]  很高興能夠繼續和大家去思想聖經神的話語
[00:00:07.000 --> 00:00:12.000]  這個啟示錄的第五章的題目叫天庭異象
[00:00:12.000 --> 00:00:14.000]  為甚麼叫天庭呢
[00:00:14.000 --> 00:00:21.000]  就是神帶使徒約翰上到天上
[00:00:21.000 --> 00:00:24.000]  他是不是真的自己一個人上了去
[00:00:24.000 --> 00:00:26.000]  聖經說他還在地上
[00:00:26.000 --> 00:00:29.000]  只不過神將他的靈帶了上去
[00:00:29.000 --> 00:00:32.000]  一般都是認為他是靈帶了上去
[00:00:32.000 --> 00:00:33.000]  被他看到甚麼呢
[00:00:33.000 --> 00:00:35.000]  看到這個天庭
[00:00:35.000 --> 00:00:37.000]  甚麼叫天庭呢
[00:00:37.000 --> 00:00:42.000]  天庭就好像我們現在說一個皇帝
[00:00:42.000 --> 00:00:47.000]  我經常說我們中國人很容易明白
[00:00:47.000 --> 00:00:49.000]  因為我們中國人有皇帝
[00:00:49.000 --> 00:00:52.000]  如果你去到有些地方
[00:00:52.000 --> 00:00:54.000]  他沒有皇帝的
[00:00:54.000 --> 00:00:56.000]  中國人有皇帝很明顯的
[00:00:56.000 --> 00:01:00.000]  就算晚上演出甚麼武則天
[00:01:00.000 --> 00:01:06.000]  你都看得到裏面的裝飾擺設
[00:01:06.000 --> 00:01:10.000]  是很威嚴的
[00:01:10.000 --> 00:01:15.000]  所以神給約翰上到天上
[00:01:15.000 --> 00:01:23.000]  去到耶和華神坐在寶座的景象
[00:01:23.000 --> 00:01:26.000]  當然我們讀啟示錄要很小心
[00:01:26.000 --> 00:01:30.000]  因為是不是真的在天上某個地方
[00:01:30.000 --> 00:01:33.000]  有張龍椅在那裏
[00:01:33.000 --> 00:01:37.000]  耶和華神坐在那裏
[00:01:37.000 --> 00:01:40.000]  很明顯神不需要這樣坐在那裏
[00:01:40.000 --> 00:01:42.000]  聖經他自己都曾經說
[00:01:42.000 --> 00:01:45.000]  天是我的座位地是我的腳凳
[00:01:45.000 --> 00:01:48.000]  天是他的座位
[00:01:48.000 --> 00:01:50.000]  天有多大
[00:01:50.000 --> 00:01:53.000]  我們根本都不知道有多大
[00:01:53.000 --> 00:01:56.000]  地是他的腳凳
[00:01:56.000 --> 00:01:58.000]  我們覺得地球
[00:01:58.000 --> 00:02:01.000]  這個建築物都幾大
[00:02:01.000 --> 00:02:02.000]  如果我叫你
[00:02:02.000 --> 00:02:05.000]  你幫我找一個小朋友走失了
[00:02:05.000 --> 00:02:07.000]  你去找他回來都幾大
[00:02:07.000 --> 00:02:09.000]  這裏一樓
[00:02:09.000 --> 00:02:11.000]  好像不知道幾樓最高
[00:02:11.000 --> 00:02:13.000]  起碼我知道有十樓
[00:02:13.000 --> 00:02:15.000]  你去找他都幾大
[00:02:15.000 --> 00:02:17.000]  現在只不過是建築物
[00:02:17.000 --> 00:02:20.000]  都不是香港
[00:02:20.000 --> 00:02:22.000]  如果那個小朋友走失了
[00:02:22.000 --> 00:02:24.000]  在香港你都幾大件事
[00:02:24.000 --> 00:02:26.000]  你去哪裏找他
[00:02:26.000 --> 00:02:27.000]  香港很小的
[00:02:27.000 --> 00:02:29.000]  在地圖裏一粒芝麻都沒有
[00:02:29.000 --> 00:02:31.000]  都看不到
[00:02:31.000 --> 00:02:33.000]  所以我們要很小心
[00:02:33.000 --> 00:02:35.000]  當我們去讀啟示錄的時候
[00:02:35.000 --> 00:02:38.000]  要記得它是很象徵式的
[00:02:38.000 --> 00:02:39.000]  象徵式
[00:02:39.000 --> 00:02:41.000]  英文叫symbolical的
[00:02:41.000 --> 00:02:46.000]  給我們去能夠在人的經驗裏面
[00:02:46.000 --> 00:02:48.000]  所遇到的事
[00:02:48.000 --> 00:02:53.000]  去嘗試去加多些再想像
[00:02:53.000 --> 00:02:56.000]  以致到能夠少少去領會
[00:02:56.000 --> 00:02:59.000]  體會到神的事情
[00:02:59.000 --> 00:03:03.000]  我自己對於三維一體
[00:03:03.000 --> 00:03:05.000]  這個真理很有興趣
[00:03:05.000 --> 00:03:06.000]  看書
[00:03:06.000 --> 00:03:07.000]  看參考書
[00:03:07.000 --> 00:03:08.000]  看聖經
[00:03:08.000 --> 00:03:10.000]  看神學的書籍
[00:03:10.000 --> 00:03:12.000]  在大約30年前
[00:03:12.000 --> 00:03:13.000]  在加拿大生活
[00:03:13.000 --> 00:03:16.000]  都試過有教會的團契
[00:03:16.000 --> 00:03:19.000]  叫我來講三維一體這個題目
[00:03:19.000 --> 00:03:21.000]  我想講給大家聽是很有興趣
[00:03:21.000 --> 00:03:22.000]  不過
[00:03:22.000 --> 00:03:24.000]  三維一體這個真理
[00:03:24.000 --> 00:03:25.000]  又是真的
[00:03:25.000 --> 00:03:28.000]  是不容易去表達給人的
[00:03:28.000 --> 00:03:30.000]  不容易
[00:03:30.000 --> 00:03:31.000]  為甚麼
[00:03:31.000 --> 00:03:32.000]  因為講及到
[00:03:32.000 --> 00:03:34.000]  聖父、聖子、聖靈
[00:03:34.000 --> 00:03:36.000]  三維一體的神的時候
[00:03:36.000 --> 00:03:40.000]  不是我們在日常生活裏面的經驗
[00:03:40.000 --> 00:03:43.000]  是接觸過的東西
[00:03:43.000 --> 00:03:44.000]  我都說了
[00:03:44.000 --> 00:03:45.000]  如果我們這裏
[00:03:45.000 --> 00:03:47.000]  當它有53個人
[00:03:47.000 --> 00:03:49.000]  每人給一粒糖
[00:03:49.000 --> 00:03:50.000]  你有多少粒糖呢
[00:03:50.000 --> 00:03:51.000]  53粒糖
[00:03:51.000 --> 00:03:52.000]  最明顯的
[00:03:52.000 --> 00:03:53.000]  但是
[00:03:53.000 --> 00:03:55.000]  三維一體是甚麼
[00:03:55.000 --> 00:03:56.000]  聖父是神
[00:03:56.000 --> 00:03:57.000]  聖子是神
[00:03:57.000 --> 00:03:58.000]  聖靈是神
[00:03:58.000 --> 00:04:00.000]  然後告訴你只有一個神
[00:04:00.000 --> 00:04:02.000]  你怎樣計都計不到條數出來
[00:04:02.000 --> 00:04:03.000]  聖父是神
[00:04:03.000 --> 00:04:04.000]  聖子是神
[00:04:04.000 --> 00:04:05.000]  聖靈是神
[00:04:05.000 --> 00:04:06.000]  只有一個神
[00:04:06.000 --> 00:04:07.000]  這些呢
[00:04:07.000 --> 00:04:10.000]  不是一般我們在日常生活裏面
[00:04:10.000 --> 00:04:12.000]  在物質界的生活裏面
[00:04:12.000 --> 00:04:13.000]  我要講得清楚
[00:04:13.000 --> 00:04:14.000]  在物質界的生活裏面
[00:04:14.000 --> 00:04:16.000]  是能夠理解的
[00:04:16.000 --> 00:04:17.000]  所以
[00:04:17.000 --> 00:04:18.000]  一講到這些
[00:04:18.000 --> 00:04:20.000]  要去到超物質界
[00:04:20.000 --> 00:04:22.000]  超物質界的思維
[00:04:22.000 --> 00:04:25.000]  同樣
[00:04:25.000 --> 00:04:26.000]  啟示錄都是一樣
[00:04:26.000 --> 00:04:27.000]  在這裏來說
[00:04:27.000 --> 00:04:31.000]  我給大家拿手裏面那個副頁出來
[00:04:31.000 --> 00:04:33.000]  我有些東西
[00:04:33.000 --> 00:04:37.000]  我是會很快去重複去溫習的
[00:04:37.000 --> 00:04:40.000]  在第五章的第四節那裏
[00:04:40.000 --> 00:04:44.000]  他說因為沒有人配展開月覽那書卷
[00:04:44.000 --> 00:04:45.000]  我就大哭
[00:04:45.000 --> 00:04:47.000]  這個是使徒約翰
[00:04:47.000 --> 00:04:48.000]  他很期待
[00:04:48.000 --> 00:04:50.000]  很期待他見到
[00:04:50.000 --> 00:04:52.000]  在神的右手裏拿著
[00:04:52.000 --> 00:04:54.000]  為甚麼他講右手
[00:04:54.000 --> 00:04:56.000]  為甚麼不說在神的手裏面
[00:04:56.000 --> 00:05:00.000]  因為左手和右手有分別
[00:05:00.000 --> 00:05:02.000]  右手就是那個
[00:05:02.000 --> 00:05:04.000]  這是左手
[00:05:04.000 --> 00:05:05.000]  我不是左右不分
[00:05:05.000 --> 00:05:07.000]  我認識有人是左右不分的
[00:05:07.000 --> 00:05:09.000]  你說開車向左邊
[00:05:09.000 --> 00:05:11.000]  他說甚麼叫左邊右邊
[00:05:11.000 --> 00:05:12.000]  你不要告訴我
[00:05:12.000 --> 00:05:13.000]  你說戴手錶那邊
[00:05:13.000 --> 00:05:14.000]  他就知道了
[00:05:14.000 --> 00:05:16.000]  有些人是這樣的
[00:05:16.000 --> 00:05:17.000]  Anyway
[00:05:17.000 --> 00:05:19.000]  所以我應該拿這隻手來開
[00:05:19.000 --> 00:05:20.000]  差不多
[00:05:20.000 --> 00:05:21.000]  在右手
[00:05:21.000 --> 00:05:23.000]  右手是絕大部份的人
[00:05:23.000 --> 00:05:24.000]  正如我說的
[00:05:24.000 --> 00:05:25.000]  絕大部份人用的手
[00:05:25.000 --> 00:05:26.000]  對不對
[00:05:26.000 --> 00:05:27.000]  我只問一個問題
[00:05:27.000 --> 00:05:29.000]  有哪個人寫字用右手的
[00:05:29.000 --> 00:05:31.000]  你舉手
[00:05:31.000 --> 00:05:32.000]  大部份
[00:05:32.000 --> 00:05:34.000]  有哪個人寫字用左手的
[00:05:34.000 --> 00:05:36.000]  舉一舉手
[00:05:36.000 --> 00:05:38.000]  今次一個都沒有
[00:05:38.000 --> 00:05:39.000]  一個
[00:05:39.000 --> 00:05:40.000]  是比較少一點
[00:05:40.000 --> 00:05:42.000]  所以大陸來說
[00:05:42.000 --> 00:05:44.000]  我們叫大陸來說
[00:05:44.000 --> 00:05:47.000]  是用右手會好一點
[00:05:47.000 --> 00:05:49.000]  你拿筆拿個鎚
