
[00:00:00.000 --> 00:00:01.720]  好 弟兄姊妹 平安
[00:00:01.720 --> 00:00:04.280]  感謝主可以一起聚集
[00:00:04.280 --> 00:00:06.640]  可以一起去敬拜我們的神
[00:00:06.640 --> 00:00:08.480]  敬拜我們的主
[00:00:08.480 --> 00:00:12.640]  特別跟家裡的弟兄姊妹打個招呼
[00:00:12.640 --> 00:00:14.640]  願平安與你們同在
[00:00:14.640 --> 00:00:17.120]  好 今天我們在聽到之先
[00:00:17.120 --> 00:00:18.960]  我們先一起去祈禱
[00:00:18.960 --> 00:00:21.200]  親愛的主 我們去多謝你
[00:00:21.200 --> 00:00:23.760]  因為你給我們有寶貴的說話
[00:00:23.760 --> 00:00:26.800]  讓我們藉著每一次讀聖經
[00:00:26.800 --> 00:00:29.240]  每一次生命裡都有提醒
[00:00:29.240 --> 00:00:33.880]  我們生命裡可以更生改變的時刻
[00:00:33.880 --> 00:00:35.480]  願主你幫助我們
[00:00:35.480 --> 00:00:38.120]  讓我們越讀聖經
[00:00:38.120 --> 00:00:41.360]  越明白你自己的大愛和教導
[00:00:41.360 --> 00:00:43.200]  以致我們能夠行事為人
[00:00:43.200 --> 00:00:46.280]  都能夠與我們所蒙的恩是相稱
[00:00:46.280 --> 00:00:49.480]  願主你帶領我們一起思考你的說話時間
[00:00:49.480 --> 00:00:51.920]  祈禱奉耶穌的名字而求
[00:00:51.920 --> 00:00:52.480]  阿們
[00:00:52.480 --> 00:00:55.720]  好 今天跟大家思考的題目
[00:00:55.720 --> 00:00:58.320]  叫「必聽的祈禱」
[00:00:58.320 --> 00:01:03.840]  就是歷代之下七章十一至十六節
[00:01:03.840 --> 00:01:06.200]  當說到必聽的祈禱
[00:01:06.200 --> 00:01:09.760]  很多時候我們回教會都會問一個問題
[00:01:09.760 --> 00:01:10.600]  就是
[00:01:10.600 --> 00:01:14.440]  是不是牧師傳道的祈禱一定可以呢
[00:01:14.440 --> 00:01:16.160]  不如你回答我
[00:01:16.160 --> 00:01:20.800]  是不是牧師和傳道人的祈禱一定可以呢
[00:01:20.800 --> 00:01:23.240]  Voicing 扣是吧
[00:01:23.240 --> 00:01:25.520]  是沒有問題
[00:01:25.520 --> 00:01:27.000]  是不可以的
[00:01:27.000 --> 00:01:30.520]  還是不一定可以
[00:01:30.520 --> 00:01:32.640]  如果不可以就很糟糕
[00:01:32.640 --> 00:01:34.400]  但是是不是一定可以呢
[00:01:34.400 --> 00:01:35.640]  似乎又不一定
[00:01:35.640 --> 00:01:37.280]  有時候都會問這個問題
[00:01:37.280 --> 00:01:38.080]  是不是
[00:01:38.080 --> 00:01:39.400]  所以有什麼事
[00:01:39.400 --> 00:01:42.960]  我們第一時間都會找牧師為你祈禱
[00:01:42.960 --> 00:01:46.440]  我記得在傳道的早期
[00:01:46.440 --> 00:01:48.320]  都見過類似的情況
[00:01:48.320 --> 00:01:50.880]  有一次有一個姐妹
[00:01:50.880 --> 00:01:54.560]  那個姐妹其實很久沒有回教會了
[00:01:54.560 --> 00:01:57.080]  其實她已經沒有回教會了
[00:01:57.080 --> 00:01:59.960]  後來突然間有一天打來教會
[00:01:59.960 --> 00:02:00.800]  其實我也不認識她
[00:02:00.800 --> 00:02:03.520]  因為在我還沒去那間教會做之前
[00:02:03.520 --> 00:02:05.360]  其實她已經出現過
[00:02:05.360 --> 00:02:07.200]  後來已經沒有再出現
[00:02:07.200 --> 00:02:08.520]  她就特意打電話來教會
[00:02:08.520 --> 00:02:11.960]  她說找教會裡面的傳道人
[00:02:11.960 --> 00:02:14.920]  當時我就聽電話
[00:02:14.920 --> 00:02:19.480]  當時我都不在辦公室裡面
[00:02:19.480 --> 00:02:22.880]  她就說她媽媽快要死了
[00:02:22.880 --> 00:02:25.600]  她媽媽快離開這個世界了
[00:02:25.600 --> 00:02:29.160]  她說你可不可以馬上來醫院
[00:02:29.160 --> 00:02:32.160]  馬上來醫院和我媽媽祈禱
[00:02:32.160 --> 00:02:33.840]  當時我自己在街上
[00:02:33.840 --> 00:02:36.000]  有些事情要面對
[00:02:36.000 --> 00:02:38.920]  我就說我現在就來不了
[00:02:38.920 --> 00:02:40.320]  不過不要緊
[00:02:40.320 --> 00:02:42.440]  你也可以祈禱的
[00:02:42.440 --> 00:02:45.920]  你的祈禱都可以為你媽媽祈禱
[00:02:45.920 --> 00:02:47.240]  特別你是她的女兒
[00:02:47.240 --> 00:02:49.120]  你可以為你媽媽祈禱
[00:02:49.120 --> 00:02:51.480]  但是她當時就說不行
[00:02:51.480 --> 00:02:56.800]  一定要你傳道人來醫院為我媽媽祈禱
[00:02:56.800 --> 00:02:58.160]  但是我說真的不行
[00:02:58.160 --> 00:03:01.920]  於是最後她就很不開心
[00:03:01.920 --> 00:03:05.000]  很生氣地收了我
[00:03:05.000 --> 00:03:06.920]  知道為什麼她這麼生氣嗎
[00:03:06.920 --> 00:03:08.160]  因為對於她來說
[00:03:08.160 --> 00:03:09.720]  媽媽可能快要離開
[00:03:09.720 --> 00:03:12.080]  覺得一定要有牧師為她祈禱
[00:03:12.080 --> 00:03:13.880]  祝福過她
[00:03:13.880 --> 00:03:16.680]  她媽媽才能夠安然地放心
[00:03:16.680 --> 00:03:20.360]  甚至期望會回到天家
[00:03:20.360 --> 00:03:22.080]  但是不是我這樣為她祈禱
[00:03:22.080 --> 00:03:23.560]  她就能夠回到天家
[00:03:23.560 --> 00:03:24.440]  她沒有信耶穌
[00:03:24.440 --> 00:03:26.400]  其實她也回不了天家
[00:03:26.400 --> 00:03:27.000]  第二就是
[00:03:27.000 --> 00:03:29.720]  是不是一定要我為她祈禱呢
[00:03:29.720 --> 00:03:31.720]  如果她自己是信耶穌的
[00:03:31.720 --> 00:03:33.920]  其實她也可以為她媽媽祈禱
[00:03:33.920 --> 00:03:37.000]  不過有時候有些人都會這樣想
[00:03:37.000 --> 00:03:40.440]  牧師傳道祈禱強一點一定行
[00:03:40.440 --> 00:03:42.760]  所以什麼事都找我們祈禱
[00:03:42.760 --> 00:03:45.360]  但是今天告訴你不是的
[00:03:45.360 --> 00:03:47.200]  這個不是關鍵
[00:03:47.200 --> 00:03:49.400]  不是因為我們有這個身份的關鍵
[00:03:49.400 --> 00:03:51.480]  所以很多人都期望
[00:03:51.480 --> 00:03:52.960]  祈禱是帶著能力的
[00:03:52.960 --> 00:03:56.880]  特別是期望一些教會的領袖
[00:03:56.880 --> 00:03:59.840]  牧者都是祈禱出來帶著能力
[00:03:59.840 --> 00:04:02.160]  事實上也有很多人期待著
[00:04:02.160 --> 00:04:05.040]  他們的祈禱是很powerful
[00:04:05.040 --> 00:04:06.760]  很有力量的
[00:04:06.760 --> 00:04:09.280]  以致見證到神有多厲害
[00:04:09.280 --> 00:04:10.640]  所以也有一本書
[00:04:10.640 --> 00:04:13.880]  我覺得值得大家有時候去網上
[00:04:13.880 --> 00:04:15.080]  或者買回家裡看
[00:04:15.080 --> 00:04:17.400]  就是叫《祈禱出來的能力》
[00:04:17.400 --> 00:04:19.520]  正正好說的是怎樣的生命
[00:04:19.520 --> 00:04:22.000]  才能夠祈禱是滿有能力
[00:04:22.000 --> 00:04:23.840]  滿有力量呢
[00:04:23.840 --> 00:04:25.640]  今天我們也藉著一段聖經
[00:04:25.640 --> 00:04:27.480]  思考一個問題
[00:04:27.480 --> 00:04:29.720]  我們祈禱出來是否有能力
[00:04:29.720 --> 00:04:30.880]  是否有力量
[00:04:30.880 --> 00:04:33.080]  上帝聽不聽的呢
[00:04:33.080 --> 00:04:36.400]  我們今天就讀到這段聖經
[00:04:36.400 --> 00:04:37.400]  但是還沒讀完
[00:04:37.400 --> 00:04:39.680]  我們先去重溫上個星期
[00:04:39.680 --> 00:04:41.720]  上個星期我們就說到
[00:04:41.720 --> 00:04:45.240]  歷代至上第一次第九章
[00:04:45.240 --> 00:04:47.920]  就是第一次第九章
[00:04:47.920 --> 00:04:48.920]  裡面說的是
[00:04:48.920 --> 00:04:52.240]  亞當致到大衛王朝的族譜
[00:04:52.240 --> 00:04:55.440]  族譜裡面一代由亞當一直衍生
[00:04:55.440 --> 00:04:58.520]  甚至以色列亡國之後
[00:04:58.520 --> 00:05:00.040]  避老回歸之後
[00:05:00.040 --> 00:05:02.680]  族譜一直一代傳一代
[00:05:02.680 --> 00:05:05.560]  當中我們上一次特別也看到
[00:05:05.560 --> 00:05:07.720]  其中在整個族譜裡面
[00:05:07.720 --> 00:05:10.200]  有一個段落是很突出的
[00:05:10.200 --> 00:05:14.200]  這個段落就是亞比斯的祈禱
[00:05:14.200 --> 00:05:16.840]  亞比斯的祈禱裡面正正好在說
[00:05:16.840 --> 00:05:20.080]  亞比斯面對著他媽媽
[00:05:20.080 --> 00:05:22.800]  因為生產她的時候那種痛苦
[00:05:22.800 --> 00:05:25.800]  就將她的兒子改名叫亞比斯
[00:05:25.800 --> 00:05:27.120]  這個改名的行動就是
[00:05:27.120 --> 00:05:28.440]  去告訴全世界
[00:05:28.440 --> 00:05:31.480]  我有一個很悲慘的人生
[00:05:31.480 --> 00:05:33.640]  我生這個兒子的時候很痛苦
[00:05:33.640 --> 00:05:36.120]  甚至連兒子也要背著這個痛苦
[00:05:36.120 --> 00:05:37.240]  這個名字
[00:05:37.240 --> 00:05:39.600]  亞比斯就代表了這種痛苦
[00:05:39.600 --> 00:05:41.840]  但是我們說原來亞比斯他
[00:05:41.840 --> 00:05:43.200]  為什麼能夠在這一個段落裡面
[00:05:43.200 --> 00:05:44.160]  那麼突出呢
[00:05:44.160 --> 00:05:47.160]  因為他並不因為這個起名
[00:05:47.160 --> 00:05:49.720]  而令到自己的人生悲慘
[00:05:49.720 --> 00:05:51.800]  他反而認定了在生命裡面
[00:05:51.800 --> 00:05:54.600]  可以呼求那一位生命的主
[00:05:54.600 --> 00:05:56.120]  那位以色列的身
[00:05:56.120 --> 00:05:58.160]  他願意向神獻上一種禱告
[00:05:58.160 --> 00:06:00.240]  就是主若願意
[00:06:00.240 --> 00:06:02.480]  如果你願意的話
[00:06:02.480 --> 00:06:04.520]  你就賜福給我
[00:06:04.520 --> 00:06:06.760]  他就這樣願意將他人生裡面
[00:06:06.760 --> 00:06:08.480]  交給這位的主
[00:06:08.480 --> 00:06:13.120]  而不是不斷抱怨埋怨過去的人生
[00:06:13.120 --> 00:06:15.880]  所以這個禱告成為一個很特別的禱告
[00:06:15.880 --> 00:06:19.480]  而神就聽了他的禱告
[00:06:19.480 --> 00:06:20.720]  這個就是歷代至上裡面
[00:06:20.720 --> 00:06:22.280]  一個很特別的祈禱
[00:06:22.280 --> 00:06:24.040]  在一至九章
[00:06:24.040 --> 00:06:25.840]  而今天我們讀的經文
