
[00:00:00.000 --> 00:00:04.000]  我們最近在討論「憐憫」
[00:00:04.000 --> 00:00:06.000]  上星期朱sir有討論過「憐憫」
[00:00:06.000 --> 00:00:08.000]  鄧英文 你知道嗎
[00:00:08.000 --> 00:00:10.000]  我們憐憫就會去服侍
[00:00:10.000 --> 00:00:14.000]  其實憐憫和服侍的基礎在哪裏呢
[00:00:14.000 --> 00:00:16.000]  我自己覺得
[00:00:16.000 --> 00:00:18.000]  憐憫和服侍的基礎
[00:00:18.000 --> 00:00:20.000]  是在愛裏面
[00:00:20.000 --> 00:00:22.000]  如果我們沒有愛的話
[00:00:22.000 --> 00:00:24.000]  我們出去服侍
[00:00:24.000 --> 00:00:26.000]  就好像做一份工作
[00:00:26.000 --> 00:00:28.000]  做著做著就會覺得很辛苦
[00:00:28.000 --> 00:00:30.000]  搞這麼多事幹甚麼呢
[00:00:30.000 --> 00:00:34.000]  但如果我們心裏面對群體很有愛的話
[00:00:34.000 --> 00:00:38.000]  我們一邊服侍一邊去
[00:00:38.000 --> 00:00:42.000]  裏面是充滿動力的
[00:00:42.000 --> 00:00:46.000]  分享一件事給大家聽
[00:00:46.000 --> 00:00:48.000]  早兩天
[00:00:48.000 --> 00:00:54.000]  4C的三福隊有一個特訓
[00:00:54.000 --> 00:01:00.000]  到尾聲 巨星就叫參加的學員去做一件事
[00:01:00.000 --> 00:01:04.000]  用一分鐘時間問天父 問主
[00:01:04.000 --> 00:01:08.000]  究竟有甚麼訊息給參加的學員
[00:01:08.000 --> 00:01:12.000]  我聽了一個姐妹的分享
[00:01:12.000 --> 00:01:14.000]  她說當她在黑晚問主的時候
[00:01:14.000 --> 00:01:16.000]  她就見到一個圖畫
[00:01:16.000 --> 00:01:20.000]  那個圖畫就見到一個年青人跳樓
[00:01:24.000 --> 00:01:30.000]  然後她就很感動
[00:01:30.000 --> 00:01:32.000]  覺得很迫切
[00:01:32.000 --> 00:01:34.000]  我體會就是
[00:01:34.000 --> 00:01:36.000]  當我們出去服侍
[00:01:36.000 --> 00:01:38.000]  我們去憐憫周圍的人
[00:01:38.000 --> 00:01:40.000]  我們心裏面缺乏愛的話
[00:01:40.000 --> 00:01:44.000]  其實我們很難去做得很周全
[00:01:44.000 --> 00:01:46.000]  很盡力
[00:01:46.000 --> 00:01:48.000]  但當我們心裏面
[00:01:48.000 --> 00:01:52.000]  有一份對人對神的愛的話
[00:01:52.000 --> 00:01:54.000]  其實是很不一樣的
[00:01:54.000 --> 00:01:56.000]  大家知不知道我們的愛是從哪裏來的呢
[00:01:56.000 --> 00:01:58.000]  我相信大家都知道
[00:01:58.000 --> 00:02:00.000]  我們的愛的源頭在神那裏
[00:02:00.000 --> 00:02:02.000]  但我會問
[00:02:02.000 --> 00:02:06.000]  其實你知不知道我們的天父有多愛我們呢
[00:02:06.000 --> 00:02:10.000]  你的感受是怎樣的呢
[00:02:10.000 --> 00:02:12.000]  剛才在敬拜裏面
[00:02:12.000 --> 00:02:16.000]  有很多人都經歷了父神親切的觸摸
[00:02:16.000 --> 00:02:21.000]  最近我看電視有一個電影的廣告
[00:02:21.000 --> 00:02:23.000]  不知道大家有沒有留意
[00:02:23.000 --> 00:02:25.000]  比較冷門的
[00:02:25.000 --> 00:02:27.000]  可能是一套日本片
[00:02:27.000 --> 00:02:29.000]  那套日本片是講什麼呢
[00:02:29.000 --> 00:02:31.000]  我沒有看的
[00:02:31.000 --> 00:02:33.000]  只是看廣告
[00:02:33.000 --> 00:02:35.000]  那個廣告是講那個爸爸
[00:02:35.000 --> 00:02:37.000]  應該是單親的爸爸
[00:02:37.000 --> 00:02:39.000]  要為女兒
[00:02:39.000 --> 00:02:41.000]  預備什麼呢
[00:02:41.000 --> 00:02:43.000]  預備便當
[00:02:43.000 --> 00:02:45.000]  有沒有看這個廣告片
[00:02:45.000 --> 00:02:47.000]  知不知道有這套片
[00:02:47.000 --> 00:02:49.000]  其實他不懂得煮東西
[00:02:49.000 --> 00:02:51.000]  我想問
[00:02:51.000 --> 00:02:53.000]  這裡的爸爸
[00:02:53.000 --> 00:02:55.000]  你懂得煮東西嗎
[00:02:55.000 --> 00:02:57.000]  吃得下都可以的
[00:02:57.000 --> 00:02:59.000]  你知不知道
[00:02:59.000 --> 00:03:01.000]  我們現在
[00:03:01.000 --> 00:03:03.000]  講一些趣聞給大家聽
[00:03:03.000 --> 00:03:05.000]  我們教會的新一代
[00:03:05.000 --> 00:03:07.000]  很厲害的
[00:03:07.000 --> 00:03:09.000]  聽聞早幾年
[00:03:09.000 --> 00:03:11.000]  早兩三年
[00:03:11.000 --> 00:03:13.000]  我們有暑期門訓
[00:03:13.000 --> 00:03:15.000]  去野營
[00:03:15.000 --> 00:03:17.000]  露營
[00:03:17.000 --> 00:03:19.000]  他們要自己預備食物
[00:03:19.000 --> 00:03:21.000]  自己煮東西
[00:03:21.000 --> 00:03:23.000]  煮給整組人吃
[00:03:23.000 --> 00:03:25.000]  他們是獨孤一尾
[00:03:25.000 --> 00:03:29.000]  杯麵已經太高級了
[00:03:29.000 --> 00:03:33.000]  他們帶所有東西去
[00:03:33.000 --> 00:03:35.000]  只是做一件事
[00:03:35.000 --> 00:03:37.000]  煮一煮水然後全部倒下去
[00:03:37.000 --> 00:03:43.000]  是真事
[00:03:43.000 --> 00:03:45.000]  是新鮮的
[00:03:45.000 --> 00:03:47.000]  不過午餐要倒下去
[00:03:47.000 --> 00:03:51.000]  什麼都煮
[00:03:51.000 --> 00:03:53.000]  總之就是煮
[00:03:53.000 --> 00:03:57.000]  是這樣的
[00:03:57.000 --> 00:03:59.000]  我們講那套戲的爸爸
[00:03:59.000 --> 00:04:03.000]  其實很想女兒
[00:04:03.000 --> 00:04:05.000]  有她煮的東西吃
[00:04:05.000 --> 00:04:07.000]  開始學習
[00:04:07.000 --> 00:04:09.000]  做很多東西
[00:04:09.000 --> 00:04:11.000]  弄很多東西
[00:04:11.000 --> 00:04:13.000]  弄東西的時候弄傷手
[00:04:13.000 --> 00:04:15.000]  又倒水落蟹
[00:04:15.000 --> 00:04:17.000]  最後的結局
[00:04:17.000 --> 00:04:19.000]  女兒拿著便當
[00:04:19.000 --> 00:04:21.000]  即是飯盒
[00:04:21.000 --> 00:04:23.000]  爸爸對我真好
[00:04:23.000 --> 00:04:25.000]  大概是這樣的情節
[00:04:25.000 --> 00:04:29.000]  你知道嗎
[00:04:29.000 --> 00:04:31.000]  我們天父爸爸
[00:04:31.000 --> 00:04:33.000]  其實對我們很好
[00:04:33.000 --> 00:04:35.000]  父親節
[00:04:35.000 --> 00:04:39.000]  我自己地上的爸爸
[00:04:39.000 --> 00:04:41.000]  已經去世二十多年
[00:04:41.000 --> 00:04:43.000]  每次都會想他
[00:04:43.000 --> 00:04:47.000]  父親節又想起他
[00:04:47.000 --> 00:04:51.000]  想起他些什麼呢
[00:04:51.000 --> 00:04:53.000]  以往很多時候都想起
[00:04:53.000 --> 00:04:55.000]  我爸爸年輕的時候
[00:04:55.000 --> 00:04:57.000]  真的吵架
[00:04:57.000 --> 00:04:59.000]  有什麼吵架呢
[00:04:59.000 --> 00:05:01.000]  很簡單
[00:05:01.000 --> 00:05:03.000]  第一
[00:05:03.000 --> 00:05:05.000]  吃了很多年的煙
[00:05:05.000 --> 00:05:09.000]  身體的毛病
[00:05:09.000 --> 00:05:11.000]  我想都是吃煙而來
[00:05:11.000 --> 00:05:13.000]  第二
[00:05:13.000 --> 00:05:15.000]  他特別是年輕的時候
[00:05:15.000 --> 00:05:17.000]  很喜歡賭錢的人
[00:05:17.000 --> 00:05:19.000]  賭到
[00:05:19.000 --> 00:05:21.000]  傾家蕩產
[00:05:21.000 --> 00:05:25.000]  再想想
[00:05:25.000 --> 00:05:27.000]  其實我爸爸很少在家裡說話
[00:05:27.000 --> 00:05:31.000]  跟我們的關係也不是很密切
[00:05:31.000 --> 00:05:33.000]  以往較多是想這些
[00:05:33.000 --> 00:05:35.000]  最近想想
[00:05:35.000 --> 00:05:37.000]  可能做了人家爸爸很多年
[00:05:37.000 --> 00:05:39.000]  我自己
[00:05:39.000 --> 00:05:41.000]  想想我和我爸爸是怎樣的呢
[00:05:41.000 --> 00:05:43.000]  想著想著就想到些好事
[00:05:43.000 --> 00:05:45.000]  想到什麼好事呢
[00:05:45.000 --> 00:05:49.000]  有兩件事
[00:05:49.000 --> 00:05:51.000]  第一
[00:05:51.000 --> 00:05:53.000]  我爸爸雖然很少說話
[00:05:53.000 --> 00:05:55.000]  但他後期是很努力工作的人
[00:05:55.000 --> 00:05:59.000]  做完工作就拿錢回家給我媽
[00:05:59.000 --> 00:06:01.000]  但他不是扔了一筆錢給我媽就算了
[00:06:01.000 --> 00:06:05.000]  而是親自會去幫家裡進貨
[00:06:07.000 --> 00:06:09.000]  經常去買東西
[00:06:09.000 --> 00:06:11.000]  買食物回來
[00:06:11.000 --> 00:06:13.000]  買很多物資回來
[00:06:13.000 --> 00:06:15.000]  某程度上
[00:06:15.000 --> 00:06:17.000]  我現在都學了多少東西
[00:06:17.000 --> 00:06:21.000]  所以我經常和我太太
[00:06:21.000 --> 00:06:23.000]  拿著車去進貨
[00:06:23.000 --> 00:06:25.000]  進到家裡
[00:06:25.000 --> 00:06:27.000]  經常都覺得
[00:06:27.000 --> 00:06:29.000]  家裡儲物的地方
[00:06:29.000 --> 00:06:31.000]  可不可以大一點呢
[00:06:31.000 --> 00:06:35.000]  密謀我們的雪櫃由兩門變成三門
[00:06:37.000 --> 00:06:39.000]  我還在想是不是應該有一個
[00:06:39.000 --> 00:06:41.000]  中庭剪開的雪櫃
[00:06:41.000 --> 00:06:45.000]  但家裡的地方又不夠
[00:06:45.000 --> 00:06:47.000]  總是想儲多一點
[00:06:47.000 --> 00:06:49.000]  因為很想家裡人
[00:06:49.000 --> 00:06:51.000]  有足夠的糧食
[00:06:51.000 --> 00:06:53.000]  我想時代不同了
[00:06:53.000 --> 00:06:55.000]  那時候我爸爸是這樣的
[00:06:55.000 --> 00:06:57.000]  所以我小時候
[00:06:57.000 --> 00:06:59.000]  其中一個和他的互動
[00:06:59.000 --> 00:07:01.000]  就是一起去超級市場
[00:07:01.000 --> 00:07:03.000]  捧公仔麵
[00:07:03.000 --> 00:07:05.000]  我們一買就買一箱兩箱回來
[00:07:07.000 --> 00:07:09.000]  或者捧一箱橙回家
[00:07:09.000 --> 00:07:13.000]  真的
[00:07:13.000 --> 00:07:15.000]  一箱橙
[00:07:15.000 --> 00:07:17.000]  我小時候家裡
[00:07:17.000 --> 00:07:19.000]  扔一次米
[00:07:19.000 --> 00:07:21.000]  是一大麻包袋
