
[00:00:00.000 --> 00:00:04.000]  今天在六張主題中
[00:00:04.000 --> 00:00:07.700]  不知道大家有沒有用WhatsApp或是WeChat
[00:00:07.700 --> 00:00:08.900]  通常都會用的
[00:00:08.900 --> 00:00:13.000]  我們用這些工具通常是通往消息
[00:00:13.000 --> 00:00:15.700]  將我們想說的話打進去
[00:00:15.700 --> 00:00:18.100]  或者有時候會加一些Emoji
[00:00:18.100 --> 00:00:19.500]  跟對方表達
[00:00:19.500 --> 00:00:21.700]  我相信大家肯定也用過
[00:00:21.700 --> 00:00:23.700]  裡面有些功能
[00:00:23.700 --> 00:00:25.700]  就是留言訊息的功能
[00:00:25.700 --> 00:00:30.100]  就是說你拿著錄下來傳遞給別人之後
[00:00:30.100 --> 00:00:31.600]  別人就會聽
[00:00:31.600 --> 00:00:34.200]  聽完之後又錄下來傳遞給你
[00:00:34.200 --> 00:00:37.300]  這個功能我是有些疑惑的
[00:00:37.300 --> 00:00:40.000]  疑惑就是如果你錄音給別人
[00:00:40.000 --> 00:00:41.100]  別人又錄給你
[00:00:41.100 --> 00:00:43.600]  為什麼你不打電話給他呢
[00:00:43.600 --> 00:00:46.400]  打電話給他就又快一點
[00:00:46.400 --> 00:00:49.400]  這個疑惑因為我的智慧有限
[00:00:49.400 --> 00:00:51.200]  我就開了一個家庭會議
[00:00:51.200 --> 00:00:54.600]  問一問我的子女怎麼去解答我
[00:00:54.600 --> 00:00:58.300]  我的子女就說爸爸你不明白了
[00:00:58.300 --> 00:01:00.400]  因為你錄了音給別人
[00:01:00.400 --> 00:01:02.200]  他未必馬上聽
[00:01:02.200 --> 00:01:04.400]  未必馬上有時間
[00:01:04.400 --> 00:01:06.200]  可能要有時間聽
[00:01:06.200 --> 00:01:07.400]  聽完有時間回覆
[00:01:07.400 --> 00:01:09.000]  回覆完之後他有時間聽
[00:01:09.000 --> 00:01:10.000]  才有時間回覆
[00:01:10.000 --> 00:01:11.300]  這樣也明白的
[00:01:11.300 --> 00:01:12.200]  明白嗎
[00:01:12.200 --> 00:01:14.000]  有道理吧
[00:01:14.000 --> 00:01:17.000]  但是不知道你有沒有經歷過
[00:01:17.000 --> 00:01:18.400]  見過或者聽過
[00:01:18.400 --> 00:01:20.000]  有些人是會這樣的
[00:01:20.000 --> 00:01:21.300]  你錄完給他
[00:01:21.300 --> 00:01:22.500]  傳遞給他之後
[00:01:22.500 --> 00:01:24.500]  對方馬上錄回給你
[00:01:24.500 --> 00:01:26.500]  然後你又馬上傳遞給他
[00:01:26.500 --> 00:01:29.700]  我就問這個情況不是你說的
[00:01:29.700 --> 00:01:31.700]  大家有沒有見過
[00:01:31.700 --> 00:01:32.700]  為什麼呢
[00:01:32.700 --> 00:01:34.200]  我又不太明白
[00:01:34.200 --> 00:01:36.700]  就這件事我終於找到一個知音人
[00:01:36.700 --> 00:01:40.200]  因為前幾天我聽三機有個DJ
[00:01:40.200 --> 00:01:42.000]  跟我問同一個問題
[00:01:42.000 --> 00:01:43.500]  很感動
[00:01:43.500 --> 00:01:46.000]  我真的想打給他
[00:01:46.000 --> 00:01:49.300]  他就說有一個情境跟我很相似
[00:01:49.300 --> 00:01:51.900]  搭地鐵的時候人又不多
[00:01:51.900 --> 00:01:53.900]  不是人又不少
[00:01:53.900 --> 00:01:56.700]  他又用免提裝置去聽
[00:01:56.700 --> 00:01:58.200]  對方有個訊息來
[00:01:58.200 --> 00:01:59.300]  他免提聽
[00:01:59.300 --> 00:02:00.500]  一聽又怎樣
[00:02:00.500 --> 00:02:02.200]  圍了你幾米都聽得到
[00:02:02.200 --> 00:02:03.400]  就像現在這樣
[00:02:03.400 --> 00:02:04.900]  去到最後
[00:02:04.900 --> 00:02:06.900]  雖然沒有用麥克風
[00:02:06.900 --> 00:02:08.600]  但是他也說你好
[00:02:08.600 --> 00:02:09.600]  他就回答
[00:02:09.600 --> 00:02:11.000]  喂你在哪裡
[00:02:11.000 --> 00:02:12.200]  去了就回來了
[00:02:12.200 --> 00:02:13.600]  我現在在那裡
[00:02:13.600 --> 00:02:14.900]  我就想看一看他
[00:02:14.900 --> 00:02:16.900]  你不用讓我知道
[00:02:16.900 --> 00:02:18.500]  可能他沒有耳筒
[00:02:18.500 --> 00:02:20.500]  我差點想咳兩下讓他走開一點
[00:02:20.500 --> 00:02:21.700]  不想聽他的私隱
[00:02:21.700 --> 00:02:23.600]  有時候聽他的私隱也挺好笑
[00:02:23.600 --> 00:02:27.100]  最近我們有很多朋友
[00:02:27.100 --> 00:02:29.000]  一個星期在公司工作
[00:02:29.000 --> 00:02:30.600]  一個星期回家
[00:02:30.600 --> 00:02:32.400]  拿電腦回家做
[00:02:32.400 --> 00:02:34.400]  類似的內容
[00:02:34.400 --> 00:02:35.700]  他有這樣說
[00:02:35.700 --> 00:02:36.600]  剛剛聽到
[00:02:36.600 --> 00:02:37.800]  他說喂
[00:02:37.800 --> 00:02:40.100]  這個星期你在家做還是公司做
[00:02:40.100 --> 00:02:41.000]  他就回答
[00:02:41.000 --> 00:02:43.500]  我這個星期在公司做
[00:02:43.500 --> 00:02:45.100]  那你下個星期呢
[00:02:45.100 --> 00:02:46.800]  下個星期就在家
[00:02:46.800 --> 00:02:48.100]  下個星期在家
[00:02:48.100 --> 00:02:50.500]  不過我又要拿電腦回家
[00:02:50.500 --> 00:02:52.200]  我就在聽
[00:02:52.200 --> 00:02:53.400]  拿電腦回家
[00:02:53.400 --> 00:02:55.200]  他說不過要很小心
[00:02:55.200 --> 00:02:57.600]  因為電腦要拿回家用
[00:02:57.600 --> 00:02:59.600]  接著對方就說
[00:02:59.600 --> 00:03:04.600]  這些電腦是公司的
[00:03:04.600 --> 00:03:06.300]  公司的姐
[00:03:06.300 --> 00:03:08.700]  大家覺得代表什麼
[00:03:08.700 --> 00:03:10.500]  公司的姐
[00:03:10.500 --> 00:03:12.100]  都不是你的
[00:03:12.100 --> 00:03:15.200]  撞破了也無所謂
[00:03:15.200 --> 00:03:16.500]  他還沒說下去
[00:03:16.500 --> 00:03:18.100]  我在想什麼叫公司的姐
[00:03:18.100 --> 00:03:19.100]  我待會問他
[00:03:19.100 --> 00:03:22.300]  公司的姐
[00:03:22.300 --> 00:03:24.500]  和自己的
[00:03:24.500 --> 00:03:25.900]  有點分別
[00:03:25.900 --> 00:03:27.000]  就好像
[00:03:27.000 --> 00:03:28.900]  你家去完洗手間
[00:03:28.900 --> 00:03:31.200]  你會關燈
[00:03:31.200 --> 00:03:32.300]  你為什麼不關燈
[00:03:32.300 --> 00:03:34.500]  因為是自己的
[00:03:34.500 --> 00:03:36.400]  但你公司去完洗手間
[00:03:36.400 --> 00:03:37.500]  你不關燈
[00:03:37.500 --> 00:03:39.100]  很正常
[00:03:39.100 --> 00:03:39.900]  為什麼
[00:03:39.900 --> 00:03:41.700]  公司的姐
[00:03:41.700 --> 00:03:43.300]  你家不知道有沒有人
[00:03:43.300 --> 00:03:45.100]  凌晨出門
[00:03:45.100 --> 00:03:46.300]  你打算凌晨出門
[00:03:46.300 --> 00:03:47.700]  因為回家很熱
[00:03:47.700 --> 00:03:50.100]  全屋冷氣都開了
[00:03:50.100 --> 00:03:51.300]  有沒有人這樣
[00:03:51.300 --> 00:03:52.400]  沒有
[00:03:52.400 --> 00:03:54.700]  因為自己的
[00:03:54.700 --> 00:03:56.100]  你的公司不會
[00:03:56.100 --> 00:03:57.600]  公司的姐
[00:03:57.600 --> 00:03:59.500]  你旅行在酒店
[00:03:59.500 --> 00:04:00.500]  凌晨出門
[00:04:00.500 --> 00:04:01.800]  去泰國玩很熱
[00:04:01.800 --> 00:04:03.300]  你當然會全屋冷氣開了
[00:04:03.300 --> 00:04:04.200]  為什麼
[00:04:04.200 --> 00:04:06.900]  酒店的姐
[00:04:06.900 --> 00:04:07.700]  是不是這樣
[00:04:07.700 --> 00:04:08.900]  你不是嗎
[00:04:08.900 --> 00:04:11.000]  是吧
[00:04:11.000 --> 00:04:13.700]  今天說的話
[00:04:13.700 --> 00:04:16.000]  是自己的
[00:04:16.000 --> 00:04:17.900]  保羅今天在第六章說的話
[00:04:17.900 --> 00:04:21.000]  不是別人的姐
[00:04:21.000 --> 00:04:22.900]  不是隔鄰屋的姐
[00:04:22.900 --> 00:04:25.300]  是我們中間
[00:04:25.300 --> 00:04:26.800]  自己的東西
[00:04:26.800 --> 00:04:29.000]  很緊張的意思
[00:04:29.000 --> 00:04:31.100]  當然那些態度是雙確的
[00:04:31.100 --> 00:04:33.200]  我覺得公司的東西真的要保護
[00:04:33.200 --> 00:04:35.000]  因為公司請了你
[00:04:35.000 --> 00:04:37.000]  你要好好保護它才對
[00:04:37.000 --> 00:04:38.500]  不過今天不是說職場
[00:04:38.500 --> 00:04:41.400]  今天是說自己的東西
[00:04:41.400 --> 00:04:43.900]  和好像不自己的東西的分別
[00:04:43.900 --> 00:04:46.100]  而今天保羅說一個
[00:04:46.100 --> 00:04:47.600]  很重要的自己的東西
[00:04:47.600 --> 00:04:48.600]  是什麼
[00:04:48.600 --> 00:04:51.200]  第六章第一節他馬上就說
