
[00:00:00.000 --> 00:00:04.400]  為何我會有這個動力呢?
[00:00:04.400 --> 00:00:06.800]  很簡單,養生
[00:00:06.800 --> 00:00:10.800]  你見到養生三寶,你會教我講這些嗎?
[00:00:10.800 --> 00:00:13.600]  其實都會講的,但很少講這些
[00:00:13.600 --> 00:00:18.200]  養生三寶的解法不是我們理解的
[00:00:18.200 --> 00:00:22.600]  你可能會想吃靈芝還是哪些部件產品好呢?
[00:00:22.600 --> 00:00:27.600]  我現在所講的養生三寶是來自保羅的
[00:00:27.600 --> 00:00:31.600]  保羅代表神說話,耶穌基督說話
[00:00:31.600 --> 00:00:35.600]  甚麼叫養生三寶?
[00:00:35.600 --> 00:00:41.600]  培養活潑生命的三寶
[00:00:41.600 --> 00:00:47.600]  這三個,先不講了,我問一問這個常識題
[00:00:47.600 --> 00:01:01.600]  兩隻龍蝦打架,你心水清就見到不同國家的
[00:01:01.600 --> 00:01:05.600]  有些人說澳洲那隻當然贏,比較生猛
[00:01:05.600 --> 00:01:13.600]  兩隻打架,你覺得甚麼狀況下的龍蝦會贏?
[00:01:13.600 --> 00:01:17.600]  下面的字有些提示
[00:01:17.600 --> 00:01:25.600]  通常荷爾蒙很強,血清素,充滿活力那些就贏
[00:01:25.600 --> 00:01:32.600]  這些不是我在說的,因為有生物專家專門研究這些
[00:01:32.600 --> 00:01:35.600]  我都會拜託那些人專家給我們的意見
[00:01:35.600 --> 00:01:38.600]  我相信他們的觀察應該是這樣
[00:01:38.600 --> 00:01:43.600]  贏了一次之後,因為他有活力有信心
[00:01:43.600 --> 00:01:47.600]  剛才我們唱歌說信信信,信會帶來下一次再贏
[00:01:47.600 --> 00:01:51.600]  所以是循環的,贏完又再贏
[00:01:51.600 --> 00:01:57.600]  這叫活力,我們所說的養生其實是活潑的生命
[00:01:57.600 --> 00:02:01.600]  好像活水的生命,連龍蝦都是這樣
[00:02:01.600 --> 00:02:04.600]  人都是同一個道理
[00:02:04.600 --> 00:02:08.600]  如果上班上學,你見到這些人是不是開心一點?
[00:02:08.600 --> 00:02:12.600]  你喜不喜歡見到一個,例如以前讀書的時候
[00:02:12.600 --> 00:02:16.600]  一個課室,通常是坐角落的位置
[00:02:16.600 --> 00:02:21.600]  有些同學不出聲,臉都燒焦了,包公養的那些
[00:02:21.600 --> 00:02:26.600]  你可以想像,我們都放了書包這麼久
[00:02:26.600 --> 00:02:31.600]  為甚麼要說學生呢?因為我就是這樣的人
[00:02:31.600 --> 00:02:34.600]  我直到高班,我都是坐死角位,不出聲
[00:02:34.600 --> 00:02:37.600]  其他同學因為覺得很恐怖
[00:02:37.600 --> 00:02:40.600]  我怎知道你在想甚麼,所以別人不會靠近我
[00:02:40.600 --> 00:02:44.600]  像不像現在?我那時候未信耶穌
[00:02:44.600 --> 00:02:47.600]  我現在信了耶穌,就這麼簡單的分別
[00:02:47.600 --> 00:02:51.600]  因為有人傳恩給我,因典臨到我
[00:02:51.600 --> 00:02:54.600]  所以一個人會改變的,真的可以這樣改變的
[00:02:54.600 --> 00:02:59.600]  這樣活力的,我通常叫我小王子是鼓火的
[00:02:59.600 --> 00:03:03.600]  鼓火就是一些活力的火,全部是因典來的
[00:03:03.600 --> 00:03:10.600]  其實我今天說這篇文章,其實就是我本身正在學行的東西
[00:03:10.600 --> 00:03:14.600]  我們不想搬一些大道理,你做吧
[00:03:14.600 --> 00:03:19.600]  有時我堅持的,我經歷不到的東西,我不是領受的東西
[00:03:19.600 --> 00:03:22.600]  神又不感動我的東西,我就不說的
[00:03:22.600 --> 00:03:26.600]  說來的大道理是沒有用的,因為聖靈不會工作的
[00:03:26.600 --> 00:03:31.600]  所以你今天留意一下這三部,經文很短的
[00:03:31.600 --> 00:03:36.600]  可能和合本對你困難些,我知道傳恩現在不是用和合本
[00:03:36.600 --> 00:03:41.600]  但都重溫一下,傳統香港教會都是用和合本
[00:03:41.600 --> 00:03:47.600]  你和合本已經看到活力的樣子,你看看最近很精神
[00:03:47.600 --> 00:03:51.600]  選舉你走出來活力些,人家都想選你多些
[00:03:51.600 --> 00:03:56.600]  就是這三句話,再看多一次,你放在心裏
[00:03:56.600 --> 00:04:03.600]  要常常喜樂,不絕的禱告,凡事謝恩
[00:04:03.600 --> 00:04:08.600]  很簡單吧,用到這三句就走得了,開開心心
[00:04:08.600 --> 00:04:10.600]  讓北角旺了其他人
[00:04:10.600 --> 00:04:16.600]  其實這個背景是來自帖薩羅尼加的前書五章
[00:04:16.600 --> 00:04:21.600]  帖薩羅尼加的前書五章很容易看
[00:04:21.600 --> 00:04:24.600]  這間教會也是在海岸成長的
[00:04:24.600 --> 00:04:28.600]  有時我們覺得,為什麼這麼多間教會,哥倫多也是這樣
[00:04:28.600 --> 00:04:33.600]  通常是海岸,我們很相信是保羅的策略
[00:04:33.600 --> 00:04:38.600]  你知道海岸是什麼,多人流,多經濟
[00:04:38.600 --> 00:04:43.600]  這些是在旺的地區建立的教會
[00:04:43.600 --> 00:04:47.600]  旺地區出來就會自然想像到
[00:04:47.600 --> 00:04:52.600]  這是希臘城,剛才你看到的海港是希臘的海港
[00:04:52.600 --> 00:04:55.600]  是馬其頓很重要的城市
[00:04:55.600 --> 00:05:00.600]  帖薩羅尼加這間教會是馬其頓很重要的城市
[00:05:00.600 --> 00:05:03.600]  就算現在的希臘也有這個名字
[00:05:03.600 --> 00:05:06.600]  不過你查一下現在的城市用了什麼名字
[00:05:06.600 --> 00:05:10.600]  一個好的城市,一定有很多人流
[00:05:10.600 --> 00:05:15.600]  你想像一下猶太人到那邊建立教會
[00:05:15.600 --> 00:05:19.600]  傳音堂有這樣的經驗
[00:05:19.600 --> 00:05:24.600]  一定是有心人猜拳出來建立了傳音堂
[00:05:24.600 --> 00:05:27.600]  大家就知道是從哪裡來的
[00:05:27.600 --> 00:05:30.600]  自然就會有兩派的背景
[00:05:30.600 --> 00:05:32.600]  香港島教會的背景
[00:05:32.600 --> 00:05:37.600]  現在還是走向香港教會,還是在北角
[00:05:37.600 --> 00:05:41.600]  你看到有兩種文化的人
[00:05:41.600 --> 00:05:43.600]  反而傳音堂就不是很明顯
[00:05:43.600 --> 00:05:45.600]  大家都香港島,轉香港島
[00:05:45.600 --> 00:05:49.600]  如果猶太人建立教會
[00:05:49.600 --> 00:05:51.600]  在希臘的地方
[00:05:51.600 --> 00:05:55.600]  跟著那班人是很報道恩賜的人
[00:05:55.600 --> 00:05:58.600]  你自然想像到教會就會出現另一批人出來
[00:05:58.600 --> 00:05:59.600]  就是希臘人
[00:05:59.600 --> 00:06:02.600]  然後他們對貧窮人很強的
[00:06:02.600 --> 00:06:04.600]  他們服侍貧窮人
[00:06:04.600 --> 00:06:07.600]  所以自然就會出現三類人
[00:06:07.600 --> 00:06:11.600]  就是一些不知哪裡骯髒的外邦貧窮人
[00:06:11.600 --> 00:06:13.600]  地位比較低下
[00:06:13.600 --> 00:06:15.600]  低下是他們的角度
[00:06:15.600 --> 00:06:19.600]  猶太人是很高眼角的
[00:06:19.600 --> 00:06:21.600]  就變成三類人
[00:06:21.600 --> 00:06:22.600]  一個叫希臘人
[00:06:22.600 --> 00:06:24.600]  另一個是自己人
[00:06:24.600 --> 00:06:27.600]  猶太人由始至終都覺得眼角高
[00:06:27.600 --> 00:06:30.600]  在教會裡面我們是最高層次的
[00:06:30.600 --> 00:06:32.600]  跟著有兩級不同的人
[00:06:32.600 --> 00:06:34.600]  那你們想像一下
[00:06:34.600 --> 00:06:35.600]  執事會是這樣的
[00:06:35.600 --> 00:06:36.600]  一起談話
[00:06:36.600 --> 00:06:38.600]  他們宣教時
[00:06:38.600 --> 00:06:41.600]  我們很相信不會只是猶太人做帶領
[00:06:41.600 --> 00:06:44.600]  他們一定會提拔一些其他人
[00:06:44.600 --> 00:06:48.600]  甚至很強調服侍一些比較低下
