
[00:00:00.000 --> 00:00:03.660]  在日常生活裏面,如果我們要和人相處
[00:00:03.660 --> 00:00:06.200]  在日常生活中,我們和人相處的時候
[00:00:06.200 --> 00:00:09.380]  就會遇到各式各樣不同類型的人
[00:00:09.380 --> 00:00:11.920]  我們就會遇到各式各樣不同類型的人
[00:00:11.920 --> 00:00:16.040]  有些是很討人喜歡的,有些是很難相處
[00:00:16.040 --> 00:00:19.800]  有些人是討人喜歡的,有些人卻很難,讓人很難相處
[00:00:19.800 --> 00:00:24.940]  有些人很懂得去體恤、鼓勵人,有些就脾氣很暴躁的
[00:00:24.940 --> 00:00:30.360]  有些人能夠連續別人,有些人是脾氣暴躁
[00:00:30.360 --> 00:00:33.320]  有些人很受歡迎,有些人就敬而遠之
[00:00:33.320 --> 00:00:36.360]  有些人很受歡迎,有些人卻令人敬而遠之
[00:00:36.360 --> 00:00:41.620]  有一次我在酒樓那裏吃飯,吃完之後就坐電梯去樓下
[00:00:41.620 --> 00:00:47.460]  有一次我在酒家那裏吃飯,吃完飯我搭電梯往下走
[00:00:47.460 --> 00:00:50.500]  剛落到樓下,門一打開
[00:00:50.500 --> 00:00:53.920]  電梯到了地面,電梯門打開的時候
[00:00:53.920 --> 00:00:56.260]  我們還沒有出去
[00:00:56.260 --> 00:01:01.480]  有一位女士趕著去找位置,急不及待想進入電梯
[00:01:01.480 --> 00:01:04.020]  因為你是迫不及待想進入電梯
[00:01:04.020 --> 00:01:08.020]  我剛好站在電梯門旁邊
[00:01:08.020 --> 00:01:14.980]  我用最溫柔的語氣跟她說
[00:01:14.980 --> 00:01:19.660]  「可不可以讓我們先出去?」
[00:01:19.660 --> 00:01:23.540]  「你猜猜那位女士怎麼回應我?」
[00:01:23.540 --> 00:01:30.220]  「為了忠於原著,我直接引述她的說話」
[00:01:30.220 --> 00:01:38.940]  「她的說話的用詞和語氣,並不代表牧師的立場」
[00:01:38.940 --> 00:01:48.900]  「她的回應是,你趕快滾開,像鹿木似的站在那裏」
[00:01:48.900 --> 00:01:52.860]  當時我有一股氣湧上我的臉上
[00:01:52.860 --> 00:01:56.820]  我非常憤怒,但我沒怕
[00:01:56.820 --> 00:01:58.460]  我在考慮要怎麼回應她
[00:01:58.460 --> 00:02:06.820]  當然考慮到牧師在公眾場合動武會導致身敗名裂
[00:02:06.820 --> 00:02:09.620]  結果我就吞了一口氣
[00:02:09.620 --> 00:02:16.740]  一邊笑一邊轉頭離開了
[00:02:16.740 --> 00:02:19.500]  事後我自我安慰
[00:02:19.500 --> 00:02:22.660]  牧師信了主之後,樣子變得良善了
[00:02:22.660 --> 00:02:26.500]  人善就被人欺負了
[00:02:26.500 --> 00:02:32.780]  現實生活裏面很多問題都是由性格導致的
[00:02:32.780 --> 00:02:39.340]  會引起很多衝突
[00:02:39.340 --> 00:02:46.260]  我們人一般都是習慣率性而行
[00:02:46.260 --> 00:02:51.060]  甚至是偏向自我中心
[00:02:51.060 --> 00:02:54.380]  出了問題的時候,我們很容易將責任推在別人身上
[00:02:54.380 --> 00:02:57.820]  但一旦出現問題的時候,我們會責怪別人
[00:02:57.820 --> 00:03:01.420]  不懂得檢討的話,人際關係就慢慢會變差
[00:03:01.420 --> 00:03:04.260]  如果一旦我們不懂得自我反省,那關係就會變差
[00:03:04.260 --> 00:03:07.100]  所以慢慢地大家和你遠離
[00:03:07.100 --> 00:03:08.860]  結果彼此就近而遠之了
[00:03:08.860 --> 00:03:10.820]  你想想,這樣的人生會不會快樂呢?
[00:03:10.820 --> 00:03:16.820]  所以學會和人如何融洽相處是很重要的
[00:03:16.820 --> 00:03:19.660]  所以學會和人融洽相處是非常重要的
[00:03:19.660 --> 00:03:22.980]  所以今天早上雅各提供了一些很實用的建議
[00:03:22.980 --> 00:03:27.580]  今天早上經文提到雅各提到一個很實用的建議
[00:03:27.580 --> 00:03:31.980]  三章十八節是一個關鍵
[00:03:31.980 --> 00:03:33.900]  我用了另一個翻譯本來是這樣說的
[00:03:33.900 --> 00:03:37.740]  他說替做和平的人要種下和平的種子
[00:03:37.740 --> 00:03:39.540]  收穫公義的果實
[00:03:39.540 --> 00:03:42.820]  我引述了新普及版本裏面這麼說
[00:03:42.820 --> 00:03:45.340]  締造和平的人要種下和平的種子
[00:03:45.340 --> 00:03:46.820]  收穫公義的果實
[00:03:46.820 --> 00:03:50.900]  大家有沒有想過原來我們每時每刻,每個關係,每句說話
[00:03:50.900 --> 00:03:52.820]  都是在播放一些種子
[00:03:52.820 --> 00:03:54.100]  大家是否想過
[00:03:54.100 --> 00:03:57.300]  我們在每時每刻,每一段關係,每一句話
[00:03:57.300 --> 00:03:58.460]  我們都在散播種子
[00:03:58.460 --> 00:04:00.860]  問題是關鍵是我們播下的
[00:04:00.860 --> 00:04:06.620]  是一些所謂憤怒,嫉妒,埋怨,挑撥離間的種子
[00:04:06.620 --> 00:04:11.260]  關鍵是我們播下的是憤怒,嫉妒,埋怨,挑撥離間的種子
[00:04:11.260 --> 00:04:14.700]  還是我們播下一些信心和和平的種子
[00:04:14.700 --> 00:04:17.380]  還是信心和和平的種子
[00:04:17.380 --> 00:04:20.100]  所以在人際關係裏面,你播下什麼種子
[00:04:20.100 --> 00:04:21.940]  你就收到一些什麼的果實
[00:04:21.940 --> 00:04:24.700]  所以在人際關係中,你播下什麼種子
[00:04:24.700 --> 00:04:27.140]  自然收穫什麼的成果
[00:04:27.140 --> 00:04:30.820]  如果按照雅各書的話,怎樣得到良好的人際關係
[00:04:30.820 --> 00:04:35.420]  如果按照雅各書,裏面提到怎麼去賺到好的人際關係
[00:04:35.420 --> 00:04:39.300]  雅各書的答案就是說,你要有智慧與人相處
[00:04:39.300 --> 00:04:41.780]  雅各書的答案是你要有智慧與人相處
[00:04:41.780 --> 00:04:43.780]  聰明不代表有智慧的
[00:04:43.780 --> 00:04:45.780]  聰明的人不代表有智慧
[00:04:45.780 --> 00:04:47.540]  牧師都覺得自己很聰明
[00:04:47.540 --> 00:04:49.020]  牧師,我覺得自己很聰明
[00:04:49.020 --> 00:04:51.620]  有些聰明
[00:04:51.620 --> 00:04:53.180]  但不代表我有智慧
[00:04:53.180 --> 00:04:54.500]  但不代表我有智慧
[00:04:54.500 --> 00:04:56.820]  人可以累積經驗變得聰明
[00:04:56.820 --> 00:04:58.580]  人可以積累經驗變得聰明
[00:04:58.580 --> 00:04:59.780]  甚至精明
[00:04:59.780 --> 00:05:00.500]  甚至精明
[00:05:00.500 --> 00:05:01.740]  你看看周董就知道了
[00:05:01.740 --> 00:05:02.780]  我們看周董就知道了
[00:05:02.780 --> 00:05:06.700]  但是基督徒是敬畏神,是智慧的開端
[00:05:06.700 --> 00:05:08.980]  但是對於基督徒來說,敬畏神是智慧的開端
[00:05:08.980 --> 00:05:10.860]  認識至聖者便是聰明
[00:05:10.860 --> 00:05:12.100]  認識至聖的是聰明
[00:05:12.100 --> 00:05:16.420]  所以早上的經文先為智慧下了一個定義
[00:05:16.420 --> 00:05:18.820]  今天早上的經文是先為智慧下一個定義
[00:05:18.820 --> 00:05:22.940]  去將真正的智慧和人的智慧做了一個分隔
[00:05:22.940 --> 00:05:25.340]  把真正的智慧與人的智慧做一個分隔
[00:05:25.340 --> 00:05:31.100]  然後詳細講述智慧如何影響我們的人生
[00:05:31.100 --> 00:05:35.220]  然後詳細地去提到真正的智慧是如何影響我們的人生
[00:05:35.220 --> 00:05:38.700]  雅各開宗明言說智慧其實是一種生活的方式
[00:05:38.700 --> 00:05:41.980]  雅各開宗明言說智慧是一種生活的方式
[00:05:41.980 --> 00:05:44.260]  與人的智力沒有任何關係
[00:05:44.260 --> 00:05:45.780]  與人的智力沒有任何關係
[00:05:45.780 --> 00:05:49.820]  而是與人的性格和人際關係有密切的相關
[00:05:49.820 --> 00:05:52.660]  而是與人的性格和人際關係有密切的關係
[00:05:52.660 --> 00:05:54.140]  所以在經文裏面這樣說
[00:05:54.140 --> 00:05:56.300]  你中間誰有智慧有見識的
[00:05:56.300 --> 00:06:01.140]  就當在智慧的溫柔上顯出他的善行來
[00:06:01.140 --> 00:06:02.380]  所以在經文裏面提到說
[00:06:02.380 --> 00:06:05.260]  你們中間誰是有智慧有見識的人
[00:06:05.260 --> 00:06:08.460]  那就當在智慧的溫柔上顯出他的善行來
[00:06:08.460 --> 00:06:12.780]  雅各不會像我們現代人這樣跟你做個智商測試
[00:06:12.780 --> 00:06:17.180]  雅各不會像現代人一樣跟你做一個智慧的測試
[00:06:17.180 --> 00:06:20.260]  然後得出某個分數去評定你是不是聰明
[00:06:20.260 --> 00:06:22.460]  然後得出一個分數來判斷你是否聰明
[00:06:22.460 --> 00:06:26.060]  他說真正的智慧是在你的生命裏面顯露出來
[00:06:26.060 --> 00:06:28.540]  他說真正的智慧是在你生命中顯露出來
[00:06:28.540 --> 00:06:31.340]  智慧不是代表你能言善道
[00:06:31.340 --> 00:06:33.980]  智慧並不代表你能言善道
[00:06:33.980 --> 00:06:35.260]  在於你的行為
[00:06:35.260 --> 00:06:36.420]  在於你的行為
[00:06:36.420 --> 00:06:38.420]  智慧也不在於你的學歷
[00:06:38.420 --> 00:06:42.860]  是在乎你真正能夠表現怎樣有智慧跟人相處
