
[00:00:00.000 --> 00:00:03.440]  「獵王記」合一王朝系列第十一講
[00:00:03.440 --> 00:00:05.960]  今天是最後一講
[00:00:05.960 --> 00:00:09.840]  這一講之後以色列國分為南北兩國
[00:00:09.840 --> 00:00:13.480]  所以接著我們會講的就是
[00:00:13.480 --> 00:00:17.800]  北國王朝系列和南國王朝系列
[00:00:17.800 --> 00:00:22.280]  今天的經文在獵王記上的十二章和十四章尾
[00:00:22.280 --> 00:00:26.040]  也在歷代治下的十章至十二章
[00:00:26.040 --> 00:00:30.480]  所以如果一起讀經的話 一邊聽道一邊讀經
[00:00:30.480 --> 00:00:32.880]  記得要讀這些經文
[00:00:32.880 --> 00:00:34.720]  我今天給他的題目是
[00:00:34.720 --> 00:00:37.720]  「父親的虛空 兒子的愚昧
[00:00:37.720 --> 00:00:42.000]  一個基業如何敗在兩代人的手中」
[00:00:42.000 --> 00:00:45.400]  這裡講父親的虛空是講誰?
[00:00:45.400 --> 00:00:48.160]  是所羅門 他在全道書說
[00:00:48.160 --> 00:00:50.080]  凡事都虛空
[00:00:50.080 --> 00:00:53.480]  他的兒子就是我們今天的主角羅波安
[00:00:53.480 --> 00:00:58.160]  遲些我們會見到他是一個非常愚昧的人
[00:00:58.160 --> 00:01:01.880]  以色列國就是敗在他們兩個人的手中
[00:01:01.880 --> 00:01:05.320]  成為了南北兩國
[00:01:05.320 --> 00:01:09.640]  在全道書的二章十八至十九節
[00:01:09.640 --> 00:01:11.800]  所羅門他自己也說
[00:01:11.800 --> 00:01:14.320]  「我恨惡一切的奴隸
[00:01:14.320 --> 00:01:17.560]  就是我在日光之下的奴隸
[00:01:17.560 --> 00:01:21.000]  因為我得來的必留給我以後的人
[00:01:21.000 --> 00:01:23.680]  那人是智慧是愚昧
[00:01:23.680 --> 00:01:28.880]  誰能知道他竟要管理我奴隸所得的
[00:01:28.880 --> 00:01:33.000]  就是我在日光之下用智慧所得的
[00:01:33.000 --> 00:01:35.000]  這也是虛空」
[00:01:35.000 --> 00:01:38.400]  所羅門在全道書裡面說虛空
[00:01:38.400 --> 00:01:40.240]  其中一個虛空
[00:01:40.240 --> 00:01:43.240]  就是他奴隸得來的產業
[00:01:43.240 --> 00:01:45.560]  他會給他的後人
[00:01:45.560 --> 00:01:51.440]  而究竟這個人是智慧還是愚昧不到他管
[00:01:51.440 --> 00:01:53.920]  他說這個也是虛空
[00:01:53.920 --> 00:01:59.240]  而的確他的兒子羅波安就是一個愚昧的人
[00:01:59.240 --> 00:02:03.200]  根據《獵王紀》上的十四章二十一節
[00:02:03.200 --> 00:02:07.040]  羅波安登基的時候他是四十一歲
[00:02:07.040 --> 00:02:11.000]  由於所羅門統治了以色列國四十年
[00:02:11.000 --> 00:02:13.920]  我們知道羅波安出世
[00:02:13.920 --> 00:02:16.680]  在所羅門登基之前
[00:02:16.680 --> 00:02:21.400]  羅波安的媽媽就是阿門人那瑪
[00:02:21.400 --> 00:02:26.680]  所以所羅門在《獵王紀》上的三章一節
[00:02:26.680 --> 00:02:32.640]  他娶埃及的公主絕對不是他第一任的妻子
[00:02:32.640 --> 00:02:35.240]  所羅門的爸爸大衛
[00:02:35.240 --> 00:02:39.760]  就娶了敘利亞基述的公主做妻子
[00:02:39.760 --> 00:02:44.600]  這就是亞瑟隆的媽媽瑪迦公主
[00:02:44.600 --> 00:02:48.800]  毫無疑問這場婚姻是有政治動機
[00:02:48.800 --> 00:02:53.640]  所以所羅門娶阿門的女子為妻
[00:02:53.640 --> 00:02:56.720]  也可能是有政治動機
[00:02:56.720 --> 00:02:58.840]  羅波安偶然
[00:02:58.840 --> 00:03:02.760]  等會我們會見到是會做出有精明的決定
[00:03:02.760 --> 00:03:06.640]  但基本上他就是一個愚蠢的領袖
[00:03:06.640 --> 00:03:10.320]  從以下五點我們可以看出他的品格
[00:03:10.320 --> 00:03:12.280]  看出他的愚昧
[00:03:12.280 --> 00:03:15.000]  也是我們今天的大綱
[00:03:15.000 --> 00:03:17.920]  第一點就是王的傲慢
[00:03:17.920 --> 00:03:20.160]  說到羅波安的傲慢
[00:03:20.160 --> 00:03:21.280]  第二點
[00:03:21.280 --> 00:03:25.960]  因為他傲慢以至他作出了一個不治的公報
[00:03:25.960 --> 00:03:27.640]  這是第二點
[00:03:27.640 --> 00:03:29.040]  第三點
[00:03:29.040 --> 00:03:34.720]  因為這個公報以至以色列人十個支派背叛他
[00:03:34.720 --> 00:03:36.640]  所以帶來他的憤怒
[00:03:36.640 --> 00:03:38.680]  這是第三點
[00:03:38.680 --> 00:03:40.120]  第四點
[00:03:40.120 --> 00:03:43.640]  就是當他攻打十個支派的時候
[00:03:43.640 --> 00:03:46.280]  神差派先知跟他說
[00:03:46.280 --> 00:03:48.480]  你們兄弟不要爭鬥
[00:03:48.480 --> 00:03:50.000]  你不要這樣做
[00:03:50.000 --> 00:03:54.880]  所以羅波安沒有攻打到以色列十個支派
[00:03:54.880 --> 00:03:59.400]  他反過來開始他建築的基業
[00:03:59.400 --> 00:04:01.840]  就好像他爸爸所羅門一樣
[00:04:01.840 --> 00:04:06.880]  建造城牆建造城邑來保護自己
[00:04:06.880 --> 00:04:08.480]  而最後一點
[00:04:08.480 --> 00:04:10.720]  就是他的背道
[00:04:10.720 --> 00:04:12.280]  羅波安的背道
[00:04:12.280 --> 00:04:14.440]  他三年與神同行
[00:04:14.440 --> 00:04:16.440]  但是第四年開始
[00:04:16.440 --> 00:04:18.640]  他就開始離棄神
[00:04:18.640 --> 00:04:20.600]  你又說五點
[00:04:20.600 --> 00:04:22.640]  為什麼大綱有第六點
[00:04:22.640 --> 00:04:27.080]  第六點就是說到羅波安的死亡
[00:04:27.080 --> 00:04:29.400]  讓我們一起來看第一點
[00:04:29.400 --> 00:04:32.160]  就是王的傲慢
[00:04:32.160 --> 00:04:35.360]  從羅波安的故事我們看到
[00:04:35.360 --> 00:04:38.600]  其實羅波安他絕對沒有跟人交往
[00:04:38.600 --> 00:04:41.760]  或者理解人的恩賜
[00:04:41.760 --> 00:04:46.480]  這個和他的祖父大衛有很大的分別
[00:04:46.480 --> 00:04:49.480]  大衛是一個熱愛子民的人
[00:04:49.480 --> 00:04:52.960]  他甚至願意為他人民的利益
[00:04:52.960 --> 00:04:54.560]  為人民的福利
[00:04:54.560 --> 00:04:56.560]  而冒生命的危險
[00:04:56.560 --> 00:04:58.760]  這個就是大衛
[00:04:58.760 --> 00:05:00.760]  大衛的兒子所羅門
[00:05:00.760 --> 00:05:03.040]  不像他爸爸一樣
[00:05:03.040 --> 00:05:06.440]  所羅門不願意為人民服務
[00:05:06.440 --> 00:05:10.920]  反而他利用人民來滿足他自己的私慾
[00:05:10.920 --> 00:05:12.920]  這個就是所羅門
[00:05:12.920 --> 00:05:15.320]  而他的兒子羅波安
[00:05:15.320 --> 00:05:20.200]  也沒有學到他爸爸身上的功課
[00:05:20.200 --> 00:05:23.920]  而他明明聽見人民叫苦連天
[00:05:23.920 --> 00:05:26.800]  但是他就好像視而不見一樣
[00:05:26.800 --> 00:05:30.200]  他絕對不適合成為以色列人的王
[00:05:30.200 --> 00:05:34.320]  他絕對不適合來統治以色列國
[00:05:34.320 --> 00:05:40.240]  相信是所羅門揀選羅波安成為以色列人的王
[00:05:40.240 --> 00:05:45.200]  但是人民仍然需要認同這個揀選
[00:05:45.200 --> 00:05:48.760]  而羅波安也需要在神的面前
[00:05:48.760 --> 00:05:51.120]  跟人民來納約
[00:05:51.120 --> 00:05:56.240]  這些在訴羅、大衛和所羅門的身上
[00:05:56.240 --> 00:05:57.560]  我們都見到
[00:05:57.560 --> 00:06:00.840]  這個就在加冕的時候會發生
[00:06:00.840 --> 00:06:04.800]  人民會跟他們的新王來納約
[00:06:04.800 --> 00:06:10.040]  所以羅波安也需要有加冕的典禮
[00:06:10.040 --> 00:06:12.080]  羅波安就選擇
[00:06:12.080 --> 00:06:16.480]  他加冕的典禮將會在事劍來舉行
[00:06:16.480 --> 00:06:21.160]  事劍就是在耶路撒冷北面大概四十里
[00:06:21.160 --> 00:06:27.040]  阿不拉罕和雅各都有跟事劍有很大的淵源
[00:06:27.040 --> 00:06:31.240]  而事劍也是約瑟被埋葬的地方
[00:06:31.240 --> 00:06:35.040]  在《約書雅記》的二十四章三十二節
[00:06:35.040 --> 00:06:38.680]  而在約書雅和史詩時代
[00:06:38.680 --> 00:06:42.000]  事劍也成為一個很重要的地方
[00:06:42.000 --> 00:06:45.320]  是以色列中心的地帶
[00:06:45.320 --> 00:06:48.520]  事劍是位於以法連的山區
[00:06:48.520 --> 00:06:52.640]  以法連就是北方一個非常重要的部落
[00:06:52.640 --> 00:06:57.840]  其實以法連和馬拿西都是約瑟的後裔
[00:06:57.840 --> 00:06:59.160]  在歷史當中
[00:06:59.160 --> 00:07:04.040]  這兩個支派都曾經對猶大的領袖不滿
[00:07:04.040 --> 00:07:06.400]  而大衛在位的時候
[00:07:06.400 --> 00:07:10.280]  也歡迎以法連支派和馬拿西支派
[00:07:10.280 --> 00:07:12.920]  加入他勇士的隊伍
[00:07:12.920 --> 00:07:16.280]  但是多年來以法連和馬拿西
[00:07:16.280 --> 00:07:21.800]  都有在以色列國裡面搞分裂、搞紛爭
[00:07:21.800 --> 00:07:26.520]  這次羅波安要前往事劍來加冕
[00:07:26.520 --> 00:07:30.880]  反映出以色列早在分開南北國之前
[00:07:30.880 --> 00:07:34.520]  已經存在有政治的競爭
[00:07:34.520 --> 00:07:36.640]  而大衛記不記得
[00:07:36.640 --> 00:07:40.440]  他在成為全以色列的王之前
[00:07:40.440 --> 00:07:44.600]  他曾經在希伯倫作猶大王七年半
[00:07:44.600 --> 00:07:46.480]  這個也讓我們看到
[00:07:46.480 --> 00:07:50.000]  其實以色列國在分裂南北國之前
[00:07:50.000 --> 00:07:53.800]  已經有很大的政治競爭
[00:07:53.800 --> 00:07:55.680]  北方的支派
[00:07:55.680 --> 00:08:00.080]  不來耶路撒冷參加羅波安的加冕
