
[00:00:00.000 --> 00:00:02.160]  鳳主明問候弟兄姊妹平安
[00:00:02.160 --> 00:00:04.800]  鳳主的明問候弟兄姊妹平安
[00:00:04.800 --> 00:00:07.300]  祝大家新年快樂
[00:00:07.300 --> 00:00:08.800]  恭祝大家新年快樂
[00:00:08.800 --> 00:00:12.100]  我今天跟大家講的是「耶護之志」第三講
[00:00:12.100 --> 00:00:14.560]  今天是講「耶護之志」第三講
[00:00:14.560 --> 00:00:18.200]  題目是「耶護用詭計擊殺巴力的先知」
[00:00:18.200 --> 00:00:21.700]  題目是「用詭計擊敗巴力先知」
[00:00:21.700 --> 00:00:23.700]  大家指揮表是有大方的了
[00:00:23.700 --> 00:00:25.000]  大家都有大方
[00:00:25.000 --> 00:00:26.700]  我按照這四點來講
[00:00:26.700 --> 00:00:28.400]  我們來按照這四點來講
[00:00:28.400 --> 00:00:30.200]  我首先要講的是
[00:00:30.200 --> 00:00:35.200]  以色列人拜巴力引來痛苦的歷史
[00:00:35.200 --> 00:00:38.600]  以色列人拜巴力引來痛苦的歷史
[00:00:38.600 --> 00:00:43.500]  《早代史詩記》第三章七到十節已經有記載
[00:00:43.500 --> 00:00:47.500]  《早代史詩記》第三章七到十七節就有記載
[00:00:47.500 --> 00:00:52.900]  在那裡故事沒有什麼高潮迭起的劇情
[00:00:52.900 --> 00:00:56.300]  在那裡沒有高潮迭起的劇情
[00:00:56.300 --> 00:00:59.700]  也沒有什麼非凡的神勇表現
[00:00:59.700 --> 00:01:01.700]  也沒有什麼非凡神勇的表現
[00:01:01.700 --> 00:01:04.900]  我們只見到上帝藉著「事施」
[00:01:04.900 --> 00:01:07.700]  「我陀已所做的事」
[00:01:07.700 --> 00:01:10.500]  我們可以看見上帝藉著「事施」
[00:01:10.500 --> 00:01:12.100]  「我陀而所做的事」
[00:01:12.100 --> 00:01:16.900]  主要就是這個《早代史詩記》十三章九到十節
[00:01:16.900 --> 00:01:17.700]  九節那裡說
[00:01:17.700 --> 00:01:21.800]  「耶和華為他們興起一位拯救者」
[00:01:21.800 --> 00:01:24.700]  在《早代史詩記》三章九節說
[00:01:24.700 --> 00:01:28.700]  「耶和華為他們興起一位拯救者」
[00:01:28.700 --> 00:01:30.100]  十節上
[00:01:30.100 --> 00:01:32.900]  「耶和華的靈降在他身上」
[00:01:32.900 --> 00:01:33.900]  在第十節
[00:01:33.900 --> 00:01:36.100]  「耶和華的靈降在他身上」
[00:01:36.100 --> 00:01:38.100]  十節下結果
[00:01:38.100 --> 00:01:45.100]  「耶和華將美索不達米阿古」
[00:01:45.100 --> 00:01:50.300]  「米索不達王」
[00:01:50.300 --> 00:01:54.500]  「古山利薩錢交在他手中」
[00:01:54.500 --> 00:01:55.700]  在第十節下
[00:01:55.700 --> 00:02:00.100]  「耶和華將美索不達米阿王」
[00:02:00.100 --> 00:02:04.900]  「古山利薩錢交在他手中」
[00:02:04.900 --> 00:02:06.500]  「我陀已的事蹟」
[00:02:06.500 --> 00:02:09.900]  是將注意力放在一個焦點上
[00:02:09.900 --> 00:02:11.300]  「我陀而的事蹟」
[00:02:11.300 --> 00:02:13.300]  把注意力放在一個焦點上
[00:02:13.300 --> 00:02:16.300]  上帝的作為
[00:02:16.300 --> 00:02:19.500]  在耶護的故事當中
[00:02:19.500 --> 00:02:25.500]  我們不要將故事放在一個耶護
[00:02:25.500 --> 00:02:27.100]  這個人的文物手中
[00:02:27.100 --> 00:02:28.900]  而模糊了焦點
[00:02:28.900 --> 00:02:32.300]  我們不要把焦點放在
[00:02:32.300 --> 00:02:34.500]  耶護當中而模糊了焦點
[00:02:34.500 --> 00:02:37.300]  在耶護這個故事當中
[00:02:37.300 --> 00:02:41.700]  甚至整個獵王記的故事
[00:02:41.700 --> 00:02:43.100]  我們的著眼點
[00:02:43.100 --> 00:02:46.300]  不只是在人、物和事
[00:02:46.300 --> 00:02:49.700]  我們的著眼點不在於人、事和物
[00:02:49.700 --> 00:02:54.900]  而是上帝透過這些人、事情、物件
[00:02:54.900 --> 00:02:57.300]  看到上帝的作為
[00:02:57.300 --> 00:03:00.700]  而上帝透過這些事、人、事和物件
[00:03:00.700 --> 00:03:01.900]  如何實現祂的旨意
[00:03:01.900 --> 00:03:06.100]  上帝的旨意是如何實行
[00:03:06.100 --> 00:03:11.100]  讓我們察覺到上帝的旨意是什麼
[00:03:11.100 --> 00:03:13.500]  要按祂的旨意來做、來配合
[00:03:13.500 --> 00:03:15.900]  而讓祂的旨意是配合去做
[00:03:15.900 --> 00:03:19.100]  有幾天前在《Our Daily Bread》
[00:03:19.100 --> 00:03:20.500]  《每日靈糧》
[00:03:20.500 --> 00:03:22.500]  在《每日靈糧》呢?
[00:03:22.500 --> 00:03:24.500]  有一位作者
[00:03:24.500 --> 00:03:25.900]  我相信他是中國人
[00:03:25.900 --> 00:03:27.300]  我借了他的英文翻譯
[00:03:27.300 --> 00:03:28.900]  我借了他的英文翻譯
[00:03:28.900 --> 00:03:30.300]  他姓查
[00:03:30.300 --> 00:03:32.300]  查寶芳
[00:03:32.300 --> 00:03:33.900]  不知道是男是女
[00:03:33.900 --> 00:03:36.900]  我猜他是一個中國的作者
[00:03:36.900 --> 00:03:39.500]  我翻譯成是叫查寶芳
[00:03:39.500 --> 00:03:41.500]  他說他自己年輕的時候
[00:03:41.500 --> 00:03:43.500]  他說他年輕的時候
[00:03:43.500 --> 00:03:46.500]  他希望好有更多的才華
[00:03:46.500 --> 00:03:48.500]  需要很多的享有很多的才華
[00:03:48.500 --> 00:03:50.100]  帶多些人信耶穌
[00:03:50.100 --> 00:03:51.900]  帶更多人信耶穌
[00:03:51.900 --> 00:03:53.100]  好不好?
[00:03:53.100 --> 00:03:55.300]  好不好?很好
[00:03:55.300 --> 00:03:56.700]  他說他自己錯了
[00:03:56.700 --> 00:03:58.900]  他說他自己錯了
[00:03:58.900 --> 00:04:01.700]  他說我的焦點錯了
[00:04:01.700 --> 00:04:03.500]  他說我將我的焦點錯了
[00:04:03.500 --> 00:04:06.100]  他說實際上
[00:04:06.100 --> 00:04:07.300]  他說實際上
[00:04:07.300 --> 00:04:10.500]  上帝是能夠用平凡的人
[00:04:10.500 --> 00:04:13.300]  去成就這個不平凡上帝的作為
[00:04:13.300 --> 00:04:15.100]  上帝是能夠用平凡的人
[00:04:15.100 --> 00:04:17.100]  去成就這個不平凡上帝的作為
[00:04:17.100 --> 00:04:19.900]  所以我感謝主
[00:04:19.900 --> 00:04:23.900]  上帝可以用我們這麼平凡的人
[00:04:23.900 --> 00:04:27.300]  來散發上帝的榮光
[00:04:27.300 --> 00:04:30.500]  主耶穌在《馬太福音》五章十六節這樣說
[00:04:30.500 --> 00:04:34.900]  主耶穌在《馬太福音》五章十六節這樣說
[00:04:34.900 --> 00:04:38.700]  耶穌說:你們的光也當這樣照在人前
[00:04:38.700 --> 00:04:41.300]  叫他們看見你們的好行為
[00:04:41.300 --> 00:04:44.300]  便將榮耀歸給你們在天上的父
[00:04:44.300 --> 00:04:48.300]  大家看見我們和上帝的關係嗎?
[00:04:48.300 --> 00:04:52.500]  上帝要從我們的好行為
[00:04:52.500 --> 00:04:54.700]  讓人看見
[00:04:54.700 --> 00:04:59.300]  將榮耀歸給天上
[00:04:59.300 --> 00:05:02.100]  不是說某人聰明
[00:05:02.100 --> 00:05:03.500]  不是說某人聰明
[00:05:03.500 --> 00:05:04.700]  耶穌說的
[00:05:04.700 --> 00:05:07.700]  耶穌說:今天我要威水
[00:05:07.700 --> 00:05:09.300]  我要聰明
[00:05:09.300 --> 00:05:11.500]  我很能幹,是好事
[00:05:11.500 --> 00:05:14.900]  不過讓焦點
[00:05:14.900 --> 00:05:16.300]  放在神那裡
[00:05:16.300 --> 00:05:18.300]  主耶穌沒有說:讓人看見你能幹,讚你
[00:05:18.300 --> 00:05:19.100]  沒有啊
[00:05:19.100 --> 00:05:21.700]  主耶穌沒有說:因為你能幹,要讚你
[00:05:21.700 --> 00:05:22.900]  沒有
[00:05:22.900 --> 00:05:25.100]  在讀耶護的故事當中
[00:05:25.100 --> 00:05:27.100]  在耶護的故事當中
[00:05:27.100 --> 00:05:29.700]  上帝用了一個
[00:05:29.700 --> 00:05:31.500]  耶護,我說祂是平凡人
[00:05:31.500 --> 00:05:33.300]  耶護呢,我說祂是一個平凡的人
[00:05:33.300 --> 00:05:35.100]  平凡到怎樣呢?非常自我
[00:05:35.100 --> 00:05:36.500]  祂是非常自我
[00:05:36.500 --> 00:05:38.500]  公於心計
[00:05:38.500 --> 00:05:39.500]  平不平凡?
[00:05:39.500 --> 00:05:40.700]  祂平凡嗎?
[00:05:40.700 --> 00:05:42.300]  平凡得來頑皮
[00:05:42.300 --> 00:05:44.100]  平凡得有些壞
[00:05:44.100 --> 00:05:46.100]  古物論如何,祂用什麼手法?
[00:05:46.100 --> 00:05:48.500]  不管怎樣,祂用如何的做法
[00:05:48.500 --> 00:05:50.500]  但是藉著耶護所做的
[00:05:50.500 --> 00:05:52.500]  祂作為耶護,祂所做的
[00:05:52.500 --> 00:05:55.500]  上帝要實行審判
[00:05:55.500 --> 00:05:57.300]  上帝要實行審判
[00:05:57.300 --> 00:06:02.100]  審判一個使以色列遭殃的阿哈王
[00:06:02.100 --> 00:06:05.300]  審判一個使以色列遭殃的阿哈王
[00:06:05.300 --> 00:06:06.300]  祂的家族
[00:06:06.300 --> 00:06:07.700]  祂的家族
[00:06:07.700 --> 00:06:12.100]  並且藉著耶護除去那些可憎惡的偶像
[00:06:12.100 --> 00:06:14.900]  並且除去那些可憎惡的偶像
[00:06:14.900 --> 00:06:16.100]  各位靈姐妹
[00:06:16.100 --> 00:06:18.300]  我在新約,在路加福音
[00:06:18.300 --> 00:06:23.700]  耶穌用了「可憎惡的」這個字
[00:06:23.700 --> 00:06:26.300]  在新約,耶穌用了「可憎惡的」這個字
[00:06:26.300 --> 00:06:27.500]  路加福音十六章
[00:06:27.500 --> 00:06:28.100]  路加福音十六章
[00:06:28.100 --> 00:06:29.300]  那我特意去查了一下
[00:06:29.300 --> 00:06:31.300]  原來是舊約字
[00:06:31.300 --> 00:06:33.100]  原來是舊約的字
[00:06:33.100 --> 00:06:37.300]  凡是舊約的作者
[00:06:37.300 --> 00:06:38.900]  凡是舊約的作者
[00:06:38.900 --> 00:06:41.300]  寫親偶像呢
[00:06:41.300 --> 00:06:42.100]  寫偶像
[00:06:42.100 --> 00:06:43.500]  他一定有這個形容詞的
[00:06:43.500 --> 00:06:44.500]  他有一個形容詞
[00:06:44.500 --> 00:06:46.900]  可憎惡的
[00:06:46.900 --> 00:06:48.500]  就是可憎惡的
[00:06:48.500 --> 00:06:49.900]  detestable的英文
[00:06:49.900 --> 00:06:51.900]  是可憎惡的
[00:06:51.900 --> 00:06:52.700]  現在
[00:06:52.700 --> 00:06:55.700]  你說巴黎偶像在以色列
[00:06:55.700 --> 00:06:56.900]  是不是可憎惡的
[00:06:56.900 --> 00:06:59.500]  巴黎偶像在以色列是不是很可惡呢
[00:06:59.500 --> 00:07:02.700]  你看整個生命記載是說這件事的
[00:07:02.700 --> 00:07:04.900]  在整個生命記載是在講
[00:07:04.900 --> 00:07:11.700]  上帝要借助耶護除去這個可憎惡的巴黎像宗教
[00:07:11.700 --> 00:07:15.300]  上帝借了耶護除去這個憎惡的偶像
[00:07:15.300 --> 00:07:17.300]  叫以色列人
[00:07:17.300 --> 00:07:20.300]  返回到祂的面前
[00:07:20.300 --> 00:07:22.900]  真心敬拜上帝
[00:07:22.900 --> 00:07:26.300]  用這個方法來讀《獵王記》呢
[00:07:26.300 --> 00:07:29.700]  那我們就不要說耶護聰明了
[00:07:29.700 --> 00:07:31.500]  其實作者很多隱喻的時候
[00:07:31.500 --> 00:07:34.300]  他沒有說他會聰明
[00:07:34.300 --> 00:07:36.100]  不過他有做對的地方
[00:07:36.100 --> 00:07:37.300]  不過他有做對的地方
[00:07:37.300 --> 00:07:38.300]  也有做錯的地方
[00:07:38.300 --> 00:07:39.100]  也有做錯的地方
[00:07:39.100 --> 00:07:40.100]  那下一章
[00:07:40.100 --> 00:07:41.700]  下一次我們來講
[00:07:41.700 --> 00:07:45.500]  就是講作者怎樣去評估耶護的特色了
[00:07:45.500 --> 00:07:46.500]  那下一次呢
[00:07:46.500 --> 00:07:50.300]  我們就會作者來怎樣評估他的哲師
[00:07:50.300 --> 00:07:51.900]  來到這個
[00:07:51.900 --> 00:07:54.100]  今天的經文就是
[00:07:54.100 --> 00:07:57.900]  《獵王記》下十章十八到二十八節
[00:07:57.900 --> 00:08:01.300]  今天的經文是《獵王記》下十章十八到二十八節
[00:08:01.300 --> 00:08:05.900]  那我想交個前文就是十八章之前
[00:08:05.900 --> 00:08:10.300]  特別是十六節
[00:08:10.300 --> 00:08:15.900]  耶護做了鞏固自己王位的事之後
[00:08:15.900 --> 00:08:21.900]  去這個薩瑪利亞首都的途中
[00:08:21.900 --> 00:08:27.900]  遇見利甲的兒子約拿達
[00:08:27.900 --> 00:08:31.900]  遇見了利甲的兒子約拿達
[00:08:31.900 --> 00:08:35.900]  利甲這個教派是以色列當中最嚴肅
[00:08:35.900 --> 00:08:39.500]  最嚴格的教派的人
[00:08:39.500 --> 00:08:44.700]  利甲這個教派是最嚴格的教派
[00:08:44.700 --> 00:08:47.300]  如果是基督教來講
[00:08:47.300 --> 00:08:49.500]  是fundamentalist
[00:08:49.500 --> 00:08:51.700]  基要派
[00:08:51.700 --> 00:08:55.500]  在基督教來講是基要派
[00:08:55.500 --> 00:08:58.500]  基要派是什麼呢?這個要留在網絡上
[00:08:58.500 --> 00:09:01.500]  他一定知道的
[00:09:01.500 --> 00:09:06.100]  他對約拿達說
[00:09:06.100 --> 00:09:13.300]  你認不認同我?
[00:09:13.300 --> 00:09:15.900]  他認同耶護
[00:09:15.900 --> 00:09:17.900]  於是他就說
[00:09:17.900 --> 00:09:23.100]  好,你跟我一起上車
[00:09:23.100 --> 00:09:29.100]  上他家賓許的車
[00:09:29.100 --> 00:09:33.100]  有馬車
[00:09:33.100 --> 00:09:36.100]  耶護說了這句話
[00:09:36.100 --> 00:09:40.100]  你看我怎樣為耶和華熱心
[00:09:40.100 --> 00:09:43.100]  這句話可圈可點
[00:09:43.100 --> 00:09:46.100]  耶護其實做事有什麼時候預先宣佈
[00:09:46.100 --> 00:09:51.100]  告訴我會做什麼?
[00:09:51.100 --> 00:09:57.100]  他一直是一個很神秘的人
[00:09:57.100 --> 00:09:59.100]  他是一個神秘的人
[00:09:59.100 --> 00:10:02.100]  是有這個好處,有日本人的好處
[00:10:02.100 --> 00:10:03.100]  日本人是什麼呢?
[00:10:03.100 --> 00:10:06.100]  他不說做什麼,是做了才說的
[00:10:06.100 --> 00:10:08.100]  他不講做什麼,是做完之後才講
[00:10:08.100 --> 00:10:09.100]  香港人呢?
[00:10:09.100 --> 00:10:10.100]  香港人呢?
[00:10:10.100 --> 00:10:11.100]  講了不做
[00:10:11.100 --> 00:10:12.100]  講了不做
[00:10:12.100 --> 00:10:13.100]  德國人呢?
[00:10:13.100 --> 00:10:14.100]  德國人呢?
[00:10:14.100 --> 00:10:15.100]  講了就做
[00:10:15.100 --> 00:10:16.100]  講了就做
[00:10:16.100 --> 00:10:18.100]  這個人講了話呢?
[00:10:18.100 --> 00:10:20.100]  這個耶護他講了
[00:10:20.100 --> 00:10:25.100]  有政治目的
[00:10:25.100 --> 00:10:27.100]  所以我們讀聖經就這樣看
[00:10:27.100 --> 00:10:31.100]  耶護平時不將他的計劃宣佈
[00:10:31.100 --> 00:10:38.100]  現在講是什麼意思呢?
[00:10:38.100 --> 00:10:46.100]  要得到約拿達這個教派的認許
[00:10:46.100 --> 00:10:51.100]  是非常嚴肅對於耶和華宗教的人士
[00:10:51.100 --> 00:10:55.100]  因為約拿達是一個非常嚴肅的宗教
[00:10:55.100 --> 00:10:58.100]  有一位學者,他是以色列學者
[00:10:58.100 --> 00:11:02.100]  Bar Efrat
[00:11:02.100 --> 00:11:05.100]  是一個以色列的學者
[00:11:05.100 --> 00:11:12.100]  他認為耶護要講話
[00:11:12.100 --> 00:11:14.100]  他說耶護有話要說
[00:11:14.100 --> 00:11:17.100]  他認為耶護有話要說
[00:11:17.100 --> 00:11:18.100]  他認為耶護有話要說
[00:11:18.100 --> 00:11:19.100]  他認為耶護有話要說
[00:11:19.100 --> 00:11:20.100]  他認為耶護有話要說
[00:11:20.100 --> 00:11:21.100]  他認為耶護有話要說
[00:11:21.100 --> 00:11:22.100]  他認為耶護有話要說
[00:11:22.100 --> 00:11:23.100]  他認為耶護有話要說
[00:11:23.100 --> 00:11:24.100]  他認為耶護有話要說
[00:11:24.100 --> 00:11:25.100]  他認為耶護有話要說
[00:11:25.100 --> 00:11:26.100]  他認為耶護有話要說
[00:11:26.100 --> 00:11:27.100]  他認為耶護有話要說
[00:11:27.100 --> 00:11:28.100]  他認為耶護有話要說
[00:11:28.100 --> 00:11:29.100]  他認為耶護有話要說
[00:11:29.100 --> 00:11:30.100]  他認為耶護有話要說
[00:11:30.100 --> 00:11:31.100]  他認為耶護有話要說
[00:11:31.100 --> 00:11:32.100]  他認為耶護有話要說
[00:11:32.100 --> 00:11:33.100]  他認為耶護有話要說
[00:11:33.100 --> 00:11:34.100]  他認為耶護有話要說
[00:11:34.100 --> 00:11:35.100]  他認為耶護有話要說
[00:11:35.100 --> 00:11:36.100]  他認為耶護有話要說
[00:11:44.100 --> 00:11:45.100]  他認為耶護有話要說
[00:11:45.100 --> 00:11:46.100]  他認為耶護有話要說
[00:11:46.100 --> 00:11:47.100]  他認為耶護有話要說
[00:11:47.100 --> 00:11:48.100]  他認為耶護有話要說
[00:11:48.100 --> 00:11:49.100]  他認為耶護有話要說
[00:11:49.100 --> 00:11:50.100]  他認為耶護有話要說
[00:11:50.100 --> 00:11:51.100]  他認為耶護有話要說
[00:11:51.100 --> 00:11:52.100]  他認為耶護有話要說
[00:11:52.100 --> 00:11:53.100]  他認為耶護有話要說
[00:11:53.100 --> 00:11:54.100]  他認為耶護有話要說
[00:11:54.100 --> 00:11:55.100]  他認為耶護有話要說
[00:11:55.100 --> 00:11:56.100]  他認為耶護有話要說
[00:11:56.100 --> 00:11:57.100]  他認為耶護有話要說
[00:11:57.100 --> 00:11:58.100]  他認為耶護有話要說
[00:11:58.100 --> 00:11:59.100]  他認為耶護有話要說
[00:11:59.100 --> 00:12:00.100]  他認為耶護有話要說
[00:12:00.100 --> 00:12:01.100]  他認為耶護有話要說
[00:12:01.100 --> 00:12:02.100]  他認為耶護有話要說
[00:12:02.100 --> 00:12:03.100]  他認為耶護有話要說
[00:12:03.100 --> 00:12:04.100]  他認為耶護有話要說
[00:12:14.100 --> 00:12:15.100]  他認為耶護有話要說
[00:12:15.100 --> 00:12:16.100]  他認為耶護有話要說
[00:12:16.100 --> 00:12:17.100]  他認為耶護有話要說
[00:12:17.100 --> 00:12:18.100]  他認為耶護有話要說
[00:12:18.100 --> 00:12:19.100]  他認為耶護有話要說
[00:12:19.100 --> 00:12:20.100]  他認為耶護有話要說
[00:12:20.100 --> 00:12:21.100]  他認為耶護有話要說
[00:12:21.100 --> 00:12:22.100]  他認為耶護有話要說
[00:12:22.100 --> 00:12:23.100]  他認為耶護有話要說
[00:12:23.100 --> 00:12:24.100]  他認為耶護有話要說
[00:12:24.100 --> 00:12:25.100]  他認為耶護有話要說
[00:12:25.100 --> 00:12:26.100]  他認為耶護有話要說
[00:12:26.100 --> 00:12:27.100]  他認為耶護有話要說
[00:12:27.100 --> 00:12:28.100]  他認為耶護有話要說
[00:12:28.100 --> 00:12:29.100]  他認為耶護有話要說
[00:12:29.100 --> 00:12:30.100]  他認為耶護有話要說
[00:12:30.100 --> 00:12:31.100]  他認為耶護有話要說
[00:12:31.100 --> 00:12:32.100]  他認為耶護有話要說
[00:12:32.100 --> 00:12:33.100]  他認為耶護有話要說
[00:12:33.100 --> 00:12:34.100]  他認為耶護有話要說
[00:12:44.100 --> 00:12:46.100]  耶和華才是上帝
[00:12:46.100 --> 00:12:49.100]  Ilia, Elijah, 伊利亞胡是原文
[00:12:49.100 --> 00:12:51.100]  伊利亞胡是原文
[00:12:51.100 --> 00:12:55.100]  Yahu, Ya, 但Ya親是Yaway
[00:12:55.100 --> 00:12:56.100]  Yahu, Ya, 但Ya親是Yaway
[00:12:56.100 --> 00:12:57.100]  Yahu, Ya, 但Ya親是Yaway
[00:12:57.100 --> 00:12:58.100]  Who is ours?
[00:12:58.100 --> 00:12:59.100]  Who is ours?
[00:12:59.100 --> 00:13:03.100]  Eli, 我的上帝是我的耶和華
[00:13:03.100 --> 00:13:04.100]  我的上帝是我的耶和華
[00:13:04.100 --> 00:13:05.100]  這是伊利亞的名字
[00:13:05.100 --> 00:13:06.100]  我的上帝是我的耶和華
[00:13:06.100 --> 00:13:07.100]  這是伊利亞的名字
[00:13:07.100 --> 00:13:11.100]  其實你看到約拿達這個派
[00:13:11.100 --> 00:13:14.100]  非常尊重伊利亞
[00:13:14.100 --> 00:13:17.100]  約拿達這個派非常尊重伊利亞
[00:13:17.100 --> 00:13:18.100]  耶護說
[00:13:18.100 --> 00:13:20.100]  伊利亞沒有做到
[00:13:20.100 --> 00:13:21.100]  我現在做給你看
[00:13:21.100 --> 00:13:23.100]  你跟著來看
[00:13:23.100 --> 00:13:24.100]  耶護說
[00:13:24.100 --> 00:13:25.100]  伊利亞沒有做到
[00:13:25.100 --> 00:13:26.100]  我也可以做到
[00:13:26.100 --> 00:13:28.100]  你跟著來看
[00:13:28.100 --> 00:13:32.100]  你看到一路記載下去的時候
[00:13:32.100 --> 00:13:33.100]  一路記載
