
[00:00:00.000 --> 00:00:02.800]  今天要跟大家講一講
[00:00:02.800 --> 00:00:05.800]  就是《但爾利書》的第三章
[00:00:05.800 --> 00:00:08.640]  一個我們非常熟悉的故事
[00:00:08.640 --> 00:00:11.400]  是講到但爾利的三個朋友
[00:00:11.400 --> 00:00:14.480]  在火坑、在火搖的故事
[00:00:14.480 --> 00:00:17.200]  我們相信大家都很熟悉這個故事
[00:00:17.200 --> 00:00:19.200]  我們留意到在第三章
[00:00:19.200 --> 00:00:22.800]  我們居然是找不到但爾利自己的名字
[00:00:22.800 --> 00:00:24.600]  在第三章
[00:00:24.600 --> 00:00:28.200]  有很多的解經家、有很多的學者都認爲
[00:00:28.200 --> 00:00:31.600]  但爾利是正在爲尼布格尼撒工作
[00:00:31.600 --> 00:00:34.600]  他可能不在宮殿裏面
[00:00:34.600 --> 00:00:38.200]  甚至他不在巴比倫
[00:00:38.200 --> 00:00:39.600]  很有趣
[00:00:39.600 --> 00:00:42.600]  在第一、第二章我們見到
[00:00:42.600 --> 00:00:46.200]  是但爾利和他三個同伴的事
[00:00:46.200 --> 00:00:49.400]  但是但爾利似乎是主角
[00:00:49.400 --> 00:00:52.000]  去到第三章居然不見了但爾利
[00:00:52.000 --> 00:00:55.200]  但是他三個同伴就是主角
[00:00:55.200 --> 00:01:02.800]  由第四章開始已經不見了他三個同伴的名字
[00:01:02.800 --> 00:01:10.400]  我們一起來看看考古學對但爾利書的背景
[00:01:10.400 --> 00:01:17.000]  在巴比倫出土了一塊五邊形的靈柱
[00:01:17.000 --> 00:01:21.400]  現在這個靈柱在伊斯坦堡博物館
[00:01:21.400 --> 00:01:26.600]  在這個靈柱的上方有很多官的名字和官職
[00:01:26.600 --> 00:01:30.400]  其中有三個名字很值得我們注意
[00:01:30.400 --> 00:01:33.200]  第一個名字是阿迪那布
[00:01:33.200 --> 00:01:37.600]  阿迪那布是王子的私人祕書長
[00:01:37.600 --> 00:01:40.000]  是一個很高的官職
[00:01:40.000 --> 00:01:46.000]  這個名字的雅蘭文就是阿伯尼哥
[00:01:46.000 --> 00:01:51.000]  我們知道阿伯尼哥是但爾利三個朋友之一
[00:01:51.000 --> 00:01:53.800]  第二個名字是哈努努
[00:01:53.800 --> 00:01:57.600]  哈努努是御前的貿易官
[00:01:57.600 --> 00:02:05.600]  加納底文的哈努努就是等於希伯來文的哈那尼亞
[00:02:05.600 --> 00:02:13.800]  我們知道在第一章太監長是幫但爾利和他三個朋友改名字
[00:02:13.800 --> 00:02:18.000]  哈那尼亞就被改爲沙特拉
[00:02:18.000 --> 00:02:22.000]  所以我們見到第二個名字哈努努
[00:02:22.000 --> 00:02:25.800]  就是等於希伯來文的哈那尼亞
[00:02:25.800 --> 00:02:31.200]  第三個名字是麥沙倫·馬杜克
[00:02:31.200 --> 00:02:32.400]  很有趣
[00:02:32.400 --> 00:02:36.600]  這個是尼布格尼薩身邊的高官
[00:02:36.600 --> 00:02:42.400]  我們知道馬杜克是巴比倫其中一個神
[00:02:42.400 --> 00:02:47.800]  巴比倫的人很喜歡將神的名字加在自己的名字上
[00:02:47.800 --> 00:02:51.600]  如果我們將馬杜克這個名字拿走的話
[00:02:51.600 --> 00:02:54.200]  這個人的名字就是馬沙倫
[00:02:54.200 --> 00:02:59.200]  馬沙倫就是加納底文的米薩
[00:02:59.200 --> 00:03:00.200]  很有趣
[00:03:00.200 --> 00:03:03.000]  我們見到但爾利三個同伴的名字
[00:03:03.000 --> 00:03:06.000]  都在這個五邊形的靈柱上高
[00:03:06.000 --> 00:03:08.800]  但爾利書不是神話
[00:03:08.800 --> 00:03:11.600]  但爾利書是神的話
[00:03:11.600 --> 00:03:14.400]  但爾利書不僅有預言
[00:03:14.400 --> 00:03:18.200]  也有歷史的見證
[00:03:18.200 --> 00:03:20.000]  今天我們講第三章
[00:03:20.000 --> 00:03:24.400]  講到第三章和第二章有很多相似的地方
[00:03:24.400 --> 00:03:28.000]  第三章和第二章一樣有一個人像
[00:03:28.000 --> 00:03:34.400]  第二章的人像是尼布格尼薩夢見的人像
[00:03:34.400 --> 00:03:39.600]  他夢見了一個人像有金頭
[00:03:39.600 --> 00:03:43.000]  有不同金屬的身體
[00:03:43.000 --> 00:03:47.600]  不同的金屬我們說是代表不同的國家
[00:03:47.600 --> 00:03:49.800]  是承繼巴比倫的國家
[00:03:49.800 --> 00:03:53.200]  一個跟着一個興起衰落
[00:03:53.200 --> 00:03:56.200]  在第三章也有一個人像
[00:03:56.200 --> 00:03:59.800]  但這個人像不是尼布格尼薩夢見的
[00:03:59.800 --> 00:04:01.800]  是他叫人打造的
[00:04:01.800 --> 00:04:04.800]  全身都是金的
[00:04:04.800 --> 00:04:07.400]  沒有其他的金屬
[00:04:07.400 --> 00:04:10.400]  如果其他的金屬是代表不同的國家
[00:04:10.400 --> 00:04:16.200]  承繼巴比倫一個全金的人像代表什麼
[00:04:16.200 --> 00:04:20.200]  代表巴比倫將會是永遠的國度
[00:04:20.200 --> 00:04:25.400]  代表巴比倫將永遠不會被人征服
[00:04:25.400 --> 00:04:26.800]  很有趣
[00:04:26.800 --> 00:04:29.000]  我們剛剛講到第二章的時候
[00:04:29.000 --> 00:04:33.400]  我們說最後尼布格尼薩非常佩服彈爾利的神
[00:04:33.400 --> 00:04:35.200]  非常敬畏他
[00:04:35.200 --> 00:04:38.800]  他在二章47節彈爾利書怎麼說
[00:04:38.800 --> 00:04:43.200]  他說「你既能顯明着奧祕的事
[00:04:43.200 --> 00:04:46.800]  你們的神承認是萬神之神
[00:04:46.800 --> 00:04:48.800]  萬王之主
[00:04:48.800 --> 00:04:53.200]  又是顯明奧祕事的」
[00:04:53.200 --> 00:04:56.400]  他非常佩服這位神
[00:04:56.400 --> 00:04:58.400]  只是隔了兩節的經文
[00:04:58.400 --> 00:05:01.400]  就是二章48 二章49
[00:05:01.400 --> 00:05:04.800]  去到三章一節他似乎已經忘記了
[00:05:04.800 --> 00:05:07.400]  他叫人爲自己打造一個金像
[00:05:07.400 --> 00:05:11.000]  來敬拜自己
[00:05:11.000 --> 00:05:13.400]  當然有很多學者認爲
[00:05:13.400 --> 00:05:16.000]  由第二章尾到第三章頭
[00:05:16.000 --> 00:05:19.400]  其實是相隔了很多年
[00:05:19.400 --> 00:05:21.400]  有一部七十事異譯本
[00:05:21.400 --> 00:05:23.200]  以前也跟大家講過
[00:05:23.200 --> 00:05:25.600]  是第一部由希伯來文譯造
[00:05:25.600 --> 00:05:28.000]  是希臘文的聖經
[00:05:28.000 --> 00:05:29.200]  在這部聖經裏面
[00:05:29.200 --> 00:05:32.200]  在三章一節加了幾個字
[00:05:32.200 --> 00:05:34.400]  其他版本沒有
[00:05:34.400 --> 00:05:37.800]  說尼泊爾加尼撒在位十八年
[00:05:37.800 --> 00:05:39.200]  他立了個金像
[00:05:39.200 --> 00:05:40.200]  在位十八年
[00:05:40.200 --> 00:05:42.800]  這個是其他版本沒有
[00:05:42.800 --> 00:05:47.000]  很明顯可能是時間真的過得很長遠了
[00:05:47.000 --> 00:05:49.000]  尼泊爾加尼撒已經忘記了
[00:05:49.000 --> 00:05:53.000]  自己所講過的話
[00:05:53.000 --> 00:05:55.200]  今天的經文剛纔讀過
[00:05:55.200 --> 00:05:59.600]  其中是三章一節至到三章五節
[00:05:59.600 --> 00:06:02.200]  是非常有趣的
[00:06:02.200 --> 00:06:04.400]  我經常和大家說我很注意
[00:06:04.400 --> 00:06:07.800]  聖經裏面的首尾對偶 首尾的結構
[00:06:07.800 --> 00:06:10.800]  每逢聖經有重要的事要和我們講的時候
[00:06:10.800 --> 00:06:13.600]  都有首尾的結構
[00:06:13.600 --> 00:06:15.200]  這個首尾結構我們看到
[00:06:15.200 --> 00:06:17.600]  三章一節和三章五節
[00:06:17.600 --> 00:06:19.800]  都同樣重複了
[00:06:19.800 --> 00:06:22.600]  尼泊爾加尼撒造了一個金像
[00:06:22.600 --> 00:06:24.800]  或者是立了一個金像
[00:06:24.800 --> 00:06:30.000]  所以我們知道經文是有關這個金像
[00:06:30.000 --> 00:06:32.800]  我們又看到在第二節和第三節
[00:06:32.800 --> 00:06:35.200]  有很多官的名字重複
