
[00:00:00.000 --> 00:00:02.440]  - 大家早上好 - 大家早晨
[00:00:02.440 --> 00:00:09.320]  - 你看我穿成像紅包的這個樣子 - 在章泉道穿成好像利是封那樣
[00:00:09.320 --> 00:00:12.440]  - 就知道過年了 - 就知道過年就來了
[00:00:12.440 --> 00:00:17.640]  - 真是在主的恩典裡 - 真是在主的恩典裡面
[00:00:17.640 --> 00:00:23.440]  - 祝願大家這個春節快樂平安 - 祝願大家春節快樂平安
[00:00:23.440 --> 00:00:27.960]  我們華人過年呢 門上都是貼福字的
[00:00:27.960 --> 00:00:32.960]  - 我們華人過新年呢 門上都是貼福字的 - 前兩天在朋友圈裡
[00:00:32.960 --> 00:00:41.160]  - 好多會寫毛筆字的人都在秀自己寫的福字 - 前幾天在微信的朋友圈裡面
[00:00:41.160 --> 00:00:49.760]  - 好多有些會寫毛筆字的人都在寫福字 展示給大家看 - 你們知不知道在門上貼個福
[00:00:49.760 --> 00:00:54.720]  - 其實是什麼意思 - 大家知不知道在門上貼福字是什麼意思呢
[00:00:54.720 --> 00:00:59.000]  - 它不是說我們家很有福 - 它不是說我們家很有福
[00:00:59.000 --> 00:01:03.680]  - 它是說我們新的一年我們迎接福氣 - 它是說我們新的一年我們迎接福氣
[00:01:03.680 --> 00:01:09.720]  - 意思就是說在新的一年裡面我們要迎接福氣 - 我們有新一年的新的福氣
[00:01:09.720 --> 00:01:17.920]  - 我們有新的一年新的福氣 - 我記得我對過年的春聯
[00:01:17.920 --> 00:01:21.680]  - 我記得我對過年的春聯 - 第一個印象
[00:01:21.680 --> 00:01:27.040]  - 第一個印象 - 就是很傳統的一對春聯
[00:01:27.040 --> 00:01:31.840]  - 就是一對很傳統的春聯 - 上聯說天增歲月人增壽
[00:01:31.840 --> 00:01:37.200]  - 上聯說天增歲月人增壽 - 下聯說春滿乾坤福滿門
[00:01:37.200 --> 00:01:44.560]  - 下聯就說春滿乾坤福滿門 - 所以你看到我印象的第一個春聯就是說福
[00:01:44.560 --> 00:01:53.360]  - 所以我印象中的第一個春聯就是說福氣 - 那我們今天就一起來看看這個以弗所書是怎麼說福氣的
[00:01:53.360 --> 00:02:03.760]  - 今天我們就看一下這個以弗所書裡面它是怎麼說福氣的 - 以弗所書它這個書信寫成在主後六十幾年
[00:02:03.760 --> 00:02:09.760]  - 以弗所書這本書是寫在主後的六十幾年 - 它在哥羅西書的後面
[00:02:09.760 --> 00:02:12.560]  - 它在哥羅西書的後面 - 時間很近
[00:02:12.560 --> 00:02:21.120]  - 但是它跟哥羅西書、菲利比書這樣的書信不同 - 但是它跟哥羅西書、菲利比書這些書信不一樣
[00:02:21.120 --> 00:02:28.880]  - 哥羅西書、菲利比書比較像公開信 - 哥羅西書、菲利普書這些比較像公開信
[00:02:28.880 --> 00:02:37.840]  - 但是以弗所書就與其說它是書信 - 但是以弗所書與其說它是書信
[00:02:37.840 --> 00:02:46.800]  - 它其實更像是一篇禱告和宣告 - 它其實更像是一篇禱告和宣告
[00:02:46.800 --> 00:02:53.760]  - 但你們如果有時間的話 因為我們未來五個星期都講以弗所書一到三章嘛 - 但你們如果有時間的話 因為我們未來五個星期都講以弗所書一到三章嘛
[00:02:53.760 --> 00:02:58.800]  - 因為我們接下來的五個星期我們都是講以弗所書的一到五章 - 因為我們接下來的五個星期我們都是講以弗所書的一到五章
[00:02:58.800 --> 00:03:05.600]  - 鼓勵大家在下個星期這幾天你們一口氣讀一遍 - 鼓勵大家在下個星期這幾天你們一口氣讀一遍
[00:03:05.600 --> 00:03:13.600]  - 鼓勵大家在接下來這幾天你們一口氣讀一遍 - 你體會一下它的禱告和宣告的氣質
[00:03:13.600 --> 00:03:18.080]  - 大家可以體會一下它那種禱告和宣告的那種 - 大家可以體會一下它那種禱告和宣告的那種
[00:03:18.080 --> 00:03:24.160]  - 你們看剛才讀聖經讀到第三節 - 剛剛讀聖經讀到第三節
[00:03:24.160 --> 00:03:29.280]  - 第三節就已經提到天上各樣屬靈的福氣 - 第三節就已經提到天上各樣屬靈的福氣
[00:03:29.280 --> 00:03:34.320]  - 第三節就已經提到天上各樣屬靈的福氣 - 它一開篇就提到福氣了
[00:03:34.320 --> 00:03:37.440]  - 它一開篇就提到福氣了 - 它一開篇就提到福氣了
[00:03:37.440 --> 00:03:41.040]  - 然後你們大家注意一下 - 然後你們大家注意一下
[00:03:41.040 --> 00:03:44.080]  - 前十四節裡有一個東西 - 前十四節裡有一個東西
[00:03:44.080 --> 00:03:47.760]  - 前十四節裡有一個東西 - 前十四節裡有一個東西
[00:03:47.760 --> 00:03:52.240]  - 保羅說了三次一模一樣的話 - 保羅說了三次一模一樣的話
[00:03:52.240 --> 00:03:55.040]  - 保羅說了三次一模一樣的話 - 保羅說了三次一模一樣的話
[00:03:55.040 --> 00:03:58.800]  - 他說使祂的榮耀當然就是天父上帝的榮耀了 - 他說使祂的榮耀當然就是天父上帝的榮耀了
[00:03:58.800 --> 00:04:04.560]  - 他說使祂的榮耀當然就是天父上帝的榮耀了 - 得著頌讚
[00:04:04.560 --> 00:04:07.040]  - 得著頌讚 - 得著頌讚
[00:04:07.040 --> 00:04:10.640]  - 就是在六節、十二節、十四節 - 就是在六節、十二節、十四節
[00:04:10.640 --> 00:04:13.920]  - 就是在六節、十二節、十四節 - 就是在六節、十二節、十四節
[00:04:13.920 --> 00:04:16.880]  - 還是鼓勵大家帶著聖經來崇拜 - 還是鼓勵大家帶著聖經來崇拜
[00:04:16.880 --> 00:04:19.760]  - 還是鼓勵大家帶著聖經來崇拜 - 還是鼓勵大家帶著聖經來崇拜
[00:04:19.760 --> 00:04:24.960]  - 十四節很難密密麻麻的都在一頁投影上 - 十四節很難密密麻麻的都在一頁投影上
[00:04:24.960 --> 00:04:28.880]  - 十四節很難密密麻麻的都在一頁投影上 - 十四節很難密密麻麻的都在一頁投影上
[00:04:28.880 --> 00:04:35.440]  - 如果我說六、十二、十四,你也沒有辦法讓操作PPT的人不停地翻 - 如果我說六、十二、十四,你也沒有辦法讓操作PPT的人不停地翻
[00:04:35.440 --> 00:04:40.160]  - 如果我說六、十二、十四,你也沒有辦法讓操作PPT的人不停地翻 - 如果我說六、十二、十四,你也沒有辦法讓操作PPT的人不停地翻
[00:04:40.160 --> 00:04:55.400]  - 所以很希望大家都隨身帶聖經,無論是什麼版本,無論是手機還是紙本 - 所以很希望大家都隨身帶聖經,無論是什麼版本,無論是手機還是紙本
[00:04:55.400 --> 00:05:10.400]  - 保羅三次說了一模一樣的話,他的意思其實就是在呼籲 - 保羅三次說了一模一樣的話,他的意思其實就是在呼籲
[00:05:10.400 --> 00:05:14.880]  - 跟信徒們說,你們這些得福的人,你們要熱烈地頌讚主 - 跟信徒們說,你們這些得福的人,你們要熱烈地頌讚主
[00:05:14.880 --> 00:05:20.200]  - 你們要感念上帝的恩典 - 你們要感念上帝的恩典
[00:05:20.200 --> 00:05:29.360]  - 那我們就接下來看一看,我們到底得了什麼福分 - 那我們就接下來看一看,我們到底得了什麼福分
[00:05:29.360 --> 00:05:36.320]  - 首先我們過年,我們華人不用說過年了,我們日常就很喜歡提到福氣 - 首先我們過年,我們華人不用說過年了,我們日常就很喜歡提到福氣
[00:05:36.320 --> 00:05:41.520]  - 我們華人不單單是過年,即使平時也很喜歡提到福字 - 我們華人不單單是過年,即使平時也很喜歡提到福字
[00:05:41.520 --> 00:05:44.880]  - 彼此見面寒暄聊天 - 彼此見面寒暄聊天
[00:05:44.880 --> 00:05:48.120]  - 彼此見面寒暄聊天
[00:05:48.120 --> 00:05:54.920]  - 然後對方如果說起來,他各方面都還好,孩子也不錯呀什麼的 - 然後對方如果說起來,他各方面都還好,孩子也不錯呀什麼的
[00:05:54.920 --> 00:05:59.280]  - 如果對方說起,他各方面都還好,孩子也不錯呀什麼的 - 如果對方說起,他各方面都還好,孩子也不錯呀什麼的
[00:05:59.280 --> 00:06:02.760]  - 或者說他已經升級當爺爺奶奶了 - 或者說他已經升級當爺爺奶奶了
[00:06:02.760 --> 00:06:05.480]  - 或者說他已經升級當爺爺奶奶了 - 或者說他已經升級當爺爺奶奶了
[00:06:05.480 --> 00:06:10.280]  - 對面這個人都會說,哎呀你這個真是有福氣呀 - 或者說他已經升級當爺爺奶奶了
