
[00:00:00.000 --> 00:00:02.240]  我想問大家一個問題
[00:00:02.240 --> 00:00:05.240]  這個問題就是
[00:00:05.240 --> 00:00:09.320]  這個世界哪個最關心你的錢?
[00:00:09.320 --> 00:00:14.680]  這個世界有哪個最關心你的錢?
[00:00:14.680 --> 00:00:16.680]  有三個
[00:00:16.680 --> 00:00:18.320]  第一就是你自己
[00:00:18.320 --> 00:00:22.120]  第二就是上帝
[00:00:22.120 --> 00:00:24.920]  第三就是魔鬼
[00:00:24.920 --> 00:00:26.520]  你說不止
[00:00:26.520 --> 00:00:28.720]  目前有第四個就是我太太
[00:00:29.200 --> 00:00:30.760]  我太太最關心我的錢
[00:00:30.760 --> 00:00:33.160]  你太太關心你的錢
[00:00:33.160 --> 00:00:35.960]  這個是我們理解的
[00:00:35.960 --> 00:00:39.160]  魔鬼關心你的錢我們也理解
[00:00:39.160 --> 00:00:41.000]  因為魔鬼相信錢是有話理的
[00:00:41.000 --> 00:00:43.360]  但是為什麼上帝要關心你的錢?
[00:00:43.360 --> 00:00:45.160]  上帝樣樣都是他的
[00:00:45.160 --> 00:00:47.120]  你的錢又不是很多
[00:00:47.120 --> 00:00:48.160]  為什麼他要關心你的錢?
[00:00:48.160 --> 00:00:49.720]  今天我們就要講這個問題
[00:00:49.720 --> 00:00:53.720]  事實上如果你看聖經
[00:00:53.720 --> 00:00:56.320]  你會發現聖經講很多錢的問題
[00:00:56.320 --> 00:00:57.240]  很多時候講錢
[00:00:57.520 --> 00:00:59.920]  聖經講錢比講祈禱還要多
[00:00:59.920 --> 00:01:03.600]  聖經講錢比講信心還要多
[00:01:03.600 --> 00:01:07.520]  耶穌基督在四福音書裡面講錢
[00:01:07.520 --> 00:01:10.720]  是比祂講天堂和地獄加起來還要多
[00:01:10.720 --> 00:01:12.520]  你又會問
[00:01:12.520 --> 00:01:14.080]  牧師耶穌講這麼多錢
[00:01:14.080 --> 00:01:15.160]  為什麼你說這麼少?
[00:01:15.160 --> 00:01:17.280]  這個問題問得好
[00:01:17.280 --> 00:01:20.880]  因為我上一次講奉獻是兩年前的事
[00:01:20.880 --> 00:01:23.880]  再上一次是四年前的事
[00:01:23.880 --> 00:01:25.640]  所以現在是正好時候講了
[00:01:26.280 --> 00:01:29.320]  不過這一次我會用不同的題目
[00:01:29.320 --> 00:01:31.160]  不同的經文
[00:01:31.160 --> 00:01:33.640]  你們會有新的領受
[00:01:33.640 --> 00:01:37.600]  尤其是你已經忘記了我兩年前講什麼
[00:01:37.600 --> 00:01:39.960]  所以這一次我會講
[00:01:39.960 --> 00:01:43.640]  有關奉獻的三個問題
[00:01:43.640 --> 00:01:44.440]  是哪三個呢?
[00:01:44.440 --> 00:01:44.960]  第一
[00:01:44.960 --> 00:01:47.520]  就是信徒為什麼要奉獻
[00:01:47.520 --> 00:01:49.680]  第二
[00:01:49.680 --> 00:01:51.720]  我奉獻了錢教會怎麼用?
[00:01:51.720 --> 00:01:54.120]  太古城堂的執事怎麼用?
[00:01:54.120 --> 00:01:55.640]  第三
[00:01:55.920 --> 00:01:59.480]  我奉獻的時候怎麼可以經歷到這個奉獻的喜樂
[00:01:59.480 --> 00:02:01.640]  和上帝的祝福
[00:02:01.640 --> 00:02:02.960]  是不是很重要?
[00:02:02.960 --> 00:02:05.480]  半個小時講完三樣東西
[00:02:05.480 --> 00:02:07.120]  你都不能夠說我不厲害的話
[00:02:07.120 --> 00:02:08.640]  大家聽著
[00:02:08.640 --> 00:02:12.720]  奉獻究竟有什麼理由呢?
[00:02:12.720 --> 00:02:17.640]  如果你留意我們剛才所讀的
[00:02:17.640 --> 00:02:23.440]  《瑪拉基書》
[00:02:23.440 --> 00:02:25.160]  你會發現有三個理由
[00:02:25.680 --> 00:02:27.680]  第一個就是責任的問題
[00:02:27.680 --> 00:02:29.480]  你會說我知道
[00:02:29.480 --> 00:02:31.400]  牧師我知道我奉獻是有責任的
[00:02:31.400 --> 00:02:34.400]  因為我的責任就是要保證我們的傳道人
[00:02:34.400 --> 00:02:36.560]  不會餓壞了
[00:02:36.560 --> 00:02:39.800]  這個心意我是很欣賞的
[00:02:39.800 --> 00:02:42.680]  不過向你最終問責的那個人
[00:02:42.680 --> 00:02:43.680]  不是我
[00:02:43.680 --> 00:02:45.600]  最終問責者是上帝
[00:02:45.600 --> 00:02:48.040]  你是要向上帝負責的
[00:02:48.040 --> 00:02:51.160]  你看剛才那段經文就看到了
[00:02:51.160 --> 00:02:54.320]  上帝在《瑪拉基書》三章八至十節
[00:02:54.320 --> 00:02:55.920]  他說上帝說過
[00:02:55.920 --> 00:02:59.040]  「豈可奪取神的物
[00:02:59.040 --> 00:03:01.360]  你們竟然奪取我的公物」
[00:03:01.360 --> 00:03:03.720]  上帝罵那群以色列人
[00:03:03.720 --> 00:03:07.320]  「就是你們在當立的十分之一
[00:03:07.320 --> 00:03:08.920]  和當獻的公物上」
[00:03:08.920 --> 00:03:10.480]  孟君子耶和說
[00:03:10.480 --> 00:03:12.480]  「你們要將當立的十分之一
[00:03:12.480 --> 00:03:16.560]  傳言送入倉庫使我家有糧」
[00:03:16.560 --> 00:03:20.560]  原來上帝創造萬物賜福給我們
[00:03:20.560 --> 00:03:23.920]  但是上帝仍然擁有所有的東西
[00:03:23.920 --> 00:03:27.320]  他要我們在我們的財富管理上
[00:03:27.320 --> 00:03:29.760]  盡上我們對上帝的責任
[00:03:29.760 --> 00:03:32.440]  不管教會有沒有錢
[00:03:32.440 --> 00:03:34.200]  不管你的牧師是肥還是瘦
[00:03:34.200 --> 00:03:36.640]  上帝要你向他盡責
[00:03:36.640 --> 00:03:40.040]  這個盡責我年輕的時候就已經學了
[00:03:40.040 --> 00:03:41.800]  我在大學畢業
[00:03:41.800 --> 00:03:44.640]  在加拿大第一份工作就是做工程師
[00:03:44.640 --> 00:03:47.360]  政府那時候工資不高的
[00:03:47.360 --> 00:03:51.240]  但是政府已經拿了25%去做納稅
[00:03:51.960 --> 00:03:58.240]  接著我又用20%寄回家裏支持家裏
[00:03:58.240 --> 00:04:00.960]  我又用10%來奉獻
[00:04:00.960 --> 00:04:02.360]  那剩下百分之幾呢?
[00:04:02.360 --> 00:04:06.360]  100減25減20減10 剩下多少?
[00:04:06.360 --> 00:04:08.120]  剩下45
[00:04:08.120 --> 00:04:13.000]  45%是用來衣食住行和拍拖
[00:04:13.000 --> 00:04:15.840]  所以我拍拖沒多久就結婚了
[00:04:15.840 --> 00:04:19.840]  我從那時候開始
