
[00:00:00.000 --> 00:00:02.000]  各位靈姐妹早晨
[00:00:02.000 --> 00:00:05.760]  今天是章林祈的第三主日
[00:00:05.760 --> 00:00:07.920]  主題是「喜樂」
[00:00:07.920 --> 00:00:10.920]  連點燭禮的蠟燭
[00:00:10.920 --> 00:00:14.080]  唯獨是第三個主日
[00:00:14.080 --> 00:00:16.840]  「喜樂」那支燭光是粉紅色
[00:00:16.840 --> 00:00:18.840]  特別不同的
[00:00:18.840 --> 00:00:25.160]  透過今天《雅各書》五章七至十一節
[00:00:25.160 --> 00:00:27.160]  這段經文
[00:00:27.160 --> 00:00:31.080]  我們剛才聽師範姐妹讀出來的時候
[00:00:31.080 --> 00:00:36.440]  相信大家都會感受到主再來的迫切性
[00:00:36.440 --> 00:00:38.440]  由第七節開始
[00:00:38.440 --> 00:00:41.160]  就說「等到主來」
[00:00:41.160 --> 00:00:43.920]  第八節說「主來的日子近了」
[00:00:43.920 --> 00:00:45.440]  再去到第九節
[00:00:45.440 --> 00:00:48.280]  「審判的主站在門口了」
[00:00:48.280 --> 00:00:51.040]  直接在門口前面
[00:00:51.040 --> 00:00:55.920]  所以我們都不難感受到主再來的迫切性
[00:00:55.920 --> 00:00:58.520]  雖然說是迫切
[00:00:58.520 --> 00:01:02.120]  但我們卻沒有一個人知道
[00:01:02.120 --> 00:01:05.320]  主何時會回來
[00:01:05.320 --> 00:01:07.080]  因為主再來的日子
[00:01:07.080 --> 00:01:09.360]  聖經說就好像賊一樣
[00:01:09.360 --> 00:01:11.920]  耶穌基督說連我都不知道
[00:01:11.920 --> 00:01:13.240]  這個世界沒有人知道
[00:01:13.240 --> 00:01:16.120]  唯獨父知道
[00:01:16.120 --> 00:01:20.800]  所以在這段時間我們能夠做的事
[00:01:20.800 --> 00:01:23.520]  就只是「等」
[00:01:23.520 --> 00:01:27.440]  親愛的頂姊妹,你喜不喜歡「等」呢?
[00:01:27.440 --> 00:01:30.800]  前陣子香港政府出了一條宣傳短片
[00:01:30.800 --> 00:01:33.360]  是跟「等」有關的
[00:01:33.360 --> 00:01:35.360]  不如我們一起看一看
[00:01:53.720 --> 00:01:57.080]  「還有什麼要等?」
[00:01:57.080 --> 00:01:59.520]  迎難而上,改善民生
[00:01:59.520 --> 00:02:01.800]  新一年施政報告和財政預算案
[00:02:01.800 --> 00:02:03.560]  現正進行諮詢
[00:02:03.560 --> 00:02:06.160]  告訴我們你的想法吧
[00:02:06.160 --> 00:02:10.080]  相信大家對這段短片都有些印象
[00:02:10.080 --> 00:02:11.880]  我個人認為
[00:02:11.880 --> 00:02:13.360]  這三十秒的短片裡
[00:02:13.360 --> 00:02:16.160]  不單止告訴香港市民
[00:02:16.160 --> 00:02:20.920]  香港政府是知道、聽到市民的心聲
[00:02:20.920 --> 00:02:24.600]  不過我覺得也在暗諷香港人的
[00:02:24.600 --> 00:02:27.400]  即食文化太嚴重了
[00:02:27.400 --> 00:02:29.240]  政府要我們知道
[00:02:29.240 --> 00:02:32.400]  「等」其實是需要的
[00:02:32.400 --> 00:02:35.120]  不是說要有就有的
[00:02:35.120 --> 00:02:40.440]  政府在面對市民苦等的過程裡面
[00:02:40.440 --> 00:02:45.280]  他們說他們依然會為著要改善民生
[00:02:45.280 --> 00:02:49.360]  他們願意迎難而上
[00:02:49.360 --> 00:02:51.480]  我不評論政府
[00:02:51.480 --> 00:02:55.480]  是否將局勢推給市民
[00:02:55.480 --> 00:03:00.720]  為了達成需求而找藉口
[00:03:00.720 --> 00:03:02.280]  但作為香港人
[00:03:02.280 --> 00:03:06.160]  我絕對同意香港人的即食文化
[00:03:06.160 --> 00:03:08.280]  是越來越嚴重
[00:03:08.280 --> 00:03:13.160]  對於「等」這件事
[00:03:13.160 --> 00:03:17.800]  我們香港人是感到萬般的不耐煩
[00:03:17.800 --> 00:03:19.600]  不要說「等」上樓
[00:03:19.600 --> 00:03:21.120]  「等」長者宿委
[00:03:21.120 --> 00:03:22.480]  「等」起醫院
[00:03:22.480 --> 00:03:23.640]  「等」中手術
[00:03:23.640 --> 00:03:25.400]  「等」門診
[00:03:25.400 --> 00:03:29.080]  單單說「等」電梯
[00:03:29.080 --> 00:03:31.320]  我們很多時候
[00:03:31.320 --> 00:03:32.160]  明明按了電梯
[00:03:32.160 --> 00:03:35.600]  我們也要多按幾下
[00:03:35.600 --> 00:03:37.040]  「等」電梯關門
[00:03:37.040 --> 00:03:38.080]  我們也等不及
[00:03:38.080 --> 00:03:40.080]  也是要多按幾下
[00:03:40.080 --> 00:03:43.600]  所以那些蓋著電梯的按鈕
[00:03:43.600 --> 00:03:46.040]  最爛的按鈕是什麼呢?
[00:03:46.040 --> 00:03:48.520]  就是關門的按鈕
[00:03:48.520 --> 00:03:50.520]  被人按壞了
[00:03:50.520 --> 00:03:52.160]  親愛的影音姐妹
[00:03:52.160 --> 00:03:54.680]  你是不是這樣的人呢?
[00:03:54.680 --> 00:03:57.560]  在即食文化之下
[00:03:57.560 --> 00:04:01.200]  你們被影響多少呢?
[00:04:01.200 --> 00:04:04.240]  你等不等得到?
[00:04:04.240 --> 00:04:07.080]  當我看著這一段經文的時候
[00:04:07.080 --> 00:04:10.680]  我細心思考「等」這個課題
[00:04:10.680 --> 00:04:13.200]  我誤出了一個小道理
[00:04:13.200 --> 00:04:17.720]  我相信人是有足夠的能力去等的
[00:04:17.720 --> 00:04:20.680]  但是在人等的時候
[00:04:20.680 --> 00:04:24.280]  其實一直在消耗某一些東西
[00:04:24.280 --> 00:04:26.880]  譬如時間
[00:04:26.880 --> 00:04:31.160]  當我們要等的人事或物
[00:04:31.160 --> 00:04:34.840]  比起消耗的東西更加寶貴
[00:04:34.840 --> 00:04:37.840]  更加能夠令我們喜樂的話
[00:04:37.840 --> 00:04:40.720]  其實等並不是一個問題
[00:04:40.720 --> 00:04:44.160]  而且我們甘心樂意去等
[00:04:44.160 --> 00:04:46.440]  不知道你同不同意呢?
[00:04:46.440 --> 00:04:48.400]  今天我們有個新郎哥
[00:04:48.400 --> 00:04:49.920]  曾偉宇弟兄
[00:04:49.920 --> 00:04:51.760]  他終於等到
[00:04:51.760 --> 00:04:56.960]  心愛的康家祺姊妹成為他的愛妻了
[00:04:56.960 --> 00:04:58.800]  甚至有人說
[00:04:58.800 --> 00:05:00.000]  對於心愛的人
[00:05:00.000 --> 00:05:03.720]  我願意等一生一世
[00:05:03.720 --> 00:05:06.040]  但是在等的過程之中
[00:05:06.040 --> 00:05:09.960]  當那些消耗的東西的價值
[00:05:09.960 --> 00:05:14.880]  慢慢和你要等的人事物的距離越來越接近
[00:05:14.880 --> 00:05:18.200]  甚至超越了的時候
[00:05:18.200 --> 00:05:19.520]  你就開始想
[00:05:19.520 --> 00:05:22.440]  究竟我要不要繼續等下去呢?
[00:05:22.440 --> 00:05:25.680]  如果要選擇等的話
[00:05:25.680 --> 00:05:29.680]  這個人必定要有的一種情操
[00:05:29.680 --> 00:05:34.600]  就是忍耐
[00:05:34.600 --> 00:05:36.560]  說到忍耐這個課題
[00:05:36.560 --> 00:05:40.680]  今天的港島經文給了一個很好的提醒給我們
[00:05:40.680 --> 00:05:44.360]  這段經文在第七、十和十一節當中
[00:05:44.360 --> 00:05:46.360]  亞角提出了三個角色
[00:05:46.360 --> 00:05:50.080]  包括農夫、先知和藥伯
[00:05:50.080 --> 00:05:52.160]  他們在等的時候
[00:05:52.160 --> 00:05:54.600]  雖然都充滿著困難
[00:05:54.600 --> 00:05:56.840]  但是他們依然選擇去等
[00:05:56.840 --> 00:06:01.760]  他們依然選擇忍耐地繼續等
[00:06:01.760 --> 00:06:05.120]  究竟他們背後的原因是什麼呢?
[00:06:05.120 --> 00:06:09.560]  什麼能驅使他們願意繼續忍耐地繼續等呢?
[00:06:09.560 --> 00:06:14.480]  答案就是盼望
[00:06:14.480 --> 00:06:18.400]  因為他們知道自己可忍的話
[00:06:18.400 --> 00:06:23.080]  將來就可樂了
[00:06:23.080 --> 00:06:25.880]  這也是今天我的講題
[00:06:25.880 --> 00:06:32.800]  我們一起祈禱
[00:06:32.800 --> 00:06:36.560]  聖靈求祢臨到我們當中
[00:06:36.560 --> 00:06:38.360]  求祢親自向我們說話
[00:06:38.360 --> 00:06:40.520]  感動我們的心靈
[00:06:40.520 --> 00:06:42.160]  以致我們無論聽的說的
[00:06:42.160 --> 00:06:44.680]  都能夠感受到祢的存在
[00:06:44.680 --> 00:06:45.960]  讓我們有那份智慧
[00:06:45.960 --> 00:06:50.800]  能夠明瞭自己在聖經上的真理
[00:06:50.800 --> 00:06:53.160]  以致我們有能力
[00:06:53.160 --> 00:06:56.680]  能夠在生活中實踐出來
[00:06:56.680 --> 00:06:58.400]  主也求祢幫助我們
[00:06:58.400 --> 00:07:03.080]  祈禱感恩是奉主明求,阿門
[00:07:03.080 --> 00:07:05.160]  《雅各書》寫作的對象
[00:07:05.160 --> 00:07:13.960]  是一群在信仰上經歷困難和失望之中的基督徒
[00:07:13.960 --> 00:07:15.520]  《雅各》鼓勵他們
[00:07:15.520 --> 00:07:19.560]  你們要繼續在信仰的路上前進的話
[00:07:19.560 --> 00:07:21.280]  其實是極之困難的
[00:07:21.280 --> 00:07:22.240]  《雅各》知道
[00:07:22.240 --> 00:07:25.560]  但不過我願意為你們禱告之餘
[00:07:25.560 --> 00:07:28.880]  也透過寫封書信給他們
[00:07:28.880 --> 00:07:30.760]  提醒和鼓勵他們
[00:07:30.760 --> 00:07:33.760]  你們要忍耐,不要放棄
[00:07:33.760 --> 00:07:38.520]  直到主來,主很快就會回來
[00:07:38.520 --> 00:07:42.080]  在第七節一開始
[00:07:42.080 --> 00:07:48.120]  經文說「所以弟兄們,你們要忍耐,直到主來」
[00:07:48.120 --> 00:07:49.800]  一開始是「所以」
[00:07:49.800 --> 00:07:51.960]  其實就是前面所說的話
[00:07:51.960 --> 00:07:57.200]  原來第一節到第六節是說一群很富足的人
[00:07:57.200 --> 00:08:02.880]  雖然他們在錢財和物質方面很富足
[00:08:02.880 --> 00:08:07.760]  但他們卻很容易只顧眼前的事
