
[00:00:00.000 --> 00:00:07.000]  今天和大家一起討論另一個在聖經裡極為重要的人物
[00:00:07.000 --> 00:00:09.440]  就是阿伯拉罕
[00:00:09.440 --> 00:00:13.240]  說到阿伯拉罕就要說到他的前身
[00:00:13.240 --> 00:00:15.240]  就是他的父親
[00:00:15.240 --> 00:00:17.640]  他的祖父
[00:00:17.640 --> 00:00:22.400]  聖經人聖經時由生命說書的網絡為大家提供
[00:00:22.400 --> 00:00:25.280]  今天的題目是要往迦南
[00:00:25.280 --> 00:00:27.280]  要去迦南
[00:00:27.280 --> 00:00:28.920]  要去迦南?
[00:00:28.920 --> 00:00:32.280]  我們想起阿伯拉罕
[00:00:32.280 --> 00:00:36.080]  神叫阿伯拉罕離開本地本族父家
[00:00:36.080 --> 00:00:38.080]  去我指示你的地方
[00:00:38.080 --> 00:00:40.760]  當然他出去時也不知道自己去那裡
[00:00:40.760 --> 00:00:44.520]  後來發現原來去迦南
[00:00:44.520 --> 00:00:46.800]  我們一想起去迦南
[00:00:46.800 --> 00:00:49.080]  就想起阿伯拉罕
[00:00:49.080 --> 00:00:51.080]  但這條聖經告訴我們
[00:00:51.080 --> 00:00:52.600]  原來不是
[00:00:52.600 --> 00:00:58.200]  最早要去迦南地的並不是阿伯拉罕
[00:00:58.200 --> 00:01:00.200]  而是他拉
[00:01:00.200 --> 00:01:01.600]  留意一下
[00:01:01.600 --> 00:01:03.800]  創世紀31章A
[00:01:03.800 --> 00:01:06.880]  主要是31節
[00:01:06.880 --> 00:01:08.000]  創世紀31章
[00:01:08.000 --> 00:01:10.000]  31節很長
[00:01:10.000 --> 00:01:12.000]  這個版本不夠
[00:01:12.000 --> 00:01:17.480]  上半節他拉帶著他兒子阿伯拉
[00:01:17.480 --> 00:01:20.800]  和他的孫哈蘭
[00:01:20.800 --> 00:01:23.880]  的兒子羅德
[00:01:23.880 --> 00:01:29.040]  並兒父阿伯拉的妻子薩萊一起出發
[00:01:29.040 --> 00:01:31.400]  看下一章
[00:01:31.400 --> 00:01:37.160]  出了迦勒底的吾爾
[00:01:37.160 --> 00:01:40.160]  要往迦南地去
[00:01:40.160 --> 00:01:43.160]  他們一起走到哈蘭
[00:01:43.160 --> 00:01:45.160]  住在那裡
[00:01:45.160 --> 00:01:48.640]  最後他拉沒了205歲
[00:01:48.640 --> 00:01:50.640]  死在哈蘭
[00:01:50.640 --> 00:01:55.680]  大家留意下這條聖經說什麼
[00:01:55.680 --> 00:01:56.840]  再來
[00:01:56.840 --> 00:02:01.560]  他拉帶著他兒子阿伯拉
[00:02:01.560 --> 00:02:05.760]  和他的孫子哈蘭的兒子羅德
[00:02:05.760 --> 00:02:10.080]  即是他拉帶著他兒子阿伯拉
[00:02:10.080 --> 00:02:12.560]  和孫羅德
[00:02:12.560 --> 00:02:16.320]  和他的兒父阿伯拉的妻子薩萊
[00:02:16.320 --> 00:02:20.080]  一起出發去迦南
[00:02:20.080 --> 00:02:22.880]  離開迦勒底的吾爾城
[00:02:22.880 --> 00:02:24.880]  要往迦南地去
[00:02:24.880 --> 00:02:29.280]  去到哈蘭
[00:02:29.280 --> 00:02:31.920]  住在哈蘭
[00:02:31.920 --> 00:02:35.200]  他拉一直活到205歲
[00:02:35.200 --> 00:02:37.680]  死在哈蘭
[00:02:37.680 --> 00:02:40.360]  故事開始
[00:02:40.360 --> 00:02:42.360]  他拉這個人
[00:02:42.360 --> 00:02:48.480]  會不會都是信耶和華神
[00:02:48.480 --> 00:02:51.040]  極有可能
[00:02:51.040 --> 00:02:57.240]  我們常說阿伯拉罕帶著家人去迦南地
[00:02:57.240 --> 00:03:01.720]  其實最早帶的不是阿伯拉罕
[00:03:01.720 --> 00:03:04.440]  當時未改名叫阿伯拉罕
[00:03:04.440 --> 00:03:06.440]  阿伯蘭是跟隨的
[00:03:06.440 --> 00:03:10.400]  跟隨誰?跟隨他的父親他拉
[00:03:10.400 --> 00:03:13.360]  Tegra他拉
[00:03:13.360 --> 00:03:19.760]  Tegra他拉的意思是住宅地
[00:03:19.760 --> 00:03:23.520]  他拉帶著他的兒子阿伯拉
[00:03:23.520 --> 00:03:25.920]  Abram
[00:03:25.920 --> 00:03:29.480]  我們現在常常讀Abram
[00:03:29.480 --> 00:03:32.080]  將B放在後面
[00:03:32.080 --> 00:03:34.080]  變成Abram
[00:03:34.080 --> 00:03:35.360]  阿伯拉
[00:03:35.360 --> 00:03:38.640]  Abram帶著
[00:03:38.640 --> 00:03:40.640]  Abram
[00:03:40.640 --> 00:03:43.200]  Abram是被高舉之父
[00:03:43.200 --> 00:03:44.480]  這個父親
[00:03:44.480 --> 00:03:46.880]  好嘢呀 爸爸好嘢
[00:03:46.880 --> 00:03:49.360]  好叻嘅爸爸
[00:03:49.360 --> 00:03:53.280]  他拉的兒子出世
[00:03:53.280 --> 00:03:58.120]  很想他兒子將來做一個好叻嘅爸爸
[00:03:58.120 --> 00:03:59.120]  幾好
[00:03:59.120 --> 00:04:01.120]  不是偉人
[00:04:01.120 --> 00:04:04.960]  偉雄
[00:04:04.960 --> 00:04:07.160]  又偉大又做英雄
[00:04:07.160 --> 00:04:09.320]  這些名字很大壓力
[00:04:09.320 --> 00:04:13.760]  考試差點都覺得自己的名字不配偉雄
[00:04:13.760 --> 00:04:15.240]  都幾難
[00:04:15.240 --> 00:04:19.560]  將來有很多事業叫偉業
[00:04:19.560 --> 00:04:21.280]  都幾大壓力
[00:04:21.280 --> 00:04:23.520]  原來只不過是打份工
[00:04:23.520 --> 00:04:24.800]  給自己壓力
[00:04:24.800 --> 00:04:27.880]  阿伯蘭的意思
[00:04:27.880 --> 00:04:31.040]  他拉想他兒子做一個好叻嘅父親
[00:04:31.040 --> 00:04:32.760]  被高舉的父親
[00:04:32.760 --> 00:04:34.240]  好呀
[00:04:34.240 --> 00:04:36.440]  無論你富裕還是貧窮
[00:04:36.440 --> 00:04:38.640]  都可以做一個好好的父親
[00:04:38.640 --> 00:04:41.920]  阿伯蘭這個名字幾好
[00:04:41.920 --> 00:04:47.440]  他孫子哈蘭的兒子羅德
[00:04:47.440 --> 00:04:52.760]  哈蘭是登山者
[00:04:52.760 --> 00:04:54.040]  如果你喜歡行山
[00:04:54.040 --> 00:04:57.120]  不妨改名哈蘭登山者
[00:04:57.120 --> 00:05:03.680]  他兒子哈拉有阿伯蘭和哈蘭
[00:05:03.680 --> 00:05:06.080]  哈蘭早死
[00:05:06.080 --> 00:05:08.640]  留下兒子羅德
[00:05:08.640 --> 00:05:10.920]  一齊跟隨他
[00:05:10.920 --> 00:05:14.400]  羅德就是遮蓋
[00:05:14.400 --> 00:05:17.560]  一齊帶著義父
[00:05:17.560 --> 00:05:20.920]  阿伯蘭的妻子薩萊
[00:05:20.920 --> 00:05:24.360]  薩萊是公主
[00:05:24.360 --> 00:05:31.040]  薩萊是公主
[00:05:31.040 --> 00:05:37.560]  很多女孩從小到大都是公主
[00:05:37.560 --> 00:05:39.560]  應該改名薩萊
[00:05:39.560 --> 00:05:46.480]  他們離開當時的加勒底的梧椅
[00:05:46.480 --> 00:05:50.640]  加勒底是Castile
[00:05:50.640 --> 00:05:54.600]  破土者
[00:05:54.600 --> 00:05:56.880]  加勒底的梧椅
[00:05:56.880 --> 00:05:58.240]  梧椅我們比較熟悉
[00:05:58.240 --> 00:06:01.800]  Wuer是火焰
[00:06:01.800 --> 00:06:04.200]  火紅的聖詩
[00:06:04.200 --> 00:06:07.640]  梧椅城很厲害
[00:06:07.640 --> 00:06:11.920]  現在考古學者
[00:06:11.920 --> 00:06:14.400]  一直發掘梧椅城
[00:06:14.400 --> 00:06:17.680]  在兩河流域
[00:06:17.680 --> 00:06:20.040]  有法拉底河和底加利斯河
[00:06:20.040 --> 00:06:24.320]  差不多出口出海的地方附近
[00:06:24.320 --> 00:06:30.640]  出海是商業城市
[00:06:30.640 --> 00:06:35.320]  有兩條河一路夾到很近的地方
[00:06:35.320 --> 00:06:37.880]  水頭充足
[00:06:37.880 --> 00:06:39.680]  又是交通要道
[00:06:39.680 --> 00:06:41.840]  梧椅發展得很厲害
[00:06:41.840 --> 00:06:43.840]  火紅的城市
[00:06:43.840 --> 00:06:49.040]  街道發展到現在
[00:06:49.040 --> 00:06:51.880]  街道有溝渠
[00:06:51.880 --> 00:06:54.760]  泥路也有溝渠
[00:06:54.760 --> 00:06:57.760]  溝渠可能是石頭
[00:06:57.760 --> 00:07:00.360]  溝渠還有渠蓋
[00:07:00.360 --> 00:07:02.520]  讓牛羊車輪掉下去
[00:07:02.520 --> 00:07:04.760]  這個城市好發展
[00:07:04.760 --> 00:07:07.080]  不知會不會掘到水管
[00:07:07.080 --> 00:07:12.360]  原來梧椅有很多二樓
[00:07:12.360 --> 00:07:14.040]  還有
[00:07:14.040 --> 00:07:15.400]  很驚訝
[00:07:15.400 --> 00:07:16.760]  由於水頭充足
[00:07:16.760 --> 00:07:20.760]  他們在高的地方把水引過來
[00:07:20.760 --> 00:07:25.440]  梧椅城很有可能有自來水的供應
[00:07:25.440 --> 00:07:27.080]  很驚訝
[00:07:27.080 --> 00:07:28.680]  有熱水嗎?
[00:07:28.680 --> 00:07:30.000]  很厲害
[00:07:30.000 --> 00:07:32.640]  帶他們離開迦勒底
[00:07:32.640 --> 00:07:36.640]  這是後來的巴比倫的地方
[00:07:36.640 --> 00:07:39.360]  梧椅城要去迦南
[00:07:39.360 --> 00:07:42.760]  迦南哪裏來的?
[00:07:42.760 --> 00:07:46.840]  去到地中海海邊那塊地
[00:07:46.840 --> 00:07:48.920]  如果和梧椅比
[00:07:48.920 --> 00:07:50.560]  和迦勒底比
[00:07:50.560 --> 00:07:53.040]  落後很多
[00:07:53.040 --> 00:07:55.200]  去迦勒底做什麼?
[00:07:55.200 --> 00:07:56.120]  去發展嗎?
[00:07:56.120 --> 00:07:58.160]  去發展也不會去到那麼遠
[00:07:58.160 --> 00:07:59.480]  又不懂
[00:07:59.480 --> 00:08:01.720]  因此很有可能
[00:08:01.720 --> 00:08:04.680]  神給一個呼召
[00:08:04.680 --> 00:08:07.760]  叫他拉帶他們出去
[00:08:07.760 --> 00:08:10.080]  後來說
[00:08:10.080 --> 00:08:12.960]  阿伯蘭聽到神的聲音出去
[00:08:12.960 --> 00:08:15.040]  即是他也聽到
[00:08:15.040 --> 00:08:16.720]  也同時願意出去
[00:08:16.720 --> 00:08:19.320]  否則「爸爸你去吧,我們在這裏」
[00:08:19.320 --> 00:08:21.320]  他就跟著去
[00:08:21.320 --> 00:08:23.600]  羅德就跟著去
[00:08:23.600 --> 00:08:29.040]  其實阿伯蘭當日也願意跟著一起去
[00:08:29.040 --> 00:08:31.000]  就往迦南
[00:08:31.000 --> 00:08:33.040]  Kanaan
[00:08:33.040 --> 00:08:34.640]  Kla'an
[00:08:34.640 --> 00:08:36.120]  Kla'an
[00:08:36.120 --> 00:08:40.720]  Kla'an其實迦南的意思是「低地」
[00:08:40.720 --> 00:08:41.920]  低地
[00:08:41.920 --> 00:08:47.080]  由一個很好的地方去到一個名叫「低地」
[00:08:47.080 --> 00:08:48.120]  就是海邊
[00:08:48.120 --> 00:08:51.080]  就是低地去迦南
[00:08:51.080 --> 00:08:54.920]  他們去到一個好好的地方
[00:08:54.920 --> 00:08:57.200]  千萬不要以為四個人一起去
[00:08:57.200 --> 00:08:59.400]  四隻樂陀
[00:08:59.400 --> 00:09:01.400]  我想有四百人左右
[00:09:01.400 --> 00:09:05.320]  整個大家族一起出去
[00:09:05.320 --> 00:09:07.840]  否則又要有壯丁守衛
[00:09:07.840 --> 00:09:08.800]  又要有人煮飯
[00:09:08.800 --> 00:09:09.800]  又要有人推車
[00:09:09.800 --> 00:09:11.640]  又要有人養樂陀
[00:09:11.640 --> 00:09:13.720]  又要有人起屋服侍
[00:09:13.720 --> 00:09:15.400]  沒有幾百人去不到
[00:09:15.400 --> 00:09:17.400]  只有幾家人一起去
[00:09:17.400 --> 00:09:20.160]  去到一個地方叫迦南
[00:09:20.160 --> 00:09:23.040]  即是羅德的父親
[00:09:23.040 --> 00:09:24.240]  不是
[00:09:24.240 --> 00:09:27.280]  迦南有兩個兒子
[00:09:27.280 --> 00:09:30.520]  有阿伯蘭和迦南
[00:09:30.520 --> 00:09:32.520]  迦南有個兒子叫羅德
[00:09:32.520 --> 00:09:36.640]  而迦南這個人早死
[00:09:36.640 --> 00:09:40.440]  所以要離開就帶孫子一起去
[00:09:40.440 --> 00:09:41.720]  他們去到一個地方
[00:09:41.720 --> 00:09:44.200]  又叫中文又譯為迦南
[00:09:44.200 --> 00:09:45.200]  Ka'an
[00:09:45.200 --> 00:09:50.480]  Ka'an和迦南是不同意思的
[00:09:50.480 --> 00:09:54.600]  Ka'an是哈蘭的H
[00:09:54.600 --> 00:10:00.440]  Ka'an是哈蘭的地方名
[00:10:00.440 --> 00:10:03.920]  剛剛去到一個交界處
[00:10:03.920 --> 00:10:06.120]  路一直到迦南一個城
[00:10:06.120 --> 00:10:08.000]  然後分開兩條路
[00:10:08.000 --> 00:10:09.600]  他們去到那裡
[00:10:09.600 --> 00:10:11.600]  走左還是右呢?
[00:10:11.600 --> 00:10:12.920]  不知道
[00:10:12.920 --> 00:10:17.400]  從吳爾到迦南走了一段路
[00:10:17.400 --> 00:10:19.280]  看來這裡不錯
[00:10:19.280 --> 00:10:21.920]  不如找個地方先住
[00:10:21.920 --> 00:10:24.520]  再想想怎麼走
[00:10:24.520 --> 00:10:27.760]  於是就住在那裡
[00:10:27.760 --> 00:10:30.840]  他就活了205歲
[00:10:30.840 --> 00:10:32.560]  死在迦南
[00:10:32.560 --> 00:10:36.480]  今天要講的故事就是這樣
[00:10:36.480 --> 00:10:39.120]  有什麼特別呢?
[00:10:39.120 --> 00:10:40.160]  有的
[00:10:40.160 --> 00:10:43.480]  第一
[00:10:43.480 --> 00:10:47.000]  最先要去迦南地的
[00:10:47.000 --> 00:10:48.720]  不是阿伯蘭
[00:10:48.720 --> 00:10:50.960]  是他的父親塔拉
[00:10:50.960 --> 00:10:56.400]  我相信是神帶領塔拉和他的兒孫一起出去
[00:10:56.400 --> 00:10:58.600]  塔拉是一個人物
[00:10:58.600 --> 00:11:00.520]  就是他帶阿伯蘭出去
[00:11:00.520 --> 00:11:02.080]  當然不是阿伯蘭
[00:11:02.080 --> 00:11:03.560]  什麼時候說是阿伯蘭的
[00:11:03.560 --> 00:11:04.280]  是
