
[00:00:00.000 --> 00:00:03.000]  福祀的恩典跟獎賞
[00:00:03.000 --> 00:00:05.000]  是我今天要跟大家分享的
[00:00:05.000 --> 00:00:10.000]  讓我們低頭禱告
[00:00:10.000 --> 00:00:12.000]  是的 恩典與獎賞
[00:00:12.000 --> 00:00:16.000]  學叔 這是你給我們的祝福
[00:00:16.000 --> 00:00:18.000]  但是我們知道
[00:00:18.000 --> 00:00:22.000]  你有更美的心意在你兒女身上
[00:00:22.000 --> 00:00:26.000]  學叔 今天當我們再一次的來到你寶座前的時候
[00:00:26.000 --> 00:00:29.000]  我們知道我們自己是屬你的
[00:00:29.000 --> 00:00:31.000]  祝你是屬我們的
[00:00:31.000 --> 00:00:33.000]  祝我們謝謝你
[00:00:33.000 --> 00:00:36.000]  今天藉著見證的主日
[00:00:36.000 --> 00:00:38.000]  讓我們弟兄姊妹在你面前
[00:00:38.000 --> 00:00:40.000]  如此見證你的榮耀
[00:00:40.000 --> 00:00:43.000]  祝求你繼續的與我們同在
[00:00:43.000 --> 00:00:45.000]  打開我們心中的耳朵
[00:00:45.000 --> 00:00:48.000]  讓我們能夠聽到你從天上來的聲音
[00:00:48.000 --> 00:00:50.000]  謝謝你 學叔
[00:00:50.000 --> 00:00:52.000]  我們感恩禱告 奉耶穌的名
[00:00:52.000 --> 00:00:53.000]  Amen
[00:00:53.000 --> 00:00:56.000]  我第一個跟大家想要來談的就是說
[00:00:56.000 --> 00:00:59.000]  我們為什麼要服侍
[00:00:59.000 --> 00:01:00.000]  為什麼要服侍
[00:01:00.000 --> 00:01:02.000]  剛才我們講了這兩個姐妹
[00:01:02.000 --> 00:01:06.000]  她們從小就在教會中長大
[00:01:06.000 --> 00:01:08.000]  父母親都在教會服侍
[00:01:08.000 --> 00:01:11.000]  所以她們也沒有什麼選擇
[00:01:11.000 --> 00:01:14.000]  她們就是順服 就是要服侍
[00:01:14.000 --> 00:01:16.000]  就像剛才我講的Emily
[00:01:16.000 --> 00:01:18.000]  她心不甘情不願的
[00:01:18.000 --> 00:01:21.000]  但是她順服
[00:01:21.000 --> 00:01:24.000]  五年 她順服的在教會裡面服侍
[00:01:24.000 --> 00:01:27.000]  我想這些都是她們蒙福的恩典
[00:01:27.000 --> 00:01:29.000]  那我們為什麼要順服
[00:01:29.000 --> 00:01:30.000]  她們從小
[00:01:30.000 --> 00:01:32.000]  我們為什麼要服侍
[00:01:32.000 --> 00:01:34.000]  她們從小在教會裡面服侍
[00:01:34.000 --> 00:01:36.000]  天經地義的她們本來就該服侍
[00:01:36.000 --> 00:01:40.000]  可是如果我們中間有剛剛才蒙恩的
[00:01:40.000 --> 00:01:42.000]  有剛剛才信主的
[00:01:42.000 --> 00:01:45.000]  她會問我為什麼要服侍
[00:01:45.000 --> 00:01:46.000]  我為什麼要服侍
[00:01:46.000 --> 00:01:49.000]  那在以佛所書二章第十節裡面
[00:01:49.000 --> 00:01:51.000]  我們來讀一下這個經文好不好
[00:01:51.000 --> 00:01:54.000]  我們原是他的工作
[00:01:54.000 --> 00:01:57.000]  在基督耶穌裡造成的
[00:01:57.000 --> 00:01:59.000]  為要叫我們行善
[00:01:59.000 --> 00:02:03.000]  就是預備我們所行的
[00:02:03.000 --> 00:02:06.000]  這是一段大家都很熟悉的經文
[00:02:06.000 --> 00:02:08.000]  但是你知道我們人
[00:02:08.000 --> 00:02:13.000]  是神創造中他最得意的傑作
[00:02:13.000 --> 00:02:16.000]  我們人是他最寶貝創造的傑作
[00:02:16.000 --> 00:02:19.000]  但是我們卻在伊甸園裡面跌倒
[00:02:19.000 --> 00:02:22.000]  我們在伊甸園裡面墮落了
[00:02:22.000 --> 00:02:26.000]  那是因著耶穌基督的十日假的救恩
[00:02:26.000 --> 00:02:29.000]  神把我們失去的生命
[00:02:29.000 --> 00:02:32.000]  在教會中要重新建立起來
[00:02:32.000 --> 00:02:34.000]  使我們重新蒙恩
[00:02:34.000 --> 00:02:39.000]  神的心意就是要重新的再來
[00:02:39.000 --> 00:02:44.000]  讓他自己的心因著教會得到滿足
[00:02:44.000 --> 00:02:48.000]  所以在這裡我們看那個字行善
[00:02:48.000 --> 00:02:50.000]  行善不是叫你做好事
[00:02:50.000 --> 00:02:54.000]  行善是要你明白什麼是父的心意
[00:02:54.000 --> 00:02:56.000]  那什麼是神的心意呢
[00:02:56.000 --> 00:02:58.000]  神的心意就是要我們
[00:02:58.000 --> 00:03:01.000]  藉著福祉來跟他一起同工
[00:03:01.000 --> 00:03:03.000]  我們每一個基督徒
[00:03:03.000 --> 00:03:06.000]  其實都是蒙昭來福祉他的
[00:03:06.000 --> 00:03:09.000]  那神在我們每一個人的身上
[00:03:09.000 --> 00:03:11.000]  都有一個計劃
[00:03:11.000 --> 00:03:15.000]  這個計劃就是讓我們在得救之後
[00:03:15.000 --> 00:03:18.000]  我們要用我們這個屬神的新生命
[00:03:18.000 --> 00:03:20.000]  這個更新的新生命
[00:03:20.000 --> 00:03:23.000]  這個他主耶穌保血買回來的新生命
[00:03:23.000 --> 00:03:27.000]  再來服侍他 再來榮耀他
[00:03:27.000 --> 00:03:28.000]  就像我們剛才所說的
[00:03:28.000 --> 00:03:32.000]  那些見證都是為了要榮耀神的
[00:03:32.000 --> 00:03:37.000]  而且就像我昨天發的信息給你們的
[00:03:37.000 --> 00:03:39.000]  不是我們能夠做什麼
[00:03:39.000 --> 00:03:41.000]  不是我們會做什麼
[00:03:41.000 --> 00:03:44.000]  而是他要做在我們身上的
[00:03:44.000 --> 00:03:47.000]  是為他自己的榮耀
[00:03:47.000 --> 00:03:49.000]  那也許你會認為說
[00:03:49.000 --> 00:03:53.000]  這個服侍不是牧師跟師母的事嗎
[00:03:53.000 --> 00:03:55.000]  那服侍是很屬靈的事
[00:03:55.000 --> 00:03:57.000]  我怎麼會做
[00:03:57.000 --> 00:04:03.000]  那其實讓我們從一個新的層面來觀察
[00:04:03.000 --> 00:04:07.000]  服侍不是只有在教會裡面的
[00:04:07.000 --> 00:04:10.000]  小遠在職場上面 燕子在職場上面
[00:04:10.000 --> 00:04:14.000]  魚眉在職場上面 羅龍在職場上面
[00:04:14.000 --> 00:04:17.000]  在教會裡面 在學校裡面 在社區裡面
[00:04:17.000 --> 00:04:20.000]  你在鄰居跟朋友的面前
[00:04:20.000 --> 00:04:25.000]  你都要因著在主裡面的恩典
[00:04:25.000 --> 00:04:27.000]  要活出一致的生命來
[00:04:27.000 --> 00:04:33.000]  有很多人說那個基督徒
[00:04:33.000 --> 00:04:35.000]  那個人信主我不要信
[00:04:35.000 --> 00:04:37.000]  為什麼 因為他在有一些方面
[00:04:37.000 --> 00:04:41.000]  讓人家沒有看到神應有的見證
[00:04:41.000 --> 00:04:43.000]  所以人家會這樣講
[00:04:43.000 --> 00:04:48.000]  所以活出一致的生命是非常重要的
[00:04:48.000 --> 00:04:53.000]  那我們什麼時候要開始服侍
[00:04:53.000 --> 00:04:55.000]  我們什麼時候開始服侍
[00:04:55.000 --> 00:04:58.000]  你知道耶利米他在母腹中
[00:04:58.000 --> 00:05:00.000]  神就已經護召他了
[00:05:00.000 --> 00:05:04.000]  神護召他要出來做獵果的先師
[00:05:04.000 --> 00:05:09.000]  他在母腹中他就是被護召的
[00:05:09.000 --> 00:05:12.000]  還有你們記不記得彼得的岳母
[00:05:12.000 --> 00:05:15.000]  耶穌到彼得家去
[00:05:15.000 --> 00:05:18.000]  他的岳母在犯熱病 主一摸他就好了
[00:05:18.000 --> 00:05:21.000]  好了以後怎麼樣 他立刻就起來
[00:05:21.000 --> 00:05:23.000]  立刻聖經跟我們講說
[00:05:23.000 --> 00:05:25.000]  他就起來服侍主
