
[00:00:00.000 --> 00:00:09.000]  弟兄姊妹,亦都激發幼稚園和激發小學的家長、老師,還有校長,願你們平安。
[00:00:09.000 --> 00:00:17.000]  今天是教育主日,雖然都有一班同學,有一班家長,有一班老師在這裡。
[00:00:17.000 --> 00:00:24.000]  但是,我們一些弟兄姊妹可能我們不是從事教育的行業,對不對?
[00:00:24.000 --> 00:00:29.000]  或者是我們本身,有些是未必有子女,或者子女都長大了,已經出來工作了。
[00:00:29.000 --> 00:00:35.000]  教育主日關我們什麼事呢?我們第一個,可能有些弟兄姊妹都會這樣問。
[00:00:35.000 --> 00:00:39.000]  其實今天教育主日的訊息和我們是否有關係呢?
[00:00:39.000 --> 00:00:44.000]  首先要先說一件事,是有關係的。
[00:00:44.000 --> 00:00:54.000]  就是我們教育主日的訊息和我們每一個基督徒,甚至每一個弟兄姊妹,都是息息相關的。
[00:00:54.000 --> 00:01:10.000]  當我讀神學的時候,都一段時間之前,有一次機會去到德國,上了兩個禮拜一個關於宗教和全球化的課程。
[00:01:10.000 --> 00:01:25.000]  兩個禮拜,當時有亞洲、非洲和歐洲的一些教目和神學生聚在德國的一個位置,我們一起去到上課。
[00:01:25.000 --> 00:01:40.000]  甚至我們每一個地方的同學都要present一下,我們當時那個地區,譬如我們在香港,香港的宗教的全球化和之間的關係是什麼呢?
[00:01:40.000 --> 00:01:51.000]  當時有一位德國的神學生,他就介紹怎樣理解國際之間教會的發展。
[00:01:51.000 --> 00:02:11.000]  大部份內容我都不記得了,因為他說英文,年代久遠,當時我的心是比較嚮往德國的環境,心態是有一點自己喜歡去旅行的感覺,所以大部份內容我已經不記得了。
[00:02:11.000 --> 00:02:39.000]  但是有一點是比較深刻的,就是他講完之後,我真的從來沒有想過,就是那個德國神學生指出,在中華人的語境和西方的語境,對於宗教和宗教兩個,我們都是這樣翻譯的,所盛在的內涵是有不同的。
[00:02:39.000 --> 00:02:51.000]  也導致了,無論是東方,中西方的信徒,中西方的基督徒,對信仰的表達方式也有不同。
[00:02:51.000 --> 00:03:19.000]  英文的宗教,英文的名字就是religion,一個詞是拉丁文religion,這個字的內涵是指對未知的超自然神明的敬畏和崇拜,以及人與神明之間的關係的聯合,指向的是敬畏崇拜神明的禮儀。
[00:03:19.000 --> 00:03:29.000]  religion是這樣的。同時,religion也是提醒人們需要嚴謹地看待對神明的崇拜。
[00:03:29.000 --> 00:03:51.000]  當我們這樣說的時候,我們也會覺得,我們在崇拜的內涵,我們也很嚴謹地去到各項的禮儀,我們也會去到崇拜上帝。但是呢,如果我們看回中文的語境,宗教,大家知不知道宗教的宗是在說什麼?
[00:03:51.000 --> 00:04:07.000]  不知道。有人說宗旨,這位同學厲害。那有沒有其他同學想試試猜一下,宗教的宗其實是在說什麼呢?
[00:04:07.000 --> 00:04:35.000]  宗教的宗其實是在說什麼呢?其實是在表示神格化,即是被神格化的人格,以及超自然宇宙和人類祖先神靈的尊敬和敬拜。
[00:04:35.000 --> 00:04:51.000]  宗原來是有不同的意思,在我們的理解上,宗原來是對神格和人格和自然宇宙和人類祖先神靈的尊敬和崇拜。
[00:04:51.000 --> 00:05:07.000]  我們哪會想到一個宗旨原來有這樣的意思呢?不會知道的。那教旨是什麼呢?教是很直接的,就是教育、教化和啟發的意思。
[00:05:07.000 --> 00:05:23.000]  所以對於我們華人的語境來說,即是中文的語境來說,信仰總離不開教導,一個宗教的教育總離不開教導,一個宗教離不開教導。
[00:05:23.000 --> 00:05:37.000]  一個例子做對比,我們就會大概知道。現在在香港的教會,如果大家有參與崇拜,我們就大概知道崇拜裡面講到的時間是大概多久?
[00:05:37.000 --> 00:06:01.000]  大家知不知道梁法堂這裡的崇拜大概講到要講多久?30分鐘?20分鐘?劉執就說20分鐘。其實我第一次來這裡講到有一封邀請信,就是20至30分鐘的。
[00:06:01.000 --> 00:06:13.000]  20至30分鐘的。當然可能因為我當時是外來講員,所以就寬鬆一點,可以多一點時間。但是一般來說,一般香港教會的崇拜講到的時間是25至30分鐘。
[00:06:13.000 --> 00:06:31.000]  如果大家去歐洲旅行,假設大家去到德國,或者英國,去歐洲旅行參與崇拜,大家猜一下崇拜裡面講到的時間大概是多長?
[00:06:31.000 --> 00:06:55.000]  多長?15分鐘。是10至15分鐘。10至15分鐘。我也聽過有些近歐美的神學院講到的教導的標準是12分鐘。
[00:06:55.000 --> 00:07:09.000]  其餘的時間做什麼呢?就是崇拜裡面不同的禮儀。但是如果大家回到中國大陸參與崇拜,大家猜一下港道的時間是多長?
[00:07:09.000 --> 00:07:29.000]  5分鐘。哇,5分鐘。我現在也講了5分鐘。如果大家回到中國大陸聽港道的話,港道的市場是起碼1小時。1小時是最少的。
[00:07:29.000 --> 00:07:49.000]  如果我今天講到的港道大概是1小時,大家會有什麼反應呢?我想有些同學會說不是吧,不要這麼長。放心,不會的,我們都在香港的處境裡面,我們是25至30分鐘的,放心。
[00:07:49.000 --> 00:08:12.000]  我們可想而知,其實在華人的語境裡面,信仰是離不開教導的,甚至乎我們很重視教導。但是到底我們在教什麼?我們在教什麼?還有我們的教導應該導向什麼呢?這個是非常值得我們去在聖經裡面尋找答案。
[00:08:12.000 --> 00:08:31.000]  今天的港道經文是《朕言》一章20至33節。雖然我們有些弟兄姊妹熟悉,有看聖經裡面,都會知道《朕言》其實是由一句一句的說話慢慢慢慢的緝錄成書。
[00:08:31.000 --> 00:08:47.000]  但是在不同的章節,就是《朕言》裡面有不同的章節,其實它都是有不同的寫成的年份之分的。一般的學者認為,《朕言》的1至9章是比較遲寫成的。
[00:08:47.000 --> 00:09:07.000]  那為什麼呢?為什麼明明放在最前章的章數,為什麼時間上會比較遲寫成呢?原因是因為那些學者在對比《一至九章》和其他的章節裡面的時候,就發現裡面有一些比較成熟的神學思想。
[00:09:07.000 --> 00:09:19.000]  所以一般的學者認為,《一至九章》是古代以色列人當他們國破家亡,被理到巴比倫的時候所寫成的。
[00:09:19.000 --> 00:09:45.000]  當時以色列人經歷過違背上帝的旨意,以及他們拜偶像,以及跟一些上帝不喜悅的國家聯盟,等等違背上帝的律法的時候,他們做了這些事情,最後他們導致國破家亡,甚至連他們一個很重要的建築物,聖殿都被毀。
[00:09:45.000 --> 00:10:03.000]  兼且他們所有的大部分精英分子都被擄到古巴比倫那裡。所以可以說,在這個經歷之後,以色列人就將他們這些經驗寫成了《箴言一章》至《九章》。
[00:10:03.000 --> 00:10:09.000]  這個是以色列經歷過他們國破家亡之後所吸取的教訓。
[00:10:09.000 --> 00:10:25.000]  如果我們今天看《一章二十》到《三十三節》,在《一章二十》到《二十一節》裡面,我們會看到《箴言》的作者,他就用一個《爾人法》,同學應該是懂得《爾人法》。
[00:10:25.000 --> 00:10:45.000]  用《爾人法》的方式,就將智慧寫成好像一個人。我們通常就說智慧很少形容它是一個人,我們通常就說這個人說話或者這個人做事很有智慧,通常是形容詞來的。
[00:10:45.000 --> 00:11:03.000]  但是這次,智慧就變成了一個人。在街上呼喊,在廣場上高聲呼喊,在熱鬧街頭呼叫,在城門口,在城中發出言語。
[00:11:03.000 --> 00:11:23.000]  在現代,我們未必明白這個場景是什麼一回事。你想想,如果有一個人,他今天早上突然間在APM的鐘亭,然後突然間大聲呼叫,然後就跟你們說你們要悔改,你們要歸回上帝。
[00:11:23.000 --> 00:11:43.000]  大家第一個印象會是怎樣?傻的啦,你不會想聆聽他說話的。我們現代的角度就未必明白到底發生了什麼事。但是如果是古代的以色列人,他就會明白的。
[00:11:43.000 --> 00:11:59.000]  因為當作者這樣寫的時候,古代的以色列人一看,就會知道其實這個智慧在做什麼角色呢?他是在做當時以色列古代先知的角色。
[00:11:59.000 --> 00:12:15.000]  先知是做什麼的呢?先知就是要在一些人多的地方,或者在一些人群裡面,去傳遞上帝的信息,去傳遞上帝的旨意。
[00:12:15.000 --> 00:12:33.000]  但是不要以為先知就會受歡迎。我們現在覺得先知這些正面的角色當然是好,我們一定要聆聽。但是不要以為先知就會受歡迎,或者先知說的話就會有人聆聽。
[00:12:33.000 --> 00:12:49.000]  我們都知道老師說的話都是應該聆聽的,但是我們同學在心底裡面都會知道,我們有時候都不想聆聽的。我都做過學生,我都明白的。所以先知可以是受歡迎。
[00:12:49.000 --> 00:13:07.000]  先知的角色說的話,我們現在就覺得應該要聆聽,但是不一定會被人覺得會聆聽的。例如,今天我們都會說,有些真先知有假先知的,聖經裡面都有。
[00:13:07.000 --> 00:13:35.000]  例如,我們有看到以塞亞,耶利米,以西結,或者彈爾利,這些有名有名的先知,那一定是真先知。但是如果我們在舊約時代,特別是在舊約時代,其實我們如果留心看經文,我們會發現是沒有真假先知之分的,是沒有的,沒有真假先知之分的。
[00:13:35.000 --> 00:13:55.000]  那人要怎樣分辨先知所說的話,是來自於上帝呢?是有一個準則的。那個準則就是,這個先知說得準不準。說得準不準。就好像看上腦一樣,不是的。
