
[00:00:00.000 --> 00:00:09.060]  我們今次會去探討東正教的起源和信仰的基礎
[00:00:09.060 --> 00:00:12.660]  最後會講到和基督教有什麼分別
[00:00:12.660 --> 00:00:17.000]  東正教起源於早期的基督教
[00:00:17.000 --> 00:00:21.800]  大家會記得馬丁路德1517年改教
[00:00:21.800 --> 00:00:23.500]  上一集有講到
[00:00:23.500 --> 00:00:25.800]  我們就叫新教徒
[00:00:25.800 --> 00:00:30.600]  由我們所稱為的天主教走出來
[00:00:30.600 --> 00:00:34.560]  但是原來東正教其實是從天主教出來的
[00:00:34.560 --> 00:00:38.880]  東正教是在1054年分裂出來的
[00:00:38.880 --> 00:00:44.840]  那時候基督教的禮儀主要是由羅馬為首
[00:00:44.840 --> 00:00:46.340]  羅馬天主教
[00:00:46.340 --> 00:00:50.000]  他們西方的拉丁禮
[00:00:50.000 --> 00:00:51.340]  就是用拉丁文的
[00:00:51.340 --> 00:00:54.800]  其餘就在東方的十幾個教區裡面
[00:00:54.800 --> 00:00:56.600]  就去舉行了
[00:00:56.600 --> 00:00:58.800]  大家一定要記得很清楚
[00:00:58.800 --> 00:01:00.180]  我們要分別什麼呢
[00:01:00.180 --> 00:01:03.680]  就叫做西邊就是羅馬
[00:01:03.680 --> 00:01:06.600]  我們所講的羅馬的天主教
[00:01:06.600 --> 00:01:07.980]  大家記住了
[00:01:07.980 --> 00:01:09.740]  西邊就是羅馬天主教
[00:01:09.740 --> 00:01:11.440]  東邊是什麼呢
[00:01:11.440 --> 00:01:13.540]  就是君士坦丁
[00:01:13.540 --> 00:01:16.340]  就是在普爾奇
[00:01:16.340 --> 00:01:17.740]  是在東邊來的
[00:01:17.740 --> 00:01:20.540]  所以我們就叫東正教
[00:01:20.540 --> 00:01:22.040]  稍後會再解釋
[00:01:22.040 --> 00:01:27.040]  而羅馬帝國後來分為東和西兩方面
[00:01:27.040 --> 00:01:30.540]  西羅馬帝國就是羅馬做首都
[00:01:30.540 --> 00:01:32.540]  但是到了第六世紀
[00:01:32.540 --> 00:01:36.940]  你看不到再有羅馬這個國家出現了
[00:01:36.940 --> 00:01:38.540]  所以現在有羅馬這個地方
[00:01:38.540 --> 00:01:40.140]  但是沒有羅馬這個國家
[00:01:40.140 --> 00:01:41.040]  是不是
[00:01:41.040 --> 00:01:41.740]  好了
[00:01:41.740 --> 00:01:45.140]  東羅馬帝國定都在哪裡呢
[00:01:45.140 --> 00:01:47.140]  就是君士坦丁堡
[00:01:47.140 --> 00:01:49.840]  就是在現在的土耳其
[00:01:49.840 --> 00:01:52.240]  我們下一年四月
[00:01:52.240 --> 00:01:54.340]  就會有去希臘和土耳其
[00:01:54.340 --> 00:01:55.640]  到時候再講
[00:01:55.640 --> 00:01:57.640]  但是這個君士坦丁堡
[00:01:57.640 --> 00:01:59.640]  就在第十五世紀的時候
[00:01:59.640 --> 00:02:02.140]  就被土耳其征服了
[00:02:02.140 --> 00:02:04.840]  所以六世紀開始
[00:02:04.840 --> 00:02:06.140]  就是公元六世紀
[00:02:06.140 --> 00:02:07.740]  西羅馬帝國
[00:02:07.740 --> 00:02:10.240]  當時的基督教國度
[00:02:10.240 --> 00:02:11.740]  就是滅亡了
[00:02:11.740 --> 00:02:14.940]  東西的溝通其實受著很多的限制
[00:02:14.940 --> 00:02:17.640]  有言語上面那種的分野
[00:02:17.640 --> 00:02:20.440]  禮儀上面又有那種分野
[00:02:20.440 --> 00:02:22.440]  但是1054年
[00:02:22.440 --> 00:02:27.440]  十字軍就來到東征
[00:02:27.440 --> 00:02:32.440]  怎樣可以按下一張呢
[00:02:32.440 --> 00:02:33.240]  好了
[00:02:33.240 --> 00:02:35.740]  西羅馬帝國就以羅馬做首都
[00:02:35.740 --> 00:02:39.340]  東羅馬帝國就是以君士坦丁
[00:02:39.340 --> 00:02:41.040]  來到東征做首都
[00:02:41.040 --> 00:02:41.640]  好了
[00:02:41.640 --> 00:02:43.040]  1054年的時候
[00:02:43.040 --> 00:02:44.440]  他們正式分裂
[00:02:44.440 --> 00:02:47.040]  到最後第十三世紀的時候
[00:02:47.040 --> 00:02:49.540]  就是第四次十字軍東征
[00:02:49.540 --> 00:02:51.840]  但是他們打輸了
[00:02:51.840 --> 00:02:53.040]  記不記得我講
[00:02:53.040 --> 00:02:55.440]  因為耶路撒冷
[00:02:55.440 --> 00:02:57.540]  被回教徒佔據了
[00:02:57.540 --> 00:03:03.140]  所以他們就向東進攻了
[00:03:03.140 --> 00:03:05.240]  就進不了聖地
[00:03:05.240 --> 00:03:08.940]  甚至當時羅馬的天主教
[00:03:08.940 --> 00:03:11.240]  以為東正教都是敵人
[00:03:11.240 --> 00:03:13.340]  攻陷了君士坦丁堡
[00:03:13.340 --> 00:03:16.440]  就屠殺搶掠大批的聖物
[00:03:16.440 --> 00:03:17.740]  運走了
[00:03:17.740 --> 00:03:21.840]  自此東西教會就分裂了
[00:03:21.840 --> 00:03:24.340]  是難以修補的
[00:03:24.340 --> 00:03:27.040]  現在俄羅斯大部分的教堂
[00:03:27.040 --> 00:03:28.940]  都是東正教的教堂
[00:03:28.940 --> 00:03:30.140]  包括烏克蘭
[00:03:30.140 --> 00:03:33.840]  我們在最後會講這兩個地方
[00:03:33.840 --> 00:03:37.740]  很少天主教堂和基督教的
[00:03:37.740 --> 00:03:38.840]  以前羅馬帝國
[00:03:38.840 --> 00:03:42.640]  曾經分裂為東羅馬帝國和西羅馬帝國
[00:03:42.640 --> 00:03:45.740]  東羅馬帝國就叫拜占庭
[00:03:45.740 --> 00:03:49.140]  記住我們講東羅馬帝國的時候
[00:03:49.140 --> 00:03:53.140]  就講拜占庭為中心
[00:03:53.140 --> 00:03:57.040]  被命名為東方正教
[00:03:57.040 --> 00:03:59.540]  我們簡單的就叫東正教
[00:03:59.540 --> 00:04:00.840]  再講一次
[00:04:00.840 --> 00:04:04.340]  拜占庭就是我們所講的東正教
[00:04:04.340 --> 00:04:08.140]  而剛剛區別出來的
[00:04:08.140 --> 00:04:13.240]  羅馬就是我們所講的天主教
[00:04:13.240 --> 00:04:15.840]  這時候教派也深入了希臘全境
[00:04:15.840 --> 00:04:16.640]  所以你留意到
[00:04:16.640 --> 00:04:18.740]  希臘大部分都是東正教的
[00:04:18.740 --> 00:04:23.540]  後來俄羅斯也接受了東正教
[00:04:23.540 --> 00:04:26.640]  隨著拜占庭的衰落
[00:04:26.640 --> 00:04:29.440]  東正教的宗教中心
[00:04:29.440 --> 00:04:31.740]  竟然移到俄羅斯那裡
[00:04:31.740 --> 00:04:32.540]  好
[00:04:32.540 --> 00:04:36.640]  我們看到羅馬帝國分裂了
[00:04:36.640 --> 00:04:38.740]  你見不見到羅馬帝國那時候
[00:04:38.740 --> 00:04:43.540]  綠色這些地方就是羅馬帝國的版圖
[00:04:43.540 --> 00:04:45.540]  但是後來衰落
[00:04:45.540 --> 00:04:47.840]  公元395年
[00:04:47.840 --> 00:04:50.240]  由於羅馬帝國的分裂
[00:04:50.240 --> 00:04:52.240]  造就了剛才我已經講了
[00:04:52.240 --> 00:04:54.940]  東羅馬帝國和西羅馬帝國
[00:04:54.940 --> 00:04:56.940]  各自為政
[00:04:56.940 --> 00:04:59.640]  基督教就分成為
[00:04:59.640 --> 00:05:03.840]  希臘語言地區為中心的
[00:05:03.840 --> 00:05:05.540]  是東邊的
[00:05:05.540 --> 00:05:07.740]  就是東正教
[00:05:07.740 --> 00:05:12.440]  而西邊就用拉丁語為中心的
[00:05:12.440 --> 00:05:15.440]  君士坦丁和君士坦丁堡
[00:05:15.440 --> 00:05:20.440]  和羅馬就成為東西教會的中心點
[00:05:20.440 --> 00:05:23.040]  變成兩個大教派了
[00:05:23.040 --> 00:05:27.440]  因為文化和語言上的差異
[00:05:27.440 --> 00:05:32.640]  當時在以前羅馬很鼎盛的時候
[00:05:32.640 --> 00:05:34.740]  征服了很多地方
[00:05:34.740 --> 00:05:38.240]  所以大多數的人都認識希臘文
[00:05:38.240 --> 00:05:39.740]  和拉丁文
[00:05:39.740 --> 00:05:43.440]  所以教會的推廣就容易很多了
[00:05:43.440 --> 00:05:47.840]  但是自從羅馬帝國的力量
[00:05:47.840 --> 00:05:49.640]  慢慢衰微的時候
[00:05:49.640 --> 00:05:52.640]  就造成了言語上
[00:05:52.640 --> 00:05:55.240]  就不需要這麼多人讀希臘文
[00:05:55.240 --> 00:05:57.040]  和這些拉丁文
[00:05:57.040 --> 00:05:59.640]  所以就有不同的語言文化
[00:05:59.640 --> 00:06:01.240]  就產生了分裂了
[00:06:01.240 --> 00:06:05.440]  東正教就是基督教一個很重要的教派
[00:06:05.440 --> 00:06:07.940]  有很悠久的歷史
[00:06:07.940 --> 00:06:09.940]  和天主教會不同
[00:06:09.940 --> 00:06:12.940]  就是他們沒有宗教改革
[00:06:12.940 --> 00:06:15.740]  我們上一課講1517年
[00:06:15.740 --> 00:06:16.940]  馬丁路德
[00:06:16.940 --> 00:06:18.840]  其實之前已經有了
[00:06:18.840 --> 00:06:20.440]  就有宗教改革
[00:06:20.440 --> 00:06:21.840]  所以今天我們基督徒
[00:06:21.840 --> 00:06:23.440]  我們稱自己為新教徒
[00:06:23.440 --> 00:06:28.040]  就和東正教不是這麼密切的關係
[00:06:28.040 --> 00:06:30.040]  東正教相信自己才是
[00:06:30.040 --> 00:06:33.040]  地上真真正正的基督身體
[00:06:33.040 --> 00:06:36.640]  所以有些人西方教會就說
[00:06:36.640 --> 00:06:40.440]  東方教會是將自己分隔出來的
[00:06:40.440 --> 00:06:42.040]  所以你們留意到
[00:06:42.040 --> 00:06:44.040]  第一次真正的大分裂
[00:06:44.040 --> 00:06:47.440]  不是16世紀1517年那個宗教改革
[00:06:47.440 --> 00:06:50.240]  而是東西羅馬教會的分裂
[00:06:50.240 --> 00:06:52.840]  就是在1054年裡面
[00:06:52.840 --> 00:06:56.440]  當然這件事不是一朝一夕發生的
[00:06:56.440 --> 00:06:57.640]  為什麼呢?
[00:06:57.640 --> 00:07:00.640]  我們就要了解這個歷史背景了
[00:07:00.640 --> 00:07:03.640]  第一就是他們遷往了
[00:07:03.640 --> 00:07:05.640]  就是那個君士坦丁堡
[00:07:05.640 --> 00:07:07.640]  經過六年的
[00:07:07.640 --> 00:07:09.640]  君士坦丁這個皇帝
[00:07:09.640 --> 00:07:12.640]  用了六年時間就建成了君士坦丁堡
[00:07:12.640 --> 00:07:16.640]  就是在公元330年5月11日
[00:07:16.640 --> 00:07:19.640]  君士坦丁皇帝就宣告
[00:07:19.640 --> 00:07:21.640]  這個就是新羅馬
[00:07:21.640 --> 00:07:23.640]  就是君士坦丁堡
[00:07:23.640 --> 00:07:26.640]  將那個首都遷去了這個地方
[00:07:26.640 --> 00:07:28.640]  以前中國歷史裡面
[00:07:28.640 --> 00:07:32.640]  有些地方就在南京是做首都的
[00:07:32.640 --> 00:07:34.640]  後來又去了北京
[00:07:34.640 --> 00:07:36.640]  大家就明白了就是遷都了
[00:07:36.640 --> 00:07:39.640]  君士坦丁堡建立了之後
[00:07:39.640 --> 00:07:41.640]  而羅馬皇帝就在這裡
[00:07:41.640 --> 00:07:43.640]  所以羅馬就失去了
[00:07:43.640 --> 00:07:46.640]  那個首都的政治的重要性
[00:07:46.640 --> 00:07:48.640]  羅馬的主教
[00:07:48.640 --> 00:07:53.640]  為了要增加他那個世俗的能力和權力
[00:07:53.640 --> 00:07:54.640]  於是就怎樣呢?
[00:07:54.640 --> 00:07:57.640]  一路加強自己的影響力
[00:07:57.640 --> 00:08:02.640]  君士坦丁遷都到了1054年
[00:08:02.640 --> 00:08:08.640]  這個地方就變成了兩個教會互相對衡
[00:08:08.640 --> 00:08:11.640]  特別在公元800年的時候
[00:08:11.640 --> 00:08:14.640]  查理曼被加冕
[00:08:14.640 --> 00:08:17.640]  他實質就成為了另一個羅馬帝國
[00:08:17.640 --> 00:08:20.640]  東西羅馬就很重要了
[00:08:20.640 --> 00:08:22.640]  我們會看一看
[00:08:22.640 --> 00:08:28.640]  公元857年東羅馬的皇帝
[00:08:28.640 --> 00:08:32.640]  他就叫做曼赫爾三世
[00:08:32.640 --> 00:08:38.640]  他就霸佔了由君士坦丁堡教區的教務首長
[00:08:38.640 --> 00:08:40.640]  這個人叫什麼名字呢?
[00:08:40.640 --> 00:08:44.640]  就是那個主教就叫做伊格納提烏
[00:08:44.640 --> 00:08:47.640]  他就想納他自己的心腹
[00:08:47.640 --> 00:08:52.640]  就叫做佛提烏去做主教
[00:08:52.640 --> 00:08:57.640]  羅馬的教皇當時就叫做尼古拉
[00:08:57.640 --> 00:09:01.640]  尼古拉一世就立刻反對
[00:09:01.640 --> 00:09:03.640]  為什麼呢?
[00:09:03.640 --> 00:09:08.640]  你納那個心腹就妨礙了他控制東方教會
[00:09:08.640 --> 00:09:12.640]  他一定要納一個什麼人是他自己可以控制的
[00:09:12.640 --> 00:09:15.640]  所以你留意到了
[00:09:15.640 --> 00:09:19.640]  羅馬天主教裡面的皇帝就覺得不行
[00:09:19.640 --> 00:09:20.640]  要反對
[00:09:20.640 --> 00:09:24.640]  於是羅馬的教皇就宣佈
[00:09:24.640 --> 00:09:30.640]  這個心腹佛提烏是非法的主教
[00:09:30.640 --> 00:09:32.640]  要開除他的教席
[00:09:32.640 --> 00:09:36.640]  並且會宣稱之前那個
[00:09:36.640 --> 00:09:42.640]  就是伊格納提烏才是正正式式的主教
[00:09:42.640 --> 00:09:47.640]  但是佛提烏就在東羅馬的皇帝支持之下
[00:09:47.640 --> 00:09:51.640]  就召開了在公元867年
[00:09:51.640 --> 00:09:54.640]  在君士坦丁堡開了這個宗教會議
[00:09:54.640 --> 00:09:57.640]  就確定了他的身份
[00:09:57.640 --> 00:10:01.640]  於是大家就產生了一個很大的衝突
[00:10:01.640 --> 00:10:05.640]  而羅馬教皇就指責對方
[00:10:05.640 --> 00:10:08.640]  對方就指責西方的教會
[00:10:08.640 --> 00:10:10.640]  為什麼呢?
[00:10:10.640 --> 00:10:13.640]  東面的君士坦丁堡
[00:10:13.640 --> 00:10:18.640]  那邊的主教就指責當時我們所稱的羅馬天主教有什麼錯呢?
[00:10:18.640 --> 00:10:19.640]  第一
[00:10:19.640 --> 00:10:23.640]  羅馬教就令保加利亞的教會在星期六要禁食
[00:10:23.640 --> 00:10:24.640]  其實沒有什麼需要
[00:10:24.640 --> 00:10:30.640]  他們在第四巡齋期裡面可以吃奶油、牛油和乳酪
[00:10:30.640 --> 00:10:33.640]  還有排斥那些已婚的神父
[00:10:33.640 --> 00:10:34.640]  那是什麼呢?
[00:10:34.640 --> 00:10:37.640]  有些人他未做神父之前
[00:10:37.640 --> 00:10:38.640]  他已經結婚了
[00:10:38.640 --> 00:10:42.640]  因為如果你獨身做神父就不可以結婚了
[00:10:42.640 --> 00:10:44.640]  但是結了婚那些他奉獻去做神父
[00:10:44.640 --> 00:10:45.640]  那怎麼辦呢?
[00:10:45.640 --> 00:10:47.640]  但是這些人就被排斥的
[00:10:47.640 --> 00:10:51.640]  還有不承認神父所行的那種堅振禮
[00:10:51.640 --> 00:10:54.640]  大家知道天主教是有嬰兒洗禮的
[00:10:54.640 --> 00:10:57.640]  到了他長大的時候就有這個confirmation
[00:10:57.640 --> 00:10:59.640]  就要行堅振禮
[00:10:59.640 --> 00:11:01.640]  還有一樣很特別的
[00:11:01.640 --> 00:11:04.640]  他說到西方
